idx,year,suite,ext,filename,full_path,out_txt,char_count,evidence_level_hypothesis,excluded,ocr_used,pdf_pages,status,error,upgrade_reason
135,2026,2026西城一模,.docx,试卷.docx,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026西城一模/试卷/试卷.docx,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/claudecode_lane_B_full_rerun_2026-05-04/source_inventory/extracted/2026/2026西城一模/2026各区一模__2026西城一模__试卷__试卷.docx.txt,7604,SOURCE_PAPER,N,N,,ok,,name
136,2026,2026西城一模,.pdf,2026北京西城高三一模政治.pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026西城一模/试卷/补充材料/2026北京西城高三一模政治.pdf,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/claudecode_lane_B_full_rerun_2026-05-04/source_inventory/extracted/2026/2026西城一模/2026各区一模__2026西城一模__试卷__补充材料__2026北京西城高三一模政治.pdf.txt,9469,L1,N,Y,11,ok,,name+content
137,2026,2026顺义一模,.pptx,细则.pptx,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026顺义一模/细则/细则.pptx,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/claudecode_lane_B_full_rerun_2026-05-04/source_inventory/extracted/2026/2026顺义一模/2026各区一模__2026顺义一模__细则__细则.pptx.txt,4402,L1,N,N,,ok,,name+content
138,2026,2026顺义一模,.pdf,试卷.pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026顺义一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/claudecode_lane_B_full_rerun_2026-05-04/source_inventory/extracted/2026/2026顺义一模/2026各区一模__2026顺义一模__试卷__试卷.pdf.txt,10984,SOURCE_PAPER,N,N,12,ok,,name
139,2026,2026海淀一模,.pdf,细则.pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026海淀一模/细则/细则.pdf,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/claudecode_lane_B_full_rerun_2026-05-04/source_inventory/extracted/2026/2026海淀一模/2026各区一模__2026海淀一模__细则__细则.pdf.txt,2310,L1,N,N,8,ok,,name+content
140,2026,2026海淀一模,.pdf,试卷.pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026海淀一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/claudecode_lane_B_full_rerun_2026-05-04/source_inventory/extracted/2026/2026海淀一模/2026各区一模__2026海淀一模__试卷__试卷.pdf.txt,7219,SOURCE_PAPER,N,Y,8,ok,,name
141,2026,2026门头沟一模,.docx,细则.docx,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026门头沟一模/细则/细则.docx,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/claudecode_lane_B_full_rerun_2026-05-04/source_inventory/extracted/2026/2026门头沟一模/2026各区一模__2026门头沟一模__细则__细则.docx.txt,4818,L1,N,N,,ok,,name+content
142,2026,2026门头沟一模,.pdf,试卷.pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026门头沟一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/claudecode_lane_B_full_rerun_2026-05-04/source_inventory/extracted/2026/2026门头沟一模/2026各区一模__2026门头沟一模__试卷__试卷.pdf.txt,11016,SOURCE_PAPER,N,N,8,ok,,name
143,2026,2026丰台一模,.pptx,细则.pptx,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026丰台一模/细则/细则.pptx,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/claudecode_lane_B_full_rerun_2026-05-04/source_inventory/extracted/2026/2026丰台一模/2026各区一模__2026丰台一模__细则__细则.pptx.txt,10802,L1,N,N,,ok,,name+content
144,2026,2026丰台一模,.pdf,试卷.pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026丰台一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/claudecode_lane_B_full_rerun_2026-05-04/source_inventory/extracted/2026/2026丰台一模/2026各区一模__2026丰台一模__试卷__试卷.pdf.txt,8211,SOURCE_PAPER,N,Y,10,ok,,name
145,2026,2026朝阳一模,.docx,细则.docx,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026朝阳一模/细则/细则.docx,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/claudecode_lane_B_full_rerun_2026-05-04/source_inventory/extracted/2026/2026朝阳一模/2026各区一模__2026朝阳一模__细则__细则.docx.txt,4737,L1,N,N,,ok,,name+content
146,2026,2026朝阳一模,.pdf,试卷.pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026朝阳一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/claudecode_lane_B_full_rerun_2026-05-04/source_inventory/extracted/2026/2026朝阳一模/2026各区一模__2026朝阳一模__试卷__试卷.pdf.txt,15424,SOURCE_PAPER,N,N,13,ok,,name
147,2026,2026东城一模,.pdf,细则.pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/细则/细则.pdf,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/claudecode_lane_B_full_rerun_2026-05-04/source_inventory/extracted/2026/2026东城一模/2026各区一模__2026东城一模__细则__细则.pdf.txt,5899,L1,N,Y,16,ok,,name+content
148,2026,2026东城一模,.pdf,26东城一模细则.pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/细则/补充材料/26东城一模细则.pdf,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/claudecode_lane_B_full_rerun_2026-05-04/source_inventory/extracted/2026/2026东城一模/2026各区一模__2026东城一模__细则__补充材料__26东城一模细则.pdf.txt,5658,L1,N,N,16,ok,,name+content
149,2026,2026东城一模,.pptx,17.pptx,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/细则/分题细则/东城一模评标细则（勿传）/17.pptx,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/claudecode_lane_B_full_rerun_2026-05-04/source_inventory/extracted/2026/2026东城一模/2026各区一模__2026东城一模__细则__分题细则__东城一模评标细则_勿传___17.pptx.txt,1337,L1,N,N,,ok,,name+content
150,2026,2026东城一模,.pptx,16.pptx,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/细则/分题细则/东城一模评标细则（勿传）/16.pptx,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/claudecode_lane_B_full_rerun_2026-05-04/source_inventory/extracted/2026/2026东城一模/2026各区一模__2026东城一模__细则__分题细则__东城一模评标细则_勿传___16.pptx.txt,2017,L1,N,N,,ok,,name+content
151,2026,2026东城一模,.pptx,20.pptx,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/细则/分题细则/东城一模评标细则（勿传）/20.pptx,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/claudecode_lane_B_full_rerun_2026-05-04/source_inventory/extracted/2026/2026东城一模/2026各区一模__2026东城一模__细则__分题细则__东城一模评标细则_勿传___20.pptx.txt,1033,L1,N,N,,ok,,name+content
152,2026,2026东城一模,.pptx,19（1）.pptx,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/细则/分题细则/东城一模评标细则（勿传）/19（1）.pptx,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/claudecode_lane_B_full_rerun_2026-05-04/source_inventory/extracted/2026/2026东城一模/2026各区一模__2026东城一模__细则__分题细则__东城一模评标细则_勿传___19_1_.pptx.txt,204,L1,N,N,,ok,,name+content
153,2026,2026东城一模,.pptx,19（3）.pptx,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/细则/分题细则/东城一模评标细则（勿传）/19（3）.pptx,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/claudecode_lane_B_full_rerun_2026-05-04/source_inventory/extracted/2026/2026东城一模/2026各区一模__2026东城一模__细则__分题细则__东城一模评标细则_勿传___19_3_.pptx.txt,1246,L1,N,N,,ok,,name+content
154,2026,2026东城一模,.pptx,19（4）.pptx,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/细则/分题细则/东城一模评标细则（勿传）/19（4）.pptx,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/claudecode_lane_B_full_rerun_2026-05-04/source_inventory/extracted/2026/2026东城一模/2026各区一模__2026东城一模__细则__分题细则__东城一模评标细则_勿传___19_4_.pptx.txt,1204,L1,N,N,,ok,,name+content
155,2026,2026东城一模,.pptx,19（2）.pptx,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/细则/分题细则/东城一模评标细则（勿传）/19（2）.pptx,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/claudecode_lane_B_full_rerun_2026-05-04/source_inventory/extracted/2026/2026东城一模/2026各区一模__2026东城一模__细则__分题细则__东城一模评标细则_勿传___19_2_.pptx.txt,1469,L1,N,N,,ok,,name+content
156,2026,2026东城一模,.pptx,18+选择7、13.pptx,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/细则/分题细则/东城一模评标细则（勿传）/18+选择7、13.pptx,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/claudecode_lane_B_full_rerun_2026-05-04/source_inventory/extracted/2026/2026东城一模/2026各区一模__2026东城一模__细则__分题细则__东城一模评标细则_勿传___18+选择7_13.pptx.txt,1512,L1,N,N,,ok,,name+content
157,2026,2026东城一模,.pdf,试卷.pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/claudecode_lane_B_full_rerun_2026-05-04/source_inventory/extracted/2026/2026东城一模/2026各区一模__2026东城一模__试卷__试卷.pdf.txt,8939,L1,N,N,10,ok,,name+content
158,2026,2026东城一模,.pdf,2026东城一模 原卷扫描版.pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/试卷/补充材料/2026东城一模 原卷扫描版.pdf,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/claudecode_lane_B_full_rerun_2026-05-04/source_inventory/extracted/2026/2026东城一模/2026各区一模__2026东城一模__试卷__补充材料__2026东城一模_原卷扫描版.pdf.txt,7276,SOURCE_PAPER,N,Y,10,ok,,name
159,2026,2026海淀期末,.pdf,细则.pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026海淀期末/细则/细则.pdf,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/claudecode_lane_B_full_rerun_2026-05-04/source_inventory/extracted/2026/2026海淀期末/2026各区期末和期中__2026海淀期末__细则__细则.pdf.txt,2817,L1,N,N,6,ok,,name+content
160,2026,2026海淀期末,.pdf,试卷.pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026海淀期末/试卷/试卷.pdf,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/claudecode_lane_B_full_rerun_2026-05-04/source_inventory/extracted/2026/2026海淀期末/2026各区期末和期中__2026海淀期末__试卷__试卷.pdf.txt,2606,L1,N,N,10,ok,,name+content
161,2026,2026通州期末,.pptx,细则.pptx,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026通州期末/细则/细则.pptx,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/claudecode_lane_B_full_rerun_2026-05-04/source_inventory/extracted/2026/2026通州期末/2026各区期末和期中__2026通州期末__细则__细则.pptx.txt,7183,L1,N,N,,ok,,name+content
162,2026,2026通州期末,.pdf,试卷.pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026通州期末/试卷/试卷.pdf,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/claudecode_lane_B_full_rerun_2026-05-04/source_inventory/extracted/2026/2026通州期末/2026各区期末和期中__2026通州期末__试卷__试卷.pdf.txt,9227,L1,N,N,10,ok,,name+content
163,2026,2026朝阳期中,.docx,细则.docx,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026朝阳期中/细则/细则.docx,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/claudecode_lane_B_full_rerun_2026-05-04/source_inventory/extracted/2026/2026朝阳期中/2026各区期末和期中__2026朝阳期中__细则__细则.docx.txt,4791,L1,N,N,,ok,,name+content
164,2026,2026朝阳期中,.docx,细则.docx,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026朝阳期中/细则/补充材料/细则.docx,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/claudecode_lane_B_full_rerun_2026-05-04/source_inventory/extracted/2026/2026朝阳期中/2026各区期末和期中__2026朝阳期中__细则__补充材料__细则.docx.txt,4791,L1,N,N,,ok,,name+content
165,2026,2026朝阳期中,.pdf,试卷.pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026朝阳期中/试卷/试卷.pdf,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/claudecode_lane_B_full_rerun_2026-05-04/source_inventory/extracted/2026/2026朝阳期中/2026各区期末和期中__2026朝阳期中__试卷__试卷.pdf.txt,8625,SOURCE_PAPER,N,N,8,ok,,name
166,2026,2026西城期末,.pdf,细则.pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026西城期末/细则/细则.pdf,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/claudecode_lane_B_full_rerun_2026-05-04/source_inventory/extracted/2026/2026西城期末/2026各区期末和期中__2026西城期末__细则__细则.pdf.txt,4699,L1,N,Y,5,ok,,name+content
167,2026,2026西城期末,.pdf,高三思想政治参考答案.pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026西城期末/细则/补充材料/高三思想政治参考答案.pdf,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/claudecode_lane_B_full_rerun_2026-05-04/source_inventory/extracted/2026/2026西城期末/2026各区期末和期中__2026西城期末__细则__补充材料__高三思想政治参考答案.pdf.txt,3072,L1,N,N,12,ok,,name
168,2026,2026西城期末,.pptx,西城高三期末评标.pptx,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026西城期末/细则/补充材料/西城高三期末评标.pptx,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/claudecode_lane_B_full_rerun_2026-05-04/source_inventory/extracted/2026/2026西城期末/2026各区期末和期中__2026西城期末__细则__补充材料__西城高三期末评标.pptx.txt,1075,L1,N,N,,ok,,name+content
169,2026,2026海淀期中,.docx,试卷.docx,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026海淀期中/试卷/试卷.docx,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/claudecode_lane_B_full_rerun_2026-05-04/source_inventory/extracted/2026/2026海淀期中/2026各区期末和期中__2026海淀期中__试卷__试卷.docx.txt,9040,L1,N,N,,ok,,name+content
170,2026,2026海淀期中,.pdf,期中讲评20251106.pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026海淀期中/其他材料/期中讲评20251106.pdf,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/claudecode_lane_B_full_rerun_2026-05-04/source_inventory/extracted/2026/2026海淀期中/2026各区期末和期中__2026海淀期中__其他材料__期中讲评20251106.pdf.txt,35111,L1,N,Y,107,ok,,name+content
171,2026,2026东城期末,.pptx,细则.pptx,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026东城期末/细则/细则.pptx,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/claudecode_lane_B_full_rerun_2026-05-04/source_inventory/extracted/2026/2026东城期末/2026各区期末和期中__2026东城期末__细则__细则.pptx.txt,19473,L1,N,N,,ok,,name+content
172,2026,2026东城期末,.pdf,试卷.pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026东城期末/试卷/试卷.pdf,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/claudecode_lane_B_full_rerun_2026-05-04/source_inventory/extracted/2026/2026东城期末/2026各区期末和期中__2026东城期末__试卷__试卷.pdf.txt,9167,L1,N,N,9,ok,,name+content
173,2026,2026朝阳期末,.pdf,细则.pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026朝阳期末/细则/细则.pdf,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/claudecode_lane_B_full_rerun_2026-05-04/source_inventory/extracted/2026/2026朝阳期末/2026各区期末和期中__2026朝阳期末__细则__细则.pdf.txt,4502,L1,N,Y,4,ok,,name+content
174,2026,2026朝阳期末,.pdf,试卷.pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026朝阳期末/试卷/试卷.pdf,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/claudecode_lane_B_full_rerun_2026-05-04/source_inventory/extracted/2026/2026朝阳期末/2026各区期末和期中__2026朝阳期末__试卷__试卷.pdf.txt,7792,SOURCE_PAPER,N,Y,8,ok,,name
175,2026,2026丰台期末,.pdf,细则.pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026丰台期末/细则/细则.pdf,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/claudecode_lane_B_full_rerun_2026-05-04/source_inventory/extracted/2026/2026丰台期末/2026各区期末和期中__2026丰台期末__细则__细则.pdf.txt,14151,L1,N,N,74,ok,,name+content
176,2026,2026丰台期末,.pdf,试卷.pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026丰台期末/试卷/试卷.pdf,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/claudecode_lane_B_full_rerun_2026-05-04/source_inventory/extracted/2026/2026丰台期末/2026各区期末和期中__2026丰台期末__试卷__试卷.pdf.txt,7624,SOURCE_PAPER,N,Y,9,ok,,name
