"seq","suite","question","current_sha","current_status","closure","core_h3_count","boundary_h3_count","body_hit","hit_headings","adjudication","basis","old_v7_decision","terms","aliases","paper_source","rubric_source"
"81","2026朝阳一模","Q19","9963553832C57091832BC446326DE802FFD459B0FE1897C3247398EA02D7648A","absent_no_body","CLOSED_EXCLUDED_BY_ADJUDICATION","0","0","False","","排除-非选必一主链","第19题明示运用《经济与社会》分析京津冀智能网联新能源汽车产业协同，制度型开放等来自选择题或经济语境。","P0必须回补-旧稿缺失但已有细则上下文","全球治理；贸易投资；产业链；制度型开放","2026朝阳一模","C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026朝阳一模\2026北京朝阳高三一模政治（教师版）.pdf","C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026朝阳一模\其他材料\chat_file_1040g3c831um895dphu105n2bsq04dit0lj2bojo_202604朝阳高三政治一模阅卷细则(1).docx"
"82","2026朝阳一模","Q20","9963553832C57091832BC446326DE802FFD459B0FE1897C3247398EA02D7648A","independent_core_h3","CLOSED_MAIN_IN_CURRENT_SHA","13","0","True","L85 2026朝阳一模Q20 || L737 2026朝阳一模Q20 || L972 2026朝阳一模Q20 || L1475 2026朝阳一模Q20 || L1734 2026朝阳一模Q20 || L1845 2026朝阳一模Q20 || L2865 2026朝阳一模Q20 || L3345 2026朝阳一模Q20","","","纳入候选-旧稿已有主位置-仍需一题一例复核","当代国际政治与经济；国际政治与经济；经济全球化；国际竞争；综合国力；新型国际关系；人类命运共同体；多边主义；国际关系民主化；开放型世界经济；贸易投资；两个市场；两种资源；供应链；产业链；高水平对外开放","2026朝阳一模","C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026朝阳一模\2026北京朝阳高三一模政治（教师版）.pdf","C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026朝阳一模\其他材料\chat_file_1040g3c831um895dphu105n2bsq04dit0lj2bojo_202604朝阳高三政治一模阅卷细则(1).docx"
"83","2026朝阳一模","Q21","9963553832C57091832BC446326DE802FFD459B0FE1897C3247398EA02D7648A","absent_no_body","CLOSED_EXCLUDED_BY_ADJUDICATION","0","0","False","","排除-非选必一主链","第21题为法治/国家发展规划/生态环境法典综合题；该卷Q20国政经题已在当前稿覆盖。","P0必须回源查细则-旧表未取到细则不能排除","当代国际政治与经济；国际政治与经济","2026朝阳一模","C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026朝阳一模\2026北京朝阳高三一模政治（教师版）.pdf",""
"84","2026朝阳二模","Q20","9963553832C57091832BC446326DE802FFD459B0FE1897C3247398EA02D7648A","independent_core_h3","CLOSED_MAIN_IN_CURRENT_SHA","6","0","True","L281 2026朝阳二模Q20(2) || L2991 2026朝阳二模Q20(1) || L3005 2026朝阳二模Q20(2) || L3156 2026朝阳二模Q20(1) || L3452 2026朝阳二模Q20(2) || L4227 2026朝阳二模Q20(2)","","","纳入候选-旧稿已有主位置-仍需一题一例复核","当代国际政治与经济；国际政治与经济；国家利益；共同利益；人类命运共同体；多边主义；国际关系民主化","2026朝阳二模","C:\Users\Administrator\Desktop\2026各区模拟题\2026各区二模\2026朝阳二模\试卷\2026北京朝阳高三二模政治（教师版）.docx","C:\Users\Administrator\Desktop\2026各区模拟题\2026各区二模\2026朝阳二模\细则\202605朝阳高三政治二模阅卷细则(1).docx"
"85","2026朝阳二模","Q21","9963553832C57091832BC446326DE802FFD459B0FE1897C3247398EA02D7648A","absent_no_body","CLOSED_EXCLUDED_BY_ADJUDICATION","0","0","False","","排除-非选必一主链","第21题为系统思维和战略定力综合题；该卷Q20人类命运共同体国政经题已在当前稿覆盖。","P0必须回源查细则-旧表未取到细则不能排除","人类命运共同体","2026朝阳二模","C:\Users\Administrator\Desktop\2026各区模拟题\2026各区二模\2026朝阳二模\试卷\2026北京朝阳高三二模政治（教师版）.docx",""
"86","2026朝阳期中","Q17","9963553832C57091832BC446326DE802FFD459B0FE1897C3247398EA02D7648A","independent_core_h3","CLOSED_MAIN_IN_CURRENT_SHA","3","0","True","L816 2026朝阳期中Q17 || L4055 2026朝阳期中Q17 || L4257 2026朝阳期中Q17","","","纳入候选-旧稿已有主位置-仍需一题一例复核","当代国际政治与经济；国际政治与经济；经济全球化；人类命运共同体；中国智慧；中国方案；两个市场；两种资源","2026朝阳期中","C:\Users\Administrator\Desktop\2026各区模拟题\2026各区期末和期中\2026朝阳期中\2025北京朝阳高三（上）期中政治（教师版）.pdf","C:\Users\Administrator\Desktop\2026各区模拟题\2026各区期末和期中\2026朝阳期中\2025.11朝阳期中政治评标.docx"
"87","2026海淀一模","Q20","9963553832C57091832BC446326DE802FFD459B0FE1897C3247398EA02D7648A","independent_core_h3","CLOSED_MAIN_IN_CURRENT_SHA","5","0","True","L1077 2026海淀一模Q20中国标准走出国门撬动两个市场两种资源 || L2114 2026海淀一模Q20 || L2189 2026海淀一模Q20中国标准与全球经济治理参与 || L2561 2026海淀一模Q20 || L3573 2026海淀一模Q20中国标准走出国门推动治理体制公正合理","","","纳入候选-旧稿已有主位置-仍需一题一例复核","全球治理；两个市场；两种资源；产业链；高水平对外开放；制度型开放","2026海淀一模","","C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026海淀一模\26海淀一模政治评分标准.pdf"
"88","2026海淀二模","Q20","9963553832C57091832BC446326DE802FFD459B0FE1897C3247398EA02D7648A","independent_core_h3","CLOSED_MAIN_IN_CURRENT_SHA","6","0","True","L253 2026海淀二模Q20(2) || L1373 2026海淀二模Q20(2) || L3629 2026海淀二模Q20(2) || L4332 2026海淀二模Q20(2) || L5098 2026海淀二模Q20(2) || L5883 2026海淀二模Q20(2)","","","纳入候选-旧稿已有主位置-仍需一题一例复核","当代国际政治与经济；国际政治与经济；联合国","2026海淀二模","C:\Users\Administrator\Desktop\2026各区模拟题\2026各区二模\2026海淀二模\试卷\2026北京海淀高三二模政治（教师版）.docx",""
"89","2026海淀期中","Q22","9963553832C57091832BC446326DE802FFD459B0FE1897C3247398EA02D7648A","independent_core_h3","CLOSED_MAIN_IN_CURRENT_SHA","5","0","True","L225 2026海淀期中Q22(1) || L2963 2026海淀期中Q22(1)全球治理倡议中的共商共建共享治理观 || L3559 2026海淀期中Q22(1)全球治理倡议指引公正合理治理体系建设 || L3691 2026海淀期中Q22(1) || L5868 2026海淀期中Q22(1)","","","纳入候选-旧稿已有主位置-仍需一题一例复核","当代国际政治与经济；国际政治与经济；全球治理；联合国","2026海淀期中","C:\Users\Administrator\Desktop\2026各区模拟题\2026各区期末和期中\2026海淀期中\2025北京海淀高三（上）期中政治（教师版）.docx",""
"90","2026石景山一模","Q20","9963553832C57091832BC446326DE802FFD459B0FE1897C3247398EA02D7648A","independent_core_h3","CLOSED_MAIN_IN_CURRENT_SHA","3","0","True","L533 2026石景山一模Q20 || L1595 2026石景山一模Q20 || L2378 2026石景山一模Q20","","","纳入候选-旧稿已有主位置-仍需一题一例复核","当代国际政治与经济；国际政治与经济；经济全球化；共同利益；人类命运共同体；多边主义；供应链；产业链","2026石景山一模","C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026石景山一模\2026北京石景山高三一模政治（教师版）.pdf","C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026石景山一模\2026石景山区高三一模评分细则.doc"
"91","2026石景山一模","Q21","9963553832C57091832BC446326DE802FFD459B0FE1897C3247398EA02D7648A","absent_no_body","CLOSED_EXCLUDED_BY_ADJUDICATION","0","0","False","","排除-非选必一主链","第21题为生态环境法典综合题，细则主干是制度优势、科学立法、系统优化、绿色发展等。","P0必须回补-旧稿缺失但已有细则上下文","当代国际政治与经济；国际政治与经济","2026石景山一模","C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026石景山一模\2026北京石景山高三一模政治（教师版）.pdf","C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026石景山一模\2026石景山区高三一模评分细则.doc"
"92","2026石景山二模","Q18","9963553832C57091832BC446326DE802FFD459B0FE1897C3247398EA02D7648A","independent_core_h3","CLOSED_MAIN_IN_CURRENT_SHA","4","0","True","L502 2026石景山二模Q18 || L617 2026石景山二模Q18 || L1107 2026石景山二模Q18 || L1358 2026石景山二模Q18","","","纳入候选-旧稿已有主位置-仍需一题一例复核","当代国际政治与经济；国际政治与经济；经济全球化；国家利益；共同利益；人类命运共同体；两个市场；两种资源","2026石景山二模","C:\Users\Administrator\Desktop\2026各区模拟题\2026各区二模\2026石景山二模\试卷\2026北京石景山高三二模政治（教师版）.docx","C:\Users\Administrator\Desktop\2026各区模拟题\2026各区二模\2026石景山二模\细则\石景山区高三政治第二次模拟考试答案评分细则(1).doc"
"93","2026石景山二模","Q19","9963553832C57091832BC446326DE802FFD459B0FE1897C3247398EA02D7648A","absent_no_body","CLOSED_EXCLUDED_BY_ADJUDICATION","0","0","False","","排除-非选必一主链","第19题明示运用《法律与生活》谈校园欺凌“惩”“教”并行；该卷前一题中国东盟经贸合作已覆盖。","P0必须回补-旧稿缺失但已有细则上下文","当代国际政治与经济；国际政治与经济；人类命运共同体","2026石景山二模","C:\Users\Administrator\Desktop\2026各区模拟题\2026各区二模\2026石景山二模\试卷\2026北京石景山高三二模政治（教师版）.docx","C:\Users\Administrator\Desktop\2026各区模拟题\2026各区二模\2026石景山二模\细则\石景山区高三政治第二次模拟考试答案评分细则(1).doc"
"94","2026石景山期中","Q19","9963553832C57091832BC446326DE802FFD459B0FE1897C3247398EA02D7648A","absent_no_body","CLOSED_EXCLUDED_BY_ADJUDICATION","0","0","False","","HARD_EXCLUDE_2026_SHIJINGSHAN_FINAL_NO_RUBRIC","User hard rule and branch skill exclude 2026 Shijingshan final for all modules unless a new usable rubric is provided. This row is Shijingshan final Q19(2) AI governance answer-reference material, so it must not enter the main chain.","P0必须回源查细则-旧表未取到细则不能排除","共同利益；国际竞争；全球治理；人类命运共同体；中国方案；多边主义","2026石景山期中 / 2026石景山期末","C:\Users\Administrator\Desktop\2026各区模拟题\2026各区期末和期中\2026石景山期末\2026北京石景山高三（上）期末政治.pdf",""
"95","2026西城一模","Q20","9963553832C57091832BC446326DE802FFD459B0FE1897C3247398EA02D7648A","independent_core_h3","CLOSED_MAIN_IN_CURRENT_SHA","6","0","True","L659 2026西城一模Q20(2)（中国—东盟自贸区3.0版） || L1443 2026西城一模Q20(2) || L1460 2026西城一模Q20(2) || L1702 2026西城一模Q20(2) || L2033 2026西城一模Q20(2) || L2052 2026西城一模Q20(2)","","","纳入候选-旧稿已有主位置-仍需一题一例复核","当代国际政治与经济；国际政治与经济；共同利益；多边主义；贸易投资；供应链；产业链","2026西城一模","C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026西城一模\试卷\高三统一测试思想政治试卷.docx","C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026西城一模\细则\2026西城一模细则.docx"
"96","2026西城二模","Q19","9963553832C57091832BC446326DE802FFD459B0FE1897C3247398EA02D7648A","independent_core_h3","CLOSED_MAIN_IN_CURRENT_SHA","7","0","True","L267 2026西城二模Q19(1) || L2707 2026西城二模Q19(2) || L3033 2026西城二模Q19(1) || L3601 2026西城二模Q19(1) || L3615 2026西城二模Q19(2) || L3904 2026西城二模Q19(2) || L5601 2026西城二模Q19(1)","","","纳入候选-旧稿已有主位置-仍需一题一例复核","当代国际政治与经济；国际政治与经济；全球治理","2026西城二模","C:\Users\Administrator\Desktop\2026各区模拟题\2026各区二模\2026西城二模\试卷\2026北京西城高三二模政治（教师版）.docx",""
"97","2026西城期中","Q16","9963553832C57091832BC446326DE802FFD459B0FE1897C3247398EA02D7648A","absent_no_body","CLOSED_EXCLUDED_BY_ADJUDICATION","0","0","False","","EXCLUDE_NON_XUANBIYI_MAIN","Actual source is Xicheng term-end Q16. Question and answer focus on cultural confidence/philosophy/value judgment. Later PPT pages on dual circulation/two resources are adjacent lecture material, not this question scoring points.","P0必须回补-旧稿缺失但已有细则上下文","两种资源；产业链；高水平对外开放","2026西城期中 / 2026西城期末","C:\Users\Administrator\Desktop\2026各区模拟题\2026各区期末和期中\2026西城期末\2026北京西城高三（上）期末政治（教师版）.pdf","C:\Users\Administrator\Desktop\2026各区模拟题\2026各区期末和期中\2026西城期末\其他材料\西城高三期末评标.pptx"
"98","2026通州期中","Q20","9963553832C57091832BC446326DE802FFD459B0FE1897C3247398EA02D7648A","independent_core_h3","CLOSED_MAIN_IN_CURRENT_SHA","9","0","True","L57 2026通州期中Q20 || L381 2026通州期中Q20 || L2837 2026通州期中Q20 || L3081 2026通州期中Q20 || L3193 2026通州期中Q20 || L4017 2026通州期中Q20 || L4087 2026通州期中Q20 || L5733 2026通州期中Q20（人类命运共同体担当）","","","纳入候选-旧稿已有主位置-仍需一题一例复核","当代国际政治与经济；国际政治与经济；全球治理；联合国；多边主义","2026通州期中 / 2026通州期末","C:\Users\Administrator\Desktop\2026各区模拟题\2026各区期末和期中\2026通州期末\2026北京通州高三（上）期末政治（教师版）.pdf","C:\Users\Administrator\Desktop\2026各区模拟题\2026各区期末和期中\2026通州期末\2026通州期末试卷讲评.pptx"
"99","2026通州期中","Q21","9963553832C57091832BC446326DE802FFD459B0FE1897C3247398EA02D7648A","independent_core_h3","CLOSED_MAIN_IN_CURRENT_SHA","1","0","True","L1999 2026通州期中Q21","","","P0必须回补-旧稿缺失但已有细则上下文","全球治理；中国方案；中国力量；高水平对外开放","2026通州期中 / 2026通州期末","C:\Users\Administrator\Desktop\2026各区模拟题\2026各区期末和期中\2026通州期末\2026北京通州高三（上）期末政治（教师版）.pdf","C:\Users\Administrator\Desktop\2026各区模拟题\2026各区期末和期中\2026通州期末\2026通州期末试卷讲评.pptx"
"100","2026门头沟一模","Q20","9963553832C57091832BC446326DE802FFD459B0FE1897C3247398EA02D7648A","independent_core_h3","CLOSED_MAIN_IN_CURRENT_SHA","6","0","True","L895 2026门头沟一模Q20——海南自贸港全岛封关的国内国际意义 || L1062 2026门头沟一模Q20 || L1610 2026门头沟一模Q20——海南自贸港全岛封关的国内国际意义 || L1796 2026门头沟一模Q20 || L1954 2026门头沟一模Q20 || L2515 2026门头沟一模Q20","","","纳入候选-旧稿已有主位置-仍需一题一例复核","当代国际政治与经济；国际政治与经济；经济全球化；中国方案；开放型世界经济；两种资源；供应链；产业链；高水平对外开放；制度型开放","2026门头沟一模","C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026门头沟一模\试卷\门头沟区高三政治一模试卷.pdf","C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026门头沟一模\细则\2026门头沟一模细则.docx"
"101","2026门头沟一模","Q21","9963553832C57091832BC446326DE802FFD459B0FE1897C3247398EA02D7648A","independent_core_h3","CLOSED_MAIN_IN_CURRENT_SHA","3","0","True","L2578 2026门头沟一模Q21 || L3328 2026门头沟一模Q21 || L5405 2026门头沟一模Q21","","","纳入候选-旧稿已有主位置-仍需一题一例复核","当代国际政治与经济；国际政治与经济；人类命运共同体","2026门头沟一模","C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026门头沟一模\试卷\门头沟区高三政治一模试卷.pdf","C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026门头沟一模\细则\2026门头沟一模细则.docx"
"102","2026顺义一模","Q20","9963553832C57091832BC446326DE802FFD459B0FE1897C3247398EA02D7648A","independent_core_h3","CLOSED_MAIN_IN_CURRENT_SHA","8","0","True","L183 2026顺义一模Q20 || L547 2026顺义一模Q20 || L1405 2026顺义一模Q20 || L3405 2026顺义一模Q20 || L4199 2026顺义一模Q20 || L4790 2026顺义一模Q20 || L5228 2026顺义一模Q20 || L5695 2026顺义一模Q20（义利观作为外交思想替换项）","","","纳入候选-旧稿已有主位置-仍需一题一例复核","经济全球化；中国智慧；中国方案","2026顺义一模 / 2026年顺义一模","","C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026顺义一模\2026年顺义一模  细则.pptx"
"103","2026顺义一模","Q21","9963553832C57091832BC446326DE802FFD459B0FE1897C3247398EA02D7648A","independent_core_h3","CLOSED_MAIN_IN_CURRENT_SHA","1","0","True","L4888 2026顺义一模Q21","","","P0必须回补-旧稿缺失但已有细则上下文","全球治理；人类命运共同体；中国智慧；中国方案；多边主义","2026顺义一模 / 2026年顺义一模","","C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026顺义一模\2026年顺义一模  细则.pptx"
"104","2026顺义二模","Q20","9963553832C57091832BC446326DE802FFD459B0FE1897C3247398EA02D7648A","independent_core_h3","CLOSED_MAIN_IN_CURRENT_SHA","8","0","True","L2448 2026顺义二模Q20 || L3047 2026顺义二模Q20 || L3467 2026顺义二模Q20 || L3643 2026顺义二模Q20 || L4241 2026顺义二模Q20 || L4572 2026顺义二模Q20〔本题只写政策层〕 || L4874 2026顺义二模Q20 || L4983 2026顺义二模Q20","","","纳入候选-旧稿已有主位置-仍需一题一例复核","经济全球化；新型国际关系；人类命运共同体；中国智慧；国际秩序；独立自主；和平外交","2026顺义二模","","C:\Users\Administrator\Desktop\2026各区模拟题\2026各区二模\2026顺义二模\26顺义二模评标.doc"
