canonical_question_id,suite_id,original_qno,question_type,section_scope,knowledge_node,reasoning_node,phase04_level,answer_pairing_status,rubric_pairing_status,visual_status,phase12_rescan_category,blocker_reason,phase12_initial_rescan_category,phase12_final_action,phase12_rescan_note
Q-2025海淀期末-22,S-2025海淀期末,22,主观题,思维,质量互变,,L0_BLOCKED,answer_confirmed_from_rubric_015_inline,formal_rubric_inline_其他模块,TEXT_CONFIRMED_NO_VISUAL_BLOCKER,out_of_scope,scope_out=综合所学(非选必三逻辑与思维primary);但质量互变可fusion-only attach,answer_missing,excluded_keep_out,scope_out=综合所学(非选必三逻辑与思维primary);但质量互变可fusion-only attach
Q-2025海淀期末-3,S-2025海淀期末,3,选择题,待判,前提;客观性;辩证思维,其他复合推理,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,visual_missing,choice options not fully detected in text,new_candidate,blocked_keep_out,选择题选项未完整恢复，不能转正文。
Q-2025海淀期末-4,S-2025海淀期末,4,选择题,待判,,,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,answer_missing,scope pending or boundary row,answer_missing,blocked_keep_out,初筛为答案/来源缺口，本轮未找到足够证据。
Q-2025海淀期末-5,S-2025海淀期末,5,选择题,待判,,,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,visual_missing,choice options not fully detected in text,answer_missing,blocked_keep_out,选择题选项未完整恢复，不能转正文。
Q-2025海淀期末-6,S-2025海淀期末,6,选择题,待判,判断,其他复合推理,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,visual_missing,choice options not fully detected in text,new_candidate,blocked_keep_out,选择题选项未完整恢复，不能转正文。
Q-2025海淀期末-7,S-2025海淀期末,7,选择题,待判,,,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,visual_missing,choice options not fully detected in text,answer_missing,blocked_keep_out,选择题选项未完整恢复，不能转正文。
Q-2025海淀期末-8,S-2025海淀期末,8,选择题,推理,假言;充分条件;判断;推理;概念;结论;选言,假言推理;选言推理;逻辑三律与概念规则,L3_A_PLUS_B_TARGET_CONFIRMED,answer_confirmed_D_from_015_paper,rubric_confirmed,text_extraction_clear,already_in_74,Batch03 Lane B confirmed for evidence fusion only; no student draft,already_in_74,covered_by_74_review_body,已进入 74-row review-only expanded body。
Q-2025海淀期末-9,S-2025海淀期末,9,选择题,待判,,,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,answer_missing,scope pending or boundary row,answer_missing,blocked_keep_out,初筛为答案/来源缺口，本轮未找到足够证据。
Q-2025西城二模-1,S-2025西城二模,1,选择题,待判,,,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,visual_missing,choice options not fully detected in text,answer_missing,blocked_keep_out,选择题选项未完整恢复，不能转正文。
Q-2025西城二模-10,S-2025西城二模,10,选择题,待判,,,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,visual_missing,choice options not fully detected in text,answer_missing,blocked_keep_out,选择题选项未完整恢复，不能转正文。
Q-2025西城二模-11,S-2025西城二模,11,选择题,待判,,,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,visual_missing,choice options not fully detected in text,answer_missing,blocked_keep_out,选择题选项未完整恢复，不能转正文。
Q-2025西城二模-12,S-2025西城二模,12,选择题,待判,,,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,visual_missing,choice options not fully detected in text,answer_missing,blocked_keep_out,选择题选项未完整恢复，不能转正文。
Q-2025西城二模-13,S-2025西城二模,13,选择题,待判,,,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,visual_missing,choice options not fully detected in text,answer_missing,blocked_keep_out,选择题选项未完整恢复，不能转正文。
Q-2025西城二模-14,S-2025西城二模,14,选择题,待判,,,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,answer_missing,scope pending or boundary row,answer_missing,blocked_keep_out,初筛为答案/来源缺口，本轮未找到足够证据。
Q-2025西城二模-15,S-2025西城二模,15,选择题,待判,,,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,visual_missing,choice options not fully detected in text,answer_missing,blocked_keep_out,选择题选项未完整恢复，不能转正文。
Q-2025西城二模-16-1,S-2025西城二模,16(1),主观题,推理,假言;充分条件;创新思维;判断;推理,假言推理;其他复合推理,L0_BLOCKED,answer_confirmed_from_rubric_038,formal_rubric_docx_其他模块,TEXT_CONFIRMED_NO_VISUAL_BLOCKER,out_of_scope,scope_out=哲学(非选必三逻辑与思维),new_candidate,excluded_keep_out,scope_out=哲学(非选必三逻辑与思维)
Q-2025西城二模-16-2,S-2025西城二模,16(2),主观题,推理,充分条件假言推理：肯定后件无效,假言推理;其他复合推理,L4_LOCKED_FOR_FUSION,answer_confirmed_from_paper_key_and_rubric,rubric_confirmed_A_formal,TEXT_CONFIRMED_NO_VISUAL_BLOCKER,already_in_74,无blocker；Codex结论已独立确认,already_in_74,covered_by_74_review_body,已进入 74-row review-only expanded body。
Q-2025西城二模-16-3,S-2025西城二模,16(3),主观题,思维,创新思维：改变创造条件、建立新联系以解决矛盾,假言推理;其他复合推理,L4_LOCKED_FOR_FUSION,answer_confirmed_from_paper_key_and_rubric,rubric_confirmed_A_formal,TEXT_CONFIRMED_NO_VISUAL_BLOCKER,already_in_74,无blocker；Codex结论已独立确认,already_in_74,covered_by_74_review_body,已进入 74-row review-only expanded body。
Q-2025西城二模-17-1,S-2025西城二模,17(1),主观题,推理,概念,逻辑三律与概念规则,L0_BLOCKED,answer_confirmed_from_rubric_038,formal_rubric_docx_其他模块,TEXT_CONFIRMED_NO_VISUAL_BLOCKER,out_of_scope,scope_out=经济与社会(非选必三逻辑与思维),new_candidate,excluded_keep_out,scope_out=经济与社会(非选必三逻辑与思维)
Q-2025西城二模-17-2,S-2025西城二模,17(2),主观题,推理,概念,逻辑三律与概念规则,L0_BLOCKED,answer_confirmed_from_rubric_038,formal_rubric_docx_其他模块,TEXT_CONFIRMED_NO_VISUAL_BLOCKER,out_of_scope,scope_out=政治与法治(非选必三逻辑与思维),new_candidate,excluded_keep_out,scope_out=政治与法治(非选必三逻辑与思维)
Q-2025西城二模-18,S-2025西城二模,18,主观题,边界,,,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,out_of_scope,scope pending or boundary row,out_of_scope,excluded_keep_out,scope pending or boundary row
Q-2025西城二模-19-1,S-2025西城二模,19(1),主观题,边界,,,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,out_of_scope,scope pending or boundary row,out_of_scope,excluded_keep_out,scope pending or boundary row
Q-2025西城二模-19-2,S-2025西城二模,19(2),主观题,边界,,,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,out_of_scope,scope pending or boundary row,out_of_scope,excluded_keep_out,scope pending or boundary row
Q-2025西城二模-2,S-2025西城二模,2,选择题,待判,,,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,visual_missing,choice options not fully detected in text,answer_missing,blocked_keep_out,选择题选项未完整恢复，不能转正文。
Q-2025西城二模-20,S-2025西城二模,20,主观题,待判,,,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,answer_missing,scope pending or boundary row,answer_missing,blocked_keep_out,初筛为答案/来源缺口，本轮未找到足够证据。
Q-2025西城二模-3,S-2025西城二模,3,选择题,待判,,,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,visual_missing,choice options not fully detected in text,answer_missing,blocked_keep_out,选择题选项未完整恢复，不能转正文。
Q-2025西城二模-4,S-2025西城二模,4,选择题,待判,,,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,answer_missing,scope pending or boundary row,answer_missing,blocked_keep_out,初筛为答案/来源缺口，本轮未找到足够证据。
Q-2025西城二模-5,S-2025西城二模,5,选择题,待判,,,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,visual_missing,choice options not fully detected in text,answer_missing,blocked_keep_out,选择题选项未完整恢复，不能转正文。
Q-2025西城二模-6,S-2025西城二模,6,选择题,待判,,,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,new_body_candidate,choice options not fully detected in text,new_candidate,body_after_362_repair,概念外延关系选择题，题干选项与答案表均已回源确认。
Q-2025西城二模-7,S-2025西城二模,7,选择题,推理,必要条件假言推理否定前件陷阱；求异法/归纳或然性；类比可信度,归纳推理与因果探求,L3_A_PLUS_B_TARGET_CONFIRMED,answer_confirmed_C_from_038_rubric,rubric_confirmed,text_extraction_clear,already_in_74,Batch03 Lane B confirmed for evidence fusion only; no student draft,already_in_74,covered_by_74_review_body,已进入 74-row review-only expanded body。
Q-2025西城二模-8,S-2025西城二模,8,选择题,待判,,,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,visual_missing,choice options not fully detected in text,answer_missing,blocked_keep_out,选择题选项未完整恢复，不能转正文。
Q-2025西城二模-9,S-2025西城二模,9,选择题,待判,,,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,visual_missing,choice options not fully detected in text,answer_missing,blocked_keep_out,选择题选项未完整恢复，不能转正文。
Q-2025顺义一模-1,S-2025顺义一模,1,选择题,待判,,,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,answer_missing,scope pending or boundary row,answer_missing,blocked_keep_out,初筛为答案/来源缺口，本轮未找到足够证据。
Q-2025顺义一模-10,S-2025顺义一模,10,选择题,推理,前提,其他复合推理,L0_BLOCKED,answer_confirmed_A_from_036_rubric,rubric_confirmed,text_extraction_clear,out_of_scope,scope_out_other_book,new_candidate,excluded_keep_out,scope_out_other_book
Q-2025顺义一模-11,S-2025顺义一模,11,选择题,待判,,,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,answer_missing,scope pending or boundary row,answer_missing,blocked_keep_out,初筛为答案/来源缺口，本轮未找到足够证据。
Q-2025顺义一模-12,S-2025顺义一模,12,选择题,待判,,,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,answer_missing,scope pending or boundary row,answer_missing,blocked_keep_out,初筛为答案/来源缺口，本轮未找到足够证据。
Q-2025顺义一模-13,S-2025顺义一模,13,选择题,待判,,,L0_BLOCKED,missing_or_unpaired,missing_or_unpaired,not_visual_confirmed,answer_missing,scope pending or boundary row,answer_missing,blocked_keep_out,答案源缺失或未配对。
Q-2025顺义一模-14,S-2025顺义一模,14,选择题,待判,,,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,answer_missing,scope pending or boundary row,answer_missing,blocked_keep_out,初筛为答案/来源缺口，本轮未找到足够证据。
Q-2025顺义一模-15,S-2025顺义一模,15,选择题,待判,,,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,answer_missing,scope pending or boundary row,answer_missing,blocked_keep_out,初筛为答案/来源缺口，本轮未找到足够证据。
Q-2025顺义一模-16,S-2025顺义一模,16,主观题,边界,辩证否定,,L0_BLOCKED,answer_confirmed_from_rubric_034,formal_rubric_docx_其他模块,TEXT_CONFIRMED_NO_VISUAL_BLOCKER,out_of_scope,scope_out=哲学与文化(非选必三逻辑与思维),out_of_scope,excluded_keep_out,scope_out=哲学与文化(非选必三逻辑与思维)
Q-2025顺义一模-17-1,S-2025顺义一模,17(1),主观题,推理,假言;充分条件;判断;必要条件;推理;演绎推理;选言,假言推理;假言推理;选言推理;其他复合推理;选言推理,L3_A_PLUS_B_TARGET_CONFIRMED,answer_confirmed_from_rubric_034,formal_rubric_docx,TEXT_CONFIRMED_NO_VISUAL_BLOCKER,already_in_74,Batch03 Lane B confirmed for evidence fusion only; no student draft,already_in_74,covered_by_74_review_body,已进入 74-row review-only expanded body。
Q-2025顺义一模-17-2,S-2025顺义一模,17(2),主观题,推理,假言;充分条件;判断;必要条件;推理;演绎推理;选言,假言推理;假言推理;选言推理;其他复合推理;选言推理,L0_BLOCKED,answer_confirmed_from_rubric_034,formal_rubric_docx_其他模块,TEXT_CONFIRMED_NO_VISUAL_BLOCKER,out_of_scope,scope_out=经济与社会(政府主体)(非选必三逻辑与思维),new_candidate,excluded_keep_out,scope_out=经济与社会(政府主体)(非选必三逻辑与思维)
Q-2025顺义一模-18,S-2025顺义一模,18,主观题,边界,,,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,out_of_scope,scope pending or boundary row,out_of_scope,excluded_keep_out,scope pending or boundary row
Q-2025顺义一模-19-1,S-2025顺义一模,19(1),主观题,边界,,,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,out_of_scope,scope pending or boundary row,out_of_scope,excluded_keep_out,scope pending or boundary row
Q-2025顺义一模-19-2,S-2025顺义一模,19(2),主观题,边界,,,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,out_of_scope,scope pending or boundary row,out_of_scope,excluded_keep_out,scope pending or boundary row
Q-2025顺义一模-2,S-2025顺义一模,2,选择题,待判,,,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,answer_missing,scope pending or boundary row,answer_missing,blocked_keep_out,初筛为答案/来源缺口，本轮未找到足够证据。
Q-2025顺义一模-20,S-2025顺义一模,20,主观题,边界,,,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,out_of_scope,scope pending or boundary row,out_of_scope,excluded_keep_out,scope pending or boundary row
Q-2025顺义一模-21,S-2025顺义一模,21,主观题,待判,,,L0_BLOCKED,missing_or_unpaired,missing_or_unpaired,not_visual_confirmed,answer_missing,scope pending or boundary row,answer_missing,blocked_keep_out,答案源缺失或未配对。
Q-2025顺义一模-3,S-2025顺义一模,3,选择题,思维,想象;逆向思维,,L0_BLOCKED,answer_confirmed_B_from_036_rubric,rubric_confirmed,text_extraction_clear,out_of_scope,scope_out_other_book,answer_missing,excluded_keep_out,scope_out_other_book
Q-2025顺义一模-4,S-2025顺义一模,4,选择题,推理,判断;结论,其他复合推理;联言推理,L0_BLOCKED,answer_confirmed_D_from_036_rubric,rubric_confirmed,text_extraction_clear,out_of_scope,scope_out_other_book,new_candidate,excluded_keep_out,scope_out_other_book
Q-2025顺义一模-5,S-2025顺义一模,5,选择题,推理,必要条件;联言,假言推理;周延判断;联言推理,L3_A_PLUS_B_TARGET_CONFIRMED,answer_confirmed_B_from_036_rubric,rubric_confirmed,text_extraction_clear,already_in_74,Batch03 Lane B confirmed for evidence fusion only; no student draft,already_in_74,covered_by_74_review_body,已进入 74-row review-only expanded body。
Q-2025顺义一模-6,S-2025顺义一模,6,选择题,推理,判断;联言,三段论;联言推理;周延判断;逻辑三律与概念规则;假言推理;联言推理;周延判断;逻辑三律与概念规则;联言推理;周延判断;逻辑三律与概念规则,L3_A_PLUS_B_TARGET_CONFIRMED,answer_confirmed_C_from_036_rubric,rubric_confirmed,text_extraction_clear,already_in_74,Batch03 Lane B confirmed for evidence fusion only; no student draft,already_in_74,covered_by_74_review_body,已进入 74-row review-only expanded body。
Q-2025顺义一模-7,S-2025顺义一模,7,选择题,推理,三段论;中项;判断;前提;周延;大项;小项;概念;结论,三段论;周延判断;三段论;周延判断;逻辑三律与概念规则,L3_A_PLUS_B_TARGET_CONFIRMED,answer_confirmed_A_from_036_rubric,rubric_confirmed,text_extraction_clear,already_in_74,Batch03 Lane B confirmed for evidence fusion only; no student draft,already_in_74,covered_by_74_review_body,已进入 74-row review-only expanded body。
Q-2025顺义一模-8,S-2025顺义一模,8,选择题,待判,,,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,answer_missing,scope pending or boundary row,answer_missing,blocked_keep_out,初筛为答案/来源缺口，本轮未找到足够证据。
Q-2025顺义一模-9,S-2025顺义一模,9,选择题,待判,,,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,answer_missing,scope pending or boundary row,answer_missing,blocked_keep_out,初筛为答案/来源缺口，本轮未找到足够证据。
Q-2026东城一模-1,S-2026东城一模,1,选择题,待判,,,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,answer_missing,scope pending or boundary row,answer_missing,blocked_keep_out,初筛为答案/来源缺口，本轮未找到足够证据。
Q-2026东城一模-10,S-2026东城一模,10,选择题,待判,,,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,answer_missing,scope pending or boundary row,answer_missing,blocked_keep_out,初筛为答案/来源缺口，本轮未找到足够证据。
Q-2026东城一模-11,S-2026东城一模,11,选择题,待判,,,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,answer_missing,scope pending or boundary row,answer_missing,blocked_keep_out,初筛为答案/来源缺口，本轮未找到足够证据。
Q-2026东城一模-12,S-2026东城一模,12,选择题,推理,结论,其他复合推理,L0_BLOCKED,answer_confirmed_B_from_046_paper,paired_candidate,text_extraction_clear,out_of_scope,scope_out_other_book,new_candidate,excluded_keep_out,scope_out_other_book
Q-2026东城一模-13,S-2026东城一模,13,选择题,待判,,,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,answer_missing,scope pending or boundary row,answer_missing,blocked_keep_out,初筛为答案/来源缺口，本轮未找到足够证据。
Q-2026东城一模-14,S-2026东城一模,14,选择题,待判,,,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,answer_missing,scope pending or boundary row,answer_missing,blocked_keep_out,初筛为答案/来源缺口，本轮未找到足够证据。
Q-2026东城一模-15,S-2026东城一模,15,选择题,待判,,,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,answer_missing,scope pending or boundary row,answer_missing,blocked_keep_out,初筛为答案/来源缺口，本轮未找到足够证据。
Q-2026东城一模-16,S-2026东城一模,16,主观题,边界,,,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,out_of_scope,scope pending or boundary row,out_of_scope,excluded_keep_out,scope pending or boundary row
Q-2026东城一模-17,S-2026东城一模,17,主观题,边界,,,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,out_of_scope,scope pending or boundary row,out_of_scope,excluded_keep_out,scope pending or boundary row
Q-2026东城一模-18,S-2026东城一模,18,主观题,边界,,,L0_BLOCKED,missing_or_unpaired,paired_candidate,not_visual_confirmed,out_of_scope,scope pending or boundary row,out_of_scope,excluded_keep_out,scope pending or boundary row
Q-2026东城一模-19-1,S-2026东城一模,19(1),主观题,思维,分析与综合;创新思维;动态性;发散思维;整体性;系统观念;聚合思维;超前思维,,L0_BLOCKED,answer_confirmed_from_rubric_046_inline,formal_rubric_inline_其他模块,TEXT_CONFIRMED_NO_VISUAL_BLOCKER,out_of_scope,scope_out=研究方法补题(非选必三逻辑与思维核心task),new_candidate,excluded_keep_out,scope_out=研究方法补题(非选必三逻辑与思维核心task)
Q-2026东城一模-19-2,S-2026东城一模,19(2),主观题,思维,分析与综合;创新思维;动态性;发散思维;整体性;系统观念;聚合思维;超前思维,,L0_BLOCKED,answer_confirmed_from_rubric_046_inline,formal_rubric_inline_其他模块,TEXT_CONFIRMED_NO_VISUAL_BLOCKER,out_of_scope,scope_out=经济与社会(非选必三逻辑与思维),new_candidate,excluded_keep_out,scope_out=经济与社会(非选必三逻辑与思维)
Q-2026东城一模-19-3,S-2026东城一模,19(3),主观题,思维,分析与综合;创新思维;动态性;发散思维;整体性;系统观念;聚合思维;超前思维,,L0_BLOCKED,answer_confirmed_from_rubric_046_inline,formal_rubric_inline_其他模块,TEXT_CONFIRMED_NO_VISUAL_BLOCKER,out_of_scope,scope_out=当代国际政治与经济(非选必三逻辑与思维),new_candidate,excluded_keep_out,scope_out=当代国际政治与经济(非选必三逻辑与思维)
Q-2026东城一模-19-4,S-2026东城一模,19(4),主观题,思维,分析与综合;创新思维;动态性;发散思维;整体性;系统观念;聚合思维;超前思维,,L3_A_PLUS_B_TARGET_CONFIRMED,answer_confirmed_from_rubric_046_inline,formal_rubric_inline,TEXT_CONFIRMED_NO_VISUAL_BLOCKER,already_in_74,Batch03 Lane B confirmed for evidence fusion only; no student draft,already_in_74,covered_by_74_review_body,已进入 74-row review-only expanded body。
Q-2026东城一模-2,S-2026东城一模,2,选择题,推理,前提,其他复合推理,L0_BLOCKED,answer_confirmed_A_from_046_paper,paired_candidate,text_extraction_clear,out_of_scope,scope_out_other_book,new_candidate,excluded_keep_out,scope_out_other_book
Q-2026东城一模-20,S-2026东城一模,20,主观题,待判,,,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,answer_missing,scope pending or boundary row,answer_missing,blocked_keep_out,初筛为答案/来源缺口，本轮未找到足够证据。
Q-2026东城一模-3,S-2026东城一模,3,选择题,待判,,,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,answer_missing,scope pending or boundary row,answer_missing,blocked_keep_out,初筛为答案/来源缺口，本轮未找到足够证据。
Q-2026东城一模-4,S-2026东城一模,4,选择题,待判,,,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,answer_missing,scope pending or boundary row,answer_missing,blocked_keep_out,初筛为答案/来源缺口，本轮未找到足够证据。
Q-2026东城一模-5,S-2026东城一模,5,选择题,待判,,,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,answer_missing,scope pending or boundary row,answer_missing,blocked_keep_out,初筛为答案/来源缺口，本轮未找到足够证据。
Q-2026东城一模-6,S-2026东城一模,6,选择题,交叉,换质;辩证否定,换质换位,L3_A_PLUS_B_TARGET_CONFIRMED,answer_confirmed_D_from_046_paper,paired_candidate,text_extraction_clear,already_in_74,Batch03 Lane B confirmed for evidence fusion only; no student draft,already_in_74,covered_by_74_review_body,已进入 74-row review-only expanded body。
Q-2026东城一模-7,S-2026东城一模,7,选择题,待判,,,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,answer_missing,scope pending or boundary row,answer_missing,blocked_keep_out,初筛为答案/来源缺口，本轮未找到足够证据。
Q-2026东城一模-8,S-2026东城一模,8,选择题,待判,,,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,answer_missing,scope pending or boundary row,answer_missing,blocked_keep_out,初筛为答案/来源缺口，本轮未找到足够证据。
Q-2026东城一模-9,S-2026东城一模,9,选择题,待判,,,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,answer_missing,scope pending or boundary row,answer_missing,blocked_keep_out,初筛为答案/来源缺口，本轮未找到足够证据。
Q-2026东城期末-1,S-2026东城期末,1,选择题,待判,前提;推理;概念;类比,三段论;假言推理;周延判断;逻辑三律与概念规则;假言推理;类比推理,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,blocked,scope pending or boundary row,new_candidate,blocked_keep_out,范围或题面仍需人工回源，不从材料关键词推断入正文。
Q-2026东城期末-10,S-2026东城期末,10,选择题,待判,,,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,answer_missing,scope pending or boundary row,answer_missing,blocked_keep_out,初筛为答案/来源缺口，本轮未找到足够证据。
Q-2026东城期末-11,S-2026东城期末,11,选择题,待判,,,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,answer_missing,scope pending or boundary row,answer_missing,blocked_keep_out,初筛为答案/来源缺口，本轮未找到足够证据。
Q-2026东城期末-12,S-2026东城期末,12,选择题,待判,,,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,answer_missing,scope pending or boundary row,answer_missing,blocked_keep_out,初筛为答案/来源缺口，本轮未找到足够证据。
Q-2026东城期末-13,S-2026东城期末,13,选择题,待判,,,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,answer_missing,scope pending or boundary row,answer_missing,blocked_keep_out,初筛为答案/来源缺口，本轮未找到足够证据。
Q-2026东城期末-14,S-2026东城期末,14,选择题,推理,前提,其他复合推理,L0_BLOCKED,answer_confirmed_D_from_044_paper,paired_candidate,text_extraction_clear,out_of_scope,scope_out_other_book,new_candidate,excluded_keep_out,scope_out_other_book
Q-2026东城期末-15,S-2026东城期末,15,选择题,待判,,,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,answer_missing,scope pending or boundary row,answer_missing,blocked_keep_out,初筛为答案/来源缺口，本轮未找到足够证据。
Q-2026东城期末-16,S-2026东城期末,16,主观题,边界,假言;充分条件;判断;必要条件;推理;矛盾律,假言推理;逻辑三律与概念规则;其他复合推理,L0_BLOCKED,answer_confirmed_from_rubric_044_inline,formal_rubric_pdf_其他模块,TEXT_CONFIRMED_NO_VISUAL_BLOCKER,out_of_scope,queue_split_error_cleaned: Q16原卷与细则均为单题；哲学与文化，非选必三逻辑与思维,out_of_scope,excluded_keep_out,queue_split_error_cleaned: Q16原卷与细则均为单题；哲学与文化，非选必三逻辑与思维
Q-2026东城期末-17-1,S-2026东城期末,17(1),主观题,推理,三段论;中项;假言;充分条件;判断;前提;周延;形式逻辑;必要条件;推理;概念;矛盾律;结论;联言,三段论;假言推理;三段论;假言推理;周延判断;三段论;周延判断;假言推理;联言推理;逻辑三律与概念规则;假言推理;逻辑三律与概念规则;其他复合推理;联言推理;逻辑三律与概念规则;逻辑三律与概念规则,L0_BLOCKED,answer_confirmed_from_rubric_044_inline,formal_rubric_pdf_其他模块,TEXT_CONFIRMED_NO_VISUAL_BLOCKER,out_of_scope,no,new_candidate,excluded_keep_out,同题第(1)问明确运用《经济与社会》提出政策建议；第(2)问逻辑论证已在 74 行内。
Q-2026东城期末-17-2,S-2026东城期末,17(2),主观题,推理,三段论;中项;假言;充分条件;判断;前提;周延;形式逻辑;必要条件;推理;概念;矛盾律;结论;联言,三段论;假言推理;三段论;假言推理;周延判断;三段论;周延判断;假言推理;联言推理;逻辑三律与概念规则;假言推理;逻辑三律与概念规则;其他复合推理;联言推理;逻辑三律与概念规则;逻辑三律与概念规则,L3_A_PLUS_B_TARGET_CONFIRMED,answer_confirmed_from_rubric_044_inline,formal_rubric_pdf,TEXT_CONFIRMED_NO_VISUAL_BLOCKER,already_in_74,Batch03 Lane B confirmed for evidence fusion only; no student draft,already_in_74,covered_by_74_review_body,已进入 74-row review-only expanded body。
Q-2026东城期末-18-1,S-2026东城期末,18(1),主观题,边界,,,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,out_of_scope,scope pending or boundary row,out_of_scope,excluded_keep_out,scope pending or boundary row
Q-2026东城期末-18-2,S-2026东城期末,18(2),主观题,边界,,,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,out_of_scope,scope pending or boundary row,out_of_scope,excluded_keep_out,scope pending or boundary row
Q-2026东城期末-19,S-2026东城期末,19,主观题,边界,,,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,out_of_scope,scope pending or boundary row,out_of_scope,excluded_keep_out,scope pending or boundary row
Q-2026东城期末-2,S-2026东城期末,2,选择题,待判,中项;前提;周延;概念;结论,三段论;假言推理;周延判断;逻辑三律与概念规则;其他复合推理;归纳推理与因果探求;逻辑三律与概念规则,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,blocked,scope pending or boundary row,new_candidate,blocked_keep_out,范围或题面仍需人工回源，不从材料关键词推断入正文。
Q-2026东城期末-20,S-2026东城期末,20,主观题,边界,,,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,out_of_scope,scope pending or boundary row,out_of_scope,excluded_keep_out,scope pending or boundary row
Q-2026东城期末-21,S-2026东城期末,21,主观题,思维,科学思维;系统观念;辩证思维,,L0_BLOCKED,answer_confirmed_from_rubric_044_inline,formal_rubric_pdf_其他模块,TEXT_CONFIRMED_NO_VISUAL_BLOCKER,out_of_scope,scope_out=综合所学(非选必三逻辑与思维primary);系统观念可fusion-only attach,new_candidate,excluded_keep_out,scope_out=综合所学(非选必三逻辑与思维primary);系统观念可fusion-only attach
