question_id,suite_id,question_type,stable_locator,section_scope,blocker_reason,blocker_group,student_permission,excluded_from_opus_input,retention_note,input_permission,opus_permission
Q-2026东城期末-14,S-2026东城期末,选择题,044_Desktop_2026模拟题_2026各区期末和期中_2026东城期末_试卷_试卷.pdf::Q14,推理,scope_out_other_book,out_of_scope,no,yes,retained_for_audit_not_student_or_opus_input,exclude,no_opus_input
Q-2026东城期末-15,S-2026东城期末,选择题,044_Desktop_2026模拟题_2026各区期末和期中_2026东城期末_试卷_试卷.pdf::Q15,待判,scope pending or boundary row,boundary_closed,no,yes,retained_for_audit_not_student_or_opus_input,exclude,no_opus_input
Q-2026东城期末-16,S-2026东城期末,主观题,044_Desktop_2026模拟题_2026各区期末和期中_2026东城期末_试卷_试卷.pdf::Q16,边界,queue_split_error_cleaned: Q16原卷与细则均为单题；哲学与文化，非选必三逻辑与思维,scope_rejected,no,yes,retained_for_audit_not_student_or_opus_input,exclude,no_opus_input
Q-2026东城期末-17-1,S-2026东城期末,主观题,044_Desktop_2026模拟题_2026各区期末和期中_2026东城期末_试卷_试卷.pdf::Q17(1),推理,no,source_or_locator_issue,no,yes,retained_for_audit_not_student_or_opus_input,exclude,no_opus_input
Q-2026东城期末-18-1,S-2026东城期末,主观题,044_Desktop_2026模拟题_2026各区期末和期中_2026东城期末_试卷_试卷.pdf::Q18(1),边界,scope pending or boundary row,boundary_closed,no,yes,retained_for_audit_not_student_or_opus_input,exclude,no_opus_input
Q-2026东城期末-18-2,S-2026东城期末,主观题,044_Desktop_2026模拟题_2026各区期末和期中_2026东城期末_试卷_试卷.pdf::Q18(2),边界,scope pending or boundary row,boundary_closed,no,yes,retained_for_audit_not_student_or_opus_input,exclude,no_opus_input
Q-2026东城期末-19,S-2026东城期末,主观题,044_Desktop_2026模拟题_2026各区期末和期中_2026东城期末_试卷_试卷.pdf::Q19,边界,scope pending or boundary row,boundary_closed,no,yes,retained_for_audit_not_student_or_opus_input,exclude,no_opus_input
Q-2026东城期末-2,S-2026东城期末,选择题,044_Desktop_2026模拟题_2026各区期末和期中_2026东城期末_试卷_试卷.pdf::Q2,待判,scope pending or boundary row,boundary_closed,no,yes,retained_for_audit_not_student_or_opus_input,exclude,no_opus_input
Q-2026东城期末-20,S-2026东城期末,主观题,044_Desktop_2026模拟题_2026各区期末和期中_2026东城期末_试卷_试卷.pdf::Q20,边界,scope pending or boundary row,boundary_closed,no,yes,retained_for_audit_not_student_or_opus_input,exclude,no_opus_input
Q-2026东城期末-21,S-2026东城期末,主观题,044_Desktop_2026模拟题_2026各区期末和期中_2026东城期末_试卷_试卷.pdf::Q21,思维,scope_out=综合所学(非选必三逻辑与思维primary);系统观念可fusion-only attach,out_of_scope,no,yes,retained_for_audit_not_student_or_opus_input,exclude,no_opus_input
Q-2026东城期末-3,S-2026东城期末,选择题,044_Desktop_2026模拟题_2026各区期末和期中_2026东城期末_试卷_试卷.pdf::Q3,推理,scope_out_other_book,out_of_scope,no,yes,retained_for_audit_not_student_or_opus_input,exclude,no_opus_input
Q-2026东城期末-4,S-2026东城期末,选择题,044_Desktop_2026模拟题_2026各区期末和期中_2026东城期末_试卷_试卷.pdf::Q4,推理,scope_out_other_book,out_of_scope,no,yes,retained_for_audit_not_student_or_opus_input,exclude,no_opus_input
Q-2026东城期末-5,S-2026东城期末,选择题,044_Desktop_2026模拟题_2026各区期末和期中_2026东城期末_试卷_试卷.pdf::Q5,推理,scope_out_other_book,out_of_scope,no,yes,retained_for_audit_not_student_or_opus_input,exclude,no_opus_input
Q-2026东城期末-8,S-2026东城期末,选择题,044_Desktop_2026模拟题_2026各区期末和期中_2026东城期末_试卷_试卷.pdf::Q8,待判,scope pending or boundary row,boundary_closed,no,yes,retained_for_audit_not_student_or_opus_input,exclude,no_opus_input
Q-2026东城期末-9,S-2026东城期末,选择题,044_Desktop_2026模拟题_2026各区期末和期中_2026东城期末_试卷_试卷.pdf::Q9,待判,scope pending or boundary row,boundary_closed,no,yes,retained_for_audit_not_student_or_opus_input,exclude,no_opus_input
Q-2026丰台一模-UNPARSED-PAPER,S-2026丰台一模,suite_visual_blocker,042_Desktop_2026模拟题_2026各区一模_2026丰台一模_试卷_试卷.pdf::paper_text_blank_all_render_pages,missing,paper PDF text layer is blank/thin; full question list must be recovered from rendered pages before coverage PASS,visual_missing,no,yes,retained_for_audit_not_student_or_opus_input,exclude,no_opus_input
Q-2026朝阳期中-1,S-2026朝阳期中,选择题,003_Desktop_2026模拟题_2026各区期末和期中_2026朝阳期中_试卷_试卷.pdf::Q1,推理,scope_out_other_book,out_of_scope,no,yes,retained_for_audit_not_student_or_opus_input,exclude,no_opus_input
Q-2026朝阳期中-10,S-2026朝阳期中,选择题,003_Desktop_2026模拟题_2026各区期末和期中_2026朝阳期中_试卷_试卷.pdf::Q10,待判,scope pending or boundary row,boundary_closed,no,yes,retained_for_audit_not_student_or_opus_input,exclude,no_opus_input
Q-2026朝阳期中-16,S-2026朝阳期中,主观题,003_Desktop_2026模拟题_2026各区期末和期中_2026朝阳期中_试卷_试卷.pdf::Q16,边界,scope pending or boundary row,boundary_closed,no,yes,retained_for_audit_not_student_or_opus_input,exclude,no_opus_input
Q-2026朝阳期中-17,S-2026朝阳期中,主观题,003_Desktop_2026模拟题_2026各区期末和期中_2026朝阳期中_试卷_试卷.pdf::Q17,边界,scope pending or boundary row,boundary_closed,no,yes,retained_for_audit_not_student_or_opus_input,exclude,no_opus_input
Q-2026朝阳期中-18,S-2026朝阳期中,主观题,003_Desktop_2026模拟题_2026各区期末和期中_2026朝阳期中_试卷_试卷.pdf::Q18,推理,scope_out=哲学(非选必三逻辑与思维),out_of_scope,no,yes,retained_for_audit_not_student_or_opus_input,exclude,no_opus_input
Q-2026朝阳期中-19,S-2026朝阳期中,主观题,003_Desktop_2026模拟题_2026各区期末和期中_2026朝阳期中_试卷_试卷.pdf::Q19,待判,scope pending or boundary row,boundary_closed,no,yes,retained_for_audit_not_student_or_opus_input,exclude,no_opus_input
Q-2026朝阳期中-19-1,S-2026朝阳期中,主观题,003_Desktop_2026模拟题_2026各区期末和期中_2026朝阳期中_试卷_试卷.pdf::Q19(1),边界,scope pending or boundary row,boundary_closed,no,yes,retained_for_audit_not_student_or_opus_input,exclude,no_opus_input
Q-2026朝阳期中-19-2,S-2026朝阳期中,主观题,003_Desktop_2026模拟题_2026各区期末和期中_2026朝阳期中_试卷_试卷.pdf::Q19(2),边界,scope pending or boundary row,boundary_closed,no,yes,retained_for_audit_not_student_or_opus_input,exclude,no_opus_input
Q-2026朝阳期中-19-3,S-2026朝阳期中,主观题,003_Desktop_2026模拟题_2026各区期末和期中_2026朝阳期中_试卷_试卷.pdf::Q19(3),边界,scope pending or boundary row,boundary_closed,no,yes,retained_for_audit_not_student_or_opus_input,exclude,no_opus_input
Q-2026朝阳期中-2,S-2026朝阳期中,选择题,003_Desktop_2026模拟题_2026各区期末和期中_2026朝阳期中_试卷_试卷.pdf::Q2,待判,scope pending or boundary row,boundary_closed,no,yes,retained_for_audit_not_student_or_opus_input,exclude,no_opus_input
Q-2026朝阳期中-21-1,S-2026朝阳期中,主观题,003_Desktop_2026模拟题_2026各区期末和期中_2026朝阳期中_试卷_试卷.pdf::Q21(1),思维,scope_out=经济与社会+文化(非选必三逻辑与思维),out_of_scope,no,yes,retained_for_audit_not_student_or_opus_input,exclude,no_opus_input
Q-2026朝阳期中-3,S-2026朝阳期中,选择题,003_Desktop_2026模拟题_2026各区期末和期中_2026朝阳期中_试卷_试卷.pdf::Q3,待判,scope pending or boundary row,boundary_closed,no,yes,retained_for_audit_not_student_or_opus_input,exclude,no_opus_input
Q-2026朝阳期中-4,S-2026朝阳期中,选择题,003_Desktop_2026模拟题_2026各区期末和期中_2026朝阳期中_试卷_试卷.pdf::Q4,待判,scope pending or boundary row,boundary_closed,no,yes,retained_for_audit_not_student_or_opus_input,exclude,no_opus_input
Q-2026朝阳期中-5,S-2026朝阳期中,选择题,003_Desktop_2026模拟题_2026各区期末和期中_2026朝阳期中_试卷_试卷.pdf::Q5,待判,scope pending or boundary row,boundary_closed,no,yes,retained_for_audit_not_student_or_opus_input,exclude,no_opus_input
Q-2026朝阳期中-6,S-2026朝阳期中,选择题,003_Desktop_2026模拟题_2026各区期末和期中_2026朝阳期中_试卷_试卷.pdf::Q6,待判,scope pending or boundary row,boundary_closed,no,yes,retained_for_audit_not_student_or_opus_input,exclude,no_opus_input
Q-2026朝阳期中-7,S-2026朝阳期中,选择题,003_Desktop_2026模拟题_2026各区期末和期中_2026朝阳期中_试卷_试卷.pdf::Q7,待判,scope pending or boundary row,boundary_closed,no,yes,retained_for_audit_not_student_or_opus_input,exclude,no_opus_input
Q-2026朝阳期中-8,S-2026朝阳期中,选择题,003_Desktop_2026模拟题_2026各区期末和期中_2026朝阳期中_试卷_试卷.pdf::Q8,待判,scope pending or boundary row,boundary_closed,no,yes,retained_for_audit_not_student_or_opus_input,exclude,no_opus_input
Q-2026朝阳期中-9,S-2026朝阳期中,选择题,003_Desktop_2026模拟题_2026各区期末和期中_2026朝阳期中_试卷_试卷.pdf::Q9,待判,scope pending or boundary row,boundary_closed,no,yes,retained_for_audit_not_student_or_opus_input,exclude,no_opus_input
Q-2026通州期末-1,S-2026通州期末,选择题,006_Desktop_2026模拟题_2026各区期末和期中_2026通州期末_试卷_试卷.pdf::Q1,待判,scope pending or boundary row,boundary_closed,no,yes,retained_for_audit_not_student_or_opus_input,exclude,no_opus_input
Q-2026通州期末-10,S-2026通州期末,选择题,006_Desktop_2026模拟题_2026各区期末和期中_2026通州期末_试卷_试卷.pdf::Q10,待判,scope pending or boundary row,boundary_closed,no,yes,retained_for_audit_not_student_or_opus_input,exclude,no_opus_input
Q-2026通州期末-12,S-2026通州期末,选择题,006_Desktop_2026模拟题_2026各区期末和期中_2026通州期末_试卷_试卷.pdf::Q12,待判,scope pending or boundary row,boundary_closed,no,yes,retained_for_audit_not_student_or_opus_input,exclude,no_opus_input
Q-2026通州期末-13,S-2026通州期末,选择题,006_Desktop_2026模拟题_2026各区期末和期中_2026通州期末_试卷_试卷.pdf::Q13,待判,scope pending or boundary row,boundary_closed,no,yes,retained_for_audit_not_student_or_opus_input,exclude,no_opus_input
Q-2026通州期末-14,S-2026通州期末,选择题,006_Desktop_2026模拟题_2026各区期末和期中_2026通州期末_试卷_试卷.pdf::Q14,待判,scope pending or boundary row,boundary_closed,no,yes,retained_for_audit_not_student_or_opus_input,exclude,no_opus_input
Q-2026通州期末-15,S-2026通州期末,选择题,006_Desktop_2026模拟题_2026各区期末和期中_2026通州期末_试卷_试卷.pdf::Q15,待判,scope pending or boundary row,boundary_closed,no,yes,retained_for_audit_not_student_or_opus_input,exclude,no_opus_input
Q-2026通州期末-16,S-2026通州期末,主观题,006_Desktop_2026模拟题_2026各区期末和期中_2026通州期末_试卷_试卷.pdf::Q16,边界,scope pending or boundary row,boundary_closed,no,yes,retained_for_audit_not_student_or_opus_input,exclude,no_opus_input
Q-2026通州期末-17,S-2026通州期末,主观题,006_Desktop_2026模拟题_2026各区期末和期中_2026通州期末_试卷_试卷.pdf::Q17,边界,scope pending or boundary row,boundary_closed,no,yes,retained_for_audit_not_student_or_opus_input,exclude,no_opus_input
Q-2026通州期末-18,S-2026通州期末,主观题,006_Desktop_2026模拟题_2026各区期末和期中_2026通州期末_试卷_试卷.pdf::Q18,边界,scope pending or boundary row,boundary_closed,no,yes,retained_for_audit_not_student_or_opus_input,exclude,no_opus_input
Q-2026通州期末-19-1,S-2026通州期末,主观题,006_Desktop_2026模拟题_2026各区期末和期中_2026通州期末_试卷_试卷.pdf::Q19(1),推理,scope_out=法律与生活(非选必三逻辑与思维),out_of_scope,no,yes,retained_for_audit_not_student_or_opus_input,exclude,no_opus_input
Q-2026通州期末-2,S-2026通州期末,选择题,006_Desktop_2026模拟题_2026各区期末和期中_2026通州期末_试卷_试卷.pdf::Q2,待判,scope pending or boundary row,boundary_closed,no,yes,retained_for_audit_not_student_or_opus_input,exclude,no_opus_input
Q-2026通州期末-20,S-2026通州期末,主观题,006_Desktop_2026模拟题_2026各区期末和期中_2026通州期末_试卷_试卷.pdf::Q20,边界,scope pending or boundary row,boundary_closed,no,yes,retained_for_audit_not_student_or_opus_input,exclude,no_opus_input
Q-2026通州期末-21,S-2026通州期末,主观题,006_Desktop_2026模拟题_2026各区期末和期中_2026通州期末_试卷_试卷.pdf::Q21,待判,scope pending or boundary row,boundary_closed,no,yes,retained_for_audit_not_student_or_opus_input,exclude,no_opus_input
Q-2026通州期末-3,S-2026通州期末,选择题,006_Desktop_2026模拟题_2026各区期末和期中_2026通州期末_试卷_试卷.pdf::Q3,待判,scope pending or boundary row,boundary_closed,no,yes,retained_for_audit_not_student_or_opus_input,exclude,no_opus_input
Q-2026通州期末-4,S-2026通州期末,选择题,006_Desktop_2026模拟题_2026各区期末和期中_2026通州期末_试卷_试卷.pdf::Q4,待判,scope pending or boundary row,boundary_closed,no,yes,retained_for_audit_not_student_or_opus_input,exclude,no_opus_input
Q-2026通州期末-6,S-2026通州期末,选择题,006_Desktop_2026模拟题_2026各区期末和期中_2026通州期末_试卷_试卷.pdf::Q6,待判,scope pending or boundary row,boundary_closed,no,yes,retained_for_audit_not_student_or_opus_input,exclude,no_opus_input
Q-2026通州期末-7,S-2026通州期末,选择题,006_Desktop_2026模拟题_2026各区期末和期中_2026通州期末_试卷_试卷.pdf::Q7,待判,scope pending or boundary row,boundary_closed,no,yes,retained_for_audit_not_student_or_opus_input,exclude,no_opus_input
Q-2026顺义一模-1,S-2026顺义一模,选择题,001_Desktop_2026模拟题_2026各区一模_2026顺义一模_试卷_试卷.pdf::Q1,待判,scope pending or boundary row,boundary_closed,no,yes,retained_for_audit_not_student_or_opus_input,exclude,no_opus_input
Q-2026顺义一模-10,S-2026顺义一模,选择题,001_Desktop_2026模拟题_2026各区一模_2026顺义一模_试卷_试卷.pdf::Q10,待判,scope pending or boundary row,boundary_closed,no,yes,retained_for_audit_not_student_or_opus_input,exclude,no_opus_input
Q-2026顺义一模-11,S-2026顺义一模,选择题,001_Desktop_2026模拟题_2026各区一模_2026顺义一模_试卷_试卷.pdf::Q11,待判,scope pending or boundary row,boundary_closed,no,yes,retained_for_audit_not_student_or_opus_input,exclude,no_opus_input
Q-2026顺义一模-12,S-2026顺义一模,选择题,001_Desktop_2026模拟题_2026各区一模_2026顺义一模_试卷_试卷.pdf::Q12,待判,scope pending or boundary row,boundary_closed,no,yes,retained_for_audit_not_student_or_opus_input,exclude,no_opus_input
Q-2026顺义一模-13,S-2026顺义一模,选择题,001_Desktop_2026模拟题_2026各区一模_2026顺义一模_试卷_试卷.pdf::Q13,待判,scope pending or boundary row,boundary_closed,no,yes,retained_for_audit_not_student_or_opus_input,exclude,no_opus_input
Q-2026顺义一模-14,S-2026顺义一模,选择题,001_Desktop_2026模拟题_2026各区一模_2026顺义一模_试卷_试卷.pdf::Q14,待判,scope pending or boundary row,boundary_closed,no,yes,retained_for_audit_not_student_or_opus_input,exclude,no_opus_input
Q-2026顺义一模-15,S-2026顺义一模,选择题,001_Desktop_2026模拟题_2026各区一模_2026顺义一模_试卷_试卷.pdf::Q15,待判,scope pending or boundary row,boundary_closed,no,yes,retained_for_audit_not_student_or_opus_input,exclude,no_opus_input
Q-2026顺义一模-16,S-2026顺义一模,主观题,001_Desktop_2026模拟题_2026各区一模_2026顺义一模_试卷_试卷.pdf::Q16,边界,scope pending or boundary row,boundary_closed,no,yes,retained_for_audit_not_student_or_opus_input,exclude,no_opus_input
Q-2026顺义一模-17,S-2026顺义一模,主观题,001_Desktop_2026模拟题_2026各区一模_2026顺义一模_试卷_试卷.pdf::Q17,边界,scope pending or boundary row,boundary_closed,no,yes,retained_for_audit_not_student_or_opus_input,exclude,no_opus_input
Q-2026顺义一模-18,S-2026顺义一模,主观题,001_Desktop_2026模拟题_2026各区一模_2026顺义一模_试卷_试卷.pdf::Q18,边界,scope pending or boundary row,boundary_closed,no,yes,retained_for_audit_not_student_or_opus_input,exclude,no_opus_input
Q-2026顺义一模-19-3,S-2026顺义一模,主观题,001_Desktop_2026模拟题_2026各区一模_2026顺义一模_试卷_试卷.pdf::Q19(3),交叉,no,source_or_locator_issue,no,yes,retained_for_audit_not_student_or_opus_input,exclude,no_opus_input
Q-2026顺义一模-2,S-2026顺义一模,选择题,001_Desktop_2026模拟题_2026各区一模_2026顺义一模_试卷_试卷.pdf::Q2,待判,scope pending or boundary row,boundary_closed,no,yes,retained_for_audit_not_student_or_opus_input,exclude,no_opus_input
Q-2026顺义一模-20,S-2026顺义一模,主观题,001_Desktop_2026模拟题_2026各区一模_2026顺义一模_试卷_试卷.pdf::Q20,边界,scope pending or boundary row,boundary_closed,no,yes,retained_for_audit_not_student_or_opus_input,exclude,no_opus_input
Q-2026顺义一模-21,S-2026顺义一模,主观题,001_Desktop_2026模拟题_2026各区一模_2026顺义一模_试卷_试卷.pdf::Q21,待判,scope pending or boundary row,boundary_closed,no,yes,retained_for_audit_not_student_or_opus_input,exclude,no_opus_input
Q-2026顺义一模-22,S-2026顺义一模,主观题,001_Desktop_2026模拟题_2026各区一模_2026顺义一模_试卷_试卷.pdf::Q22,待判,scope pending or boundary row,boundary_closed,no,yes,retained_for_audit_not_student_or_opus_input,exclude,no_opus_input
Q-2026顺义一模-7,S-2026顺义一模,选择题,001_Desktop_2026模拟题_2026各区一模_2026顺义一模_试卷_试卷.pdf::Q7,推理,scope_out_other_book,out_of_scope,no,yes,retained_for_audit_not_student_or_opus_input,exclude,no_opus_input
Q-2026顺义一模-8,S-2026顺义一模,选择题,001_Desktop_2026模拟题_2026各区一模_2026顺义一模_试卷_试卷.pdf::Q8,待判,scope pending or boundary row,boundary_closed,no,yes,retained_for_audit_not_student_or_opus_input,exclude,no_opus_input
Q-2026顺义一模-9,S-2026顺义一模,选择题,001_Desktop_2026模拟题_2026各区一模_2026顺义一模_试卷_试卷.pdf::Q9,思维,scope_out_other_book,out_of_scope,no,yes,retained_for_audit_not_student_or_opus_input,exclude,no_opus_input
