suite,question_no_guess,typology_guess,source_kind,source_id,hit_terms,snippet,next_action
2025东城期末,9,其他复合推理,paper,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf,前提,"【点评】本题考查学生对教材知识点的掌握和对材料的分析理解能力,对于此类型题目,学生需要首先 明确题干的中心思想,将题干主旨与教材的知识点相结合,围绕题干主旨进行选择即可。 9.【分析】本题考查:和平与发展的时代主题 (1)和平问题 1含义:维护世界和平、防止新的世界战争的问题。 2意义:和平是人类社会存在和发展的基本条件,维护世界和平将给各国经济发展和其他全球性问题的 解决创造必要的前提。 (2)发展问题 1含义:世界经济的发展,特别是发展中国家经济的发展问题。 2突出问题:南北发展不平衡。 (3)主要障碍:霸权主义和强权政治。 ===== PAGE 13 =====",verify full stem/options or scoring rule; attach to all-question typology table only after source pairing
2025丰台期末,,其他复合推理,paper,040_Desktop_2025模拟题_2025各区期末_2025丰台期末_试卷_试卷.pdf,前提,"第14页/共18页 本题为材料分析类主观题,要求运用《哲学与文化》知识,从质量互变规律和矛盾观角度来分析作答。 第二步:审材料,通过标点符号、段落等,提取材料有效信息。 有效信息1:任何质量都表现为一定的数量,没有数量也就没有质量→可从质量互变规律角度,说明量变 是质变的前提,质变是量变的必然结果,要抓住机遇,促成质变,实现胸中有“数”。 有效信息2:不懂得注意决定事物质量的数量界限,结果就不能不犯错误→可从坚持适度原则角度,说明 在需要保持事物质的稳定性时,就要把控好“度”,防止过犹不及。 有效信息3:我们有许多同志至今不懂得注意事物的数量方面,不懂得注意基本的统计、主要的百分比→ 可从主要矛盾的主要方面角度,说明事物的性质是由主要矛盾的主要方面决定的,把握好主要的百分比, 才能做到胸中有“数”。 第三步:整合信息,组织答案。注意设问限定以及教材知识与材料、时政信息等相结合。",verify full stem/options or scoring rule; attach to all-question typology table only after source pairing
2025丰台期末,16,其他复合推理,paper,040_Desktop_2025模拟题_2025各区期末_2025丰台期末_试卷_试卷.pdf,前提,"理 水平2 观点不明确;论述不能集中指向观点,罗列知识; 知识运用不正确;论述缺乏逻辑,条理性差 水平1 应答与试题无关;或重复试题内容;或没有应答 示例:1量变是质变的前提,质变是量变的必然结果。在工作中,注意脚踏实地,从小事做起,注重量的 积累,做到懂得注意事物的数量方面,实现胸中有“数”。 2质变为新的量变开辟道路,在量变达到一定程度时,要注意抓住时机,做到有计划、有方案,从而促成 质变。 3当需要保持事物性质的稳定性时,就必须把量变控制在一定范围内,坚持适度原则。注意决定事物质量 的数量界限,防止胸中无“数”和犯错误。 4事物的性质是由主要矛盾的主要方面决定的,我们在工作生活中,都要懂得注意基本的统计、主要的百",verify full stem/options or scoring rule; attach to all-question typology table only after source pairing
2025丰台期末,16,其他复合推理,rubric_or_answer,041_Desktop_2025模拟题_2025各区期末_2025丰台期末_细则_细则.pptx,推理;结论,"16. 材料二 爱国主义教育法在规定面向全体公民开展爱国主义教育的同时,突出学校和家庭对 青少年和儿童的教育。 有专家认为,只有家庭、学校、社会协同发力,才能更好地传承和弘扬爱国主义精神。 课堂上,同学们围绕该专家的观点展开讨论。 A 同学认为,更好地传承和弘扬爱国主义精神,并不意味着家庭、学校、社会协同发力。 B 同学认为,如果不形成家庭、学校、社会的合力,就不能更好地传承和弘扬爱国主义精神。 (2)A、B 两位同学根据专家观点得出结论的思维形式,属于(推理类型)。(2 分) (3)在 A、B 两位同学中任选一位 ,判断其推理是否正确,并说明理由。(5 分) ===== SLIDE 30 ===== ===== SLIDE 31 ===== 18(2)运用《经济与社会》的相关知识,分析数字经济应如何处理好“放得活”与“管的住”的关系。(7分)数字经济下如何处理好市场和政府的关系 发展数字经济,处理好“放得活”与“管得住”的关系要坚持有效市场和有为政府相结合。(1分) 一方面,要充分发挥市场在资源配置中的决定性作用,建设统一开放、竞争有序的数字经济市场体系,激发市场活力,促进企业发展;(3分)",verify full stem/options or scoring rule; attach to all-question typology table only after source pairing
2025丰台期末,16,其他复合推理,rubric_or_answer,041_Desktop_2025模拟题_2025各区期末_2025丰台期末_细则_细则.pptx,判断;推理,"青少年和儿童的教育。 有专家认为,只有家庭、学校、社会协同发力,才能更好地传承和弘扬爱国主义精神。 课堂上,同学们围绕该专家的观点展开讨论。 A 同学认为,更好地传承和弘扬爱国主义精神,并不意味着家庭、学校、社会协同发力。 B 同学认为,如果不形成家庭、学校、社会的合力,就不能更好地传承和弘扬爱国主义精神。 (2)A、B 两位同学根据专家观点得出结论的思维形式,属于(推理类型)。(2 分) (3)在 A、B 两位同学中任选一位 ,判断其推理是否正确,并说明理由。(5 分) ===== SLIDE 30 ===== ===== SLIDE 31 ===== 18(2)运用《经济与社会》的相关知识,分析数字经济应如何处理好“放得活”与“管的住”的关系。(7分)数字经济下如何处理好市场和政府的关系 发展数字经济,处理好“放得活”与“管得住”的关系要坚持有效市场和有为政府相结合。(1分) 一方面,要充分发挥市场在资源配置中的决定性作用,建设统一开放、竞争有序的数字经济市场体系,激发市场活力,促进企业发展;(3分) 另一方面,要更好发挥政府作用,制定促进数字经济发展的规划和政策,完善法律法规,加强市场监管,规范市场秩序,保障公平竞争,",verify full stem/options or scoring rule; attach to all-question typology table only after source pairing
2025丰台期末,18,其他复合推理,paper,040_Desktop_2025模拟题_2025各区期末_2025丰台期末_试卷_试卷.pdf,判断;保真,"场垄断、数据安全、数据伦理等问题亟待解决。 ===== PAGE 7 ===== 第7页/共18页 (1)写出1和2是什么判断类型,并分别说明该判断类型的保真条件。 (2)运用《经济与社会》的相关知识,分析发展数字经济应如何处理好“放得活”与“管得住”的关 系。 材料二 ◆《中华人民共和国反垄断法》《中华人民共和国外商投资法》《优化营商环境条例》等法律 法规陆续出台,为各类经营主体投资兴业营造稳定公平透明、可预期的良好环境。 ◆在行政执法过程中,明晰执法主体的权限、职责、程序、任务,将行政执法工作公开化,增强执法 工作的透明度,严格执法责任。",verify full stem/options or scoring rule; attach to all-question typology table only after source pairing
2025丰台期末,18,其他复合推理,paper,040_Desktop_2025模拟题_2025各区期末_2025丰台期末_试卷_试卷.pdf,判断,"3司法机关必须公正司法,坚持以事实为根据,以法律为准绳,做到公平公正,维护高水平社会主义市场 经济发展中公平正义,维护市场主体的的合法权益。 4必须建设法治社会,推动全民守法,健全市场经济各种纠纷的多元化解决机制,加强市场经济中各种法 律法规宣传、教育、引导,提高市场经济参与者的法治意识和法治观念。 (第3 小问原卷无答案,本答案仅供参考) 【分析】背景素材:高水平社会主义市场经济体制建设 考点考查:社会主义市场经济体制、全面依法治国、正确运用复合判断等知识 能力考查:获取和解读信息、调动和运用知识、描述和阐述事物 核心素养:政治认同、科学精神 【小问1 详解】 第一步:审设问,明确知识范围、问题限定和作答角度。 本题的设问要求:写出1和2是什么判断类型,并分别说明该判断类型的保真条件,需要调用正确运用复 合判断的有关知识,从含义等角度分析作答。",verify full stem/options or scoring rule; attach to all-question typology table only after source pairing
2025年海淀二模,3,其他复合推理,rubric_or_answer,010_Desktop_2025模拟题_2025各区二模_2025海淀二模_细则_补充材料_2025年海淀二模评标实录.docx,判断,"17题 代表法的修正,完善了联系的制度,一个是了联系群众的制度,一个是完善了联系国家机关的制度。 1、法律保障,法治基础、法治保障等都可以。 2、中间是2+2 3、总结。1分 18题 想考社会实践类的活动,之前考的是更多对于案情的研究和判断,这次呢我们想在这个基础上兼顾下诉讼程序,尤其是选必二的最后一单元专门讲到了,所以命制了这个提面。做成了填空,但是替换答案比较少。 1、提出 从语文角度更严谨 2、证据就是包装,2、3是对应关系。2证明3 4、5 作为被告来讲要证明自己是老字号,并且是周围人熟知的老字号,我们看孩子们作答的时候很丰富,我们本来想通过新闻报道、证人证词、书证物证等,证词是证明东西很悠久,而且大家都知道其实就OK,大家写的可能要比2丰富的多。4证明5 6,可以写案情,形式很丰富,可以用相对生活化的语言写,也可以用发条的句子写,恶意抢注表达即可。 7、预设答案是诚信、公平,有些孩子写了守法和公序良俗,如果写的过多默写6个这个不给分,不能默写让老师挑选。 8、本来是想从市场秩序的角度,但是如果从核心价值观、传统美德等也是对的,主要是包括市场秩序、一个是价值观和美德。",verify full stem/options or scoring rule; attach to all-question typology table only after source pairing
2025海淀二模,,其他复合推理,support_or_lecture,011_Desktop_2025模拟题_2025各区二模_2025海淀二模_其他材料_2025届二模考试讲评0510.pdf,前提,"与其费力背诵,人类完全可以利用人工智能存储、检索、整理信息,提高效率。 网友“实现梦想”:记忆是人类开展思维活动的内容与基底。人类的创造力和灵 感往往来自于充足的知识积累,缺乏知识储备的思维创新如同“无米之炊”。 结合材料或个人体验,运用《哲学与文化》知识,谈谈你的看法。 我们需要(不需要)记忆大量知识,原因是...... 发展的观点 ——量变是质变的前提和基础 ——辩证否定(实质是扬弃,是联系的环节、发展的环节) ——适度原则 联系的观点 联系的特点(普遍性、客观 性、多样性)/整体与部分的 辩证关系/系统优化",verify full stem/options or scoring rule; attach to all-question typology table only after source pairing
2025海淀二模,,其他复合推理,support_or_lecture,011_Desktop_2025模拟题_2025各区二模_2025海淀二模_其他材料_2025届二模考试讲评0510.pdf,前提,"(联系的特点(普遍性、客观性、多样性)/ 整体与部分的辩证关系/系统优化) ——认识是主体对客体的能动反映/ 意识的能动作用/人有主观能动性 ——发展的观点 (量变是质变的前提和基础/辩证否定/ 适度原则) (以上原理任意出2个,一个2分,两个3分) 结合材料或个人体验,对原理 的阐释贴切、充分。 (一条2分,两条3分) 文化的功能(对社会/对个人)/创造性转化创新性发展 ( 1分)",verify full stem/options or scoring rule; attach to all-question typology table only after source pairing
2025海淀二模,2,其他复合推理,rubric_or_answer,009_Desktop_2025模拟题_2025各区二模_2025海淀二模_细则_细则.docx,前提,"备注: 1、结合规划论述的部分,如果结合自己的规划写了坚持党的领导,可以加1分,不写不扣分。“坚持党的领导”只能作为6分未满时候的补充,本部分不可多于6分。 2、“短文”形式不单独设置分数,但如果不符合“短文”要求,不可得满分例如不分段、写小圈等。 ===== TABLE 1 ===== 表态 (1分) | 需要/不需要/要一分为二地看 | 需要/不需要/要一分为二地看 阐释 理由 (7分) | 知识(3分) | 材料分析或个人体验 阐释 理由 (7分) | ——联系的观点 (联系的特点/整体与部分的辩证关系/系统优化) ——认识是主体对客体的能动反映/意识的能动作用/人有主观能动性 ——发展的观点(量变是质变的前提和基础/辩证否定) | 结合材料或个人体验,对原理的阐释贴切、充分。 (一条2分,两条3分) 阐释 理由 (7分) | 文化的功能/创造性转化创新性发展 (1分) | 文化的功能/创造性转化创新性发展 (1分) ===== TABLE 2 ===== 层次 | 层次 | 给分细则 层次1:法律保障 | 层次1:法律保障 | 代表法的修正为人大代表履职提供了法律保障。(1分)【替代:法治保障;以良法促善治】 层次2",verify full stem/options or scoring rule; attach to all-question typology table only after source pairing
2025海淀期末,,其他复合推理,rubric_or_answer,016_Desktop_2025模拟题_2025各区期末_2025海淀期末_细则_细则.pptx,形式逻辑,"优秀示例: ===== SLIDE 70 ===== 优秀示例: ===== SLIDE 71 ===== 重视教材、研读教材、用好教材(如探究与分享、综合探究) 把握主干知识,引导学生建构知识体系(如辩证法,民法等) 讲请讲透,引导学生准确理解重点难点问题(如形式逻辑、侵权、违约、法 治经济) 关注学情变化,引导学生形成清晰有条理的表达习惯(如组织答案要点、写短文) 合理使用各区模拟题,处理好复习与练习的关系",verify full stem/options or scoring rule; attach to all-question typology table only after source pairing
2025海淀期末,2,其他复合推理,rubric_or_answer,016_Desktop_2025模拟题_2025各区期末_2025海淀期末_细则_细则.pptx,结论,"===== SLIDE 59 ===== “小艾”作为一个语音唤醒词,可以被看作是一种特殊的知识产权形式。根据现行的法律和实践,语音唤醒词的法律性质还在探讨之中 商标角度1. **作为商标的保护**:如果“小艾”被用作识别和区分特定智能设备或服务的来源,那么它可以被视为一种商标。例如,如果“小艾”被小米或其他公司用于其智能音箱、智能家居设备等产品上,用户通过“小艾”唤醒这些设备,那么“小艾”就与特定的品牌建立了联系,可以作为商标进行保护。 2. **注册商标**:为了获得更强的法律保护,企业可以尝试将“小艾”作为文字商标或声音商标进行注册。注册成功后,该商标将在特定的商品或服务类别上受到法律保护,他人未经许可不得在相同或类似的商品或服务上使用相同或相似的商标。 反不正当竞争法角度1. **作为商业标记**:即使“小艾”没有注册为商标,如果其经过广泛使用和宣传,已经与特定的产品或服务建立了稳定的联系,并且具有一定的市场影响力,那么它也可以被视为一种商业标记,受到《反不正当竞争法》的保护。 小米公司成功通过《反不正当竞争法》保护了其“小爱同学”唤醒词。法院认为“小爱同学”经过广泛宣传使用,已经成为具有较高知名度和较大影响力的商业",verify full stem/options or scoring rule; attach to all-question typology table only after source pairing
2025海淀期末,3,其他复合推理,rubric_or_answer,016_Desktop_2025模拟题_2025各区期末_2025海淀期末_细则_细则.pptx,前提,"理是一个过程1分 “实践是检验认识真理性的唯一标准”或“实践是认识发展的动力”2分/“实践是认识的基础”或“实践决定认识”1分 “事物发展的前途是光明的,道路 是曲折的”或“事物发展是前进性 和曲折性的统一”2分 ‘量变是质变的前提和必要准备“2分 “人民群众是社会历史的主体”或 “人民群众是历史的创造者”或 “人民群众是精神财富的创造者”2分 “矛盾双方在一定条件下相互转化”或“矛盾有同一性”2分/矛盾即对 立统一1分 问原因,侧重原理 ===== SLIDE 17 ===== ===== SLIDE 18 ===== 知识问题",verify full stem/options or scoring rule; attach to all-question typology table only after source pairing
2025海淀期末,3,其他复合推理,rubric_or_answer,016_Desktop_2025模拟题_2025各区期末_2025海淀期末_细则_细则.pptx,前提,"问原因,侧重原理 ===== SLIDE 17 ===== ===== SLIDE 18 ===== 知识问题 哲学观点表述不准确 (事物)发展的前途...... 量变是质变的必然(必要)前提 实践是认识(发展)的动力,实践是检验(认识)真理性的唯一标准 人民(群众)是历史的创造者,人类(人民群众)是社会历史的主体 人民群众是(推动)社会发展的主体(决定力量) 用矛盾(对立统一)的观点看问题 事物有前进性、上升性(事物发展的前途是光明的,事物发展是前进性和曲折性的统一) 真理(认识)有反复性无限性",verify full stem/options or scoring rule; attach to all-question typology table only after source pairing
2025海淀期末,6,其他复合推理,rubric_or_answer,016_Desktop_2025模拟题_2025各区期末_2025海淀期末_细则_细则.pptx,判断,"如: 角度1- 新事物特点 新事物发展要经历一个从小到大从不完善到完善的过程,新技术不可避免存在弱点和不完善的地方,人们对新技术的认识也有一个过程; 怎么办 看到技术恐惧具有两面性,怎么办 角度2-认识局限 人们对客观事物的认识要受到具体的实践水平的限制,受不同的立场、观点、方法、知识水平、思维能力等条件的限制; 角度3- 承认矛盾 矛盾就是对立统一,要一分为二辩证看问题,技术恐惧具有两面性。人们对技术的担心、质疑,一方面抵制着技术进步,也从另一方面促使新技术及其配套的政策法规不断完善,推动新事物发展; 或矛盾具有普遍性,面对新技术带来的问题,应坚持问题导向,敢于直面矛盾,积极寻找正确方法解决矛盾,应承认矛盾热情支持和保护新事物,促使其成长壮大; 4-价值选择 价值观具有导向作用/正确价值判断和价值选择要符合客观规律,符合人民的根本利益,科技要以人为本,要关注受技术变革冲击的群体,既要有科学精神又要有人文关怀等。 评阅细则:等级 3-5-7 3分 以上任意一个角度,哲学原理1分,对应分析1分,扣题深入解释1分 哲学原理一点深入3分,有技术恐惧的情境但不能分析解释得2分 5分 以上任意两个角度,至少一点深入,得5分",verify full stem/options or scoring rule; attach to all-question typology table only after source pairing
2025西城二模,16,其他复合推理,paper,037_Desktop_2025模拟题_2025各区二模_2025西城二模_试卷_试卷.pdf,推理,"(1)废弃水井变成了动物乐园,请说明背后的哲学智慧。(6 分) (2)已知以下条件: 1勺鸡和雕鸮不会同时出现在同一饮水点。 2若发现岩松鼠的活动痕迹,则一定能找到红嘴蓝鹊。 问题: 工作人员在某雨水收集池同时观察到雕鸮和红嘴蓝鹊,能否确定此时一定有岩松鼠活动?解释推理过 程。(4 分) (3)假定出现了如下情形:改造之后,野生动物的活动增加,导致周边的农田和果园被啃食,村民 要求拆除水源池。请运用所学,针对村民诉求提出解决办法。(4 分) 17.(13 分) 价格治理是宏观经济治理的重要内容。为进一步深化价格改革,完善价格治理机制,中共中央办公厅、",verify full stem/options or scoring rule; attach to all-question typology table only after source pairing
2025顺义一模,10,其他复合推理,paper,033_Desktop_2025模拟题_2025各区一模_2025顺义一模_试卷_试卷.pdf,前提,"技能,执行劳动安全卫生规程,遵守劳动纪律和职业道德。” 第五十八条国家对女职工和未成年工实行特殊劳动保护。 对此,下列说法正确的是( ) A.邓某可以特殊劳动保护的原则和调岗理由缺乏事实依据,依法要求公司履行合同 B.邓某虽未完整履行义务,但公司单方解约违背了协商一致的原则,构成实际违约 C.邓某须以双方自愿订立的有效仲裁协议为前提申请仲裁,这是解决争议的必经程序 D.公司依据《劳动法》规定,认为邓某两天的日志作假是违反职业道德,故解约合法 11.卫先生在搭乘上行自动扶梯时,因帮助其前方的古阿姨站立不稳向后摔倒,古阿姨并未受伤,但卫先 生却因冲击力大且事发突然而摔倒受伤。事后,卫先生自行就医并支付了所有费用。相关部门拟对卫先生 颁发“见义勇为”荣誉证书,需古阿姨对救助情况进行确认却遭到拒绝,卫先生将古阿姨诉至法院。法院依 法判决古阿姨补偿卫先生7000 元。对此,下列看法正确的是( ) 1卫先生因保护古阿姨民事权益使自己受到损害,故由侵权人古阿姨承担民事责任",verify full stem/options or scoring rule; attach to all-question typology table only after source pairing
2025顺义一模,10,其他复合推理,paper,033_Desktop_2025模拟题_2025各区一模_2025顺义一模_试卷_试卷.pdf,前提,"10.A 【详解】A :根据《劳动法》,女职工孕期受特殊保护,公司不得因怀孕降低待遇或解除合同。本案中,公 司仅以主观认为工作日志作假就调岗且要求其去外省,调岗理由缺乏充分事实依据。邓某有权依据特殊劳 动保护原则和不合理调岗情况,要求公司履行原劳动合同 ,A 正确。 B :题干未提及邓某未完整履行义务相关内容,且公司以不合理理由单方解除合同,并非违背协商一致原 则这么简单,主要是违法解除,B 错误。 C :劳动争议申请仲裁,不需要以双方有自愿订立的有效仲裁协议为前提,C 错误。 D :公司仅因两天工作日志内容一致就主观认定作假并解除合同,证据不充分,且在邓某孕期解除合同违 反女职工特殊劳动保护规定,解约不合法,D 错误。 ===== PAGE 12 ===== 第12页/共18页",verify full stem/options or scoring rule; attach to all-question typology table only after source pairing
2025顺义一模,10,其他复合推理,paper,035_GaokaoPolitics_2025各区模拟题_2025各区一模_2025顺义一模_2025北京顺义高三一模政治_教师版_.pdf,前提,"技能,执行劳动安全卫生规程,遵守劳动纪律和职业道德。” 第五十八条国家对女职工和未成年工实行特殊劳动保护。 对此,下列说法正确的是( ) A.邓某可以特殊劳动保护的原则和调岗理由缺乏事实依据,依法要求公司履行合同 B.邓某虽未完整履行义务,但公司单方解约违背了协商一致的原则,构成实际违约 C.邓某须以双方自愿订立的有效仲裁协议为前提申请仲裁,这是解决争议的必经程序 D.公司依据《劳动法》规定,认为邓某两天的日志作假是违反职业道德,故解约合法 11.卫先生在搭乘上行自动扶梯时,因帮助其前方的古阿姨站立不稳向后摔倒,古阿姨并未受伤,但卫先 生却因冲击力大且事发突然而摔倒受伤。事后,卫先生自行就医并支付了所有费用。相关部门拟对卫先生 颁发“见义勇为”荣誉证书,需古阿姨对救助情况进行确认却遭到拒绝,卫先生将古阿姨诉至法院。法院依 法判决古阿姨补偿卫先生7000 元。对此,下列看法正确的是( ) 1卫先生因保护古阿姨民事权益使自己受到损害,故由侵权人古阿姨承担民事责任",verify full stem/options or scoring rule; attach to all-question typology table only after source pairing
2025顺义一模,10,其他复合推理,paper,035_GaokaoPolitics_2025各区模拟题_2025各区一模_2025顺义一模_2025北京顺义高三一模政治_教师版_.pdf,前提,"10.A 【详解】A :根据《劳动法》,女职工孕期受特殊保护,公司不得因怀孕降低待遇或解除合同。本案中,公 司仅以主观认为工作日志作假就调岗且要求其去外省,调岗理由缺乏充分事实依据。邓某有权依据特殊劳 动保护原则和不合理调岗情况,要求公司履行原劳动合同 ,A 正确。 B :题干未提及邓某未完整履行义务相关内容,且公司以不合理理由单方解除合同,并非违背协商一致原 则这么简单,主要是违法解除,B 错误。 C :劳动争议申请仲裁,不需要以双方有自愿订立的有效仲裁协议为前提,C 错误。 D :公司仅因两天工作日志内容一致就主观认定作假并解除合同,证据不充分,且在邓某孕期解除合同违 反女职工特殊劳动保护规定,解约不合法,D 错误。 ===== PAGE 12 ===== 第12页/共18页",verify full stem/options or scoring rule; attach to all-question typology table only after source pairing
2025顺义一模,17,其他复合推理,paper,033_Desktop_2025模拟题_2025各区一模_2025顺义一模_试卷_试卷.pdf,判断,"第6页/共18页 甲:杭州如果有科创基金支持,那么就会成为科创人才高地。乙:杭州除非获得科创基金支持, 否则不能成为科创人才高地。 丙:杭州推进创新活力之城建设,或者需要科创基金支持,或者需要成为科创人才高地。 (1)结合材料,运用《逻辑与思维》知识,写出上述同学判断同时为真的条件,并说明理由。 材料二 2025 年《政府工作报告》指出,“梯度培育创新型企业,促进专精特新中小企业发展壮 大”。 专精特新中小企业创新能力强、发展活力足,是培育新质生产力的重要力量。 专精特新中小企业是指具有“专业化、精细化、特色化、新颖化”特征的中小企业。 北京市在充分融合教育、科技、人才优势的基础上,无事不扰、有求必应,为企业提供全生命周期 服务;上海市扩大中小企业发展专项资金规模,提高支持专精特新中小企业比例;江苏省通过“揭榜挂",verify full stem/options or scoring rule; attach to all-question typology table only after source pairing
2025顺义一模,17,其他复合推理,paper,033_Desktop_2025模拟题_2025各区一模_2025顺义一模_试卷_试卷.pdf,判断;推理;演绎推理,"造稳定、可预期的法治环境。 2政府履行组织社会主义经济建设职能,通过制定产业政策,引导资源合理配置,培育创新型企业。建设 法治政府,打造服务型政府,优化营商环境,减少企业发展的制度性成本。 3 司法机关公正司法,及时解决企业纠纷,保障企业合法权益,让企业安心经营、放心发展。(原卷无答 案,此答案仅供参考) 【分析】背景素材:杭州“六小龙”科创成果;2025 年《政府工作报告》 考点考查:复合判断的演绎推理,国家职能、全面依法治国等相关知识 能力考查:获取和解读信息,调动和运用知识,描述和阐述事物 核心素养:政治认同、科学精神、法治意识 【详解】(1)第一步:审设问,明确主体、作答范围、问题限定和作答角度。本题属于分析说明类主观 题,要求考生写出上述同学判断同时为真的条件,并说明理由。需要调用复合判断的演绎推理的知识,结 合材料甲、乙、丙三位同学的观点进行分析。 第二步:审材料,提取关键词,链接教材知识。",verify full stem/options or scoring rule; attach to all-question typology table only after source pairing
2025顺义一模,17,其他复合推理,paper,035_GaokaoPolitics_2025各区模拟题_2025各区一模_2025顺义一模_2025北京顺义高三一模政治_教师版_.pdf,判断,"第6页/共18页 甲:杭州如果有科创基金支持,那么就会成为科创人才高地。乙:杭州除非获得科创基金支持, 否则不能成为科创人才高地。 丙:杭州推进创新活力之城建设,或者需要科创基金支持,或者需要成为科创人才高地。 (1)结合材料,运用《逻辑与思维》知识,写出上述同学判断同时为真的条件,并说明理由。 材料二 2025 年《政府工作报告》指出,“梯度培育创新型企业,促进专精特新中小企业发展壮 大”。 专精特新中小企业创新能力强、发展活力足,是培育新质生产力的重要力量。 专精特新中小企业是指具有“专业化、精细化、特色化、新颖化”特征的中小企业。 北京市在充分融合教育、科技、人才优势的基础上,无事不扰、有求必应,为企业提供全生命周期 服务;上海市扩大中小企业发展专项资金规模,提高支持专精特新中小企业比例;江苏省通过“揭榜挂",verify full stem/options or scoring rule; attach to all-question typology table only after source pairing
2025顺义一模,17,其他复合推理,paper,035_GaokaoPolitics_2025各区模拟题_2025各区一模_2025顺义一模_2025北京顺义高三一模政治_教师版_.pdf,判断;推理;演绎推理,"造稳定、可预期的法治环境。 2政府履行组织社会主义经济建设职能,通过制定产业政策,引导资源合理配置,培育创新型企业。建设 法治政府,打造服务型政府,优化营商环境,减少企业发展的制度性成本。 3 司法机关公正司法,及时解决企业纠纷,保障企业合法权益,让企业安心经营、放心发展。(原卷无答 案,此答案仅供参考) 【分析】背景素材:杭州“六小龙”科创成果;2025 年《政府工作报告》 考点考查:复合判断的演绎推理,国家职能、全面依法治国等相关知识 能力考查:获取和解读信息,调动和运用知识,描述和阐述事物 核心素养:政治认同、科学精神、法治意识 【详解】(1)第一步:审设问,明确主体、作答范围、问题限定和作答角度。本题属于分析说明类主观 题,要求考生写出上述同学判断同时为真的条件,并说明理由。需要调用复合判断的演绎推理的知识,结 合材料甲、乙、丙三位同学的观点进行分析。 第二步:审材料,提取关键词,链接教材知识。",verify full stem/options or scoring rule; attach to all-question typology table only after source pairing
2025顺义一模,4,其他复合推理,paper,033_Desktop_2025模拟题_2025各区一模_2025顺义一模_试卷_试卷.pdf,结论,"...... ...... 数据来源:国家统计局发布第二次、第三次全国时间利用调查公报 对比两次调查公报的部分内容,下列说法正确的是( ) 1调查结果具有直接现实性,能客观反映居民生活模式和生活质量状况 2居民互联网使用时间的大幅增加反映出生活方式与信息技术的深刻互动 3调查结论具有相对独立性,是党和政府制定完善社会民生政策的基础 4居民更加注重健身、学习等内容是基于价值判断基础上做出的价值选择 A.13 B.14 C.23 D.24 5.下列命题中,与“这篇散文不但文笔生动,而且富有哲理。”相矛盾的是( )",verify full stem/options or scoring rule; attach to all-question typology table only after source pairing
2025顺义一模,4,其他复合推理,paper,033_Desktop_2025模拟题_2025各区一模_2025顺义一模_试卷_试卷.pdf,判断,"...... 数据来源:国家统计局发布第二次、第三次全国时间利用调查公报 对比两次调查公报的部分内容,下列说法正确的是( ) 1调查结果具有直接现实性,能客观反映居民生活模式和生活质量状况 2居民互联网使用时间的大幅增加反映出生活方式与信息技术的深刻互动 3调查结论具有相对独立性,是党和政府制定完善社会民生政策的基础 4居民更加注重健身、学习等内容是基于价值判断基础上做出的价值选择 A.13 B.14 C.23 D.24 5.下列命题中,与“这篇散文不但文笔生动,而且富有哲理。”相矛盾的是( ) A.这篇散文不但文笔不生动,而且不富有哲理。",verify full stem/options or scoring rule; attach to all-question typology table only after source pairing
2025顺义一模,4,其他复合推理,paper,035_GaokaoPolitics_2025各区模拟题_2025各区一模_2025顺义一模_2025北京顺义高三一模政治_教师版_.pdf,结论,"...... ...... 数据来源:国家统计局发布第二次、第三次全国时间利用调查公报 对比两次调查公报的部分内容,下列说法正确的是( ) 1调查结果具有直接现实性,能客观反映居民生活模式和生活质量状况 2居民互联网使用时间的大幅增加反映出生活方式与信息技术的深刻互动 3调查结论具有相对独立性,是党和政府制定完善社会民生政策的基础 4居民更加注重健身、学习等内容是基于价值判断基础上做出的价值选择 A.13 B.14 C.23 D.24 5.下列命题中,与“这篇散文不但文笔生动,而且富有哲理。”相矛盾的是( )",verify full stem/options or scoring rule; attach to all-question typology table only after source pairing
2025顺义一模,4,其他复合推理,paper,035_GaokaoPolitics_2025各区模拟题_2025各区一模_2025顺义一模_2025北京顺义高三一模政治_教师版_.pdf,判断,"...... 数据来源:国家统计局发布第二次、第三次全国时间利用调查公报 对比两次调查公报的部分内容,下列说法正确的是( ) 1调查结果具有直接现实性,能客观反映居民生活模式和生活质量状况 2居民互联网使用时间的大幅增加反映出生活方式与信息技术的深刻互动 3调查结论具有相对独立性,是党和政府制定完善社会民生政策的基础 4居民更加注重健身、学习等内容是基于价值判断基础上做出的价值选择 A.13 B.14 C.23 D.24 5.下列命题中,与“这篇散文不但文笔生动,而且富有哲理。”相矛盾的是( ) A.这篇散文不但文笔不生动,而且不富有哲理。",verify full stem/options or scoring rule; attach to all-question typology table only after source pairing
