idx,module,original_node,final_node,title,paper_paths,rubric_paths,paper_extract_status,rubric_extract_status,paper_text_paths,rubric_text_paths,paper_basis_short,rubric_basis_short,original_source_evidence_status,adjudication_status,node_adjudication,review_opinion_adjudication,verdict,final_action,source_based_reason,student_body_gate
66,三、创新思维,发散思维与聚合思维,发散思维与聚合思维,2. 2026丰台二模 第21题（主观题）,/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026丰台二模/试卷/2026北京丰台高三二模政治（教师版）.pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026丰台二模/细则/2026丰台区二模主观题阅卷细则(1).pptx,2026北京丰台高三二模政治（教师版）.pdf:ok:16820,2026丰台区二模主观题阅卷细则(1).pptx:ok:14707,选必三双宝典_哲学宝典完全对齐返工_2026-05-25/06_candidate_audit/original_source_recheck_20260528/source_text_from_originals/14707229fbcf_2026北京丰台高三二模政治_教师版_.pdf.txt,选必三双宝典_哲学宝典完全对齐返工_2026-05-25/06_candidate_audit/original_source_recheck_20260528/source_text_from_originals/b1957e7e0935_2026丰台区二模主观题阅卷细则_1_.pptx.txt,[2026北京丰台高三二模政治（教师版）.pdf | question_no_terms] [[PAGE 1]] 书 书 书 高三思想政治 /G21 第 /G22/G21/G21/G21/G21 页 /G21 共 /G22/G22 页 /G22 北京市丰台区 /G23/G24/G23/G25/G26/G23/G24/G23/G27 学年度第二学期综合练习 /G21 二 /G22 高三思想政治 姓名 /G23 /G21/G21/G21/G21/G21/G21/G21/G21/G21/G21 准考证号 /G23 /G21/G21/G21/G21/G21/G21/G21/G21 /G21/G21 本试卷共 /G22/G22 页 /G24 /G22/G24/G24 分 /G25 考试时长 /G28/G24 分钟 /G2,[2026丰台区二模主观题阅卷细则(1).pptx | node_or_question_terms] 力供给、强化产业基础研究、推进数据要素集聚、加快大模型创新应用、打造一流发展环境等方面推动北京通用人工智能产业发展。目前，北京已拥有人工智能核心企业 1000 多家，全面覆盖人工智能芯片、深度学习框架、图像语音语义识别等领域。 （ 2 ） 结合材料一和材料二，运用 《 经济与社会 》 知识，就如何发展新质生产力提出建议，并说明理由。 参考答案：（ 2 ）可从人才培养、研发投入、因地制宜、有效市场和有为政府更好结合等角度作答。如 从其他角度回答，符合题意，亦可酌情给分。 五、复练试题 [[ppt/slides/slide46.xml]] 缘起 · 为什么选择公园？ 这里蕴藏着丰富的自然教育资源 实践·乐学公园怎,text_evidence_extracted_from_originals,ADJUDICATED_FROM_ORIGINAL_SOURCE,accept_keep_node,no_review_note,PASS_CORE_SUPPORTED,keep_entry,原始试卷/细则路径已重新打开或抽取；节点与原始评分口径相容。,ALLOW_AFTER_PATCH
67,三、创新思维,发散思维与聚合思维,发散思维与聚合思维,3. 2026朝阳期中(2025-11) 第21题第（2）问（主观题）,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026朝阳期中/试卷/试卷.pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026朝阳期中/细则/细则.docx,试卷.pdf:ok:8301,细则.docx:ok:4749,选必三双宝典_哲学宝典完全对齐返工_2026-05-25/06_candidate_audit/original_source_recheck_20260528/source_text_from_originals/cdafdcaa0136_试卷.pdf.txt,选必三双宝典_哲学宝典完全对齐返工_2026-05-25/06_candidate_audit/original_source_recheck_20260528/source_text_from_originals/763b7470b96b_细则.docx.txt,[试卷.pdf | question_no_terms] 材三 习近平总书记指出:“中国人民在抗日战争的壮阔进程中孕育出伟大抗战精神，向世界展示了 天下兴亡、匹夫有责的爱国情怀，视死如归、宁死不屈的民族气节，不畏强暴、血战到底的英雄气概，百 折不挠、坚忍不拔的必胜信念。 ”在新时代继承和弘扬伟大抗战精神，要从中华民族精神的发展和全民族 众志成城奋勇抗战的实践方面深刻领会其丰富内涵。 结合上述材料，运用《哲学与文化》知识，为本期特刊写一篇卷首语。 要求:（1）紧扣主题，逻辑清晰； （2）学科术语使用规范； （3）总字数在 200 字左右。 20. 当前，世界百年未有之大变局加速演进，新一轮科技革命和产业变革深入发展，国际力量对比深刻调整， 我国发展面临新的战略机遇。同时，逆全球化思潮抬头，单边主义、保护主义明显上,[细则.docx | node_or_question_terms] 换：以人民中心） 更加认同中华优秀传统文化和社会主义先进文化，有利于优秀文化的传承和发展， 增强文化自信。 （替换：文化强国） （3）逻辑链条1分 21.（2）结合材料二，运用《逻辑与思维》知识，说明该市是如何运用创新思维将人文底蕴转化为经济发展优势的。（6分） ①该市运用超前思维，有计划、有目的地了解本地人文底蕴优势，合理预测人们消费趋势及旅游期待，作出城市发展理念的转变，从传统工业城市向网红旅游目的地转化。（2分） ②该市运用联想思维，进行了有跨越的联结，将冰雪资源与音乐、文化叙事等相融合，形成沉浸式体验，激发人们消费潜力。（2分） ③对事物的存在状态作转换性思考，如使静态建筑转化为动态文化场景，平整路面形成时空折叠的步行剧场，打造消费新,text_evidence_extracted_from_originals,ADJUDICATED_FROM_ORIGINAL_SOURCE,accept_keep_node,review_note_removed_or_converted_to_backend_audit,P3_NOTE_VALIDITY_NOT_FULLY_BLOCKING_MOVE_TO_AUDIT,removed_audit_note_blocks,原始试卷/细则路径已重新打开或抽取；节点与原始评分口径相容。 Word中的审稿/提示块只进后台，不留学生正文。,ALLOW_AFTER_PATCH
68,三、创新思维,发散思维与聚合思维,发散思维与聚合思维,4. 2026海淀一模 第17题（建议部分）（主观题）,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026海淀一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026海淀一模/细则/细则.pdf,试卷.pdf:empty_text_needs_visual:0,细则.pdf:ok:2215,选必三双宝典_哲学宝典完全对齐返工_2026-05-25/06_candidate_audit/original_source_recheck_20260528/source_text_from_originals/184e191a3ddd_试卷.pdf.txt,选必三双宝典_哲学宝典完全对齐返工_2026-05-25/06_candidate_audit/original_source_recheck_20260528/source_text_from_originals/14176e949dd0_细则.pdf.txt,,[细则.pdf | node_or_question_terms] 角度提出。 （以上任意两个角度，建议与知识准确匹配，可得 4 分，一个角度 2 分）。 只有知识，只有建议，只得一分。 从科学思维出发 示例： • 科学思维追求认识的客观性，调研活动应该从实际出发，了解真实存在的问题和需求，再据 此设计选项，确保问题来源于客观事实，而非主观想象。 • 科学思维结果具有可检验性，调研结束后，通过实地测量、对比不同人群的回答、或与相关 部门数据比对，检验结论是否可靠，经得起实践反复检验。 • …… 从逻辑思维规则出发 示例： • 提高不完全归纳推理结论的可靠程度，需要在认识对象与有关现象之间寻找因果联系。比如 运用求异法，选择条件相似的两个片区，设置不同的机制，对比两片区的效果。 [[PAGE 3]] 高三思想政治,partial_text_evidence_extracted_from_originals,ADJUDICATED_FROM_ORIGINAL_SOURCE,accept_keep_node,no_review_note,PASS_CORE_SUPPORTED,keep_entry,原始试卷/细则路径已重新打开或抽取；节点与原始评分口径相容。,ALLOW_AFTER_PATCH
69,三、创新思维,发散思维与聚合思维,发散思维与聚合思维,5. 2024丰台一模 第19题第（2）问（主观题）,/Users/wanglifei/Desktop/2024模拟题/丰台一模/试卷/补充材料/2024北京丰台高三一模政治试题及答案.pdf ; /Users/wanglifei/Desktop/2024模拟题/丰台一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2024模拟题/丰台一模/细则/细则.docx,2024北京丰台高三一模政治试题及答案.pdf:ok:9190 | 试卷.pdf:ok:998,细则.docx:ok:4559,选必三双宝典_哲学宝典完全对齐返工_2026-05-25/06_candidate_audit/original_source_recheck_20260528/source_text_from_originals/60a70dc180c6_2024北京丰台高三一模政治试题及答案.pdf.txt ; 选必三双宝典_哲学宝典完全对齐返工_2026-05-25/06_candidate_audit/original_source_recheck_20260528/source_text_from_originals/a2905154bbd4_试卷.pdf.txt,选必三双宝典_哲学宝典完全对齐返工_2026-05-25/06_candidate_audit/original_source_recheck_20260528/source_text_from_originals/04f136a5f8d1_细则.docx.txt,[2024北京丰台高三一模政治试题及答案.pdf | prompt_exact_or_normalized] 济逻辑。 (9 分) [[PAGE 6]] 第6页/共9页 19.(8 分)北京市某校学生在参加模拟政协活动时，围绕垃圾分类问题进行了如下探讨。 目前，垃圾分类已在全国各地广泛开展。从现实来看，垃圾分类意识已经深入人 心，但垃圾分类知识宣传还有不足，分类错误现象依旧存在，商品包装上的垃圾分 类标识率仍然不高······我建议可以选择其中一个小切入点来研究 我对视频、日用品、生鲜等不同类别的 219 件商品进行调研，发现其中仅 39 件商 品包装上有明确的垃圾分类标识，而且极少商品标记出商品内包装、外包装以及商 品的具体分类类别。我们认为：_______①_______，就能方便人们正确进行垃圾分 类。 ,[细则.docx | node_or_question_terms] 质生产力，最后落回到制度保障 1分 19（1）.根据上下文，将划线①处补充完整，使其成为一个符合逻辑规则的真判断。（2分） 19（2）.在划线②处不全两种具体研究方法，并运用科学思维知识分别说明理由。（6分） 参考答案： 19.(1)(2分)如果能够在商品外包装上印上垃圾分类标识 19.(2)(6分)可以从头脑风暴法、问卷调查法、访谈法等角度作。 示例:采用问卷调查法。 理由:科学思维追求认识的客观性、结果的预见性。在主题研究中，为了解真实情况，可以运用超前思维，采用问卷调查的方法有计划且系统的收集可参考的数据或资料:对调查搜集到的大量资料进行分析、综合、比较、归纳，能够更深入地认识主题、研究问题，从而为做好主题研究作出正确的判断和预测。 拓,text_evidence_extracted_from_originals,ADJUDICATED_FROM_ORIGINAL_SOURCE,accept_keep_node_with_constraints,redline_accepted_as_backend_constraint_not_student_body,ACCEPT_AS_AUXILIARY_WITH_REDLINE_REMOVED,removed_audit_note_blocks;kept_auxiliary_answer_removed_redline_note,原细则要求卷面具体研究方法必须写问卷调查法、访谈法等；发散聚合只能用于理由/拓展说明，不能当作“具体研究方法”。本条可保留但答案必须强调具体方法优先，红线转后台。,ALLOW_AFTER_PATCH
70,三、创新思维,逆向思维,逆向思维,1. 2025房山一模 第16题第（3）问（主观题）,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/claudecode_lane_B_full_rerun_2026-05-04/source_inventory/extracted/2025/2025房山一模/2025各区一模__2025房山一模__试卷__试卷.pdf.txt,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/claudecode_lane_B_full_rerun_2026-05-04/source_inventory/extracted/2025/2025房山一模/2025各区一模__2025房山一模__细则__细则.pdf.txt,2025各区一模__2025房山一模__试卷__试卷.pdf.txt:ok:16016,2025各区一模__2025房山一模__细则__细则.pdf.txt:ok:3873,选必三双宝典_哲学宝典完全对齐返工_2026-05-25/06_candidate_audit/original_source_recheck_20260528/source_text_from_originals/e6d9bf52014b_2025各区一模__2025房山一模__试卷__试卷.pdf.txt.txt,选必三双宝典_哲学宝典完全对齐返工_2026-05-25/06_candidate_audit/original_source_recheck_20260528/source_text_from_originals/00e6568e481f_2025各区一模__2025房山一模__细则__细则.pdf.txt.txt,[2025各区一模__2025房山一模__试卷__试卷.pdf.txt | prompt_exact_or_normalized] 星宿图等文物及其背后的历史故事。 同学乙走进殷墟博物馆新馆，很震撼。博物馆运用了裸眼 3D 技术，将跪坐玉人、亚长牛尊等 20 多件商代 珍贵文物，在同一空间生动呈现。同时，文物展柜采用了数字虚拟影像技术，与静态文物进行叠加，能立 体化感受文物魅力，有很多游客前去参观。 同学丙有的博物馆门可罗雀，有的一票难求，有的人头攒动、展厅嘈杂，有的显示屏在闪、在发出声 音。也有一种比较浮躁的现象，比如有相当一部分人直奔盖章处集章，或者只在几个明星文物前拍照打卡。 第4页/共16页 ===== Page 5 ===== （1）综合材料，运用《哲学与文化》知识，谈谈如何看待“博物馆热”。 （2）,[2025各区一模__2025房山一模__细则__细则.pdf.txt | node_or_question_terms] 为（1分） 哲学（3分）： 要树立正确的价值观、或者正确的价值判断和价值选择（1分） 用一分为二全面的观点去看问题（2分）、或者写矛盾、辩证的看问题（1分） 以上两点均没有，或者只写其中一点的，写联系、发展、具体问题具体分析、一切从实际出发、正 确的意识等（1 分） （2）（4分） 示例1： 具有教育功能的场所是保护和传承人类文明的重要殿堂； 博物馆是具有教育功能的场所； 所以，博物馆是保护和传承人类文明的重要殿堂。 细则： 前提为真，推理结构正确（符合三段论基本规则）4分 只写出前提（正确），没写结论3分 其他错误不得分 （3）（4分） 示例： ①运用发散思维中的借用方法，开发“考古探秘,text_evidence_extracted_from_originals,ADJUDICATED_FROM_ORIGINAL_SOURCE,accept_keep_node,no_review_note,PASS_CORE_SUPPORTED,keep_entry,原始试卷/细则路径已重新打开或抽取；节点与原始评分口径相容。,ALLOW_AFTER_PATCH
71,三、创新思维,逆向思维,逆向思维,2. 2025昌平二模 第19题（主观题）,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025昌平二模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025昌平二模/细则/细则.pptx,试卷.pdf:ok:9831,细则.pptx:ok:8953,选必三双宝典_哲学宝典完全对齐返工_2026-05-25/06_candidate_audit/original_source_recheck_20260528/source_text_from_originals/f67354a12eea_试卷.pdf.txt,选必三双宝典_哲学宝典完全对齐返工_2026-05-25/06_candidate_audit/original_source_recheck_20260528/source_text_from_originals/2df7863ec9eb_细则.pptx.txt,[试卷.pdf | prompt_exact_or_normalized] 结合材料，运用《经济与社会》知识，谈谈对“民营经济是推动中国式现代化的生力军”的理解。 颜真卿《祭侄文稿》 《黄州寒食帖》 苏轼《黄州寒食帖》 企业家甲:“民营企业实现高质量发展，就要聚焦主责主业，敢于担当、善作善为。我们有能力也 有信心持续推动科技创新，不断把企业做大，更好实现人们对美好生活的向往。 ” 企业家乙:“作为一家互联网平台企业，我们将坚持定位，帮助大家吃得更好、生活更好，同时走 出国门、积极参与国际竞争。 相关部委负责人:“坚决破除市场准入、要素获取的障碍，推动解决拖欠民营企业账款问题，认真 落实各项助企纾困政策，积极营造关心支持民营经济发展的良好氛围。 ” [[PAGE 6]] 第6页/共11页 18.（ 8 分）中国式,[细则.pptx | node_or_question_terms] 政治的本质属性，是 最广泛、最真实、最管用的民主 （ 1 分，替代： 不仅有完整的制度程序，而且有完整的参与实践 ） ● 人民代表大会制度 是我国的根本政治制度， 人大代表作为国家权力机关的组成人员 （二选一， 1 分 ） ●人大代表 与人民群众保持密切联系 ， 帮助所在地方政府推进工作 ， 努力为人民服务 ，等 （选一， 1 分 ） ● 基层群众自治制度 是我国的基本政治制度 （ 1 分 ） ● 依法进行 民主协商 、 民主管理 、 民主决策 ， （任意 1 个， 1 分，替代：发挥 协商民主 的优势 ） ● 全过程人民民主在党的领导下，坚持 以人民为中心 ， 解决人民需要解决的实际问题 （任意 1 个， 1 分，替代： 人民主体地位 、 ,text_evidence_extracted_from_originals,ADJUDICATED_FROM_ORIGINAL_SOURCE,accept_keep_node,review_note_removed_or_converted_to_backend_audit,P3_NOTE_VALIDITY_NOT_FULLY_BLOCKING_MOVE_TO_AUDIT,removed_audit_note_blocks,原始试卷/细则路径已重新打开或抽取；节点与原始评分口径相容。 Word中的审稿/提示块只进后台，不留学生正文。,ALLOW_AFTER_PATCH
72,三、创新思维,逆向思维,逆向思维,3. 2026朝阳期中(2025-11) 第21题第（2）问（主观题）,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026朝阳期中/试卷/试卷.pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026朝阳期中/细则/细则.docx,试卷.pdf:ok:8301,细则.docx:ok:4749,选必三双宝典_哲学宝典完全对齐返工_2026-05-25/06_candidate_audit/original_source_recheck_20260528/source_text_from_originals/cdafdcaa0136_试卷.pdf.txt,选必三双宝典_哲学宝典完全对齐返工_2026-05-25/06_candidate_audit/original_source_recheck_20260528/source_text_from_originals/763b7470b96b_细则.docx.txt,[试卷.pdf | question_no_terms] 材三 习近平总书记指出:“中国人民在抗日战争的壮阔进程中孕育出伟大抗战精神，向世界展示了 天下兴亡、匹夫有责的爱国情怀，视死如归、宁死不屈的民族气节，不畏强暴、血战到底的英雄气概，百 折不挠、坚忍不拔的必胜信念。 ”在新时代继承和弘扬伟大抗战精神，要从中华民族精神的发展和全民族 众志成城奋勇抗战的实践方面深刻领会其丰富内涵。 结合上述材料，运用《哲学与文化》知识，为本期特刊写一篇卷首语。 要求:（1）紧扣主题，逻辑清晰； （2）学科术语使用规范； （3）总字数在 200 字左右。 20. 当前，世界百年未有之大变局加速演进，新一轮科技革命和产业变革深入发展，国际力量对比深刻调整， 我国发展面临新的战略机遇。同时，逆全球化思潮抬头，单边主义、保护主义明显上,[细则.docx | node_or_question_terms] 循环，助力构建新发展格局，促进经济高质量发展。（前面都没有可给1分） （2）“文化传承与创新”角度4分： 传承与发展2分 对人1分 文化自信1分 ③开展人文经济学研究，有助于促进经济与人文的良性互动，经济的发展为优秀文化的传承与创新提供物质与技术保障， 对文化的消费让人们在生活体验中感受优秀文化魅力，丰富精神世界、增强精神力量，（替换：以人民中心） 更加认同中华优秀传统文化和社会主义先进文化，有利于优秀文化的传承和发展， 增强文化自信。 （替换：文化强国） （3）逻辑链条1分 21.（2）结合材料二，运用《逻辑与思维》知识，说明该市是如何运用创新思维将人文底蕴转化为经济发展优势的。（6分） ①该市运用超前思维，有计划、有目的地了解本地人文底蕴,text_evidence_extracted_from_originals,ADJUDICATED_FROM_ORIGINAL_SOURCE,accept_keep_node,review_note_removed_or_converted_to_backend_audit,P3_NOTE_VALIDITY_NOT_FULLY_BLOCKING_MOVE_TO_AUDIT,removed_audit_note_blocks,原始试卷/细则路径已重新打开或抽取；节点与原始评分口径相容。 Word中的审稿/提示块只进后台，不留学生正文。,ALLOW_AFTER_PATCH
73,三、创新思维,超前思维,超前思维,1. 2024西城一模 第19题第（5）问（主观题）,/Users/wanglifei/Desktop/2024模拟题/西城一模/试卷/试卷.docx,/Users/wanglifei/Desktop/2024模拟题/西城一模/细则/细则.docx,试卷.docx:ok:6143,细则.docx:ok:3045,选必三双宝典_哲学宝典完全对齐返工_2026-05-25/06_candidate_audit/original_source_recheck_20260528/source_text_from_originals/359083f91cd3_试卷.docx.txt,选必三双宝典_哲学宝典完全对齐返工_2026-05-25/06_candidate_audit/original_source_recheck_20260528/source_text_from_originals/461b3fdcd830_细则.docx.txt,[试卷.docx | prompt_exact_or_normalized] 发展的状况。（3分） 我国新型举国体制不断完善，为国民经济和社会发展主要领域提供支撑、保障和引领。 （2）有研究者给“举国体制”下了一个定义。阅读文本信息，按下图中的序号写出其构成。（2分） （3）“举国体制”与“新型举国体制”的外延是 关系。（1分） 党的十九届四中、五中全会均提出构建社会主义市场经济条件下关键核心技术攻关新型举国体制。党的二十大报告强调健全新型举国体制，提出加快实施创新驱动发展战略，强化企业科技创新主体地位，发挥科技型骨干企业引领支撑作用，营造有利于科技型中小微企业成长的良好环境，推动创新链产业链资金链人才链深度融合。 从中央到地方都在加大对未来产业的布局。从2024年各地政府工作报告看，过半数省份在部署工作时提出,[细则.docx | node_or_question_terms] 府作用和市场机制的有机结合。（3分） ④新型举国体制成为国家治理体系的重要组成部分。（2分） 细则： ②替换：国家发展。可答促进我国发展、促进国民经济持续健康发展、促进我国高质量发展。2分 ③替换：有为政府和有效市场相结合。如只答“市场决定”或“政府发挥宏观调控的作用”，给2分，市场、政府两个维度都出现共3分。 ④替换：中央引导地方合理规划未来产业。 如从“集中力量办大事”角度作答给1-2分，本小问得分不超过满分。 如从“民主集中制”角度作答，给1分。 如从“重视科技创新，牵引全域创新”角度作答给1分，本小问得分不超过满分。 注意，本题抄材料不给分。 本小题答一句以上的，至少给1分。半句的不算 【附中补充版】新型举国体制适用范围，主要针对面向,text_evidence_extracted_from_originals,ADJUDICATED_FROM_ORIGINAL_SOURCE,accept_keep_node,no_review_note,P3_PROMPT_MINOR_DELTA,keep_entry,原始试卷/细则路径已重新打开或抽取；节点与原始评分口径相容。,ALLOW_AFTER_PATCH
74,三、创新思维,超前思维,超前思维,2. 2024东城一模 第18题第（3）问（主观题）,/Users/wanglifei/Desktop/2024模拟题/2024东城一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2024模拟题/2024东城一模/细则/细则.pptx,试卷.pdf:empty_text_needs_visual:0,细则.pptx:ok:11221,选必三双宝典_哲学宝典完全对齐返工_2026-05-25/06_candidate_audit/original_source_recheck_20260528/source_text_from_originals/a1c55f582bad_试卷.pdf.txt,选必三双宝典_哲学宝典完全对齐返工_2026-05-25/06_candidate_audit/original_source_recheck_20260528/source_text_from_originals/1f17f2c91d92_细则.pptx.txt,原卷PDF文本抽取不稳定，已使用原卷渲染页作视觉核验候选：选必三双宝典_哲学宝典完全对齐返工_2026-05-25/06_candidate_audit/source_backcheck_images_v4/2024东城一模试卷/page_08.png; 选必三双宝典_哲学宝典完全对齐返工_2026-05-25/06_candidate_audit/source_backcheck_images_v4/2024东城一模试卷/page_09.png; 选必三双宝典_哲学宝典完全对齐返工_2026-05-25/06_candidate_audit/source_backcheck_images_v4/2024东城一模试卷/page_04.png,[细则.pptx | node_or_question_terms] 试题回顾 】 [[ppt/slides/slide49.xml]] 市人大作为地方国家权力机关，调研北京中轴线申遗工作的推进情况，开展执法检查，依法行使对行政机关的监督权。人大代表充分表达民意，依法履行职责，帮助人民政府推进工作。这一系列活动落实了全过程人民民主，推动了申遗工作。 人大是国家权力机关（ 1 分） 通过调研、执法检查，行使监督权（只要出来监督即可拿到 2 分，没出来若有调研可得 1 分）（ 2 分） 人大 / 人大代表与人民的关系（密切联系群众 / 反映民意、听取群众意见和建议等）（ 2 分） 帮助政府推进工作 / 提高行政效率；或全过程人民民主（人民当家作主、发扬民主）（ 1 分） [[ppt/slides/slide50.x,partial_text_evidence_extracted_from_originals;paper_visual_or_ocr_recovery_available,ADJUDICATED_FROM_ORIGINAL_SOURCE,accept_keep_node,no_review_note,PASS_CORE_SUPPORTED,keep_entry,原始试卷/细则路径已重新打开或抽取；节点与原始评分口径相容。,ALLOW_AFTER_PATCH
75,三、创新思维,超前思维,超前思维,3. 2026顺义二模 第21题（主观题）,/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026顺义二模/试卷/26顺义二模(1).pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026顺义二模/细则/26顺义二模评标.doc,26顺义二模(1).pdf:empty_text_needs_visual:0,26顺义二模评标.doc:ok:6517,选必三双宝典_哲学宝典完全对齐返工_2026-05-25/06_candidate_audit/original_source_recheck_20260528/source_text_from_originals/d421a3c0899e_26顺义二模_1_.pdf.txt,选必三双宝典_哲学宝典完全对齐返工_2026-05-25/06_candidate_audit/original_source_recheck_20260528/source_text_from_originals/57615a84450c_26顺义二模评标.doc.txt,原卷PDF文本抽取不稳定，已使用原卷渲染页作视觉核验候选：选必三双宝典_哲学宝典完全对齐返工_2026-05-25/06_candidate_audit/source_backcheck_images_v1/2026顺义二模/page_08.png; 选必三双宝典_哲学宝典完全对齐返工_2026-05-25/06_candidate_audit/source_backcheck_images_v1/2026顺义二模/page_09.png; 选必三双宝典_哲学宝典完全对齐返工_2026-05-25/06_candidate_audit/source_backcheck_images_v1/2026顺义二模/page_04.png,[26顺义二模评标.doc | node_or_question_terms] 角度一——根植文脉底蕴，激活传统智慧时代价值】（必修4——文化知识） “先见” 与 “远虑” 是中华民族历经千年积淀的战略思维与治理智慧，是中华优秀传统文化的重要精华，深刻契合当代治国理政需求，能够助力国家在复杂变局中预判趋势、防范风险，于不确定性中把握发展主动权，为中国式现代化筑牢深厚文化根基，提供持久精神滋养。 【具体角度二——依托党的引领，实现传统智慧创新升华】 ●（必修3——党的领导）中国共产党以马克思主义科学理论为指导，推动中华优秀传统文化创造性转化、创新性发展，将 “先见”“远虑” 与马克思主义中国化时代化成果深度融通，赋予传统理政智慧科学性、人民性与实践性，激活传统文化基因，坚定文化自信，让古老智慧成为新时代治国理政的,partial_text_evidence_extracted_from_originals;paper_visual_or_ocr_recovery_available,ADJUDICATED_FROM_ORIGINAL_SOURCE,accept_keep_node,no_review_note,PASS_CORE_SUPPORTED,keep_entry,原始试卷/细则路径已重新打开或抽取；节点与原始评分口径相容。,ALLOW_AFTER_PATCH
76,三、创新思维,超前思维,超前思维,4. 2026朝阳期中(2025-11) 第21题第（2）问（主观题）,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026朝阳期中/试卷/试卷.pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026朝阳期中/细则/细则.docx,试卷.pdf:ok:8301,细则.docx:ok:4749,选必三双宝典_哲学宝典完全对齐返工_2026-05-25/06_candidate_audit/original_source_recheck_20260528/source_text_from_originals/cdafdcaa0136_试卷.pdf.txt,选必三双宝典_哲学宝典完全对齐返工_2026-05-25/06_candidate_audit/original_source_recheck_20260528/source_text_from_originals/763b7470b96b_细则.docx.txt,[试卷.pdf | question_no_terms] 材三 习近平总书记指出:“中国人民在抗日战争的壮阔进程中孕育出伟大抗战精神，向世界展示了 天下兴亡、匹夫有责的爱国情怀，视死如归、宁死不屈的民族气节，不畏强暴、血战到底的英雄气概，百 折不挠、坚忍不拔的必胜信念。 ”在新时代继承和弘扬伟大抗战精神，要从中华民族精神的发展和全民族 众志成城奋勇抗战的实践方面深刻领会其丰富内涵。 结合上述材料，运用《哲学与文化》知识，为本期特刊写一篇卷首语。 要求:（1）紧扣主题，逻辑清晰； （2）学科术语使用规范； （3）总字数在 200 字左右。 20. 当前，世界百年未有之大变局加速演进，新一轮科技革命和产业变革深入发展，国际力量对比深刻调整， 我国发展面临新的战略机遇。同时，逆全球化思潮抬头，单边主义、保护主义明显上,[细则.docx | node_or_question_terms] 文经济学研究，有助于培育以爱国主义为核心的民族精神、正确的价值观、良好的道德水平，为经济发展提供精神动力和智力支持， 激发生产积极性和创造力，提高生产效率；（替换：供给侧结构性改革等） 规范市场主体的行为，促进诚信经营，维护公平公正的市场秩序。（出1点即可） ②开展人文经济学研究，有助于提升文化审美与感受，转变消费理念，提升消费水平和品质，促进消费升级。（出1点即可） 从而在整体上促进经济循环，助力构建新发展格局，促进经济高质量发展。（前面都没有可给1分） （2）“文化传承与创新”角度4分： 传承与发展2分 对人1分 文化自信1分 ③开展人文经济学研究，有助于促进经济与人文的良性互动，经济的发展为优秀文化的传承与创新提供物质与技术保障， 对文,text_evidence_extracted_from_originals,ADJUDICATED_FROM_ORIGINAL_SOURCE,accept_keep_node,review_note_removed_or_converted_to_backend_audit,P3_NOTE_VALIDITY_NOT_FULLY_BLOCKING_MOVE_TO_AUDIT,removed_audit_note_blocks,原始试卷/细则路径已重新打开或抽取；节点与原始评分口径相容。 Word中的审稿/提示块只进后台，不留学生正文。,ALLOW_AFTER_PATCH
