idx,module,node,title,paper_paths,rubric_paths,source_index_rows,path_mapping_status,current_prompt,current_answer,current_extra_labels
65,三、创新思维,发散思维与聚合思维,1. 2025东城期末 第18题第（2）问（主观题）,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025东城期末/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025东城期末/细则/补充材料/东城期末.pptx,65 ; 80,mapped_from_old_table_as_locator_only,（2）结合材料，运用《逻辑与思维》知识，说明登月服设计是如何体现创新思维的。（4分）,登月服设计体现发散思维与聚合思维相结合：先围绕月面行走、攀爬、驾车、科考、防热、防尘、防眩光等任务多向展开功能设想，充分打开未来月面活动可能遇到的需求；再把这些功能聚焦到保障航天员安全、高效完成登月任务这一中心上，使多种设计点服务同一个核心目标。,
66,三、创新思维,发散思维与聚合思维,2. 2026丰台二模 第21题（主观题）,/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026丰台二模/试卷/2026北京丰台高三二模政治（教师版）.pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026丰台二模/细则/2026丰台区二模主观题阅卷细则(1).pptx,54 ; 66,mapped_from_old_table_as_locator_only,结合材料，运用创新思维，分析该区是如何让公园成为乐学之地的。（6分）,该区围绕公园育人功能，先从生态、劳动、人文等基础模块出发，鼓励学校开发各具特色的校本课程，打开公园资源进入教育教学的多种可能；再聚合学校、公园、文旅、科协和街道等资源，把课程、场地、师资和活动组织起来，围绕乐学目标形成协同育人生态圈，使学生能够享受高品质的乐学课程。,
67,三、创新思维,发散思维与聚合思维,3. 2026朝阳期中(2025-11) 第21题第（2）问（主观题）,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026朝阳期中/试卷/试卷.pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026朝阳期中/细则/细则.docx,50 ; 63 ; 68 ; 74 ; 78,mapped_from_old_table_as_locator_only,结合材料二，运用《逻辑与思维》知识，说明该市是如何运用创新思维将人文底蕴转化为经济发展优势的。（6分）,"该市运用发散思维，突破传统物理景观局限，从冰雪资源、音乐、文化叙事、建筑空间等多个角度挖掘文旅经济潜力，打开人文底蕴进入经济发展的多种可能；又运用聚合思维，将这些方向聚焦到打造融合模式街区，提升街区差异化竞争力，使人文底蕴转化为可体验、可消费、可持续的经济发展优势。【提示】原细则把""发散与聚合""列为补充答案④⑤(只写一个得1分，两者都答得2分)，主答案是超前+联想+逆向(各2分)；不可只写发散聚合而漏掉主三角度。",提示
68,三、创新思维,发散思维与聚合思维,4. 2026海淀一模 第17题（建议部分）（主观题）,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026海淀一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026海淀一模/细则/细则.pdf,69,mapped_from_old_table_as_locator_only,运用《逻辑与思维》知识，指出上述调查问卷中的逻辑错误。（2分）为提高调研活动的科学性，提出具体可行的建议。（4分）,可运用发散思维，广泛收集老年人、残障人士、儿童、普通在职职工、相关行业从业者等各类人群对无障碍设施的真实意见，并通过访谈、观察、文献查阅、问卷调查等方式补充信息，避免身份分类混乱和原因预设片面；再运用聚合思维，把多方意见聚焦到核心问题上，形成两条具体可行、能改进问卷和调研方法的建议，使调研更能发现真实需求。,
69,三、创新思维,发散思维与聚合思维,5. 2024丰台一模 第19题第（2）问（主观题）,/Users/wanglifei/Desktop/2024模拟题/丰台一模/试卷/补充材料/2024北京丰台高三一模政治试题及答案.pdf ; /Users/wanglifei/Desktop/2024模拟题/丰台一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2024模拟题/丰台一模/细则/细则.docx,7 ; 70,mapped_from_old_table_as_locator_only,在划线②处补全两种具体研究方法，并运用科学思维知识分别说明理由。（6分）,"可以补写""头脑风暴法、问卷调查法、访谈法、抽样调查法、文献查找法""等具体研究方法中的两种。说明理由时，可写以商品包装垃圾分类标识为起点，多角度、多方向收集法律规定、城市分类标准、商品外包装标识情况和公众使用反馈，再综合得出提案内容，使提案更客观、全面。【阅卷红线】卷面具体方法必须写""问卷调查法、访谈法""等具体名称，不可写""发散思维""""超前思维""等大词；理由部分官方主示例是超前思维+科学思维客观性/预见性，发散与聚合属拓展答案。",阅卷红线
70,三、创新思维,逆向思维,1. 2025房山一模 第16题第（3）问（主观题）,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/claudecode_lane_B_full_rerun_2026-05-04/source_inventory/extracted/2025/2025房山一模/2025各区一模__2025房山一模__试卷__试卷.pdf.txt,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/claudecode_lane_B_full_rerun_2026-05-04/source_inventory/extracted/2025/2025房山一模/2025各区一模__2025房山一模__细则__细则.pdf.txt,72,mapped_from_old_table_as_locator_only,（3）结合材料，运用创新思维知识，就“如何让琉璃河遗址‘热’起来”提两条建议。（4分）,让琉璃河遗址“热”起来可以运用逆向思维，对青铜器等文物的存在状态作转换性思考，利用 AI 生成动态视频、数字影像等方式，把原本偏静态、偏专业的考古资源转化为年轻人愿意观看、传播和参与的动态表达，从而扩大青年群体关注度。,
71,三、创新思维,逆向思维,2. 2025昌平二模 第19题（主观题）,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025昌平二模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025昌平二模/细则/细则.pptx,49 ; 73,mapped_from_old_table_as_locator_only,结合材料，分析沉浸式演艺是如何体现创新思维的。（8分）,"沉浸式演艺根据新的消费需求，运用逆向思维创新观演模式，把传统演艺中""观众固定坐着看、演员在台上演""的关系反向改造为观众自由行走、选择路径、跟随角色互动，使观众由被动变主动，获得新的观演体验。【提示】原细则把这道8分题拆为""逆向思维3分+发散与聚合/联想5分""，逆向思维段建议直接给到3分。",提示
72,三、创新思维,逆向思维,3. 2026朝阳期中(2025-11) 第21题第（2）问（主观题）,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026朝阳期中/试卷/试卷.pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026朝阳期中/细则/细则.docx,50 ; 63 ; 68 ; 74 ; 78,mapped_from_old_table_as_locator_only,（2）结合材料二，运用《逻辑与思维》知识，说明该市是如何运用创新思维将人文底蕴转化为经济发展优势的。（6分）,该市运用逆向思维，坚持反向求索，逆向思考“冷资源”的价值，把原本可能被看作低温限制、旅游淡季和消费不足的冬季条件，转化为冰雪旅游、沉浸体验和融合街区的增长机会，实现从“冷资源”到“热经济”的转换。【提示】原细则主答案为超前+联想+逆向各2分=6分；发散与聚合为补充答案④⑤(只写一个1分，两者都答2分)，作答应优先写主三角度。,提示
73,三、创新思维,超前思维,1. 2024西城一模 第19题第（5）问（主观题）,/Users/wanglifei/Desktop/2024模拟题/西城一模/试卷/试卷.docx,/Users/wanglifei/Desktop/2024模拟题/西城一模/细则/细则.docx,75,mapped_from_old_table_as_locator_only,运用《逻辑与思维》的知识，说明应怎样研判我国未来产业发展的方向。（6分）,研判我国未来产业发展方向，应以实践中的问题为导向，注重调查研究，把握全球及中国产业发展的状况、因果关系和规律，在此基础上综合研判方向；善用矛盾分析方法，研究产业发展的内在矛盾、内在动力等；合理运用推理和想象，由全球产业发展的过去、现在的状况推知未来方向，体现超前思维。,
74,三、创新思维,超前思维,2. 2024东城一模 第18题第（3）问（主观题）,/Users/wanglifei/Desktop/2024模拟题/2024东城一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2024模拟题/2024东城一模/细则/细则.pptx,45 ; 76,mapped_from_old_table_as_locator_only,（3）发展新质生产力，要正确认识传统产业和未来产业的关系。结合材料，运用《逻辑与思维》知识，谈谈你的看法。（6分）,传统产业与未来产业密不可分、相互促进。传统产业为未来产业发展提供原材料、零部件等支撑和强大的市场，未来产业赋能传统产业、引领传统产业转型升级。发展新质生产力，不能忽视或放弃传统产业，而要改造提升传统产业；同时要运用超前思维布局建设未来产业，完善现代化产业体系。,
75,三、创新思维,超前思维,3. 2026顺义二模 第21题（主观题）,/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026顺义二模/试卷/26顺义二模(1).pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026顺义二模/细则/26顺义二模评标.doc,77,mapped_from_old_table_as_locator_only,结合材料，综合运用所学，阐述“先见”与“远虑”的传统理政智慧为何能成为支撑中国式现代化稳步前行、护航民族伟大复兴行稳致远的深厚精神底气与重要实践指引。（10分）,从《逻辑与思维》角度看，党善用科学思维赋能治理：以超前思维、战略思维研判发展大势、预判未来走向，接续制定中长期发展规划，牢牢把握发展战略主动；以底线思维居安思危、防范风险、筑牢安全防线，使“先见”和“远虑”的传统理政智慧转化为中国式现代化稳步前行的重要实践指引。,
76,三、创新思维,超前思维,4. 2026朝阳期中(2025-11) 第21题第（2）问（主观题）,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026朝阳期中/试卷/试卷.pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026朝阳期中/细则/细则.docx,50 ; 63 ; 68 ; 74 ; 78,mapped_from_old_table_as_locator_only,（2）结合材料二，运用《逻辑与思维》知识，说明该市是如何运用创新思维将人文底蕴转化为经济发展优势的。（6分）,该市运用超前思维，有计划、有目的地了解本地人文底蕴优势，合理预测人们消费趋势及旅游期待，作出城市发展理念的转变，从传统工业城市向网红旅游目的地转化；这种做法把本地底蕴和未来消费趋势提前连接起来，使人文底蕴转化为经济发展优势。【提示】原细则主答案为超前+联想+逆向各2分=6分；发散与聚合为补充答案④⑤(只写一个1分，两者都答2分)，作答应优先写主三角度。,提示
77,三、创新思维,超前思维,5. 2026海淀期末 第20题第（2）问（主观题）,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026海淀期末/试卷/试卷.pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026海淀期末/细则/细则.pdf,79,mapped_from_old_table_as_locator_only,（2）结合城市书房建设与运营的问题，运用超前思维的方法提出具体建议。（6分）,城市书房建设应运用超前思维，先通过问卷、访谈、数据分析等调查研究把握真实阅读和服务需求；再预判运营成本、空间利用和居民需求之间的张力，设计可持续管理机制；还要借助推理和想象研判人口结构、数字阅读和公共文化服务变化，提前规划复合功能。,
78,三、创新思维,超前思维,6. 2025东城期末 第18题第（2）问（主观题）,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025东城期末/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025东城期末/细则/补充材料/东城期末.pptx,65 ; 80,mapped_from_old_table_as_locator_only,结合材料，运用《逻辑与思维》知识，说明登月服设计是如何体现创新思维的。,从超前思维角度看，登月服设计提前预判月面特殊环境和航天员登陆后需求，据此设计航天服细节：既考虑行走、攀爬、驾车、科考等月面出舱活动，也考虑月面热环境、月尘影响和防眩光等防护需要，使服装细节服务未来登月任务。,
79,三、创新思维,超前思维,7. 2025海淀期末 第18题（主观题）,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期末/试卷/试卷.docx,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期末/细则/细则.pptx,58 ; 67 ; 81,mapped_from_old_table_as_locator_only,结合材料，分析北京城市图书馆是如何运用创新思维建设新型公共文化空间的。,"从超前思维角度看，北京城市图书馆作为承担京津冀公共服务功能的新文化地标，面向三地文化资源共建共享的需要，提前谋划公共文化服务的区域联通和资源整合，为京津冀文化资源共享创造条件。注意""人找书""到""书找人""应归逆向思维，不能混写到超前思维里。【警示】原参考答案只采""逆向思维(人找书→书找人)""和""联想思维(赤印迁移)""两条，未把超前思维列为得分点；本条目仅作思维延伸，写入卷面未必计分，应优先写逆向+联想两条。",警示
80,三、创新思维,超前思维,8. 2024朝阳期中 第19题（主观题）,/Users/wanglifei/Desktop/2024模拟题/2024朝阳期中/试卷/试卷.pdf,/Users/wanglifei/Desktop/2024模拟题/2024朝阳期中/细则/细则.docx,82,mapped_from_old_table_as_locator_only,结合材料，分析“首发经济”的北京朝外样本的打造是如何体现创新思维的。,从超前思维角度看，朝外样本在业态规划上突破传统，布局智能产品等新兴领域和特色主题首发街区，捕捉市场趋势，把可能增长的新消费需求提前转化为商圈规划和街区场景。首店引入、策展型零售和价值耦合还可分别对应其他创新思维方法，不能都塞进超前思维。【提示】原细则按超前+逆向+联想+发散与聚合 各2分=8分赋分，仅写超前思维最多2分。,提示
81,三、创新思维,超前思维,9. 2024顺义二模 第16题第（2）问（主观题）,/Users/wanglifei/Desktop/2024模拟题/顺义思政二模/试卷/试卷.docx,/Users/wanglifei/Desktop/2024模拟题/顺义思政二模/细则/细则.docx,83,mapped_from_old_table_as_locator_only,结合材料，运用《逻辑与思维》知识，说明如何运用超前思维加快推进“无废城市”建设系统化、科学化、长效化。（7分）,推进“无废城市”建设，要针对大拆大建、公众分类不足、低值资源回收难和技术支撑不足等问题，在尊重城市建设发展规律的基础上运用超前思维的矛盾分析法，作出科学判断和预见，把固体废物资源化与清洁生产结合起来，统筹经济效益和社会效益，推动“无废城市”建设系统化、科学化、长效化。,
82,三、创新思维,超前思维,10. 2026石景山一模 第17题第（2）问（主观题）,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026石景山一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026石景山一模/细则/细则.doc,53 ; 59 ; 84,mapped_from_old_table_as_locator_only,（2）结合材料二，运用创新思维的知识，为传承中医药文化提出两条建议。（6分）,"从超前思维角度看，传承中医药文化可以立足""健康中国""战略全局，前瞻性布局中医药预防保健服务体系，促进中医药在重大疾病防治、慢性病管理、康复护理等领域发挥更大作用，使中医药文化传承与未来健康服务需求相衔接。【提示】原细则主答案为联想/发散/超前任选两条；本条属第三可选方向（健康中国战略+预防保健），可保留但非必出表述。",提示
83,三、创新思维,超前思维,11. 2025门头沟一模 第21题第（1）问（主观题）,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025门头沟一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025门头沟一模/细则/细则.doc,8 ; 14 ; 47 ; 64 ; 71 ; 85,mapped_from_old_table_as_locator_only,"（1）运用科学思维知识，说明门头沟区从""千年煤城""向""京西智谷""转型的智慧。（9分）",门头沟转型运用超前思维，立足煤炭退出后的资源约束和生态涵养功能定位，前瞻布局未来产业，抢占人工智能技术制高点；通过建设算力中心、算法登记服务、文生视频大模型和“京西智谷”等，把旧动能退出后的区域转型提前指向人工智能等新动能，推动绿色高质量转型。【提示】原细则21(1)按3角度赋分(9分)：①辩证思维(辩证否定/整体性/动态性/分析与综合 四选一)1+材料1+1=3分；②创新思维(联想/发散/超前 四选二)1+材料1+1=3分；③科学思维客观性or预见性(二选一)1+材料1+1=3分。完整答案需写三个角度。,提示
84,三、创新思维,超前思维,12. 2024丰台二模 第18题第（2）问（主观题）,/Users/wanglifei/Desktop/2024模拟题/丰台二模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2024模拟题/丰台二模/细则/细则.docx,15 ; 40 ; 86,mapped_from_old_table_as_locator_only,（2）有同学认为，只要我们能够准确预测冰雪经济的发展前景，就能推动冰雪经济高质量发展。结合材料，运用科学思维对该观点进行评析。（6分）,该观点是片面的。它强调运用超前思维准确预测冰雪经济的发展前景，这一点有合理性，准确预测是推动冰雪经济高质量发展的必要条件；但预测不是唯一条件，还需要坚持辩证思维，既看到冰雪经济发展的优势和机会，也看到劣势和不足，具体问题具体分析，遵循冰雪产业发展规律，从当地实际情况出发推动冰雪经济高质量发展。【提示】原细则核心采分点为充分条件假言判断的运用错误(前件不充分)+辩证思维(其他多种条件)=6分。,提示
