line,source,trigger,v3_audit_id,v3_final_grade,v3_final_status,retained_grade,tag,recommended_action
1074,2024北京顺义高三二模 第16（1）题（由“2026-04-25 夜间监管补丁”已证映射反向拆回）,价值判断与价值选择,V3-FW-0245,B,B_angle_or_scoring_source,B,【证据：B评标/讲评角度清单；材料链为整理者解释】,keep-as-angle-list-or-organizer-chain
1079,2026北京丰台高三一模 第16题（由“2026-04-25 夜间监管补丁”已证映射反向拆回）,价值判断与价值选择,V3-FW-0248,B,B_angle_or_scoring_source,B,【证据：B评标/讲评角度清单；材料链为整理者解释】,keep-as-angle-list-or-organizer-chain
1084,2026北京顺义高三一模 第21题（由“2026-04-25 夜间监管补丁”已证映射反向拆回）,价值判断与价值选择,V3-FW-0260,B,B_angle_or_scoring_source,B,【证据：B评标/讲评角度清单；材料链为整理者解释】,keep-as-angle-list-or-organizer-chain
1089,2026北京西城高三一模 第7题（由“2026西城一模选择题正确项补充（答案源支持）”已证映射反向拆回）,价值判断与价值选择,V3-FW-0264,E,E_choice_key_or_stem_not_confirmed,C,【证据：C选择题正确项；答案源为PDF第10页“答案及评分参考”，经督工视觉核验】,needs-choice-answer-key
1095,2025北京丰台高三（上）期末 第4题（教师版答案解析）,实现人生价值,V3-FW-0228,C,C_verified_choice_source,C,【证据：C选择题正确项；有可靠答案源】,keep-choice-source
1100,2024北京丰台高三二模 第21题（`丰台政治二模阅卷评标.docx`）,实现人生价值 / 个人与社会统一,V3-FW-0230,A,A_scoring_source_trigger_not_text_matched,A,【证据：A细则/阅卷来源；触发词非逐字命中，材料链按题面人工保留】,keep-source-but-chain-needs-human-check
1104,2026北京西城高三一模 第1题（由“2026西城一模选择题正确项补充（答案源支持）”已证映射反向拆回）,实现人生价值,V3-FW-0261,E,E_choice_key_or_stem_not_confirmed,C,【证据：C选择题正确项；答案源为PDF第10页“答案及评分参考”，经督工视觉核验】,needs-choice-answer-key
1112,2024北京门头沟高三一模 第5题①（由“2024门头沟一模与顺义二模选择题正确项补充（补证转正）”已证映射反向拆回）,文化功能,V3-FW-0232,C,C_verified_by_worker_report,C,【证据：C选择题正确项；有可靠答案源】,keep-choice-source-with-worker-boundary
1117,2024北京门头沟高三一模 第5题④（由“2024门头沟一模与顺义二模选择题正确项补充（补证转正）”已证映射反向拆回）,以人民为中心发展文化 / 满足美好生活需要,V3-FW-0233,C,C_verified_by_worker_report,C,【证据：C选择题正确项；有可靠答案源】,keep-choice-source-with-worker-boundary
1122,2024北京顺义高三二模 第2题③④（由“2024门头沟一模与顺义二模选择题正确项补充（补证转正）”已证映射反向拆回）,意识活动的能动创造性 / 文化符号表达,V3-FW-0237,C,C_verified_choice_source,C,【证据：C选择题正确项；有可靠答案源】,keep-choice-source
1127,2024北京顺义高三二模 第3题②③（由“2024门头沟一模与顺义二模选择题正确项补充（补证转正）”已证映射反向拆回）,文化与经济交融 / 具体问题具体分析,V3-FW-0238,C,C_verified_choice_source,C,【证据：C选择题正确项；有可靠答案源】,keep-choice-source
1132,2024北京顺义高三二模 第4题①③（由“2024门头沟一模与顺义二模选择题正确项补充（补证转正）”已证映射反向拆回）,文化多样性 / 民族性与世界性 / 文明交流互鉴,V3-FW-0239,C,C_verified_choice_source,C,【证据：C选择题正确项；有可靠答案源】,keep-choice-source
1137,2026北京海淀高三一模 第16题（由“2026-04-25 夜间监管补丁”已证映射反向拆回）,发展观点；社会存在与社会意识；价值观导向；文化功能,V3-FW-0252,A,A_verified_scoring_source,A,【证据：A细则/阅卷/评分标准直接支持】,keep-formal-chain
1142,2026北京顺义高三一模 第16题（由“2026-04-25 夜间监管补丁”已证映射反向拆回）,量变质变；适度原则；矛盾转化；联系观点；系统优化；价值观导向；文化功能,V3-FW-0259,B,B_angle_or_scoring_source,B,【证据：B评标/讲评角度清单；材料链为整理者解释】,keep-as-angle-list-or-organizer-chain
1147,2026北京西城高三一模 第5题（由“2026西城一模选择题正确项补充（答案源支持）”已证映射反向拆回）,人民群众；文化创造；意识活动的目的性和创造性,V3-FW-0262,E,E_choice_key_or_stem_not_confirmed,C,【证据：C选择题正确项；答案源为PDF第10页“答案及评分参考”，经督工视觉核验】,needs-choice-answer-key
