audit_id,line,batch,source,year,district,stage,question,question_nature,module,wrong_statement,error_type,bundle_path,bundle_state,choice_answer_key_state,final_status,recommended_action,support_path
V3-WO-0646,748,2026朝阳期中选择题补充,2026北京朝阳高三（上）期中 第11题B,2026,朝阳,期中,第11题,choice,选必三/三段论,有些耐干旱月季花适应北京夏季高温环境，就能推出“大部分绿化花卉适应高温环境”。,前提过弱,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区期末和期中__2026朝阳期中.md,found,possible-answer-key,C_verified_choice_source,keep-source,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区期末和期中__2026朝阳期中.md
V3-WO-0647,749,2026朝阳期中选择题补充,2026北京朝阳高三（上）期中 第11题C,2026,朝阳,期中,第11题,choice,选必三/三段论,有些耐干旱月季花不适应北京夏季高温环境，也能推出“大部分绿化花卉适应高温环境”。,前提方向错误,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区期末和期中__2026朝阳期中.md,found,possible-answer-key,C_verified_choice_source,keep-source,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区期末和期中__2026朝阳期中.md
V3-WO-0648,750,2026朝阳期中选择题补充,2026北京朝阳高三（上）期中 第11题D,2026,朝阳,期中,第11题,choice,选必三/三段论,所有适应北京夏季高温环境的花卉都是耐干旱月季花，可以作为大前提。,逆向推出错误,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区期末和期中__2026朝阳期中.md,found,possible-answer-key,C_verified_choice_source,keep-source,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区期末和期中__2026朝阳期中.md
V3-WO-0649,751,2026朝阳期中选择题补充,2026北京朝阳高三（上）期中 第12题A,2026,朝阳,期中,第12题,choice,必修四/哲学基本问题,哲学的派别只有唯物主义和唯心主义两种。,概念范围不准,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区期末和期中__2026朝阳期中.md,found,possible-answer-key,C_verified_choice_source,keep-source,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区期末和期中__2026朝阳期中.md
V3-WO-0650,752,2026朝阳期中选择题补充,2026北京朝阳高三（上）期中 第12题C,2026,朝阳,期中,第12题,choice,选必三/划分规则,邮件有电子邮件、平寄邮件、国际邮件几大类。,划分标准不一,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区期末和期中__2026朝阳期中.md,found,possible-answer-key,C_verified_choice_source,keep-source,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区期末和期中__2026朝阳期中.md
V3-WO-0651,753,2026朝阳期中选择题补充,2026北京朝阳高三（上）期中 第12题D,2026,朝阳,期中,第12题,choice,选必三/概念关系,有一种仙人掌既不像花草，也不像植物。,属种关系错误；自相矛盾,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区期末和期中__2026朝阳期中.md,found,possible-answer-key,C_verified_choice_source,keep-source,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区期末和期中__2026朝阳期中.md
V3-WO-0652,754,2026朝阳期中选择题补充,2026北京朝阳高三（上）期中 第13题①,2026,朝阳,期中,第13题,choice,选必三/联想思维,“石榴籽”的比喻源自对石榴实际用途和外在形象的深刻理解。,材料错抓,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区期末和期中__2026朝阳期中.md,found,possible-answer-key,C_verified_choice_source,keep-source,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区期末和期中__2026朝阳期中.md
V3-WO-0653,755,2026朝阳期中选择题补充,2026北京朝阳高三（上）期中 第13题②,2026,朝阳,期中,第13题,choice,选必三/推理类型,“石榴籽”的比喻属于类比推理，目的在于生动形象地描述民族关系。,概念错配,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区期末和期中__2026朝阳期中.md,found,possible-answer-key,C_verified_choice_source,keep-source,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区期末和期中__2026朝阳期中.md
V3-WO-0654,756,2026朝阳期中选择题补充,2026北京朝阳高三（上）期中 第14题②,2026,朝阳,期中,第14题,choice,选必三/归纳方法,天气谚语运用了求异法，因此结论不可靠。,方法识别错误,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区期末和期中__2026朝阳期中.md,found,possible-answer-key,C_verified_choice_source,keep-source,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区期末和期中__2026朝阳期中.md
V3-WO-0655,757,2026朝阳期中选择题补充,2026北京朝阳高三（上）期中 第14题③,2026,朝阳,期中,第14题,choice,选必三/归纳结论,天气谚语正确揭示了事物的本质和规律。,结论绝对化,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区期末和期中__2026朝阳期中.md,found,possible-answer-key,C_verified_choice_source,keep-source,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区期末和期中__2026朝阳期中.md
V3-WO-0656,758,2026朝阳期中选择题补充,2026北京朝阳高三（上）期中 第15题A,2026,朝阳,期中,第15题,choice,选必三/联言判断,小浩的观点与小华的观点是自相矛盾的。,判断关系误判,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区期末和期中__2026朝阳期中.md,found,possible-answer-key,C_verified_choice_source,keep-source,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区期末和期中__2026朝阳期中.md
V3-WO-0657,759,2026朝阳期中选择题补充,2026北京朝阳高三（上）期中 第15题B,2026,朝阳,期中,第15题,choice,选必三/判断类型,小浩的观点是对小华关系判断的否定。,判断类型错误,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区期末和期中__2026朝阳期中.md,found,possible-answer-key,C_verified_choice_source,keep-source,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区期末和期中__2026朝阳期中.md
V3-WO-0658,760,2026朝阳期中选择题补充,2026北京朝阳高三（上）期中 第15题C,2026,朝阳,期中,第15题,choice,选必三/联言支关系,小华对该篇散文断定的联言支是不能并存的。,判断结构错误,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区期末和期中__2026朝阳期中.md,found,possible-answer-key,C_verified_choice_source,keep-source,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区期末和期中__2026朝阳期中.md
V3-WO-0659,765,2026海淀期末选择题补充,2026北京海淀高三（上）期末 第1题②,2026,海淀,期末,第1题,choice,必修四/意识与实践,以圭表观时、规划疆土凸显了意识的直接现实性。,概念张冠李戴,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区期末和期中__2026海淀期末.md,found,answer-key-present,C_verified_choice_source,keep-source,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区期末和期中__2026海淀期末.md
V3-WO-0660,766,2026海淀期末选择题补充,2026北京海淀高三（上）期末 第1题③,2026,海淀,期末,第1题,choice,必修四/实践与认识,圭表的基本结构因时代发展而不断变化和完善。,材料错抓,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区期末和期中__2026海淀期末.md,found,answer-key-present,C_verified_choice_source,keep-source,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区期末和期中__2026海淀期末.md
V3-WO-0661,767,2026海淀期末选择题补充,2026北京海淀高三（上）期末 第2题②,2026,海淀,期末,第2题,choice,必修四/价值判断与价值选择,党员干部应立足他人评价作出价值选择。,标准错位,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区期末和期中__2026海淀期末.md,found,answer-key-present,C_verified_choice_source,keep-source,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区期末和期中__2026海淀期末.md
V3-WO-0662,768,2026海淀期末选择题补充,2026北京海淀高三（上）期末 第2题④,2026,海淀,期末,第2题,choice,必修四/矛盾分析法,在他人的评价中认清自我，关键是抓住主要矛盾。,方法错配,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区期末和期中__2026海淀期末.md,found,answer-key-present,C_verified_choice_source,keep-source,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区期末和期中__2026海淀期末.md
V3-WO-0663,769,2026海淀期末选择题补充,2026北京海淀高三（上）期末 第3题B,2026,海淀,期末,第3题,choice,必修四/联系的客观性,智能机器人通过数据关联建立起戏剧艺术各要素间的本质联系。,主客倒置,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区期末和期中__2026海淀期末.md,found,answer-key-present,C_verified_choice_source,keep-source,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区期末和期中__2026海淀期末.md
V3-WO-0664,770,2026海淀期末选择题补充,2026北京海淀高三（上）期末 第3题C,2026,海淀,期末,第3题,choice,必修四/主体观,智能机器人能够成为新的艺术创作主体。,主体错位,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区期末和期中__2026海淀期末.md,found,answer-key-present,C_verified_choice_source,keep-source,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区期末和期中__2026海淀期末.md
V3-WO-0665,771,2026海淀期末选择题补充,2026北京海淀高三（上）期末 第3题D,2026,海淀,期末,第3题,choice,必修四/实践观点,智能机器人是推动当代戏剧艺术创新发展的源泉和根本动力。,根本动力错位,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区期末和期中__2026海淀期末.md,found,answer-key-present,C_verified_choice_source,keep-source,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区期末和期中__2026海淀期末.md
V3-WO-0666,772,2026海淀期末选择题补充,2026北京海淀高三（上）期末 第4题①,2026,海淀,期末,第4题,choice,必修四/辩证否定,新时代人文经济学是在对已有经济学先肯定后否定的过程中实现创新发展的。,辩证否定庸俗化,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区期末和期中__2026海淀期末.md,found,answer-key-present,C_verified_choice_source,keep-source,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区期末和期中__2026海淀期末.md
V3-WO-0667,773,2026海淀期末选择题补充,2026北京海淀高三（上）期末 第4题④,2026,海淀,期末,第4题,choice,哲学与文化/中国式现代化,新时代人文经济学实现了传统民本思想从价值诉求到生产实践的转化。,材料外推,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区期末和期中__2026海淀期末.md,found,answer-key-present,C_verified_choice_source,keep-source,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区期末和期中__2026海淀期末.md
V3-WO-0668,774,2026海淀期末选择题补充,2026北京海淀高三（上）期末 第5题①,2026,海淀,期末,第5题,choice,哲学与文化/文化传承,科技赋能文化传承，旨在赋予传统文化新的时代内涵。,目的错置,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区期末和期中__2026海淀期末.md,found,answer-key-present,C_verified_choice_source,keep-source,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区期末和期中__2026海淀期末.md
V3-WO-0669,775,2026海淀期末选择题补充,2026北京海淀高三（上）期末 第5题②,2026,海淀,期末,第5题,choice,必修二/文化与经济,文化推动产业升级，说明文化软实力已经成为驱动经济发展的核心动能。,作用夸大,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区期末和期中__2026海淀期末.md,found,answer-key-present,C_verified_choice_source,keep-source,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区期末和期中__2026海淀期末.md
V3-WO-0670,776,2026海淀期末选择题补充,2026北京海淀高三（上）期末 第6题A,2026,海淀,期末,第6题,choice,选必二/商业秘密,甲公司的核心技术保护期届满后应向社会公开。,权利类型混淆,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区期末和期中__2026海淀期末.md,found,answer-key-present,C_verified_choice_source,keep-source,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区期末和期中__2026海淀期末.md
V3-WO-0671,777,2026海淀期末选择题补充,2026北京海淀高三（上）期末 第6题B,2026,海淀,期末,第6题,choice,选必二/知识产权,乙公司行为侵害了甲公司对核心技术享有的隐私权。,权利类型错误,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区期末和期中__2026海淀期末.md,found,answer-key-present,C_verified_choice_source,keep-source,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区期末和期中__2026海淀期末.md
V3-WO-0672,778,2026海淀期末选择题补充,2026北京海淀高三（上）期末 第6题D,2026,海淀,期末,第6题,choice,选必二/反不正当竞争,乙公司推出相同技术产品构成混淆行为，属于不正当竞争。,不正当竞争类型误判,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区期末和期中__2026海淀期末.md,found,answer-key-present,C_verified_choice_source,keep-source,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区期末和期中__2026海淀期末.md
V3-WO-0673,779,2026海淀期末选择题补充,2026北京海淀高三（上）期末 第7题A,2026,海淀,期末,第7题,choice,选必二/民事诉讼,为保护限制民事行为能力人权益，举证责任应倒置于张某。,程序规则错误,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区期末和期中__2026海淀期末.md,found,answer-key-present,C_verified_choice_source,keep-source,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区期末和期中__2026海淀期末.md
V3-WO-0674,780,2026海淀期末选择题补充,2026北京海淀高三（上）期末 第7题B,2026,海淀,期末,第7题,choice,选必二/诉讼参与人,李某家长可以委托辩护人帮助进行诉讼活动，维护合法权益。,术语错用,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区期末和期中__2026海淀期末.md,found,answer-key-present,C_verified_choice_source,keep-source,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区期末和期中__2026海淀期末.md
V3-WO-0675,781,2026海淀期末选择题补充,2026北京海淀高三（上）期末 第7题C,2026,海淀,期末,第7题,choice,选必二/纠纷解决方式,双方协商未果，说明诉讼才是纠纷解决的最佳方式。,路径绝对化,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区期末和期中__2026海淀期末.md,found,answer-key-present,C_verified_choice_source,keep-source,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区期末和期中__2026海淀期末.md
V3-WO-0676,782,2026海淀期末选择题补充,2026北京海淀高三（上）期末 第8题②,2026,海淀,期末,第8题,choice,选必二/婚姻登记,取消户口簿要求后，婚姻登记机关无需对材料真实性进行核查。,法定义务误删,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区期末和期中__2026海淀期末.md,found,answer-key-present,C_verified_choice_source,keep-source,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区期末和期中__2026海淀期末.md
V3-WO-0677,783,2026海淀期末选择题补充,2026北京海淀高三（上）期末 第8题④,2026,海淀,期末,第8题,choice,选必二/个人信息保护,婚姻登记机关及其工作人员处理个人信息应遵循自愿原则。,原则错置,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区期末和期中__2026海淀期末.md,found,answer-key-present,C_verified_choice_source,keep-source,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区期末和期中__2026海淀期末.md
V3-WO-0678,784,2026海淀期末选择题补充,2026北京海淀高三（上）期末 第9题①,2026,海淀,期末,第9题,choice,选必二/劳动保护,试用期员工属于需要特别劳动保护的对象。,概念混淆,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区期末和期中__2026海淀期末.md,found,answer-key-present,C_verified_choice_source,keep-source,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区期末和期中__2026海淀期末.md
V3-WO-0679,785,2026海淀期末选择题补充,2026北京海淀高三（上）期末 第9题③,2026,海淀,期末,第9题,choice,选必二/劳动争议程序,劳动争议未经调解不得直接向人民法院起诉。,程序识别错误,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区期末和期中__2026海淀期末.md,found,answer-key-present,C_verified_choice_source,keep-source,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区期末和期中__2026海淀期末.md
V3-WO-0680,786,2026海淀期末选择题补充,2026北京海淀高三（上）期末 第10题②,2026,海淀,期末,第10题,choice,选必二/消费者权利,商家使用巨型吊牌规避损失的行为侵害了消费者的用益物权。,权利类型错误,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区期末和期中__2026海淀期末.md,found,answer-key-present,C_verified_choice_source,keep-source,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区期末和期中__2026海淀期末.md
V3-WO-0681,787,2026海淀期末选择题补充,2026北京海淀高三（上）期末 第10题③,2026,海淀,期末,第10题,choice,选必二/仲裁程序,面对违约行为，任何一方均可直接向仲裁委员会申请仲裁。,条件缺失,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区期末和期中__2026海淀期末.md,found,answer-key-present,C_verified_choice_source,keep-source,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区期末和期中__2026海淀期末.md
V3-WO-0682,788,2026海淀期末选择题补充,2026北京海淀高三（上）期末 第11题A,2026,海淀,期末,第11题,choice,选必三/判断类型,“有意注意是指有预定目的的注意，是需要意志努力的注意”是相容选言判断。,判断类型错误,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区期末和期中__2026海淀期末.md,found,answer-key-present,C_verified_choice_source,keep-source,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区期末和期中__2026海淀期末.md
V3-WO-0683,789,2026海淀期末选择题补充,2026北京海淀高三（上）期末 第11题C,2026,海淀,期末,第11题,choice,选必三/推理类型,用“意识的缰绳”比喻“有意注意”，是运用类比推理方法揭示其功能。,表达方式误判,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区期末和期中__2026海淀期末.md,found,answer-key-present,C_verified_choice_source,keep-source,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区期末和期中__2026海淀期末.md
V3-WO-0684,790,2026海淀期末选择题补充,2026北京海淀高三（上）期末 第11题D,2026,海淀,期末,第11题,choice,选必三/充分条件,只要把智力活动和实际操作合理组织起来，就能保持有意注意。,条件绝对化,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区期末和期中__2026海淀期末.md,found,answer-key-present,C_verified_choice_source,keep-source,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区期末和期中__2026海淀期末.md
V3-WO-0685,791,2026海淀期末选择题补充,2026北京海淀高三（上）期末 第12题A,2026,海淀,期末,第12题,choice,选必三/三段论,把“流域经济是促进区域联动发展的重要模式”和“有些促进区域联动发展的重要模式是以河流为纽带形成的区域经济形态”作为前提，就能推出“流域经济是以河流为纽带形成的区域经济形态”。,中项不周；结论扩大,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区期末和期中__2026海淀期末.md,found,answer-key-present,C_verified_choice_source,keep-source,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区期末和期中__2026海淀期末.md
V3-WO-0686,792,2026海淀期末选择题补充,2026北京海淀高三（上）期末 第12题B,2026,海淀,期末,第12题,choice,选必三/三段论,把“流域经济是以河流为纽带形成的区域经济形态”和“以河流为纽带形成的区域经济形态是促进区域联动发展的新模式”作为前提，就能推出“流域经济是促进区域联动发展的重要模式”。,偷换概念；四概念错误,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区期末和期中__2026海淀期末.md,found,answer-key-present,C_verified_choice_source,keep-source,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区期末和期中__2026海淀期末.md
V3-WO-0687,793,2026海淀期末选择题补充,2026北京海淀高三（上）期末 第12题D,2026,海淀,期末,第12题,choice,选必三/三段论,把“以河流为纽带形成的区域经济形态是促进区域联动发展的新模式”和“流域经济是以河流为纽带形成的区域经济形态”作为前提，就能推出“流域经济是促进区域联动发展的重要模式”。,偷换概念；四概念错误,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区期末和期中__2026海淀期末.md,found,answer-key-present,C_verified_choice_source,keep-source,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区期末和期中__2026海淀期末.md
V3-WO-0688,794,2026海淀期末选择题补充,2026北京海淀高三（上）期末 第13题①,2026,海淀,期末,第13题,choice,选必三/归纳与演绎,访谈成绩提升的同学，运用演绎推理得出一般性结论。,推理类型错误；样本偏差,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区期末和期中__2026海淀期末.md,found,answer-key-present,C_verified_choice_source,keep-source,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区期末和期中__2026海淀期末.md
V3-WO-0689,795,2026海淀期末选择题补充,2026北京海淀高三（上）期末 第13题④,2026,海淀,期末,第13题,choice,选必三/穆勒方法,对比同样使用错题本且成绩提升的同学，分析他们在努力程度等因素上的变化，就属于共变法并能检验错题本影响。,方法识别错误,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区期末和期中__2026海淀期末.md,found,answer-key-present,C_verified_choice_source,keep-source,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区期末和期中__2026海淀期末.md
V3-WO-0690,796,2026海淀期末选择题补充,2026北京海淀高三（上）期末 第14题A,2026,海淀,期末,第14题,choice,必修四/认识方法,该研究是对鸡蛋进行定性分析，以确定鸡蛋是否具有引起胆固醇升高的成分。,研究类型错判,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区期末和期中__2026海淀期末.md,found,answer-key-present,C_verified_choice_source,keep-source,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区期末和期中__2026海淀期末.md
V3-WO-0691,797,2026海淀期末选择题补充,2026北京海淀高三（上）期末 第14题C,2026,海淀,期末,第14题,choice,必修四/认识发展,该研究深化了对鸡蛋健康效应的认识，由思维具体上升为思维抽象。,认识阶段表述错误,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区期末和期中__2026海淀期末.md,found,answer-key-present,C_verified_choice_source,keep-source,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区期末和期中__2026海淀期末.md
V3-WO-0692,798,2026海淀期末选择题补充,2026北京海淀高三（上）期末 第14题D,2026,海淀,期末,第14题,choice,必修四/方法论,研究表明健康食用鸡蛋要采取折中主义的思维方式，遵循适度原则。,方法论错用,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区期末和期中__2026海淀期末.md,found,answer-key-present,C_verified_choice_source,keep-source,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区期末和期中__2026海淀期末.md
V3-WO-0693,799,2026海淀期末选择题补充,2026北京海淀高三（上）期末 第15题①,2026,海淀,期末,第15题,choice,选必三/创新思维方法,统一旅游预约平台利用检核表法将信息逐步引导到条理化的逻辑思路中。,方法识别错误,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区期末和期中__2026海淀期末.md,found,answer-key-present,C_verified_choice_source,keep-source,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区期末和期中__2026海淀期末.md
V3-WO-0694,800,2026海淀期末选择题补充,2026北京海淀高三（上）期末 第15题②,2026,海淀,期末,第15题,choice,必修四/联系观点,统一旅游预约平台优化了旅游景点布局，创造性地解决了游客烦恼。,材料外推；作用夸大,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区期末和期中__2026海淀期末.md,found,answer-key-present,C_verified_choice_source,keep-source,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区期末和期中__2026海淀期末.md
V3-WO-0695,805,2025房山一模选择题补充,2025北京房山高三一模 第1题A,2025,房山,一模,第1题,choice,必修三/国家安全,夯实我国国家安全的根本是以量子通信技术护航信息安全。,根本对象错位,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区一模__2025房山一模.md,found,possible-answer-key,C_verified_choice_source,keep-source,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区一模__2025房山一模.md
V3-WO-0696,806,2025房山一模选择题补充,2025北京房山高三一模 第1题C,2025,房山,一模,第1题,choice,必修一/新时代,科研历史性成就的取得，表明中国特色社会主义进入了新时代。,标志错位,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区一模__2025房山一模.md,found,possible-answer-key,C_verified_choice_source,keep-source,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区一模__2025房山一模.md
V3-WO-0697,807,2025房山一模选择题补充,2025北京房山高三一模 第1题D,2025,房山,一模,第1题,choice,必修二/民生科技,细胞疗法治愈顽疾，增进民生福祉，全方位改善人民生活。,结果夸大；绝对化,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区一模__2025房山一模.md,found,possible-answer-key,C_verified_choice_source,keep-source,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区一模__2025房山一模.md
V3-WO-0698,808,2025房山一模选择题补充,2025北京房山高三一模 第2题A,2025,房山,一模,第2题,choice,必修三/法治,北京市体育工作措施推动良法之治。,材料外推；法治对象错位,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区一模__2025房山一模.md,found,possible-answer-key,C_verified_choice_source,keep-source,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区一模__2025房山一模.md
V3-WO-0699,809,2025房山一模选择题补充,2025北京房山高三一模 第2题B,2025,房山,一模,第2题,choice,必修三/全过程人民民主,打造能出汗的体育课扎实推进全过程人民民主。,材料无关；知识硬套,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区一模__2025房山一模.md,found,possible-answer-key,C_verified_choice_source,keep-source,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区一模__2025房山一模.md
V3-WO-0700,810,2025房山一模选择题补充,2025北京房山高三一模 第2题C,2025,房山,一模,第2题,choice,必修四/整体与部分,强化体育锻炼，立足部分，实现最优目标。,方法论错误,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区一模__2025房山一模.md,found,possible-answer-key,C_verified_choice_source,keep-source,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区一模__2025房山一模.md
V3-WO-0701,811,2025房山一模选择题补充,2025北京房山高三一模 第3题A,2025,房山,一模,第3题,choice,必修四/发展观,智能养老设备推广缓慢，根源在于新事物的发展必然经历曲折的过程。,根源误判；原理套用过度,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区一模__2025房山一模.md,found,possible-answer-key,C_verified_choice_source,keep-source,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区一模__2025房山一模.md
V3-WO-0702,812,2025房山一模选择题补充,2025北京房山高三一模 第3题B,2025,房山,一模,第3题,choice,必修四/唯物论,智能养老技术发展需从老年群体的特殊需要出发。,出发点表述不规范,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区一模__2025房山一模.md,found,possible-answer-key,C_verified_choice_source,keep-source,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区一模__2025房山一模.md
V3-WO-0703,813,2025房山一模选择题补充,2025北京房山高三一模 第3题C,2025,房山,一模,第3题,choice,必修四/矛盾主次方面,智能养老设备不断普及，已经成为矛盾的主要方面。,概念错配,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区一模__2025房山一模.md,found,possible-answer-key,C_verified_choice_source,keep-source,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区一模__2025房山一模.md
