audit_id,line,section,source,year,district,stage,question,question_nature,final_grade,final_status,content_verdict,content_action,content_reason,trigger,direct_aliases,scoring_direct_hits,paper_direct_hits,v2_logic_alias_hits,scoring_source_title,paper_source_title,source_excerpt,paper_excerpt,bundle_path,support_path,choice_answer_key_state,material,logic
V3-FW-0402,1588,本轮进展（2024海淀一模备课优先知识触发补强）,2024北京海淀高三一模 第16题,2024,海淀,一模,第16题,subjective,B,B_angle_or_scoring_source,SUPPORTED_DIRECT_RUBRIC,keep-with-excerpt,细则/评标/阅卷片段直接命中该原理或等价表述。,联系观点 / 文化传承 / 系统观念,系统观念;系统优化;系统;整体性;协同;本轮进展;2024海淀一模备课优先知识触发补强;联系观点;文化传承,协同,,系统,2024各区一模\2024海淀一模\细则\2024海淀一模细则.docx,2024各区一模\2024海淀一模\试卷\高三政治：一模试题.pdf,业发展 / 经济结构优化 / 发展现代农业 / 深化供给侧结构性改革 推进乡村振兴 2分 增加就业、村民收入、满足人民群众美好生活需要、共同富裕 促进区域协调发展 1分 协调/ 优势互补 推进高水平对外开放 2分 国内国际双循环/ 新发展格局/ 国际竞争优势 第二问答案17（2） 京津冀三省市从协同发展的战略大局出发，抓住主要矛盾，科学精准地分析各自的功能定位和特色优势。 在此基础上，整体把握区域差异，共商合作大计，着力推动优势互补，携手绘就中国式现代化先行区、示范区的新图景。在分析与综合的对立统一中，把握各自发展特质，服务协同发展的战略大局，书写新篇章。 【细则】 1、强调分析的重要性 知识层面：综合指导下进行分析/分析是综合的前提（1分） 材料层面：各自的功能定位和特色优势/分别分析了三地特色（1分） 京津冀三省市从协同发展的战略大局出发，抓住主要矛盾，科学精准分析各自的功能定位和特色优势。 2、强调综合的重要性 知识层面：分析基础上进行综合/综合是分析的先导/（1分） 材料层面：共商合作大计，着力推动优势互补/强调整体发展（1分） 京津冀在分,16． （8 分）中国新一代载人飞船命名为“梦舟” ，月面着陆器命名为“揽月” 。 中国空间站建造完成后，登陆月球成为中国人探索太空的下一个目标。按计划，我国将在 2030 年前实现载人登陆月球开展科学探索。为实现这一目标，我国已于 2023 年底完成关键技术 攻关和方案研制工作。目前，长征十号运载火箭、 “梦舟”载人飞船、 “揽月”着陆器和登月服等已 完成方案阶段的各项研制工作，全面进入初样研 制阶段。 “梦舟”寓意载人月球探测承载中国人的航 天梦，开启探索太空的新征程，也体现了与神 舟、天舟飞船家族的体系传承。 “揽月”取自毛 泽东同志诗词“可上九天揽月” ，彰显中国人探 索宇宙、登陆月球的自信。 结合材料，运用《哲学与文化》知识，谈谈中国人探索宇宙、登陆月球何以自信。,data/preprocessed_corpus/gpt_suite_bundles/2024各区模拟题__2024各区一模__2024海淀一模.md,data/preprocessed_corpus/gpt_suite_bundles/2024各区模拟题__2024各区一模__2024海淀一模.md,answer-key-present,“梦舟”寓意载人月球探测承载中国人的航天梦，体现与神舟、天舟飞船家族的体系传承。,“梦舟”不是孤立命名，而是连接航天梦、载人飞船体系和探索太空新征程。答题要写出新任务与既有工程、技术体系和精神谱系之间的联系，说明自信来自连续推进和系统积累。
V3-FW-0403,1589,本轮进展（2024海淀一模备课优先知识触发补强）,2024北京海淀高三一模 第16题,2024,海淀,一模,第16题,subjective,B,B_angle_or_scoring_source,SUPPORTED_DIRECT_RUBRIC,keep-with-excerpt,细则/评标/阅卷片段直接命中该原理或等价表述。,民族精神 / 文化自信 / 意识能动作用,本轮进展;2024海淀一模备课优先知识触发补强;民族精神;文化自信;意识能动作用,民族精神,,民族精神;文化自信,2024各区一模\2024海淀一模\细则\2024海淀一模细则.docx,2024各区一模\2024海淀一模\试卷\高三政治：一模试题.pdf,16.（8分）可从发挥主观能动性、联系的观点、发展的观点、实践的观点、民族精神等角度作答。 【细则】 （20分） 第一问17（1）依靠科技，因地制宜发展农村“隐藏款土特产”，促进当地特色产业发展和经济结构优化，推动乡村产业振兴。国内南北多省份“隐藏款土特产”走俏，满足人民美好生活需要，促进当地就业，增加村民收入，推动区域协调发展。坚持扩大内需与深化供给侧结构性改革相结合，推进高水平对外开放。 角度 表述 现代化产业体系 2分 促进当地特色产业发展 / 经济结构优化 / 发展现代农业 / 深化供给侧结构性改革 推进乡村振兴 2分 增加就业、村民收入、满足人民群众美好生活需要、共同富裕 促进区域协调发展 1分 协调/ 优势互补 推进高水平对外开放 2分 国内国际双循环/ 新发展格局/ 国际竞争优势 第二问答案17（2） 京津冀三省市从协同发展的战略大局,16． （8 分）中国新一代载人飞船命名为“梦舟” ，月面着陆器命名为“揽月” 。 中国空间站建造完成后，登陆月球成为中国人探索太空的下一个目标。按计划，我国将在 2030 年前实现载人登陆月球开展科学探索。为实现这一目标，我国已于 2023 年底完成关键技术 攻关和方案研制工作。目前，长征十号运载火箭、 “梦舟”载人飞船、 “揽月”着陆器和登月服等已 完成方案阶段的各项研制工作，全面进入初样研 制阶段。 “梦舟”寓意载人月球探测承载中国人的航 天梦，开启探索太空的新征程，也体现了与神 舟、天舟飞船家族的体系传承。 “揽月”取自毛 泽东同志诗词“可上九天揽月” ，彰显中国人探 索宇宙、登陆月球的自信。 结合材料，运用《哲学与文化》知识，谈谈中国人探索宇宙、登陆月球何以自信。,data/preprocessed_corpus/gpt_suite_bundles/2024各区模拟题__2024各区一模__2024海淀一模.md,data/preprocessed_corpus/gpt_suite_bundles/2024各区模拟题__2024各区一模__2024海淀一模.md,answer-key-present,“揽月”取自毛泽东诗词“可上九天揽月”，彰显中国人探索宇宙、登陆月球的自信。,细则明确可从民族精神作答。诗词意象进入航天器命名，说明中华文化中的理想气魄、奋斗精神和浪漫想象能够激励现实探索；文化自信要落到“精神动力转化为实践行动”，不能只写一句喜欢传统文化。
V3-FW-0404,1590,本轮进展（2024海淀一模备课优先知识触发补强）,2024北京海淀高三一模 第16题,2024,海淀,一模,第16题,subjective,B,B_angle_or_scoring_source,WEAK_INFERRED_FROM_MATERIAL,manual-review-before-draft,原题/细则片段可定位，但未直接命中该原理；目前只看到 V2 材料链中的解释，需人工复看。,发展观点,本轮进展;2024海淀一模备课优先知识触发补强;发展观点,,,发展观点,2024各区一模\2024海淀一模\细则\2024海淀一模细则.docx,2024各区一模\2024海淀一模\试卷\高三政治：一模试题.pdf,16.（8分）可从发挥主观能动性、联系的观点、发展的观点、实践的观点、民族精神等角度作答。 【细则】 （20分） 第一问17（1）依靠科技，因地制宜发展农村“隐藏款土特产”，促进当地特色产业发展和经济结构优化，推动乡村产业振兴。国内南北多省份“隐藏款土特产”走俏，满足人民美好生活需要，促进当地就业，增加村民收入，推动区域协调发展。坚持扩大内需与深化供给侧结构性改革相结合，推进高水平对外开放。 角度 表述 现代化产业体系 2分 促进当地特色产业发展 / 经济结构优化 / 发展现代农业 / 深化供给侧结构性改革 推进乡村振兴 2分 增加就业、村民收入、满足人民群众美好生活需要、共同富裕 促进区域协调发展 1分 协调/ 优势互补 推进高水平对外开放 2分 国内国际双循环/ 新发展格局/ 国,16． （8 分）中国新一代载人飞船命名为“梦舟” ，月面着陆器命名为“揽月” 。 中国空间站建造完成后，登陆月球成为中国人探索太空的下一个目标。按计划，我国将在 2030 年前实现载人登陆月球开展科学探索。为实现这一目标，我国已于 2023 年底完成关键技术 攻关和方案研制工作。目前，长征十号运载火箭、 “梦舟”载人飞船、 “揽月”着陆器和登月服等已 完成方案阶段的各项研制工作，全面进入初样研 制阶段。 “梦舟”寓意载人月球探测承载中国人的航 天梦，开启探索太空的新征程，也体现了与神 舟、天舟飞船家族的体系传承。 “揽月”取自毛 泽东同志诗词“可上九天揽月” ，彰显中国人探 索宇宙、登陆月球的自信。 结合材料，运用《哲学与文化》知识，谈谈中国人探索宇宙、登陆月球何以自信。,data/preprocessed_corpus/gpt_suite_bundles/2024各区模拟题__2024各区一模__2024海淀一模.md,data/preprocessed_corpus/gpt_suite_bundles/2024各区模拟题__2024各区一模__2024海淀一模.md,answer-key-present,从神舟、天舟到梦舟、揽月，中国航天不断从空间站建设走向载人登月新目标。,细则明确可从发展观点作答，未点名“量变质变”和“前进性与曲折性”。材料用时间线呈现中国航天目标持续升级，学生可把“下一个目标、关键技术攻关、进入初样研制”翻译成航天事业持续发展的过程，但不得把未点名原理写成稳定细则点。
V3-FW-0405,1599,本轮进展（2024丰台一模备课优先知识触发补强）,2024北京丰台高三一模 第1题,2024,丰台,一模,第1题,choice,C,C_verified_choice_source,SUPPORTED_DIRECT_CHOICE_TEXT,keep-choice-with-excerpt,选择题题面/选项片段直接命中该原理或等价表述，且已有答案键状态。,革命文化 / 长征精神 / 价值观导向,价值观;价值观的导向作用;价值导向;本轮进展;2024丰台一模备课优先知识触发补强;革命文化;长征精神;价值观导向,,革命文化;长征精神,,2024各区一模\2024丰台一模\细则\2024丰台一模细则.docx,2024各区一模\2024丰台一模\试卷\丰台高三一模政治试卷终版.pdf,1.写出具体怎么运用该思维；2.运用该思维对提案有什么作用。 （1）慎给0分 （2）运用科学思维相关知识，但论述不充分、没有针对其方法，给1分。 （3）运用科学思维相关知识，且论述充分合理，给2分。 如果没有单独写出来研究方法，但是在理由的论述中可以看出来方法的，酌情给2-3分。 结合材料，运用《当代国际政治与经济》只是，说明我国的实践是如何推动供应链成为国际合作“共赢链”的。 参考答案： 我国通过建立和完善基础设施，推动产品、服务和生产要素在全球的流动，提高资源配置效率；通过加快供应链金融创新，缓解供应链发展中资金短缺问题；通过打造国际经济合作交流平台，推进贸易投资自由化便利化；通过运用先进技术降低成本、提高效率，推动全球供应链高质量发展；通过畅通全球供应链产业链，增强经济全球化活力，推动各国合作共赢。 评,程中的巍峨 丰碑。 新时代，各地围绕再走 “ 长征路 ＇ ＼再写 “ 英雄谱 ＇ ＼再现 “ 红飘带 “ 开展了丰富多彩的 活动。 开展这些活动 CD在回望长征历程中铭记革命先辈丰功伟绩，质续红色血脉 ©在历史比较中坚定方向，开启社会主义现代化建设新征程 ＠将历史融入现实，不忘党的初心使命，激励人们自信前行 ＠充分挖掘革命文化的时代价值，丰富长征精神的基本内容 A. 叩＠ B. 心＠ C.@@ D.®@,data/preprocessed_corpus/gpt_suite_bundles/2024各区模拟题__2024各区一模__2024丰台一模.md,data/preprocessed_corpus/gpt_suite_bundles/2024各区模拟题__2024各区一模__2024丰台一模.md,possible-answer-key,各地围绕再走“长征路”、再写“英雄谱”、再现“红飘带”开展活动，把长征历史和新时代奋斗连接起来。,正确项强调铭记革命先辈、赓续红色血脉、不忘初心使命并激励自信前行。材料不是只让学生复述历史，而是把革命精神转化为现实奋斗的精神动力；遇到红色活动题，要写“历史记忆 -> 精神传承 -> 新时代实践”。
V3-FW-0406,1600,本轮进展（2024丰台一模备课优先知识触发补强）,2024北京丰台高三一模 第2题,2024,丰台,一模,第2题,choice,C,C_verified_choice_source,WEAK_INFERRED_FROM_MATERIAL,manual-review-before-draft,原题/细则片段可定位，但未直接命中该原理；目前只看到 V2 材料链中的解释，需人工复看。,中华优秀传统文化 / 文化传承 / 人民实践,本轮进展;2024丰台一模备课优先知识触发补强;中华优秀传统文化;文化传承;人民实践,中华优秀传统文化,,人民实践,2024各区一模\2024丰台一模\细则\2024丰台一模细则.docx,2024各区一模\2024丰台一模\试卷\2024北京丰台高三一模政治试题及答案.pdf,-3；无论述或论述严重偏差0-1分； 注：若虽然论述了三个层面，但不贴切或照抄材料，降一档给分。 结合材料，综合运用所学，谈谈你对全人类共同价值的理解。 参考答案： 可以从唯物辩证法、构建人类命运共同体等角度作答。 拓展答案： 哲学与文化角度： 唯物辩证法（联系、发展、矛盾） 辨证唯物论（从实际出发、尊重客观规律） 中华优秀传统文化 逻辑与思维： 创新思维、辨证思维 国际政治与经济： 人类命运共同体、时代主题、经济全球化、国际关系等 中国特色社会主义： 马克思主义、新时代 等等…… 评分标准说明： 水平4：(7-8分) 8分 能够从3个不同维度展开分析，综合运用两个模块的知识对自己的见解进行全面充分的阐述，逻辑严密，条理清晰。 7分 能够从3个不同维度/从两个维度（必备维度：为什么——重要性、必要性）运用两个模块的知识围绕主题进行阐述，条理清晰。 水平3：(4-6分) 6分 能够从3个不同维度/从两个维度展开（必备维度充分：为什么——重要性、必要性）分析，论述比较清晰。 5分 论述不太充分。 4分 逻辑欠清晰。 水平2：(2-3分) 3分 围绕问题展开论述，知识运用不准确。 2分 大量罗列知识，没有充分展开。 水平1：(0,2.纹必有意，意必吉祥。汉代的卷草云纹、杯纹地信期绣纹；唐代的团窠对鸟纹、宝花立凤 纹；宋代的 莲花纹、兰花纹；明代的五湖四海纹、大吉葫芦纹……千百年，纹样被热爱生活 的人民创作出来，又装 点着一代代中国人的生活，如今依然熠熠生辉。由此可见，中华传统纹样 ①追求实用性与艺术性相统一，成为传播传统文化的主要载体 ②涵养着深厚的民族情感，寻得中华文明的精神归宿 ③反映出人们的审美旨趣，表达了人们对美好生活的期盼 ④因其独特的文化表达方式，在今天仍具强大生命力 A.①② B.①③ C.②④ D.③④,data/preprocessed_corpus/gpt_suite_bundles/2024各区模拟题__2024各区一模__2024丰台一模.md,data/preprocessed_corpus/gpt_suite_bundles/2024各区模拟题__2024各区一模__2024丰台一模.md,possible-answer-key,卷草云纹、团窠对鸟纹、莲花纹、五湖四海纹等传统纹样由人民创造、装点生活，并在今天依然熠熠生辉。,正确项落在传统纹样反映审美旨趣、表达美好生活期盼并保持生命力。材料把纹样放进人民生活和历代传承中，说明文化符号不是孤立图案，而是人民实践、审美情感和民族文化连续性的结晶。
V3-FW-0407,1601,本轮进展（2024丰台一模备课优先知识触发补强）,2024北京丰台高三一模 第8题,2024,丰台,一模,第8题,choice,C,C_verified_choice_source,SUPPORTED_DIRECT_CHOICE_TEXT,keep-choice-with-excerpt,选择题题面/选项片段直接命中该原理或等价表述，且已有答案键状态。,一切从实际出发 / 联系观点 / 系统观念,一切从实际出发;实事求是;主观与客观;客观实际;具体的历史的统一;系统观念;系统优化;系统;整体性;协同;本轮进展;2024丰台一模备课优先知识触发补强;联系观点,实事求是,系统,系统,2024各区一模\2024丰台一模\细则\2024丰台一模细则.docx,2024各区一模\2024丰台一模\试卷\2024北京丰台高三一模政治试题及答案.pdf,合材料，运用《政治与法治》知识，谈谈新时代“四下基层”如何为社会主义现代化建设注入强劲动力。 参考答案： 中国共产党是中国特色社会主义事业的领导核心，“四下基层”是党坚持群众路线、密切联系群众的重要抓手，能为社会主义现代化建设注入强进动力。通过宣传，使党的路线、方针、政策直达基层，落地生根；党员和干部坚持人民至上，坚持实事求是、求真务实，定人基层，融入百姓，为群众办实事解难题。“四下基层”创新工作机制方法，起干部与群众之间的“连心桥”，既能有效促进党的路线、方针、政策贯彻落实，提高决策质量水平，又能畅通民意诉求通道，直抵民心，推动干部作风转变。 拓展答案： 促进治理能力、治理体系现代化，更好地履行政府职能，建设服务型政府，更好地维护人民群众的权利或利益，提高政府工作的效率，化解社会矛盾、促进社会和谐稳定。 评分标准说明： 共性角度：3分 “四下基层”创新工作机制方法（替代促进治理能力、治理体系现代化）（1分），发挥党的领导核心作用（1分），是党坚持群众路线、密切联系群众的重要抓手（替代贯彻群众观点、群众路线或以人民为中心）（1分），能为社会主义现代化建设注入强进动力。 个性角度：（3个角度，每个角度2分，最高5分） 宣传角,8.30 多年前， 《福州市20年经济社会发展战略设想》系统谋划了福州 3年、8 年、20 年经济社会发展的目 标、步骤、布局、重点等，明确了“建设现代化国际城市”的宏伟目标，为福州擘画了美好蓝图。从“后 排就座”到奋勇争先，从“纸褚福州城”到宜居幸福城……该战略工程的实施，让福州大地迎来沧桑巨 变。该战略 ①坚持准确识变、主动求变，以量的渐进性突破质的连续性 “法者，治之端也。”法是维持社会秩序、调整社会关系的一种社会规范。法是由国家制定或认可 的社会规范。法是由国家强制力保证实施的具有普遍约束力的社会规范。 第3页/共9页 ②放眼长远规划，以福州美好蓝图作为实现巨变的根本动力 ③立足福州实际，深刻认识并准确把握了福州的特点和优势 ④坚持统筹全局、系统谋划，为福州高质量发展做好顶层设计 A.①② B.①④ C.②③,data/preprocessed_corpus/gpt_suite_bundles/2024各区模拟题__2024各区一模__2024丰台一模.md,data/preprocessed_corpus/gpt_suite_bundles/2024各区模拟题__2024各区一模__2024丰台一模.md,possible-answer-key,福州20年战略设想系统谋划3年、8年、20年目标、步骤、布局和重点，并推动福州从“纸褚福州城”走向宜居幸福城。,正确项强调立足福州实际、把握特点优势，并坚持统筹全局、系统谋划。材料中的长远规划不是空想蓝图，而是在认识地方实际基础上安排阶段目标、重点任务和整体布局，说明城市发展要把实际条件、长期目标和系统设计连起来。
V3-FW-0408,1602,本轮进展（2024丰台一模备课优先知识触发补强）,2024北京丰台高三一模 第9题,2024,丰台,一模,第9题,choice,C,C_verified_choice_source,SUPPORTED_DIRECT_CHOICE_TEXT,keep-choice-with-excerpt,选择题题面/选项片段直接命中该原理或等价表述，且已有答案键状态。,认识受主客观条件制约 / 真理性认识的条件性,真理;真理是具体的;真理是有条件的;追求真理;本轮进展;2024丰台一模备课优先知识触发补强;认识受主客观条件制约;真理性认识的条件性,,真理,真理,2024各区一模\2024丰台一模\细则\2024丰台一模细则.docx,2024各区一模\2024丰台一模\试卷\2024北京丰台高三一模政治试题及答案.pdf,丰台一模评分细则 2024.3.30 16.结合材料，运用《政治与法治》知识，谈谈新时代“四下基层”如何为社会主义现代化建设注入强劲动力。 参考答案： 中国共产党是中国特色社会主义事业的领导核心，“四下基层”是党坚持群众路线、密切联系群众的重要抓手，能为社会主义现代化建设注入强进动力。通过宣传，使党的路线、方针、政策直达基层，落地生根；党员和干部坚持人民至上，坚持实事求是、求真务实，定人基层，融入百姓，为群众办实事解难题。“四下基层”创新工作机制方法，起干部与群众之间的“连心桥”，既能有效促进党的路线、方针、政策贯彻落实，提高决策质量水平，又能畅通民意诉求通道，直抵民心，推动干部作风转变。 拓展答案： 促进治理能力、治理体系现代化，更好地履行政府职能，建设服务型政府，更好地维护人民群众的权利或利益，提高政府工,9.读右图，下列说法与漫画寓意最相符的是 A. 只要发挥主观能动性，就能获得真理性认识 B. 要自觉站在最广大人民立场上进行价值判断和价值选择 C. 获得真理性认识受到主客观条件的制约 D. 要从实践出发去获得真理性认识,data/preprocessed_corpus/gpt_suite_bundles/2024各区模拟题__2024各区一模__2024丰台一模.md,data/preprocessed_corpus/gpt_suite_bundles/2024各区模拟题__2024各区一模__2024丰台一模.md,possible-answer-key,漫画写“当蚂蚁说‘海洋’时，它们在谈论一个水坑”，同一水坑在蚂蚁尺度下被理解为“海洋”。,正确项落在获得真理性认识受到主客观条件制约。漫画不是价值选择题，也不是简单说“从实践出发”就够；它提示学生看到认识主体的尺度、经验和客观对象呈现方式会影响认识结果，因此认识要不断接受实践检验、克服条件局限。
V3-FW-0409,1603,本轮进展（2024丰台一模备课优先知识触发补强）,2024北京丰台高三一模 第18题（1）,2024,丰台,一模,第18题（1）,subjective,B,B_angle_or_scoring_source,NEEDS_HUMAN_CONTENT_CHECK,manual-review-before-draft,能定位原题/来源片段，但未找到该原理的直接或等价支撑。,发展观点 / 创新推动发展 / 生产力观点,本轮进展;2024丰台一模备课优先知识触发补强;发展观点;创新推动发展;生产力观点,,,,2024各区一模\2024丰台一模\细则\2024丰台一模细则.docx,2024各区一模\2024丰台一模\试卷\2024北京丰台高三一模政治试题及答案.pdf,丰台一模评分细则 2024.3.30 16.结合材料，运用《政治与法治》知识，谈谈新时代“四下基层”如何为社会主义现代化建设注入强劲动力。 参考答案： 中国共产党是中国特色社会主义事业的领导核心，“四下基层”是党坚持群众路线、密切联系群众的重要抓手，能为社会主义现代化建设注入强进动力。通过宣传，使党的路线、方针、政策直达基层，落地生根；党员和干部坚持人民至上，坚持实事求是、求真务实，定人基层，融入百姓，为群众办实事解难题。“四下基层”创新工作机制方法，起干部与群众之间的“连心桥”，既能有效促进党的路线、方针、政策贯彻落实，提高决策质量水平，又能畅通民意诉求通道，直抵民心，推动干部作风转变。 拓展答案： 促进治理能力、治理体系现代化，更好地履行政府职能，建设服务型政府，更好地维护人民群众的权利或利益，提高政府工,18.(16 分)以新质生产力推动高质量发展。 材料一 生产力是人类改造自然、征服自然的能力，是推动人类文明不断向前发展的决定力量和动力源 泉。回顾整个人类社会历史进程，其实就是社会生产力从低级到高级、从落后到先进的不断发展的过程。 2024 年 1 月，习近平总书记在主持中央政治局第十一次集体学习时强调“发展新质 生产力是推动高质量 发展的内在要求和重要着力点”。新质生产力是创新起主导作用。 摆脱传统经济增长方式、生产力发展 路径，具有高科技、高效能、高质量特征，符合新发展 理念的先进生产力质态。它由技术革命性突破、 生产要素创新性配置、产业深度转型升 级而催生，以劳动者、劳动资料、劳动对象及其优化组合的跃升 为基本内涵，以全要素生产率大幅提升为核心标志，特点是创新，关键在质优，本质是先进生产力。 (1)新,data/preprocessed_corpus/gpt_suite_bundles/2024各区模拟题__2024各区一模__2024丰台一模.md,data/preprocessed_corpus/gpt_suite_bundles/2024各区模拟题__2024各区一模__2024丰台一模.md,possible-answer-key,新质生产力由技术革命性突破、生产要素创新性配置、产业深度转型升级催生，具有高科技、高效能、高质量特征。,评标细则允许从发展、矛盾、联系、唯物史观等角度作答。材料把生产力写成从低级到高级、从落后到先进的发展过程，新质生产力是先进生产力质态，学生要把“新技术+新要素+新产业”翻译成生产力发展的新阶段。
V3-FW-0410,1604,本轮进展（2024丰台一模备课优先知识触发补强）,2024北京丰台高三一模 第18题（1）,2024,丰台,一模,第18题（1）,subjective,B,B_angle_or_scoring_source,SUPPORTED_DIRECT_RUBRIC,keep-with-excerpt,细则/评标/阅卷片段直接命中该原理或等价表述。,联系观点 / 系统观念 / 整体优化,系统观念;系统优化;系统;整体性;协同;本轮进展;2024丰台一模备课优先知识触发补强;联系观点;整体优化,系统,,系统优化;系统,2024各区一模\2024丰台一模\细则\2024丰台一模细则.docx,2024各区一模\2024丰台一模\试卷\2024北京丰台高三一模政治试题及答案.pdf,科学思维知识分别说明理由。（6分） 参考答案： 19.(1)(2分)如果能够在商品外包装上印上垃圾分类标识 19.(2)(6分)可以从头脑风暴法、问卷调查法、访谈法等角度作。 示例:采用问卷调查法。 理由:科学思维追求认识的客观性、结果的预见性。在主题研究中，为了解真实情况，可以运用超前思维，采用问卷调查的方法有计划且系统的收集可参考的数据或资料:对调查搜集到的大量资料进行分析、综合、比较、归纳，能够更深入地认识主题、研究问题，从而为做好主题研究作出正确的判断和预测。 拓展答案： (1)(2分)（如果/只要）能够在商品外包装上印上垃圾分类标识。 19（2）.检核表法、抽样调查法、信息交合法、迁移、矛盾分析法、文献查查找法…… 超前思维—预测未来会出现的问题—写进提案中……. 逆向思维—从人民群众垃圾分类表示的看法，调查研究—聚焦到对提案的作用…… 联想思维—迁移其他国家的经验…… 类比推理—学习其他国际经验……. 发散思维—以分类标识为起点，多角度多方向发散—聚合思维，综合得出提案内容—使提案更客观、全面 辩证思维—联系、全面的观点—提案角度更周全 评分标准说明： 19（1）. （如果/只要）能够在商品外包装上印上垃圾分,18.(16 分)以新质生产力推动高质量发展。 材料一 生产力是人类改造自然、征服自然的能力，是推动人类文明不断向前发展的决定力量和动力源 泉。回顾整个人类社会历史进程，其实就是社会生产力从低级到高级、从落后到先进的不断发展的过程。 2024 年 1 月，习近平总书记在主持中央政治局第十一次集体学习时强调“发展新质 生产力是推动高质量 发展的内在要求和重要着力点”。新质生产力是创新起主导作用。 摆脱传统经济增长方式、生产力发展 路径，具有高科技、高效能、高质量特征，符合新发展 理念的先进生产力质态。它由技术革命性突破、 生产要素创新性配置、产业深度转型升 级而催生，以劳动者、劳动资料、劳动对象及其优化组合的跃升 为基本内涵，以全要素生产率大幅提升为核心标志，特点是创新，关键在质优，本质是先进生产力。 (1)新,data/preprocessed_corpus/gpt_suite_bundles/2024各区模拟题__2024各区一模__2024丰台一模.md,data/preprocessed_corpus/gpt_suite_bundles/2024各区模拟题__2024各区一模__2024丰台一模.md,possible-answer-key,新质生产力以劳动者、劳动资料、劳动对象及其优化组合的跃升为基本内涵，以全要素生产率大幅提升为核心标志。,这句话不是让学生分别背劳动者、劳动资料、劳动对象，而是要求看到三者优化组合后形成整体跃升。若只写某个技术点，会漏掉系统优化；答题要把要素、结构、组合、效率连成整体效能链。
V3-FW-0411,1605,本轮进展（2024丰台一模备课优先知识触发补强）,2024北京丰台高三一模 第18题（1）,2024,丰台,一模,第18题（1）,subjective,B,B_angle_or_scoring_source,WEAK_INFERRED_FROM_MATERIAL,manual-review-before-draft,原题/细则片段可定位，但未直接命中该原理；目前只看到 V2 材料链中的解释，需人工复看。,辩证否定 / 发展实质 / 质量互变,辩证否定;守正创新;扬弃;自己否定自己;本轮进展;2024丰台一模备课优先知识触发补强;发展实质;质量互变,,,辩证否定;扬弃,2024各区一模\2024丰台一模\细则\2024丰台一模细则.docx,2024各区一模\2024丰台一模\试卷\2024北京丰台高三一模政治试题及答案.pdf,丰台一模评分细则 2024.3.30 16.结合材料，运用《政治与法治》知识，谈谈新时代“四下基层”如何为社会主义现代化建设注入强劲动力。 参考答案： 中国共产党是中国特色社会主义事业的领导核心，“四下基层”是党坚持群众路线、密切联系群众的重要抓手，能为社会主义现代化建设注入强进动力。通过宣传，使党的路线、方针、政策直达基层，落地生根；党员和干部坚持人民至上，坚持实事求是、求真务实，定人基层，融入百姓，为群众办实事解难题。“四下基层”创新工作机制方法，起干部与群众之间的“连心桥”，既能有效促进党的路线、方针、政策贯彻落实，提高决策质量水平，又能畅通民意诉求通道，直抵民心，推动干部作风转变。 拓展答案： 促进治理能力、治理体系现代化，更好地履行政府职能，建设服务型政府，更好地维护人民群众的权利或利益，提高政府工,18.(16 分)以新质生产力推动高质量发展。 材料一 生产力是人类改造自然、征服自然的能力，是推动人类文明不断向前发展的决定力量和动力源 泉。回顾整个人类社会历史进程，其实就是社会生产力从低级到高级、从落后到先进的不断发展的过程。 2024 年 1 月，习近平总书记在主持中央政治局第十一次集体学习时强调“发展新质 生产力是推动高质量 发展的内在要求和重要着力点”。新质生产力是创新起主导作用。 摆脱传统经济增长方式、生产力发展 路径，具有高科技、高效能、高质量特征，符合新发展 理念的先进生产力质态。它由技术革命性突破、 生产要素创新性配置、产业深度转型升 级而催生，以劳动者、劳动资料、劳动对象及其优化组合的跃升 为基本内涵，以全要素生产率大幅提升为核心标志，特点是创新，关键在质优，本质是先进生产力。 (1)新,data/preprocessed_corpus/gpt_suite_bundles/2024各区模拟题__2024各区一模__2024丰台一模.md,data/preprocessed_corpus/gpt_suite_bundles/2024各区模拟题__2024各区一模__2024丰台一模.md,possible-answer-key,新质生产力摆脱传统经济增长方式和生产力发展路径，符合新发展理念，关键在质优、本质是先进生产力。,材料中的“摆脱传统路径”不是全盘否定过去，而是在已有生产力基础上突破低效、粗放、落后的发展方式，实现质的提升。学生可用辩证否定组织：保留生产力发展的一般规律，扬弃不适应高质量发展的旧路径。
