sample_rank,matrix_row_id,题源,题号,是否进宝典,宝典节点,证据等级,formal_signal,objective_choice_boundary,weak_signal,source_pointer_exists,source_artifact,support_excerpt
65,M0650,2026门头沟一模,Q16,是：已由当前DOCX覆盖并登记ledger/accepted,发展观/矛盾对立统一/辩证否定/联系/根据固有联系建立新联系,评分细则原文明示,true,false,false,true,01_source_inventory/suite_source_bundles/2026门头沟一模.md:19-30;371-379;944-955,门头沟一模细则明确哲学角度：发展的观点、矛盾双方对立统一、辩证否定观、联系的观点；答出一点2分，两点及以上3分，结合材料1分。
66,M0182,2025石景山一模,Q16(8分),是：当前DOCX已有Q16覆盖,联系观/发展观/矛盾观/中华优秀传统文化特点及当代价值,正式评分细则,true,false,false,true,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区一模__2025石景山一模.md:22-31; CURRENT_DOCX_2025_SHIJINGSHAN_YIMO_CONTEXT_20260525.md,2025石景山一模Q16正式非选择题评分细则明确：可选用联系观、发展观、矛盾观等相关哲理，解析“不数既往，不能知将来；不求远因，不能明近果”，并阐明中华优秀传统文化的特点和当代价值。
67,M1344,2026海淀期末,Q3,是：客观选择题挂点，已在当前DOCX正文登记,认识发展原理,教师版答案键+试卷原题（客观选择题）,true,false,true,true,"C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\data\preprocessed_corpus\gpt_suite_bundles\2026各区模拟题__2026各区期末和期中__2026海淀期末.md; C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\data\preprocessed_corpus\gpt_sources\7832041a93d37e1f_2026海淀期末细则.md; C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\data\preprocessed_corpus\gpt_sources\ac3124113aec7062_2026北京海淀高三_上_期末政治_教师版.md; rubric OCR: C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\bixiu4_thread_recovery_opus47_2026-05-24\BATCH32_2026_HAIDIAN_FINAL_RUBRIC_OCR_TRANSCRIPTION_20260525.md; rubric lines: C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\bixiu4_thread_recovery_opus47_2026-05-24\BATCH32_2026_HAIDIAN_FINAL_RUBRIC_OCR_LINES_20260525.md; teacher OCR: C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\bixiu4_thread_recovery_opus47_2026-05-24\BATCH32_2026_HAIDIAN_FINAL_TEACHER_OCR_TRANSCRIPTION_20260525.md; teacher lines: C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\bixiu4_thread_recovery_opus47_2026-05-24\BATCH32_2026_HAIDIAN_FINAL_TEACHER_OCR_LINES_20260525.md; source render manifest: C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\bixiu4_thread_recovery_opus47_2026-05-24\BATCH32_2026_HAIDIAN_FINAL_SOURCE_RENDER_MANIFEST.json; teacher PDF text page 9 answer key: 1B,2A,3A,4C,5D,6C,7D,8A,9D,10B,11B,12C,13C,14B,15D; rubric OCR pages 1-2 formal Q16-Q17 scoring; rubric OCR page 6 formal Q21 scoring.",教师版第3题答案键3A；正确项说明具身智能机器人作为新型研究工具能深化人们对表演规律的认识，仅作客观选择题挂点。
68,M0927,2024朝阳期中,Q17,是：已进入当前DOCX/PDF正文,价值判断与价值选择,正式阅卷细则（哲学2分开放角度）+当前DOCX正文,true,false,false,true,BATCH19_2024_CHAOYANG_MIDTERM_SOURCE_TRANSCRIPTION_20260525.md; C:/Users/Administrator/Desktop/beijing_politics_research/data/preprocessed_corpus/gpt_suite_bundles/2024各区模拟题__2024各区期中__2024朝阳期中.md; C:/Users/Administrator/Desktop/2024各区模拟题/2024各区期中/2024朝阳期中/细则/2024朝阳期中细则.rtf; current DOCX text verified,正式评分细则：文化6分+哲学2分；哲学可从辩证否定、对立统一/全面、具体问题具体分析、价值观导向、价值判断和价值选择、尊重规律发挥主观能动性等方面作答，知识1分+材料1分。
69,M0322,2024西城一模,Q2,是：已进入当前DOCX/PDF正文,一切从实际出发 / 实事求是 / 主观与客观具体的历史的统一,官方答案键+题干正确项链条（选择题，非主观题评分细则）,true,true,false,true,data\preprocessed_corpus\gpt_suite_bundles\2024各区模拟题__2024各区一模__2024西城一模.md:201-230,官方答案键A，正确项②写明走进乡土中国深处才能深刻理解怎样实事求是、联系群众。
70,M1104,2025海淀期末,Q17(2),是：已进入当前DOCX/PDF正文,实践是认识的基础,强细则/PPT评标细则,true,false,true,true,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2025各区模拟题__2025各区期末__2025海淀期末.md; C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\4b22b6c78aaddb3e_2025海淀期末细则.md; C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\b960993a71bd93ca_2025北京海淀高三_上_期末政治_教师版.md; current DOCX verified: existing unregistered 2025海淀期末 headings were present before Batch25,PPT细则第71、94行明列“实践是检验认识真理性的唯一标准/实践是认识发展的动力”
71,M0528,2026东城一模,Q5,是：已补入当前DOCX,认识发展原理,官方答案键+题干正确项链条（选择题，非主观题评分细则）,true,true,false,true,preprocessed_corpus\gpt_suite_bundles\2026各区模拟题__2026各区一模__2026东城一模.md:369-375; preprocessed_corpus\gpt_suite_bundles\2026各区模拟题__2026各区一模__2026东城一模.md:594-600,官方答案键B支持“通过分析综合海量数据获得规律性认识”；选择题边界已明示，非主观题评分细则。
72,M1434,2026通州期末,Q16,是：已进入当前DOCX/PDF正文,价值判断与价值选择,正式评分标准宽角度/术语支持,true,false,true,true,"C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\data\preprocessed_corpus\gpt_suite_bundles\2026各区模拟题__2026各区期末和期中__2026通州期末.md; C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\data\preprocessed_corpus\gpt_sources\44537714bd68a7c1_2026通州期末细则.md; C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\data\preprocessed_corpus\gpt_sources\7f3083ea306ea1e9_2026北京通州高三_上_期末政治_教师版.md; raw formal rubric PPTX: C:\Users\Administrator\Desktop\2026各区模拟题\2026各区期末和期中\2026通州期末\细则\2026通州期末细则.pptx; raw teacher PDF: C:\Users\Administrator\Desktop\2026各区模拟题\2026各区期末和期中\2026通州期末\试卷\2026北京通州高三（上）期末政治（教师版）.pdf; lecture/marking PPTX: C:\Users\Administrator\Desktop\2026各区模拟题\2026各区期末和期中\2026通州期末\2026通州期末试卷讲评.pptx; formal answer key: 1A,2D,3B,4D,5C,6A,7B,8D,9D,10B,11C,12A,13C,14A,15B.",正式细则第16题价值观部分写明“自觉站在最广大人民群众的立场上”。
73,M1425,2026通州期末,Q7,是：客观选择题挂点，已在当前DOCX正文登记,发展的观点 / 发展的普遍性,正式答案键+试卷原题（客观选择题）,true,false,true,true,"C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\data\preprocessed_corpus\gpt_suite_bundles\2026各区模拟题__2026各区期末和期中__2026通州期末.md; C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\data\preprocessed_corpus\gpt_sources\44537714bd68a7c1_2026通州期末细则.md; C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\data\preprocessed_corpus\gpt_sources\7f3083ea306ea1e9_2026北京通州高三_上_期末政治_教师版.md; raw formal rubric PPTX: C:\Users\Administrator\Desktop\2026各区模拟题\2026各区期末和期中\2026通州期末\细则\2026通州期末细则.pptx; raw teacher PDF: C:\Users\Administrator\Desktop\2026各区模拟题\2026各区期末和期中\2026通州期末\试卷\2026北京通州高三（上）期末政治（教师版）.pdf; lecture/marking PPTX: C:\Users\Administrator\Desktop\2026各区模拟题\2026各区期末和期中\2026通州期末\2026通州期末试卷讲评.pptx; formal answer key: 1A,2D,3B,4D,5C,6A,7B,8D,9D,10B,11C,12A,13C,14A,15B.",正式答案键7B；正确选项①对应“事物是不断变化发展的”，仅作客观选择题挂点。
74,M0678,2026东城二模,Q21,是：已进入当前DOCX/PDF正文,系统观念 / 系统优化,强细则,true,false,false,true,2026各区模拟题\2026各区二模\2026东城二模\细则\二模21题细则模版.pdf,Q21正式细则明确联系观/系统优化角度，本轮新增系统观念正文条目。
75,M1430,2026通州期末,Q16,是：已进入当前DOCX/PDF正文,一切从实际出发 / 实事求是 / 主观与客观具体的历史的统一,正式评分标准,true,false,true,true,"C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\data\preprocessed_corpus\gpt_suite_bundles\2026各区模拟题__2026各区期末和期中__2026通州期末.md; C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\data\preprocessed_corpus\gpt_sources\44537714bd68a7c1_2026通州期末细则.md; C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\data\preprocessed_corpus\gpt_sources\7f3083ea306ea1e9_2026北京通州高三_上_期末政治_教师版.md; raw formal rubric PPTX: C:\Users\Administrator\Desktop\2026各区模拟题\2026各区期末和期中\2026通州期末\细则\2026通州期末细则.pptx; raw teacher PDF: C:\Users\Administrator\Desktop\2026各区模拟题\2026各区期末和期中\2026通州期末\试卷\2026北京通州高三（上）期末政治（教师版）.pdf; lecture/marking PPTX: C:\Users\Administrator\Desktop\2026各区模拟题\2026各区期末和期中\2026通州期末\2026通州期末试卷讲评.pptx; formal answer key: 1A,2D,3B,4D,5C,6A,7B,8D,9D,10B,11C,12A,13C,14A,15B.",正式细则第16题哲学角度写明“坚持一切从实际出发，实事求是”。
76,M0273,2024朝阳一模,Q3,是：已进入当前DOCX/PDF正文,实现人生价值,答案键+题干正确项链（选择题，非主观题评分细则）,true,true,false,true,data\preprocessed_corpus\gpt_suite_bundles\2024各区模拟题__2024各区一模__2024朝阳一模.md:28-34;420-455,Q3答案B，当前DOCX已保留人生价值选择题链。
77,M0744,2026石景山二模,Q9,是：Batch04补入最终DOCX,实践是认识的基础；人民群众,选择题官方答案键+题干正确项链条；选择题边界已明示,true,true,false,true,02_codex_lane\codex_a_coverage_matrix.csv:499,"2026石景山二模 source bundle lines 17-19, 158-163, 225-227.；2026石景山二模 source bundle lines 17-19, 158-163, 225-227. 边界：本行为选择题官方答案键/正确项链条，只用于选择题知识触发与错项辨析，不作为主观题稳定评分触发或评分细则证据。"
78,M1253,2026朝阳期中,Q18,是：已进入当前DOCX/PDF正文,量变与质变 / 适度原则,正式细则,true,false,true,true,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\data\preprocessed_corpus\gpt_suite_bundles\2026各区模拟题__2026各区期末和期中__2026朝阳期中.md; C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\data\preprocessed_corpus\gpt_sources\885e694cf464c22b_2026朝阳期中细则.md; duplicate rubric cache: C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\data\preprocessed_corpus\gpt_sources\885e694cf464c22b_2025.11朝阳期中政治评标.md; C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\data\preprocessed_corpus\gpt_sources\5a53b5c6863d7f95_2025北京朝阳高三_上_期中政治_教师版.md; teacher-version answer key lines 580-585; Q4 paper lines 373-380; Q7 paper lines 399-410; Q14 paper lines 455-461; Q18 prompt/rubric lines 52-85; Q19 prompt/rubric lines 87-104; current DOCX verified: 11 existing unregistered 2026朝阳期中 headings were present before Batch29,正式评分细则第60-62、78-81行：反对理由列适度原则
79,M0001,2026东城二模,Q16,是：已进入当前DOCX/PDF正文,实践是认识的基础,强细则,true,false,false,true,04_fusion_audit\student_patch_entries.accepted.jsonl:1,东城第16题主观题细则：核心知识包括“实践与认识辩证关系”；示例写明实践是认识来源、发展动力和检验真理的标准。
80,M0256,2024丰台一模,Q8,是：本批新增进入当前DOCX/PDF正文,一切从实际出发 / 实事求是 / 主观与客观具体的历史的统一；系统观念 / 系统优化,选择题官方答案键+题干正确项链条；选择题边界已明示,true,true,false,true,01_source_inventory/suite_source_bundles/2024丰台一模.md:221-235;422-458,Q8正确项③落到立足福州实际、把握特点优势；正确项④落到统筹全局、系统谋划和顶层设计。 边界：本行为选择题官方答案键/正确项链条，只用于选择题知识触发与错项辨析，不作为主观题稳定评分触发或评分细则证据。
