matrix_row_id,题源,题号,宝典节点,证据等级,formal_signal,objective_choice_boundary,verdict,support_excerpt
M1344,2026海淀期末,Q3,认识发展原理,教师版答案键+试卷原题（客观选择题）,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,教师版第3题答案键3A；正确项说明具身智能机器人作为新型研究工具能深化人们对表演规律的认识，仅作客观选择题挂点。
M1345,2026海淀期末,Q4,实践是认识的基础,教师版答案键+试卷原题（客观选择题）,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,教师版第4题答案键4C；题干与正确项把新时代人文经济学置于我国人文经济实践和中国式现代化实践中理解，仅作客观选择题挂点。
M1346,2026海淀期末,Q16,两点论与重点论,正式评分标准宽角度/术语支持,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,正式评分标准page_001 Q16矛盾观细则写“一分为二、两重统一”，并提示“重点论”出不来只能1分，支持两点论与重点论的宽口径登记。
M1347,2026海淀期末,Q16,主观能动性 / 意识的能动作用,正式评分标准,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,正式评分标准page_001 Q16列明“意识的能动作用”，并在行动角度列出主观能动性。
M1348,2026海淀期末,Q16,价值判断与价值选择,正式评分标准宽角度/术语支持,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,正式评分标准page_001 Q16在“知”的角度列出“价值观、价值判断价值选择等”。
M1349,2026海淀期末,Q16,价值观的导向作用,正式评分标准,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,正式评分标准page_001 Q16写明“价值观具有导向作用，正确价值观具有促进作用，应树立正确价值观”。
M1350,2026海淀期末,Q16,实现人生价值,正式评分标准宽角度/术语支持,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,正式评分标准page_001 Q16在行动角度列出“实践、主观能动性、实现人生价值”。
M1351,2026海淀期末,Q16,实践与认识（总）,正式评分标准宽角度/术语支持,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,正式评分标准page_001 Q16列明“实践的观点”，且设问要求结合材料或个人体验作答。
M1352,2026海淀期末,Q16,实践是认识的基础,正式评分标准宽角度/术语支持,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,正式评分标准page_001 Q16列明“实践的观点”，题干要求结合材料或个人体验说明数字原住民如何在技术使用实践中成长。
M1353,2026海淀期末,Q16,矛盾就是对立统一,正式评分标准,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,正式评分标准page_001 Q16列明“矛盾的观点”，细则写“一分为二、两重统一”。
M1354,2026海淀期末,Q17,主观能动性 / 意识的能动作用,正式评分标准,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,正式评分标准page_002 Q17哲学知识栏列出“意识的能动作用/认识的作用/价值观的导向作用”。
M1355,2026海淀期末,Q17,价值判断与价值选择,正式评分标准,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,正式评分标准page_002 Q17“红色文化滋养年轻人”维度写明形成正确价值观、明确价值选择和价值判断的标准。
M1356,2026海淀期末,Q17,价值观的导向作用,正式评分标准,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,正式评分标准page_002 Q17哲学知识栏列出“价值观的导向作用”。
M1357,2026海淀期末,Q17,发展的观点 / 发展的普遍性,正式评分标准,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,正式评分标准page_002 Q17“红色文化的发展”维度列出“发展的观点/联系的观点”。
M1358,2026海淀期末,Q17,根据固有联系建立新的具体联系,正式评分标准宽角度/术语支持,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,正式评分标准page_002 Q17“红色文化的发展”维度列出“联系的观点”，材料通过体验、数字技术和青年讲述建立红色文化与青年生活的新具体联系。
M1359,2026海淀期末,Q17,矛盾的普遍性和特殊性,正式评分标准,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,正式评分标准page_002 Q17哲学知识栏列出“矛盾的普遍性和特殊性的辩证关系”。
M1360,2026海淀期末,Q17,联系的普遍性 / 联系的观点（总）,正式评分标准,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,正式评分标准page_002 Q17“红色文化的发展”维度列出“发展的观点/联系的观点”。
M1361,2026海淀期末,Q17,认识对实践的反作用,正式评分标准,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,正式评分标准page_002 Q17写明“正确的认识有助于推动年轻人积极投身于实践”。
M1362,2026海淀期末,Q21,人民群众,正式评分标准,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,正式评分标准page_006 Q21“以人民为中心”角度写明人民群众是历史的主体，坚持群众观点、群众路线。
M1363,2026海淀期末,Q21,矛盾就是对立统一,正式评分标准,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,正式评分标准page_006 Q21要求运用对立统一观点分析“活力与秩序”的关系，原理1分+分析1分。
M1384,2026西城期末,Q3,实践与认识（总）,正式答案键+试卷原题（客观选择题）,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,正式答案键3A；正确项②“加快实践与认识的循环过程”，仅作选择题客观挂点。
M1385,2026西城期末,Q3,认识发展原理,正式答案键+试卷原题（客观选择题）,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,正式答案键3A；正确项①“促进人们认识能力的提高”，仅作选择题客观挂点。
M1386,2026西城期末,Q4,矛盾的普遍性和特殊性,正式答案键+试卷原题（客观选择题）,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,正式答案键4D；正确项把不同古诗词的个性化描写与江豚生存的一般规律相连，仅作选择题客观挂点。
M1387,2026西城期末,Q5,联系的普遍性 / 联系的观点（总）,正式答案键+试卷原题（客观选择题）,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,正式答案键5C；正确项直接写国家间联系的普遍性和客观性，仅作选择题客观挂点。
M1388,2026西城期末,Q21,一切从实际出发 / 实事求是 / 主观与客观具体的历史的统一,正式评分标准,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,正式评分细则page_005 Q21角度3列出“实事求是”。
M1389,2026西城期末,Q21,人民群众,正式评分标准宽角度/术语支持,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,正式评分细则page_005 Q21角度2变通写明“人民至上/人民群众观点等”。
M1390,2026西城期末,Q21,发展的观点 / 发展的普遍性,正式评分标准,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,正式评分细则page_005 Q21角度3列出“发展观”。
M1391,2026西城期末,Q21,实践与认识（总）,正式评分标准宽角度/术语支持,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,正式评分细则page_005 Q21角度3列出“实践与认识”。
M1392,2026西城期末,Q16(1),人民群众,正式评分标准宽角度/术语支持,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,正式评分细则page_001 Q16(1)角度1变通写明“人民群众是精神财富的创造者，要坚持人民主体”。
M1393,2026西城期末,Q16(2),一切从实际出发 / 实事求是 / 主观与客观具体的历史的统一,正式评分标准,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,正式评分细则page_002写明追求真实就是实现主观与客观事实相符合。
M1394,2026西城期末,Q16(2),主观能动性 / 意识的能动作用,正式评分标准,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,正式评分细则page_002 Q16(2)唯物论角度写明正确意识有效发挥能动作用、正确指导实践。
M1395,2026西城期末,Q16(2),人民群众,正式评分标准,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,正式评分细则page_002唯物史观角度写明人民群众是历史的主体、从群众中来到群众中去。
M1396,2026西城期末,Q16(2),价值判断与价值选择,正式评分标准,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,正式评分细则page_002价值观角度写明引导人们作出正确价值判断与选择。
M1397,2026西城期末,Q16(2),价值观的导向作用,正式评分标准,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,正式评分细则page_002价值观角度写明价值观对认识世界改造世界有重要导向作用。
M1398,2026西城期末,Q16(2),实践是认识的基础,正式评分标准,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,正式评分细则page_002认识论角度写明扎根实践、经实践检验获得真实认识才能获得真理。
M1399,2026西城期末,Q16(2),物质决定意识,正式评分标准,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,正式评分细则page_002 Q16(2)唯物论角度写明“世界统一于物质（物质决定意识）”。
M1400,2026西城期末,Q16(2),真理观,正式评分标准,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,正式评分细则page_002认识论角度写明追求真理是人类认识活动根本任务，并在酌情原则列出真理最基本属性。
M1401,2026西城期末,Q16(2),矛盾的普遍性和特殊性,正式评分标准,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,正式评分细则page_002辩证法角度写明矛盾普遍性和特殊性相互联结。
M1402,2026西城期末,Q16(2),社会存在与社会意识,正式评分标准宽角度/术语支持,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,正式评分细则page_002酌情原则列明“社会存在社会意识”。
M1403,2026西城期末,Q16(2),认识对实践的反作用,正式评分标准,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,正式评分细则page_002认识论角度写明真实认识对实践具有促进作用。
M1423,2026通州期末,Q5,人民群众,正式答案键+试卷原题（客观选择题）,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,正式答案键5C；正确选项含“基层问题的治理必须坚持群众观念”，仅作客观选择题挂点。
M1424,2026通州期末,Q5,系统观念 / 系统优化,正式答案键+试卷原题（客观选择题）,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,正式答案键5C；正确选项含“系统思维和辩证思维”，仅作客观选择题挂点。
M1425,2026通州期末,Q7,发展的观点 / 发展的普遍性,正式答案键+试卷原题（客观选择题）,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,正式答案键7B；正确选项①对应“事物是不断变化发展的”，仅作客观选择题挂点。
M1426,2026通州期末,Q7,量变与质变 / 适度原则,正式答案键+试卷原题（客观选择题）,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,正式答案键7B；正确选项④对应“量变是质变的必要准备，要重视量的积累”，仅作客观选择题挂点。
M1427,2026通州期末,Q8,根据固有联系建立新的具体联系,正式答案键+试卷原题（客观选择题）,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,正式答案键8D；正确选项③写明通过刺绣建立承载家国情怀的人为事物联系。
M1428,2026通州期末,Q8,矛盾就是对立统一,正式答案键+试卷原题（客观选择题）,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,正式答案键8D；正确选项④写明个体差异性与民族记忆整体性在作品中对立统一。
M1429,2026通州期末,Q9,系统观念 / 系统优化,正式答案键+试卷原题（客观选择题）,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,正式答案键9D；正确选项写明运用系统化、数字化模式整合保障资源，形成新机制。
M1430,2026通州期末,Q16,一切从实际出发 / 实事求是 / 主观与客观具体的历史的统一,正式评分标准,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,正式细则第16题哲学角度写明“坚持一切从实际出发，实事求是”。
M1431,2026通州期末,Q16,主观能动性 / 意识的能动作用,正式评分标准,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,正式细则第16题写明“同时发挥人的主观能动性，实现人与自然的和谐共生”。
M1432,2026通州期末,Q16,事物发展是前进性与曲折性的统一,正式评分标准宽角度/术语支持,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,正式细则第16题发展观括注“前途光明道路曲折”。
M1433,2026通州期末,Q16,人民群众,正式评分标准,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,正式细则第16题唯物史观部分写明“人民群众是历史的创造者”。
M1434,2026通州期末,Q16,价值判断与价值选择,正式评分标准宽角度/术语支持,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,正式细则第16题价值观部分写明“自觉站在最广大人民群众的立场上”。
M1435,2026通州期末,Q16,发展的观点 / 发展的普遍性,正式评分标准,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,正式细则第16题发展观部分写明事物不断变化发展、与时俱进、开拓创新。
M1436,2026通州期末,Q16,尊重客观规律与发挥主观能动性相结合,正式评分标准,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,正式细则第16题写明“尊重客观规律与发挥主观能动性相结合”。
M1437,2026通州期末,Q16,整体与部分,正式评分标准宽角度/术语支持,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,正式细则第16题联系观括注“系统观念/整体部分”。
M1438,2026通州期末,Q16,物质决定意识,正式评分标准,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,正式细则第16题唯物论角度写明“体现了物质决定意识”。
M1439,2026通州期末,Q16,系统观念 / 系统优化,正式评分标准宽角度/术语支持,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,正式细则第16题联系观括注“系统观念/整体部分”。
M1440,2026通州期末,Q16,联系的多样性,正式评分标准,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,正式细则第16题联系观部分直接点名联系的多样性。
M1441,2026通州期末,Q16,联系的客观性,正式评分标准,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,正式细则第16题联系观部分直接点名联系的客观性。
M1442,2026通州期末,Q16,联系的普遍性 / 联系的观点（总）,正式评分标准,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,正式细则第16题联系观部分写明“体现了联系的普遍性、客观性和多样性”。
M1443,2026通州期末,Q16,规律的客观性,正式评分标准,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,正式细则第16题写明“要尊重客观规律”。
M1444,2026通州期末,Q16,辩证否定 / 守正创新,正式评分标准,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,正式细则第16题写明辩证否定观、守正创新、扬弃。
M1445,2026通州期末,Q16,量变与质变 / 适度原则,正式评分标准宽角度/术语支持,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,正式细则第16题发展观括注“质变量变”。
M1446,2026通州期末,Q21,人民群众,正式评分标准,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,正式细则第21题写明坚守人民立场、以人民为中心、增进民生福祉。
M1447,2026通州期末,Q21,价值判断与价值选择,正式评分标准,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,正式细则第21题直接写明“坚持正确的价值判断，价值选择”。
M1448,2026通州期末,Q21,实践与认识（总）,正式评分标准,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,正式细则第21题写明“坚持实践观，勇于探索中国式现代化理论、道路”。
M1449,2026通州期末,Q21,系统观念 / 系统优化,正式评分标准,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,正式细则第21题思维方法角度列明“运用系统观念”。
M1450,2026通州期末,Q21,联系的普遍性 / 联系的观点（总）,正式评分标准,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,正式细则第21题写明“坚持联系观，国内协同与内外联动”。
M1451,2026通州期末,Q21,规律的客观性,正式评分标准宽角度/术语支持,true,false,PASS_FORMAL_OR_CHOICE_BOUNDARY_PRESENT,正式细则第21题思维方法角度列明“尊重客观规律”。
