queue_id,priority,priority_reason,heading,entry_group,question_kind,thin_flags,material_chars,question_chars,why_chars,answer_chars,answer_point_markers,recommended_action,answer_excerpt
T0437,P2,subjective entry has density flags,1. 2024海淀二模 第16题（主观题）,legacy,subjective,ANSWER_LT_120_CHARS|SHORT_WITHOUT_POINT_MARKERS,82,26,152,93,0,expand answer landing into concrete exam sentence; add point structure only where the question is subjective,价值观不同，人们面对冲突时作出的选择也不同；只有把个人的价值取向与社会的共同价值方向“调频对齐”，在个人与社会的统一中作出价值选择，人生价值才能真正创造和实现——所以要“以调频促同频”。
T0234,P2,subjective entry has density flags,1. 2024海淀二模 第17题第（1）问（主观题）,legacy,subjective,ANSWER_LT_120_CHARS|SHORT_WITHOUT_POINT_MARKERS,102,26,157,101,0,expand answer landing into concrete exam sentence; add point structure only where the question is subjective,针对此次调查范围更广、对象更多、内容更丰富等新特点采用电子化采集等新手段、新工具，并在准备、组织实施、资料开发应用各阶段抓住该阶段的特殊任务采取与之相符的具体做法，从而体现矛盾分析法和具体问题具体分析。
T0120,P2,subjective entry has density flags,1. 2024西城一模 第17题（主观题）,legacy,subjective,ANSWER_LT_120_CHARS|SHORT_WITHOUT_POINT_MARKERS,94,113,120,115,0,expand answer landing into concrete exam sentence; add point structure only where the question is subjective,处理人与自然的关系要从生态系统普遍联系的客观事实出发，承认人是自然界众多相互联系要素中的一员，从整体保护各类要素及其相互联系入手安排人的实践，反对把人从生态联系链条中割裂出来、只顾人的眼前需要而切断要素之间联系的人类中心主义做法。
T0265,P2,subjective entry has density flags,1. 2025东城一模 第18题第（1）问（主观题）,legacy,subjective,SHORT_WITHOUT_POINT_MARKERS,60,25,116,140,0,add point structure only where the question is subjective,主要矛盾在事物发展中处于支配地位，决定着事物的发展方向，要善于抓主要矛盾，坚持两点论与重点论相统一。“两重”实施聚焦新质生产力发展、城乡融合发展、区域协调发展等核心领域，集中力量加快推进重大战略实施和重点领域安全能力建设，正是抓主要矛盾、抓住起决定作用的关键，从而带动各方面工作。
T0276,P2,subjective entry has density flags,1. 2025朝阳二模 第16题（主观题）,legacy,subjective,ANSWER_LT_120_CHARS|SHORT_WITHOUT_POINT_MARKERS,27,34,102,58,0,expand answer landing into concrete exam sentence; add point structure only where the question is subjective,人才成长要把从游与自学有机结合，借助相辅相成、内外因协同的关系，既打牢知识基础又激发自主探索，共同推动个人全面发展。
T0279,P2,subjective entry has density flags,1. 2025海淀一模 第16题（主观题）,legacy,subjective,SHORT_WITHOUT_POINT_MARKERS,115,23,201,175,0,add point structure only where the question is subjective,MBTI测试作为一种认识工具，是从企业招聘等社会实践中产生并在更广泛实践场景中接受检验的；但人具有像河流一样不断流动变化的复杂性，对人的性格的认识具有反复性和无限性，简单的16型分类不可能一次完成对性格的全部认识。要在不断扩展的实践中检验和发展MBTI测试结论，不能把测试结果当作一成不变的最终结论，而要在与人交往的实际中继续深化对自己和他人的认识。
T0165,P2,subjective entry has density flags,1. 2025海淀二模 第16题（主观题）,legacy,subjective,SHORT_WITHOUT_POINT_MARKERS,48,19,130,122,0,add point structure only where the question is subjective,材料中“网友“实现梦想”指“创造力和灵感来自于充足的知识积累”，“缺乏知识储备的思维创新如同无米之炊””，体现量变与质变 / 适度原则；这说明持续积累会引起质的变化，同时做事要把握度，避免过犹不及，因此可以直接用这一原理说明题中材料的内在逻辑。
T0089,P2,subjective entry has density flags,1. 2025石景山一模 第16题（主观题）,legacy,subjective,ANSWER_LT_120_CHARS|SHORT_WITHOUT_POINT_MARKERS,106,24,121,89,0,expand answer landing into concrete exam sentence; add point structure only where the question is subjective,观点本身揭示了过去与未来、远因与近果之间内在的客观联系，启示我们以史为鉴，从中华文明的连续性、统一性等突出特性中汲取经验，延续民族文化血脉、坚定文化自信，进而把握当下、谋划未来。
T0061,P2,subjective entry has density flags,1. 2025西城一模 第22题（主观题）,legacy,subjective,SHORT_WITHOUT_POINT_MARKERS,68,41,135,162,0,add point structure only where the question is subjective,规律具有客观性和普遍性，要尊重客观规律、按客观规律办事。从“两弹一星”到中国式现代化，重大成果都是在尊重科学发展规律、人才成长规律、社会发展规律基础上经过长期积累而取得的；“困难而正确的事”的“正确”在于符合客观规律，“坚持长期主义”就是按规律办事、不急功近利、不违背事物自身的发展节奏，所以这是做困难而正确的事的根本要求。
T0001,P2,subjective entry has density flags,1. 2026海淀一模 第16题（主观题）,legacy,subjective,ANSWER_LT_120_CHARS|SHORT_WITHOUT_POINT_MARKERS,77,53,126,93,0,expand answer landing into concrete exam sentence; add point structure only where the question is subjective,因为物质决定意识，人工智能时代的客观技术变革、社会巨变和技术局限，决定人们需要人文学科来辨析价值冲突、理解情感和历史记忆；所以人文学科在人工智能时代不是可有可无，而具有不可替代的必要性。
T0022,P2,subjective entry has density flags,1. 2026海淀一模 第16题（主观题）,legacy,subjective,ANSWER_LT_120_CHARS|SHORT_WITHOUT_POINT_MARKERS,79,53,103,118,0,expand answer landing into concrete exam sentence; add point structure only where the question is subjective,材料把“辨析价值冲突”“人何以为人”“历史意识、伦理意识和文化理解”交给人来完成，说明人工智能不能替代人的价值判断和伦理反思；这体现人必须发挥主观能动性主动思考、主动选择，所以人文学科在人工智能时代具有帮助人把握价值方向的不可替代作用。
T0410,P2,subjective entry has density flags,1. 2026海淀一模 第16题（主观题）,legacy,subjective,ANSWER_LT_120_CHARS|SHORT_WITHOUT_POINT_MARKERS,78,53,163,109,0,expand answer landing into concrete exam sentence; add point structure only where the question is subjective,人文学科承担在客观技术飞速发展的条件下，对“技术为何而用、为谁而用、用到何种程度”作出价值判断与价值选择的功能；它使人在AI时代既尊重技术发展规律，又坚守人民立场和人之为人的价值方向，所以在AI时代具有不可替代的价值。
T0361,P2,subjective entry has density flags,1. 2026西城一模 第21题（主观题）,legacy,subjective,SHORT_WITHOUT_POINT_MARKERS,92,39,125,137,0,add point structure only where the question is subjective,中国式现代化处于“十五五”关键时期，必须在关键领域和重要环节攻坚突破，这要求继续推进社会主义制度的自我完善和发展；改革是解决我国社会基本矛盾、推动社会主义现代化建设的强大动力，只有在关键时期坚持探索式改革，才能破解发展中的体制机制障碍，让中国式现代化道路越走越宽、越走越稳。
T0153,P2,subjective entry has density flags,10. 2025东城一模 第18题第（1）问（主观题）,legacy,subjective,WHY_LT_90_CHARS|SHORT_WITHOUT_POINT_MARKERS,45,25,88,131,0,expand material-to-principle recognition path; add point structure only where the question is subjective,事物是不断发展的，要用发展的观点看问题，处理好当前与长远的关系。“两重”实施既解决当前矛盾和问题，又着眼长远完善政策、规划和体制机制；既抓眼前的重大战略实施，又通过持续的量的积累为“一系列大事难事”累积条件；这正体现了发展的观点和动态把握事物发展过程的思想方法。
T0207,P2,subjective entry has density flags,10. 2025东城二模 第16题（主观题）,legacy,subjective,SHORT_WITHOUT_POINT_MARKERS,73,36,190,167,0,add point structure only where the question is subjective,矛盾是对立统一的，要求我们坚持两点论与重点论相统一，全面看问题。人工智能发展带来巨大机遇——赋能科技创新、产业发展、社会治理、医疗教育、家庭服务，但同时也存在伦理风险、安全风险、就业冲击等隐患。我们要正视AI发展中的矛盾，既积极拥抱AI带来的机遇，又针对性地化解AI带来的风险，在矛盾的对立统一中推动AI健康发展，与AI共创美好未来。
T0186,P2,subjective entry has density flags,10. 2025丰台二模 第16题第（1）问（主观题）,legacy,subjective,ANSWER_LT_120_CHARS|SHORT_WITHOUT_POINT_MARKERS,34,34,98,114,0,expand answer landing into concrete exam sentence; add point structure only where the question is subjective,材料中“西安易俗大剧院秦腔激昂传唱、大唐不夜城唐风盛景，传统与新潮交织呈现”，体现辩证否定 / 守正创新；这说明发展不是全盘抛弃或原样照搬，而是在保留合理内核中克服旧局限、实现创新，因此可以直接用这一原理说明题中材料的内在逻辑。
T0029,P2,subjective entry has density flags,10. 2025朝阳二模 第16题（主观题）,legacy,subjective,ANSWER_LT_120_CHARS|SHORT_WITHOUT_POINT_MARKERS,24,34,96,45,0,expand answer landing into concrete exam sentence; add point structure only where the question is subjective,自学激发学子求知欲与创造力，发挥主观能动性进行兴趣发展、专业深化和创新，从而推动人才成长。
T0114,P2,subjective entry has density flags,10. 2025朝阳二模 第16题（主观题）,legacy,subjective,ANSWER_LT_120_CHARS|SHORT_WITHOUT_POINT_MARKERS,37,34,108,47,0,expand answer landing into concrete exam sentence; add point structure only where the question is subjective,从游通过师生联系、群体氛围对学子产生濡染观摩之效，借助整体力量引领部分发展，从而推动人才成长。
T0305,P2,subjective entry has density flags,10. 2026东城一模 第19题第（1）问（主观题）,legacy,subjective,ANSWER_LT_120_CHARS|SHORT_WITHOUT_POINT_MARKERS,47,68,100,63,0,expand answer landing into concrete exam sentence; add point structure only where the question is subjective,补充调查研究法（问卷/访谈/实地调研），理由是实践是认识的基础，调查研究能获取一手感性材料，弥补文献研究局限，增强研究针对性。
T0350,P2,subjective entry has density flags,10. 2026延庆一模 第16题（主观题）,legacy,subjective,ANSWER_LT_120_CHARS|SHORT_WITHOUT_POINT_MARKERS,37,38,97,89,0,expand answer landing into concrete exam sentence; add point structure only where the question is subjective,赓续城市文脉，要保护老建筑、传统街区、地名记忆和产业遗存等社会存在基础，使其生成并承载城市精神、乡愁和集体记忆；再通过这些社会意识凝聚市民认同，推动现代城市建设既有高楼也有灵魂。
T0125,P2,subjective entry has density flags,10. 2026顺义一模 第16题（主观题）,legacy,subjective,SHORT_WITHOUT_POINT_MARKERS,92,33,111,140,0,add point structure only where the question is subjective,系统观念要求着眼整体、统筹部分。防范破窗效应需要在班级、社会、国际等各治理系统中以制度、纪律、规则这一硬约束系统对违纪、失序、违规进行及时纠正——把行为约束、监督管理、惩戒纠错有机整合进同一个治理系统，使整体治理功能大于各个分散环节之和，从而避免轻微失序在系统中扩散为普遍性问题。
T0419,P2,subjective entry has density flags,11. 2024东城一模 第16题（主观题）,legacy,subjective,ANSWER_LT_120_CHARS|SHORT_WITHOUT_POINT_MARKERS,72,28,166,116,0,expand answer landing into concrete exam sentence; add point structure only where the question is subjective,科学的价值判断与价值选择必须符合社会发展规律、自觉站在最广大人民立场上。中华文明新形态把民族立场与全人类共同价值统一起来——坚持人民为中心，坚守中华文化立场，为世界文化繁荣做出贡献；这种价值立场使民族对人类文明的贡献具有科学合理性。
T0261,P2,subjective entry has density flags,11. 2024顺义二模 第16题第（1）问（主观题）,legacy,subjective,SHORT_WITHOUT_POINT_MARKERS,136,38,166,134,0,add point structure only where the question is subjective,矛盾的普遍性寓于特殊性之中，并通过特殊性表现出来；普遍性与特殊性相互联结。各地把“无废城市”建设这一普遍要求(矛盾的普遍性)结合北京危废、哈尔滨工业废物、云南农业废物、深圳生活垃圾等本地实际(矛盾的特殊性)推进——这是从矛盾普遍性原理出发具体研究矛盾特殊性的合理做法。
T0306,P2,subjective entry has density flags,11. 2025东城二模 第16题（主观题）,legacy,subjective,ANSWER_LT_120_CHARS|SHORT_WITHOUT_POINT_MARKERS,35,31,96,103,0,expand answer landing into concrete exam sentence; add point structure only where the question is subjective,与人工智能共创未来，不能只停留在概念想象中，而要在春晚机器人表演、社会治理、医疗教育和家庭服务等应用实践中检验人工智能的能力边界，发现问题、修正规范、深化认识，再把更新后的认识用于更安全、更有效的应用治理。
T0115,P2,subjective entry has density flags,11. 2025朝阳二模 第22题（主观题）,legacy,subjective,ANSWER_LT_120_CHARS|SHORT_WITHOUT_POINT_MARKERS,30,33,97,61,0,expand answer landing into concrete exam sentence; add point structure only where the question is subjective,顶层设计要着眼整体、把握各要素的关联性与动态性，统筹各阶段各领域，实现整体功能大于部分功能之和，从而科学推进中国式现代化。
T0187,P2,subjective entry has density flags,11. 2026延庆一模 第16题（主观题）,legacy,subjective,SHORT_WITHOUT_POINT_MARKERS,152,38,146,154,0,add point structure only where the question is subjective,辩证否定是事物自身的否定，是联系和发展的环节，要求坚持守正创新、推陈出新。赓续城市文脉不是拆毁重来，而是对旧粮仓、老胡同、工业旧址等进行“微更新”“微改造”，保留有价值的工业元素、文化记忆，同时通过功能升级、引入新业态实现现代转化——这种“保留+扬弃+生发”的辩证否定，使城市灵魂在更新中延续、与高楼共生长。
T0420,P2,subjective entry has density flags,12. 2024东城二模 第16题（主观题）,legacy,subjective,ANSWER_LT_120_CHARS|SHORT_WITHOUT_POINT_MARKERS,45,34,90,61,0,expand answer landing into concrete exam sentence; add point structure only where the question is subjective,桑基鱼塘历久未老，是因为它体现了科学的价值取向，同时符合社会发展规律和最广大人民根本利益，所以被实践和人民长期选择和延续。
T0393,P2,subjective entry has density flags,12. 2025东城二模 第16题（主观题）,legacy,subjective,ANSWER_LT_120_CHARS|SHORT_WITHOUT_POINT_MARKERS,39,31,103,104,0,expand answer landing into concrete exam sentence; add point structure only where the question is subjective,人工智能进入医疗、教育、社会治理和家庭服务等公共利益领域，必须用正确价值观为设计、开发、使用和维护定方向：坚持技术向善、公共利益和人的全面发展，通过伦理规范和风险治理防止技术作恶，才能与人工智能共创美好未来。
T0010,P2,subjective entry has density flags,12. 2025延庆一模 第16题（主观题）,legacy,subjective,ANSWER_LT_120_CHARS|SHORT_WITHOUT_POINT_MARKERS,55,35,101,56,0,expand answer landing into concrete exam sentence; add point structure only where the question is subjective,从中老年观众的认知特点和精神文化需要出发，简化操作、优化推荐与付费模式，让作品内容与其审美习惯、生活经验相契合。
T0208,P2,subjective entry has density flags,12. 2025朝阳二模 第22题（主观题）,legacy,subjective,ANSWER_LT_120_CHARS|SHORT_WITHOUT_POINT_MARKERS,31,33,103,59,0,expand answer landing into concrete exam sentence; add point structure only where the question is subjective,理解中国式现代化必须把顶层设计与实践探索作为相辅相成、缺一不可的两个方面，把握好对立统一关系才能共同推动事业向前发展。
T0243,P2,subjective entry has density flags,12. 2026延庆一模 第16题（主观题）,legacy,subjective,SHORT_WITHOUT_POINT_MARKERS,115,38,118,149,0,add point structure only where the question is subjective,矛盾具有特殊性，要求具体问题具体分析。每个城市的历史文脉、文化记忆、地域特色各不相同，赓续文脉不能搞“千城一面”——北京要承载古都记忆，天津要彰显津派工业与市井文化，上海要塑造“海纳百川”的城市精神，惠州要承载岭南乡愁；只有立足各城市独特的文化特殊性、具体问题具体分析，才能让灵魂与高楼真正共生长。
T0307,P2,subjective entry has density flags,12. 2026朝阳一模 第16题（主观题）,legacy,subjective,SHORT_WITHOUT_POINT_MARKERS,81,32,96,135,0,add point structure only where the question is subjective,实践是认识的基础，是认识的来源、动力、目的和检验标准。中国农历是古人在长期农业生产生活实践中对自然时间变化规律的认识结晶，是实践产生的正确认识；它又被用来指导农业生产、规范社会生活，沿用两千多年，正是认识在实践中检验、丰富并反作用于实践的体现，构成了中国农历的独特智慧。
T0154,P2,subjective entry has density flags,13. 2024东城二模 第16题（主观题）,legacy,subjective,ANSWER_LT_120_CHARS|SHORT_WITHOUT_POINT_MARKERS,85,34,168,84,0,expand answer landing into concrete exam sentence; add point structure only where the question is subjective,桑基鱼塘随时代发展不断创新——从单纯的农业生产形态发展为农业生态+文化+景观+研学的现代综合形态，体现事物是不断发展的；正是这种与时俱进的发展使桑基鱼塘穿越千年仍未老。
T0394,P2,subjective entry has density flags,13. 2024东城二模 第16题（主观题）,legacy,subjective,ANSWER_LT_120_CHARS|SHORT_WITHOUT_POINT_MARKERS,79,34,132,115,0,expand answer landing into concrete exam sentence; add point structure only where the question is subjective,科学的价值观要既符合社会发展规律，又符合最广大人民的根本利益。桑基鱼塘是群众生产实践的产物，遵循了人与自然客观规律(规律性)，又服务于人民、提高了人民生活水平、推动乡村振兴(人民性)——双重价值标准都得到满足，所以穿越千年仍未老。
T0209,P2,subjective entry has density flags,13. 2024朝阳一模 第18题第（2）问（主观题）,legacy,subjective,ANSWER_LT_120_CHARS|SHORT_WITHOUT_POINT_MARKERS,82,41,131,119,0,expand answer landing into concrete exam sentence; add point structure only where the question is subjective,科普与科创是矛盾的对立统一：二者各有侧重（科普侧重传播、科创侧重原创），但具有同一性——科普提升公众科学素质，是科创的基础性工作；二者都是文化事业的重要组成部分，都是建设文化强国的重要举措。把握这种对立统一，才能让二者协同发展、两翼齐飞。
T0030,P2,subjective entry has density flags,13. 2024朝阳二模 第16题第（2）问（主观题）,legacy,subjective,ANSWER_LT_120_CHARS|SHORT_WITHOUT_POINT_MARKERS,102,40,147,114,0,expand answer landing into concrete exam sentence; add point structure only where the question is subjective,从主观能动性角度看，未来不能把人与人工智能的关系理解成技术单方面塑造人。人应当主动认识人工智能的发展条件、应用场景和潜在风险，通过科研创新、制度规范、伦理引导和价值选择，能动地塑造人工智能的发展方向，使人工智能更好服务人的发展。
T0075,P2,subjective entry has density flags,13. 2025丰台一模 第18题第（3）问（主观题）,legacy,subjective,SHORT_WITHOUT_POINT_MARKERS,117,22,164,148,0,add point structure only where the question is subjective,事物是普遍联系的，整个世界是相互联系的统一整体。人工智能是人类社会实践的产物，是人类延伸自身能力的工具，反过来又作用于人的就业、生活、信息生态——人和AI构成相互联系、相互作用的整体；正确认识和处理人与AI的关系，要从相互联系中把握其相互依存、相互制约和相互转化，使AI成为服务于人类社会的工具。
T0170,P2,subjective entry has density flags,13. 2025房山一模 第20题（主观题）,legacy,subjective,SHORT_WITHOUT_POINT_MARKERS,81,24,142,148,0,add point structure only where the question is subjective,事物的发展是量变与质变的统一，要重视量的积累，为实现质变创造条件。新中国成立以来党团结带领人民几十年不懈奋斗，正是通过一点一滴的长期积累，才创造了经济快速发展和社会长期稳定两大奇迹，使中华民族伟大复兴进入不可逆转的历史进程；奋斗的根本意义就在于以日复一日的量的积累，推动事业实现一次次的质的飞跃。
T0011,P2,subjective entry has density flags,13. 2025门头沟一模 第21题第（2）问（主观题）,legacy,subjective,ANSWER_LT_120_CHARS|SHORT_WITHOUT_POINT_MARKERS,108,250,147,92,0,expand answer landing into concrete exam sentence; add point structure only where the question is subjective,高质量发展要坚持一切从实际出发、实事求是，像门头沟那样立足本地资源禀赋、首都功能定位和发展阶段确定具体路径，避免脱离实际或机械照搬他地经验，做到主观与客观、认识与实践具体的历史的统一。
T0054,P2,subjective entry has density flags,13. 2026延庆一模 第20题（主观题）,legacy,subjective,SHORT_WITHOUT_POINT_MARKERS,150,62,125,175,0,add point structure only where the question is subjective,尊重客观规律是发挥主观能动性的前提，发挥主观能动性又是认识和利用规律的必要条件，二者要结合起来。我国长期向好的支撑条件和基本趋势没有变、四大优势更加彰显，是社会主义现代化进程的客观规律性体现；同时面对战略机遇与风险挑战并存的复杂局面，必须发挥主观能动性，不懈努力、接续奋斗——只有把尊重客观规律与发挥主观能动性相结合，才能在阶梯式递进中把握战略主动。
T0244,P2,subjective entry has density flags,13. 2026石景山一模 第17题第（1）问（主观题）,legacy,subjective,SHORT_WITHOUT_POINT_MARKERS,81,33,98,120,0,add point structure only where the question is subjective,矛盾具有特殊性，要求具体问题具体分析。中医通过“望闻问切”四诊合参，从病因、病性、病理判断得出病名、归纳症型，以辨证论治原则对每个病人实施个性化治疗——这正是把握矛盾特殊性、对不同患者作具体问题具体分析，构成了中医药文化博大智慧的重要内容。
T0126,P2,subjective entry has density flags,13. 2026石景山一模 第21题（主观题）,legacy,subjective,SHORT_WITHOUT_POINT_MARKERS,123,64,108,136,0,add point structure only where the question is subjective,系统观念要求立足整体、统筹部分，把握整体功能大于部分功能之和。《生态环境法典》通过整合重构原本分散的生态环境单行法，把山水林田湖草沙、污染防治、绿色低碳发展等领域纳入同一法律体系，消除法律重叠与矛盾，形成逻辑严谨、系统完整的法律体系——这种系统优化构成了法典化的创新意义。
T0116,P2,subjective entry has density flags,14. 2024丰台一模 第18题第（1）问（主观题）,legacy,subjective,SHORT_WITHOUT_POINT_MARKERS,87,19,111,159,0,add point structure only where the question is subjective,材料中“材料一指出新质生产力由技术革命性突破、生产要素创新性配置、产业深度转型升级而催生，以劳动者、劳动资料、劳动对象及其优化组合的跃升为基本内涵，以全要素生产率大幅提升为核心标志”，体现整体与部分；这说明整体统率部分，部分影响整体，材料中的局部安排要放到整体目标中理解，因此可以直接用这一原理说明题中材料的内在逻辑。
T0210,P2,subjective entry has density flags,14. 2024朝阳二模 第16题第（2）问（主观题）,legacy,subjective,ANSWER_LT_120_CHARS|SHORT_WITHOUT_POINT_MARKERS,138,40,147,87,0,expand answer landing into concrete exam sentence; add point structure only where the question is subjective,未来人与人工智能不是单方面塑造关系，而是矛盾的对立双方，既相互区别又相互依存、相互转化，构成相互塑造、对立统一的辩证关系；应当用矛盾的观点看待并把握好二者在未来发展中的统一。
T0371,P2,subjective entry has density flags,14. 2024朝阳二模 第16题第（2）问（主观题）,legacy,subjective,ANSWER_LT_120_CHARS|SHORT_WITHOUT_POINT_MARKERS,82,40,139,98,0,expand answer landing into concrete exam sentence; add point structure only where the question is subjective,未来处理人与人工智能关系必须坚持人民立场，把是否有利于增进人民福祉、是否真正为人民群众谋发展谋幸福作为根本判断标准，让人工智能成为服务人民、保障人民根本利益的工具，从而正确处理人与人工智能的关系。
T0012,P2,subjective entry has density flags,14. 2024顺义二模 第20题第（2）问（主观题）,legacy,subjective,SHORT_WITHOUT_POINT_MARKERS,124,51,183,142,0,add point structure only where the question is subjective,一切从实际出发、实事求是，要求把马克思主义基本原理同中国具体实际、同中华优秀传统文化相结合。当今中国面对的百年未有之大变局、深刻的社会变革、中国式现代化的独特实践提出的新考题——这些客观实际要求党继续推进马克思主义中国化时代化，把马克思主义这把“金钥匙”真正用到当下中国的实际问题上。
T0308,P2,subjective entry has density flags,14. 2025朝阳二模 第16题（主观题）,legacy,subjective,ANSWER_LT_120_CHARS|SHORT_WITHOUT_POINT_MARKERS,42,34,92,58,0,expand answer landing into concrete exam sentence; add point structure only where the question is subjective,从游为人才传承间接经验、搭建知识体系；自学让人才在亲身实践中深化认识、推动实践与认识相互促进，二者共同促进人才成长。
T0189,P2,subjective entry has density flags,14. 2025顺义一模 第16题（主观题）,legacy,subjective,SHORT_WITHOUT_POINT_MARKERS,69,37,139,158,0,add point structure only where the question is subjective,辩证否定是事物自身的否定，是新事物对旧事物的扬弃，要求克服旧事物中消极、过时的内容，又保留其中积极合理的因素。让“古老的”成为“新生的”，要把传统文化中如“反抗命运的精神内核”等积极合理的因素保留下来，同时根据时代发展赋予其“自我认知”“我命由我不由天”等当代价值观，使传统文化在自我否定、自我发展中焕发新的生命力。
T0077,P2,subjective entry has density flags,15. 2024丰台二模 第20题（主观题）,legacy,subjective,ANSWER_LT_120_CHARS|SHORT_WITHOUT_POINT_MARKERS,100,24,126,99,0,expand answer landing into concrete exam sentence; add point structure only where the question is subjective,事物处于普遍联系之中。发展和安全在党的各历史时期始终相互联系、相互渗透——以发展促安全、以安全保发展；统筹二者就是承认并把握这种联系的客观性，按照事物固有的发展安全联系办事，不能割裂二者来抓某一端。
T0117,P2,subjective entry has density flags,15. 2024丰台二模 第21题（主观题）,legacy,subjective,SHORT_WITHOUT_POINT_MARKERS,174,33,163,130,0,add point structure only where the question is subjective,事物处于普遍联系之中，整体由部分构成、部分的功能及其变化会影响整体的功能；每一个“你”(部分)在科技、岗位、服务、教育等领域的努力构成中国(整体)前进步伐的具体支撑——发挥好每一个个体作为部分的作用，整体的中国步伐才能稳健前行，所以“你的步伐就是中国的步伐”。
T0155,P2,subjective entry has density flags,15. 2024朝阳二模 第16题第（2）问（主观题）,legacy,subjective,ANSWER_LT_120_CHARS|SHORT_WITHOUT_POINT_MARKERS,121,40,126,89,0,expand answer landing into concrete exam sentence; add point structure only where the question is subjective,未来人与人工智能的相互塑造不是一次完成的静止结果，而是在人工智能技术不断突破、人的认识与实践不断更新的过程中持续推进的动态过程；应当用发展的观点看待并合理引导这一相互塑造的进程。
T0395,P2,subjective entry has density flags,15. 2024朝阳二模 第16题第（2）问（主观题）,legacy,subjective,ANSWER_LT_120_CHARS|SHORT_WITHOUT_POINT_MARKERS,98,40,137,105,0,expand answer landing into concrete exam sentence; add point structure only where the question is subjective,未来处理人与人工智能关系，必须坚持正确的价值观，站在人类社会发展的整体立场上引导人工智能产业，对人工智能技术保持开放与审慎相统一的态度，把握好科技伦理边界，使人工智能在推动社会进步的同时不损害人类的利益与价值。
T0309,P2,subjective entry has density flags,15. 2025朝阳二模 第22题（主观题）,legacy,subjective,ANSWER_LT_120_CHARS|SHORT_WITHOUT_POINT_MARKERS,30,33,96,66,0,expand answer landing into concrete exam sentence; add point structure only where the question is subjective,必须重视实践探索，因为只有在实践中才能深化对规律的认识、不断完善顶层设计，并把顶层设计转化为各领域的实际成果，从而推动中国式现代化。
T0128,P2,subjective entry has density flags,15. 2026石景山一模 第17题第（1）问（主观题）,legacy,subjective,SHORT_WITHOUT_POINT_MARKERS,83,33,110,130,0,add point structure only where the question is subjective,系统观念要求着眼整体、统筹部分。中医以气血、脏腑、经络理论看待人体，认为脏腑通过经络相互联系，构成一个相互依存的有机系统；通过调理脏腑功能来维持气血平衡、维护整体健康——这种立足整体、统筹部分、注重内部有机衔接的系统优化思路，正是中医药文化博大智慧的重要体现。
T0056,P2,subjective entry has density flags,15. 2026顺义一模 第21题（主观题）,legacy,subjective,SHORT_WITHOUT_POINT_MARKERS,127,53,112,171,0,add point structure only where the question is subjective,尊重客观规律是发挥主观能动性的前提，发挥主观能动性是认识和利用规律的必要条件，二者要相结合。“势”是事物发展的客观规律性趋势；运用“审势”智慧要求充分调查研究、深刻洞察百年变局、民族复兴全局与中国特色社会主义发展大势，把握客观规律；“乘势”“驭势”则要求在尊重规律基础上发挥主观能动性，准确识变、科学应变、主动求变，推动中国式现代化稳步前进。
T0310,P2,subjective entry has density flags,16. 2024朝阳二模 第16题第（2）问（主观题）,legacy,subjective,SHORT_WITHOUT_POINT_MARKERS,118,40,146,121,0,add point structure only where the question is subjective,未来人与人工智能的相互塑造正是建立在人的实践基础上——人在科研与应用实践中加深对人工智能的认识进而设计、改造人工智能（人塑造人工智能），人工智能又作为新的实践工具推动人形成新认识、新观念（人工智能塑造人），二者在实践基础上相互塑造、共同发展。
T0372,P2,subjective entry has density flags,16. 2025丰台二模 第16题第（1）问（主观题）,legacy,subjective,ANSWER_LT_120_CHARS|SHORT_WITHOUT_POINT_MARKERS,50,34,125,116,0,expand answer landing into concrete exam sentence; add point structure only where the question is subjective,材料中“喀什外邦商队、维吾尔手工艺人长期聚居交易营造多民族共生社区；古城新业态由各族手工艺人、商户共同经营”，体现人民群众；这说明人民群众是社会历史的主体，是实践、创造和评价的重要主体，因此可以直接用这一原理说明题中材料的内在逻辑。
T0032,P2,subjective entry has density flags,16. 2025房山一模 第20题（主观题）,legacy,subjective,ANSWER_LT_120_CHARS|SHORT_WITHOUT_POINT_MARKERS,60,17,169,74,0,expand answer landing into concrete exam sentence; add point structure only where the question is subjective,"奋斗就是在认识和把握历史发展规律及现实条件的基础上,自觉确立中华民族伟大复兴这一宏伟目标,充分调动主观能动性,以坚定意志和持续努力把可能转化为现实。"
T0245,P2,subjective entry has density flags,16. 2025顺义一模 第16题（主观题）,legacy,subjective,ANSWER_LT_120_CHARS|SHORT_WITHOUT_POINT_MARKERS,77,37,97,89,0,expand answer landing into concrete exam sentence; add point structure only where the question is subjective,让“古老的”成为“新生的”，要坚持具体问题具体分析，针对不同传统文化资源的特色和不同受众的多样需求，量身定制差异化的当代表达方式，让古老资源在贴合自身特殊性的转化中重获“新生”。
T0396,P2,subjective entry has density flags,16. 2026顺义一模 第16题（主观题）,legacy,subjective,SHORT_WITHOUT_POINT_MARKERS,77,33,112,144,0,add point structure only where the question is subjective,价值观对人和社会有重要导向作用，正确的价值观引领人作出正确的价值判断与选择。防范破窗效应不仅要靠制度硬约束，还要在思想道德和认识层面发挥正确价值观的导向作用，引导人们坚守公共秩序、社会信任、国际公平正义等正确价值取向，自觉抵制对不良行为的从众与仿效，从软约束、自律层面阻断破窗效应的扩散。
