matrix_row_id,suite,year,stage,question,question_type,in_book_value,baodian_node,evidence_level,evidence_class,formal_signal,objective_key_signal,choice_boundary_disclosed,weak_signal,ordinary_reference_signal,broad_angle_or_level_signal,source_pointer_exists,source_artifact,current_status,misplaced_value,need_thickness_value,proof_status,proof_gap_flags,support_excerpt,note_excerpt
M1008,2025丰台期末,2025,期末,Q17,哲学正文条目,是：已进入当前DOCX/PDF正文,人民群众,正式PPT评分细则+教师版题面/解析+当前DOCX正文,weak_signal_with_formal_support,true,false,false,true,true,false,true,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2025各区模拟题__2025各区期末__2025丰台期末.md; C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\360d57a4b250de81_2025丰台期末细则.md; C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\89765092a6f26242_2025北京丰台高三_上_期末政治_教师版.md; current DOCX text verified before Batch22 insertion,REGISTERED_EXISTING_DOCX_BATCH22_FENGTAI_FINAL,否,否,PASS_MACHINE_PROOF_PACK_ROW,,正式PPT评分细则第55、71行：人民性是马克思主义的本质属性/人民群众是历史的创造者；可替换群众观点。,Q17 only registers the people/history philosophy point;全过程人民民主等政治点 are not imported into philosophy nodes.
M1028,2025朝阳期末,2025,期末,Q2,必修四哲学选择题客观挂点,是：已进入当前DOCX/PDF正文,联系的普遍性 / 联系的观点（总）,客观题答案,weak_signal_with_formal_support,true,true,false,true,true,false,true,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2025各区模拟题__2025各区期末__2025朝阳期末.md; C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\195324f05d7e2fea_朝阳高三期末2025.md; C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\ec82917288aa8774_2025北京朝阳高三_上_期末政治_教师版.md; C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\953eaee3f98d8598_2025朝阳期末细则.md; current DOCX text verified before Batch23 insertion,KEEP_IN_BODY_OBJECTIVE_ONLY,否,否,PASS_MACHINE_PROOF_PACK_ROW,,教师版客观题答案+正确项解析；非主观评分细则,当前DOCX正文已存在或Batch23补入；普通参考答案未冒充主观评分细则。
M1029,2025朝阳期末,2025,期末,Q9,必修四哲学选择题客观挂点,是：已进入当前DOCX/PDF正文,系统观念 / 系统优化,客观题答案,weak_signal_with_formal_support,true,true,false,true,true,false,true,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2025各区模拟题__2025各区期末__2025朝阳期末.md; C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\195324f05d7e2fea_朝阳高三期末2025.md; C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\ec82917288aa8774_2025北京朝阳高三_上_期末政治_教师版.md; C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\953eaee3f98d8598_2025朝阳期末细则.md; current DOCX text verified before Batch23 insertion,KEEP_IN_BODY_OBJECTIVE_ONLY,否,否,PASS_MACHINE_PROOF_PACK_ROW,,教师版客观题答案+正确项解析；非主观评分细则,当前DOCX正文已存在或Batch23补入；普通参考答案未冒充主观评分细则。
M1030,2025朝阳期末,2025,期末,Q16,必修四哲学正文条目,是：已进入当前DOCX/PDF正文,一切从实际出发 / 实事求是 / 主观与客观具体的历史的统一,强细则,weak_signal_with_formal_support,true,false,false,true,true,false,true,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2025各区模拟题__2025各区期末__2025朝阳期末.md; C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\195324f05d7e2fea_朝阳高三期末2025.md; C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\ec82917288aa8774_2025北京朝阳高三_上_期末政治_教师版.md; C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\953eaee3f98d8598_2025朝阳期末细则.md; current DOCX text verified before Batch23 insertion,KEEP_IN_BODY,否,否,PASS_MACHINE_PROOF_PACK_ROW,,PPT评分细则第131行明列“实际/一切从实际出发”,当前DOCX正文已存在或Batch23补入；普通参考答案未冒充主观评分细则。
M1031,2025朝阳期末,2025,期末,Q16,必修四哲学正文条目,是：已进入当前DOCX/PDF正文,主观能动性 / 意识的能动作用,强细则,weak_signal_with_formal_support,true,false,false,true,true,false,true,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2025各区模拟题__2025各区期末__2025朝阳期末.md; C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\195324f05d7e2fea_朝阳高三期末2025.md; C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\ec82917288aa8774_2025北京朝阳高三_上_期末政治_教师版.md; C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\953eaee3f98d8598_2025朝阳期末细则.md; current DOCX text verified before Batch23 insertion,KEEP_IN_BODY,否,否,PASS_MACHINE_PROOF_PACK_ROW,,PPT评分细则第132行明列“正确发挥主观能动性”,当前DOCX正文已存在或Batch23补入；普通参考答案未冒充主观评分细则。
M1032,2025朝阳期末,2025,期末,Q16,必修四哲学正文条目,是：已进入当前DOCX/PDF正文,人民群众,强细则,weak_signal_with_formal_support,true,false,false,true,true,false,true,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2025各区模拟题__2025各区期末__2025朝阳期末.md; C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\195324f05d7e2fea_朝阳高三期末2025.md; C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\ec82917288aa8774_2025北京朝阳高三_上_期末政治_教师版.md; C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\953eaee3f98d8598_2025朝阳期末细则.md; current DOCX text verified before Batch23 insertion,KEEP_IN_BODY,否,否,PASS_MACHINE_PROOF_PACK_ROW,,PPT评分细则第137行明列“尊重人民群众主体地位/群众观点群众路线”,当前DOCX正文已存在或Batch23补入；普通参考答案未冒充主观评分细则。
M1033,2025朝阳期末,2025,期末,Q16,必修四哲学正文条目,是：已进入当前DOCX/PDF正文,价值判断与价值选择,强细则,weak_signal_with_formal_support,true,true,false,true,true,false,true,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2025各区模拟题__2025各区期末__2025朝阳期末.md; C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\195324f05d7e2fea_朝阳高三期末2025.md; C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\ec82917288aa8774_2025北京朝阳高三_上_期末政治_教师版.md; C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\953eaee3f98d8598_2025朝阳期末细则.md; current DOCX text verified before Batch23 insertion,KEEP_IN_BODY,否,否,PASS_MACHINE_PROOF_PACK_ROW,,PPT评分细则第136行明列“正确的价值判断和价值选择/正确价值观”,当前DOCX正文已存在或Batch23补入；普通参考答案未冒充主观评分细则。
M1034,2025朝阳期末,2025,期末,Q16,必修四哲学正文条目,是：已进入当前DOCX/PDF正文,发展的观点 / 发展的普遍性,强细则,weak_signal_with_formal_support,true,false,false,true,true,false,true,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2025各区模拟题__2025各区期末__2025朝阳期末.md; C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\195324f05d7e2fea_朝阳高三期末2025.md; C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\ec82917288aa8774_2025北京朝阳高三_上_期末政治_教师版.md; C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\953eaee3f98d8598_2025朝阳期末细则.md; current DOCX text verified before Batch23 insertion,KEEP_IN_BODY,否,否,PASS_MACHINE_PROOF_PACK_ROW,,PPT评分细则第134行明列“发展”,当前DOCX正文已存在或Batch23补入；普通参考答案未冒充主观评分细则。
M1035,2025朝阳期末,2025,期末,Q16,必修四哲学正文条目,是：已进入当前DOCX/PDF正文,尊重客观规律与发挥主观能动性相结合,强细则,weak_signal_with_formal_support,true,true,false,true,true,false,true,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2025各区模拟题__2025各区期末__2025朝阳期末.md; C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\195324f05d7e2fea_朝阳高三期末2025.md; C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\ec82917288aa8774_2025北京朝阳高三_上_期末政治_教师版.md; C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\953eaee3f98d8598_2025朝阳期末细则.md; current DOCX text verified before Batch23 insertion,KEEP_IN_BODY,否,否,PASS_MACHINE_PROOF_PACK_ROW,,PPT评分细则第132行明列“尊重客观规律，正确发挥主观能动性”,当前DOCX正文已存在或Batch23补入；普通参考答案未冒充主观评分细则。
M1036,2025朝阳期末,2025,期末,Q16,必修四哲学正文条目,是：已进入当前DOCX/PDF正文,矛盾的普遍性和特殊性,强细则,weak_signal_with_formal_support,true,false,false,true,true,false,true,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2025各区模拟题__2025各区期末__2025朝阳期末.md; C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\195324f05d7e2fea_朝阳高三期末2025.md; C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\ec82917288aa8774_2025北京朝阳高三_上_期末政治_教师版.md; C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\953eaee3f98d8598_2025朝阳期末细则.md; current DOCX text verified before Batch23 insertion,KEEP_IN_BODY,否,否,PASS_MACHINE_PROOF_PACK_ROW,,PPT评分细则第135行明列“普遍性与特殊性的具体的历史的统一”,当前DOCX正文已存在或Batch23补入；普通参考答案未冒充主观评分细则。
M1037,2025朝阳期末,2025,期末,Q16,必修四哲学正文条目,是：已进入当前DOCX/PDF正文,联系的普遍性 / 联系的观点（总）,强细则,weak_signal_with_formal_support,true,false,false,true,true,false,true,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2025各区模拟题__2025各区期末__2025朝阳期末.md; C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\195324f05d7e2fea_朝阳高三期末2025.md; C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\ec82917288aa8774_2025北京朝阳高三_上_期末政治_教师版.md; C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\953eaee3f98d8598_2025朝阳期末细则.md; current DOCX text verified before Batch23 insertion,KEEP_IN_BODY,否,否,PASS_MACHINE_PROOF_PACK_ROW,,PPT评分细则第133行明列“联系”,当前DOCX正文已存在或Batch23补入；普通参考答案未冒充主观评分细则。
M1038,2025朝阳期末,2025,期末,Q16,必修四哲学正文条目,是：已进入当前DOCX/PDF正文,规律的客观性,强细则,weak_signal_with_formal_support,true,true,false,true,true,false,true,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2025各区模拟题__2025各区期末__2025朝阳期末.md; C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\195324f05d7e2fea_朝阳高三期末2025.md; C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\ec82917288aa8774_2025北京朝阳高三_上_期末政治_教师版.md; C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\953eaee3f98d8598_2025朝阳期末细则.md; current DOCX text verified before Batch23 insertion,KEEP_IN_BODY,否,否,PASS_MACHINE_PROOF_PACK_ROW,,PPT评分细则第132行明列“文化发展有其自身规律，要尊重客观规律”,当前DOCX正文已存在或Batch23补入；普通参考答案未冒充主观评分细则。
M1039,2025朝阳期末,2025,期末,Q16,必修四哲学正文条目,是：已进入当前DOCX/PDF正文,辩证否定 / 守正创新,强细则,weak_signal_with_formal_support,true,false,false,true,true,false,true,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2025各区模拟题__2025各区期末__2025朝阳期末.md; C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\195324f05d7e2fea_朝阳高三期末2025.md; C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\ec82917288aa8774_2025北京朝阳高三_上_期末政治_教师版.md; C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\953eaee3f98d8598_2025朝阳期末细则.md; current DOCX text verified before Batch23 insertion,KEEP_IN_BODY,否,否,PASS_MACHINE_PROOF_PACK_ROW,,PPT评分细则第134行明列“辩证的否定观”,当前DOCX正文已存在或Batch23补入；普通参考答案未冒充主观评分细则。
M1040,2025朝阳期末,2025,期末,Q22,必修四哲学正文条目,是：已进入当前DOCX/PDF正文,一切从实际出发 / 实事求是 / 主观与客观具体的历史的统一,强细则,weak_signal_with_formal_support,true,false,false,true,true,false,true,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2025各区模拟题__2025各区期末__2025朝阳期末.md; C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\195324f05d7e2fea_朝阳高三期末2025.md; C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\ec82917288aa8774_2025北京朝阳高三_上_期末政治_教师版.md; C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\953eaee3f98d8598_2025朝阳期末细则.md; current DOCX text verified before Batch23 insertion,KEEP_IN_BODY,否,否,PASS_MACHINE_PROOF_PACK_ROW,,PPT评分细则第329-330行明列“一切从实际出发，实事求是”,当前DOCX正文已存在或Batch23补入；普通参考答案未冒充主观评分细则。
M1041,2025朝阳期末,2025,期末,Q22,必修四哲学正文条目,是：已进入当前DOCX/PDF正文,人民群众,强细则,weak_signal_with_formal_support,true,false,false,true,true,false,true,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2025各区模拟题__2025各区期末__2025朝阳期末.md; C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\195324f05d7e2fea_朝阳高三期末2025.md; C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\ec82917288aa8774_2025北京朝阳高三_上_期末政治_教师版.md; C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\953eaee3f98d8598_2025朝阳期末细则.md; current DOCX text verified before Batch23 insertion,KEEP_IN_BODY,否,否,PASS_MACHINE_PROOF_PACK_ROW,,PPT评分细则第342-344行明列“人民至上，站稳人民立场、把握人民愿望、尊重人民创造、集中人民智慧”,当前DOCX正文已存在或Batch23补入；普通参考答案未冒充主观评分细则。
M1042,2025朝阳期末,2025,期末,Q22,必修四哲学正文条目,是：已进入当前DOCX/PDF正文,发展的观点 / 发展的普遍性,强细则,weak_signal_with_formal_support,true,false,false,true,true,false,true,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2025各区模拟题__2025各区期末__2025朝阳期末.md; C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\195324f05d7e2fea_朝阳高三期末2025.md; C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\ec82917288aa8774_2025北京朝阳高三_上_期末政治_教师版.md; C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\953eaee3f98d8598_2025朝阳期末细则.md; current DOCX text verified before Batch23 insertion,KEEP_IN_BODY,否,否,PASS_MACHINE_PROOF_PACK_ROW,,PPT评分细则第332-336行明列“发展的观点”,当前DOCX正文已存在或Batch23补入；普通参考答案未冒充主观评分细则。
M1043,2025朝阳期末,2025,期末,Q22,必修四哲学正文条目,是：已进入当前DOCX/PDF正文,实践与认识（总）,强细则,weak_signal_with_formal_support,true,false,false,true,true,false,true,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2025各区模拟题__2025各区期末__2025朝阳期末.md; C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\195324f05d7e2fea_朝阳高三期末2025.md; C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\ec82917288aa8774_2025北京朝阳高三_上_期末政治_教师版.md; C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\953eaee3f98d8598_2025朝阳期末细则.md; current DOCX text verified before Batch23 insertion,KEEP_IN_BODY,否,否,PASS_MACHINE_PROOF_PACK_ROW,,PPT评分细则第337-340行明列“实践观点/理论与实践相结合”,当前DOCX正文已存在或Batch23补入；普通参考答案未冒充主观评分细则。
M1044,2025朝阳期末,2025,期末,Q22,必修四哲学正文条目,是：已进入当前DOCX/PDF正文,实践是认识的基础,强细则,weak_signal_with_formal_support,true,false,false,true,true,false,true,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2025各区模拟题__2025各区期末__2025朝阳期末.md; C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\195324f05d7e2fea_朝阳高三期末2025.md; C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\ec82917288aa8774_2025北京朝阳高三_上_期末政治_教师版.md; C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\953eaee3f98d8598_2025朝阳期末细则.md; current DOCX text verified before Batch23 insertion,KEEP_IN_BODY,否,否,PASS_MACHINE_PROOF_PACK_ROW,,PPT评分细则第337-340行明列“实践基础上的理论创新”,当前DOCX正文已存在或Batch23补入；普通参考答案未冒充主观评分细则。
M1045,2025朝阳期末,2025,期末,Q22,必修四哲学正文条目,是：已进入当前DOCX/PDF正文,矛盾的特殊性 / 具体问题具体分析,强细则,weak_signal_with_formal_support,true,false,false,true,true,false,true,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2025各区模拟题__2025各区期末__2025朝阳期末.md; C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\195324f05d7e2fea_朝阳高三期末2025.md; C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\ec82917288aa8774_2025北京朝阳高三_上_期末政治_教师版.md; C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\953eaee3f98d8598_2025朝阳期末细则.md; current DOCX text verified before Batch23 insertion,KEEP_IN_BODY,否,否,PASS_MACHINE_PROOF_PACK_ROW,,PPT评分细则第332-336行明列“问题导向/具体问题具体分析”,当前DOCX正文已存在或Batch23补入；普通参考答案未冒充主观评分细则。
M1046,2025朝阳期末,2025,期末,Q22,必修四哲学正文条目,是：已进入当前DOCX/PDF正文,系统观念 / 系统优化,强细则,weak_signal_with_formal_support,true,false,false,true,true,false,true,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2025各区模拟题__2025各区期末__2025朝阳期末.md; C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\195324f05d7e2fea_朝阳高三期末2025.md; C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\ec82917288aa8774_2025北京朝阳高三_上_期末政治_教师版.md; C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\953eaee3f98d8598_2025朝阳期末细则.md; current DOCX text verified before Batch23 insertion,KEEP_IN_BODY,否,否,PASS_MACHINE_PROOF_PACK_ROW,,PPT评分细则第332-336行明列“系统观念”,当前DOCX正文已存在或Batch23补入；普通参考答案未冒充主观评分细则。
M1047,2025朝阳期末,2025,期末,Q22,必修四哲学正文条目,是：已进入当前DOCX/PDF正文,认识对实践的反作用,强细则,weak_signal_with_formal_support,true,false,false,true,true,false,true,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2025各区模拟题__2025各区期末__2025朝阳期末.md; C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\195324f05d7e2fea_朝阳高三期末2025.md; C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\ec82917288aa8774_2025北京朝阳高三_上_期末政治_教师版.md; C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\953eaee3f98d8598_2025朝阳期末细则.md; current DOCX text verified before Batch23 insertion,KEEP_IN_BODY,否,否,PASS_MACHINE_PROOF_PACK_ROW,,PPT评分细则第337-340行明列“以新的理论指导新的实践”,当前DOCX正文已存在或Batch23补入；普通参考答案未冒充主观评分细则。
M1048,2025朝阳期末,2025,期末,Q22,必修四哲学正文条目,是：已进入当前DOCX/PDF正文,辩证否定 / 守正创新,强细则,weak_signal_with_formal_support,true,false,false,true,true,false,true,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2025各区模拟题__2025各区期末__2025朝阳期末.md; C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\195324f05d7e2fea_朝阳高三期末2025.md; C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\ec82917288aa8774_2025北京朝阳高三_上_期末政治_教师版.md; C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\953eaee3f98d8598_2025朝阳期末细则.md; current DOCX text verified before Batch23 insertion,KEEP_IN_BODY,否,否,PASS_MACHINE_PROOF_PACK_ROW,,PPT评分细则第332-336行明列“守正创新”,当前DOCX正文已存在或Batch23补入；普通参考答案未冒充主观评分细则。
M1092,2025海淀期末,2025,期末,Q16,必修四哲学正文条目,是：已进入当前DOCX/PDF正文,主观能动性 / 意识的能动作用,强细则/PPT评标细则,weak_signal_with_formal_support,true,true,false,true,true,false,true,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2025各区模拟题__2025各区期末__2025海淀期末.md; C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\4b22b6c78aaddb3e_2025海淀期末细则.md; C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\b960993a71bd93ca_2025北京海淀高三_上_期末政治_教师版.md; current DOCX verified: existing unregistered 2025海淀期末 headings were present before Batch25,KEEP_IN_BODY,否：保留但须按规律+能动性组合原理理解,否,PASS_MACHINE_PROOF_PACK_ROW,,PPT细则第37-44行列“坚持客观规律和发挥主观能动性相结合”；当前条目按组合原理理解,Batch25登记既有正文并补入缺失挂点；普通参考答案未冒充主观评分细则。
M1093,2025海淀期末,2025,期末,Q16,必修四哲学正文条目,是：已进入当前DOCX/PDF正文,价值判断与价值选择,强细则/PPT评标细则,weak_signal_with_formal_support,true,true,false,true,true,false,true,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2025各区模拟题__2025各区期末__2025海淀期末.md; C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\4b22b6c78aaddb3e_2025海淀期末细则.md; C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\b960993a71bd93ca_2025北京海淀高三_上_期末政治_教师版.md; current DOCX verified: existing unregistered 2025海淀期末 headings were present before Batch25,KEEP_IN_BODY,否,否,PASS_MACHINE_PROOF_PACK_ROW,,PPT细则第28-44行列“人民立场”；当前条目以人民立场/正确价值选择处理,Batch25登记既有正文并补入缺失挂点；普通参考答案未冒充主观评分细则。
M1094,2025海淀期末,2025,期末,Q16,必修四哲学正文条目,是：已进入当前DOCX/PDF正文,发展的观点 / 发展的普遍性,强细则/PPT评标细则,weak_signal_with_formal_support,true,false,false,true,true,false,true,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2025各区模拟题__2025各区期末__2025海淀期末.md; C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\4b22b6c78aaddb3e_2025海淀期末细则.md; C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\b960993a71bd93ca_2025北京海淀高三_上_期末政治_教师版.md; current DOCX verified: existing unregistered 2025海淀期末 headings were present before Batch25,KEEP_IN_BODY,否,否,PASS_MACHINE_PROOF_PACK_ROW,,PPT细则第37-44行明列“坚持发展的观点”,Batch25登记既有正文并补入缺失挂点；普通参考答案未冒充主观评分细则。
M1095,2025海淀期末,2025,期末,Q16,必修四哲学正文条目,是：已进入当前DOCX/PDF正文,尊重客观规律与发挥主观能动性相结合,强细则/PPT评标细则,weak_signal_with_formal_support,true,true,false,true,true,false,true,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2025各区模拟题__2025各区期末__2025海淀期末.md; C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\4b22b6c78aaddb3e_2025海淀期末细则.md; C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\b960993a71bd93ca_2025北京海淀高三_上_期末政治_教师版.md; current DOCX verified: existing unregistered 2025海淀期末 headings were present before Batch25,KEEP_IN_BODY,否,否,PASS_MACHINE_PROOF_PACK_ROW,,PPT细则第37-44行明列“坚持客观规律和发挥主观能动性相结合”,Batch25登记既有正文并补入缺失挂点；普通参考答案未冒充主观评分细则。
M1096,2025海淀期末,2025,期末,Q16,必修四哲学正文条目,是：已进入当前DOCX/PDF正文,根据固有联系建立新的具体联系,强细则/PPT评标细则,weak_signal_with_formal_support,true,false,false,true,true,false,true,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2025各区模拟题__2025各区期末__2025海淀期末.md; C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\4b22b6c78aaddb3e_2025海淀期末细则.md; C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_sources\b960993a71bd93ca_2025北京海淀高三_上_期末政治_教师版.md; current DOCX verified: existing unregistered 2025海淀期末 headings were present before Batch25,KEEP_IN_BODY,否,否,PASS_MACHINE_PROOF_PACK_ROW,,PPT细则第37-44行明列“根据固有联系建立新的联系”,Batch25登记既有正文并补入缺失挂点；普通参考答案未冒充主观评分细则。
