title,suite,question,part,same_group,score,score_method,layer,layer_method,question_text
"11. 2026延庆一模Q19(2)——中国""推动重塑全球能源治理格局""的理论逻辑和价值意蕴",2026延庆一模,Q19,2,YES,,,NO,,"结合材料二，运用《当代国际政治与经济》知识，说明中国""推动重塑全球能源治理格局""的理论逻辑和价值意蕴。"
"12. 2025顺义一模Q20——""小而美""项目为何成为中国开展国际发展合作的亮点和名片",2025顺义一模,Q20,,YES,,,NO,,"结合材料，运用《当代国际政治与经济》知识，说明""小而美""项目为何成为中国开展国际发展合作的亮点和名片。"
13. 2024顺义二模Q19(2),2024顺义二模,Q19,2,YES,8分,prompt,NO,,结合材料，综合运用《政治与法治》和《当代国际政治与经济》知识，说明我国积极推动新质生产力发展的原因。（8分）
14. 2024东城二模Q20,2024东城二模,Q20,,YES,7分,prompt,NO,,结合材料，运用《当代国际政治与经济》知识，说明中国的“三大倡议”如何助力人类走向美好未来。（7分）
15. 2026顺义二模Q20,2026顺义二模,Q20,,YES,,,NO,,结合材料，运用《当代国际政治与经济》知识，谈谈对“今天的中国，明天的世界”的理解。
16. 2026顺义一模Q21,2026顺义一模,Q21,,YES,,,NO,,结合材料，综合运用所学，谈谈如何在推进中国式现代化进程中“审势、乘势、驭势”。
1. 2025海淀二模Q21,2025海淀二模,Q21,,YES,,,NO,,结合材料，运用《当代国际政治与经济》知识，阐释“中国需要联合国，联合国也需要中国”。
1. 2026东城期末Q20四大全球倡议系统推动构建人类命运共同体（全球发展倡议子项）,2026东城期末,Q20,,YES,,,NO,,结合材料，运用《当代国际政治与经济》知识，分析四大全球倡议如何系统推动构建人类命运共同体。
2. 2026朝阳一模Q20中国为全球发展注入稳定性和正能量,2026朝阳一模,Q20,,YES,,,NO,,结合材料，运用《当代国际政治与经济》的知识，阐述中国为什么能为全球发展注入稳定性和正能量。
1. 2026朝阳一模Q20,2026朝阳一模,Q20,,YES,,,NO,,结合材料，运用《当代国际政治与经济》的知识，阐述中国为什么能为全球发展注入稳定性和正能量。
2. 2025顺义一模Q20,2025顺义一模,Q20,,YES,,,NO,,结合材料，运用《当代国际政治与经济》知识，说明“小而美”项目为何成为中国开展国际发展合作的亮点和名片。
3. 2026顺义二模Q20,2026顺义二模,Q20,,YES,,,NO,,结合材料，运用《当代国际政治与经济》知识，谈谈对“今天的中国，明天的世界”的理解。
1. 2025朝阳二模Q21,2025朝阳二模,Q21,,YES,,,NO,,结合材料，运用《当代国际政治与经济》知识，说明我国为什么要努力开创周边工作新局面。
2. 2025顺义一模Q20,2025顺义一模,Q20,,YES,,,NO,,结合材料，运用《当代国际政治与经济》知识，说明“小而美”项目为何成为中国开展国际发展合作的亮点和名片。
1. 2026东城期末Q20,2026东城期末,Q20,,YES,,,NO,,结合材料，运用《当代国际政治与经济》知识，分析四大全球倡议如何系统推动构建人类命运共同体。
1. 2026东城期末Q20,2026东城期末,Q20,,YES,,,NO,,结合材料，运用《当代国际政治与经济》知识，分析四大全球倡议如何系统推动构建人类命运共同体。
2. 2024东城二模Q20,2024东城二模,Q20,,YES,7分,prompt,NO,,结合材料，运用《当代国际政治与经济》知识，说明中国的“三大倡议”如何助力人类走向美好未来。（7分）
3. 2026海淀二模Q20(2),2026海淀二模,Q20,2,YES,7分,source_after_subquestion,NO,,结合材料，运用《当代国际政治与经济》知识，围绕全球发展倡议从合作理念到丰富实践这一主题，撰写一篇短评。
1. 2026东城期末Q20,2026东城期末,Q20,,YES,,,NO,,结合材料，运用《当代国际政治与经济》知识，分析四大全球倡议如何系统推动构建人类命运共同体。
2. 2024东城二模Q20,2024东城二模,Q20,,YES,7分,prompt,NO,,结合材料，运用《当代国际政治与经济》知识，说明中国的“三大倡议”如何助力人类走向美好未来。（7分）
1. 2026东城期末Q20,2026东城期末,Q20,,YES,,,NO,,结合材料，运用《当代国际政治与经济》知识，分析四大全球倡议如何系统推动构建人类命运共同体。
2. 2024东城二模Q20,2024东城二模,Q20,,YES,7分,prompt,NO,,结合材料，运用《当代国际政治与经济》知识，说明中国的“三大倡议”如何助力人类走向美好未来。（7分）
1. 2026东城期末Q20,2026东城期末,Q20,,YES,,,NO,,结合材料，运用《当代国际政治与经济》知识，分析四大全球倡议如何系统推动构建人类命运共同体。
1. 2026东城期末Q20,2026东城期末,Q20,,YES,,,NO,,结合材料，运用《当代国际政治与经济》知识，分析四大全球倡议如何系统推动构建人类命运共同体。
1. 2025丰台二模Q20,2025丰台二模,Q20,,YES,,,NO,,当今世界，全球治理体系与国际秩序变革加速推进。我们愿同各方一道，一以贯之以实际行动为完善全球治理注入中国力量。结合材料，运用《当代国际政治与经济》知识，谈谈你对“为完善全球治理注入中国力量”的理解。
2. 2026顺义一模Q20,2026顺义一模,Q20,,YES,,,NO,,结合材料，运用《当代国际政治与经济》知识，阐述科技小院成为南南合作典范的深层逻辑。
1. 2025丰台二模Q20,2025丰台二模,Q20,,YES,,,NO,,当今世界，全球治理体系与国际秩序变革加速推进。我们愿同各方一道，一以贯之以实际行动为完善全球治理注入中国力量。结合材料，运用《当代国际政治与经济》知识，谈谈你对“为完善全球治理注入中国力量”的理解。
1. 2026西城期末Q20,2026西城期末,Q20,,YES,,,NO,,结合材料，运用《国际政治与经济》知识，阐释参与全球气候治理中的中国实践。
2. 2025东城期末Q20,2025东城期末,Q20,,YES,,,NO,,运用《当代国际政治与经济》知识，写一篇短文，谈谈你对上述材料的认识。要求：题目自拟，观点明确，逻辑清晰，200字左右。
1. 2026西城期末Q20,2026西城期末,Q20,,YES,,,NO,,结合材料，运用《国际政治与经济》知识，阐释参与全球气候治理中的中国实践。
1. 2026西城期末Q20,2026西城期末,Q20,,YES,,,NO,,结合材料，运用《国际政治与经济》知识，阐释参与全球气候治理中的中国实践。
2. 2024丰台二模Q19,2024丰台二模,Q19,,YES,6分,prompt,NO,,结合材料，运用《当代国际政治与经济》知识，说明中国“答卷”如何彰显大国担当。（6分）
3. 2026丰台一模Q19,2026丰台一模,Q19,,YES,,,NO,,结合材料，运用《当代国际政治与经济》知识，说明中国在全球可持续发展中彰显了怎样的大国情怀与担当。
4. 2025顺义一模Q20,2025顺义一模,Q20,,YES,,,NO,,结合材料，运用《当代国际政治与经济》知识，说明“小而美”项目为何成为中国开展国际发展合作的亮点和名片。
5. 2026门头沟一模Q21,2026门头沟一模,Q21,,YES,10分,source_q_heading,NO,,结合材料，综合运用所学，谈谈中国为何能为世界提供宝贵的确定性。
1. 2024朝阳一模Q21,2024朝阳一模,Q21,,YES,,,NO,,结合上述资料，在分析我国当前经济形势的基础上，运用《当代国际政治与经济》知识，谈谈如何推动中国经济在变局中开新局。
2. 2025朝阳一模Q20,2025朝阳一模,Q20,,YES,,,NO,,结合材料，运用《当代国际政治与经济》知识，说明我国应如何应对全球产业链供应链新态势，在全球产业变革中赢得主动。
1. 2024海淀期中Q21(2),2024海淀期中,Q21,2,YES,9分,prompt,NO,,结合材料，运用《当代国际政治与经济》知识，分析新中国外交的“变”与“不变”。（9分）
1. 2025门头沟一模Q19,2025门头沟一模,Q19,,YES,,,NO,,结合材料，运用《当代国际政治与经济》的相关知识，分析中国做“赋能型大国”的世界意义？
2. 2024石景山一模Q19(2),2024石景山一模,Q19,2,YES,8分,prompt,NO,,结合材料，运用《当代国际政治与经济》知识，分析中国新能源汽车企业从“走出去”到“扎下根”的原因。（8分）
"1. 2025门头沟一模Q19中国做""赋能型大国""的世界意义",2025门头沟一模,Q19,,YES,,,NO,,"结合材料，运用《当代国际政治与经济》的相关知识，分析中国做""赋能型大国""的世界意义。"
2. 2025朝阳期末Q21中国特色大国外交营造良好外部环境（外部文化与国际舆论环境）,2025朝阳期末,Q21,,YES,,,NO,,结合材料，运用《当代国际政治与经济》知识，说明如何通过开展中国特色大国外交为推进中国式现代化营造良好外部环境。
3. 2024丰台一模Q21,2024丰台一模,Q21,,YES,,,NO,,结合材料，综合运用所学，谈谈你对全人类共同价值的理解。
1. 2025顺义一模Q20,2025顺义一模,Q20,,YES,,,NO,,结合材料，运用《当代国际政治与经济》知识，说明“小而美”项目为何成为中国开展国际发展合作的亮点和名片。
1. 2025西城一模Q21,2025西城一模,Q21,,YES,8分,prompt,YES,added,（1）运用所学，解释“我国的发展理念成为国际公共产品”这一现象。（6分）（2）我国还提供了哪些国际公共产品？试举一例简要说明。（2分）
1. 2026西城二模Q19(1),2026西城二模,Q19,1,YES,6分,source_after_subquestion,NO,,结合材料，运用当代国际政治知识，阐释中国参与全球数据治理的逻辑。
1. 2026朝阳一模Q20（共享发展经验：义利观、智慧方案）,2026朝阳一模,Q20,,YES,,,NO,,结合材料，运用《当代国际政治与经济》知识，阐述中国为什么能为全球发展注入稳定性和正能量。
1. 2025延庆一模Q20(2)（人类命运共同体）,2025延庆一模,Q20,2,YES,,,NO,,结合材料二，运用《当代国际政治与经济》知识，阐释中国对维护全球产供链韧性和稳定的政策主张。
1. 2026丰台一模Q19（正确义利观）,2026丰台一模,Q19,,YES,,,NO,,结合材料，运用《当代国际政治与经济》知识，说明中国在全球可持续发展中彰显了怎样的大国情怀与担当。
1. 2025朝阳期末Q21（正确义利观）,2025朝阳期末,Q21,,YES,,,NO,,结合材料，运用《当代国际政治与经济》知识，说明如何通过开展中国特色大国外交为推进中国式现代化营造良好外部环境。
1. 2026顺义一模Q20（义利观作为外交思想替换项）,2026顺义一模,Q20,,YES,,,NO,,结合材料，运用《当代国际政治与经济》知识，阐述科技小院成为南南合作典范的深层逻辑。
1. 2024海淀期中Q21(2)（反对霸权主义、强权政治）,2024海淀期中,Q21,2,YES,,,NO,,"结合材料，运用《当代国际政治与经济》知识，分析新中国外交的""变""与""不变""。"
1. 2026通州期中Q20（人类命运共同体担当）,2026通州期中,Q20,,YES,8分,hard,YES,added,"结合材料，运用《当代国际政治与经济》知识，谈谈你对""全球治理倡议正逢其时、指引方向、彰显担当""的理解。"
1. 2026丰台期中Q20（中拉命运共同体）,2026丰台期中,Q20,,YES,,,NO,,"结合材料，运用《当代国际政治与经济》知识，说明""五大工程""如何推动中拉双方在各自现代化征程上并肩前行，共筑中拉命运共同体新篇章。"
1. 2026丰台期中Q20（全球发展倡议）,2026丰台期中,Q20,,YES,,,NO,,"结合材料，运用《当代国际政治与经济》知识，说明""五大工程""如何推动中拉双方在各自现代化征程上并肩前行，共筑中拉命运共同体新篇章。"
1. 2026通州期中Q20,2026通州期中,Q20,,YES,8分,hard,YES,added,结合材料，运用《当代国际政治与经济》知识，谈谈你对“全球治理倡议正逢其时、指引方向、彰显担当”的理解。
2. 2025海淀二模Q21,2025海淀二模,Q21,,YES,,,NO,,结合材料，运用《当代国际政治与经济》知识，阐释“中国需要联合国，联合国也需要中国”。
3. 2025丰台二模Q20,2025丰台二模,Q20,,YES,,,NO,,当今世界，全球治理体系与国际秩序变革加速推进。我们愿同各方一道，一以贯之以实际行动为完善全球治理注入中国力量。结合材料，运用《当代国际政治与经济》知识，谈谈你对“为完善全球治理注入中国力量”的理解。
4. 2025房山一模Q18(2),2025房山一模,Q18,2,YES,,,NO,,“中国的开源战略不仅是技术上的革新，更是对全球合作新模式的一次积极探索和实践。”结合材料，运用《当代国际政治与经济》知识，谈谈你对这句话的理解。
5. 2026海淀期中Q22(1),2026海淀期中,Q22,1,YES,6分,prompt,NO,,运用《当代国际政治与经济》知识，说明全球治理倡议为什么能获得国际社会广泛认同。（6分）
6. 2026海淀二模Q20(2),2026海淀二模,Q20,2,YES,7分,source_after_subquestion,NO,,结合材料，运用《当代国际政治与经济》知识，围绕全球发展倡议从合作理念到丰富实践这一主题，撰写一篇短评。
1. 2025海淀二模Q21,2025海淀二模,Q21,,YES,,,NO,,结合材料，运用《当代国际政治与经济》知识，阐释“中国需要联合国，联合国也需要中国”。
2. 2025丰台二模Q21（联合国地位）,2025丰台二模,Q21,,YES,,,NO,,"结合材料，运用《当代国际政治与经济》知识，阐释""中国需要联合国，联合国也需要中国""的关系。"
1. 2025海淀二模Q21,2025海淀二模,Q21,,YES,,,NO,,结合材料，运用《当代国际政治与经济》知识，阐释“中国需要联合国，联合国也需要中国”。
2. 2025丰台二模Q21（联合国对中国独特贡献）,2025丰台二模,Q21,,YES,,,NO,,"结合材料，运用《当代国际政治与经济》知识，阐释""中国需要联合国，联合国也需要中国""的关系。"
1. 2026丰台一模Q19,2026丰台一模,Q19,,YES,,,NO,,结合材料，运用《当代国际政治与经济》知识，说明中国在全球可持续发展中彰显了怎样的大国情怀与担当。
1. 2025丰台二模Q21（中国身份）,2025丰台二模,Q21,,YES,,,NO,,"结合材料，运用《当代国际政治与经济》知识，阐释""中国需要联合国，联合国也需要中国""的关系。"
1. 2025丰台二模Q21（中国对联合国反向支撑）,2025丰台二模,Q21,,YES,,,NO,,"结合材料，运用《当代国际政治与经济》知识，阐释""中国需要联合国，联合国也需要中国""的关系。"
1. 2026丰台期中Q20（联合国为核心的国际体系）,2026丰台期中,Q20,,YES,,,NO,,"结合材料，运用《当代国际政治与经济》知识，说明""五大工程""如何推动中拉双方在各自现代化征程上并肩前行，共筑中拉命运共同体新篇章。"
