atom_id,source_question,scoring_position,evidence_level,source_boundary,expression_variant,final_bucket,final_core_cluster,material_trigger_fusion,answer_sentence_fusion,source_ledger_refs
ATOM-CY07,2024朝阳二模 Q20,基本原则第1空1分,P0_formal_scoring_rule_text,formal_scoring_pdf_docx_with_paper_text_support,平等；公平；公正；多边主义；协商一致,政治多极化,推动国际关系民主化，坚持真正的多边主义，推动国际秩序朝公正合理方向发展,完善全球气候治理首先要回答治理原则 材料中的发达国家与发展中国家责任分歧触发平等公平公正和多边协商,完善全球气候治理应坚持平等、公平公正和多边主义 通过协商一致推动各方共同应对气候变化,2024朝阳二模_Q20_SRC_df323259ba77;2024朝阳二模_Q20_SRC_8802a640c1e2;2024朝阳二模_Q20_SRC_4de874d0f669
ATOM-CY08,2024朝阳二模 Q20,基本原则第2空1分,P0_formal_scoring_rule_text,formal_scoring_pdf_docx_with_paper_text_support,开放；合作；共享；共赢；包容；求同存异；共商共建,政治多极化,全球治理应坚持开放、合作、共享、共赢、包容和共商共建,研讨主题要求完善全球气候治理 第二原则强调开放合作而非封闭对抗,完善全球气候治理应坚持开放合作共享共赢和包容精神 在共商共建中求同存异,2024朝阳二模_Q20_SRC_df323259ba77;2024朝阳二模_Q20_SRC_8802a640c1e2;2024朝阳二模_Q20_SRC_4de874d0f669
ATOM-CY09,2024朝阳二模 Q20,各方共识背景1分,P0_formal_scoring_rule_text,formal_scoring_pdf_docx_with_paper_text_support,巨大风险和挑战；全球性挑战；人类共同责任；全球治理重要议题,时代背景,全球性挑战、逆全球化、保护主义和治理赤字凸显,设问要求写研讨共识 先说明为什么要完善全球气候治理 材料中的气候风险触发全球性挑战背景,气候变化给全人类带来巨大风险和挑战 气候治理已成为全球治理的重要议题之一 应对气候变化是人类共同责任,2024朝阳二模_Q20_SRC_df323259ba77;2024朝阳二模_Q20_SRC_8802a640c1e2;2024朝阳二模_Q20_SRC_4de874d0f669
ATOM-CY10,2024朝阳二模 Q20,如何完善全球气候治理角度1,P0_formal_scoring_rule_text,formal_scoring_pdf_docx_with_paper_text_support,全球气候治理体系；共商共建共享全球治理观；公平正义合作共赢的新型国际关系；共同利益是国家合作的基础；人类命运共同体,政治多极化,共商共建共享的全球治理观,材料设置多方研讨和气候治理分歧 回答如何完善治理触发全球治理体系和人类命运共同体路径,各主权国家和国际组织应携手建立公平合理、合作共赢的全球气候治理体系 践行共商共建共享全球治理观 推动构建人类命运共同体,2024朝阳二模_Q20_SRC_df323259ba77;2024朝阳二模_Q20_SRC_8802a640c1e2;2024朝阳二模_Q20_SRC_4de874d0f669
ATOM-CY11,2024朝阳二模 Q20,如何完善全球气候治理角度2,P0_formal_scoring_rule_text,formal_scoring_pdf_docx_with_paper_text_support,不同国家发展阶段和具体情况不同；从各自实际出发；共同但有区别的责任；发达国家兑现承诺,政治多极化,坚持共同但有区别的责任，发达国家应承担更多责任,材料突出发达国家历史排放和承诺不足 回答气候治理责任分配触发共同但有区别的责任,不同国家发展阶段和具体情况不同 应从各自实际出发落实责任 发达国家应兑现承诺并为完善全球气候治理承担更多责任,2024朝阳二模_Q20_SRC_df323259ba77;2024朝阳二模_Q20_SRC_8802a640c1e2;2024朝阳二模_Q20_SRC_4de874d0f669
ATOM-CY12,2024朝阳一模 Q21,政治多极化维度5分中的可用要点,P0_formal_scoring_rule_pptx,formal_scoring_pptx_docx_with_paper_text_support,和平共处五项原则；主权安全发展利益；合作共赢；新型国际关系；人类命运共同体,政治多极化,推动建设相互尊重、公平正义、合作共赢的新型国际关系,设问问中国经济如何在变局中开新局 变局中的外部环境风险要求从政治多极化维度营造良好外部环境,中国坚持和平共处五项原则 维护主权安全和发展利益 在谋求本国发展中促进各国共同发展 推动建设新型国际关系和人类命运共同体,2024朝阳一模_Q21_SRC_4fc81e818683;2024朝阳一模_Q21_SRC_8a924a245316;2024朝阳一模_Q21_SRC_d3b447f0ea3a
ATOM-CY13,2024朝阳一模 Q21,经济全球化维度5分中的可用要点,P0_formal_scoring_rule_pptx,formal_scoring_pptx_docx_with_paper_text_support,超大规模市场优势；国内国际两个市场两种资源；全球资源要素；全球产业分工和合作,经济全球化,充分利用国内国际两个市场、两种资源，增强国内国际循环联动,材料要求在变局中发挥我国优势推动经济发展 经济全球化维度触发两个市场两种资源和国际分工合作,中国依托超大规模市场优势 以国内大循环吸引全球资源要素 增强国内国际两个市场两种资源联动效应 深度参与全球产业分工和合作,2024朝阳一模_Q21_SRC_4fc81e818683;2024朝阳一模_Q21_SRC_8a924a245316;2024朝阳一模_Q21_SRC_d3b447f0ea3a
ATOM-CY14,2024朝阳一模 Q21,经济全球化维度参考示例末句,P0_formal_scoring_rule_pptx,formal_scoring_pptx_docx_with_paper_text_support,独立自主；发展主动权；自主创新能力和关键核心技术自主可控为混模块边界支撑,中国,中国特色大国外交、独立自主和平外交政策与周边命运共同体,材料说外部环境严峻和风险挑战增多 回答应对变局需要写独立自主和发展主动权,中国坚持独立自主 把发展主动权牢牢掌握在自己手中 在外部风险挑战增多的背景下增强经济发展的自主性和主动性,2024朝阳一模_Q21_SRC_4fc81e818683;2024朝阳一模_Q21_SRC_8a924a245316;2024朝阳一模_Q21_SRC_d3b447f0ea3a
ATOM-CY15,2025朝阳一模 Q20,多元化布局角度2分,P0_formal_scoring_rule_visual,scanned_scoring_pdf_visual_with_paper_text_support,多元化布局；顺应经济全球化趋势；利用世界各地优势组织生产经营；产业链供应链安全；多元稳定国际经济格局,经济全球化,维护产业链供应链安全稳定，形成多元稳定的国际经济格局和经贸关系,题面写全球产业链供应链多元化布局和断链风险 问如何应对触发多元化布局与供应链安全稳定,中国应鼓励有实力的跨国公司顺应经济全球化趋势 在全球范围内分散投资并利用各地优势组织生产经营 推进产业链供应链多元化布局 维护产业链供应链安全稳定,2025朝阳一模_Q20_SRC_c3d1aea637c9;2025朝阳一模_Q20_SRC_832947a8c994
ATOM-CY16,2025朝阳一模 Q20,区域化合作角度2分,P0_formal_scoring_rule_visual,scanned_scoring_pdf_visual_with_paper_text_support,亲诚惠容外交理念；区域经济合作；一带一路；区域投资和贸易自由化便利化；区域产业链供应链深度融合,经济全球化,推动贸易和投资自由化便利化,题面写区域化合作和供应链距离缩短 回答应对新态势触发区域合作和贸易投资自由化便利化,中国应深化区域经济合作 秉持亲诚惠容外交理念 加强与周边国家和地区经济合作 促进区域投资和贸易自由化便利化 推动区域产业链供应链深度融合,2025朝阳一模_Q20_SRC_c3d1aea637c9;2025朝阳一模_Q20_SRC_832947a8c994
ATOM-CY17,2025朝阳一模 Q20,总结1分及绿色规则相关角度,P0_formal_scoring_rule_visual,scanned_scoring_pdf_visual_with_paper_text_support,全球经济治理和规则制定；多边贸易体系；更高水平开放型经济；开放型世界经济；人类命运共同体,经济全球化,建设开放型世界经济，参与全球经济治理和规则制定,题面写绿色认证等国际规则影响国际竞争力 需要从规则治理和多边贸易体系说明中国应对,中国应积极参与全球经济治理和规则制定 维护多边贸易体系 发展更高水平开放型经济 推动构建开放型世界经济和人类命运共同体,2025朝阳一模_Q20_SRC_c3d1aea637c9;2025朝阳一模_Q20_SRC_832947a8c994
ATOM-CY18,2026朝阳期末 Q20,和平发展角度背景1分,P0_formal_scoring_rule_visual,scanned_scoring_pdf_visual_with_paper_visual_support,和平与发展；世界发展大势；服务国家发展大局,时代背景,和平与发展仍是时代主题,设问问中国特色大国外交为什么要更有作为 先要求判断国际背景和时代主题,和平与发展是当今时代主题 中国特色大国外交主动作为顺应世界发展大势并服务国家发展大局,2026朝阳期末_Q20_SRC_e80d35a6d904;2026朝阳期末_Q20_SRC_0056d930a7a9
ATOM-CY19,2026朝阳期末 Q20,和平发展角度目标1分,P0_formal_scoring_rule_visual,scanned_scoring_pdf_visual_with_paper_visual_support,命运共同体；共同利益；国际新秩序；全球治理,政治多极化,推动国际关系民主化，坚持真正的多边主义，推动国际秩序朝公正合理方向发展,材料写为构建周边命运共同体和全球南方共同迈向现代化汇聚力量 触发命运共同体和全球治理目标,中国特色大国外交更有作为 有利于推动构建人类命运共同体 维护共同利益 推动国际新秩序和全球治理发展,2026朝阳期末_Q20_SRC_e80d35a6d904;2026朝阳期末_Q20_SRC_0056d930a7a9
ATOM-CY20,2026朝阳期末 Q20,政治角度背景1分+目标1分,P0_formal_scoring_rule_visual,scanned_scoring_pdf_visual_with_paper_visual_support,多极化；单边主义；霸权强权；发展中国家代表性话语权；全球南方联合自强,政治多极化,推动国际关系民主化，坚持真正的多边主义，推动国际秩序朝公正合理方向发展,材料写全球南方联合自强和金砖扩员 回答政治方面为什么更有作为触发反霸权与国际关系民主化,面对单边主义和霸权强权 中国特色大国外交推动多极化进程 提升发展中国家代表性和话语权 维护发展中国家利益并促进全球南方联合自强,2026朝阳期末_Q20_SRC_e80d35a6d904;2026朝阳期末_Q20_SRC_0056d930a7a9
ATOM-CY21,2026朝阳期末 Q20,经济角度背景1分+目标1分,P0_formal_scoring_rule_visual,scanned_scoring_pdf_visual_with_paper_visual_support,经济全球化；贸易保护主义；开放型世界经济；共同繁荣；互利共赢；开放合作；共享成果,经济全球化,建设开放型世界经济，参与全球经济治理和规则制定,材料写维护以世贸组织为核心的多边贸易体制和拓展贸易投资自由化便利化 回答经济方面触发全球化与反保护主义,面对贸易保护主义 中国特色大国外交应坚定维护多边贸易体制 推动开放型世界经济和世界经济共同繁荣 在互利共赢和开放合作中共享发展成果,2026朝阳期末_Q20_SRC_e80d35a6d904;2026朝阳期末_Q20_SRC_0056d930a7a9
ATOM-CY22,2026朝阳期末 Q20,我国国家利益角度背景1分+目标1分,P0_formal_scoring_rule_visual,scanned_scoring_pdf_visual_with_paper_visual_support,国家核心利益；国家利益决定性因素；维护国家利益是对外活动出发点和落脚点；维护人民利益；中国式现代化,理论,维护国家利益并兼顾他国合理关切，坚持正确义利观,材料写海外安全保障体系和维护国家利益 回答国家利益方面触发国家利益理论,主权、安全、发展利益是国家核心利益 国家利益是国际关系的决定性因素 维护国家利益是主权国家对外活动的出发点和落脚点 中国特色大国外交要维护人民利益并服务中国式现代化,2026朝阳期末_Q20_SRC_e80d35a6d904;2026朝阳期末_Q20_SRC_0056d930a7a9
ATOM-CY23,2024朝阳期中 Q20(3),短评三段点评6分中的打造新平台点评,P0_formal_scoring_rule_text,formal_scoring_docx_rtf_with_paper_text_support,数字贸易；交流合作平台；投资贸易自由化便利化；资源优化配置；两个市场两种资源,经济全球化,推动贸易和投资自由化便利化,短评主题是数字驱动商通全球 打造新平台材料触发投资贸易自由化便利化和资源配置,数字贸易博览会为全球数字贸易搭建交流合作平台 促进投资和贸易自由化便利化 实现资源优化配置 使各国更好利用两个市场两种资源,2024朝阳期中_Q20_3_SRC_3d4cd35f4494;2024朝阳期中_Q20_3_SRC_b706c444e16d;2024朝阳期中_Q20_3_SRC_34231242a333
ATOM-CY24,2024朝阳期中 Q20(3),短评总评2分中的做法或总评价,P0_formal_scoring_rule_text,formal_scoring_docx_rtf_with_paper_text_support,开放包容普惠平衡共赢；普惠平衡共赢开放,经济全球化,推动经济全球化朝着更加开放、包容、普惠、平衡、共赢方向发展,短评总结要求把数贸会意义上升到经济全球化方向 触发完整五词核心,中国坚持办好数字贸易博览会 推动经济全球化朝着更加开放、包容、普惠、平衡、共赢方向发展,2024朝阳期中_Q20_3_SRC_3d4cd35f4494;2024朝阳期中_Q20_3_SRC_b706c444e16d;2024朝阳期中_Q20_3_SRC_34231242a333
ATOM-CY25,2024朝阳期中 Q20(3),短评总评2分中的总评价,P0_formal_scoring_rule_text,formal_scoring_docx_rtf_with_paper_text_support,平等开放；合作共享；全球治理理念；中国发展新机遇,中国,中国平等开放、合作共享的全球治理理念,数贸会让中国平台联通全球并共享发展机遇 总评可上升到中国全球治理理念,数字贸易博览会生动展现中国平等开放、合作共享的全球治理理念 让世界共享中国发展新机遇,2024朝阳期中_Q20_3_SRC_3d4cd35f4494;2024朝阳期中_Q20_3_SRC_b706c444e16d;2024朝阳期中_Q20_3_SRC_34231242a333
ATOM-CY26,2025朝阳期末 Q21,②营造总体外部环境1分；P2讲评PPT slide33,P2_teaching_lecture_with_point_scoring,p0_pdf_level_only_plus_paper_text_support,推动构建人类命运共同体；独立自主和平外交政策；和平共处五项原则；主权安全发展利益；三大全球倡议,中国,推动构建人类命运共同体,设问问如何通过中国特色大国外交营造外部环境 先从总体外交方向和国家利益写起,中国坚持独立自主的和平外交政策和和平共处五项原则 推动构建人类命运共同体 维护主权安全发展利益 为中国式现代化营造和平稳定的总体外部环境,2025朝阳期末_Q21_SRC_CY2025QIMO_PPTX;2025朝阳期末_Q21_SRC_131c6c890bd4
ATOM-CY27,2025朝阳期末 Q21,③营造良好的外部政治环境2分；P2讲评PPT slide33,P2_teaching_lecture_with_point_scoring,p0_pdf_level_only_plus_paper_text_support,平等有序世界多极化；全球南方团结合作；合作共赢新型国际关系；共商共建共享；反对霸权主义强权政治；国际关系民主化；联合国核心体系；全球治理体系变革完善,联合国,以联合国为核心的国际体系、联合国作用与中国的联合国身份,材料写国际力量对比调整全球南方壮大和单边霸凌 因此政治环境层触发多极化与全球治理秩序,中国倡导平等有序的世界多极化 推动建设以合作共赢为核心的新型国际关系 推动国际关系民主化 维护以联合国为核心的国际体系并推动全球治理体系变革完善,2025朝阳期末_Q21_SRC_CY2025QIMO_PPTX;2025朝阳期末_Q21_SRC_131c6c890bd4
ATOM-CY28,2025朝阳期末 Q21,④营造良好的外部经济环境2分；P2讲评PPT slide34,P2_teaching_lecture_with_point_scoring,p0_pdf_level_only_plus_paper_text_support,普惠包容的经济全球化；开放包容普惠平衡共赢；高水平对外开放边界；新发展格局边界,经济全球化,推动经济全球化朝着更加开放、包容、普惠、平衡、共赢方向发展,材料写逆全球化思潮和脱钩断链行径 回答经济外部环境时触发经济全球化正确方向,面对逆全球化和脱钩断链 中国倡导普惠包容的经济全球化 推动经济全球化朝着更加开放、包容、普惠、平衡、共赢方向发展 为中国式现代化营造良好外部经济环境,2025朝阳期末_Q21_SRC_CY2025QIMO_PPTX;2025朝阳期末_Q21_SRC_131c6c890bd4
ATOM-CY29,2025朝阳期末 Q21,⑤营造良好的外部文化环境和国际舆论环境1分；P2讲评PPT slide34,P2_teaching_lecture_with_point_scoring,p0_pdf_level_only_plus_paper_text_support,正确义利观；国际话语权；世界文明多样性；文明交流互鉴；讲好中国故事边界,中国,坚持正确义利观，在发展合作中义利相兼、互利共赢,材料写意识形态分歧和国际舆论环境 回答中国外交价值取向时优先保留选必一的正确义利观,中国坚持正确的义利观 尊重世界文明多样性 提升国际话语权 以负责任大国形象为中国式现代化营造良好外部文化和舆论环境,2025朝阳期末_Q21_SRC_CY2025QIMO_PPTX;2025朝阳期末_Q21_SRC_131c6c890bd4
ATOM-HDQZ01,2024海淀期中 Q16(2),选必一2分：贸易摩擦角度,P0_formal_scoring_rule_pdf_text,formal_scoring_pdf_with_visual_paper_prompt,国际组织赋予的权利；全球经济治理；规则制定；贸易摩擦；企业出海,经济全球化,建设开放型世界经济，参与全球经济治理和规则制定,材料三写中国咖啡企业出海面临贸易摩擦和知识产权风险 设问要求提出建议 触发企业和政府借助国际组织权利参与全球治理规则制定,面对贸易摩擦 企业和政府要善用国际组织赋予的权利 积极参与全球经济治理和规则制定 为中国咖啡企业出海营造良好的国际环境,2024海淀期中_Q16_2_SRC_e3f88f68dd56;2024海淀期中_Q16_2_SRC_132d9a876bce
ATOM-HDQZ02,2024海淀期中 Q21(2),变：世界之变2分,P0_formal_scoring_rule_pdf_text,formal_scoring_pdf_with_visual_paper_prompt,世界之变；政治多极化；经济全球化；和平与发展；时代主题,政治多极化,世界多极化深入发展与平等有序的世界多极化,设问要求分析外交的变 先回答国际格局和时代背景的变化,新中国外交面对的时代背景不断变化 政治多极化和经济全球化深入发展 和平与发展成为时代主题 中国外交因势而变,2024海淀期中_Q21_2_SRC_e3f88f68dd56;2024海淀期中_Q21_2_SRC_132d9a876bce
ATOM-HDQZ03,2024海淀期中 Q21(2),变：中国之变实力与地位1分；变通含国际影响力话语权和人类命运共同体,P0_formal_scoring_rule_pdf_text,formal_scoring_pdf_with_visual_paper_prompt,综合国力；国际地位；国际责任；国际影响力话语权；人类命运共同体变通,中国,推动构建人类命运共同体,材料按站起来富起来强起来呈现中国实力地位变化 回答中国之变要写综合国力国际地位和责任提升,随着综合国力不断增强 中国国际地位和国际影响力话语权不断提升 承担越来越多国际责任 中国外交的内容和布局也随之发展,2024海淀期中_Q21_2_SRC_e3f88f68dd56;2024海淀期中_Q21_2_SRC_132d9a876bce
ATOM-HDQZ04,2024海淀期中 Q21(2),变：中国之变指导思想1分,P0_formal_scoring_rule_pdf_text,formal_scoring_pdf_with_visual_paper_prompt,外交指导思想与时俱进；习近平外交思想；中国特色大国外交,中国,中国特色大国外交、独立自主和平外交政策与周边命运共同体,材料第三阶段写新时代对外工作理论和实践创新 评分细则要求写习近平外交思想,新时代我国外交指导思想与时俱进 习近平外交思想为新时代中国特色大国外交提供根本遵循和行动指南,2024海淀期中_Q21_2_SRC_e3f88f68dd56;2024海淀期中_Q21_2_SRC_132d9a876bce
ATOM-HDQZ05,2024海淀期中 Q21(2),不变5分主干；写独立自主和平外交政策可得2分,P0_formal_scoring_rule_pdf_text,formal_scoring_pdf_with_visual_paper_prompt,独立自主基本立场；维护世界和平促进共同发展宗旨；维护主权安全发展利益；促进世界和平与发展；和平共处五项原则；独立自主和平外交政策,中国,中国特色大国外交、独立自主和平外交政策与周边命运共同体,设问问不变 材料三个阶段虽任务不同但中国外交基本立场宗旨目标准则延续,新中国外交始终坚持独立自主的基本立场 贯彻维护世界和平促进共同发展的宗旨 以维护我国主权安全发展利益并促进世界和平与发展为基本目标 坚持和平共处五项原则作为对外关系基本准则,2024海淀期中_Q21_2_SRC_e3f88f68dd56;2024海淀期中_Q21_2_SRC_132d9a876bce
ATOM-HDQZ06,2024海淀期中 Q21(2),不变侧变通1分,P0_formal_scoring_rule_pdf_text,formal_scoring_pdf_with_visual_paper_prompt,反霸权主义；反强权政治；维护国际公平正义,政治多极化,推动国际关系民主化，坚持真正的多边主义，推动国际秩序朝公正合理方向发展,评分细则在不变侧列出反对霸权主义强权政治 作为中国外交原则立场的可得分表达,新中国外交一贯反对霸权主义和强权政治 主张在和平共处五项原则基础上维护国际公平正义,2024海淀期中_Q21_2_SRC_e3f88f68dd56;2024海淀期中_Q21_2_SRC_132d9a876bce
ATOM-FT01,2025丰台二模 Q20,评分标准说明角度一2分,P0_formal_scoring_rule_docx,formal_marking_docx_with_paper_text_support,国际政治经济格局中的重要力量；全球南方现代化；中国参与全球治理,中国,中国作为负责任大国积极参与全球治理并推动全球南方现代化,材料写全球南方群体性崛起和全球南方为发展而起 回答中国力量首先要说明中国以发展中国家身份参与全球治理并推动全球南方现代化,中国作为世界上最大的发展中国家 是国际政治经济格局中的重要力量 积极参与全球治理 为推动全球南方实现现代化发挥作用,2025丰台二模_Q20_SRC_1543d8baa151;2025丰台二模_Q20_SRC_770de383c911
ATOM-FT02,2025丰台二模 Q20,评分标准说明角度二2分,P0_formal_scoring_rule_docx,formal_marking_docx_with_paper_text_support,联合国；金砖国家；二十国集团；博鳌亚洲论坛；国际组织作用；全球治理体系变革,政治多极化,推动国际关系民主化，坚持真正的多边主义，推动国际秩序朝公正合理方向发展,材料分别出现国际组织会议讲话 金砖+ 二十国集团 博鳌亚洲论坛 回答中国力量要说明中国通过国际组织平台推动全球治理体系变革,中国积极参与国际组织 在联合国、金砖国家、二十国集团、博鳌亚洲论坛等国际组织中的作用日益显著 成为全球治理体系的重要参与者、贡献者和改革者,2025丰台二模_Q20_SRC_1543d8baa151;2025丰台二模_Q20_SRC_770de383c911
ATOM-FT03,2025丰台二模 Q20,评分标准说明角度三2分,P0_formal_scoring_rule_docx,formal_marking_docx_with_paper_text_support,联合国常任理事国；联合国宪章宗旨原则；践行多边主义；维护多边体制权威性和有效性,联合国,《联合国宪章》宗旨和原则,材料写联合国成立80周年 维护联合国权威 发挥联合国作用 回答中国力量要落到中国作为常任理事国维护以联合国为核心的多边体制,中国作为联合国常任理事国 遵守《联合国宪章》宗旨原则 践行多边主义 维护多边体制的权威性和有效性,2025丰台二模_Q20_SRC_1543d8baa151;2025丰台二模_Q20_SRC_770de383c911
ATOM-FT04,2025丰台二模 Q20,评分标准说明角度四2分,P0_formal_scoring_rule_docx,formal_marking_docx_with_paper_text_support,平等、开放、合作、共享；共商共建共享全球治理观；全球治理体制更加公正合理；完善全球治理原则和目标,政治多极化,共商共建共享的全球治理观,材料写推动构建人类命运共同体 共迎全球挑战 推动全球治理朝着更加公正合理方向发展 回答中国力量要说明中国倡导的共同体理念、治理原则和目标方向,中国推动构建人类命运共同体 遵循平等、开放、合作、共享等原则 同世界各国一起推动全球治理体制向着更加公正合理的方向发展,2025丰台二模_Q20_SRC_1543d8baa151;2025丰台二模_Q20_SRC_770de383c911
ATOM-MTG01,2025门头沟一模 Q19,角度一每条2分中的经济赋能1+1,P0_formal_scoring_rule_doc,formal_scoring_doc_with_paper_text_support,广大而充满创新活力的市场；超大规模市场红利；共享发展机遇；贸易投资自由化便利化；开放、包容、普惠、平衡、共赢,经济全球化,推动经济全球化朝着更加开放、包容、普惠、平衡、共赢方向发展,材料写中国市场成为世界市场 最不发达国家零关税和外资准入清零 回答世界意义要说明市场红利和全球化方向,中国为世界提供广大而充满创新活力的市场 与各国共享发展机遇 促进贸易投资自由化便利化 推动经济全球化朝着更加开放、包容、普惠、平衡、共赢的方向发展,2025门头沟一模_Q19_SRC_70713581c0c6;2025门头沟一模_Q19_SRC_41b9c310bed6
ATOM-MTG02,2025门头沟一模 Q19,角度二每条2分中的技术共享和民生改善1+1,P0_formal_scoring_rule_doc,formal_scoring_doc_with_paper_text_support,技术赋能；发展中国家；全球南方；自主发展能力；民生改善；全球可持续发展；解决全球发展不平衡,中国,国际发展合作、南南合作与“小而美”项目,材料写雅万高铁 沙漠灌溉 小豆子项目 触发中国技术助力发展中国家发展和改善民生,中国以创新优势和领先技术助力发展中国家发展 提升其自主发展能力 促进民生改善 为全球可持续发展贡献力量,2025门头沟一模_Q19_SRC_70713581c0c6;2025门头沟一模_Q19_SRC_41b9c310bed6
ATOM-MTG03,2025门头沟一模 Q19,角度三每条2分中的全球治理实践路径1+1,P0_formal_scoring_rule_doc,formal_scoring_doc_with_paper_text_support,国际公共产品；中国智慧中国方案；维护世界和平；促进共同发展；人类命运共同体,中国,推动构建人类命运共同体,材料写地球生命共同体 人工智能能力建设普惠计划 全球安全倡议 触发中国提供全球公共产品和全球治理实践路径,中国提供国际公共产品 贡献中国智慧和中国方案 以实际行动维护世界和平、促进共同发展 推动构建人类命运共同体,2025门头沟一模_Q19_SRC_70713581c0c6;2025门头沟一模_Q19_SRC_41b9c310bed6
ATOM-MTG04,2025门头沟一模 Q19,角度四每条2分中的国际治理价值体系1+1,P0_formal_scoring_rule_doc,formal_scoring_doc_with_paper_text_support,文明平等互鉴；全人类共同价值；国际秩序更加公正合理；全球治理体系更加公正合理；国际政治新秩序；合作共赢的新型国际关系,政治多极化,推动建设相互尊重、公平正义、合作共赢的新型国际关系,材料写发展道路多样化和现代化道路一个都不能少 触发文明平等互鉴和国际秩序价值方向,中国倡导文明平等互鉴 弘扬全人类共同价值 推动国际秩序和全球治理体系向着更加公正合理的方向发展 并推动共建以合作共赢为核心的新型国际关系,2025门头沟一模_Q19_SRC_70713581c0c6;2025门头沟一模_Q19_SRC_41b9c310bed6
ATOM-MTG26-01,2026门头沟一模 Q20,原因2分,P0_formal_scoring_rule_docx,formal_scoring_docx_with_paper_text_support,对外开放基本国策；互利共赢战略；经济全球化；高水平对外开放；高水平制度型开放,经济全球化,建设开放型世界经济，参与全球经济治理和规则制定,设问问为何能注入新动能和新活力 需要先用开放政策和经济全球化解释封关的理论原因,海南自贸港全岛封关是我国坚持对外开放基本国策、实施互利共赢开放战略、推进高水平对外开放的重要举措，有利于主动顺应并推动经济全球化发展,2026门头沟一模_Q20_SRC_f6e59c8eee71;2026门头沟一模_Q20_SRC_e34a259c7765
ATOM-MTG26-02,2026门头沟一模 Q20,中国意义2分中的材料点一和点三,P0_formal_scoring_rule_docx,formal_scoring_docx_with_paper_text_support,零关税商品范围；降低企业成本；径予放行；压缩申报项目；贸易自由化便利化；营商环境,经济全球化,推动贸易和投资自由化便利化,材料写零关税范围扩大 进口商品径予放行 二线申报项目压缩 触发贸易便利化和营商环境,封关扩大零关税商品范围、降低企业成本，优化口岸管理并压缩通关时间，能够促进贸易自由化便利化、提升营商环境，为中国经济发展注入新动能,2026门头沟一模_Q20_SRC_f6e59c8eee71;2026门头沟一模_Q20_SRC_e34a259c7765
ATOM-MTG26-03,2026门头沟一模 Q20,中国意义2分中的材料点二和点四,P0_formal_scoring_rule_docx,formal_scoring_docx_with_paper_text_support,加工增值政策；产业集聚；产业链升级；新质生产力；国内国际双循环；国内国际两种市场两种资源联动；开放型经济新优势,经济全球化,充分利用国内国际两个市场、两种资源，增强国内国际循环联动,材料写加工增值达到30%免关税销往内地 一线放开二线管住 触发双循环联动和开放型经济新优势,封关通过加工增值政策吸引产业集聚、推动产业链升级，增强国内国际双循环联动和两种市场两种资源联动，培育开放型经济新优势,2026门头沟一模_Q20_SRC_f6e59c8eee71;2026门头沟一模_Q20_SRC_e34a259c7765
ATOM-MTG26-04,2026门头沟一模 Q20,世界意义2分中的材料点一和点二,P0_formal_scoring_rule_docx,formal_scoring_docx_with_paper_text_support,扩大市场准入；更大市场空间；制度型开放；高水平开放新范例；中国开放机遇,经济全球化,建设开放型世界经济，参与全球经济治理和规则制定,材料写清单管理透明度和开放度提升 取消许可证管理 允许保税维修 触发市场准入和制度型开放示范,封关扩大市场准入，为世界提供更大市场空间，并以制度型开放为全球提供高水平开放新范例，为世界经济开放发展注入新活力,2026门头沟一模_Q20_SRC_f6e59c8eee71;2026门头沟一模_Q20_SRC_e34a259c7765
ATOM-MTG26-05,2026门头沟一模 Q20,世界意义2分中的材料点三和点四,P0_formal_scoring_rule_docx,formal_scoring_docx_with_paper_text_support,全球产业链供应链稳定畅通；国际分工与合作；开放型世界经济；世界经济开放发展,经济全球化,促进生产要素全球流动、资源优化配置、优势互补和国际分工合作,材料写一线放开二线管住 货物贸易开放度和透明度提升 触发供应链稳定和国际分工合作,封关有利于促进全球产业链供应链稳定畅通，深化国际分工与合作，推动建设开放型世界经济,2026门头沟一模_Q20_SRC_f6e59c8eee71;2026门头沟一模_Q20_SRC_e34a259c7765
ATOM-FT26-01,2026丰台一模 Q19,PPTX slide42 paragraph1 guarded,P0_scoring_pptx_reference_answer_guarded,scoring_pptx_reference_answer_without_point_slots,人类命运共同体；胸怀天下；联合国2030年可持续发展议程；全球发展的贡献者；全球可持续发展,中国,中国特色大国外交、独立自主和平外交政策与周边命运共同体,材料写联合国发展峰会和2030年可持续发展议程 中国在减贫教育卫生领域作出贡献 触发HMC和全球发展贡献者,中国秉持人类命运共同体理念 坚持胸怀天下 携手各国落实联合国2030年可持续发展议程 做全球发展的贡献者,2026丰台一模_Q19_SRC_44f3b42c2caf;2026丰台一模_Q19_SRC_31e84e4e2ec2
ATOM-FT26-02,2026丰台一模 Q19,PPTX slide42 paragraph1-2 guarded,P0_scoring_pptx_reference_answer_guarded,scoring_pptx_reference_answer_without_point_slots,联合国宪章的宗旨和原则；联合国2030年可持续发展议程；联合国发展峰会,联合国,《联合国宪章》宗旨和原则,材料与答案均出现联合国发展峰会 2030议程 联合国宪章宗旨原则 触发联合国框架下中国担当,中国坚定维护联合国宪章的宗旨和原则 携手各国落实联合国2030年可持续发展议程,2026丰台一模_Q19_SRC_44f3b42c2caf;2026丰台一模_Q19_SRC_31e84e4e2ec2
