year_root,year,district,stage,suite_guess,role,extension,size,modified,relative_path,absolute_path
2026各区模拟题,2026,门头沟,一模,2026门头沟一模,paper,.pdf,1288180,2026-04-14T11:21:12,2026各区一模\2026门头沟一模\试卷\门头沟区高三政治一模试卷.pdf,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026门头沟一模\试卷\门头沟区高三政治一模试卷.pdf
2026各区模拟题,2026,门头沟,一模,2026门头沟一模,paper,.pdf,1288180,2026-04-14T11:21:12,2026各区一模\2026门头沟一模\门头沟区高三政治一模试卷.pdf,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026门头沟一模\门头沟区高三政治一模试卷.pdf
2026各区模拟题,2026,门头沟,一模,2026门头沟一模,rubric,.docx,23845,2026-04-14T11:20:46,2026各区一模\2026门头沟一模\门头沟高三政治一模参考答案及评标细则新.docx,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026门头沟一模\门头沟高三政治一模参考答案及评标细则新.docx
2026各区模拟题,2026,顺义,一模,2026顺义一模,rubric,.pptx,119656,2026-04-12T21:51:48,2026各区一模\2026顺义一模\2026年顺义一模  细则.pptx,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026顺义一模\2026年顺义一模  细则.pptx
2026各区模拟题,2026,顺义,一模,2026顺义一模,paper,.pdf,2907362,2026-04-12T21:51:10,2026各区一模\2026顺义一模\2026顺义一模.pdf,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026顺义一模\2026顺义一模.pdf
2026各区模拟题,2026,顺义,一模,2026顺义一模,rubric,.pptx,119656,2026-04-12T21:51:48,2026各区一模\2026顺义一模\细则\2026顺义一模细则.pptx,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026顺义一模\细则\2026顺义一模细则.pptx
2026各区模拟题,2026,顺义,一模,2026顺义一模,paper,.pdf,2907362,2026-04-12T21:51:10,2026各区一模\2026顺义一模\试卷\2026顺义一模.pdf,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026顺义一模\试卷\2026顺义一模.pdf
2026各区模拟题,2026,东城,二模,2026东城二模,rubric,.pdf,638739,2026-05-18T13:12:12,2026各区二模\2026东城二模\细则\16.pdf,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区二模\2026东城二模\细则\16.pdf
2026各区模拟题,2026,东城,二模,2026东城二模,rubric,.pdf,159887,2026-05-18T13:12:09,2026各区二模\2026东城二模\细则\17题评标.pdf,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区二模\2026东城二模\细则\17题评标.pdf
2026各区模拟题,2026,东城,二模,2026东城二模,rubric,.pdf,520382,2026-05-18T13:12:08,2026各区二模\2026东城二模\细则\18题阅卷细则(5.9).pdf,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区二模\2026东城二模\细则\18题阅卷细则(5.9).pdf
2026各区模拟题,2026,东城,二模,2026东城二模,rubric,.pdf,191503,2026-05-18T13:12:05,2026各区二模\2026东城二模\细则\20题（1+2）.pdf,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区二模\2026东城二模\细则\20题（1+2）.pdf
2026各区模拟题,2026,东城,二模,2026东城二模,rubric,.pdf,650708,2026-05-18T13:12:04,2026各区二模\2026东城二模\细则\26年东城二模20（3）.pdf,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区二模\2026东城二模\细则\26年东城二模20（3）.pdf
2026各区模拟题,2026,东城,二模,2026东城二模,rubric,.pdf,750700,2026-05-18T13:12:02,2026各区二模\2026东城二模\细则\东城二模 19题阅卷细则.pdf,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区二模\2026东城二模\细则\东城二模 19题阅卷细则.pdf
2026各区模拟题,2026,东城,二模,2026东城二模,rubric,.pdf,359677,2026-05-18T13:11:59,2026各区二模\2026东城二模\细则\二模21题细则模版.pdf,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区二模\2026东城二模\细则\二模21题细则模版.pdf
2026各区模拟题,2026,东城,二模,2026东城二模,paper,.docx,1008214,2026-05-18T12:30:56,2026各区二模\2026东城二模\试卷\2026北京东城高三二模政治（教师版）.docx,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区二模\2026东城二模\试卷\2026北京东城高三二模政治（教师版）.docx
2026各区模拟题,2026,丰台,二模,2026丰台二模,rubric,.pptx,15327627,2026-05-16T16:34:44,2026各区二模\2026丰台二模\细则\2026丰台区二模主观题阅卷细则(1).pptx,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区二模\2026丰台二模\细则\2026丰台区二模主观题阅卷细则(1).pptx
2026各区模拟题,2026,丰台,二模,2026丰台二模,rubric,.docx,33733,2026-05-16T16:34:36,2026各区二模\2026丰台二模\细则\高三政治答案.docx,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区二模\2026丰台二模\细则\高三政治答案.docx
2026各区模拟题,2026,丰台,二模,2026丰台二模,paper,.pdf,1856697,2026-05-18T12:31:48,2026各区二模\2026丰台二模\试卷\2026北京丰台高三二模政治（教师版）.pdf,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区二模\2026丰台二模\试卷\2026北京丰台高三二模政治（教师版）.pdf
2026各区模拟题,2026,房山,二模,2026房山二模,rubric,.docx,34129,2026-05-16T16:32:59,2026各区二模\2026房山二模\细则\26房山评标(2).docx,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区二模\2026房山二模\细则\26房山评标(2).docx
2026各区模拟题,2026,房山,二模,2026房山二模,rubric,.docx,34129,2026-05-16T16:32:59,2026各区二模\2026房山二模\细则\26房山评标.docx,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区二模\2026房山二模\细则\26房山评标.docx
2026各区模拟题,2026,房山,二模,2026房山二模,paper,.pdf,12444404,2026-05-18T12:34:56,2026各区二模\2026房山二模\试卷\2026北京房山高三二模政治（教师版）.pdf,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区二模\2026房山二模\试卷\2026北京房山高三二模政治（教师版）.pdf
2026各区模拟题,2026,朝阳,二模,2026朝阳二模,rubric,.docx,27992,2026-05-16T16:35:02,2026各区二模\2026朝阳二模\细则\202605朝阳高三政治二模阅卷细则(1).docx,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区二模\2026朝阳二模\细则\202605朝阳高三政治二模阅卷细则(1).docx
2026各区模拟题,2026,朝阳,二模,2026朝阳二模,paper,.docx,78338,2026-05-18T12:30:27,2026各区二模\2026朝阳二模\试卷\2026北京朝阳高三二模政治（教师版）.docx,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区二模\2026朝阳二模\试卷\2026北京朝阳高三二模政治（教师版）.docx
2026各区模拟题,2026,海淀,二模,2026海淀二模,rubric,.pdf,90283098,2026-05-18T12:25:14,2026各区二模\2026海淀二模\细则\26海淀高三政治二模讲评.pdf,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区二模\2026海淀二模\细则\26海淀高三政治二模讲评.pdf
2026各区模拟题,2026,海淀,二模,2026海淀二模,paper,.docx,1255518,2026-05-18T12:30:49,2026各区二模\2026海淀二模\试卷\2026北京海淀高三二模政治（教师版）.docx,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区二模\2026海淀二模\试卷\2026北京海淀高三二模政治（教师版）.docx
2026各区模拟题,2026,石景山,二模,2026石景山二模,rubric,.doc,44032,2026-05-16T16:34:42,2026各区二模\2026石景山二模\细则\石景山区高三政治第二次模拟考试答案评分细则(1).doc,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区二模\2026石景山二模\细则\石景山区高三政治第二次模拟考试答案评分细则(1).doc
2026各区模拟题,2026,石景山,二模,2026石景山二模,paper,.docx,258696,2026-05-18T12:31:32,2026各区二模\2026石景山二模\试卷\2026北京石景山高三二模政治（教师版）.docx,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区二模\2026石景山二模\试卷\2026北京石景山高三二模政治（教师版）.docx
2026各区模拟题,2026,西城,二模,2026西城二模,rubric,.pdf,5841277,2026-05-16T16:34:27,2026各区二模\2026西城二模\细则\西城二模评标.pdf,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区二模\2026西城二模\细则\西城二模评标.pdf
2026各区模拟题,2026,西城,二模,2026西城二模,paper,.docx,317572,2026-05-18T12:31:09,2026各区二模\2026西城二模\试卷\2026北京西城高三二模政治（教师版）.docx,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区二模\2026西城二模\试卷\2026北京西城高三二模政治（教师版）.docx
2026各区模拟题,2026,顺义,二模,2026顺义二模,paper,.pdf,5780991,2026-05-18T13:22:33,2026各区二模\2026顺义二模\26顺义二模(1).pdf,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区二模\2026顺义二模\26顺义二模(1).pdf
2026各区模拟题,2026,顺义,二模,2026顺义二模,rubric,.doc,60416,2026-05-18T21:25:47,2026各区二模\2026顺义二模\26顺义二模评标.doc,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区二模\2026顺义二模\26顺义二模评标.doc
2026各区模拟题,2026,东城,期中,2026东城期中,paper,.pdf,917160,2026-03-11T12:48:08,2026各区期末和期中\2026东城期末\2026北京东城高三（上）期末政治（教师版）.pdf,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区期末和期中\2026东城期末\2026北京东城高三（上）期末政治（教师版）.pdf
2026各区模拟题,2026,东城,期中,2026东城期中,lecture,.pptx,312723506,2026-03-11T12:49:28,2026各区期末和期中\2026东城期末\东城期末.pptx,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区期末和期中\2026东城期末\东城期末.pptx
2026各区模拟题,2026,东城,期中,2026东城期中,rubric,.pptx,312723506,2026-03-11T12:49:28,2026各区期末和期中\2026东城期末\细则\2026东城期末细则.pptx,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区期末和期中\2026东城期末\细则\2026东城期末细则.pptx
2026各区模拟题,2026,东城,期中,2026东城期中,paper,.pdf,917160,2026-03-11T12:48:08,2026各区期末和期中\2026东城期末\试卷\2026北京东城高三（上）期末政治（教师版）.pdf,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区期末和期中\2026东城期末\试卷\2026北京东城高三（上）期末政治（教师版）.pdf
2026各区模拟题,2026,丰台,期中,2026丰台期中,paper,.pdf,6789048,2026-03-11T12:49:12,2026各区期末和期中\2026丰台期末\2026北京丰台高三（上）期末政治.pdf,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区期末和期中\2026丰台期末\2026北京丰台高三（上）期末政治.pdf
2026各区模拟题,2026,丰台,期中,2026丰台期中,rubric,.pdf,10715348,2026-03-11T12:50:02,2026各区期末和期中\2026丰台期末\丰台高三期末主观题评标.pdf,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区期末和期中\2026丰台期末\丰台高三期末主观题评标.pdf
2026各区模拟题,2026,丰台,期中,2026丰台期中,rubric,.pdf,10715348,2026-03-11T12:50:02,2026各区期末和期中\2026丰台期末\细则\2026丰台期末细则.pdf,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区期末和期中\2026丰台期末\细则\2026丰台期末细则.pdf
2026各区模拟题,2026,丰台,期中,2026丰台期中,paper,.pdf,6789048,2026-03-11T12:49:12,2026各区期末和期中\2026丰台期末\试卷\2026北京丰台高三（上）期末政治.pdf,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区期末和期中\2026丰台期末\试卷\2026北京丰台高三（上）期末政治.pdf
2026各区模拟题,2026,朝阳,期中,2026朝阳期中,rubric,.docx,32954,2026-04-01T15:43:00,2026各区期末和期中\2026朝阳期中\2025.11朝阳期中政治评标.docx,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区期末和期中\2026朝阳期中\2025.11朝阳期中政治评标.docx
2026各区模拟题,2026,朝阳,期中,2026朝阳期中,rubric,.docx,32954,2026-03-11T12:50:23,2026各区期末和期中\2026朝阳期中\2025.11朝阳高三政治期中阅卷细则.docx,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区期末和期中\2026朝阳期中\2025.11朝阳高三政治期中阅卷细则.docx
2026各区模拟题,2026,朝阳,期中,2026朝阳期中,paper,.pdf,1051598,2026-03-11T12:58:38,2026各区期末和期中\2026朝阳期中\2025北京朝阳高三（上）期中政治（教师版）.pdf,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区期末和期中\2026朝阳期中\2025北京朝阳高三（上）期中政治（教师版）.pdf
2026各区模拟题,2026,朝阳,期中,2026朝阳期中,rubric,.docx,32954,2026-04-01T15:43:00,2026各区期末和期中\2026朝阳期中\其他材料\2025.11朝阳期中政治评标.docx,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区期末和期中\2026朝阳期中\其他材料\2025.11朝阳期中政治评标.docx
2026各区模拟题,2026,朝阳,期中,2026朝阳期中,rubric,.docx,32954,2026-03-11T12:50:23,2026各区期末和期中\2026朝阳期中\细则\2026朝阳期中细则.docx,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区期末和期中\2026朝阳期中\细则\2026朝阳期中细则.docx
2026各区模拟题,2026,朝阳,期中,2026朝阳期中,paper,.pdf,1051598,2026-03-11T12:58:38,2026各区期末和期中\2026朝阳期中\试卷\2025北京朝阳高三（上）期中政治（教师版）.pdf,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区期末和期中\2026朝阳期中\试卷\2025北京朝阳高三（上）期中政治（教师版）.pdf
2026各区模拟题,2026,朝阳,期中,2026朝阳期中,paper,.pdf,11974231,2026-03-11T12:48:28,2026各区期末和期中\2026朝阳期末\2026北京朝阳高三（上）期末政治.pdf,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区期末和期中\2026朝阳期末\2026北京朝阳高三（上）期末政治.pdf
2026各区模拟题,2026,朝阳,期中,2026朝阳期中,rubric,.pdf,1423094,2026-03-11T12:52:44,2026各区期末和期中\2026朝阳期末\2026朝阳期末细则.pdf,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区期末和期中\2026朝阳期末\2026朝阳期末细则.pdf
2026各区模拟题,2026,朝阳,期中,2026朝阳期中,rubric,.pdf,1423094,2026-03-11T12:52:44,2026各区期末和期中\2026朝阳期末\细则\2026朝阳期末细则.pdf,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区期末和期中\2026朝阳期末\细则\2026朝阳期末细则.pdf
2026各区模拟题,2026,朝阳,期中,2026朝阳期中,paper,.pdf,11974231,2026-03-11T12:48:28,2026各区期末和期中\2026朝阳期末\试卷\2026北京朝阳高三（上）期末政治.pdf,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区期末和期中\2026朝阳期末\试卷\2026北京朝阳高三（上）期末政治.pdf
2026各区模拟题,2026,海淀,期中,2026海淀期中,paper,.docx,262700,2026-03-11T12:51:20,2026各区期末和期中\2026海淀期中\2025北京海淀高三（上）期中政治（教师版）.docx,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区期末和期中\2026海淀期中\2025北京海淀高三（上）期中政治（教师版）.docx
2026各区模拟题,2026,海淀,期中,2026海淀期中,rubric,.pdf,83737967,2026-03-11T12:52:19,2026各区期末和期中\2026海淀期中\期中讲评20251106.pdf,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区期末和期中\2026海淀期中\期中讲评20251106.pdf
2026各区模拟题,2026,海淀,期中,2026海淀期中,rubric,.pdf,83737967,2026-03-11T12:52:19,2026各区期末和期中\2026海淀期中\细则\2026海淀期中细则.pdf,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区期末和期中\2026海淀期中\细则\2026海淀期中细则.pdf
2026各区模拟题,2026,海淀,期中,2026海淀期中,paper,.docx,262700,2026-03-11T12:51:20,2026各区期末和期中\2026海淀期中\试卷\2025北京海淀高三（上）期中政治（教师版）.docx,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区期末和期中\2026海淀期中\试卷\2025北京海淀高三（上）期中政治（教师版）.docx
2026各区模拟题,2026,海淀,期中,2026海淀期中,rubric,.pdf,2944879,2026-03-11T12:46:14,2026各区期末和期中\2026海淀期末\2025-2026海淀期末政治评分标准(1).pdf,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区期末和期中\2026海淀期末\2025-2026海淀期末政治评分标准(1).pdf
2026各区模拟题,2026,海淀,期中,2026海淀期中,paper,.pdf,9185851,2026-03-11T12:46:36,2026各区期末和期中\2026海淀期末\2026北京海淀高三（上）期末政治（教师版）.pdf,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区期末和期中\2026海淀期末\2026北京海淀高三（上）期末政治（教师版）.pdf
2026各区模拟题,2026,海淀,期中,2026海淀期中,rubric,.pdf,2944879,2026-03-11T12:46:14,2026各区期末和期中\2026海淀期末\细则\2026海淀期末细则.pdf,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区期末和期中\2026海淀期末\细则\2026海淀期末细则.pdf
2026各区模拟题,2026,海淀,期中,2026海淀期中,paper,.pdf,9185851,2026-03-11T12:46:36,2026各区期末和期中\2026海淀期末\试卷\2026北京海淀高三（上）期末政治（教师版）.pdf,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区期末和期中\2026海淀期末\试卷\2026北京海淀高三（上）期末政治（教师版）.pdf
2026各区模拟题,2026,石景山,期中,2026石景山期中,paper,.pdf,6826389,2026-03-11T12:48:47,2026各区期末和期中\2026石景山期末\2026北京石景山高三（上）期末政治.pdf,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区期末和期中\2026石景山期末\2026北京石景山高三（上）期末政治.pdf
2026各区模拟题,2026,石景山,期中,2026石景山期中,paper,.pdf,6826389,2026-03-11T12:48:47,2026各区期末和期中\2026石景山期末\试卷\2026北京石景山高三（上）期末政治.pdf,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区期末和期中\2026石景山期末\试卷\2026北京石景山高三（上）期末政治.pdf
2026各区模拟题,2026,西城,期中,2026西城期中,paper,.pdf,11156816,2026-03-11T12:47:24,2026各区期末和期中\2026西城期末\2026北京西城高三（上）期末政治（教师版）.pdf,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区期末和期中\2026西城期末\2026北京西城高三（上）期末政治（教师版）.pdf
2026各区模拟题,2026,西城,期中,2026西城期中,rubric,.pdf,2838973,2026-04-09T02:58:43,2026各区期末和期中\2026西城期末\2026西城期末细则.pdf,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区期末和期中\2026西城期末\2026西城期末细则.pdf
2026各区模拟题,2026,西城,期中,2026西城期中,rubric,.pptx,1259440,2026-03-11T12:47:38,2026各区期末和期中\2026西城期末\其他材料\西城高三期末评标.pptx,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区期末和期中\2026西城期末\其他材料\西城高三期末评标.pptx
2026各区模拟题,2026,西城,期中,2026西城期中,rubric,.pdf,2838973,2026-04-09T02:58:43,2026各区期末和期中\2026西城期末\细则\2026西城期末细则.pdf,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区期末和期中\2026西城期末\细则\2026西城期末细则.pdf
2026各区模拟题,2026,西城,期中,2026西城期中,rubric,.pptx,1259440,2026-03-11T12:47:38,2026各区期末和期中\2026西城期末\西城高三期末评标.pptx,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区期末和期中\2026西城期末\西城高三期末评标.pptx
2026各区模拟题,2026,西城,期中,2026西城期中,paper,.pdf,11156816,2026-03-11T12:47:24,2026各区期末和期中\2026西城期末\试卷\2026北京西城高三（上）期末政治（教师版）.pdf,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区期末和期中\2026西城期末\试卷\2026北京西城高三（上）期末政治（教师版）.pdf
2026各区模拟题,2026,通州,期中,2026通州期中,paper,.pdf,1136980,2026-03-11T12:57:49,2026各区期末和期中\2026通州期末\2026北京通州高三（上）期末政治（教师版）.pdf,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区期末和期中\2026通州期末\2026北京通州高三（上）期末政治（教师版）.pdf
2026各区模拟题,2026,通州,期中,2026通州期中,rubric,.pptx,845024,2026-03-11T12:50:42,2026各区期末和期中\2026通州期末\2026通州期末试卷讲评.pptx,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区期末和期中\2026通州期末\2026通州期末试卷讲评.pptx
2026各区模拟题,2026,通州,期中,2026通州期中,rubric,.pptx,845024,2026-03-11T12:50:42,2026各区期末和期中\2026通州期末\细则\2026通州期末细则.pptx,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区期末和期中\2026通州期末\细则\2026通州期末细则.pptx
2026各区模拟题,2026,通州,期中,2026通州期中,paper,.pdf,1136980,2026-03-11T12:57:49,2026各区期末和期中\2026通州期末\试卷\2026北京通州高三（上）期末政治（教师版）.pdf,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区期末和期中\2026通州期末\试卷\2026北京通州高三（上）期末政治（教师版）.pdf
