year_root,year,district,stage,suite_guess,role,extension,size,modified,relative_path,absolute_path,source_id,text_path,method,status,quality_flag,char_count,cjk_count,error
2025各区模拟题,2025,顺义,一模,2025顺义一模,rubric,.docx,2827816,2025-04-14T16:36:07,2025各区一模\2025顺义一模\细则\2025顺义一模细则.docx,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025顺义一模\细则\2025顺义一模细则.docx,0b10635c63e8,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\11_strict_final_rebuild_2026-05-23\01_extracted_text\0b10635c63e8_2025顺义一模细则.txt,python-docx,ok,usable_text,3826,2993,
2025各区模拟题,2025,顺义,一模,2025顺义一模,paper,.pdf,945155,2025-04-14T16:34:27,2025各区一模\2025顺义一模\试卷\2025北京顺义高三一模政治（教师版）.pdf,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025顺义一模\试卷\2025北京顺义高三一模政治（教师版）.pdf,b6a132845e13,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\11_strict_final_rebuild_2026-05-23\01_extracted_text\b6a132845e13_2025北京顺义高三一模政治（教师版）.txt,pymupdf_text,ok,usable_text,19270,14537,
2025各区模拟题,2025,东城,二模,2025东城二模,rubric,.pdf,327662,2025-05-17T15:35:53,2025各区二模\2025东城二模\细则\2025东城二模细则.pdf,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025东城二模\细则\2025东城二模细则.pdf,b3b4a5f7b2d6,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\11_strict_final_rebuild_2026-05-23\01_extracted_text\b3b4a5f7b2d6_2025东城二模细则.txt,pymupdf_text,ok,usable_text,5545,4167,
2025各区模拟题,2025,东城,二模,2025东城二模,paper,.pdf,575180,2025-05-17T15:18:26,2025各区二模\2025东城二模\试卷\2025北京东城高三二模政治（教师版）.pdf,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025东城二模\试卷\2025北京东城高三二模政治（教师版）.pdf,ef468b70e75b,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\11_strict_final_rebuild_2026-05-23\01_extracted_text\ef468b70e75b_2025北京东城高三二模政治（教师版）.txt,pymupdf_text,ok,usable_text,8259,5949,
2025各区模拟题,2025,丰台,二模,2025丰台二模,rubric,.doc,1120834,2025-05-17T15:36:51,2025各区二模\2025丰台二模\细则\2025丰台二模细则\2025丰台二模评标细则\16.(1).doc,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025丰台二模\细则\2025丰台二模细则\2025丰台二模评标细则\16.(1).doc,38be1e0c699c,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\11_strict_final_rebuild_2026-05-23\01_extracted_text\38be1e0c699c_16.(1).txt,binary_text_scan,ok,usable_text,563313,193682,
2025各区模拟题,2025,丰台,二模,2025丰台二模,rubric,.docx,861603,2025-05-17T15:36:51,2025各区二模\2025丰台二模\细则\2025丰台二模细则\2025丰台二模评标细则\16.(2).docx,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025丰台二模\细则\2025丰台二模细则\2025丰台二模评标细则\16.(2).docx,15768523fd73,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\11_strict_final_rebuild_2026-05-23\01_extracted_text\15768523fd73_16.(2).txt,python-docx,ok,usable_text,855,660,
2025各区模拟题,2025,丰台,二模,2025丰台二模,rubric,.docx,1892630,2025-05-17T15:36:51,2025各区二模\2025丰台二模\细则\2025丰台二模细则\2025丰台二模评标细则\17题.docx,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025丰台二模\细则\2025丰台二模细则\2025丰台二模评标细则\17题.docx,2e78bea4827f,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\11_strict_final_rebuild_2026-05-23\01_extracted_text\2e78bea4827f_17题.txt,python-docx,ok,usable_text,6775,5211,
2025各区模拟题,2025,丰台,二模,2025丰台二模,rubric,.docx,3477321,2025-05-17T15:36:51,2025各区二模\2025丰台二模\细则\2025丰台二模细则\2025丰台二模评标细则\18题 .docx,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025丰台二模\细则\2025丰台二模细则\2025丰台二模评标细则\18题 .docx,579b0f391ec1,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\11_strict_final_rebuild_2026-05-23\01_extracted_text\579b0f391ec1_18题.txt,python-docx,ok,usable_text,29590,25262,
2025各区模拟题,2025,丰台,二模,2025丰台二模,rubric,.docx,650202,2025-05-17T15:36:51,2025各区二模\2025丰台二模\细则\2025丰台二模细则\2025丰台二模评标细则\19.(1).docx,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025丰台二模\细则\2025丰台二模细则\2025丰台二模评标细则\19.(1).docx,470e89b79cc7,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\11_strict_final_rebuild_2026-05-23\01_extracted_text\470e89b79cc7_19.(1).txt,python-docx,ok,usable_text,6882,5494,
2025各区模拟题,2025,丰台,二模,2025丰台二模,rubric,.docx,530536,2025-05-17T15:36:52,2025各区二模\2025丰台二模\细则\2025丰台二模细则\2025丰台二模评标细则\19.(2).docx,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025丰台二模\细则\2025丰台二模细则\2025丰台二模评标细则\19.(2).docx,66e039bc200c,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\11_strict_final_rebuild_2026-05-23\01_extracted_text\66e039bc200c_19.(2).txt,python-docx,ok,usable_text,11745,9512,
2025各区模拟题,2025,丰台,二模,2025丰台二模,rubric,.docx,894350,2025-05-17T15:36:52,2025各区二模\2025丰台二模\细则\2025丰台二模细则\2025丰台二模评标细则\20题.docx,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025丰台二模\细则\2025丰台二模细则\2025丰台二模评标细则\20题.docx,23da5ae74b9d,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\11_strict_final_rebuild_2026-05-23\01_extracted_text\23da5ae74b9d_20题.txt,python-docx,ok,usable_text,10655,8928,
2025各区模拟题,2025,丰台,二模,2025丰台二模,rubric,.docx,5374172,2025-05-17T15:36:51,2025各区二模\2025丰台二模\细则\2025丰台二模细则\2025丰台二模评标细则\21题.docx,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025丰台二模\细则\2025丰台二模细则\2025丰台二模评标细则\21题.docx,701067a6ff05,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\11_strict_final_rebuild_2026-05-23\01_extracted_text\701067a6ff05_21题.txt,python-docx,ok,usable_text,1120,863,
2025各区模拟题,2025,丰台,二模,2025丰台二模,paper,.pdf,851941,2025-05-17T15:34:04,2025各区二模\2025丰台二模\试卷\2025北京丰台高三二模政治（教师版）.pdf,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025丰台二模\试卷\2025北京丰台高三二模政治（教师版）.pdf,7829d14453e1,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\11_strict_final_rebuild_2026-05-23\01_extracted_text\7829d14453e1_2025北京丰台高三二模政治（教师版）.txt,pymupdf_text,ok,usable_text,9653,6692,
2025各区模拟题,2025,昌平,二模,2025昌平二模,rubric,.pptx,3287406,2026-04-01T16:28:01,2025各区二模\2025昌平二模\细则\2025昌平二模细则.pptx,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025昌平二模\细则\2025昌平二模细则.pptx,7fc08e223138,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\11_strict_final_rebuild_2026-05-23\01_extracted_text\7fc08e223138_2025昌平二模细则.txt,python-pptx,ok,usable_text,8125,6411,
2025各区模拟题,2025,昌平,二模,2025昌平二模,paper,.pdf,826723,2026-04-01T16:13:52,2025各区二模\2025昌平二模\试卷\2025北京昌平高三二模政治（教师版）.pdf,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025昌平二模\试卷\2025北京昌平高三二模政治（教师版）.pdf,f4be2cd9979e,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\11_strict_final_rebuild_2026-05-23\01_extracted_text\f4be2cd9979e_2025北京昌平高三二模政治（教师版）.txt,pymupdf_text,ok,usable_text,9889,7144,
2025各区模拟题,2025,朝阳,二模,2025朝阳二模,paper,.pdf,4268564,2025-05-17T15:34:46,2025各区二模\2025朝阳二模\其他材料\扫描全能王 2025-05-13 21.42.pdf,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025朝阳二模\其他材料\扫描全能王 2025-05-13 21.42.pdf,ecba6b3397b4,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\11_strict_final_rebuild_2026-05-23\01_extracted_text\ecba6b3397b4_扫描全能王_2025-05-13_21.42.txt,pymupdf_text+tesseract_ocr,ok,usable_text,9125,4191,
2025各区模拟题,2025,朝阳,二模,2025朝阳二模,rubric,.docx,29885,2025-05-17T15:34:34,2025各区二模\2025朝阳二模\细则\2025朝阳二模细则.docx,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025朝阳二模\细则\2025朝阳二模细则.docx,63569c0f17ae,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\11_strict_final_rebuild_2026-05-23\01_extracted_text\63569c0f17ae_2025朝阳二模细则.txt,python-docx,ok,usable_text,7139,5736,
2025各区模拟题,2025,朝阳,二模,2025朝阳二模,paper,.pdf,704674,2025-05-17T15:18:43,2025各区二模\2025朝阳二模\试卷\2025北京朝阳高三二模政治（教师版）.pdf,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025朝阳二模\试卷\2025北京朝阳高三二模政治（教师版）.pdf,69bae71d2fe8,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\11_strict_final_rebuild_2026-05-23\01_extracted_text\69bae71d2fe8_2025北京朝阳高三二模政治（教师版）.txt,pymupdf_text,ok,usable_text,9883,7367,
2025各区模拟题,2025,海淀,二模,2025海淀二模,rubric,.pdf,5903279,2025-05-17T15:17:06,2025各区二模\2025海淀二模\其他材料\2025届二模考试讲评0510.pdf,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025海淀二模\其他材料\2025届二模考试讲评0510.pdf,d5ffb9a20c3b,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\11_strict_final_rebuild_2026-05-23\01_extracted_text\d5ffb9a20c3b_2025届二模考试讲评0510.txt,pymupdf_text,ok,usable_text,12743,8748,
2025各区模拟题,2025,海淀,二模,2025海淀二模,rubric,.docx,15122,2025-05-17T15:17:16,2025各区二模\2025海淀二模\其他材料\2025年海淀二模评标实录.docx,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025海淀二模\其他材料\2025年海淀二模评标实录.docx,778b86b674f5,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\11_strict_final_rebuild_2026-05-23\01_extracted_text\778b86b674f5_2025年海淀二模评标实录.txt,python-docx,ok,usable_text,2082,1774,
2025各区模拟题,2025,海淀,二模,2025海淀二模,rubric,.docx,146207,2025-05-17T15:17:34,2025各区二模\2025海淀二模\细则\2025海淀二模细则.docx,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025海淀二模\细则\2025海淀二模细则.docx,a0b7af572ce6,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\11_strict_final_rebuild_2026-05-23\01_extracted_text\a0b7af572ce6_2025海淀二模细则.txt,python-docx,ok,usable_text,2801,2045,
2025各区模拟题,2025,海淀,二模,2025海淀二模,paper,.pdf,7863464,2025-05-17T15:16:51,2025各区二模\2025海淀二模\试卷\2025北京海淀高三二模政治.pdf,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025海淀二模\试卷\2025北京海淀高三二模政治.pdf,79ff2358a8c1,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\11_strict_final_rebuild_2026-05-23\01_extracted_text\79ff2358a8c1_2025北京海淀高三二模政治.txt,pymupdf_text+tesseract_ocr,ok,usable_text,13966,6272,
2025各区模拟题,2025,西城,二模,2025西城二模,rubric,.docx,43967,2025-05-17T15:35:29,2025各区二模\2025西城二模\细则\2025西城二模细则.docx,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025西城二模\细则\2025西城二模细则.docx,629359e6f881,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\11_strict_final_rebuild_2026-05-23\01_extracted_text\629359e6f881_2025西城二模细则.txt,python-docx,ok,usable_text,4311,3220,
2025各区模拟题,2025,西城,二模,2025西城二模,paper,.pdf,971063,2025-05-17T15:18:05,2025各区二模\2025西城二模\试卷\2025北京西城高三二模政治（教师版）.pdf,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025西城二模\试卷\2025北京西城高三二模政治（教师版）.pdf,65473dc5d216,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\11_strict_final_rebuild_2026-05-23\01_extracted_text\65473dc5d216_2025北京西城高三二模政治（教师版）.txt,pymupdf_text,ok,usable_text,9841,6693,
2025各区模拟题,2025,东城,期末,2025东城期末,rubric,.pdf,1375593,2026-04-20T00:47:18,2025各区期末\2025东城期末\其他材料\2025。1东城讲评 修改.pdf,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区期末\2025东城期末\其他材料\2025。1东城讲评 修改.pdf,3463c1b33387,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\11_strict_final_rebuild_2026-05-23\01_extracted_text\3463c1b33387_2025。1东城讲评_修改.txt,pymupdf_text,ok,usable_text,3451,2338,
2025各区模拟题,2025,东城,期末,2025东城期末,rubric,.pptx,8107362,2025-04-16T19:32:49,2025各区期末\2025东城期末\细则\2025东城期末细则.pptx,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区期末\2025东城期末\细则\2025东城期末细则.pptx,86dfff62a623,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\11_strict_final_rebuild_2026-05-23\01_extracted_text\86dfff62a623_2025东城期末细则.txt,python-pptx,ok,usable_text,4129,2834,
2025各区模拟题,2025,东城,期末,2025东城期末,paper,.pdf,704654,2025-04-16T19:30:51,2025各区期末\2025东城期末\试卷\2025北京东城高三（上）期末政治（教师版）.pdf,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区期末\2025东城期末\试卷\2025北京东城高三（上）期末政治（教师版）.pdf,79a725b10074,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\11_strict_final_rebuild_2026-05-23\01_extracted_text\79a725b10074_2025北京东城高三（上）期末政治（教师版）.txt,pymupdf_text,ok,usable_text,21971,17048,
2025各区模拟题,2025,丰台,期末,2025丰台期末,rubric,.pptx,5796219,2025-04-16T19:36:01,2025各区期末\2025丰台期末\细则\2025丰台期末细则.pptx,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区期末\2025丰台期末\细则\2025丰台期末细则.pptx,bd555d6bf8f8,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\11_strict_final_rebuild_2026-05-23\01_extracted_text\bd555d6bf8f8_2025丰台期末细则.txt,python-pptx,ok,usable_text,10719,7905,
2025各区模拟题,2025,丰台,期末,2025丰台期末,paper,.pdf,1008849,2025-04-16T19:32:16,2025各区期末\2025丰台期末\试卷\2025北京丰台高三（上）期末政治（教师版）.pdf,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区期末\2025丰台期末\试卷\2025北京丰台高三（上）期末政治（教师版）.pdf,13c58a7dab6f,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\11_strict_final_rebuild_2026-05-23\01_extracted_text\13c58a7dab6f_2025北京丰台高三（上）期末政治（教师版）.txt,pymupdf_text,ok,usable_text,17929,13611,
2025各区模拟题,2025,朝阳,期末,2025朝阳期末,lecture,.pptx,123585,2025-04-16T19:35:13,2025各区期末\2025朝阳期末\其他材料\朝阳高三期末2025.pptx,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区期末\2025朝阳期末\其他材料\朝阳高三期末2025.pptx,5abbe9a4b282,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\11_strict_final_rebuild_2026-05-23\01_extracted_text\5abbe9a4b282_朝阳高三期末2025.txt,python-pptx,ok,usable_text,13373,10047,
2025各区模拟题,2025,朝阳,期末,2025朝阳期末,rubric,.pdf,2249777,2025-03-13T20:24:55,2025各区期末\2025朝阳期末\细则\2025朝阳期末细则.pdf,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区期末\2025朝阳期末\细则\2025朝阳期末细则.pdf,ccbd89ce721f,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\11_strict_final_rebuild_2026-05-23\01_extracted_text\ccbd89ce721f_2025朝阳期末细则.txt,pymupdf_text+tesseract_ocr,ok,usable_text,9328,3480,
2025各区模拟题,2025,朝阳,期末,2025朝阳期末,paper,.pdf,707918,2025-02-25T18:38:52,2025各区期末\2025朝阳期末\试卷\2025北京朝阳高三（上）期末政治（教师版）.pdf,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区期末\2025朝阳期末\试卷\2025北京朝阳高三（上）期末政治（教师版）.pdf,22a752063a88,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\11_strict_final_rebuild_2026-05-23\01_extracted_text\22a752063a88_2025北京朝阳高三（上）期末政治（教师版）.txt,pymupdf_text,ok,usable_text,9973,7419,
2025各区模拟题,2025,海淀,期中,2025海淀期中,rubric,.docx,1478316,2025-02-25T17:59:54,2025各区期末\2025海淀期中\细则\2025海淀期中细则.docx,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区期末\2025海淀期中\细则\2025海淀期中细则.docx,6b7a40ba9f72,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\11_strict_final_rebuild_2026-05-23\01_extracted_text\6b7a40ba9f72_2025海淀期中细则.txt,python-docx,ok,usable_text,1452,1146,
2025各区模拟题,2025,海淀,期中,2025海淀期中,paper,.pdf,773864,2025-02-25T17:59:44,2025各区期末\2025海淀期中\试卷\2024北京海淀高三（上）期中政治（教师版）.pdf,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区期末\2025海淀期中\试卷\2024北京海淀高三（上）期中政治（教师版）.pdf,046874647bae,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\11_strict_final_rebuild_2026-05-23\01_extracted_text\046874647bae_2024北京海淀高三（上）期中政治（教师版）.txt,pymupdf_text,ok,usable_text,9892,7396,
2025各区模拟题,2025,海淀,期末,2025海淀期末,rubric,.pptx,8891068,2025-03-13T20:26:45,2025各区期末\2025海淀期末\细则\2025海淀期末细则.pptx,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区期末\2025海淀期末\细则\2025海淀期末细则.pptx,a72655dfd03c,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\11_strict_final_rebuild_2026-05-23\01_extracted_text\a72655dfd03c_2025海淀期末细则.txt,python-pptx,ok,usable_text,13766,9776,
2025各区模拟题,2025,海淀,期末,2025海淀期末,paper,.docx,667420,2025-03-13T20:26:22,2025各区期末\2025海淀期末\试卷\2025北京海淀高三（上）期末政治（教师版）.docx,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区期末\2025海淀期末\试卷\2025北京海淀高三（上）期末政治（教师版）.docx,8617ccaf5674,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\11_strict_final_rebuild_2026-05-23\01_extracted_text\8617ccaf5674_2025北京海淀高三（上）期末政治（教师版）.txt,python-docx,ok,usable_text,10198,8088,
2025各区模拟题,2025,西城,期末,2025西城期末,rubric,.pdf,503340,2025-02-25T18:37:38,2025各区期末\2025西城期末\细则\2025西城期末细则.pdf,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区期末\2025西城期末\细则\2025西城期末细则.pdf,92a21728a4c4,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\11_strict_final_rebuild_2026-05-23\01_extracted_text\92a21728a4c4_2025西城期末细则.txt,pymupdf_text,ok,usable_text,4213,2892,
2025各区模拟题,2025,西城,期末,2025西城期末,paper,.pdf,998833,2025-02-25T18:38:18,2025各区期末\2025西城期末\试卷\2025北京西城高三（上）期末政治（教师版）.pdf,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区期末\2025西城期末\试卷\2025北京西城高三（上）期末政治（教师版）.pdf,ed7fca74d506,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\11_strict_final_rebuild_2026-05-23\01_extracted_text\ed7fca74d506_2025北京西城高三（上）期末政治（教师版）.txt,pymupdf_text,ok,usable_text,8362,6068,
2026各区模拟题,2026,东城,一模,2026东城一模,paper,.pdf,5246761,2026-04-11T00:44:37,2026各区一模\2026东城一模\2026东城一模 原卷扫描版.pdf,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026东城一模\2026东城一模 原卷扫描版.pdf,de07fb5e165b,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\11_strict_final_rebuild_2026-05-23\01_extracted_text\de07fb5e165b_2026东城一模_原卷扫描版.txt,pymupdf_text+tesseract_ocr,ok,usable_text,11260,4898,
2026各区模拟题,2026,东城,一模,2026东城一模,paper,.pdf,945774,2026-04-11T00:43:22,2026各区一模\2026东城一模\2026北京东城高三一模政治（教师版）.pdf,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026东城一模\2026北京东城高三一模政治（教师版）.pdf,e087d4d56160,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\11_strict_final_rebuild_2026-05-23\01_extracted_text\e087d4d56160_2026北京东城高三一模政治（教师版）.txt,pymupdf_text,ok,usable_text,8346,6136,
2026各区模拟题,2026,东城,一模,2026东城一模,rubric,.pdf,668225,2026-04-11T23:04:03,2026各区一模\2026东城一模\26东城一模细则.pdf,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026东城一模\26东城一模细则.pdf,96e29de7999d,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\11_strict_final_rebuild_2026-05-23\01_extracted_text\96e29de7999d_26东城一模细则.txt,pymupdf_text,ok,usable_text,5757,4101,
2026各区模拟题,2026,东城,一模,2026东城一模,rubric,.pdf,6179160,2026-04-11T17:35:04,2026各区一模\2026东城一模\东城一模细则.pdf,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026东城一模\东城一模细则.pdf,a05de50730ba,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\11_strict_final_rebuild_2026-05-23\01_extracted_text\a05de50730ba_东城一模细则.txt,pymupdf_text+tesseract_ocr,ok,usable_text,8530,3231,
2026各区模拟题,2026,东城,一模,2026东城一模,rubric,.pptx,33684424,2026-04-12T14:26:26,2026各区一模\2026东城一模\东城一模评标细则（勿传）\16.pptx,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026东城一模\东城一模评标细则（勿传）\16.pptx,249ba2a74634,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\11_strict_final_rebuild_2026-05-23\01_extracted_text\249ba2a74634_16.txt,python-pptx,ok,usable_text,1940,1351,
2026各区模拟题,2026,东城,一模,2026东城一模,rubric,.pptx,12028511,2026-04-12T14:26:26,2026各区一模\2026东城一模\东城一模评标细则（勿传）\17.pptx,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026东城一模\东城一模评标细则（勿传）\17.pptx,e1126658e836,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\11_strict_final_rebuild_2026-05-23\01_extracted_text\e1126658e836_17.txt,python-pptx,ok,usable_text,1181,832,
2026各区模拟题,2026,东城,一模,2026东城一模,rubric,.pptx,19133563,2026-04-12T14:26:26,2026各区一模\2026东城一模\东城一模评标细则（勿传）\18+选择7、13.pptx,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026东城一模\东城一模评标细则（勿传）\18+选择7、13.pptx,df2d0e229105,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\11_strict_final_rebuild_2026-05-23\01_extracted_text\df2d0e229105_18+选择7、13.txt,python-pptx,ok,usable_text,1397,694,
