source_type,suite,question,normalized_key,current_status,matched_terms,reason,next_action,paper_evidence,scoring_evidence
coverage_diff,2025西城二模,Q20,2025西城二模Q20,candidate_review,当代国际政治与经济；国际政治与经济；开放型世界经济,有细则且命中选必一相关词，但当前主表未见该题源,人工+模型判断是否补录,0%税目产品零关税待遇。 （2）结合材料，运用《当代国际政治与经济》知识，说明这一做法中的中国担当。（5 分） 20.（10 分）建设文化强国，事关中国式现代化全局。 中国共产党是具有高度文化自觉的马克思主义政党，历来重视文化建设。早在1940 年，毛泽东同志就 在《新民主主义论》中提出：“我们不但要把一个政治上受压迫、经济上受剥削的中国，变为一个政治上 自由和经济上繁荣的中国，而且要把一个被旧文化统治因而愚昧落后的中国，变为一个被新文化统治因而 文明先进的中国。” 中国共产党的十八大以来，坚持把文化建设摆在治国理政突出位置，社会主义文化强国建设迈出坚实 步伐。2020 年，党的十九届五中全会提出到2035 年建成文化强国的远,济全球化/建设开放型世界经济/促进贸易自由化， 促进共同发展、维护持久和平， 共同推进现代化 （任意1点1分，共2分） 20.（10分）可从党的性质宗旨；满足文化需求、丰富文化供给、推动文化创新创造；社会历史主体；中国式现代化的实现等角度作答。 如： 党的角度：3分 如，中国共产党是具有先进性的政党，坚持人民立场、全心全意为人民服务。中国共产党具有高度的文化自觉，着眼于人、落脚于人，着力加强党对文化建设的领导。 （党的性质宗旨+党的领导+分析） 中国式现代化角度 2分 如，中国式现代化是物质文明和精神文明相协调的现代化，推进中国式现代化，要丰富人民精神世界，增强中华民族伟大复兴的精神力量。 （中国式现代化+具体说明） ③具体分析着眼于人
coverage_diff,2025门头沟一模,Q20,2025门头沟一模Q20,evidence_not_located,当代国际政治与经济；国际政治与经济,当前自动抽取未定位细则,回源OCR/渲染页继续找细则,，更是文明境界的升 华”…… 结合材料，运用《当代国际政治与经济》的相关知识，分析中国做“赋能型大国”的世界意义？ 20. “以事实为根据，以法律为准绳”是我国司法活动的基本原则，核心是通过客观事实认真严格依 照法律规定作出裁判，确保司法公正性与权威性。请结合以下案例，参照所给出完成下表。 案件事实 裁判要点 案例一 A 享有“我不是胖虎”系列美 术作品的复制权、改编权、信息网络传播权 等著作财产性权利。B 公司、C 公司未经许 可，在其经营的微博账号中发布了与A 公司 “我不是胖虎”类似电脑壁纸“橘猫”。A 公司向法院起诉B 公司、C 公司，要求其承 担侵权责任。 裁判结果：支持A 公司的诉讼请求，B 公司、C 公 司应停,
coverage_diff,2025顺义一模,Q18,2025顺义一模Q18,candidate_review,产业链,有细则且命中选必一相关词，但当前主表未见该题源,人工+模型判断是否补录,小企业加速融入产业链供 应链…… (2)结合材料，运用《政治与法治》知识说明我国如何促进专精特新中小企业发展壮大。 18．以科技创新引领新质生产力发展，建设现代化产业体系。 近年来，我国一系列科技成果不断涌现转化为实实在在的生产力，传统产业、新兴产业、未来产业 追“智”逐“绿”，齐头并进。 ◇建成近万家数字化车间和智能工厂，培育400 多家国家级智能制造示范工厂，人工智能、数字孪生等 技术在90%以上示范工厂得到应用…… ◇2024 年，新能源汽车全年产量达1316．8 万辆，产量连续10 年居全球首位，我国成为全球首个新能 源汽车年产量超千万辆的国家…… ◇嫦娥六号实现人类首次月球背面采样返回，我国自主研制的AG60E 电动,角度的较多；没有主体，直接说做法；两个毫不动摇答的较多，特别是毫不动摇鼓励支持引导非公经济发展；只有具体做法，无知识。 18.评分细则：（总3分）：因地制宜发展新质生产力是根据资源禀赋、产业基础、科研条件等，有选择地推动新产业、新模式、新动能发展（替代：新发展理念，创新、绿色发展理念，创新驱动发展战略，落脚点新质生产力发展，建设现代化产业体系） （传统产业的角度2分）传统产业是现代化产业体系的基底，借助大数据、云计算、人工智能等新技术和新设备，促进传统产业转型升级（替代：数字产业化，数字经济赋能传统产业或实体经济发展，提高劳动生产率）； （新兴产业角度2分）近年来，我国新兴产业加快发展，新动能不断集聚，深入推进战略性新兴产业融合集群发展，
coverage_diff,2025顺义一模,Q21,2025顺义一模Q21,evidence_not_located,当代国际政治与经济；国际政治与经济,当前自动抽取未定位细则,回源OCR/渲染页继续找细则,和名片。 结合材料，运用《当代国际政治与经济》知识，说明“小而美”项目为何成为中国开展国际发展合作的亮点 和名片。 21．天下之本在国，国之本在家。当万家灯火连缀成灿烂星河，一个个“小家”的温度也正标示着民 族与国家的精神刻度。 中华民族自古以来重视家庭、重视亲情。孔门庭训、孟母三迁、岳母刺字等一个个家教故事家喻户 晓，《诫子书》、《了凡四训》、《增广贤文》等一部部家训经典流传久远。尊老爱幼、母慈子孝、遵纪守 法，家和万事兴等中华民族传统家庭美德，铭记在中国人的心灵中，融入中国人的血脉中，成为支撑中华 民族生生不息、薪火相传的重要精神力量。 --- page 8 --- 第8页/共18页 中国共产党人不仅继承和弘扬,
coverage_diff,2026东城二模,Q21,2026东城二模Q21,candidate_review,当代国际政治与经济；国际政治与经济,有细则且命中选必一相关词，但当前主表未见该题源,人工+模型判断是否补录,合材料三，运用《当代国际政治与经济》知识，分析“购在中国”与“投资中国”如何协同发力，释放我国独特的开放红利。（7分） 21．（7分）金融是国民经济的血脉，关系中国式现代化建设全局。 中华文明“民为邦本”“义利兼顾”“诚实守信”的智慧，为破解金融发展难题提供了独特的东方滋养。党的十八大以来，我国逐步走出一条中国特色金融发展之路。建设金融强国，必须加快构建中国特色现代金融体系，做好“五篇大文章”，培育中国特色金融文化。 资料卡一 “五篇大文章” 金融活水滋养从科技前沿、绿色转型到民生保障的广阔空间。“天地之大，黎元为本。”中国特色金融发展之路必将越走越宽广。 结合材料，综合运用所学，谈谈你对做好这“五篇大文章”的理解。 参考答案 第一部分,现代化 4. 文化角度：发挥中华优秀传统文化的当代价值/ 中华优秀传统文化的 核心思想理念——破解金融难题提供文化滋养 21. 结合材料，综合运用所学，谈谈你对做好这“五篇大文章”的理解。7 分 答案：可从党的领导、人民立场、政府的经济职能、高质量发展、辩证思维等角度作答 --- page 3 --- 思路1 ：是什么→为什么→怎么办 “ 五篇大文章”是构建中国特色现代金融体系、推进金融强国建 设的关键举措，也是金融赋能中国式现代化的关键路径。 金融是国民经济的血脉，通过科技金融支持创新、绿色金融推动 转型、普惠与养老金融保障民生，是政府发挥经济职能、运用系统思 维推动高质量发展的必然要求。有利于政府
coverage_diff,2026东城期中,Q19,2026东城期中Q19,candidate_review,人类命运共同体,有细则且命中选必一相关词，但当前主表未见该题源,人工+模型判断是否补录,失，构成侵 权，应承担侵权责任。 (2)从固定证据、明确诉求、争议解决方式等方面作答，以事实为根据，以法律为准绳。 19. (8 分) 在法治下推进改革，在改革中完善法治。实践中证明行之有效的改革经验及时上升为法律，完善法律体系， 固化改革成果。重大改革于法有据，重视运用法治思维和法治方式，确保改革在法治框架内有序推进。建 设权责法定、职能科学的冲治政府。通过改革完善执法、司法等法治实施体系，增强全社会法治意识，不 断推进法治国家、法治政府、法治社会一体建设。 20. (7 分) 构建人类命运共同体，就是要建设持久和 、普遍安全、共同繁菜、开放包容、清洁美丽的世界。四大全球 倡议各有侧重，从发展、安全、文明、治理四个维度，系统破,固化证据、证据链完整。反复训练从具体到一般的归纳法思维或者从一般到具体的演绎法思维。 --- slide 62 --- 19.(8分) 1】总说：在法治下推进改革，在改革中完善法治。或者，法治是改革的保障，改革是法治的动力。2分 笼统表达：相统一或推动国家治理现代化或推进法治国家，法治政府，法治社会一体建设。1分 2】法治国家角度：实践中证明行之有效的改革经验及时上升为法律或科学立法1，完善法律体系或固化改革成果或使改革有法可依1。 3】法治政府角度：重大改革于法有据，重视运用法治思维和法治方式或确保改革在法治框架内有序推进1。建设权责法定，职能科学的法治政府或依法行政1。 4】法治社会角度：通过改革完善执法、司法等法治实施体系或公共法律
coverage_diff,2026东城期中,Q20,2026东城期中Q20,evidence_not_located,当代国际政治与经济；国际政治与经济；全球治理；人类命运共同体,当前自动抽取未定位细则,回源OCR/渲染页继续找细则,，改进法治宣传教育。 结合材料，运用《政治与法治》知识，说明法治中国建设是如何在改革与法治的良性互动中不断推进的。 20. 破解全球治理难题，中国提出全球发展倡议、全球安全倡议、全球文明倡议、全球治理倡议（简称 “四大全球倡议”）。 中国携手150 多个国家和30 多个国际组织高质量共建“一带一路”，促成沙特伊朗历史性和解，推 动设立“文明对话国际日”，推动建立国际调解院……推动构建人类命运共同体。 结合材料，运用《当代国际政治与经济》知识，分析四大全球倡议如何系统推动构建人类命运共同体。 21. 区域，大国经略发展格局的主要依托。 中国地域辽阔，不同区域的自然禀赋与发展基础存在差异。改革开放以来，部分地区率先发展，形成,
coverage_diff,2026东城期中,Q21,2026东城期中Q21,candidate_review,当代国际政治与经济；国际政治与经济；全球治理；人类命运共同体,有细则且命中选必一相关词，但当前主表未见该题源,人工+模型判断是否补录,动构建人类命运共同体。 结合材料，运用《当代国际政治与经济》知识，分析四大全球倡议如何系统推动构建人类命运共同体。 21. 区域，大国经略发展格局的主要依托。 中国地域辽阔，不同区域的自然禀赋与发展基础存在差异。改革开放以来，部分地区率先发展，形成 了显著的领先优势，同时也带来了区域发展不平衡的挑战。党的十八大以来，以习近平同志为核心的党中 央在全局上谋势、在关键处落子，深入实施区域发展战略，为推进中国式现代化提供坚实有力支撑。 京津立足各自比较优势。北京疏解、津冀承接，京津研发、河北转化的协作链条清晰，打造世界级城 市群。长三角优化跨域项目审批模式，政策协同，激发协同创新活力，加快培育世界级高端产业集群。粤 港澳九座城市实现金融,"全赤字、治理赤字提供了全面方案。 ——《人民日报》：从系统和全局把握践行全球治理倡议 --- slide 77 --- 21.(8分)区域,大国经略发展格局的主要依托。 中国地域辽阔,不同区域的自然禀赋与发展基础存在差异。改革开放以来,部分地区率先发展,形成了显著的领先优势,同时也带来了区域发展不平衡的挑战。党的十八大以来,以习近平同志为核心的党中央在全局上谋势、在关键处落子,深入实施区域发展战略,为推进中国式现代化提供坚实有力支撑。 京津冀立足各自比较优势,北京疏解、津冀承接,京津研发、河北转化的协作链条清晰,打造世界级城市群。长三角优化跨域项目审批模式,政策协同,激发协同创新活力,加快培育世界级高端产业集群。粤港澳九座城市实现金融、科"
coverage_diff,2026丰台一模,Q17,2026丰台一模Q17,candidate_review,中国智慧；中国方案,有细则且命中选必一相关词，但当前主表未见该题源,人工+模型判断是否补录,。 结 合 材料 ， 运 用 《哲学 与 文化 》 知 识 ， 谈 谈 你 对 这 一 时 代 命 题 的 思考 。 17. (8 分 ) 《中 华人 民 共 和 国生 态 环境 法 典 》 是 我 国 第 二 部 以 “法 典 ” 命 名 的 法 律 。 编 篆 生态 环境 法 典 是 党 中 央 部 署 的 重大 政治 任务 和 立法 任务 。2024 年 7 月， 党 的 二 十 届 三 中 全 会 明确 提出 编纂 要 求 后 ， 全 国人 大 常委 会 扎实 推进 此 项 任务 。2025 年 4 月 ， 生 态 环境 法 典 草案 提请 十 四 届 全 国人 大 常委 会 第 十 五 次 会 议 初次 审议 ， 随 后,了什么？（侧重理念） 规划了什么？（侧重实践） 材料逻辑 设问逻辑 起点 --- slide 16 --- 参考答案： 17.（8 分） 生态环境法典的诞生坚持党的领导、人民当家作主和依法治国的有机统一。 生态环境法典贯彻习近平法治思想和生态文明思想，使党的主张通过法定程序成为国家意志，完善中国特色社会主义法治体系，推动国家治理体系和治理能力的现代化。 坚持科学立法、民主立法和依法立法，采用“适度法典化”模式，系统整合现有法律资源并填补空白，为美丽中国建设提供法治保障，有利于实现人与自然和谐共生的现代化。 中国积极参与全球生态治理，为世界提供中国方案和中国智慧。 --- slide 17 --- 三、典型示例 优秀作答 8分 --- sl
coverage_diff,2026丰台二模,Q20,2026丰台二模Q20,candidate_review,,2026二模复查表状态：未纳入-降级参考答案候选,进入BATCH_015裁决,,-- 22年 五、复练试题 --- slide 54 --- 25年 --- slide 55 --- 25年海淀二模 20．（6分） 坚持共享发展理念推进共同富裕，要运用分析与综合方法，既要处理好发展过程中的各环节各部分，实现人人享有、各得其所，更要立足整体，全面推进经济、政治、文化、社会、生态各方面建设，实现全面共享。要遵循质量互变规律，发挥人民群众的积极性主动性，正确把握发展过重中渐进性与飞跃性、连续性与间断性的关系，循序渐进地实现共同富裕。（其他答案言之有理，可酌情给分） --- slide 56 --- 25年海淀期末 --- slide 57 --- --- slide 58 --- 一、试题分析 --- slide
coverage_diff,2026丰台二模,Q22,2026丰台二模Q22,candidate_review,独立自主,2026二模复查表状态：未纳入-重点补录候选,进入BATCH_015裁决,,领导、坚持系统观念、制度优势、独立自主自力更生等角度论述何如以创新推动现代化强国建设 --- slide 60 --- 22.（9分）可从党的领导、唯物辩证法、中国式现代化等角度作答。 [TBL] 等级水平 | 等 级 描 述 [TBL] 水平4 | 观点鲜明，能明确表达自己的见解；紧扣问题，综合运用所学知识展开论述；逻辑严密，条理清晰 [TBL] 水平3 | 观点比较明确，能表达自己的见解；能扣住问题展开论述，知识运用比较准确；逻辑性较强，有条理 [TBL] 水平2 | 观点不明确；论述不能集中指向问题，罗列知识；知识运用不正确；论述缺乏逻辑，条理性差 [TBL] 水平1 | 应答与试题无关；或重复试题内容；或没有应答 --- s
coverage_diff,2026丰台期中,Q20,2026丰台期中Q20,candidate_review,联合国；国际秩序；供应链；产业链,有细则且命中选必一相关词，但当前主表未见该题源,人工+模型判断是否补录,t EA NT BE PEE AN 高 三 思想 政治 第 7 页 (39 珊 --- page 8 OCR --- 20. (8 分 ) 青海 坚定 不 移 地 贯彻 落实 党 中 央 、 国 务 院 关于 防 沙 治 沙 的 决策 部 署 ， 走 出 了 一 条 具有 青海 特色 的 防 沙 治 沙 之 路 。 青海 建成 了 我 国 首 个 高 寨 荒漠 区 沙 生 植 魏 种 质 资源 库 ， 从 宁夏 、 庄 肃 和 新 给 等 多 地 采集 263 种 389 份 耐寒 耐 旱 优质 种 涯 ， 掌 握 原 生物 种 休眠 、 抗 冻 的 生存 策 略 ， 为 治 沙 提供 核心 种 质 支撑 。 青海 防 沙 治 沙,力，对材料涉及的不同方面进行概括。 4.课上进行限时训练，规范做题思路和答案的组织。 --- page 64 --- 20．（8分）2025年5月13日，国家主席习近平在中国—拉美和加勒比国家共同体论坛第四届 部长级会议开幕式上宣布，中方愿同拉方携手启动团结、发展、文明、和平、民心“五大工 程”。此举将推动中拉双方在各自现代化征程上并肩前行，共同谱写构建中拉命运共同体新篇 章。“五大工程”的主要内容如下： 团结工程坚定维护以联合国为核心的国际体系和以国际法为基础的国际秩序， 在国际和地区事务中发出共同声音 发展工程 共同落实全球发展倡议，坚定维护多边贸易体制，维护全球产业链 供应链稳定畅通，维护开放合作的国际环境 文明工程 共同落实全球
coverage_diff,2026延庆一模,Q20,2026延庆一模Q20,candidate_review,新型国际关系；全球治理；人类命运共同体；中国方案,有细则且命中选必一相关词，但当前主表未见该题源,人工+模型判断是否补录,重、公平正义、合作共赢的新型国际关系，为全球能源可 持续发展提供具有公共产品属性的中国方案，推动构建人类命运共同体。 20.（9 分） 可以从习近平新时代中国特色社会主义思想、中国式现代化的本质特征、发展观、规律、矛盾观、发 挥主观能动性等角度作答。 等级水平 等级描述 水平4 观点鲜明，能明确表达自己的见解；紧扣问题，综合运用所学知识展开论述；逻辑严 密，条理清晰 水平3 观点比较明确，能表达自己的见解；能扣住问题展开论述，知识运用比较准确；逻辑 性较强，有条理 水平2 观点不明确；论述不能集中指向问题，罗列知识；知识运用不正确；论述缺乏逻辑， 条理性差 水平1 应答与试题无关；或重复试题内容；或没有应答,）价值意蕴(1点2分，2点4分） 人类命运共同体/共商共建共享的全球治理观/相互尊重、公平正义、合作共赢的新型国际关系 20.（9分） 可从习近平新时代中国特色社会主义思想、中国式现代化的本质特征、发展观、规律、矛盾观、发挥主观能动性等角度作答。 [TBL] 题号 | 1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | 10 | 11 | 12 | 13 | 14 | 15 [TBL] 答案 | B | D | A | A | C | D | B | C | D | A | B | D | B | C | C [TBL] 角度 | 每层2分（原理1分+材料1分） | 角度 | 每层2分（原理1分+材料1分） [TBL]
coverage_diff,2026房山一模,Q20,2026房山一模Q20,candidate_review,两个市场；两种资源,有细则且命中选必一相关词，但当前主表未见该题源,人工+模型判断是否补录,"助力 国际 循环 的 。 京 = OMe 4S INA ( H11 而) --- page 11 OCR --- 20.〈10 分 ) “坚持 依法 治国 和 依 规 治 党 有 机 统一 ”作为 习近平 法 治 思想 核心 要 义 之 一 ， 强 调 “ 既 依据 宪法 法 律 治国 理 政 ， 又 依据 党 内 法 规 营 党 治 党 MKB”, APART IRF 思想 丰富 发 展 的 新 成 果 。 【 时 代价 值 } “坚持 依法 洁 国 和 依 规 治 党 有 机 统一 ” 植 根 于 中 国 特色 社会 主义 伟大 实践 ， 将 政党 治 理 和 国家 治理 在 法 治 轨道 上 协同 推进 , 从 而 超越",国内大循环吸引全球资源要素/增强国内国际两个市场两种资源联动效应（1分） 说明：表示1-5，每个2分，总分不超过6分。 20.细则 等级赋分 新时代坚持和发展中国特色社会主义的基本方略、中国特色社会主义法治体系、中国共产党的地位、矛盾等 ♣1-3分 阐述一个方面，有知识，无论述 ♣4-5分 阐述二者关系，有深入论述 （联系/对立统一于中国式现代化建设进程中） ♣6-8分 从原因层面（必修三：党的地位、法的重要性、党与法的关系/必修四：认识与实践、系统优化等） 从意义层面 理论意义：对科学社会主义的丰富和发展等; 实践意义：对党的先进性、对中特制度优势/治理能力治理 体系现代化、对国家的长治久安等 世界意义：对世界其他政党/对其
coverage_diff,2026房山二模,Q21,2026房山二模Q21,candidate_review,,2026二模复查表状态：未纳入-低优先复核候选,进入BATCH_015裁决,合数据鸿沟/释放数据价值/繁荣数字经济（论述好2 分，论述一般1 分） --- page 12 --- 4 21.（10 分） 以中国式现代化全面推进中华民族伟大复兴、弘扬伟大长征精神、坚持真理、坚持党的领导等角度展 开论述。 新征程是新的长征——以中国式现代化全面推进中华民族伟大复兴/全面建设社会主义现代化强国/ 实现第二个百年奋斗目标 走好新的长征路——坚持党的全面领导 坚持真理/以习近平新时代中国特色社会主义思想为行动指南/完整准确贯彻新 发展理念/推进“五位一体”总体布局、“四个全面”战略布局,♣1分 数据要素在全球范围内流动 ♣2分 结合材料弥合数据鸿沟/释放数据价值/繁荣数字经济（论述好2分，论述一般1分） 21.（10分） 以中国式现代化全面推进中华民族伟大复兴、弘扬伟大长征精神、坚持真理、坚持党的领导等角度展开论述。 新征程是新的长征——以中国式现代化全面推进中华民族伟大复兴/全面建设社会主义现代化强国/ 实现第二个百年奋斗目标 走好新的长征路——坚持党的全面领导 坚持真理/以习近平新时代中国特色社会主义思想为行动指南/完整准确贯彻新发展理念/推进“五位一体”总体布局、“四个全面”战略布局 弘扬伟大长征精神/弘扬以伟大建党精神为源头的共产党人精神谱系 坚持创新在我国现代化建设全局中的核心地位/科技创新 促进城乡区域协调发
coverage_diff,2026朝阳一模,Q19,2026朝阳一模Q19,candidate_review,供应链；产业链,有细则且命中选必一相关词，但当前主表未见该题源,人工+模型判断是否补录,可运用感受司法 公正的知识，从维护市场秩序角度分析，说明人民法院坚持规制滥用，维护创新环境，保障创新活动健康 发展。 19. 【答案】①充分发挥市场在资源配置中的决定性作用，更好发挥政府作用，坚持有效市场与有为政府 相结合。三地构建跨区域“隐形生产线”要顺应市场规律，引导企业根据各自优势进行分工；同时，政府 应通过设立产业基金等经济手段进行宏观调控，撬动社会资本，为产业链协同提供资金支持，弥补市场失 灵。 ②贯彻创新发展理念，增强产业链供应链自主可控能力。针对“关键核心技术有待突破”的挑战，京津冀 应依托北京的研发优势，加强对智能网联等底层技术和关键零部件的联合攻关，突破“卡脖子”技术，把 科技命脉掌握在自己手中，提升产业链核心竞争力,知识产权人的合法权益（1分） 只要有就1分 兼顾社会公共利益\法治环境\法治社会（3选1，1分）只要有就1分 19.结合材料，运用《经济与社会》知识，说明京津冀应如何深化以构建智能网联新能源汽车产业发展新高地。 细则总体说明： 1.本题为应如何类试题，要聚焦设问要求，指向协同这一关键题眼。 2.要按照措施+意义的角度进行，蓝色字体标注为学理性支撑；红色字体标注为意义类。 对于意义类的表述，要求符合具体协同举施产生的影响，不能答非所问。 3.以上几个角度，答出任意三点即可 ，每个要点2分，其中学理1分，意义1分。 具体变通： 做好顶层设计，发挥有效市场与有为政府相结合的体制优势，集中力量办大事。（1分）为构建智能网联新能源汽车产业
coverage_diff,2026朝阳一模,Q21,2026朝阳一模Q21,evidence_not_located,当代国际政治与经济；国际政治与经济,当前自动抽取未定位细则,回源OCR/渲染页继续找细则,界携手开拓发展新空间。 结合材料，运用《当代国际政治与经济》的知识，阐述中国为什么能为全球发展注入稳定性和正能量。 21. 法与时转则治，治与世宜则有功。 在“十五五”开局之年，十四届全国人大四次会议表决通过生态环境法典、民族团结进步促进法、国 家发展规划法，中国特色社会主义法律体系迎来三个标志性“新成员”。 夯基固本 生态环境法典是我国第二部以“法典”命名的法律，将党的十八大以来生态文明建设理论、制度、实践 成果以法典化的方式确定下来，完善了生态环境法律制度体系。 民族团结进步促进法是我国现行有效法律中除宪法外第四部设置“序言”的法律，是新时代实施宪法有 关规定、处理民族事务和开展民族工作的基本法律。 作为规范国家发展规划,
coverage_diff,2026朝阳二模,Q21,2026朝阳二模Q21,evidence_not_located,当代国际政治与经济；国际政治与经济；人类命运共同体,当前自动抽取未定位细则,回源OCR/渲染页继续找细则,"。(4分) (2)结合材料,运用《当代国际政治与经济》知识，分析人类命运共同体理念为什么能维护世界和平与发展。(6分) 21．（9分） 2026年3月，《中华人民共和国国民经济和社会发展第十五个五年规划纲要》正式发布。这份描绘2026-2030年发展蓝图的纲领性文件，将数字中国、健康中国、平安中国、美丽中国确立为推进中国式现代化的四大战略支柱。 “十五五”规划纲要将“四个中国”确立为推进中国式现代化的战略支柱，深刻体现了中国共产党治国理政的系统思维和一张蓝图绘到底的战略定力。结合材料，综合运用所学，谈谈对系统思维和战略定力的认识。 参考答案 16. （8分）可运用矛盾观、联系观、发展观、价值观等知识作答。 17.（8分） 坚持党的领导，发",
coverage_diff,2026朝阳期中,Q16,2026朝阳期中Q16,candidate_review,人类命运共同体,有细则且命中选必一相关词，但当前主表未见该题源,人工+模型判断是否补录,B D D C C A B D B D 第二部分（非选择题） 本部分共6 题，共55 分。 16. 【答案】绿色金融通过驱动发展方式绿色化(生态保护)、激活创新动能(技术与金融创新)、推动产业升 级(现代化产业体系)、增进民生福祉(就业与消费)、优化资源配置(金融功能)等多重路径，全方位助力我国 经济社会发展向“创新、协调、绿色、开放、共享”的高质量发展模式转型。 17. 【答案】我国推进“人工智能+”发展，需统筹自主与开放（开放创新强根基）、发展与安全（双轮驱动 防风险）、中国与世界（普惠包容促共赢）三大关系，以开放型思维、安全观底线、人类命运共同体担当， 在推动自身高质量发展的同时，为全球人工智能治理贡,北京市朝阳区2025-2026学年度第一学期期中质量监测 高三思想政治主观题阅卷细则 16.结合材料，运用《经济与社会》知识，分析绿色金融“点绿成金”对我国经济高质量发展的驱动作用。（8分） 绿色金融锚定新发展理念，为经济高质量发展注入可持续动力。 绿色信贷：以绿色转型推动产业升级 2分（材料分析1分+驱动作用1分） 发挥绿色信贷赋能企业发展优势，助力传统产业节能减排、向循环经济转型，既提高资源利用效率、落实生态保护，也促进传统产业与绿色发展模式的协同升级，为经济高质量发展筑牢绿色产业基础。 绿色保险：以风险保障激活创新动能 2分（材料分析1分+驱动作用1分） 推广绿色保险金融产品，为绿色能源等项目提
coverage_diff,2026朝阳期中,Q18,2026朝阳期中Q18,candidate_review,当代国际政治与经济；国际政治与经济；人类命运共同体,有细则且命中选必一相关词，但当前主表未见该题源,人工+模型判断是否补录,智能鸿沟。 结合材料，运用《当代国际政治与经济》知识阐述我国应如何处理好推进“人工智能+”发展过程中的重 要关系。 18. 面对社会高速发展过程中的现实压力，越来越多的人表示会在情绪低落时主动向AI 寻求安慰与情绪价 值。对于“是否应该使用AI 提供情绪价值”的问题，不同的人有不同的观点。 支持者认为AI 聊天机器人可提供几乎实时的回应，避免等待或冷场。同时，用户可根据自身需求“调 教”对话模式，无需担心被批判或暴露隐私，可自由表达负面情绪，AI 不会对用户进行价值判断。当你想 排解愤怒和压力时，它也不会说“你真是个负能量满满的人”会为你提供一些情绪疏导的方法。 反对者则认为，AI 在情感共情和动机共情方面存在缺陷，无法真正理解或,责任/人类命运共同体（1分） 变通：如果没有总说，但行文中有两者相互渗透（如，兼顾，在…的同时要…）的意思，也可给3分 18.结合材料，从哲学角度，针对“是否应该使用AI提供情绪价值”问题，谈谈你的思考。（8分） 评分细则1： （1）总说（1+1） 知识：矛盾的普遍性/对立统一/一分为二/全面的观点等 材料：既要看到人工智能在提供情绪价值方面的长处，也要看到其缺陷和弊端。 （2）支持的理由（1+1） 知识：按规律办事/从实际出发/矛盾特殊性或具体问题具体分析等 材料：与所写原理相对应的材料分析 如：具体分析用户需求调整对话模式 （3）反对的理由（1+1） 知识：主观能动性/意识依赖于物质/适度原则、实践等 材料：与所写原理相对应的材料分析
coverage_diff,2026海淀一模,Q21,2026海淀一模Q21,candidate_review,全球治理,有细则且命中选必一相关词，但当前主表未见该题源,人工+模型判断是否补录,"的 意义 。 高 三 年 级 (思想 政治 ) 第 7 页 ( 共 8 页 ) --- page 8 OCR --- 21. (10 分 ) KEENE, AERNTE, BAR OO KENNA, BHARWHH, ExoTeMa | MBESRRH, AWFANT | 产 党 人 一 以 贯 之 的 战略 思维 和 实干 精神 。 as RS SE Mt | a 到 “十 下 五 ""见证 了 新 中 国 从 工业 “| 过 名 话 告 该 人 们 做 事 要 疼 妈 普 络 、 谋 定 后 | 动 ， 唯 有 在 开始 时 使 胸怀 全 局 、 谋 划 长 | 化 黄 基 到 高 质量 发 展 的 历史 进程 。 回 顾 历史",理和规则制定，推动全球治理体制向着更加公正合理方向发展。 --- page 7 --- 高三思想政治参考答案第7 页 21.（10 分） 可从党的领导、马克思主义中国化时代化、制度优势、国家治理等角度作答。 --- page 8 --- 高三思想政治参考答案第8 页
coverage_diff,2026海淀二模,Q19,2026海淀二模Q19,evidence_not_located,共同利益；多边主义,当前自动抽取未定位细则,回源OCR/渲染页继续找细则,相关规定，不仅保护了知识产权权利人的合法权益，也促进知识产权的流通使 用，为企业发展与创新提供有力法治保障。（8 分） 19．（7 分） 建设现代化首都都市圈，有利于充分发挥三地的比较优势，促进产业集聚与协同创新，壮大实 体经济，推动建设现代化产业体系；有利于构建高效便捷的区域交通与物流网络，降低运输成 本，密切京津冀三地的经济联系，促进区域协调发展，增强发展的整体性；有利于推动教育、 医疗卫生等公共资源共享，增强基本公共服务均衡性和可及性，让发展成果惠及三地群众，切 实提升群众的获得感、幸福感、安全感。 20．（9 分） （1）评分标准：符合三段论推理规则。（2 分） （2）可从和平与发展的时代主题、共同利益、共商共建共享、多边主义等角,
coverage_diff,2026海淀二模,Q21,2026海淀二模Q21,evidence_not_located,共同利益；多边主义,当前自动抽取未定位细则,回源OCR/渲染页继续找细则,符合三段论推理规则。（2 分） （2）可从和平与发展的时代主题、共同利益、共商共建共享、多边主义等角度作答。（7 分） 21．（9 分） 可从中国共产党的领导、中国式现代化、全面依法治国、国家安全、矛盾的观点、辩证思维等角度作答。 答案和评分参考 第一部分共 15 题，每题 3 分，共 45 分。 1．D 2．C 3．C 4．A 5．D 6．A 7．A 8．B 9．C 10．A 11．D 12．D 13．B 14．B 15．A 第二部分共 6 题，共 55 分。 16.（8分） 可从联系、实践与认识等角度作答。 优秀作答 优秀作答 17.（8分,
