pool,situation,label,question_type,front_domain,framework_domain,evidence,source_label,material_triggers,prompt,rubric_or_answer,scoring_terms,score_sentence,situation_reason,source_path,include_status,curation_status
待核验/不入主线情境,公益诉讼、生态修复、司法建议与公共利益,2024 海淀 一模 2024海淀一模 第8题,选择题,创新竞争与公共救济,生态公益、新业态与法治价值,客观题答案已锁定；只能作为选择题判断与情境信号，不直接生成主观题踩分句。,2024海淀一模 第8题答案表/题肢来源,人民法院、法院,8．司法建议是具有中国特色的司法制度。人民法院聚焦反复发生、同时发生的类似案件，对其案 发原因深入开展调查研究，提出具有前瞻性的司法建议，及时向有关主管机关或其他有关单 位发送司法建议书，变定分止争、化解矛盾为提前预防、综合治理，努力做到“抓末端，治 已病；抓前端，治未病” 。可见，司法建议的提出 A．保障公民享有更多民主权利，激发其政治参与热情 B．有助于人民法院行使监察权，维护法制统一和权威 C．拓宽民主协商的渠道，推动各单位更好地履职尽责 D．积极回应社会关切，促进社会治理提升到更高水平,海淀区2023-2024学年海淀高三一模政治答案及细则 本部分共15题，每题3分，共45分。 1．B 2．A 3．C 4．D 5．C6．B 7．C8．D9．B10．D11．C12．B13．A14．D 15．A 本部分共5题，共55分。 16.（8分）可从发挥主观能动性、联系的观点、发展的观点、实践的观点、民族精神等角度作答。 【细则】 （20分） 第一问17（1）依靠科技，因地制宜发展农村“隐藏款土特产”，促进当地特色产业发展和经济结构优化，推动乡村产业振兴。国内南北多省份“隐藏款土特产”走俏，满足人民美好生活需要，促进当地就业，增加村民收入，推动区域协调发展。坚持扩大内需与深化供给侧结构性改革相结合，推进高水平对外开放。 第二问答案17（2） 京津冀三省市从协同发展的战略大局出发，抓住主要矛盾，科学精准地分析各自的功能定位和特色优势。 在此基础上，整体把握区域差异，共商合作大计，着力推动优势互补，携手绘就中国式现代化先行区、示范区的新图景。在分析与综合的对立统一中，把握各自发展特质，服务协同发展的战略大局，书写新篇章。 【细则】 1、强调分析的重要性 知识层面：综合指导下进行分析/分析是综合的前提（1分） 材料层面：各自的功能定位和特色优势/分别分析了三地特色（1分） 京津冀三省市从协同发展的战略大局出发，抓住主要矛盾，科学精准分析各自的功能定位和特色优势。 2、强调综合的重要性 知识层面：分析基础上进行综合/综合是分析的先导/（1分） 材料层面：共商合作大计，着力推动优势互补/强调整体发展（1分） 京津冀在分析各自优势基础上，整体把握区域差异，共商合作大计，着力推动优势互补……,需按对应细则原句提取，暂不另造踩分词。,本题客观落点是D；训练价值在于排除主体错位、关系错位、责任错位或程序错位。,先看适格主体和公共利益受损，再落公益诉讼、生态修复、司法建议或公共治理意义。,/Users/wanglifei/Desktop/2024模拟题/2024海淀一模/细则/细则.docx,excluded_by_curation,reject_weak_signal
待核验/不入主线情境,商业秘密、数据抓取、专利与创新司法保护,2024 海淀 一模 2024海淀一模 第13题,选择题,劳动用工与职业边界,劳动就业与职业边界,客观题答案已锁定；只能作为选择题判断与情境信号，不直接生成主观题踩分句。,2024海淀一模 第13题答案表/题肢来源,小蘑、专利,13．小蘑菇种出“大产业” 。某县引进农业农村部主推的食用菌系列专利技术，新建食用菌大棚， 带动包棚农户增收致富；通过土地流转让村集体经济和村民收入“双增” ，为“弱劳动力” 提供公益岗位、临时用工等就业机会，不断拓宽群众增收渠道。该县 ①通过科技助农，促进农业和农村发展 ②实行多元要素参与分配，共享发展红利 ③通过土地流转，实现农村耕地非农化 ④调动包棚农户积极性，增加转移性收入 A．①② B．①③ C．②④ D．③④,海淀区2023-2024学年海淀高三一模政治答案及细则 本部分共15题，每题3分，共45分。 1．B 2．A 3．C 4．D 5．C6．B 7．C8．D9．B10．D11．C12．B13．A14．D 15．A 本部分共5题，共55分。 16.（8分）可从发挥主观能动性、联系的观点、发展的观点、实践的观点、民族精神等角度作答。 【细则】 （20分） 第一问17（1）依靠科技，因地制宜发展农村“隐藏款土特产”，促进当地特色产业发展和经济结构优化，推动乡村产业振兴。国内南北多省份“隐藏款土特产”走俏，满足人民美好生活需要，促进当地就业，增加村民收入，推动区域协调发展。坚持扩大内需与深化供给侧结构性改革相结合，推进高水平对外开放。 第二问答案17（2） 京津冀三省市从协同发展的战略大局出发，抓住主要矛盾，科学精准地分析各自的功能定位和特色优势。 在此基础上，整体把握区域差异，共商合作大计，着力推动优势互补，携手绘就中国式现代化先行区、示范区的新图景。在分析与综合的对立统一中，把握各自发展特质，服务协同发展的战略大局，书写新篇章。 【细则】 1、强调分析的重要性 知识层面：综合指导下进行分析/分析是综合的前提（1分） 材料层面：各自的功能定位和特色优势/分别分析了三地特色（1分） 京津冀三省市从协同发展的战略大局出发，抓住主要矛盾，科学精准分析各自的功能定位和特色优势。 2、强调综合的重要性 知识层面：分析基础上进行综合/综合是分析的先导/（1分） 材料层面：共商合作大计，着力推动优势互补/强调整体发展（1分） 京津冀在分析各自优势基础上，整体把握区域差异，共商合作大计，着力推动优势互补……,需按对应细则原句提取，暂不另造踩分词。,本题客观落点是A；训练价值在于排除主体错位、关系错位、责任错位或程序错位。,先看创新成果或竞争利益，再用司法救济保护权利、维护诚信竞争和创新秩序。,/Users/wanglifei/Desktop/2024模拟题/2024海淀一模/细则/细则.docx,excluded_by_curation,reject_weak_signal
待核验/不入主线情境,继承、遗嘱、遗赠扶养协议与赡养义务,2024 西城 二模 西城二模 第1题,选择题,财产、相邻、继承与家庭,婚姻家庭与继承扶养,客观题答案已锁定；只能作为选择题判断与情境信号，不直接生成主观题踩分句。,西城二模 第1题答案表/题肢来源,继承,1． 人民至上的发展理念是对“现实的人”这一马克思主义唯物史观逻辑起点的继承和发展。以下认识正确的是 ①人民性是马克思主义的本质属性 ②与时俱进是哲学独特的理论品质 ③发展的观点是马克思主义哲学的核心观点 ④坚持人民至上体现了马克思主义历史观和价值观的统一 A．①② B．①④ C．②③ D．③④,选择题答案锁定：B。来源文本摘录：西 城 区 高 三 模 拟 测 试 试 卷 第一部分共 15 题，每题 3 分，共 45 分。 1．B 2．D 3．D 4．D 5．C 6．D 7．A 8．C 9．B 10．B 11．B 12．A 13．C 14．A 15．C 第二部分共 4 题，共 55 分。 16．（8分） 经营者应依法、诚信经营，保护消费者的合法权益。（2分，多选一）人民法院支持市民甲就首单购买行为适用食品安全法中的惩罚性赔偿请求，以此打击违法生产经营行为，维护了消费者的合法权益。（1分，材料分析） 民事主体行使民事权利时不能超过正当的界限，并且不得滥用民事权利损害国家利益、社会公共利益或者他人合法权益。（2分，二选一）市民甲的加购行为超出了正常的生活消费需要，人民法院对甲就加购行为提出的惩罚性赔偿请求不予支持，有利于引导消费者诚信、理性维权。（1分，材料分析） 人民法院的判决，体现了保证食品安全和维护生产经营秩序两种价值取向的平衡，有利于服务和保障经济社会高质量发展。（2分，多选一） 细则： 依法经营，替换：守法经营、不侵害消费者权益（利益）、侵害消费者权益是错误的 “民事主体行使民事权利时不能超过正当的界限，并且不得滥用民事权利损害国家利益、社会公共利益或者他人合法权益”，变通：坚持权利和义务的统一 理性维权，变通：依法维权 保护消费者的合法权益，变通：消费者享有安全消费的权利、消费者享有知情权 生产经营秩序，变通：市场秩序 最后一段，变通：体现了民法公平、诚信、守法和公序良俗的基本原则（明确写出诚信是原则，区别于“经营者诚信”）、弘扬了社会主义核心价值观 17.（9……,知情权；惩罚性赔偿；公序良俗；损害；市场秩序；公共利益；合法权益；核心价值观,本题客观落点是B；训练价值在于排除主体错位、关系错位、责任错位或程序错位。,先看身份和协议/遗嘱效力，再落遗产归属、赡养扶助和家庭伦理。,/Users/wanglifei/Desktop/2024模拟题/西城二模/细则/细则.docx,excluded_by_curation,reject_non_xuanbier
待核验/不入主线情境,合同成立、合同效力与违约责任,2024 西城 二模 西城二模 第4题,选择题,交易关系与消费者保护,交易关系：合同规则与消费者保护,客观题答案已锁定；只能作为选择题判断与情境信号，不直接生成主观题踩分句。,西城二模 第4题答案表/题肢来源,消费者,4． 某校学生做市场调查，发现不少消费者对上述监测结论有疑虑，总觉得进口奶更安全可靠。同学们拟向相关主管部门提出建议，以下合理的是 ①贯彻落实绿色发展理念，科学宏观调控 ②优化政府治理流程和方式，提高政务服务效能 ③对相关企业持续监管，各个重点环节全覆盖抽检 ④采用科学统一的评价标准体系，对国产奶和进口奶评价 A．①② B．①③ C．②④ D．③④,西 城 区 高 三 模 拟 测 试 试 卷 第一部分共 15 题，每题 3 分，共 45 分。 1．B 2．D 3．D 4．D 5．C 6．D 7．A 8．C 9．B 10．B 11．B 12．A 13．C 14．A 15．C 第二部分共 4 题，共 55 分。 16．（8分） 经营者应依法、诚信经营，保护消费者的合法权益。（2分，多选一）人民法院支持市民甲就首单购买行为适用食品安全法中的惩罚性赔偿请求，以此打击违法生产经营行为，维护了消费者的合法权益。（1分，材料分析） 民事主体行使民事权利时不能超过正当的界限，并且不得滥用民事权利损害国家利益、社会公共利益或者他人合法权益。（2分，二选一）市民甲的加购行为超出了正常的生活消费需要，人民法院对甲就加购行为提出的惩罚性赔偿请求不予支持，有利于引导消费者诚信、理性维权。（1分，材料分析） 人民法院的判决，体现了保证食品安全和维护生产经营秩序两种价值取向的平衡，有利于服务和保障经济社会高质量发展。（2分，多选一） 细则： 依法经营，替换：守法经营、不侵害消费者权益（利益）、侵害消费者权益是错误的 “民事主体行使民事权利时不能超过正当的界限，并且不得滥用民事权利损害国家利益、社会公共利益或者他人合法权益”，变通：坚持权利和义务的统一 理性维权，变通：依法维权 保护消费者的合法权益，变通：消费者享有安全消费的权利、消费者享有知情权 生产经营秩序，变通：市场秩序 最后一段，变通：体现了民法公平、诚信、守法和公序良俗的基本原则（明确写出诚信是原则，区别于“经营者诚信”）、弘扬了社会主义核心价值观 17.（9分） 可以从以下角度作答：人类社会……,知情权；惩罚性赔偿；公序良俗；损害；市场秩序；公共利益；合法权益；核心价值观,本题客观落点是D；训练价值在于排除主体错位、关系错位、责任错位或程序错位。,先看意思表示是否一致、合同是否有效，再落继续履行、赔偿、解除或违约责任。,/Users/wanglifei/Desktop/2024模拟题/西城二模/细则/细则.docx,excluded_by_curation,reject_weak_signal
待核验/不入主线情境,著作权、AI作品、虚拟数字人与作品使用,2024 顺义 二模 顺义思政二模 第7题,选择题,劳动用工与职业边界,劳动就业与职业边界,客观题答案已锁定；只能作为选择题判断与情境信号，不直接生成主观题踩分句。,顺义思政二模 第7题答案表/题肢来源,人工智能,于互联网、大数据、云计算、人工智能等新型技术载体，以智力、创造力为主导，创造数字化产品的非物质劳动。只有不断加深对于数字劳动的认识，把握数字劳动的基本特征，并以此为基础构建起相关法律法规，才能确保数字劳动受到监管和保护，保证我国数字经济稳定和快速发展。如果上述结论皆为真，下列逻辑分析正确的是 A.“数字劳动是数字经济发展的重要因素”是运用“种差加属概念”的方法下的定义 B.数字劳动和非物质劳动是交叉关系 C.构建起相关法律法规是保证我国数字经济稳定和快速发展的必要条件 D.材料中假言判断的真假取决于前后件本身的真假,顺义区 2024届高三第二次统练试题 思想政治答案要点 第一部分共15题，每题3分，共45分。 1．D 2．D 3．C 4．B 5．B 6．C 7．C 8．B 9．A 10．B 11．A 12．A 13．B 14．D 15．A 第二部分共5题，共55分。 （7分） （1）可以从价值观、规律、普特关系等角度回答。 答案示例： 矛盾的普遍性和特殊性相互联结，要在矛盾普遍性原理的指导下具体研究矛盾的特殊性。 矛盾的普遍性和特殊性相互连结，普遍性寓于特殊性之中，特殊性包含普遍性。 发展中国特色社会主义是一个不断实践的过程，是一个以马克思主义基本原理为指导，努力探索中国社会主义建设和改革特殊规律的过程，它体现了矛盾的普遍性与特殊性、共性与个性的具体的历史的统一。这些城市的先进经验为中国无废城市建设提供了宝贵的参考和借鉴，同时也展示了中国在环境保护和可持续发展领域取得的显著成就。 （2）答案示例 针对大拆大建追求光鲜亮丽的开发倾向，加剧固体废物的产生这一问题。住建委、规划委等相关部门在尊重城市建设发展规律的前提下，运用超前思维的矛盾分析法，做出科学的判断和预见，把固体废物资源化和清洁生产相结合，实现经济效益与社会效益相统一，推动“无废城市”建设。 （其他角度分析论证，言之有理，即可得分） 17．（7分） ①财产制度规范民事主体的财产关系，坚持物权平等保护原则，依法有效保护各种所有制经济组织和公民的财产权，确定财产归属，增强人民群众的财产财富安全感，增强社会信心，稳定市场主体投资、交易预期，促进财产的流通使用，促进经济社会持续健康发展和国家长治久安。 ②建立财产权保护的长效机制，保护财产权，……,物权,本题客观落点是C；训练价值在于排除主体错位、关系错位、责任错位或程序错位。,先判断是否属于受保护作品和权利主体，再落未经许可使用、署名、报酬和侵权责任。,/Users/wanglifei/Desktop/2024模拟题/顺义思政二模/细则/细则.docx,excluded_by_curation,reject_weak_signal
待核验/不入主线情境,公益诉讼、生态修复、司法建议与公共利益,2024 顺义 二模 顺义思政二模 第8题,选择题,创新竞争与公共救济,纠纷解决与程序救济,客观题答案已锁定；只能作为选择题判断与情境信号，不直接生成主观题踩分句。,顺义思政二模 第8题答案表/题肢来源,调解、诉讼、公益诉讼,行政公益诉讼有利于推进法治政府建设和国家治理现代化 人民检察院对行政机关提起公诉保护了社会公共利益 通过诉讼调解，促进文物的活化利用和文化遗产的依法保护 新修订的《中华人民共和国保守国家秘密法》自2024年5月1日起施行。 据此，下列说法正确的是 ①坚持党的领导是保密工作的优良传统和必须坚持的政治原则 ②该法为科技安全提供法律保障，维护和塑造总体国家安全观 ③该法要求减少信息公开数量，进一步强化精准保护国家秘密 ④保守国家秘密是公民的权利，危害国家秘密安全必受到追究 A. ①② B. ①④ C. ②③ D. ③④,选择题答案锁定：B。来源文本摘录：顺义区 2024届高三第二次统练试题 思想政治答案要点 第一部分共15题，每题3分，共45分。 1．D 2．D 3．C 4．B 5．B 6．C 7．C 8．B 9．A 10．B 11．A 12．A 13．B 14．D 15．A 第二部分共5题，共55分。 （7分） （1）可以从价值观、规律、普特关系等角度回答。 答案示例： 矛盾的普遍性和特殊性相互联结，要在矛盾普遍性原理的指导下具体研究矛盾的特殊性。 矛盾的普遍性和特殊性相互连结，普遍性寓于特殊性之中，特殊性包含普遍性。 发展中国特色社会主义是一个不断实践的过程，是一个以马克思主义基本原理为指导，努力探索中国社会主义建设和改革特殊规律的过程，它体现了矛盾的普遍性与特殊性、共性与个性的具体的历史的统一。这些城市的先进经验为中国无废城市建设提供了宝贵的参考和借鉴，同时也展示了中国在环境保护和可持续发展领域取得的显著成就。 （2）答案示例 针对大拆大建追求光鲜亮丽的开发倾向，加剧固体废物的产生这一问题。住建委、规划委等相关部门在尊重城市建设发展规律的前提下，运用超前思维的矛盾分析法，做出科学的判断和预见，把固体废物资源化和清洁生产相结合，实现经济效益与社会效益相统一，推动“无废城市”建设。 （其他角度分析论证，言之有理，即可得分） 17．（7分） ①财产制度规范民事主体的财产关系，坚持物权平等保护原则，依法有效保护各种所有制经济组织和公民的财产权，确定财产归属，增强人民群众的财产财富安全感，增强社会信心，稳定市场主体投资、交易预期，促进财产的流通使用，促进经济社会持续健康发展和国家长治久安。 ②建立……,物权,本题客观落点是B；训练价值在于排除主体错位、关系错位、责任错位或程序错位。,先看适格主体和公共利益受损，再落公益诉讼、生态修复、司法建议或公共治理意义。,/Users/wanglifei/Desktop/2024模拟题/顺义思政二模/细则/细则.docx,excluded_by_curation,reject_non_xuanbier
待核验/不入主线情境,公益诉讼、生态修复、司法建议与公共利益,2024 顺义 二模 顺义思政二模 第19题,主观题,创新竞争与公共救济,生态公益、新业态与法治价值,主观题细则已锁定；可以提炼踩分词和上卷面句。,顺义思政二模 第19题细则/给分依据,小平、小康、继承、诉讼、公益诉讼、人工智能,（2分） 结合材料，综合运用所学，谈谈对实现中华民族伟大复兴需要“不断谱写马克思主义中国化时代化新篇章”的认识。,19．（15分） （1）要健全要素参与收入分配机制，激发劳动、知识、技术、管理、资本和数据等生产要素活力，更好体现知识、技术、人才的市场价值，营造鼓励创新的良好氛围，为培育新质生产力提供人才支撑。 深化社会主义市场经济体制改革，发挥新型举国体制优势，建立高标准市场体系，创新生产要素配置方式，使有效市场与有为政府更好结合，让各类先进优质生产要素向发展新质生产力顺畅流动。 发挥国有经济主导引导作用，推动国有经济向前瞻性战略新兴产业集中，发挥其他所有制经济的优势/鼓励、支持、引导非公有制经济发展，支持和帮助非公有制企业提供企业管理水平，完善管理体制桐柏同，提高生产技术水平和研发能力，使各种所有制经济互相取长补短、共同促进新质生产力的发展。 （2）综观人类社会发展的进程和趋势，生产力是最活跃、最革命的因素，总是处在不断进步的变化中，是社会发展的最终决定力量。我国积极推动新质生产力发展是遵循人类社会发展规律的必然要求。 当前国际竞争的实质是以经济和科技实力为基础的综合国力的较量。新质生产力对于提高我国的实力，增强核心竞争力具有重要意义，强大的国家实力有利于更好的维护我国的国家利益和增强在国际事务中的话语权，有利于世界多极化深入发展，构建人类命运共同体。谋划发展新质生产力是政府的职责所在。 以人民为中心的发展理念，有利于满足人民日益增长的美好生活需要，提升人民的幸福感、安全感、获得感。,需按对应细则原句提取，暂不另造踩分词。,深化社会主义市场经济体制改革，发挥新型举国体制优势，建立高标准市场体系，创新生产要素配置方式，使有效市场与有为政府更好结合，让各类先进优质生产要素向发展新质生产力顺畅流动。 发挥国有经济主导引导作用，推动国有经济向前瞻性战略新兴产业集中，发挥其他所有制经济的优势/鼓励、支持、引导非公有制经济发展，支持和帮助非公有制企业提供企业管理水平，完善管理体制桐柏同，提高生产技术水平和研发能力，使各种所有制经济互相取长补短、共同促进新质生产力的发展。,先看适格主体和公共利益受损，再落公益诉讼、生态修复、司法建议或公共治理意义。,/Users/wanglifei/Desktop/2024模拟题/顺义思政二模/细则/细则.docx,excluded_by_curation,reject_non_xuanbier
待核验/不入主线情境,平台用工与新就业形态劳动关系,2025 东城 二模 2025东城二模 第17题,主观题,创新竞争与公共救济,纠纷解决与程序救济,主观题细则已锁定；可以提炼踩分词和上卷面句。,2025东城二模 第17题细则/给分依据,诉讼、法院、平台,结合材料，运用法治知识，说明数字法院如何让群众享受“数字正义”。,"17．结合材料，运用法治知识，说明数字法院如何让群众享受“数字正义” 。 （9 分） （一）本题标准和变通 数字普惠角度 材料1 分+知识2 分 数字法院打破地域限制、实现司法普惠，让更广泛的群众享受到优质司法资源。 替代：资源共享／法治意识 数字服务角度 材料1 分+知识2 分 各类数字服务平台为群众提供了便捷的司法服务，降低群众维权成本，提升维权效率。 替代：便民利民／诉讼效率 数字审判角度 材料1 分+知识2 分 通过数字赋能审判,提升审判工作质效和司法公信力。 替代：工作精准度／司法公正／程序公正与结果公正 （二）学生表现和问题",诉讼,17．结合材料，运用法治知识，说明数字法院如何让群众享受“数字正义”。 本题标准和变通 数字普惠角度 材料1 分+知识2 分 数字法院打破地域限制、实现司法普惠，让更广泛的群众享受到优质司法资源。 替代：资源共享／法治意识 数字服务角度 材料1 分+知识2 分 各类数字服务平台为群众提供了便捷的司法服务，降低群众维权成本，提升维权效率。,先看是否只是合作外观，再用人格、经济、组织从属性判断是否形成劳动关系。,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025东城二模/细则/细则.pdf,excluded_by_curation,reject_weak_signal
待核验/不入主线情境,小区共有部分、相邻关系、物业与排除妨碍,2025 东城 期末 2025东城期末 第19题,主观题,财产、相邻、继承与家庭,财产权、物权与相邻关系,主观题细则已锁定；可以提炼踩分词和上卷面句。,2025东城期末 第19题细则/给分依据,小区、民法典,运用《法律与生活》和《政治与法治》知识，完成下列任务。,"政府履行经济职能，为航天核心技术创新提供财力支持。践行创新发展理念，核心技术攻关取得重大突破，为探月工程提供技术支持。2分 制度优势：充分发挥社会主义基本经济制度的显著优势，发挥新型举国体制作用，集中力量办大事。3分 坚持两个毫不动摇，深化体制机制改革，拓宽民间投资领域和发展渠道，调动民营企业积极性，有效利用各种所有制资源，推动探月工程发展。（非公有制也可以）3分 登月服的设计体现了思路新、方法新、结果新。1分 聚焦完成登月任务核心问题，综合考虑了月面环境问题、航天员行走等不同需要，体现了聚合思维和发散思维。同时，把服装造型设计和火箭形象、传统文化联系起来，体现了联想思维。3分 给分依据： 第一层次：创新思维表现、特点 登月服的设计体现了思路新、方法新、结果新/或创新思维具有多向性、跨越性、独特性。写出任何一个词可得1分。 第二层次：具体方法 （1）聚焦完成登月任务核心问题，综合考虑了月面环境问题、航天员行走等不同需要,体现了聚合思维和发散思维。 （2）把服装造型设计和火箭形象、传统文化联系起，体现了联想思维。 （3）提前预判月面特殊环境和航天员登陆后需求，据此设计航天服细节，体现了超前思维。 以上3点写对一点得2分，写对2点得3分。第二层次满分3分。 如果通篇答案只回答创新思维的表现和特点，并且材料说明充分，最多得2分。 如果答案没有学科知识，但分析材料充分，得1分。 满分试卷 存在问题： 1.遗漏创新思维表现、特点这一知识点，3分卷较多。 2.不掌握“创新思维”相关知识，答题表述没有学科术语，0-1分卷较多。 3.“发散聚合”结合材料不准确。 第一层： 做法：法院行使审判权……",需按对应细则原句提取，暂不另造踩分词。,政府履行经济职能，为航天核心技术创新提供财力支持。 践行创新发展理念，核心技术攻关取得重大突破，为探月工程提供技术支持。 3分 坚持两个毫不动摇，深化体制机制改革，拓宽民间投资领域和发展渠道，调动民营企业积极性，有效利用各种所有制资源，推动探月工程发展。,先看共有和相邻利益平衡，再落停止侵害、排除妨碍、恢复状态或赔偿。,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025东城期末/细则/补充材料/东城期末.pptx,excluded_by_curation,reject_non_xuanbier
待核验/不入主线情境,平台用工与新就业形态劳动关系,2025 丰台 一模 2025丰台一模 第10题,选择题,劳动用工与职业边界,劳动就业与职业边界,客观题答案已锁定；只能作为选择题判断与情境信号，不直接生成主观题踩分句。,2025丰台一模 第10题答案表/题肢来源,现某、合同、工伤、诉讼、人民法院、法院、公益诉讼、新就业形态、平台,10. 某市人民检察院在“新就业形态劳动者权益保护”专项活动中，发现某外卖平台长期忽视骑手工伤保 险缴纳义务，导致 37 名骑手因工伤索赔无门。该检察院遂向法院提起公益诉讼，要求平台补缴社保并公 开道歉。下列认识正确的是（ ） A. 公司应履行缴纳社会保险的义务，按照平等自愿的原则与劳动者订立合同 第4页/共11页 B. 人民检察院通过公益诉讼，可以纠正损害公共利益的行为 C. 人民法院在执法过程中要公开透明，积极维护劳动者合法权益 D. 公益诉讼作为解决劳动争议纠纷的必经程序，补齐了劳动者权益保护机制短板,选择题答案锁定：B。来源文本摘录：第1页/共11页 2025 北京丰台高三一模 政 治 2025.03 本试卷共 8 页，100 分。考试时长 90 分钟。考生务必将答案答在答题卡上，在试卷上作答无 效。考试结束后，将本试卷和答题卡一并交回。 第一部分 本部分共 15 题，每题 3 分，共 45 分。在每题列出的四个选项中，选出最符合题目要求的一 项。 1. 遵义会议90 载，红色基因薪火传。某校开展纪念遵义会议90 周年系列主题实践活动。 这些活动（ ） ①引导学生汲取历史智慧，坚定“跟党走”的政治自觉 ②将传承精神与切身践行相结合，走好新时代长征路 ③旨在继承革命文化，完善中国共产党人的精神谱系 ④通过文旅融合发展，确立了红色文化的社会价值 A. ①② B. ①③ C. ②④ D. ③④ 2. 中国书法讲究“虚实相生”，墨色浓淡相宜，字间疏密错落，“密不透风，疏可跑马”，于黑白交错中 展现气韵流转。下列理解正确的是（ ） ①笔画间的对立统一成就了书法的艺术生命力 ②墨色浓淡的个性寓于书法布局的共性之中 ③疏密错落的结构蕴含作者的情感与精神境界 ④把握主流，以“实”为核心方能成就书法之美 A. ①② B. ①③ C. ②④ D. ③④ 第2页/共11页 3. 梁思成曾说：“中国建筑之个性乃即我民族之性格”。那些穿越时光的飞檐翘角，不仅是力与美的完美 平衡，更是中国人“以柔克刚”的生存智慧；层层叠叠的斗栱犹如绽放的莲花，既承托起千钧之重，又暗 合“致广大而尽精微”的东方哲思；斑驳朱漆的藻井穹顶，不仅是方圆相生的几何图腾，更是中国人“天 圆地方”的宇宙观映射。中国建筑（ ） ①凭……,需按对应细则原句提取，暂不另造踩分词。,本题客观落点是B；训练价值在于排除主体错位、关系错位、责任错位或程序错位。,先看是否只是合作外观，再用人格、经济、组织从属性判断是否形成劳动关系。,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025丰台一模/试卷/试卷.pdf,excluded_by_curation,reject_weak_signal
待核验/不入主线情境,其他法律情境（保留待复核）,2025 丰台 一模 2025丰台一模 第14题,选择题,劳动用工与职业边界,劳动就业与职业边界,客观题答案已锁定；只能作为选择题判断与情境信号，不直接生成主观题踩分句。,2025丰台一模 第14题答案表/题肢来源,14. 中华民族有着善治水的优良传统。中国大运河是古代劳动人民创造的一项伟大水利工程，由京杭大运 河、隋唐大运河、浙东运河三部分构成，全长近 3200 公里，对中国政治统一、经济发展、文化繁荣发挥 了重要作用，是中华民族伟大创造力、凝聚力和……,利工程，由京杭大运 河、隋唐大运河、浙东运河三部分构成，全长近 3200 公里，对中国政治统一、经济发展、文化繁荣发挥 了重要作用，是中华民族伟大创造力、凝聚力和生命力的代表，是展现中华文明突出特性的鲜活文化符 号。下列选项正确的是（ ） A. “大运河”与“水利工程”之间是交叉关系 B. “中国大运河由京杭大运河、隋唐大运河、浙东运河三部分构成”是相容选言判断 C. “展现中华文明突出特性的鲜活文化符号”作为单称肯定判断的谓项是不周延的 D. “中华民族有着善治水的优良传统”是特称肯定判断，其主项周延而谓项不周延,选择题答案锁定：C。来源文本摘录：第1页/共11页 2025 北京丰台高三一模 政 治 2025.03 本试卷共 8 页，100 分。考试时长 90 分钟。考生务必将答案答在答题卡上，在试卷上作答无 效。考试结束后，将本试卷和答题卡一并交回。 第一部分 本部分共 15 题，每题 3 分，共 45 分。在每题列出的四个选项中，选出最符合题目要求的一 项。 1. 遵义会议90 载，红色基因薪火传。某校开展纪念遵义会议90 周年系列主题实践活动。 这些活动（ ） ①引导学生汲取历史智慧，坚定“跟党走”的政治自觉 ②将传承精神与切身践行相结合，走好新时代长征路 ③旨在继承革命文化，完善中国共产党人的精神谱系 ④通过文旅融合发展，确立了红色文化的社会价值 A. ①② B. ①③ C. ②④ D. ③④ 2. 中国书法讲究“虚实相生”，墨色浓淡相宜，字间疏密错落，“密不透风，疏可跑马”，于黑白交错中 展现气韵流转。下列理解正确的是（ ） ①笔画间的对立统一成就了书法的艺术生命力 ②墨色浓淡的个性寓于书法布局的共性之中 ③疏密错落的结构蕴含作者的情感与精神境界 ④把握主流，以“实”为核心方能成就书法之美 A. ①② B. ①③ C. ②④ D. ③④ 第2页/共11页 3. 梁思成曾说：“中国建筑之个性乃即我民族之性格”。那些穿越时光的飞檐翘角，不仅是力与美的完美 平衡，更是中国人“以柔克刚”的生存智慧；层层叠叠的斗栱犹如绽放的莲花，既承托起千钧之重，又暗 合“致广大而尽精微”的东方哲思；斑驳朱漆的藻井穹顶，不仅是方圆相生的几何图腾，更是中国人“天 圆地方”的宇宙观映射。中国建筑（ ） ①凭……,需按对应细则原句提取，暂不另造踩分词。,本题客观落点是C；训练价值在于排除主体错位、关系错位、责任错位或程序错位。,本题法律信号较分散，先保留在其他情境中，不强行改写成固定母题。,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025丰台一模/试卷/试卷.pdf,excluded_by_curation,reject_non_xuanbier
