question_id,suite_id,stable_locator,原始题号,题型,部分归属,知识节点,题型节点,是否有答案,是否有评分细则,是否有讲评,blocked_status,source_final_classification,codex_preliminary_action,codex_reason,excerpt
Q-2025西城二模-15,S-2025西城二模,037_Desktop_2025模拟题_2025各区二模_2025西城二模_试卷_试卷.pdf::Q15,15,选择题,待判,,,yes_candidate,yes_candidate,not_found_yet,pending_pairing,pending,needs_module_judgment,control_base_audit_only,"15.B 第二部分共 5 题,共 55 分。"
Q-2025西城二模-16-1,S-2025西城二模,037_Desktop_2025模拟题_2025各区二模_2025西城二模_试卷_试卷.pdf::Q16(1),16(1),主观题,交叉,假言;充分条件;创新思维;判断;推理,假言推理;其他复合推理,yes_candidate,yes_candidate,not_found_yet,pending_pairing,pending,split_thinking_part_from_reasoning_part,control_base_audit_only,"16.(14分) (1)(6分)可从尊重规律、正确发挥主观能动性、具体问题具体分析、树立正确的生态价值观等角度 作答。 (2)(4分)无法确定一定有岩松鼠行动。 条件1与岩松鼠无关,条件2是一个充分条件假言判断,看到了红嘴蓝鹊,后件为真,无法确定 前件的真假,无法确定一定有岩松鼠行动。 (3)(4分)方案应合理合法、展现良好的人文关怀与生态意识。 如:倾听了解村民诉求,尊重其合法权益,做好生态补偿;加强宣传教育,提升生态保护意识。 (处理好短期经济利益与长远发展的关系,人与自然和谐相处) 调整种植结构,改种动物们不喜欢啃食的农产品等。(运用创新思维,改变创造条件、建立新的具 体联系,分析解决矛盾)"
Q-2025西城二模-16-2,S-2025西城二模,037_Desktop_2025模拟题_2025各区二模_2025西城二模_试卷_试卷.pdf::Q16(2),16(2),主观题,交叉,假言;充分条件;创新思维;判断;推理,假言推理;其他复合推理,yes_candidate,yes_candidate,not_found_yet,pending_pairing,pending,split_thinking_part_from_reasoning_part,control_base_audit_only,"16.(14分) (1)(6分)可从尊重规律、正确发挥主观能动性、具体问题具体分析、树立正确的生态价值观等角度 作答。 (2)(4分)无法确定一定有岩松鼠行动。 条件1与岩松鼠无关,条件2是一个充分条件假言判断,看到了红嘴蓝鹊,后件为真,无法确定 前件的真假,无法确定一定有岩松鼠行动。 (3)(4分)方案应合理合法、展现良好的人文关怀与生态意识。 如:倾听了解村民诉求,尊重其合法权益,做好生态补偿;加强宣传教育,提升生态保护意识。 (处理好短期经济利益与长远发展的关系,人与自然和谐相处) 调整种植结构,改种动物们不喜欢啃食的农产品等。(运用创新思维,改变创造条件、建立新的具 体联系,分析解决矛盾)"
Q-2025西城二模-16-3,S-2025西城二模,037_Desktop_2025模拟题_2025各区二模_2025西城二模_试卷_试卷.pdf::Q16(3),16(3),主观题,交叉,假言;充分条件;创新思维;判断;推理,假言推理;其他复合推理,yes_candidate,yes_candidate,not_found_yet,pending_pairing,pending,split_thinking_part_from_reasoning_part,control_base_audit_only,"16.(14分) (1)(6分)可从尊重规律、正确发挥主观能动性、具体问题具体分析、树立正确的生态价值观等角度 作答。 (2)(4分)无法确定一定有岩松鼠行动。 条件1与岩松鼠无关,条件2是一个充分条件假言判断,看到了红嘴蓝鹊,后件为真,无法确定 前件的真假,无法确定一定有岩松鼠行动。 (3)(4分)方案应合理合法、展现良好的人文关怀与生态意识。 如:倾听了解村民诉求,尊重其合法权益,做好生态补偿;加强宣传教育,提升生态保护意识。 (处理好短期经济利益与长远发展的关系,人与自然和谐相处) 调整种植结构,改种动物们不喜欢啃食的农产品等。(运用创新思维,改变创造条件、建立新的具 体联系,分析解决矛盾)"
Q-2025西城二模-17-1,S-2025西城二模,037_Desktop_2025模拟题_2025各区二模_2025西城二模_试卷_试卷.pdf::Q17(1),17(1),主观题,待判,概念,逻辑三律与概念规则,yes_candidate,yes_candidate,not_found_yet,pending_pairing,pending,needs_module_judgment,control_base_audit_only,"17.(13分) (1)(6分)价格信号是引导资源配置的重要方式,农产品、能源、公用事业、公共服务、公共数据等 重要产品的价格,关系国计民生。在这些重点领域创新价格引导机制,综合施策,将有效市场与 有为政府更好结合,处理好发展与安全的关系,有利于促进重点产品的安全稳定供给,服务国家 重大战略,保障群众基本生产生活,提高资源配置效率和公平性,推动构建高水平社会主义市场 经济体制。 等级水平 等 级 描 述 水平4 (5~6 分) 观点鲜明,能明确表达自己的见解;紧扣问题,综合运用所学展开论述,逻辑严 密,条理清晰 水平3 (3~4 分) 观点比较明确,能表达自己的见解;能扣住问题展开论述,知识运用比较准确, 逻辑性较强,有条理 水平2 (1~2 分) 观点不明确;论述不能集中指向问题,罗列知识;知识运用不正确;论述缺乏逻 辑,条理性差 水平1 (0 分"
Q-2025西城二模-17-2,S-2025西城二模,037_Desktop_2025模拟题_2025各区二模_2025西城二模_试卷_试卷.pdf::Q17(2),17(2),主观题,待判,概念,逻辑三律与概念规则,yes_candidate,yes_candidate,not_found_yet,pending_pairing,pending,needs_module_judgment,control_base_audit_only,"17.(13分) (1)(6分)价格信号是引导资源配置的重要方式,农产品、能源、公用事业、公共服务、公共数据等 重要产品的价格,关系国计民生。在这些重点领域创新价格引导机制,综合施策,将有效市场与 有为政府更好结合,处理好发展与安全的关系,有利于促进重点产品的安全稳定供给,服务国家 重大战略,保障群众基本生产生活,提高资源配置效率和公平性,推动构建高水平社会主义市场 经济体制。 等级水平 等 级 描 述 水平4 (5~6 分) 观点鲜明,能明确表达自己的见解;紧扣问题,综合运用所学展开论述,逻辑严 密,条理清晰 水平3 (3~4 分) 观点比较明确,能表达自己的见解;能扣住问题展开论述,知识运用比较准确, 逻辑性较强,有条理 水平2 (1~2 分) 观点不明确;论述不能集中指向问题,罗列知识;知识运用不正确;论述缺乏逻 辑,条理性差 水平1 (0 分"
Q-2025西城二模-18,S-2025西城二模,037_Desktop_2025模拟题_2025各区二模_2025西城二模_试卷_试卷.pdf::Q18,18,主观题,待判,,,yes_candidate,yes_candidate,not_found_yet,pending_pairing,pending,needs_module_judgment,control_base_audit_only,"18.(8分)小刘为限制民事行为能力人,其大额打赏行为,家长事先不知情、事后也不同意追认,交易行为 无效。平台的审核措施不完善,未能尽到合理审查的义务,存在过错。小刘父母疏于监管,未能履行好 监护职责,行为存在过错。小刘沉迷打赏,并通过欺骗手段规避监管,自身行为也有过错。综合各方过 错程度,根据民法典157条规定,法院判定平台和小刘父母都应承担相应责任,符合公平原则。本案判决 警示,平台应健全审核机制、担当社会责任,监护人应履行监护义务,教育引导未成年人树立正确消费 观。"
Q-2025西城二模-19-1,S-2025西城二模,037_Desktop_2025模拟题_2025各区二模_2025西城二模_试卷_试卷.pdf::Q19(1),19(1),主观题,待判,,,yes_candidate,yes_candidate,not_found_yet,pending_pairing,pending,needs_module_judgment,control_base_audit_only,"19.(10分) (1)(5分)机遇:世界国民财富总体增长,有利于经济发展和增进福祉。基础设施、工业和技术的增 长,可以提高生产率和支持提高生活水平。人力资本的增长,劳动者素质提高,对长期经济可持 续性发展至关重要。 挑战:国民财富增长不平衡,不可再生自然资本的增长不稳定性,各种安全风险增加,影响发展的 稳定性;可再生自然资本急剧下降,对环境可持续性和经济韧性都构成重大风险;人力资本改善的 质量和可及性因国家而异,加剧发展的不平衡。 (2)(5分)发展是解决一切问题的总钥匙。释放各国发展潜力,实现世界各国共同发展,才能保证持 久的和平。中国对最不发达国家实行零关税,开放广阔的中国市场,惠民生增福祉,与各国包括最 不发达国家共享发展新机遇,开放包容、互利共赢,携手推动建设开放型世界经济,展现了大国担 当。"
Q-2025西城二模-19-2,S-2025西城二模,037_Desktop_2025模拟题_2025各区二模_2025西城二模_试卷_试卷.pdf::Q19(2),19(2),主观题,待判,,,yes_candidate,yes_candidate,not_found_yet,pending_pairing,pending,needs_module_judgment,control_base_audit_only,"19.(10分) (1)(5分)机遇:世界国民财富总体增长,有利于经济发展和增进福祉。基础设施、工业和技术的增 长,可以提高生产率和支持提高生活水平。人力资本的增长,劳动者素质提高,对长期经济可持 续性发展至关重要。 挑战:国民财富增长不平衡,不可再生自然资本的增长不稳定性,各种安全风险增加,影响发展的 稳定性;可再生自然资本急剧下降,对环境可持续性和经济韧性都构成重大风险;人力资本改善的 质量和可及性因国家而异,加剧发展的不平衡。 (2)(5分)发展是解决一切问题的总钥匙。释放各国发展潜力,实现世界各国共同发展,才能保证持 久的和平。中国对最不发达国家实行零关税,开放广阔的中国市场,惠民生增福祉,与各国包括最 不发达国家共享发展新机遇,开放包容、互利共赢,携手推动建设开放型世界经济,展现了大国担 当。"
Q-2025西城二模-20,S-2025西城二模,037_Desktop_2025模拟题_2025各区二模_2025西城二模_试卷_试卷.pdf::Q20,20,主观题,待判,,,yes_candidate,yes_candidate,not_found_yet,pending_pairing,pending,needs_module_judgment,control_base_audit_only,"20.(10分)可从党的性质宗旨;满足文化需求、丰富文化供给、推动文化创新创造;社会历史主体;中国式 现代化的实现等角度作答。 等级水平 等 级 描 述 水平4 (6~7 分) 观点鲜明正确,能明确表达自己的见解;紧扣问题,综合运用所学展开论述,逻 辑严密,条理清晰 水平3 (4~5 分) 观点正确,能表达自己的见解;能扣住问题展开论述,知识运用比较准确,逻辑 性较强,有条理 水平2 (2~3 分) 观点不明确;论述不能集中指向问题,罗列知识;知识运用不正确;论述缺乏逻 辑,条理性差 水平1 (0~1 分) 应答与试题无关;或重复试题内容,或没有应答 等级水平 等 级 描 述 水平4 (8~10 分) 观点鲜明,能明确表达自己的见解;紧扣问题,综合运用所学展开论述,逻辑 严密,条理清晰 水平3 (5~7 分) 观点比较明确,能表达自己的见解;能扣住问"
Q-2025顺义一模-1,S-2025顺义一模,033_Desktop_2025模拟题_2025各区一模_2025顺义一模_试卷_试卷.pdf::Q1,1,选择题,待判,,,yes_candidate,yes_candidate,not_found_yet,pending_pairing,pending,needs_module_judgment,control_base_audit_only,"1.推进强国建设,必须坚持中国共产党领导和党中央集中统一领导,切实加强党的建设。保持以党的自 我革命引领社会革命的高度自觉,坚持用改革精神和严的标准管党治党,完善党的自我革命制度规范体 系,确保党始终成为中国特色社会主义事业的坚强领导核心。把百年大党治理好、建设强( ) 1要提高长期执政能力,健全全面从严治党体系 2必须时刻保持解决大党独有难题的清醒和坚定 3必须加强对社会事务的具体管理,发挥总揽全局、协调各方的作用 4要强化思想建设的统领作用,健全固本培元、凝心铸魂的教育体系 A.12 B.14 C.23 D.34"
Q-2025顺义一模-2,S-2025顺义一模,033_Desktop_2025模拟题_2025各区一模_2025顺义一模_试卷_试卷.pdf::Q2,2,选择题,待判,,,yes_candidate,yes_candidate,not_found_yet,pending_pairing,pending,needs_module_judgment,control_base_audit_only,"2.2025 年北京市政府提出,共建社区微花园(楼边院角的迷你小花园)50 个。自去年北京启动微花园建 设以来,广大居民积极献言建策,共同参与社区小微空间的改造和利用,不仅扮靓社区环境,也为居民生 活增添了许多乐趣与温馨,微花园成为深受市民喜爱的楼下“绿色会客厅”。共建社区微花园( ) 1解决了社区发展动力问题,促进了人与自然和谐共生 2需集思广益、因地制宜,既贴近社区实际,又契合居民期待 3蕴含着民生“大情怀”,彰显实干奋进、善作善成的治理理念 4提升了社区凝聚力和居民归属感,建立了完善的居民参与机制 A.13 B.14 C.23 D.24"
Q-2025顺义一模-3,S-2025顺义一模,033_Desktop_2025模拟题_2025各区一模_2025顺义一模_试卷_试卷.pdf::Q3,3,选择题,思维,想象;逆向思维,,yes_candidate,yes_candidate,not_found_yet,pending_pairing,pending,needs_evidence_pairing_then_body_or_choice,control_base_audit_only,"3.“冰雪同梦、亚洲同心”,亚冬会以冰雪运动促进亚洲各国和地区合作、以冰雪经济助推共同发展。冰雪 运动作为兼具竞技性、观赏性和人文性的体育活动,不仅通过赛事竞技和文化活动搭建跨文化交流的桥 梁,而且通过冰雪文化的传播与共享深化不同国家和地区间的理解与合作。对此,下列认识正确的是 ( ) A.参赛各国独具个性的文化寓于冰雪运动的共性文化之中 B.多元冰雪文化在交流与交融中赋能不同国家和地区发展 C.承认矛盾普遍性是促进各国文化交流与经济合作的关键 D.运用逆向思维,有意想象文化交流和经济发展间的关联"
Q-2025顺义一模-4,S-2025顺义一模,033_Desktop_2025模拟题_2025各区一模_2025顺义一模_试卷_试卷.pdf::Q4,4,选择题,推理,判断;结论,其他复合推理;联言推理,yes_candidate,yes_candidate,not_found_yet,pending_pairing,pending,same_type_index_or_boundary,control_base_audit_only,"4.你的时间都去哪儿了?2024 年10 月31 日,国家统计局发布第三次全国时间利用调查公报。 全国居民主要活动大类时间利用情况(按一周7 天计算的每日活动) 主要活动大类 2018 年居民每日平均时间 2024 年居民每日平均时间 家务劳动时间 1 小时26 分钟 1 小时17 分钟 ===== PAGE 2 ===== 第2页/共18页 健身活动参与时间 0 小时31 分钟 0 小时35 分钟 学习培训时间 0 小时27 分钟 1 小时47 分钟 互联网使用时间 2 小时42 分钟 5 小时37 分钟 ...... ...... ...... 数据来源:国家统计局发布第二次、第三次全国时间利用调查公报 对比两次调查公报的部分内容,下列说法正确的是( ) 1调查结果具有直接现实性,能客观反映居民生活模式和生活质量状况 2居民互联网使用时间的大幅增"
Q-2025顺义一模-5,S-2025顺义一模,033_Desktop_2025模拟题_2025各区一模_2025顺义一模_试卷_试卷.pdf::Q5,5,选择题,待判,必要条件;联言,假言推理;周延判断;联言推理,yes_candidate,yes_candidate,not_found_yet,pending_pairing,pending,needs_module_judgment,control_base_audit_only,"5.下列命题中,与“这篇散文不但文笔生动,而且富有哲理。”相矛盾的是( ) A.这篇散文不但文笔不生动,而且不富有哲理。 B.这篇散文或者文笔不生动,或者不富有哲理。 C.这篇散文如果文笔不生动,那么就是富有哲理的。 D.这篇散文只有富有哲理、才文笔生动。"
Q-2025顺义一模-6,S-2025顺义一模,033_Desktop_2025模拟题_2025各区一模_2025顺义一模_试卷_试卷.pdf::Q6,6,选择题,推理,判断;联言,三段论;联言推理;周延判断;逻辑三律与概念规则;假言推理;联言推理;周延判断;逻辑三律与概念规则;联言推理;周延判断;逻辑三律与概念规则,yes_candidate,yes_candidate,not_found_yet,pending_pairing,pending,same_type_index_or_boundary,control_base_audit_only,"6.2024 年9 月,中国人民银行在会同金融监管部门推出的一揽子增量支持政策中,首次创设了支持资本 市场的货币政策工具--证券、基金、保险公司互换便利(SFISF)。 中国人民银行创设证券、基金、保险公司互换便利,支持符合条件的证券、基 金、保险公司以债券、股票ETF、沪深300 成份股等资产为抵押,从中国人民银行换 入国债、央行票据等高等级流动性资产。 关于该政策工具,下列说法正确的是( ) 1“这个政策工具能够改善非银机构总体的流动性环境。”该判断的主项是“政策工具” 2“互换便利不是央行直接向市场给钱,而是通过新工具盘活资产,统筹安排股市、债市等不同市场间的 流动性。”这是联言判断,有利于人们多方面分析和把握互换便利的特点 3“政府宏观调控最常用的政策工具有财政政策、公开市场业务、存款准备金、中央银行贷款等。”该划分 没有使用同一个划分标准,"
Q-2025顺义一模-7,S-2025顺义一模,033_Desktop_2025模拟题_2025各区一模_2025顺义一模_试卷_试卷.pdf::Q7,7,选择题,推理,三段论;中项;判断;前提;周延;大项;小项;概念;结论,三段论;周延判断;三段论;周延判断;逻辑三律与概念规则,yes_candidate,yes_candidate,not_found_yet,pending_pairing,pending,same_type_index_or_boundary,control_base_audit_only,"7.下列三段论的逻辑分析错误的是( ) A 凡共青团员都是青年,并非所有的青年工 不正确,一个形式结构正确的三段论前提中不周延的 ===== PAGE 3 ===== 第3页/共18页 人都是共青团员,所以并非所有的青年工 人都是青年。 项在结论中不得周延,该三段论犯了“小项不当扩 大”的逻辑错误。 B 调查报告不是文学作品,这篇文稿不是调 查报告,所以这篇文稿不是文学作品。 不正确,一个形式结构正确的三段论,两个否定的前 提不能必然推出结论,结论为否定当且仅当前提中有 一否定。 C 物质是不灭的,这支钢笔是物质,所以这 支钢笔是不灭的。 不正确,一个形式结构正确的三段论只能有三个不同 的项,该三段论犯了“四概念”的逻辑错误。 D 有些农民是劳动模范,有些农民是党员, 所以有些党员是劳动模范。 不正确,一个形式结构正确的三段论中项在前提中至 少周延一"
Q-2025顺义一模-8,S-2025顺义一模,033_Desktop_2025模拟题_2025各区一模_2025顺义一模_试卷_试卷.pdf::Q8,8,选择题,待判,,,yes_candidate,yes_candidate,not_found_yet,pending_pairing,pending,needs_module_judgment,control_base_audit_only,"8.2025 年3 月5 日,《中华人民共和国全国人民代表大会和地方各级人民代表大会代表法(修正草案)》 提请十四届全国人大三次会议审议。此次修法一大亮点,是在完善拓展和深化“密切国家机关同人大代表 的联系、密切人大代表同人民群众的联系”制度机制方面增加了内容。此项增加内容( ) 1赋予人大代表更多的职权,能更好地汇集人民心声 2推动健全代表联络机制,提升代表履职效能 3实现权力机关与其他国家机关相互监督,助推国家机关协调高效运转 4践行民主集中制原则,帮助其他国家机关推进工作 A.12 B.13 C.24 D.34"
Q-2025顺义一模-9,S-2025顺义一模,033_Desktop_2025模拟题_2025各区一模_2025顺义一模_试卷_试卷.pdf::Q9,9,选择题,待判,,,yes_candidate,yes_candidate,not_found_yet,pending_pairing,pending,needs_module_judgment,control_base_audit_only,"9.难受,想哭,该怎么办?是把情绪憋在心里,还是找人倾诉?“您好,这里是某某省心理援助热线,您 的心理健康我们时刻守护......”国家卫健委设置了全国统一的心理援助热线电话号码“12356”,便于从国家 层面与其他紧急服务热线建立联动机制,全力为公众提供更加优质便捷的心理健康公益服务。设置“12356” 热线( ) 1旨在让群众获得高质量的心理健康服务 2使全社会更好地形成尊法守法用法的氛围 3是通过执法和司法保障公民的权利和尊严 4整合政务服务资源,提高政府服务实效 A.12 B.14 C.23 D.34"
Q-2025顺义一模-10,S-2025顺义一模,033_Desktop_2025模拟题_2025各区一模_2025顺义一模_试卷_试卷.pdf::Q10,10,选择题,推理,前提,其他复合推理,yes_candidate,yes_candidate,not_found_yet,pending_pairing,pending,same_type_index_or_boundary,control_base_audit_only,"10.某公司员工邓某将其已怀孕的情况告知人事部门,公司于当日通知邓某调岗到外省,调岗理由为邓某 在一年内有两天的工作日志内容一致,主观认为存在日志作假情形。邓某表示愿意在产假结束后去外省上 班。公司以其“工作日志弄虚作假,不服从公司工作安排,严重缺乏职业道德”和依据《劳动法》第三条第 二款的规定向邓某发送《解除劳动合同通知函》。因此双方发生争议。 法条链接《中华人民共和国劳动法》第三条第二款规定:“劳动者应当完成劳动任务,提高职业 ===== PAGE 4 ===== 第4页/共18页 技能,执行劳动安全卫生规程,遵守劳动纪律和职业道德。” 第五十八条国家对女职工和未成年工实行特殊劳动保护。 对此,下列说法正确的是( ) A.邓某可以特殊劳动保护的原则和调岗理由缺乏事实依据,依法要求公司履行合同 B.邓某虽未完整履行义务,但公司单方解约违背了协商一致"
Q-2025顺义一模-11,S-2025顺义一模,033_Desktop_2025模拟题_2025各区一模_2025顺义一模_试卷_试卷.pdf::Q11,11,选择题,待判,,,yes_candidate,yes_candidate,not_found_yet,pending_pairing,pending,needs_module_judgment,control_base_audit_only,"11.卫先生在搭乘上行自动扶梯时,因帮助其前方的古阿姨站立不稳向后摔倒,古阿姨并未受伤,但卫先 生却因冲击力大且事发突然而摔倒受伤。事后,卫先生自行就医并支付了所有费用。相关部门拟对卫先生 颁发“见义勇为”荣誉证书,需古阿姨对救助情况进行确认却遭到拒绝,卫先生将古阿姨诉至法院。法院依 法判决古阿姨补偿卫先生7000 元。对此,下列看法正确的是( ) 1卫先生因保护古阿姨民事权益使自己受到损害,故由侵权人古阿姨承担民事责任 2法院综合考虑卫先生的受伤情况、救助行为及所起作用等实际情况确定赔偿责任 3因保护古阿姨民事权益致使卫先生受到损害,可以由受益人古阿姨给予适当补偿 4用法治力量扶起“跌倒的美德”,弘扬了见义勇为、知恩图报的中华民族传统美德 A.12 B.14 C.23 D.34"
Q-2025顺义一模-12,S-2025顺义一模,033_Desktop_2025模拟题_2025各区一模_2025顺义一模_试卷_试卷.pdf::Q12,12,选择题,待判,,,yes_candidate,yes_candidate,not_found_yet,pending_pairing,pending,needs_module_judgment,control_base_audit_only,"12.“寸麦不怕尺水,尺麦但怕寸水”是出自《天工开物》的农谚,是农民在长期的农业生产中得出的认 识,如今各种各样的传感器深入农田,实时监测土壤,让农民对土壤的“健康状况”了如指掌,通过数据, 给农业种植提供精确指导。对此,下列认识正确的是( ) 1推动农业科技创新成果转化,精准发展农村特色支柱产业 2通过数据要素与农业融合优化资源配置,推进乡村全面振兴 3因地制宜发展农业新质生产力,推动技术等要素向农业集聚 4贯彻协调发展理念,培育乡村经济新业态、新模式 A.12 B.14 C.23 D.34"
Q-2025顺义一模-13,S-2025顺义一模,033_Desktop_2025模拟题_2025各区一模_2025顺义一模_试卷_试卷.pdf::Q13,13,选择题,待判,,,missing_or_not_yet_paired,missing_or_not_yet_paired,not_found_yet,pending_pairing,pending,needs_module_judgment,control_base_audit_only,"13.矿产资源是工业的“粮食”和“血液”,是经济社会发展的重要物质基础。矿业权出让经历了由审批制出 让到全面推进竞争性方式出让。 关于竞争性方式出让矿业权认识正确的是( ) 1矿业权从申请审批到竞争性出让是建设竞争有序市场体系的内在要求 2需设置矿业企业准入门槛,避免低价恶性竞标导致后续开发隐患 ===== PAGE 5 ===== 第5页/共18页 3矿产资源是公共物品和战略资源,应由国有经济占支配地位 4发挥市场在资源配置中的决定性作用,提高资源配置效率和公平性 A.13 B.14 C.23 D.24"
Q-2025顺义一模-14,S-2025顺义一模,033_Desktop_2025模拟题_2025各区一模_2025顺义一模_试卷_试卷.pdf::Q14,14,选择题,待判,,,yes_candidate,yes_candidate,not_found_yet,pending_pairing,pending,needs_module_judgment,control_base_audit_only,"14.建设更高水平平安中国,事关事业兴旺发达、事关人民美好生活、事关国家长治久安。某校开展“我 与国家安全”主题活动,通过微演讲等形式引导学生增强国家安全意识。下列可以作为演讲主题的是( ) 1把捍卫国家经济安全摆在首位,以新安全格局保障新发展格局 2深入开展国家安全宣传教育,切实增强全民国家安全意识 3以促进国际安全为根本,完善参与全球安全治理机制 4建设更高水平平安中国,以新安全格局保障新发展格局 A.13 B.14 C.23 D.24"
Q-2025顺义一模-15,S-2025顺义一模,033_Desktop_2025模拟题_2025各区一模_2025顺义一模_试卷_试卷.pdf::Q15,15,选择题,待判,,,yes_candidate,yes_candidate,not_found_yet,pending_pairing,pending,needs_module_judgment,control_base_audit_only,"15.世界百年变局加速演进。中国对世界的影响,从未像今天这样全面、深刻、长远;世界对中国的关 注,也从未像今天这样广泛、深切、聚焦。某报社启动了一项面向46 个国家、5.1 万名民众的问卷调查。 中国国际形象全球调查报告(节选)◇超过八成国外受访民众认为本国与中国的关系是友好的、正常 的、战略合作的◇近七成(69%)国外受访民众期待中国未来更多参与国际事务或发挥更大作用 ◇近九成(88%)支持中国在有关国际机构、机制或平台中主动发挥更大作用 ◇...... 调查结果表明,中国( ) 1日益走近世界舞台中央,不断为世界和平与发展作出更大贡献 2在国际事务中日益发挥着负责任大国作用,主导世界发展方向 3作为世界上最大的发展中国家,在外交活动中坚定地维护各国的国家利益 4坚持和平发展道路,推动建设相互尊重、合作共赢的国际关系 A.14 B.13 C.23 "
Q-2025顺义一模-16,S-2025顺义一模,033_Desktop_2025模拟题_2025各区一模_2025顺义一模_试卷_试卷.pdf::Q16,16,主观题,边界,辩证否定,,yes_candidate,yes_candidate,not_found_yet,pending_pairing,pending,excluded_or_boundary_index,control_base_audit_only,"16.《哪吒之魔童闹海》源于对中国神话的现代诠释。从“剔骨还父”的悲情英雄蜕变为“我命由我 不由天”的叛逆少年,既保留了反抗命运的精神内核,又赋予其“自我认知”的当代价值观,3D 建模、动 态水墨、粒子特效等技术手段,让传统文化以符合当代审美的方式“活起来”。 “黑悟空”横空出世、“唐宫夜宴”舞动网端......近年来,我国诸多行业都在与中国优秀传统文化 的紧密联系中找到了新的表达方式,在文化自信中探索出了未来发展的新方向,越来越多“古老的”正在 成为“新生的”。 结合材料,运用《哲学与文化》知识,分析如何让那些“古老的”成为“新生的”。"
Q-2025顺义一模-17-1,S-2025顺义一模,033_Desktop_2025模拟题_2025各区一模_2025顺义一模_试卷_试卷.pdf::Q17(1),17(1),主观题,推理,假言;充分条件;判断;必要条件;推理;演绎推理;选言,假言推理;假言推理;选言推理;其他复合推理;选言推理,yes_candidate,yes_candidate,not_found_yet,pending_pairing,pending,same_type_index_or_boundary,control_base_audit_only,"17.营商环境“强磁场”,科创活力引力足。 材料一 杭州“六小龙”在科创赛道上的“成绩单”惊艳四座。国内多个城市发出灵魂之问:为什么 是杭州? 甲、乙、丙三位同学针对这个问题展开讨论,做出下列回答。 ===== PAGE 6 ===== 第6页/共18页 甲:杭州如果有科创基金支持,那么就会成为科创人才高地。乙:杭州除非获得科创基金支持, 否则不能成为科创人才高地。 丙:杭州推进创新活力之城建设,或者需要科创基金支持,或者需要成为科创人才高地。 (1)结合材料,运用《逻辑与思维》知识,写出上述同学判断同时为真的条件,并说明理由。 材料二 2025 年《政府工作报告》指出,“梯度培育创新型企业,促进专精特新中小企业发展壮 大”。 专精特新中小企业创新能力强、发展活力足,是培育新质生产力的重要力量。 专精特新中小企业是指具有“专业化、精细化、特色化、新颖"
Q-2025顺义一模-17-2,S-2025顺义一模,033_Desktop_2025模拟题_2025各区一模_2025顺义一模_试卷_试卷.pdf::Q17(2),17(2),主观题,推理,假言;充分条件;判断;必要条件;推理;演绎推理;选言,假言推理;假言推理;选言推理;其他复合推理;选言推理,yes_candidate,yes_candidate,not_found_yet,pending_pairing,pending,same_type_index_or_boundary,control_base_audit_only,"17.营商环境“强磁场”,科创活力引力足。 材料一 杭州“六小龙”在科创赛道上的“成绩单”惊艳四座。国内多个城市发出灵魂之问:为什么 是杭州? 甲、乙、丙三位同学针对这个问题展开讨论,做出下列回答。 ===== PAGE 6 ===== 第6页/共18页 甲:杭州如果有科创基金支持,那么就会成为科创人才高地。乙:杭州除非获得科创基金支持, 否则不能成为科创人才高地。 丙:杭州推进创新活力之城建设,或者需要科创基金支持,或者需要成为科创人才高地。 (1)结合材料,运用《逻辑与思维》知识,写出上述同学判断同时为真的条件,并说明理由。 材料二 2025 年《政府工作报告》指出,“梯度培育创新型企业,促进专精特新中小企业发展壮 大”。 专精特新中小企业创新能力强、发展活力足,是培育新质生产力的重要力量。 专精特新中小企业是指具有“专业化、精细化、特色化、新颖"
Q-2025顺义一模-18,S-2025顺义一模,033_Desktop_2025模拟题_2025各区一模_2025顺义一模_试卷_试卷.pdf::Q18,18,主观题,边界,,,yes_candidate,yes_candidate,not_found_yet,pending_pairing,pending,excluded_or_boundary_index,control_base_audit_only,"18.以科技创新引领新质生产力发展,建设现代化产业体系。 近年来,我国一系列科技成果不断涌现转化为实实在在的生产力,传统产业、新兴产业、未来产业 追“智”逐“绿”,齐头并进。 ◇建成近万家数字化车间和智能工厂,培育400 多家国家级智能制造示范工厂,人工智能、数字孪生等 技术在90%以上示范工厂得到应用...... ◇2024 年,新能源汽车全年产量达1316.8 万辆,产量连续10 年居全球首位,我国成为全球首个新能 源汽车年产量超千万辆的国家...... ◇嫦娥六号实现人类首次月球背面采样返回,我国自主研制的AG60E 电动飞机成功首飞,我国自主设计 建造的首艘大洋钻探船“梦想”号正式入列...... 一个个重要时刻,见证着中国创新驱动高质量发展的铿锵步伐。 结合材料,运用《经济与社会》知识,说明我国如何以科技创新引领新质生产力发展,建设现代化产"
