suite,heading,principle_node,material_trigger_chars,question_prompt_chars,why_trigger_chars,answer_landing_chars,has_all_fields,material_trigger,question_prompt,why_trigger,answer_landing
2025朝阳二模,21. 2025朝阳二模 第2题（选择题）,矛盾的特殊性 / 具体问题具体分析,252,0,291,301,False,"梅花、樱花、杏花、桃花、梨花同属被子植物门的蔷薇科，花朵形态诸多相似（共性），但开花时序、树形枝条、花梗花瓣花萼又各有不同（个性）。诗人咏花、画家画花、农民种花、园丁育花。
【设问】 下列说法正确的是（ ）
①蔷薇科植物花朵形态的共性通过多种花卉体现，表明矛盾普遍性包含着特殊性；
②小寒梅花香、立春樱花芳、雨水杏花萌、惊蛰桃花绽、春分梨花纷是自然规律；
③人们赏花，可以欣赏到不同花卉的个性之美，也可以体味岁时节序的法则之美；
④农民种花、园丁育花、诗人咏花、画家画花，能以不同的形式体现劳动创造精神。",,五种花同属蔷薇科（共性、普遍性），又各有时序枝形花瓣花萼差异（特殊性）——典型的矛盾普遍性与特殊性关系情境。学生看到“同科共性—各花个性”对比时，应想到矛盾普遍性寓于特殊性之中、由特殊性表现出来；同时“诗咏画绘农种园育”是人通过劳动创造美的活动。①把“普遍性包含特殊性”颠倒了——正确表述是“普遍性寓于特殊性之中”，应排除；②把节气与开花的对应关系一概称为“自然规律”存在表述瑕疵（开花时间也受气候、地域具体条件影响，并非纯粹时序规律），不是最严谨表达；③矛盾的特殊性带来个性之美、矛盾的普遍性带来法则之美——正确；④诗咏画绘农种园育是不同形式的劳动创造，体现劳动创造精神——正确。,正确项是 D（③④）。③矛盾的特殊性使各种花卉呈现各自的个性之美，而矛盾的普遍性（春发花开的岁时节序）让人们体味法则之美——这是矛盾普遍性与特殊性辩证关系在赏花中的具体显现。④农民种花、园丁育花、诗人咏花、画家画花，是人以不同形式从事劳动创造的活动——劳动创造美、劳动创造精神在这些不同的实践方式中得到体现。错项①把“矛盾普遍性包含特殊性”的方向颠倒了——正确表述是“矛盾的普遍性寓于特殊性之中、并通过特殊性表现出来”，①混淆了“寓于”与“包含”两者的方向；错项②把“梅花在小寒、樱花在立春……”这种与具体气候、地域相关的物候现象简单认定为“自然规律”，过于绝对，未抓住规律应当客观、必然、稳定的本质。
2024顺义二模,23. 2024顺义二模 第3题（选择题）,矛盾的特殊性 / 具体问题具体分析,247,0,164,79,False,"“2024年开年最卷的竟然是文旅局。哈尔滨冰雪经济火爆出圈，在尔滨的带动下，各地网友纷纷喊话家乡文旅局抄作业、亮家底，多地文旅主打一个听劝，纷纷出手加码布局，精心打造各自的文旅名片”。
【设问】 对此认识正确的是
①挖掘本地文旅资源潜力，能让各地人们过上美好生活
②哈尔滨冰雪经济火爆，说明文化与经济相互交融、相互促进
③文旅局打造各自的文旅名片，是政府运用矛盾分析法科学履职的体现
④网友喊话家乡文旅局“抄作业”“亮家底”是运用了逆向思维的方式
A. ①②
B. ①④
C. ②③
D. ③④",,“各地”“精心打造各自的文旅名片”这一组关键词刻画的是各地结合自身特殊条件做出差别化选择——不是用一个模子套，而是抓自己独有的文旅资源做自己的名片，这是矛盾的特殊性、具体问题具体分析在政府履职中的运用，即矛盾分析法。学生看到“各地”“各自”“名片”这种强调差异化的表达，应当想到政府用矛盾分析法找到本地特殊性、具体问题具体分析。,③各地文旅局根据本地独特的文化资源、地理风物、民俗特色“打造各自的文旅名片”，是从本地的矛盾特殊性出发、具体问题具体分析，是政府运用矛盾分析法科学履职的体现。
2025西城二模,3. 2025西城二模 第16题第（1）问（主观题）,矛盾的普遍性和特殊性,54,124,86,76,True,勺鸡、貉、雕鸮、狍子、野猪、岩松鼠、红嘴蓝鹊等十余种动物体型差异显著，工作人员据此设计攀爬台阶和不同蓄水池。,京郊的鹿叫村遗址……管理处在水井内建造了攀爬台阶，并营造了5处雨水收集池，便于不同体型的动物们自由取水……确认有勺鸡、貉、雕鸮、狍子、野猪、岩松鼠、红嘴蓝鹊等十余种野生动物在此饮水觅食。（1）废弃水井变成了动物乐园，请说明背后的哲学智慧。（6分）。,材料中野生动物种类多、体型与习性各异，水井改造若一刀切则无法兼顾各类动物，工作人员针对不同体型分别设计攀爬台阶与多处雨水池，体现以矛盾普遍性原理指导对矛盾特殊性的具体分析。,哲学智慧在于工作人员从“保护野生动物”的普遍要求出发，再分析不同物种取水的特殊需求，把共性原则化为差异化方案，使各类动物都能取水生存，实现生态保护目的。
2025朝阳二模,7. 2025朝阳二模 第22题（主观题）,矛盾的普遍性和特殊性,89,33,120,101,True,材料讲的是推进中国式现代化：现代化是人类社会发展的共同课题，但中国式现代化又立足中国国情、人口规模、发展道路、制度优势和实践探索，体现“共同现代化规律”与“中国自身特点”的统一。,运用所学，谈谈对推进中国式现代化事业中的顶层设计与实践探索的理解。,能想到矛盾普遍性和特殊性，是因为设问不是泛谈现代化，而是要求理解“中国式现代化”中的顶层设计与实践探索。现代化有普遍规律和共同经验，中国式现代化又有本国历史、制度和实践条件形成的特殊路径；材料正是在说明共性与个性、普遍规律与具体国情的结合。,推进中国式现代化要坚持矛盾普遍性与特殊性、共性与个性的具体的历史的统一。既要把握现代化建设的一般规律，借鉴人类文明有益成果，又要立足中国国情和中国实践进行顶层设计与探索创新，走符合自身实际的现代化道路。
2024顺义二模,11. 2024顺义二模 第16题第（1）问（主观题）,矛盾的普遍性和特殊性,136,38,166,134,True,“党的十八大以来，我国稳步推进无废城市建设，涌现出一批可推广示范的治理模式：北京经开区开展危险废物处理处置，推动了市场化危险废物综合利用；哈尔滨市在工业废物治理方面，强化了监管与执法；云南省推广农业有机废物收运处一体化多元利用顺丰洱海模式；广东深圳实行生活垃圾强制分类”。,结合材料，运用《哲学与文化》知识，说明各地推进“无废城市”建设做法的合理性。,北京-危废、哈尔滨-工业废物、云南-农业有机废物、深圳-生活垃圾，四个地方各有各的废物类型和治理路径——这是矛盾的特殊性；同时“无废城市”建设作为一个共性目标，又要求各地都按这一普遍要求去推进——这是矛盾的普遍性。各地具体做法把“无废城市”的共性要求落到本地的特殊条件中，正是矛盾普遍性寓于特殊性之中、普遍性与特殊性相互联结的体现。,矛盾的普遍性寓于特殊性之中，并通过特殊性表现出来；普遍性与特殊性相互联结。各地把“无废城市”建设这一普遍要求(矛盾的普遍性)结合北京危废、哈尔滨工业废物、云南农业废物、深圳生活垃圾等本地实际(矛盾的特殊性)推进——这是从矛盾普遍性原理出发具体研究矛盾特殊性的合理做法。
2024东城二模,12. 2024东城二模 第3题（选择题）,矛盾的普遍性和特殊性,230,0,148,141,False,"“解剖麻雀”是党在长期实践中总结提炼的调查研究方法，需要选准“麻雀”对其进行剖析研究，由此得出的调研结论具有可推广性、能举一反三。
【设问】 这说明，从“解决一个问题”到“解决一类问题”
①体现矛盾普遍性与特殊性相互联结，要从个性中把握共性
②体现了规律是普遍的，找准案例就可找到此类问题的共同规律
③实现了“一个问题”和“一类问题”的斗争性转化为同一性
④启示我们要树立系统观念，以“点的突破”带动“面的提升”
A. ①②
B. ①④
C. ②③
D. ③④",,“选准麻雀剖析”就是抓住一个具体特殊的研究对象，从中得出“可推广”“举一反三”的结论就是从特殊性中提炼普遍性。学生看到“选准麻雀”(特殊)→“剖析研究”(深入分析)→“可推广、举一反三”(普遍)这一链条，应当想到矛盾普遍性寓于特殊性之中、普遍性与特殊性相互联结，并据此运用矛盾分析法实现以点带面。,①党在“解剖一只麻雀”(矛盾的特殊性)中得出可推广的普适调研结论(矛盾的普遍性)，体现矛盾普遍性与特殊性相互联结；④运用矛盾分析法选准典型案例(点)进行深入剖析，从而带动一类问题的破解(面)，实现“点的突破”带动“面的提升”——这就是从“解决一个问题”到“解决一类问题”的哲学逻辑。
2025朝阳二模,13. 2025朝阳二模 第2题（选择题）,矛盾的普遍性和特殊性,335,0,60,81,False,"不同花卉呈现各自“个性之美”，又共同服从岁时节序的“法则之美”，个性与共性在赏花材料中同时出现。
【设问】 春风先发苑中梅,樱杏桃梨次第开。梅花、樱花、杏花、桃花、梨花同属被子植物门的蔷薇科,花朵形态诸多相似(梅花凌寒独开/樱花立春花开/杏花雨水萌发/桃花惊蛰初绽/梨花春分展颜),因此,赏花时需要细致把握。下列说法正确的是
①蔷薇科植物花朵形态的共性通过多种花卉体现,表明矛盾普遍性包含着特殊性；
②小寒梅花香、立春樱花芳、雨水杏花萌、惊蛰桃花绽、春分梨花纷是自然规律；
③人们赏花,可以欣赏到不同花卉的个性之美,也可以体味岁时节序的法则之美；
④农民种花、园丁育花、诗人咏花、画家画花,能以不同的形式体现劳动创造精神
A. ①②
B. ①③
C. ②④
D. ③④。",,材料一面写不同花卉的个性之美，一面写共同的岁时节序法则；个性中有共性、共性寓于个性，这就是矛盾普遍性和特殊性的触发机制。,正确项是D，因为③抓住个性之美与法则之美的统一，④强调人在种花、育花、咏花、画花中的实践创造；把普遍性说成包含特殊性，或把物候现象直接说成严格客观规律，都是误判。
2025朝阳二模,1. 2025朝阳二模 第16题（主观题）,内因与外因,104,34,125,112,True,材料把“从游”和“自学”并列：从游强调师友引导、学术传统和共同体熏陶，自学强调“独楫扁舟、夜观星斗”式的自主探索、独立思考和自我驱动。一个提供外部条件和方向，一个激活人成长的内在动力，二者共同作用于人才成长。,结合材料，运用《哲学与文化》知识，阐明从游与自学在人才成长中的作用。,能想到内因与外因，是因为设问问“从游与自学在人才成长中的作用”，材料本身就在比较外部引导与内部主动性。人才成长的根本动力在自身求知欲、思考力和自我发展需要，师友引导、学术环境等外因则提供方向、资源和条件；外因必须通过人的内在主动学习才能真正发生作用。,人才成长既需要从游带来的师友引导、学术规范和外部资源，也需要自学激发的内在动力、自主探索和独立思考。内因是事物变化发展的根据，外因是变化发展的条件，外因通过内因起作用；因此要把从游与自学结合起来，用外部引导激发内在成长动力。
2025海淀二模,2. 2025海淀二模 第16题（主观题）,实践与认识（总）,47,19,127,113,True,网友“放飞自我”与“实现梦想”对比人类记忆与人工智能；人类记忆与思维、创造力、灵感、联想相联。,运用《哲学与文化》知识，谈谈你的看法。,材料把人类记忆与AI对比：AI仅机械存储与检索，人类记忆却伴随思维活动、创造力、灵感、联想；这说明人面对信息不是被动接收的物质载体，而是带着目的、情感和经验对客观对象进行能动反映、加工与重构，正体现认识对客体的能动反映、意识的能动作用以及人有主观能动性。,材料中“网友“放飞自我”与“实现梦想”对比人类记忆与人工智能；人类记忆与思维、创造力、灵感、联想相联”，体现实践与认识（总）；这说明人的认识和行动在实践中相互推动，知与行不能割裂，因此可以直接用这一原理说明题中材料的内在逻辑。
2025东城二模,8. 2025东城二模 第16题（主观题）,实践与认识（总）,71,36,187,205,True,2025年人工智能发展按下加速键，元宵晚会上宇树科技机器人据说已经迭代了；DeepSeek横空出世登顶下载榜——AI技术与应用都在快速迭代中。,结合材料，运用哲学观点，谈谈我们应如何勇立潮头，与人工智能共创美好未来。,AI技术快速迭代、应用场景不断拓展——材料中“春晚到元宵晚会就已迭代”“DeepSeek急速登顶”让学生看到AI发展是动态过程，认识也在变化中。学生看到“人工智能浪潮滚滚而来+迭代加速+赋能新领域”就应当想到：人工智能是新兴事物，我们对它的认识需要在实践中不断深化；实践是认识的基础，认识具有反复性、无限性和上升性，与人工智能的关系需要在与之互动的实践中持续调整、不断创新。,实践是认识的基础，是认识发展的动力。人与人工智能的关系要在实践中不断调试——AI是新兴事物，我们对它的认识、使用、规制都要在不断与AI互动的实践中得到检验和深化。认识具有反复性、无限性和上升性，要求我们与时俱进、开拓创新，在实践中认识和发现真理，在实践中检验和发展真理；随着AI技术迭代和应用拓展，新问题新挑战不断涌现，我们不能固步自封，要不断探索AI的新边界，在与AI共创美好未来的过程中持续深化对它的认识。
2025朝阳二模,11. 2025朝阳二模 第16题（主观题）,实践与认识（总）,104,34,171,206,True,古代学子从师授业谓之从游：大鱼前导小鱼尾随，从游既久，其濡染观摩之效，自不求而至。亚里士多德游历、教学、观察、自学创立了逻辑学、生物学；爱因斯坦阅读物理学名著、钻研电磁理论与力学理论、做大量实验，创立相对论。,结合材料，运用《哲学与文化》知识，阐明从游与自学在人才成长中的作用。,从游是学子向老师学习——学的是老师在长期实践中积累的间接经验；自学是学子自己阅读名著、钻研理论、做实验、聚友群研——是学子自己在实践中（阅读实践、理论钻研实践、实验实践）获得直接认识。学生看到“从游受到濡染观摩”“自学钻研做大量实验”对比时，就应当想到实践是认识的基础：实践是认识的来源（包括间接的从游和直接的自学），认识在实践中检验和发展。,实践是认识的基础，实践是认识的唯一来源。从游是学子获取间接经验的重要途径——通过老师系统传授知识，借鉴他人在长期实践中积累的认识成果；自学是学子获取直接经验的过程——爱因斯坦在大学常去物理学教授家中请教并阅读物理学名著、钻研电磁理论和力学理论、做大量实验，是把自己投入到阅读、钻研、实验等具体实践中，在实践中不断深化对世界的认识。从游与自学共同构成获取直接经验与间接经验的统一过程，使人才在认识的不断深化中成长。
2025朝阳二模,12. 2025朝阳二模 第22题（主观题）,实践与认识（总）,93,40,219,211,True,中国式现代化是分阶段、分领域推进的，实现各个阶段发展目标、落实各个领域发展战略同样需要进行顶层设计。同时，推进中国式现代化是一个探索性事业，还有许多未知领域，需要我们在实践中去大胆探索。,结合材料，综合运用所学，谈谈对推进中国式现代化事业中的顶层设计与实践探索的理解。,顶层设计是党和国家对中国式现代化整体战略与各阶段目标的系统认识——是从既往实践中总结出来、又用以指导新一轮实践的系统认识；实践探索是在面向未知领域时通过实际行动去发现规律、检验认识、推动认识深化。学生看到“分阶段分领域推进+顶层设计”“许多未知领域+大胆探索”这一组关系时，就应当想到实践与认识的辩证关系：实践是认识的基础和动力，认识对实践具有能动的反作用，正确的认识（顶层设计）指导实践、错误的或不完备的认识需要在实践中得到检验和发展。,实践是认识的基础，实践是认识的来源、动力、目的、检验真理性的唯一标准。中国式现代化的顶层设计正是中国共产党在长期实践中形成的对现代化建设规律的系统性认识，它对实践具有能动的反作用——为各阶段发展目标和各领域发展战略提供战略指引。同时，认识具有反复性、无限性、上升性，中国式现代化事业仍有许多未知领域，需要在实践中大胆探索——通过实践探索去检验和丰富顶层设计，把“实践—认识—再实践—再认识”的循环用于推进中国式现代化事业。
2025丰台二模,14. 2025丰台二模 第16题第（1）问（主观题）,实践与认识（总）,151,64,176,221,True,古丝绸之路上西安、敦煌和喀什串起一条横贯东西的文明珠链。西安长安深植周礼秦制、设专项资金令铜瓷点金面花塑彩等古艺重焕生机；敦煌的唐代文献记录印度甘蔗制糖法、粟特商人波斯银币购川茶、莫高窟第285窟有古希腊罗马艺术元素；喀什自汉代起外邦商队与维吾尔手工艺人聚居形成多民族共生社区，新疆自由贸易试验区设立。,某校以“寻迹丝路明珠，领略古今风华”为主题开展“大思政课”，请你从以上三个地点中推荐一处，并运用《哲学与文化》知识阐述推荐理由。,“大思政课”本身就是把课堂搬到丝路实地——学生需要去西安/敦煌/喀什现场感知文明痕迹，再回到自身思考。学生看到“丝路明珠现场+大思政课实践育人”就应当想到实践与认识的辩证关系：实践是认识的基础（去丝路明珠地点现场亲身感知），正确认识对实践有指导作用（在大思政课的目标指引下有目的有意识地选择路线、实施研学）；认识在实践基础上不断深化、具有前进性上升性。,实践是认识的基础——实践是认识的来源、动力、目的和检验真理性的唯一标准。“大思政课”让青年学子走进西安/敦煌/喀什的真实文化现场，亲身感受周礼秦制延续的厚重、敦煌壁画文献多元交融的丰富、喀什多民族共生社区的鲜活——通过实践深化对中华文明、丝路文明、多元文化的认识。同时正确的认识对实践具有指导作用——大思政课所形成的对中华优秀传统文化、文化交流交融、文明互鉴的深刻认识，又会指导青年学子在未来的学习生活中自觉传承文化、拓展实践，实现知行合一。
2025昌平二模,19. 2025昌平二模 第16题（主观题）,实践与认识（总）,80,38,191,222,True,《祭侄文稿》中颜杲卿、颜季明跟安禄山叛军作战不惜牺牲生命维护国家统一；《黄州寒食帖》饱含苏轼不畏穷困艰难而追求理想精神状态的美。书家平生事迹与书法作品紧密结合。,有人认为“中国书法不仅仅是把字写好的问题”，从哲学与文化角度，谈谈你的看法。,颜真卿与苏轼都是先在生活实践（守家国、抗叛军、不畏穷困、追求理想）中形成对家国、对人生的深刻认识，又把这种认识通过书法这一表现形式凝结成可以传承的精神财富——后人通过欣赏书法作品获得正确认识，又指导自己的人生实践。学生看到“平生事迹—书法承载—激发后人力量”这一链条时，就应当想到实践是认识的基础、认识对实践的指导作用：书家的实践产生认识、认识凝结于书法、书法又对后人实践产生指导。,实践是认识的基础，认识对实践具有重大的反作用，正确的认识能够推动实践发展。颜真卿一族在抗击叛军、维护国家统一的实践中形成对家国大义的深刻认识，并通过《祭侄文稿》凝结为艺术与精神的统一；苏轼在被贬黄州的人生实践中形成对理想信念的深刻把握，并通过《黄州寒食帖》表达不畏艰难追求理想的精神状态。后人欣赏这些书法作品时，所获得的不只是字形美感，更是对家国情怀、理想信念这些正确认识的继承，并以此指导自己的人生实践——所以中国书法不仅仅是把字写好的问题。
2024顺义二模,20. 2024顺义二模 第20题第（2）问（主观题）,实践与认识（总）,122,51,174,156,True,“党之所以能够带领人民在一次次求索、一次次挫折、一次次开拓中完成中国其他各种政治力量不可能完成的艰巨任务，根本在于不断推进马克思主义中国化时代化”“产生了毛泽东思想、邓小平理论、三个代表重要思想、科学发展观、习近平新时代中国特色社会主义思想”。,结合材料，综合运用所学，谈谈对实现中华民族伟大复兴需要“不断谱写马克思主义中国化时代化新篇章”的认识。,“一次次求索”“一次次挫折”“一次次开拓”描述的是党在长期实践中不断推进马克思主义中国化时代化的过程，从毛泽东思想到习近平新时代中国特色社会主义思想，是党的实践推动认识反复深化、并被实践不断检验的过程——这正是实践是认识的来源、动力、检验标准和最终目的。学生看到“一次次求索-挫折-开拓”这种实践与认识相互推动的链条，应当想到实践与认识的辩证关系。,实践是认识的基础——党在带领人民革命、建设、改革的不同历史阶段实践中，不断把马克思主义基本原理同中国具体实际、同中华优秀传统文化相结合，推动马克思主义中国化时代化产生一系列理论成果；同时这些理论成果反过来指导中国实践，又被中国实践不断检验和发展。所以实现中华民族伟大复兴必须不断谱写马克思主义中国化时代化新篇章。
2025海淀二模,21. 2025海淀二模 第10题（选择题）,实践与认识（总）,315,0,351,246,False,"题干引用马克思《关于费尔巴哈的提纲》原文：“人的思维是否具有客观的真理性，这并不是一个理论的问题，而是一个实践的问题。人必须在实践中证明自己思维的真理性，即自己思维的现实性和力量。”。
【设问】 下列观点与此一致的是（ ）
①真理的意义这样的：只要观念有助于使它们与我们经验的其他部分处于圆满的关系中……这样，观念就成为真实的了；
②凡是把理论引向神秘主义的神秘东西，都能在人的实践中以及对这一实践的理解中得到合理的解决；
③通过实践创造对象世界，改造无机自然界，人证明自己是有意识的类存在物；
④抓着了世界的规律性的认识，必须把它再回到改造世界的实践中去，再用到生产的实践、革命的阶级斗争和民族斗争的实践以及科学实验的实践中去。",,题干马克思的核心命题是：思维真理性必须在实践中得到证明，实践是检验认识真理性的唯一标准。学生看到“实践中证明思维的真理性”就应想到实践与认识的关系。①是詹姆斯实用主义真理观，把“与经验融洽”作为真理标准，与马克思“实践才是检验标准”相左，应排除；②直接出自《提纲》第8条“凡是把理论引向神秘主义的神秘东西，都能在人的实践中以及对这种实践的理解中得到合理的解决”，与题干一致；③出自马克思早期手稿，强调通过实践改造对象世界证明人的类本质，与题干“实践证明思维的现实性和力量”一致；④是毛泽东《实践论》中关于“认识—实践—再认识—再实践”的表述，强调认识必须再回到实践中去检验和指导实践，与题干一致。题干侧重“思维真理性的实践证明”，最贴合的是②③（直接来自马克思原文且都讲实践对认识/思维真理性的证明）。,正确项是 C（②③）。②强调把理论难题引向实践和对实践的理解中得到解决，体现实践是认识的来源和检验标准；③强调通过实践改造世界来证明人作为有意识的类存在物，体现实践是认识的基础和实践的能动性。错项①是实用主义把“有用就是真理”当作真理观，颠倒了真理的客观性，否认实践才是检验真理的唯一标准；错项④虽然观点正确（认识必须回到实践中去检验和指导实践），但题干强调的是“思维真理性必须在实践中证明”这一前向命题，④侧重于“认识回到实践”的反向应用，不是与题干最直接对应的“实践证明思维真理性”命题。
2025昌平二模,25. 2025昌平二模 第6题（选择题）,实践与认识（总）,265,0,315,345,False,"大城市的堵车是怎么造成的？很多人或许认为，因为堵车，所以车慢了。但经过大数据分析，事实上，是因为车慢了，所以才堵车。某市在“城市大脑”的建设过程中，通过安装几万个交通摄像头充当“眼睛”，采集车流数据，智能调控红绿灯、疏解路口车流，从而确保了机动车车速，改善了交通状况。
【设问】 据此，以下说法正确的是（ ）
①科学实验活动为人们获得真理性认识提供了动力和来源；
②科技进步助推交通数据采集与交通调控建立了新的联系；
③认识伴随科技发展得以丰富和深化，从而带来城市治理的变革；
④人们对交通拥堵的片面认识不是对城市交通状况的反映。",,原本人们以为“因为堵车所以车慢”（朴素直觉认识），通过大数据分析改写为“因为车慢所以堵车”（深入实践得出的新认识），并由此搭建摄像头—数据—智能红绿灯系统改善交通——这是科技实践推动认识深化、新认识又指导实践改造城市交通的过程，并且把“交通数据采集”与“交通调控”这两个原本独立的环节通过人为方式建立了新联系。学生看到“大数据分析改写认识”“摄像头采集数据建立调控联系”就应当想到实践与认识的辩证关系、人为事物的联系。①“科学实验为真理性认识提供动力和来源”范围太窄——科学实验只是实践的一种形式，实践才是认识的来源；④“片面认识不是对城市交通状况的反映”错——片面认识也是对客观世界的反映（只是反映不全面、不准确），不是不反映。,正确项是 C（②③）。②科技进步助推交通数据采集与交通调控建立了新的联系——“城市大脑”通过摄像头采集与智能红绿灯调控的协同，建立了人为事物的新联系，体现联系的多样性和人为事物联系的客观性。③认识伴随科技发展得以丰富和深化，带来城市治理变革——大数据分析改写了人们对“堵车成因”的朴素认识，新认识又指导“城市大脑”的建设实践，体现实践推动认识发展、认识又指导实践。错项①“科学实验为真理性认识提供动力和来源”缩小了实践范围——实践包括生产实践、社会实践和科学实验等多种形式，是认识的全部来源和动力，不能用科学实验单一形式替代实践这一总体范畴；错项④“片面认识不是对城市交通状况的反映”错——所有意识、认识都是客观世界的反映，片面认识反映了客观世界的一部分或表面现象，仍然是反映而不是不反映。
2024顺义二模,26. 2024顺义二模 第5题（选择题）,实践与认识（总）,232,0,134,117,False,"“随着新媒体时代的到来，普通人能够以我为主角创作短视频，一个个特写镜头，被放大的微观视角，这种第一人称视角下的情感和记忆的散点式叙事，丰富了城市形象的维度和容量”。
【设问】 这表明，短视频
A. 作为塑造城市形象的直接现实性活动提升了城市的文化价值和软实力
B. 对塑造城市形象的价值在于其作为客体所具有的属性对主体的积极意义
C. 创作者从不同的角度、不同的方向进行散点式叙事是聚合思维的体现
D. 内容源于创作者对生活的感悟和体验并决定着城市形象的维度和容量",,A把“直接现实性”这个实践的特性套到短视频(意识活动)上，是把实践和认识的属性张冠李戴；D说“内容决定城市形象的维度和容量”，但城市本身才是客观存在，意识只能反映、不能决定客观对象本身——典型的意识决定论易错边界。两者都属于把唯物论的物质与意识、实践与认识的关系颠倒。,短视频塑造城市形象的价值，本质上是短视频作为客体所具有的属性(微观视角、情感叙事、引发共鸣)对主体(城市受众)的积极意义——价值是客体属性满足主体需要的关系；A把直接现实性塞给短视频、D把意识塞到决定地位，都是与认识论的典型易错边界。
2024海淀二模,4. 2024海淀二模 第17题第（2）问（主观题）,实践是认识的基础,78,77,148,90,True,调查了解阶段深入实际、采集居民时间利用一手数据(属于实践活动)；分析研究阶段在调查了解所获取的一手材料基础上对数据加工、提炼，形成对居民时间利用规律的认识。,（2）调查研究过程一般可分为准备阶段、调查了解阶段、分析研究阶段、总结阶段。从认识发展的历程角度，说明“调查了解阶段”与“分析研究阶段”的关联。（4分）。,调查了解阶段是深入实际接触调查对象、采集居民时间利用一手数据的实践活动，分析研究阶段则在调查了解所获取材料的基础上加工、提炼，形成对居民时间利用规律的认识——这一关系正符合“实践是认识的基础”：实践是认识的来源(没有调查了解就没有可分析的材料)、动力(实践推动认识发展)、唯一检验标准和最终目的。,调查了解阶段为分析研究提供来源和动力，分析研究形成的认识又要在后续实践中接受检验并最终服务于改善民生福祉、科学制定社会民生政策，因此两阶段是实践与认识相互依赖、不可分割的辩证关系。
2025东城二模,11. 2025东城二模 第16题（主观题）,实践是认识的基础,35,31,96,103,True,春晚到元宵晚会机器人在实际表演中迭代;人工智能在各领域使用中边用边改。,运用哲学观点，谈谈我们应如何勇立潮头，与人工智能共创美好未来。,"材料中机器人在不同晚会现场的实际表演中加速迭代,人工智能在各行各业的实际使用中不断调整,这种“在用中学、用中改”的过程,正是实践推动认识发展、检验认识真理性的过程。因此能想到实践是认识的基础。",与人工智能共创未来，不能只停留在概念想象中，而要在春晚机器人表演、社会治理、医疗教育和家庭服务等应用实践中检验人工智能的能力边界，发现问题、修正规范、深化认识，再把更新后的认识用于更安全、更有效的应用治理。
2025朝阳二模,14. 2025朝阳二模 第16题（主观题）,实践是认识的基础,42,34,92,58,True,学子借鉴群体的实践和认识；自学发现问题、思考问题、解决问题；阅读、做实验、聚友群研。,结合材料，运用《哲学与文化》知识，阐明从游与自学在人才成长中的作用。,从游里学子借鉴群体的实践经验获取间接经验，自学中学子在阅读、实验、研讨等亲身实践中发现并解决问题、获取直接经验。无论间接还是直接经验，认识都来源于实践。因此能想到”实践是认识的基础”。,从游为人才传承间接经验、搭建知识体系；自学让人才在亲身实践中深化认识、推动实践与认识相互促进，二者共同促进人才成长。
2025朝阳二模,15. 2025朝阳二模 第22题（主观题）,实践是认识的基础,30,33,96,66,True,前无古人的开创性事业;许多未知领域;需要在实践中去大胆探索。,运用所学，谈谈对推进中国式现代化事业中的顶层设计与实践探索的理解。,中国式现代化是前无古人的开创性事业，存在大量未知领域和难以预料的风险挑战，必须在实践中发现问题、总结经验。这正体现实践推动认识不断深化、并将认识转化为现实成果。因此能想到”实践是认识的基础”。,必须重视实践探索，因为只有在实践中才能深化对规律的认识、不断完善顶层设计，并把顶层设计转化为各领域的实际成果，从而推动中国式现代化。
2024朝阳二模,16. 2024朝阳二模 第16题第（2）问（主观题）,实践是认识的基础,118,40,146,121,True,"材料二写“20世纪初,研究人员观察到了包括大脑在内的神经系统中神经元之间的联系。受此启发,科学家开发了人工神经网络”；“受脑科学研究成果启发的类脑智能蓄势待发”；“大数据和人工智能通过了解我们给人类带来便利,也在重塑人类对世界的认识”。",未来，是人塑造人工智能？还是人工智能塑造人？还是……运用哲学知识，谈谈你的看法。,材料中“研究人员观察到神经元之间的联系”是人类的科学研究实践，正是这一实践推动了人工神经网络概念的产生；“类脑智能蓄势待发”“大模型走向各行业”进一步说明实践不断推动认识深化；同时人工智能的广泛应用作为新的实践又“重塑人类对世界的认识”，体现实践是认识的来源、动力，认识在实践基础上不断发展。,未来人与人工智能的相互塑造正是建立在人的实践基础上——人在科研与应用实践中加深对人工智能的认识进而设计、改造人工智能（人塑造人工智能），人工智能又作为新的实践工具推动人形成新认识、新观念（人工智能塑造人），二者在实践基础上相互塑造、共同发展。
2025丰台二模,17. 2025丰台二模 第16题第（1）问（主观题）,实践是认识的基础,50,34,110,112,True,敦煌唐代文献记录印度甘蔗制糖法，粟特商人用波斯银币购四川茶叶，莫高窟日神形象兼具古希腊罗马艺术元素。,请你从以上三个地点中推荐一处，并运用《哲学与文化》知识阐述推荐理由。,敦煌的甘蔗制糖法记录、波斯银币购茶、莫高窟日神兼具古希腊罗马艺术元素，都是古代丝路商贸往来的实践产物。各民族在交易、迁徙、建造等实践中形成对异域物产、技艺、艺术的认识，并写入文献、刻入壁画。这表明实践是认识的来源和动力。,材料中“敦煌唐代文献记录印度甘蔗制糖法，粟特商人用波斯银币购四川茶叶，莫高窟日神形象兼具古希腊罗马艺术元素”，体现实践是认识的基础；这说明实践是认识的来源、动力、检验标准和目的，因此可以直接用这一原理说明题中材料的内在逻辑。
