question_id,year,district,stage,suite_name,question_no,book_part,question_type,evidence_level,source_packet,status,decision_reason,run_route,body_policy,v98_use_policy,current_run_body_status,current_run_note
Q0114,2026,丰台,二模,2026丰台二模,9,reasoning,choice_question,A-support,02_codex_lane/GAP020_2026_FENGTAI_DONGCHENG_ERMO_Q8_Q9_Q21_Q12_Q18_SOURCE_LOCK.md#q0114-2026丰台二模-q9,source_locked_pending_external_review,原卷渲染页与答案表锁定 Q9=D；真假话约束推理稳定推出乙喜欢珠兰花茶、丁不喜欢白兰花茶；①③非必然；无独立客观题细则，按 A-support,reasoning_choice,enter_reasoning_handbook_only_with_full_stem_options_answer_reason,index_only_source_lock_coverage_review_issues_not_student_body,body_reasoning,derived_from_previous_source_index_not_new_source_evidence
Q0115,2026,丰台,二模,2026丰台二模,21,thinking,main_question,A-formal,02_codex_lane/GAP020_2026_FENGTAI_DONGCHENG_ERMO_Q8_Q9_Q21_Q12_Q18_SOURCE_LOCK.md#q0115-2026丰台二模-q21,source_locked_pending_external_review,主观题阅卷细则锁定乐学公园创新思维：立足实践与三新、联想思维、发散与聚合思维；变通答案允许超前思维或逆向思维合理给分,thinking_main,enter_thinking_handbook_if_prompt_and_answer_chain_available,index_only_source_lock_coverage_review_issues_not_student_body,body_thinking,derived_from_previous_source_index_not_new_source_evidence
Q0116,2026,东城,二模,2026东城二模,12,reasoning,choice_question,A-support,02_codex_lane/GAP020_2026_FENGTAI_DONGCHENG_ERMO_Q8_Q9_Q21_Q12_Q18_SOURCE_LOCK.md#q0116-2026东城二模-q12,source_locked_pending_external_review,教师版原题和答案表锁定 Q12=D；否定论断与原判断不能同真同假，C项省略前提方向错误；无独立客观题细则，按 A-support,reasoning_choice,enter_reasoning_handbook_only_with_full_stem_options_answer_reason,index_only_source_lock_coverage_review_issues_not_student_body,body_reasoning,derived_from_previous_source_index_not_new_source_evidence
Q0117,2026,东城,二模,2026东城二模,18,thinking+reasoning,main_question,A-formal,02_codex_lane/GAP020_2026_FENGTAI_DONGCHENG_ERMO_Q8_Q9_Q21_Q12_Q18_SOURCE_LOCK.md#q0117-2026东城二模-q18,source_locked_pending_external_review,正式阅卷细则锁定体检思维为类比推理2分，价值围绕创新治理思路和提高治理效能各2分；同时保留超前思维的主动防范、预见性和针对性触发,thinking_main;reasoning_main,may_enter_both_handbooks_with_distinct_question_function,index_only_source_lock_coverage_review_issues_not_student_body,body_both_or_cross_mount,derived_from_previous_source_index_not_new_source_evidence
Q0118,2026,朝阳,二模,2026朝阳二模,5,thinking,choice_question,A-support,02_codex_lane/GAP021_2026_CHAOYANG_ERMO_Q5_Q6_Q7_Q19_1_SOURCE_LOCK.md#q0118-2026朝阳二模-q5,source_locked_pending_external_review,教师版原题和答案表锁定 Q5=C；诗歌翻译用核心意象表达原作情感意境，训练形象思维；无独立客观题细则，按 A-support,excluded_or_boundary,audit_boundary_not_student_body,index_only_source_lock_coverage_review_issues_not_student_body,excluded_by_user_scope_thinking_choice,derived_from_previous_source_index_not_new_source_evidence
Q0119,2026,朝阳,二模,2026朝阳二模,6,reasoning,choice_question,A-support,02_codex_lane/GAP021_2026_CHAOYANG_ERMO_Q5_Q6_Q7_Q19_1_SOURCE_LOCK.md#q0119-2026朝阳二模-q6,source_locked_pending_external_review,教师版原题和答案表锁定 Q6=D；未来产业材料训练必要条件判断、双重否定表达和充分条件误推；无独立客观题细则，按 A-support,reasoning_choice,enter_reasoning_handbook_only_with_full_stem_options_answer_reason,index_only_source_lock_coverage_review_issues_not_student_body,body_reasoning,derived_from_previous_source_index_not_new_source_evidence
Q0120,2026,朝阳,二模,2026朝阳二模,7,thinking,choice_question,A-support,02_codex_lane/GAP021_2026_CHAOYANG_ERMO_Q5_Q6_Q7_Q19_1_SOURCE_LOCK.md#q0120-2026朝阳二模-q7,source_locked_pending_external_review,教师版原题和答案表锁定 Q7=D；智能轮椅突破传统功能局限并跨技术组合，训练创新思维思路多向性与跨越性；无独立客观题细则，按 A-support,excluded_or_boundary,audit_boundary_not_student_body,index_only_source_lock_coverage_review_issues_not_student_body,excluded_by_user_scope_thinking_choice,derived_from_previous_source_index_not_new_source_evidence
Q0121,2026,朝阳,二模,2026朝阳二模,19(1),reasoning,main_question,A-formal,02_codex_lane/GAP021_2026_CHAOYANG_ERMO_Q5_Q6_Q7_Q19_1_SOURCE_LOCK.md#q0121-2026朝阳二模-q191,source_locked_pending_external_review,正式阅卷细则锁定明确概念内涵的方法：定义、种差加属概念、肯定与否定相结合解释内涵，以及避免否定定义、循环定义等逻辑规则错误,reasoning_main,enter_reasoning_handbook_main_question,index_only_source_lock_coverage_review_issues_not_student_body,body_reasoning,derived_from_previous_source_index_not_new_source_evidence
Q0122,2026,海淀,二模,2026海淀二模,3,thinking,choice_question,B-choice-signal,02_codex_lane/GAP022_2026_HAIDIAN_ERMO_Q3_Q4_Q5_Q6_Q7_Q18_1_Q20_1_SOURCE_LOCK.md#q0122-2026海淀二模-q3,source_locked_pending_external_review,教师版原题和答案表锁定 Q3=C；A/B 为思维具体和类比推理误挂，只作选必三术语陷阱信号，不作为正向思维样本入库,excluded_or_boundary,audit_boundary_not_student_body,index_only_source_lock_coverage_review_issues_not_student_body,excluded_by_user_scope_thinking_choice,derived_from_previous_source_index_not_new_source_evidence
Q0123,2026,海淀,二模,2026海淀二模,4,reasoning,choice_question,B-choice-signal,02_codex_lane/GAP022_2026_HAIDIAN_ERMO_Q3_Q4_Q5_Q6_Q7_Q18_1_Q20_1_SOURCE_LOCK.md#q0123-2026海淀二模-q4,source_locked_pending_external_review,教师版原题和答案表锁定 Q4=A；C 把同一城市文明下的不同实践误挂为违反矛盾律，只作逻辑陷阱信号,reasoning_choice,audit_boundary_b_choice_signal_not_student_body_until_full_external_review,index_only_source_lock_coverage_review_issues_not_student_body,boundary_b_choice_signal_not_student_body_20260526,derived_from_previous_source_index_not_new_source_evidence
Q0124,2026,海淀,二模,2026海淀二模,5,reasoning,choice_question,A-support,02_codex_lane/GAP022_2026_HAIDIAN_ERMO_Q3_Q4_Q5_Q6_Q7_Q18_1_Q20_1_SOURCE_LOCK.md#q0124-2026海淀二模-q5,source_locked_pending_external_review,教师版原题和答案表锁定 Q5=D；词元材料训练必要条件判断、概念外延和关系误判；无独立客观题细则，按 A-support,reasoning_choice,enter_reasoning_handbook_only_with_full_stem_options_answer_reason,index_only_source_lock_coverage_review_issues_not_student_body,body_reasoning,derived_from_previous_source_index_not_new_source_evidence
Q0125,2026,海淀,二模,2026海淀二模,6,reasoning,choice_question,A-support,02_codex_lane/GAP022_2026_HAIDIAN_ERMO_Q3_Q4_Q5_Q6_Q7_Q18_1_Q20_1_SOURCE_LOCK.md#q0125-2026海淀二模-q6,source_locked_pending_external_review,教师版原题、DOCX 表格条件和答案表锁定 Q6=A；广交会材料训练演绎推理、必要条件和相容选言误判；无独立客观题细则，按 A-support,reasoning_choice,enter_reasoning_handbook_only_with_full_stem_options_answer_reason,index_only_source_lock_coverage_review_issues_not_student_body,body_reasoning,derived_from_previous_source_index_not_new_source_evidence
Q0126,2026,海淀,二模,2026海淀二模,7,reasoning,choice_question,A-support,02_codex_lane/GAP022_2026_HAIDIAN_ERMO_Q3_Q4_Q5_Q6_Q7_Q18_1_Q20_1_SOURCE_LOCK.md#q0126-2026海淀二模-q7,source_locked_pending_external_review,教师版原题和答案表锁定 Q7=A；桥下空间改造材料训练不完全归纳推理和提高可靠程度；无独立客观题细则，按 A-support,reasoning_choice,enter_reasoning_handbook_only_with_full_stem_options_answer_reason,index_only_source_lock_coverage_review_issues_not_student_body,body_reasoning,derived_from_previous_source_index_not_new_source_evidence
Q0127,2026,海淀,二模,2026海淀二模,18(1),thinking,main_question,A-formal,02_codex_lane/GAP022_2026_HAIDIAN_ERMO_Q3_Q4_Q5_Q6_Q7_Q18_1_Q20_1_SOURCE_LOCK.md#q0127-2026海淀二模-q181,source_locked_pending_external_review,教师版参考答案锁定分析与综合、联想思维、科学思维客观性、合乎逻辑推断和市场测试实践检验的复合思维链,thinking_main,enter_thinking_handbook_if_prompt_and_answer_chain_available,index_only_source_lock_coverage_review_issues_not_student_body,body_thinking,derived_from_previous_source_index_not_new_source_evidence
Q0128,2026,海淀,二模,2026海淀二模,20(1),reasoning,main_question,A-formal,02_codex_lane/GAP022_2026_HAIDIAN_ERMO_Q3_Q4_Q5_Q6_Q7_Q18_1_Q20_1_SOURCE_LOCK.md#q0128-2026海淀二模-q201,source_locked_pending_external_review,教师版评分标准明确符合三段论推理规则得 2 分，并给出大前提、小前提、结论示例,reasoning_main,enter_reasoning_handbook_main_question,index_only_source_lock_coverage_review_issues_not_student_body,body_reasoning,derived_from_previous_source_index_not_new_source_evidence
Q0129,2026,房山,二模,2026房山二模,18(2),thinking,main_question,A-formal,02_codex_lane/GAP023_2026_FANGSHAN_ERMO_Q18_2_SOURCE_LOCK.md#q0129-2026房山二模-q182,source_locked_pending_external_review,原卷渲染页锁定《逻辑与思维》辩证否定观设问，正式评标细则锁定 OPC 出现/发展、否定分析、肯定分析、联系、发展、扬弃分点,thinking_main,enter_thinking_handbook_if_prompt_and_answer_chain_available,index_only_source_lock_coverage_review_issues_not_student_body,body_thinking,derived_from_previous_source_index_not_new_source_evidence
Q0130,2026,西城,二模,2026西城二模,5,reasoning,choice_question,A-support,02_codex_lane/GAP024_2026_XICHENG_ERMO_Q5_Q6_Q18_4_SOURCE_LOCK.md#q0130-2026西城二模-q5,source_locked_pending_external_review,教师版原题和答案表锁定 Q5=B；绿色宜居示范社区材料训练相容选言和必要条件推理；无独立客观题细则，按 A-support,reasoning_choice,enter_reasoning_handbook_only_with_full_stem_options_answer_reason,index_only_source_lock_coverage_review_issues_not_student_body,body_reasoning,derived_from_previous_source_index_not_new_source_evidence
Q0131,2026,西城,二模,2026西城二模,6,thinking,choice_question,A-support,02_codex_lane/GAP024_2026_XICHENG_ERMO_Q5_Q6_Q18_4_SOURCE_LOCK.md#q0131-2026西城二模-q6,source_locked_pending_external_review,教师版原题和答案表锁定 Q6=A；非侵入式脑机接口材料训练联想思维、创新思维跨越性与独特性；无独立客观题细则，按 A-support,excluded_or_boundary,audit_boundary_not_student_body,index_only_source_lock_coverage_review_issues_not_student_body,excluded_by_user_scope_thinking_choice,derived_from_previous_source_index_not_new_source_evidence
Q0132,2026,西城,二模,2026西城二模,18(4),thinking,main_question,A-formal,02_codex_lane/GAP024_2026_XICHENG_ERMO_Q5_Q6_Q18_4_SOURCE_LOCK.md#q0132-2026西城二模-q184,source_locked_pending_external_review,评标 PDF 渲染页锁定人机协同新常态下提升思维品质的三角度：科学思维客观性、辩证思维、创新思维,thinking_main,enter_thinking_handbook_if_prompt_and_answer_chain_available,index_only_source_lock_coverage_review_issues_not_student_body,body_thinking,derived_from_previous_source_index_not_new_source_evidence
Q0133,2026,石景山,二模,2026石景山二模,6,thinking,choice_question,A-support,02_codex_lane/GAP025_2026_SHIJINGSHAN_ERMO_Q6_Q7_Q17_2_SOURCE_LOCK.md#q0133-2026石景山二模-q6,source_locked_pending_external_review,教师版原题和答案表锁定 Q6=D；苏轼《守岁》以赴壑之蛇意象训练形象思维、联想想象和表达的情感性；无独立客观题细则，按 A-support,excluded_or_boundary,audit_boundary_not_student_body,index_only_source_lock_coverage_review_issues_not_student_body,excluded_by_user_scope_thinking_choice,derived_from_previous_source_index_not_new_source_evidence
Q0134,2026,石景山,二模,2026石景山二模,7,reasoning,choice_question,A-support,02_codex_lane/GAP025_2026_SHIJINGSHAN_ERMO_Q6_Q7_Q17_2_SOURCE_LOCK.md#q0134-2026石景山二模-q7,source_locked_pending_external_review,教师版原题和答案表锁定 Q7=B；食品标签易误导用语训练同一律、概念确定性和偷换概念边界；无独立客观题细则，按 A-support,reasoning_choice,enter_reasoning_handbook_only_with_full_stem_options_answer_reason,index_only_source_lock_coverage_review_issues_not_student_body,body_reasoning,derived_from_previous_source_index_not_new_source_evidence
Q0135,2026,石景山,二模,2026石景山二模,17(2),thinking,main_question,A-formal,02_codex_lane/GAP025_2026_SHIJINGSHAN_ERMO_Q6_Q7_Q17_2_SOURCE_LOCK.md#q0135-2026石景山二模-q172,source_locked_pending_external_review,正式细则锁定养老立法最大难点可从辩证分合、质量互变、辩证否定观作答；示例主线为主体功能分析与责任网络综合,thinking_main,enter_thinking_handbook_if_prompt_and_answer_chain_available,index_only_source_lock_coverage_review_issues_not_student_body,body_thinking,derived_from_previous_source_index_not_new_source_evidence
Q0136,2026,顺义,二模,2026顺义二模,5,thinking,choice_question,A-support,02_codex_lane/GAP026_2026_SHUNYI_ERMO_Q5_Q6_Q7_Q18_1_Q21_SOURCE_LOCK.md#q0136-2026顺义二模-q5,source_locked_pending_external_review,渲染原卷和细则答案表锁定 Q5=B；户外登山裤材料训练定性分析与定量分析结合；无独立客观题细则，按 A-support,excluded_or_boundary,audit_boundary_not_student_body,index_only_source_lock_coverage_review_issues_not_student_body,excluded_by_user_scope_thinking_choice,derived_from_previous_source_index_not_new_source_evidence
Q0137,2026,顺义,二模,2026顺义二模,6,reasoning,choice_question,B-choice-signal,02_codex_lane/GAP026_2026_SHUNYI_ERMO_Q5_Q6_Q7_Q18_1_Q21_SOURCE_LOCK.md#q0137-2026顺义二模-q6,source_locked_pending_external_review,渲染原卷和细则答案表锁定 Q6=C；正确项为系统优化方法，本轮只登记 B 项轻率概括误挂陷阱；book_part=reasoning 指陷阱模块而非正确项模块,reasoning_choice,audit_boundary_b_choice_signal_not_student_body_until_full_external_review,index_only_source_lock_coverage_review_issues_not_student_body,boundary_b_choice_signal_not_student_body_20260526,derived_from_previous_source_index_not_new_source_evidence
Q0138,2026,顺义,二模,2026顺义二模,7,reasoning,choice_question,B-choice-signal,02_codex_lane/GAP026_2026_SHUNYI_ERMO_Q5_Q6_Q7_Q18_1_Q21_SOURCE_LOCK.md#q0138-2026顺义二模-q7,source_locked_pending_external_review,渲染原卷和细则答案表锁定 Q7=B；①为准确运用概念的选必三信号，③为法治角度，作为混合选择题信号登记,reasoning_choice,audit_boundary_b_choice_signal_not_student_body_until_full_external_review,index_only_source_lock_coverage_review_issues_not_student_body,boundary_b_choice_signal_not_student_body_20260526,derived_from_previous_source_index_not_new_source_evidence
Q0139,2026,顺义,二模,2026顺义二模,18(1),thinking+reasoning,main_question,A-formal,02_codex_lane/GAP026_2026_SHUNYI_ERMO_Q5_Q6_Q7_Q18_1_Q21_SOURCE_LOCK.md#q0139-2026顺义二模-q181,source_locked_pending_external_review,正式细则锁定 AI 车企观点点评：结论一涉及矛盾律与一致性要求，结论二涉及科学思维追求认识客观性,thinking_main;reasoning_main,may_enter_both_handbooks_with_distinct_question_function,index_only_source_lock_coverage_review_issues_not_student_body,body_both_or_cross_mount,derived_from_previous_source_index_not_new_source_evidence
Q0140,2026,顺义,二模,2026顺义二模,21,thinking,main_question,A-formal,02_codex_lane/GAP026_2026_SHUNYI_ERMO_Q5_Q6_Q7_Q18_1_Q21_SOURCE_LOCK.md#q0140-2026顺义二模-q21,source_locked_pending_external_review,综合题正式细则明确允许科学思维等角度，并写明必修4哲学、选必3科学思维：超前思维、战略思维预判发展大势和底线思维,thinking_main,enter_thinking_handbook_if_prompt_and_answer_chain_available,index_only_source_lock_coverage_review_issues_not_student_body,body_thinking,derived_from_previous_source_index_not_new_source_evidence
Q0141,2024,东城,二模,2024东城二模,17(2),reasoning,main_question,A-formal,02_codex_lane/GAP005_GAP006_2024_2025_SUITE_CATCHUP_V87_SOURCE_LOCK.md#q0141-2024-dongcheng-ermo-q17-2,source_verified_header_typo_boundary_accepted_pending_claude_review,"V92 local resolution: source file path and prior source ledger place 17-2.docx under 2024东城二模, while true 2024东城一模 Q17(2) is a different 北极熊毛衣 item; internal 一模 header is treated as stale template/header typo, preserved in audit boundary.",reasoning_main,enter_reasoning_handbook_main_question,index_only_source_lock_coverage_review_issues_not_student_body,body_reasoning,derived_from_previous_source_index_not_new_source_evidence
Q0142,2025,东城,二模,2025东城二模,18(2),reasoning,main_question,A-formal,02_codex_lane/GAP005_GAP006_2024_2025_SUITE_CATCHUP_V87_SOURCE_LOCK.md#q0142-2025-dongcheng-ermo-q18-2,source_locked_pending_external_review,教师版题面与正式细则锁定充分条件假言推理辨析：肯定前件肯定后件结构有效，但前提把必要条件误作充分条件，故结论错误,reasoning_main,enter_reasoning_handbook_main_question,index_only_source_lock_coverage_review_issues_not_student_body,body_reasoning,derived_from_previous_source_index_not_new_source_evidence
Q0143,2025,西城,期末,2025西城期末,17(2),reasoning,main_question,A-formal,02_codex_lane/GAP005_GAP006_2024_2025_SUITE_CATCHUP_V87_SOURCE_LOCK.md#q0143-2025-xicheng-qimo-q17-2,source_locked_pending_external_review,教师版题面与正式细则锁定三段论构建：以“工业固废是放错了地方的资源”为小前提，补合规大前提并推出结论，符合三段论基本规则,reasoning_main,enter_reasoning_handbook_main_question,index_only_source_lock_coverage_review_issues_not_student_body,body_reasoning,derived_from_previous_source_index_not_new_source_evidence
