suite,question_no,evidence_level,terms,source_kinds,note
2026朝阳二模,12,term_hit_needs_review,发展 | 整体,paper,政诉讼，请求法院判令公司承担违约责任 C．仲裁委员会一经作出公司违法的裁决，就会发生强制执行力 D．企业经营决策应考虑到通过适当途径妥善安置相关劳动者 12．2020至2025年，我国“万亿GDP”城市扩容，从17个增至29个。“万亿GDP俱乐部”的扩容为我们提供了观察城市和区域经济发展的重要样本。 据上表，下列说法正确的是 ①城市发展要主动融入国家发展大局，建设科学合理的产业体系 ②依靠产业政策发展新经济形态，才能实现城市经济的快速跃升 ③推进要素市场化配置，是城市吸引资源、实现增长的重要途径 ④区域发展的绝对差距仍然存在，需要坚持协调发展，增强发展的整体性 A．①② B．①④ C．②③ D．③④ 13．近年来，我国持续激发创新创业活力，着力为小微创业者营造良好的发展环境，不断促进经济新业态出现。 经济新业态的出现和发展 ①创造公平有序的市场环境，为经济高质量发展注入新动能 ②为扩大内需提供了消费新场景，为消费升级提供了新动力 ③需要政府完善政策支持、改进创业服务，优化新产品供给 ④拓宽了就业渠道，有利于促进年轻人灵活就业与收入增加 A．①② B．①③ C．②④ D．③④ 14．《北京市国民经济和社会发展第十五个五年规划纲要》设置了29项主要指标，目标值均经过科学测算和综合平衡，将牵引规划
2026朝阳二模,13,term_hit_needs_review,发展,paper,考虑到通过适当途径妥善安置相关劳动者 12．2020至2025年，我国“万亿GDP”城市扩容，从17个增至29个。“万亿GDP俱乐部”的扩容为我们提供了观察城市和区域经济发展的重要样本。 据上表，下列说法正确的是 ①城市发展要主动融入国家发展大局，建设科学合理的产业体系 ②依靠产业政策发展新经济形态，才能实现城市经济的快速跃升 ③推进要素市场化配置，是城市吸引资源、实现增长的重要途径 ④区域发展的绝对差距仍然存在，需要坚持协调发展，增强发展的整体性 A．①② B．①④ C．②③ D．③④ 13．近年来，我国持续激发创新创业活力，着力为小微创业者营造良好的发展环境，不断促进经济新业态出现。 经济新业态的出现和发展 ①创造公平有序的市场环境，为经济高质量发展注入新动能 ②为扩大内需提供了消费新场景，为消费升级提供了新动力 ③需要政府完善政策支持、改进创业服务，优化新产品供给 ④拓宽了就业渠道，有利于促进年轻人灵活就业与收入增加 A．①② B．①③ C．②④ D．③④ 14．《北京市国民经济和社会发展第十五个五年规划纲要》设置了29项主要指标，目标值均经过科学测算和综合平衡，将牵引规划纲要中的重点任务逐年推进落实。下表为“开放发展”领域部分规划指标。 注：（1）【 】为5年累计数。 （2）
2026朝阳二模,14,term_hit_needs_review,发展 | 部分,paper,．近年来，我国持续激发创新创业活力，着力为小微创业者营造良好的发展环境，不断促进经济新业态出现。 经济新业态的出现和发展 ①创造公平有序的市场环境，为经济高质量发展注入新动能 ②为扩大内需提供了消费新场景，为消费升级提供了新动力 ③需要政府完善政策支持、改进创业服务，优化新产品供给 ④拓宽了就业渠道，有利于促进年轻人灵活就业与收入增加 A．①② B．①③ C．②④ D．③④ 14．《北京市国民经济和社会发展第十五个五年规划纲要》设置了29项主要指标，目标值均经过科学测算和综合平衡，将牵引规划纲要中的重点任务逐年推进落实。下表为“开放发展”领域部分规划指标。 注：（1）【 】为5年累计数。 （2）“北京口岸出入境人数占全国比重”“外资研发中心数量”为规划新增指标。 据此，下列分析正确的是 ①口岸出入境人数占比提高，需要持续增强首都作为国际交往中心的枢纽作用 ②实际利用外资规模的跨越式增长，将为北京经济高质量发展提供根本动力 ③服务贸易增速指标小幅上调，体现北京推动对外贸易结构优化的政策导向 ④外资研发中心数量扩容，标志我国已建成以技术、品牌为核心的出口竞争新优势 A．①② B．①③ C．②④ D．③④ 15．数据鸿沟不仅是技术差距，更成为发展鸿沟，制约着全球南方国家的现代化
2026朝阳二模,15,term_hit_needs_review,发展 | 实践 | 部分,paper,化进程。2026年3月30日，全球首个旨在推动数据发展与治理实践的专业性国际组织——世界数据组织正式成立，总部设在北京朝阳区。该组织已吸纳超过200余家核心机构成为首批会员，覆盖全球40多个国家，汇聚企业、高校、金融机构等多元主体。世界数据组织 ①属于世界性、政府间国际组织，是世界经济变迁和国际格局演变的产物 ②顺应了目前数据驱动下全球数字经济与人工智能的蓬勃发展趋势 ③搭建起国际产业合作的新桥梁，成为解决数字领域国际争端的主要渠道 ④总部设在北京，折射出中国数字经济日益增强的产业实力和国际影响力 A．①② B．①③ C．②④ D．③④ 第二部分 本部分共6题，共55分。 16．(8分) 城市作为人类聚集地和文明的载体，本身也是一种文化生命体。现代化人民城市建设要植根中华优秀传统文化，彰显中国气质、中国风范。曾几何时，部分载有城市文脉的建筑被推倒如今，北京中轴线、平遥古城等历史文化古迹得到有效保护，建筑更加体现中华美学和时代风尚，在传承中创造新的中国气象。 城市是文化设施、人才的聚集地，一流城市最深层的吸引力在于文化和精神。北京某地由历史四合院焕新而成的“美后肆时”市民文化中心，以年均600余场文化活动让传统文化空间转化为充满活力的日常客厅；广东某地文化馆构建的总分馆体系，让1000多种线上
2026朝阳二模,16,rubric_explicit,价值观 | 发展 | 哲学 | 哲学角度 | 矛盾 | 联系 | 部分,paper | rubric_or_marking,path: C:\Users\Administrator\Desktop\2026各区模拟题\2026各区二模\2026朝阳二模\细则\202605朝阳高三政治二模阅卷细则(1).docx status: docx-text chars: 5348 ```text 北京市朝阳区2025-2026学年度第二学期二模质量监测 高三思想政治主观题阅卷细则 16.结合材料，从哲学角度，说明在城市文化建设中如何实现历史传承与现代创新的有机结合。（8分） 17结合材料，运用《政治与法治》知识，说明基层治理法治化是如何助推基层治理现代化的。（8分） 评分标准：按“4个核心维度+采意给分”来阅卷，每个维度满分2分。 18.（8分） 结合材料，运用《法律与生活》知识，将以上回答补充完整。从以上三个问答中任选其一，谈谈如何依法保护问答中所涉及到的权利。 【设问要素】结合材料，《法律与生活》，补充完整。任选其一，谈谈如何，保护权利，8分 【阅卷细则】 第一问：（3分=1+1+1）要求：法律术语准确，变通较少 生命权/身体权/健康权 任选其
2026朝阳二模,19,rubric_term_hit,发展 | 改革 | 规律,paper | rubric_or_marking,是与制造业直接相关的配套服务业，同时说明不向消费者提供直接的、独立的服务，（1分）这符合下定义时避免否定定义、循环定义等逻辑规则错误，使概念内涵清晰、科学。（1分） 变通说明： ①只提到被定义项等于定义项+定义联项，未涉及种差+属概念 给1分 ②没有种差加属概念方法，但提到了下定义的方法，给1分 ③分析后一句话，也按照种差＋属概念进行说明得，即出现了三个种差和属概念，只要有第一个就给两分 ④下定义基本规则方面，未涉及材料肯定+否定， 但涉及定义的基本规则，给1分 19.2结合材料二，运用《经济与社会》知识，对“只要统一服务准人标准，服务业就能实现优质高效发展”这一观点进行评析。(6分) 1.该观点是片面的。（1分） 2. 合理之处： 统一服务准入标准有利于打破地方保护和市场分割，营造公平竞争的市场环境\全国统一大市场\高标准的市场体系\服务业优质高效发展（1分） 不合理之处： 仅靠统一标准是不够的，服务业实现优质高效发展还需要： （1）政府履行市场监管职能，优化发展环境，激发发展活力，处理好“放”与“管”的关系，规范新业态发展；（1分） （2）贯彻创新发展理念\发展新质生产力（1分），促进“服务+制造”深度融合\产业结构优化升级\现代化产业体系\供给侧结构性改革（1分）增强服务业发展动
2026朝阳二模,20,term_hit_needs_review,发展 | 整体,paper,"业”这一概念的。（6分） 材料二 随着经济发展水平提高，服务经济加快发展是国家现代化的一般规律。服务业已成为国民经济的第一大产业。2025年,我国服务业增加值占GDP比重达57.7%，对经济增长贡献率达61.4%，已成为经济增长的“主动力”。 当前，我国服务业发展面临以下挑战: 奋进“十五五”，我们要积极应对上述挑战，采取更加务实有力的举措促进服务业优质高效发展。 (2)结合材料二,运用《经济与社会》知识，对“只要统一服务准入标准，服务业就能实现优质高效发展”这一观点进行评析。(6分) 20．(10分)“天下为公、天下大同”是中华民族关于人类社会发展的整体思考，倡导以世界作为政治主体，追求世界整体利益。 材料一 370多年前，《威斯特伐利亚和约》初步构建了近现代国际关系体系，确立了主权平等原则。但该体系将民族国家视为最高政治单元，将国家实力视为秩序基础，导致一些国家为追求利益最大化不惜损害他国合法权益，全人类整体利益长期缺少有效保障。 材料二 天下为公、天下大同的社会理想作为构建人类命运共同体重大理念的历史文化源流，为人类走出集团对抗、零和博弈提供了可贵思想资源。 习近平总书记提出构建人类命运共同体理念，在民族国家之上强调全人类立场，推动各国在兼顾全人类共同利益的前提下维护自身主权和发展。这一理念"
2026朝阳二模,21,term_hit_needs_review,发展 | 系统 | 规律 | 认识,paper,"何处去”时代之问的中国回答。 (1)依据材料,概括《威斯特伐利亚和约》体系与人类命运共同体理念在处理国际关系上的差异。(4分) (2)结合材料,运用《当代国际政治与经济》知识，分析人类命运共同体理念为什么能维护世界和平与发展。(6分) 21．（9分） 2026年3月，《中华人民共和国国民经济和社会发展第十五个五年规划纲要》正式发布。这份描绘2026-2030年发展蓝图的纲领性文件，将数字中国、健康中国、平安中国、美丽中国确立为推进中国式现代化的四大战略支柱。 “十五五”规划纲要将“四个中国”确立为推进中国式现代化的战略支柱，深刻体现了中国共产党治国理政的系统思维和一张蓝图绘到底的战略定力。结合材料，综合运用所学，谈谈对系统思维和战略定力的认识。 参考答案 16. （8分）可运用矛盾观、联系观、发展观、价值观等知识作答。 17.（8分） 坚持党的领导，发挥党总揽全局、协调各方的领导核心作用；加强党组织对基层治理工作的领导，将学习贯彻“两法”与基层治理决策相结合，为“两法”实施提供根本政治保证。 坚持科学立法、民主立法，完善“两法”配套制度体系。立足自身实际，广泛征求各方意见，修订“两法”实施办法等，让基层治理有法可依、有章可循。 强化法治宣传教育，提升多元主体法治素养。通过多种形式开展“两法”培训和宣传，"
2026朝阳二模,unknown,term_hit_needs_review,人民群众 | 价值观 | 发展 | 实践 | 意识 | 社会意识 | 系统 | 联系 | 辩证否定 | 部分,paper,或重复试题内容；或没有应答 等级水平 | 等级描述 水平4 （7-9分） | 观点鲜明，能明确表达自己的见解；紧扣问题，综合运用所学知识展开论述；逻辑严密，条理清晰 水平3 （4-6分） | 观点比较明确，能表达自己的见解；能扣住问题展开论述，知识运用比较准确；逻辑性较强，有条理 水平2 （1-3分） | 观点不明确；论述不能集中指向问题，罗列知识；知识运用不正确；论述缺乏逻辑，条理性差 水平1 （0分) | 应答与试题无关；或重复试题内容；或没有应答 角度 | 角度 | 可选知识 | 分析要点 点明关系2分 1+1 | 传承与创新的关系 | 对立统一/联系 | 强调：有机统一”（联系） 历史传承与现代创新是城市文化建设中对立统一的两个方面，二者相互依存、相互促进，共同推动城市文化建设。 如何实现6分 (1+1)*3 | 怎么 继承 | 坚持辩证否定 /发展的观点 | 城市文化建设要坚持继承与发展的统一。要重视历史传承，保护历史文化古迹、延续城市文脉，守住城市文化的根脉。 如何实现6分 (1+1)*3 | 怎么 创新 | 立足实践 /回应群众需求 /具体问题具体分析 /坚持共性和个性的统一 /坚持一切从实际出发 | 要立足新时代城市发展实践， 结合市民文化需求， 创新文化供给形式与载体，扩大高品质公共文
2026海淀二模,1,term_hit_needs_review,人民群众 | 发展,paper,二模\试卷\2026北京海淀高三二模政治（教师版）.docx status: docx-text chars: 10240 ```text 2026北京海淀高三二模 政 治 本试卷共8页，100分。考试时长90分钟。考生务必将答案答在答题卡上，在试卷上作答无效。考试结束后，将本试卷和答题卡一并交回。 第一部分 本部分共15题，每题3分，共45分。在每题列出的四个选项中，选出最符合题目要求的一项。 1．中国共产党在百年奋斗中走出一条光明之路。 对此，下列理解正确的是 ①要坚定道路自信，社会历史必将按既定阶段依次递进 ②人民群众是中国特色社会主义社会发展的直接动力 ③中国特色社会主义是根植于中国大地的科学社会主义 ④中国特色社会主义是实现中华民族伟大复兴的必由之路 A．①② B．①③ C．②④ D．③④ 2．某博物馆推出“24小时不打烊”开放模式。深夜展厅里观众与文物静默对话，数字化古画场景成为打卡热点……该博物馆也带动所在区域客流增长、辐射周边商圈。这表明 ①文化对经济发展起支配作用 ②文化作为社会意识能够转化为现实生产力 ③不同资源相互融通可以催生新的发展动能 ④激活经济价值，文化事业才能满足大众需求 A．①③ B．①④ C．②③ D．②④ 3．“吾家洗砚池头树，
2026海淀二模,2,term_hit_needs_review,发展 | 意识 | 社会意识,paper,3分，共45分。在每题列出的四个选项中，选出最符合题目要求的一项。 1．中国共产党在百年奋斗中走出一条光明之路。 对此，下列理解正确的是 ①要坚定道路自信，社会历史必将按既定阶段依次递进 ②人民群众是中国特色社会主义社会发展的直接动力 ③中国特色社会主义是根植于中国大地的科学社会主义 ④中国特色社会主义是实现中华民族伟大复兴的必由之路 A．①② B．①③ C．②④ D．③④ 2．某博物馆推出“24小时不打烊”开放模式。深夜展厅里观众与文物静默对话，数字化古画场景成为打卡热点……该博物馆也带动所在区域客流增长、辐射周边商圈。这表明 ①文化对经济发展起支配作用 ②文化作为社会意识能够转化为现实生产力 ③不同资源相互融通可以催生新的发展动能 ④激活经济价值，文化事业才能满足大众需求 A．①③ B．①④ C．②③ D．②④ 3．“吾家洗砚池头树，个个花开淡墨痕，不要人夸颜色好，只留清气满乾坤。”自然界本无墨色梅花，在传统审美习惯中，花卉也多以艳丽为美，但中国传统画家却以水墨绘梅，舍艳色而取傲雪之姿，借以表达高洁的人格之美。墨梅这一独特的美学符号 A．是在思维具体中描摹了梅花的整体表象 B．由梅的特性隐喻人格之美，运用了类比推理方法 C．表明人们能够创造出自然界并不存在的艺术形象
2026海淀二模,3,term_hit_needs_review,实践 | 整体 | 真理 | 认识,paper,静默对话，数字化古画场景成为打卡热点……该博物馆也带动所在区域客流增长、辐射周边商圈。这表明 ①文化对经济发展起支配作用 ②文化作为社会意识能够转化为现实生产力 ③不同资源相互融通可以催生新的发展动能 ④激活经济价值，文化事业才能满足大众需求 A．①③ B．①④ C．②③ D．②④ 3．“吾家洗砚池头树，个个花开淡墨痕，不要人夸颜色好，只留清气满乾坤。”自然界本无墨色梅花，在传统审美习惯中，花卉也多以艳丽为美，但中国传统画家却以水墨绘梅，舍艳色而取傲雪之姿，借以表达高洁的人格之美。墨梅这一独特的美学符号 A．是在思维具体中描摹了梅花的整体表象 B．由梅的特性隐喻人格之美，运用了类比推理方法 C．表明人们能够创造出自然界并不存在的艺术形象 D．在艺术创作实践中深化了对梅花自然属性的真理性认识 4．深圳湾公园是全球候鸟迁飞通道上的重要“补给站”和“中转站”。为防止干扰鸟类昼夜节律，该公园将园内部分道路灯光调暗，在主要出入口保留基础照明设施。对此，有市民认为“公园亮灯是城市文明的体现，调暗灯光为生态让路也是城市文明的体现”。下列说法正确的是 A．候鸟迁飞与公园照明之间的联系具有“人化”的特点 B．在候鸟迁飞期间，生态保护成为当前社会主要矛盾的主要方面 C．材料中市民的说法是对同一事物作出相
2026海淀二模,4,term_hit_needs_review,主要方面 | 主要矛盾 | 矛盾 | 联系 | 部分,paper,墨梅这一独特的美学符号 A．是在思维具体中描摹了梅花的整体表象 B．由梅的特性隐喻人格之美，运用了类比推理方法 C．表明人们能够创造出自然界并不存在的艺术形象 D．在艺术创作实践中深化了对梅花自然属性的真理性认识 4．深圳湾公园是全球候鸟迁飞通道上的重要“补给站”和“中转站”。为防止干扰鸟类昼夜节律，该公园将园内部分道路灯光调暗，在主要出入口保留基础照明设施。对此，有市民认为“公园亮灯是城市文明的体现，调暗灯光为生态让路也是城市文明的体现”。下列说法正确的是 A．候鸟迁飞与公园照明之间的联系具有“人化”的特点 B．在候鸟迁飞期间，生态保护成为当前社会主要矛盾的主要方面 C．材料中市民的说法是对同一事物作出相反的论断，违反了矛盾律的要求 D．公园的做法遵循折中主义，实现“便民”与“护鸟”平衡 5．词元，是人工智能大模型处理信息的最小信息单元，具有可计量、可定价、可交易的特征。人们每一次向人工智能提问、使用人工智能生成内容，都是在调用词元。无论是用户的提问，还是输入的代码，只有这些数据被拆解成词元，人工智能才能分析运算。对此分析正确的是 A．“词元”与“人工智能大模型处理信息的最小信息单元”在外延上是交叉关系 B．“输入的代码”和“词元”是属种关系 C．“这些数据被拆解成词元”，此处“被拆解成”关系为非对称
2026海淀二模,6,term_hit_needs_review,发展,paper,智能生成内容，都是在调用词元。无论是用户的提问，还是输入的代码，只有这些数据被拆解成词元，人工智能才能分析运算。对此分析正确的是 A．“词元”与“人工智能大模型处理信息的最小信息单元”在外延上是交叉关系 B．“输入的代码”和“词元”是属种关系 C．“这些数据被拆解成词元”，此处“被拆解成”关系为非对称关系 D．用户的提问没有被拆解成词元，则人工智能无法分析运算 6．第139届中国进出口商品交易会（广交会）于2026年4月在广州开幕，参展企业超3.2万家。记者在现场观察到以下情况。 运用演绎推理方法，据此推出下列结论为真的是 ①有的获得参展资格的企业是具有发展潜力的中小企业 ②如果甲公司参加了新品首发活动，那么甲公司一定拥有相关产品的自主知识产权 ③参展企业乙公司没能获批参加新品首发活动，可断定乙公司缺少相关产品的自主知识产权 ④丙公司参加了新品首发活动，且其产品为广交会首次发布，那么该产品不是全球市场首次发布 A．①② B．①③ C．②④ D．③④ 7．桥下空间改造项目正在全国多个城市展开。某团队对其中多个城市桥下空间改造项目进行跟踪调查，发现这些城市桥下空间改造后，周边社区活力显著提升，据此得出“桥下空间改造是提升城市活力的有效途径”这一结论。关于这一研究，下列说法正确的是 ①前提中只涉及
2026海淀二模,7,term_hit_needs_review,认识 | 部分,paper,发展潜力的中小企业 ②如果甲公司参加了新品首发活动，那么甲公司一定拥有相关产品的自主知识产权 ③参展企业乙公司没能获批参加新品首发活动，可断定乙公司缺少相关产品的自主知识产权 ④丙公司参加了新品首发活动，且其产品为广交会首次发布，那么该产品不是全球市场首次发布 A．①② B．①③ C．②④ D．③④ 7．桥下空间改造项目正在全国多个城市展开。某团队对其中多个城市桥下空间改造项目进行跟踪调查，发现这些城市桥下空间改造后，周边社区活力显著提升，据此得出“桥下空间改造是提升城市活力的有效途径”这一结论。关于这一研究，下列说法正确的是 ①前提中只涉及部分认识对象，运用了不完全归纳推理 ②增加考察对象的数量，有利于提高结论的可靠程度 ③由个别前提推出一般结论，所得结论具有必然性 ④研究团队得出结论的过程体现了分析是综合的先导 A．①② B．①③ C．②④ D．③④ 8．党的十八大以来，以习近平同志为核心的党中央提出把铸牢中华民族共同体意识作为新时代党的民族工作主线。2018年宪法修正案将“中华民族”首次写入宪法。党的二十届三中全会明确提出，制定民族团结进步促进法。2026年3月，经过全国人大代表的认真审议之后，十四届全国人民代表大会四次会议高票通过《中华人民共和国民族团结进步促进法》。这说
2026海淀二模,8,term_hit_needs_review,意识,paper,D．③④ 7．桥下空间改造项目正在全国多个城市展开。某团队对其中多个城市桥下空间改造项目进行跟踪调查，发现这些城市桥下空间改造后，周边社区活力显著提升，据此得出“桥下空间改造是提升城市活力的有效途径”这一结论。关于这一研究，下列说法正确的是 ①前提中只涉及部分认识对象，运用了不完全归纳推理 ②增加考察对象的数量，有利于提高结论的可靠程度 ③由个别前提推出一般结论，所得结论具有必然性 ④研究团队得出结论的过程体现了分析是综合的先导 A．①② B．①③ C．②④ D．③④ 8．党的十八大以来，以习近平同志为核心的党中央提出把铸牢中华民族共同体意识作为新时代党的民族工作主线。2018年宪法修正案将“中华民族”首次写入宪法。党的二十届三中全会明确提出，制定民族团结进步促进法。2026年3月，经过全国人大代表的认真审议之后，十四届全国人民代表大会四次会议高票通过《中华人民共和国民族团结进步促进法》。这说明 ①党领导立法，为民族工作相关立法提供科学指引 ②宪法法律是社会治理的最高准则，人大代表依据宪法行使立法权 ③该法体现社会共同理想和信念，符合各民族人民的共同利益 ④该法以自治条例的形式为铸牢中华民族共同体意识夯实法治基础 A．①② B．①③ C．②④ D．③④ 9．以下为某社区新一届居民委员会换
2026海淀二模,11,term_hit_needs_review,部分,paper,1．（9分） 新时代，在我们党提出的一系列治国理政新理念新思想新战略中，统筹是其中蕴含的重要思想方法和工作方法。新征程上，我国发展环境面临深刻复杂变化，经济社会发展中矛盾错综复杂，这要求我们用好统筹方法。 推进中国式现代化是一个系统工程，需要统筹兼顾、系统谋划、整体推进。从上述“统筹”中任选其一，综合运用所学，谈谈如何用好统筹方法推进中国式现代化。 参考答案 第一部分 本部分共 15 题，每题 3 分，共 45 分。 1．D 2．C 3．C 4．A 5．D 6．A 7．A 8．B 9．C 10．A 11．D 12．D 13．B 14．B 15．A 第二部分 本部分共 6 题，共 55 分。 16．（8 分） 可从联系、实践与认识等角度作答。 17．（8 分） “景区协商”是践行全过程人民民主的生动实践。聚焦古城保护与发展的难题，人民政协深入 基层开展调查研究，广泛了解居民、商户、游客等多方诉求，为协商议政奠定基础。充分发 挥专门协商机构的作用，把协商民主贯穿政治协商、民主监督、参政议政的全过程，搭建协 商平台，联动政府部门、公交公司、商户以及居民等多元主体，在广泛协商中凝聚共识、协 同共治，推动协商成果落地见效，将协商民主优势转化为基层治理效能，惠及人民群众。 18．（14 分） （1）团队在市场
2026海淀二模,12,term_hit_needs_review,改革,paper,续履行的违约责任 ④双方可向仲裁委员会申请仲裁，对仲裁裁决不服的一方可再向人民法院起诉 A．①③ B．①④ C．②③ D．②④ 11． 关于本案，下列说法正确的是 A．本案适用无过错侵权责任原则，被告要就自身不存在过错承担举证责任 B．若证人为被告亲属，原告可以此为由申请该证人回避，法院应予以支持 C．本案中人民检察院充分发挥司法审判作用，维护国家利益和社会公共利益 D．被告若对一审判决不服，可委托诉讼代理人在法定期限内行使上诉权 12．2026年3月1日起，电力市场将取消固定分时电价政策。电难以大规模存储，必须即时平衡，不同时点的电力几乎是不同的产品。改革前，高峰、平段、低谷时段以及差价由政府规定；改革后，电价市场形成实时电价，比如，中午价格可能低到几分钱甚至负电价，傍晚用电高峰时价格可能上涨到一元多。取消固定分时电价后 ①政府不再规定分时电价水平和时段，表明政府退出电价监管领域 ②发电企业与电力用户通过市场博弈确定价格，价格波动风险增加 ③实时电价的形成意味着电力的稀缺性增加，将提高发电企业经济效益 ④价格真实反映电力的供需情况，有利于引导企业优化用电 A．①③ B．①④ C．②③ D．②④ 13．加快建立长期护理保险制度是应对人口老龄化的重要举措。到2028年底，长期护理保险制度将在全国范围基本实
2026海淀二模,13,term_hit_needs_review,发展,paper,用电高峰时价格可能上涨到一元多。取消固定分时电价后 ①政府不再规定分时电价水平和时段，表明政府退出电价监管领域 ②发电企业与电力用户通过市场博弈确定价格，价格波动风险增加 ③实时电价的形成意味着电力的稀缺性增加，将提高发电企业经济效益 ④价格真实反映电力的供需情况，有利于引导企业优化用电 A．①③ B．①④ C．②③ D．②④ 13．加快建立长期护理保险制度是应对人口老龄化的重要举措。到2028年底，长期护理保险制度将在全国范围基本实现全覆盖。建立长期护理保险制度 ①发挥社会保险互助共济作用，更好维护特殊群体利益 ②旨在健全基本养老保险体系，带动养老产业发展 ③完善了社会福利制度，减轻失能家庭生活负担 ④要综合考虑经济发展水平、各方负担能力，逐步实现覆盖全民 A．①③ B．①④ C．②③ D．②④ 14．“十五五”首季，中国经济起步有力、开局良好，外贸进出口再创新高。 据此可知 ①外贸出口规模与质量提升，有效扩大社会总需求 ②跨境资本流动加快，全球要素配置效率显著提升 ③制造业实力增强，稳步向全球贸易价值链高端迈进 ④外贸市场呈多元化趋势，区域政治经济一体化程度加深 A．①② B．①③ C．②④ D．③④ 15．2026年中国将第三次举办亚太经合组织（APEC）领导人非正式会议，从上海到北京再到深圳，三
2026海淀二模,15,term_hit_needs_review,发展 | 部分,paper,价值链高端迈进 ④外贸市场呈多元化趋势，区域政治经济一体化程度加深 A．①② B．①③ C．②④ D．③④ 15．2026年中国将第三次举办亚太经合组织（APEC）领导人非正式会议，从上海到北京再到深圳，三次会议见证了中国与亚太地区的共同成长。 对此，下列说法正确的是 ①三次会议主题彰显了中国践行多边主义的坚定步伐 ②作为亚太地区最具影响力的经济合作机制，APEC已成为区域合作的重要平台 ③APEC成员承担强制性的条约义务，共同促进地区繁荣发展 ④中国积极承办APEC会议，把同亚太国家友好合作作为外交政策宗旨 A．①② B．①③ C．②④ D．③④ 第二部分 本部分共6题，共55分。 16．（8分） 立身百行，以学为先。青年正处于成长成才的关键阶段，更应勤学善思、笃行不怠，既要多读“有字之书”，也要读“无字之书”。“有字之书”承载着古今中外的经典学说、系统完备的专业知识以及人类积淀的文明智慧；“无字之书”则镌刻于广袤大地，蕴藏于社会万象之中。 从哲学角度，谈谈为什么要把读“有字之书”和读“无字之书”结合起来。 17．（8分）“景区协商”答好古城保护与发展的时代考题。 【两难】 作为国家级历史文化名城，贵州镇远古城长期面临着“景城合一”带来的挑战。一方面，依据相关法律要求，古城保护要求严格控制建设与交通，
2026海淀二模,16,question_explicit,哲学 | 哲学角度 | 实践 | 系统 | 联系 | 认识,paper,多边主义的坚定步伐 ②作为亚太地区最具影响力的经济合作机制，APEC已成为区域合作的重要平台 ③APEC成员承担强制性的条约义务，共同促进地区繁荣发展 ④中国积极承办APEC会议，把同亚太国家友好合作作为外交政策宗旨 A．①② B．①③ C．②④ D．③④ 第二部分 本部分共6题，共55分。 16．（8分） 立身百行，以学为先。青年正处于成长成才的关键阶段，更应勤学善思、笃行不怠，既要多读“有字之书”，也要读“无字之书”。“有字之书”承载着古今中外的经典学说、系统完备的专业知识以及人类积淀的文明智慧；“无字之书”则镌刻于广袤大地，蕴藏于社会万象之中。 从哲学角度，谈谈为什么要把读“有字之书”和读“无字之书”结合起来。 17．（8分）“景区协商”答好古城保护与发展的时代考题。 【两难】 作为国家级历史文化名城，贵州镇远古城长期面临着“景城合一”带来的挑战。一方面，依据相关法律要求，古城保护要求严格控制建设与交通，以保留历史街区的原真性与完整性；另一方面，居民生活、游客体验和商业发展又呼唤更便捷的交通、更合理的业态布局和更完善的服务配套。 【调研】 为破解难题，当地政协组建多个调研组。调研组深入古城核心区，走访公交公司、民宿协会、商户和群众，通过听取意见、座谈交流、随机走访等方式，全面摸排问题，并最终梳理出
2026海淀二模,17,term_hit_needs_review,人民群众 | 发展 | 实践,paper,员承担强制性的条约义务，共同促进地区繁荣发展 ④中国积极承办APEC会议，把同亚太国家友好合作作为外交政策宗旨 A．①② B．①③ C．②④ D．③④ 第二部分 本部分共6题，共55分。 16．（8分） 立身百行，以学为先。青年正处于成长成才的关键阶段，更应勤学善思、笃行不怠，既要多读“有字之书”，也要读“无字之书”。“有字之书”承载着古今中外的经典学说、系统完备的专业知识以及人类积淀的文明智慧；“无字之书”则镌刻于广袤大地，蕴藏于社会万象之中。 从哲学角度，谈谈为什么要把读“有字之书”和读“无字之书”结合起来。 17．（8分）“景区协商”答好古城保护与发展的时代考题。 【两难】 作为国家级历史文化名城，贵州镇远古城长期面临着“景城合一”带来的挑战。一方面，依据相关法律要求，古城保护要求严格控制建设与交通，以保留历史街区的原真性与完整性；另一方面，居民生活、游客体验和商业发展又呼唤更便捷的交通、更合理的业态布局和更完善的服务配套。 【调研】 为破解难题，当地政协组建多个调研组。调研组深入古城核心区，走访公交公司、民宿协会、商户和群众，通过听取意见、座谈交流、随机走访等方式，全面摸排问题，并最终梳理出古城交通优化这一核心议题。 【协商】 调研后，省、州、县三级政协共同搭建“景区协商”平台，政府相关单位、公
