question_id,year,district,exam_stage,question_no,ask_text,evidence_level,framework_entry_node,why_this_entry,ask_trigger,material_trigger,minimum_judgment_required,material_layering,legal_knowledge_triggered,rubric_atom_ids_matched,full_score_sentence_generated,complete_answer_generated,lost_points_if_any,reason_for_loss,module_boundary_risk,risk_of_empty_value_talk,risk_of_legal_exam_overanalysis,pass_status,patch_needed,patch_type,patch_suggestion,final_body_status,final_use_rule
CC0289_2026_朝阳_二模_18,2026,朝阳,二模,18,结合材料，《法律与生活》，补充完整。,formal,F5 程序救济单独成步：路径、证据、选择 + F3 定准法律入口：从六类候选中选,codes=CB08;CB09；题号已由交叉验证代码本支撑，v1 可从设问、材料转译、定性/责任/价值生成答案。,结合材料，《法律与生活》，补充完整。,合同/责任事实；相邻/民法原则事实；程序/证据事实；意义/价值收束任务,先判断设问终点，再把材料事实转译为法律事实，并确定核心法律入口。,18.（8分） 结合材料，运用《法律与生活》知识，将以上回答补充完整。 | 从以上三个问答中任选其一，谈谈如何依法保护问答中所涉及到的权利。 | 【设问要素】 任选其一，谈谈如何，保护权利，8分 【阅卷细则】 第一问：（3分=1+1+1）要求：法律术语准确，变通较少 生命权/身体权/健康权 任选其一——1分 举证责任倒置,具体救济与程序路径 ; 相邻关系与民法原则锚句,R_CC0289_2026_朝阳_二模_18_01 ; R_CC0289_2026_朝阳_二模_18_02 ; R_CC0289_2026_朝阳_二模_18_03 ; R_CC0289_2026_朝阳_二模_18_04,18.（8分） 结合材料，运用《法律与生活》知识，将以上回答补充完整。；从以上三个问答中任选其一，谈谈如何依法保护问答中所涉及到的权利。,18.（8分） 结合材料，运用《法律与生活》知识，将以上回答补充完整。。从以上三个问答中任选其一，谈谈如何依法保护问答中所涉及到的权利。。【设问要素】结合材料，《法律与生活》，补充完整。。任选其一，谈谈如何，保护权利，8分 【阅卷细则】 第一问：（3分=1+1+1）要求：法律术语准确，变通较少 生命权/身体权/健康权 任选其一——1分 举证责任倒置——1分 相邻的不动产/相邻/相邻关系——1分 第二问：（5分=2+2+1）结构：依据+做法+救济 ●民法典依据——共2分 民法典（1分）明确规定并保护上述人格权益（1分）。,未见明显丢分点；压测仍需人工抽查细则原文。,题号已由交叉验证代码本支撑，v1 可从设问、材料转译、定性/责任/价值生成答案。,选必二,high,medium,PASS,no,,无需 v1 修补；进入 v2 时保持节点证据映射。,正文示范,可作为主干满分示范
CC0294_2026_朝阳_二模_20_2,2026,朝阳,二模,20,结合材料说和基层治理的关系 | 没提党，只抄材料 2 | 立法完善 | 写出“科学立法/民主立法/完善法律法规（制度）”中任意1个，且和“修订实施办法、健全配套政策、保障有法可依”对应 | 写了“完善制度”，但没提和“两法”或立法的关系 | 只抄了“广泛征求意见”，没提炼考点 3 | 法治宣传 | 写出“法治宣传/提升法治素养（观念、意识）/尊法学法守法用法”中任意1个，且和“培训、宣讲、进基层”对应 | 写了“法治宣传”，但没提和“两法进基层”的关系 | 没提法治宣传的意思，只抄材料 4 | 人民民主 | 写出“全过程人民民主/人民主体地位/群众有序参与基层治理/民主协商/民主管理/共建共治共享”中任意1个，且和“搭建平台、资源下沉、治理效能”对应 | 写到了“人民民主”，但没提如何提升治理效能 | 没提人民，只抄材料。,formal,F2 把材料事实翻译成法律事实 + F5 程序救济单独成步：路径、证据、选择 + F3 定准法律入口：从六类候选中选 + F6 价值收束必须从法律规则推出,codes=无交叉验证核心code；材料/细则显示强模块边界风险或疑似误收，v1 不应把它作为选必二法律主观题核心样本。,结合材料说和基层治理的关系 | 没提党，只抄材料 2 | 立法完善 | 写出“科学立法/民主立法/完善法律法规（制度）”中任意1个，且和“修订实施办法、健全配套政策、保障有法可依”对应 | 写了“完善制度”，但没提和“两法”或立法的关系 | 只抄了“广泛征求意见”，没提炼考点 3 | 法治宣传 | 写出“法治宣传/提升,劳动/用工事实；相邻/民法原则事实；程序/证据事实；意义/价值收束任务,先判断设问终点，再把材料事实转译为法律事实，并确定核心法律入口。,20（2）结合材料，运用《当代国际政治与经济》知识，分析人类命运共同体理念为什么能维护世界和平与发展。 | （6分） 角度1：符合共同利益： 可以代替的关键词——时代主题等 超越民族国家本位，维护全人类共同利益。 | 该理念在尊重国家主权的前提下，强调全人类立场，为协调国家利益与全球共同利益提供了价值指引。,劳动/用工事实；相邻/民法原则事实；程序/证据事实；意义/价值收束任务,R_CC0294_2026_朝阳_二模_20_2_01 ; R_CC0294_2026_朝阳_二模_20_2_02 ; R_CC0294_2026_朝阳_二模_20_2_03 ; R_CC0294_2026_朝阳_二模_20_2_04,不生成选必二法律满分句；先移入边界复核/剔除清单。,该题在 v1 压测中不作为选必二法律主观题闭环样本。,无法进入 v1 法律框架，若硬写会偏成非选必二或空泛法治表达。,材料/细则显示强模块边界风险或疑似误收，v1 不应把它作为选必二法律主观题核心样本。,选必二,high,medium,FAIL,yes,必修三化,移入模块边界复核表；若细则主干不是法律规则，不进入最终宝典正文。,边界复核，不进入正文,不作法律题示范，只作边界排除
CC0305_2026_海淀_一模_18_3,2026,海淀,一模,18(3),判断是否支持原告诉讼请求，并说明隐私权、消费者知情权、虚假宣传/欺诈、侵权责任和惩罚性赔偿等依据。,formal,F2 把材料事实翻译成法律事实 + F5 程序救济单独成步：路径、证据、选择 + F3 定准法律入口：从六类候选中选 + F6 价值收束必须从法律规则推出,codes=无交叉验证核心code；材料/细则显示强模块边界风险或疑似误收，v1 不应把它作为选必二法律主观题核心样本。,设问抽取不完整，需回源,包间私密活动；公开监控录像和聊天信息；虚假宣传治疗功效；诱导消费,先判断设问终点，再把材料事实转译为法律事实，并确定核心法律入口。,18.（15 分） （1）全国居民人均服务性消费支出总体上升，服务性消费占比不断提高，居民消费结构优化。 | （2 分） （2）提振消费，扩大内需，拉动经济增长，增强国内大循环的内生动力； | 引导和带动服务业以及相 关产业发展，推动产业结构优化，推动供给侧结构性改革；,隐私权；消费者知情权；虚假宣传；欺诈；侵权责任；惩罚性赔偿,R_CC0305_2026_海淀_一模_18_3_P01 ; R_CC0305_2026_海淀_一模_18_3_P02 ; R_CC0305_2026_海淀_一模_18_3_P03,消费者在包间内活动具有私密性，商家公开监控录像和聊天信息侵害隐私权；赵某虚假宣传治疗功效诱导消费，构成欺诈，应退款并承担惩罚性赔偿。,见 boundary-patched Markdown 中 CC0305_18_3 正文示范。,无法进入 v1 法律框架，若硬写会偏成非选必二或空泛法治表达。,已拆分为法律小问。,选必二,high,medium,PASS,no,拆分恢复,移入模块边界复核表；若细则主干不是法律规则，不进入最终宝典正文。,正文示范（拆分恢复）,只使用18(3)法律小问；18(1)(2)经济小问不进法律框架
CC0311_2026_海淀_二模_18,2026,海淀,二模,18,,reference_only,F2 把材料事实翻译成法律事实 + F3 定准法律入口：从六类候选中选 + F6 价值收束必须从法律规则推出,codes=无交叉验证核心code；只有 reference_only 或普通答案，不能宣称满分闭环，只能作弱验证。,设问抽取不完整，需回源,劳动/用工事实；消费/IP/竞争事实；相邻/民法原则事实；意义/价值收束任务,先判断设问终点，再把材料事实转译为法律事实，并确定核心法律入口。,18.（14分） （1）团队在市场调研中，运用分析与综合的思维方法，分别调查花农、批发商和电商三方的差异化需求，在具体分析各群体需求偏好的基础上，将调研结果整合为系统的育种指标 | 团队运用联想思维，将云南的自然特点与降低成本目标联结起来，并提出新假设，提出自主育种的新方案，打破照搬国外模式的传统思路。 | 团队自主育种的过程，体现了科学思维追求认识的客观性，坚持从实际出发，对品种选育效果作出合乎逻辑的推断，并借助市场测试实践加以检验，在实践探索中实现自主创新。,劳动/用工事实；消费/IP/竞争事实；相邻/民法原则事实；意义/价值收束任务,R_CC0311_2026_海淀_二模_18_M17_01 ; R_CC0311_2026_海淀_二模_18_M17_02 ; R_CC0311_2026_海淀_二模_18_M17_03 ; R_CC0311_2026_海淀_二模_18_M17_04,知识产权是财产权的重要组成部分，也是企业重要的无形资产。；民法典将知识产权中的财产权纳入可质押权利范围，有利于拓宽融资渠道、缓解资金压力。,知识产权是财产权的重要组成部分，也是企业重要的无形资产。。民法典将知识产权中的财产权纳入可质押权利范围，有利于拓宽融资渠道、缓解资金压力。。公司法确认知识产权可以作价出资，促进技术要素转化资本，鼓励创业创新。。专利法规定对发明人给予奖励和合理报酬，尊重创新主体权益，调动员工创新积极性。,可能丢失部分细则闭合、低频题源或正式评分依据。,只有 reference_only 或普通答案，不能宣称满分闭环，只能作弱验证。,选必二,high,medium,PARTIAL,yes,证据不足,保留为 reference_only 验证题，等待正式细则/评标后再决定是否入核心。,开放容器/弱证据示范,只作弱示范，需补正式细则
CC0317_2026_海淀_期中_18,2026,海淀,期中,18,,formal,F4 把定性落成责任、效果或裁判理由,codes=CB05；题号已由交叉验证代码本支撑，v1 可从设问、材料转译、定性/责任/价值生成答案。,设问抽取不完整，需回源,合同/责任事实；相邻/民法原则事实；意义/价值收束任务,先判断设问终点，再把材料事实转译为法律事实，并确定核心法律入口。,18.(12 分) (1) 该合同条款无效。 | 该合同条款是住房租赁企业为了重复使用而预先拟定，并在订立合同时 未与对方协商的条款，属于格式条款。 | 民法典规定，采用格式条款订立合同的，提供格式条款 的一方应当遵循公平原则确定当事人之间的权利和义务。,合同层次与责任路径定性,R_CC0317_2026_海淀_期中_18_01,18.（1）该合同条款⽆效。该合同条款是住房租赁企业为了重复使⽤⽽预先拟定，并在订⽴ 合同时未与对⽅协商的条款，属于格式条款。⺠法典规定采⽤格式条款订⽴合同的，提供格 式条款的⼀⽅应当遵循公平原则确定当事⼈之间的权利和义务。该合同条款约定合同期满后， 承租⽅不得与产权⼈私下建⽴合同关系，限制了承租⽅⾃由订⽴合同的权利，应被认定为⽆ 效。(6 分),18.（1）该合同条款⽆效。该合同条款是住房租赁企业为了重复使⽤⽽预先拟定，并在订⽴ 合同时未与对⽅协商的条款，属于格式条款。⺠法典规定采⽤格式条款订⽴合同的，提供格 式条款的⼀⽅应当遵循公平原则确定当事⼈之间的权利和义务。该合同条款约定合同期满后， 承租⽅不得与产权⼈私下建⽴合同关系，限制了承租⽅⾃由订⽴合同的权利，应被认定为⽆ 效。(6 分),未见明显丢分点；压测仍需人工抽查细则原文。,题号已由交叉验证代码本支撑，v1 可从设问、材料转译、定性/责任/价值生成答案。,选必二,high,medium,PASS,no,,无需 v1 修补；进入 v2 时保持节点证据映射。,正文示范,可作为主干满分示范
CC0318_2026_海淀_期中_18_2,2026,海淀,期中,18,,formal,F2 把材料事实翻译成法律事实 + F3 定准法律入口：从六类候选中选 + F6 价值收束必须从法律规则推出,codes=无交叉验证核心code；有法律信号但未进入交叉验证代码本核心，v1 可试启动但不能证明全细则闭合。,设问抽取不完整，需回源,合同/责任事实；意义/价值收束任务,先判断设问终点，再把材料事实转译为法律事实，并确定核心法律入口。,18（2）上述规定为住房租赁市场设⽴了清晰、规范的⾏为指引，由相关政府部⻔提供合同 示范⽂本，有利于规范合同内容，防⽌格式条款滥⽤，保护租赁双⽅合法权益，减少合同纠 纷； | 引导市场主体依法依规从事⺠事活动，弘扬诚信的社会主义价值观，规范住房租赁市场 秩序； | 明确政府法定职责，推动政府依法履⾏市场监管职能，推进严格执法，推动良法善治。,合同/责任事实；意义/价值收束任务,R_CC0318_2026_海淀_期中_18_2_01,18（2）上述规定为住房租赁市场设⽴了清晰、规范的⾏为指引，由相关政府部⻔提供合同 示范⽂本，有利于规范合同内容，防⽌格式条款滥⽤，保护租赁双⽅合法权益，减少合同纠 纷；引导市场主体依法依规从事⺠事活动，弘扬诚信的社会主义价值观，规范住房租赁市场 秩序；明确政府法定职责，推动政府依法履⾏市场监管职能，推进严格执法，推动良法善治。 [page 3] 3,18（2）上述规定为住房租赁市场设⽴了清晰、规范的⾏为指引，由相关政府部⻔提供合同 示范⽂本，有利于规范合同内容，防⽌格式条款滥⽤，保护租赁双⽅合法权益，减少合同纠 纷；引导市场主体依法依规从事⺠事活动，弘扬诚信的社会主义价值观，规范住房租赁市场 秩序；明确政府法定职责，推动政府依法履⾏市场监管职能，推进严格执法，推动良法善治。 [page 3] 3,可能丢失部分细则闭合、低频题源或正式评分依据。,有法律信号但未进入交叉验证代码本核心，v1 可试启动但不能证明全细则闭合。,选必二,high,medium,PARTIAL,yes,漏节点,作为开放容器低频题源记录；回源补证后再决定是否新增/拆分 code，不凭单题扩核心。,开放容器/弱证据示范,只作弱示范，需补正式细则
CC0319_2026_海淀_期中_19,2026,海淀,期中,19,,formal,F3 定准法律入口：从六类候选中选,codes=CB07；题号已由交叉验证代码本支撑，v1 可从设问、材料转译、定性/责任/价值生成答案。,设问抽取不完整，需回源,劳动/用工事实；合同/责任事实；消费/IP/竞争事实；意义/价值收束任务,先判断设问终点，再把材料事实转译为法律事实，并确定核心法律入口。,19.(7 分) 根据反不正当竞争法规定，不正当竞争行为是指经营者在生产经营活动中，扰乱市场竞争秩序， 损害其他经营者或者消费者的合法权益的行为。 | 郑某利用技术手段，为用户提供不正当抢票优 势，破坏平台的购票规则，干扰、妨碍平台售票业务的正常开展，损害了甲公司的信誉以及其 他合法权益，构成不正当竞争，应当承担侵权责任。 | 同时郑某的行为仅为少数消费者用户提供 了便利，损害了消费者的合法权益和长远利益，有违经营者公认的商业道德，不符合社会主义 核心价值观，不利于社会整体福祉的增进，扰乱了市场竞争秩,消费/知识产权/竞争秩序的行为-赔偿-价值链,R_CC0319_2026_海淀_期中_19_01,19. 根据反不正当竞争法规定，不正当竞争⾏为是指经营者在⽣产经营活动中，扰乱市场竞 争秩序，损害其他经营者或者消费者的合法权益的⾏为。郑某利⽤技术⼿段，为⽤户提供不 正当抢票优势，破坏平台的购票规则，⼲扰、妨碍平台售票业务的正常开展，损害了甲公司 的信誉以及其他合法权益，构成不正当竞争，应当承担侵权责任。同时郑某的⾏为仅为少数 消费者⽤户提供了便利，损害了消费者的合法权益和⻓远利益，有违经营者公认的商业道德， 不符合社会主义核⼼价值观，不利于社会整体福祉的增进，扰乱了市场竞争秩序。 [page 4] 4 评分标准,19. 根据反不正当竞争法规定，不正当竞争⾏为是指经营者在⽣产经营活动中，扰乱市场竞 争秩序，损害其他经营者或者消费者的合法权益的⾏为。郑某利⽤技术⼿段，为⽤户提供不 正当抢票优势，破坏平台的购票规则，⼲扰、妨碍平台售票业务的正常开展，损害了甲公司 的信誉以及其他合法权益，构成不正当竞争，应当承担侵权责任。同时郑某的⾏为仅为少数 消费者⽤户提供了便利，损害了消费者的合法权益和⻓远利益，有违经营者公认的商业道德， 不符合社会主义核⼼价值观，不利于社会整体福祉的增进，扰乱了市场竞争秩序。 [page 4] 4 评分标准：,未见明显丢分点；压测仍需人工抽查细则原文。,题号已由交叉验证代码本支撑，v1 可从设问、材料转译、定性/责任/价值生成答案。,选必二,high,medium,PASS,no,,无需 v1 修补；进入 v2 时保持节点证据映射。,正文示范,可作为主干满分示范
CC0325_2026_石景山_一模_18,2026,石景山,一模,18,,formal,F4 把定性落成责任、效果或裁判理由 + F5 程序救济单独成步：路径、证据、选择,codes=CB05;CB08；题号已由交叉验证代码本支撑，v1 可从设问、材料转译、定性/责任/价值生成答案。,设问抽取不完整，需回源,劳动/用工事实；合同/责任事实；消费/IP/竞争事实；程序/证据事实；意义/价值收束任务,先判断设问终点，再把材料事实转译为法律事实，并确定核心法律入口。,18．（8 分） 证据是打官司决胜负的关键砝码。 | 根据我国法律关于举证责任分配的相关规定，在诉讼中，如果负有 举证责任的一方不能提供充分证据，将承担其主张不能成立的法律后果。 | 案件一 被告人朱某、宁某未经著作权人、注册商标权利人同意，生产、销售假冒泡泡玛特公司“温度”系列、 “夜之城”系列玩具产品，经营额达100 余万元。,合同层次与责任路径定性 ; 具体救济与程序路径,R_CC0325_2026_石景山_一模_18_01 ; R_CC0325_2026_石景山_一模_18_02 ; R_CC0325_2026_石景山_一模_18_03,①本案属于行政诉讼（1分），行政诉讼的核心问题是行政机关的行政行为是否合法，而行政相对人在举证能力上无法与行政机关抗衡（1分）。；②本案中，原告张某需要对自己车辆受到损害的事实（1分），以及损害与窗户坠落存在因果关系进行举证（1分）；被告卢某作为建筑物的使用人，需要对事故发生没有过错承担举证责任（1分）。,①本案属于行政诉讼（1分），行政诉讼的核心问题是行政机关的行政行为是否合法，而行政相对人在举证能力上无法与行政机关抗衡（1分）。。②本案中，原告张某需要对自己车辆受到损害的事实（1分），以及损害与窗户坠落存在因果关系进行举证（1分）；被告卢某作为建筑物的使用人，需要对事故发生没有过错承担举证责任（1分）。。③本案属于民事诉讼（1分），实行“谁主张，谁举证”的原则（1分），但在有些情况下，案件当事人因欠缺专业知识或远离证据难以举证，出于公平合理的考虑，实行举证责任倒置原则。/本案属于建筑物发生坠落造成他人损害，适用过错推定原则，关于过错的举证责任倒置。（1分）,未见明显丢分点；压测仍需人工抽查细则原文。,题号已由交叉验证代码本支撑，v1 可从设问、材料转译、定性/责任/价值生成答案。,选必二,high,medium,PASS,no,,无需 v1 修补；进入 v2 时保持节点证据映射。,正文示范,可作为主干满分示范
CC0332_2026_石景山_二模_19,2026,石景山,二模,19,结合材料，运用《法律与生活》知识，谈谈对未成年人校园欺凌违法行为“惩”“教”并行的认识。,formal,F2 把材料事实翻译成法律事实 + F3 定准法律入口：从六类候选中选 + F6 价值收束必须从法律规则推出,codes=无交叉验证核心code；有法律信号但未进入交叉验证代码本核心，v1 可试启动但不能证明全细则闭合。,结合材料，运用《法律与生活》知识，谈谈对未成年人校园欺凌违法行为“惩”“教”并行的认识。,相邻/民法原则事实；意义/价值收束任务,先判断设问终点，再把材料事实转译为法律事实，并确定核心法律入口。,19．（8分） 2026年1月1日，新修订的《中华人民共和国治安管理处罚法》正式施行，首次将校园欺凌纳入治安管理处罚范畴，明确以殴打、侮辱、恐吓等方式实施学生欺凌的，公安机关可 | “他还是个孩子”，不再是校园欺凌的挡箭牌。 | 本次修订打破了“未成年人违法不拘留”的惯例，规定已满14周岁不满16周岁的未成年人，一年内两次以上违反治安管理的，依法执行行政拘留；,相邻/民法原则事实；意义/价值收束任务,R_CC0332_2026_石景山_二模_19_01,19．（8分）从“惩”“教”两个维度出发，正确表述1条法律依据+1点实践意义，得4分；2点得8分。 依据民法典，自然人享有生命权、身体权、健康权等人格权以及财产权，本次修订通过明确处罚标准，强化了对未成年人校园欺凌违法行为的惩罚，/为保护学生合法权益提供了更有力的法律支持，/有利于营造尊法学法守法用法的良好氛围、切实维护校园和谐稳定。（4分）民法典规定父母有对未成年子女的行为进行必要的约束和引导以及批评教育、合理惩戒的义务。本次修订倡导“惩教闭环”，强化执法机关、家庭、学校等机构形成协同治理合力，/既让未成年人认识,19．（8分）从“惩”“教”两个维度出发，正确表述1条法律依据+1点实践意义，得4分；2点得8分。 依据民法典，自然人享有生命权、身体权、健康权等人格权以及财产权，本次修订通过明确处罚标准，强化了对未成年人校园欺凌违法行为的惩罚，/为保护学生合法权益提供了更有力的法律支持，/有利于营造尊法学法守法用法的良好氛围、切实维护校园和谐稳定。（4分）民法典规定父母有对未成年子女的行为进行必要的约束和引导以及批评教育、合理惩戒的义务。本次修订倡导“惩教闭环”，强化执法机关、家庭、学校等机构形成协同治理合力，/既让未成年人认识到法律威严，又通过系统化矫治教育帮助未成年人树立法治观念，/真正帮助涉事未成年人回归正途。（4分）,可能丢失部分细则闭合、低频题源或正式评分依据。,有法律信号但未进入交叉验证代码本核心，v1 可试启动但不能证明全细则闭合。,选必二,high,low,PARTIAL,yes,漏节点,作为开放容器低频题源记录；回源补证后再决定是否新增/拆分 code，不凭单题扩核心。,开放容器/弱证据示范,只作弱示范，需补正式细则
CC0340_2026_西城_一模_17,2026,西城,一模,17,结合材料，运用法律相关知识，说明民法典物权编的上述规定如何推动国家绿色发展。,formal,F3 定准法律入口：从六类候选中选,codes=CB09；题号已由交叉验证代码本支撑，v1 可从设问、材料转译、定性/责任/价值生成答案。,结合材料，运用法律相关知识，说明民法典物权编的上述规定如何推动国家绿色发展。,合同/责任事实；相邻/民法原则事实；意义/价值收束任务,先判断设问终点，再把材料事实转译为法律事实，并确定核心法律入口。,17．（8分）良好生态环境是最公平的公共产品，是最普惠的民生福祉。 | 【民法典物权编】 第286条： 业主应当遵守法律、法规以及管理规约，相关行为应当符合节约资源、保护生态环境的要求。 | 对于物业服务企业或者其他管理人执行政府依法实施的应急处置措施和其他管理措施，业主应当依法予以配合。,相邻关系与民法原则锚句,R_CC0340_2026_西城_一模_17_01,17.结合材料，运用法律相关知识，说明民法典物权编的上述规定如何推动国家绿色发展。（8分） 【细则】 ●法律依据（2分） 贯彻落实民法绿色原则 1分 为绿色发展提供法律依据/法律保障/使生态环境保护有法可依 1分 ●作用路径（4分） 合理划定权利界限、强化法定义务、明确法律责任与权利救济（变通：禁止违法排污/明确侵权责任减少环境损害/坚持权利与义务统一/强化权利救济/协调各方利益关系） 3分 结合法条内容，分析合理 1分 ●意义价值（2分） 平衡个人利益和生态公共利益/公共利益/社会利益 1分 促进资源开发利用绿色,17.结合材料，运用法律相关知识，说明民法典物权编的上述规定如何推动国家绿色发展。（8分） 【细则】 ●法律依据（2分） 贯彻落实民法绿色原则 1分 为绿色发展提供法律依据/法律保障/使生态环境保护有法可依 1分 ●作用路径（4分） 合理划定权利界限、强化法定义务、明确法律责任与权利救济（变通：禁止违法排污/明确侵权责任减少环境损害/坚持权利与义务统一/强化权利救济/协调各方利益关系） 3分 结合法条内容，分析合理 1分 ●意义价值（2分） 平衡个人利益和生态公共利益/公共利益/社会利益 1分 促进资源开发利用绿色转型/推动可持续发展/节约资源保护环境 1分,未见明显丢分点；压测仍需人工抽查细则原文。,题号已由交叉验证代码本支撑，v1 可从设问、材料转译、定性/责任/价值生成答案。,选必二,high,medium,PASS,no,,无需 v1 修补；进入 v2 时保持节点证据映射。,正文示范,可作为主干满分示范
CC0353_2026_西城_期中_17,2026,西城,期中,17,,reference_only,F2 把材料事实翻译成法律事实 + F3 定准法律入口：从六类候选中选 + F6 价值收束必须从法律规则推出,codes=无交叉验证核心code；只有 reference_only 或普通答案，不能宣称满分闭环，只能作弱验证。,设问抽取不完整，需回源,合同/责任事实；消费/IP/竞争事实；意义/价值收束任务,先判断设问终点，再把材料事实转译为法律事实，并确定核心法律入口。,17．法院判决B 公司构成不正当竞争并赔偿损失是正确的，因为B 公司的行为违反了《中华 人民共和国反不正当竞争法》和《中华人民共和国未成年人保护法》的相关规定，损害 了T 公司 | 法院判决以事实为依据，以法律为准绳，彰显了司法公正，维护了市场竞争秩序 和未成年人合法权益。,合同/责任事实；消费/IP/竞争事实；意义/价值收束任务,R_CC0353_2026_西城_期中_17_01,17．法院判决B 公司构成不正当竞争并赔偿损失是正确的，因为B 公司的行为违反了《中华 人民共和国反不正当竞争法》和《中华人民共和国未成年人保护法》的相关规定，损害 了T 公司的合法权益和市场竞争秩序，同时危害了未成年人保护机制，应承担相应侵权 责任。法院判决以事实为依据，以法律为准绳，彰显了司法公正，维护了市场竞争秩序 和未成年人合法权益。,17．法院判决B 公司构成不正当竞争并赔偿损失是正确的，因为B 公司的行为违反了《中华 人民共和国反不正当竞争法》和《中华人民共和国未成年人保护法》的相关规定，损害 了T 公司的合法权益和市场竞争秩序，同时危害了未成年人保护机制，应承担相应侵权 责任。法院判决以事实为依据，以法律为准绳，彰显了司法公正，维护了市场竞争秩序 和未成年人合法权益。,可能丢失部分细则闭合、低频题源或正式评分依据。,只有 reference_only 或普通答案，不能宣称满分闭环，只能作弱验证。,选必二,high,medium,PARTIAL,yes,证据不足,保留为 reference_only 验证题，等待正式细则/评标后再决定是否入核心。,开放容器/弱证据示范,只作弱示范，需补正式细则
CC0358_2026_通州_一模_17,2026,通州,一模,17,"结合材料一和材料二,如果只结合其中一个材料,扣一分 [page 9] 分值 标准 细则 2分 （1+1） 紧扣主 题论证 有效 （材料 分析要 落在 “古朴” 与“创 新”二 者的关 系上） 4分 （1+1）×2 1分 综合性 不强调哲文“融合”，但需分别用哲学和文化阐释观点 阐释隆福寺街区改造中“古朴”与“创新”是如何实现共生共荣的。",formal,F2 把材料事实翻译成法律事实 + F3 定准法律入口：从六类候选中选 + F6 价值收束必须从法律规则推出,codes=无交叉验证核心code；材料/细则显示强模块边界风险或疑似误收，v1 不应把它作为选必二法律主观题核心样本。,"结合材料一和材料二,如果只结合其中一个材料,扣一分 [page 9] 分值 标准 细则 2分 （1+1） 紧扣主 题论证 有效 （材料 分析要 落在 “古朴” 与“创 新”二 者的关 系上） 4分 （1+1）×2 1分 综合性 不强调哲文“融合”，但需分别用哲学和文化阐释观点 阐释隆福寺街区改造中“古朴”与“创新”是如",劳动/用工事实；合同/责任事实；相邻/民法原则事实；意义/价值收束任务,先判断设问终点，再把材料事实转译为法律事实，并确定核心法律入口。,"17.(2） 作为引领新一轮科技革命和产业变革的战略性技术，人工智能正悄然改变着人类的生产生活方式。 | 材料一 生活消费﹣-AI点亮""烟火气"" 从AI辅助点餐订外卖等日常便利，到智能调节的家用按摩设备； | 从通过大模型实现""量体裁衣""式的 个性化穿搭推荐与虚拟试衣，到担任家庭管家、提供养老陪护的具身智能机器人﹣人工智能融入生 活消费的各种场景，让寻常生活的烟火气添上了智能、便捷与",劳动/用工事实；合同/责任事实；相邻/民法原则事实；意义/价值收束任务,R_CC0358_2026_通州_一模_17_01 ; R_CC0358_2026_通州_一模_17_02 ; R_CC0358_2026_通州_一模_17_03 ; R_CC0358_2026_通州_一模_17_04,不生成选必二法律满分句；先移入边界复核/剔除清单。,该题在 v1 压测中不作为选必二法律主观题闭环样本。,无法进入 v1 法律框架，若硬写会偏成非选必二或空泛法治表达。,材料/细则显示强模块边界风险或疑似误收，v1 不应把它作为选必二法律主观题核心样本。,选必二,high,medium,FAIL,yes,其他,进入人工复核。,边界复核，不进入正文,不作法律题示范，只作边界排除
CC0363_2026_通州_期中_19,2026,通州,期中,19,根据材料，判断推理①和②的逻辑正误，并结合《逻辑与思维》知识说明理由。,formal,F2 把材料事实翻译成法律事实 + F5 程序救济单独成步：路径、证据、选择 + F3 定准法律入口：从六类候选中选 + F6 价值收束必须从法律规则推出,codes=无交叉验证核心code；材料/细则显示强模块边界风险或疑似误收，v1 不应把它作为选必二法律主观题核心样本。,根据材料，判断推理①和②的逻辑正误，并结合《逻辑与思维》知识说明理由。,合同/责任事实；相邻/民法原则事实；程序/证据事实；意义/价值收束任务,先判断设问终点，再把材料事实转译为法律事实，并确定核心法律入口。,19. 【案件事实】 某小区3 号楼2 单元全体业主一致签字同意增设电梯，并于小区主要出入口张贴意见征集单、公示、 承诺及图纸等相关材料，公示期间未收到异议。 | 随后，该项目取得了主管部门的审批手续并正式开工。 | 居 住于相邻楼的业主范某认为，电梯安装位置影响其采光，侵犯其合法权益，遂多次在现场阻碍施工，导致 项目停工。,合同/责任事实；相邻/民法原则事实；程序/证据事实；意义/价值收束任务,R_CC0363_2026_通州_期中_19_01 ; R_CC0363_2026_通州_期中_19_02 ; R_CC0363_2026_通州_期中_19_03,不生成选必二法律满分句；先移入边界复核/剔除清单。,该题在 v1 压测中不作为选必二法律主观题闭环样本。,无法进入 v1 法律框架，若硬写会偏成非选必二或空泛法治表达。,材料/细则显示强模块边界风险或疑似误收，v1 不应把它作为选必二法律主观题核心样本。,选必二,high,medium,FAIL,yes,其他,进入人工复核。,边界复核，不进入正文,不作法律题示范，只作边界排除
