sheet	row	序号	题目定位	题目定位/模块	维度	原严重度	严重程度	严重度	v33状态	问题原文（摘录）	问题说明	复核说明（含仍需修改建议）	修改建议	备注
③宝典核对	31	30		2026·西城·一模·第18题第2问	法律准确性		中			"""二审法院虽未支持老人要求抚养费的主张"""	"老人（父母）向成年子女主张的应为""赡养费""（民法典第1067条第2款），""抚养费""指父母对未成年子女的义务，此处概念混淆/用词错误（材料前文已正确用""赡养费""，此处不一致）"		"""抚养费""改为""赡养费"""	与汇编同源(修汇编即同步)
③宝典核对	32	31		2024·东城·一模·19题	答案与评分逻辑		中			细则三档各2分共6分，设问总分未标注	"设问未标分值（其余题多标分），细则踩分点为2+2+2=6分，但题首未见""(6分)""标注，无法核对总分；且答案落点为4句，与3档踩分点对应关系不够清晰"		"题首补标""(6分)""，并将答案落点与""督促维权/赡养义务/保护老年人权益""三个踩分档一一对应"	与汇编同源(修汇编即同步)
③宝典核对	33	32		2024·西城·二模·第16题	答案与评分逻辑		中			16．（8分）	"细则可见踩分点(2+1+2+1+1)加总仅7分，与设问总分8分不符；line90""（2分，多选一）""疑为首个2分点的细则展开而非独立赋分，存在赋分加总与总分矛盾"		核对评分细则使踩分点加总=8分，明确各分点分值归属	与汇编同源(修汇编即同步)
③宝典核对	34	33		2025·丰台·一模·第19题	答案与评分逻辑		中			维护社会公平正义不得分;没有铺垫直接表达法治中国建设不得分	"评分标准设多处""错误边界/扣分边界""(优化营商环境、维护社会公平正义、维护双方合法权益等不得分)，与答案落点存在张力：答案落点写""营造公平市场环境""""鼓励创新""可，但学生若写近义""优化营商环境""即扣分，口径偏严且与常见表述冲突，需确认为原题真实口径"		"核实原评分细则确为此口径；若是则在核心答题点显著提示这些""陷阱表达""，避免学生踩雷"	与汇编同源(修汇编即同步)
③宝典核对	35	34		2025·房山·一模·第19题	答案与评分逻辑		中			19.（8分）…细则列6.必修三…（2分）	"细则列出1-6项采分点，分值加总(2+2+1+2+1+2=10)超过8分总分，靠""总分不超过8分""封顶；采分点设置超总分"		"明确各点为""择优计分、上限8分""，或精简采分点使其与8分匹配"	与汇编同源(修汇编即同步)
③宝典核对	36	35		2025·西城·二模·18题	答案与评分逻辑		中			"""过错分析，共3分""+""1+1+1+2=8""加总"	"踩分点：行为能力1+无效1+过错分析3+综合担责符合公平1+判决意义2=8分，加总正确；但答案落点6句未与""过错3分(平台/父母/小刘各1)""明确对应，且第一段细则未标分值版与第二段标分值版对担责主体表述一致需确认"		"答案落点按""平台过错/父母过错/小刘过错""拆为3点对应3分，确保与157条三方过错呼应"	与汇编同源(修汇编即同步)
③宝典核对	37	36		2026·东城·期末·第18题第2问	答案与评分逻辑		中			卷面标注为4分;原细则列出三类准备工作，每类按具体性给到2分	"三类×2分=6分上限与卷面4分冲突，细则已加""实际按有效采点择优累计，总分不超过4分，不理解为6分小问""作澄清，处理得当；但首句仍写""18(2)(4分)""与三类2分并列易致误读"		"保留澄清说明即可；建议在三类前明示""以下为采分方向，非各自独立满分"""	与汇编同源(修汇编即同步)
③宝典核对	38	37		2026·延庆·一模·18题第1问	答案与评分逻辑		中			"""18.（15分）（1）（8分）""但本批仅收第1问"	"题为18题共15分，第1问8分，剩余7分(第2问)未在本分问出现属正常；但细则评分""①违法行为3分②诉请1分③事实1分;侵权1分;违背诚信1分④恰当1分""加总=3+1+1+1+1+1=8分，加总正确，建议核对答案落点7句是否冗于8分踩分点"		"答案落点按""违法行为(3角度)/诉请/事实与侵权对应""压缩对齐8分踩分点"	与汇编同源(修汇编即同步)
③宝典核对	39	38		2026·海淀·期末·第18题第1问	答案与评分逻辑		中			该合同条款无效……(6分)	细则给出无效结论与格式条款分析共6分，但未列明分值切分(结论/格式条款认定/公平原则/无效理由各几分)，6分如何加总不透明		细则补踩分点分值切分，便于评分一致	与汇编同源(修汇编即同步)
③宝典核对	40	39		2026·通州·一模·20题(行63、70-71)	答案与评分逻辑		中			"细则""意义""3分含三点，答案落点仅列两条意义"	"细则意义部分有三点(增强风险意识/界定组织者责任范围/传递核心价值观)共3分，而""答案落点""(行70-71)仅列两条意义，遗漏""鼓励互帮互助、传递社会主义核心价值观、维护和谐社区秩序""一点，落点未完整覆盖踩分点"		"在答案落点补第三条意义(""鼓励社会成员互帮互助、传递社会主义核心价值观、维护和谐有序社区秩序"")"	与汇编同源(修汇编即同步)
③宝典核对	41	40		2026·顺义·二模·18题第2问	答案与评分逻辑		中			"设问""运用法治知识""，答案混含必修3与选必2双角度"	"设问仅""运用法治知识""较宽，细则与答案落点同时铺开必修3《政治与法治》四推进与选必2民法典两套体系，8分如何在两套间分配评分未明示，易导致踩分失衡"		细则补标两角度分值配比(如选必2民事权利+维权4分，必修3立法/执法/司法/守法4分)，明确给分边界	与汇编同源(修汇编即同步)
③宝典核对	42	41		2025·东城·二模·19题	错别字与表述		中			"""设问表格重建 [表格]"""	"占位符""设问表格重建""虽后附表格内容，但""[表格]""标记与""设问表格重建""字样为待补/重建占位，正式宝典中应清理"		"确认表格已完整重建后，删除""设问表格重建""""[表格]""占位字样"	与汇编同源(修汇编即同步)
③宝典核对	43	42		2025·东城·二模·19题	错别字与表述		中			"""只在内容复杂繁多的服务条款中约定，不足以起到提示作用"""	"设问表格案件三行文字疑脱字/病句：""只在…中约定""前应有""仅""或""如果只是""之意，原句缺主语且""只在""突兀，疑漏字"		"核对原题，补为""如仅在内容复杂繁多的服务条款中约定，不足以起到提示作用"""	与汇编同源(修汇编即同步)
③宝典核对	44	43		2025·海淀·二模·第18题	错别字与表述		中			"【材料】小海旁听了学校的""模拟法庭""活动，以下是旁听笔记。"	"材料仅一句引语，实际庭审内容置于【庭审记录】等分节，""以下是旁听笔记""后正文缺失/与后续分节衔接突兀，疑材料排版断裂"		"核对原题，将庭审记录等并入""旁听笔记""正文或调整衔接表述"	与汇编同源(修汇编即同步)
③宝典核对	45	44		2025·石景山·一模·第20题	错别字与表述		中			设问表格重建 [表格]	"设问处保留""设问表格重建""占位标记，后接重建表格，属占位待补/重建说明未清理，正式宝典中宜删除提示性占位词"		"删除""设问表格重建""占位标记，仅保留重建后的规范表格"	与汇编同源(修汇编即同步)
③宝典核对	46	45		2025·顺义·一模·第19题第2问	错别字与表述		中			市监局确认乙公司的名称侵犯甲公司公司合法权益	"""甲公司公司""重复一个""公司""，系衍字（同题第1问line38作""侵犯甲公司合法权益""无此错）"		"删去多余""公司""，改为""侵犯甲公司合法权益"""	与汇编同源(修汇编即同步)
③宝典核对	47	46		2026·朝阳·一模·第18题	错别字与表述		中			材料表格重建 [表格]	"正文出现占位标记""材料表格重建""与""[表格]""，其后虽已重建表格内容，但占位标签未删除，属占位待补残留/文字穿插"		"删除""材料表格重建""""[表格]""占位行，仅保留下方已重建的三栏表格"	与汇编同源(修汇编即同步)
③宝典核对	48	47		2026·朝阳·二模·第18题(第182行)	错别字与表述		中			变通较少生命权/身体权/健康权 任选其一——1分举证责任倒置——1分相邻…	"阅卷细则该段多处踩分点文字穿插、无分隔，连成一串(""任选其一——1分举证责任倒置——1分相邻的不动产…1分第二问…民法典依据…"")，且""变通较少""疑为""变通：较多/可变通""之误，难以阅读"		"按踩分点逐条换行分隔；核实""变通较少""原意并改正"	与汇编同源(修汇编即同步)
③宝典核对	49	48		2026·通州·一模·20题(行51-52、60-62)	错别字与表述		中			"""原题结构重建[表格]…########## 原题图 ##########…完成表格中""裁判理由及意义""部分"""	"含""原题结构重建/[表格]/原题图""占位；设问被""########## 原题图 ##########""分隔标题打断，""完成表格中""""裁判理由及意义""""部分""出现引号内换行与文字穿插，阅读割裂"		"清理占位标记，将设问还原为完整一句""阅读材料，完成表格中'裁判理由及意义'部分""，删除穿插的""原题图""分隔行"	与汇编同源(修汇编即同步)
③宝典核对	50	49		2024·丰台·一模·第17题(第85行)	AB双轴与结构		低			归位：A6 侵权责任｜B2 判责/理由	"设问含""法理依据和现实意义""两部分，答案法理5分+现实意义3分；B2""判责/理由""未覆盖""现实意义""，标签偏窄"		"可改为复合标注如""B2判责/理由+B5意义价值""，或就主体取向择一"	宝典专属·双轴/标签建议(编辑性)
③宝典核对	51	50		2025·东城·二模·19题	AB双轴与结构		低			"""归位：A1 民事行为与时效｜B1 补表/补链"""	本题三案件涵盖合同效力/名誉权/格式条款公平原则，主要落点为人格权(名誉权)、合同(格式条款)，归入A1（民事行为与时效）仅因案件一含行为能力，与名誉权、格式条款关系跨A2/A4，单一A1标签覆盖不足		考虑标注跨模块或在A2/A4加互见，避免名誉权/格式条款分问被A1单独吸收	宝典专属·双轴/标签建议(编辑性)
③宝典核对	52	51		2025·东城·期末·19题第1问	AB双轴与结构		低			"""归位：A3 物权相邻与共有｜B7 短答识别"""	"题涉电动自行车充电柜，含消防安全(高层民用建筑消防安全管理规定)、共有部分(278条)、相邻权，归A3合理；但答案明确""改变共有部分用途需业主共同决定(278条)""，B7短答识别标签恰当"		无需修改，归位准确	宝典专属·双轴/标签建议(编辑性)
③宝典核对	53	52		2025·丰台·一模·第19题	AB双轴与结构		低			归位：A5 知识产权与公平竞争｜B5 意义价值	"本题考技术秘密(商业秘密)侵权+惩罚性赔偿，归A5知识产权与公平竞争、B5意义价值，与设问""分析意义""相符，归位准确"		无需修改，记录核对通过	宝典专属·双轴/标签建议(编辑性)
③宝典核对	54	53		2025·海淀·二模·第18题	AB双轴与结构		低			归位：A5…｜B1 补表/补链	"本题为补全庭审记录划线处①-⑨，属""补空/短答识别""，归B1""补表/补链""尚可，但实为流程填空，标注B1略勉强"		"可保留B1，或细化为""B1 补空(流程/要素填充)"""	宝典专属·双轴/标签建议(编辑性)
③宝典核对	55	54		2025·门头沟·一模·第20题	AB双轴与结构		低			归位：A8 劳动关系	"本题为著作权(案例一·已填示例)+劳动合同诚信(案例二·待填)双案例表格，跨A5/A8；目录另列""跨模块背景题1个分问""，二者关系易混，建议标注本题即跨模块背景题或注明仅就案例二归位A8"		"在归位标签补注""案例一为A5示例、待答案例二归A8""，与目录跨模块背景题对应"	宝典专属·双轴/标签建议(编辑性)
③宝典核对	56	55		2025·顺义·一模·第19题第2问	AB双轴与结构		低			归位：A3 物权相邻与共有｜B5 意义价值	"本问""阐释定分止争的价值""跨案例1(相邻)+案例2(竞争)+纠纷解决，含A10纠纷解决程序成分，单归A3偏窄"		"可补注涉A5/A10，或归""跨模块背景题"""	宝典专属·双轴/标签建议(编辑性)
③宝典核对	57	56		2026·东城·一模·第18题	AB双轴与结构		低			归位：A5…｜B6 维权路径	"设问""法院是如何以司法之力守护向新力的""属""评析法院做法/意义(措施+评价)""，B轴标B6维权路径不贴切，更接近B5意义价值或措施评析"		B轴改为B5 意义价值（或措施评析类）	宝典专属·双轴/标签建议(编辑性)
③宝典核对	58	57		2026·丰台·一模·第20题(第122行)	AB双轴与结构		低			归位：A6 侵权责任｜B2 判责/理由	"设问含""法理依据和现实意义""，答案末段为现实意义；B2""判责/理由""同样未覆盖""意义""部分，标签偏窄"		同上，宜复合标注或明确取向	宝典专属·双轴/标签建议(编辑性)
③宝典核对	59	58		2026·房山·二模·第18题第1问	AB双轴与结构		低			归位：A5…B4 评析认识（兼涉名誉权）	"设问为""分析法律边界并提出应对措施""，属""风险识别+维权/应对措施""(近B6)，标B4评析认识不够贴切；""兼涉名誉权""提示可取"		B轴改为B6 维权路径（应对措施类），保留兼涉名誉权提示	宝典专属·双轴/标签建议(编辑性)
③宝典核对	60	59		2026·西城·二模·第18题第3问	AB双轴与结构		低			归位：跨模块背景题｜主知识：政治与法治/法治中国（不纳入选必二核心轴）	"本分问设问为""从法治角度阐释最高法发布典型案例对推进国家治理能力现代化的意义""，主知识确属必修三政治与法治/法治中国，归""跨模块背景题""判断正确；【细则】整段重复粘贴了【设问】文字（""（3）结合材料二，从法治的角度…（6分）""出现两次），属冗余"		删除【细则】开头重复的设问文字，仅保留评分要点	宝典专属·双轴/标签建议(编辑性)
③宝典核对	61	60		2026·顺义·二模·18题第2问	AB双轴与结构		低			"""归位：A2 人格权与个人信息｜B6 维权路径"""	"开源智能体侵犯财产权、隐私权、个人信息，归A2合理；但答案大量含必修3国家治理(立法执法司法守法)，已超出""人格权与个人信息""民法范畴，B6维权路径标签未覆盖""国家治理""维度"		"A2归位可保留，B轴或补注含""国家治理/制度建设""成分，提示非纯私法维权"	宝典专属·双轴/标签建议(编辑性)
③宝典核对	62	61		A9核心答题点	AB双轴与结构		低			惩罚性赔偿要看法院支持的是哪一笔请求	核心答题点表述本身正确，但本模块下含海淀期末第20题(实为侵权)、延庆第19题(实为调解)两道主入口偏A9的题，核心入口与实际归位题目不完全匹配		核心答题点不变，但建议将上述两题移出A9或加跨模块标注，保持模块内题目与入口一致	宝典专属·双轴/标签建议(编辑性)
③宝典核对	63	62		2024·东城·一模·19题	法律准确性		低			"""成年人对父母有赡养的义务"""	"细则表述不够准确，民法典第26条为""成年子女对父母负有赡养、扶助和保护的义务""，应为""成年子女""而非""成年人""（答案落点已正确写为""成年子女""）"		"细则改为""成年子女对父母负有赡养义务"""	与汇编同源(修汇编即同步)
③宝典核对	64	63		2024·石景山·一模·第17题	法律准确性		低			乙公司确认甲公司中标，并向其送达中标通知，属于承诺；承诺自到达要约人时生效	表述正确(甲为要约人、乙发承诺)，仅提示核对：合同成立时点应为承诺(中标通知)到达甲公司时，答案落点line167-168表述一致，无误		无需修改，确认即可	与汇编同源(修汇编即同步)
③宝典核对	65	64		2025·东城·二模·19题	法律准确性		低			"""限制民事行为能力人/法定代理人未追认（1分）+ 合同无效"""	"法律链条正确但表述可更严谨：限制民事行为能力人实施的非纯获利、不相适应的合同为""效力待定""，法定代理人拒绝追认后才""无效""；细则""未追认""宜明确为""拒绝追认""（答案落点已正确写""效力待定…拒绝追认后归于无效""）"		"细则""未追认""改为""拒绝追认""，并补""合同效力待定→无效""链条"	与汇编同源(修汇编即同步)
③宝典核对	66	65		2025·房山·一模·第19题	法律准确性		低			属于典型的不正当竞争行为	"挖人并窃取技术秘密，定性为""侵害商业秘密(技术秘密)""更准确；笼统称""不正当竞争""虽属其上位概念，但应点明属侵害商业秘密这一具体类型"		"答案可保留不正当竞争表述，建议补充""侵害商业秘密""以精确定性"	与汇编同源(修汇编即同步)
③宝典核对	67	66		2025·朝阳·二模·20题第1问	法律准确性		低			"""刘先生侵犯了孙女士的隐私权…该摄像头可能拍摄到…日常出行规律及其他动态信息"""	"定性隐私权正确(民法典1032/1033条，禁止拍摄、窥视他人私密活动)，过错分析(超出必要限度)准确；建议核心答题点补1033条""不得拍摄、窥视他人私密活动""以坐实条文"		答案或核心答题点补民法典1033条具体禁止行为，强化条文支撑	与汇编同源(修汇编即同步)
③宝典核对	68	67		2025·朝阳·期末·第20题	法律准确性		低			丁公司采用变换IP地址和伪造浏览器标识等不正当手段抓取	"案件二数据抓取定性为反不正当竞争，方向正确；但应点明系违反诚信原则与商业道德的""互联网专条/一般条款""，宜避免与著作权侵权混淆"		"裁判理由可补""违反反不正当竞争法第二条/互联网条款""，明确非著作权路径"	与汇编同源(修汇编即同步)
③宝典核对	69	68		2025·海淀·一模·第18题	法律准确性		低			主题乐园有权解除合同……即刻撤销其年卡全部权益	"材料中乐园用""撤销""一词，细则与答案已正确指出""不是民法典上的合同撤销权，不写撤销合同""，处理得当；但答案落点宜进一步点明此为合同解除权(行使方式/通知到达)，与撤销权(须诉请/申请)区分更清晰"		"答案可补一句""解除权依约定行使、通知到达即生效，区别于撤销权须请求法院或仲裁机构"""	与汇编同源(修汇编即同步)
③宝典核对	70	69		2025·海淀·二模·第18题	法律准确性		低			违背了⑦…诚信/公平/守法和公序良俗	"⑦答案点对应""恶意抢注损害在先权利""，最贴切的民法基本原则为""诚信原则""；将""公平/守法和公序良俗""并列为等价答案略宽，公平原则关联较弱"		"⑦以""诚信原则""为主，公序良俗可采意，""公平""作为次选提示"	与汇编同源(修汇编即同步)
③宝典核对	71	70		2025·西城·二模·18题	法律准确性		低			"""根据民法典157条规定，法院判定平台和小刘父母都应承担相应责任"""	"157条""各方都有过错的，应当各自承担相应的责任""适用正确；但本案小刘本人亦有过错(欺骗规避监管)，按157条小刘方(含其监护人)亦应自担部分，故法院判平台仅退24万(非全额40万)正体现各自担责，建议答案点明""非全额返还""逻辑以扣合157条"		"答案补一句""因各方均有过错，故平台按过错比例退还而非全额，体现157条各自担责"""	与汇编同源(修汇编即同步)
③宝典核对	72	71		2026·东城·二模·第19题	法律准确性		低			乙公司以商业诋毁获取竞争优势	"乙捏造丙""管理能力、产品质量低下""向甲暗示，定性商业诋毁(反法第十一条:编造传播虚假/误导信息损害竞争对手商誉)准确；但对象为""潜在合作方甲""而非公开市场，宜点明仍损害竞争对手丙商誉"		"定性可保留，补""损害竞争对手丙的商业信誉""以扣紧法条要件"	与汇编同源(修汇编即同步)
③宝典核对	73	72		2026·东城·期末·第18题第1问	法律准确性		低			"产品责任适用无过错责任……""无过错推定""为错误表述"	"细则明确产品责任为无过错责任、否定""无过错推定""、否定欺诈与举证责任倒置，定性准确，处理到位"		无需修改，记录核对通过；可补民法典1202/1203产品责任条号增强依据	与汇编同源(修汇编即同步)
③宝典核对	74	73		2026·东城·期末·第18题第2问	法律准确性		低			注意三年诉讼时效	诉讼时效三年表述正确(民法典188条普通时效三年)；维权路径(调解/仲裁/诉讼)及不告不理原则均准确		无需修改，记录核对通过	与汇编同源(修汇编即同步)
③宝典核对	75	74		2026·丰台·二模·第18题(第144/147/151行)	法律准确性		低			"结合《中华人民共和国生态环境法典》…核心原则及""损害担责""立法理念"	"《生态环境法典》2026-03-12通过、2026-08-15起施行；2026春季二模作答时该法典尚未施行(现仍处空窗期)；引用属真实存在但需注意时点，并应核对所引""系统治理、生态优先、绿色发展""""损害担责""是否与正式文本一致"		"保留可，但宜加注""自2026.8.15施行""，并核对原则表述与定稿文本"	与汇编同源(修汇编即同步)
③宝典核对	76	75		2026·丰台·期末·第18题	法律准确性		低			"""该区人民检察院…依法对该区文化和旅游局以行政公益诉讼立案并制发检察建议"""	"检察机关对行政机关怠于履职提起行政公益诉讼前的诉前程序（检察建议）表述准确，未成年人保护领域属检察公益诉讼法定范围，答案""检察权（法律监督）+公共利益""踩分点齐全；仅提示可补""诉前检察建议""概念点以强化程序认识"		可在答案落点补充：此为行政公益诉讼诉前程序，督促行政机关自我纠错	与汇编同源(修汇编即同步)
③宝典核对	77	76		2026·延庆·一模·18题第1问	法律准确性		低			"""侵犯李某的肖像权、名誉权…构成不正当竞争"""	"定性总体正确：未授权AI合成肖像→肖像权(1019条)，虚假宣传降低社会评价→名誉权，虚假/引人误解商业宣传→不正当竞争(反不正当竞争法，民事责任)；表述准确，仅提示""不正当竞争""对应民事责任而非笼统侵权"		"可在核心答题点注明不正当竞争承担""民事责任""，与人格权侵权区分"	与汇编同源(修汇编即同步)
③宝典核对	78	77		2026·房山·一模·第17题第1问	法律准确性		低			AI不具备民事主体资格，AI的赔偿承诺不具法律效力	民事主体仅自然人、法人、非法人组织，AI无主体资格、其承诺无效，定性准确；主体/内容/客体三维度划分规范		无需修改，记录核对通过	与汇编同源(修汇编即同步)
③宝典核对	79	78		2026·房山·二模·第18题第1问	法律准确性		低			风险3…可能侵犯他人的著作权	"""国潮风手机壳图案、传统纹样+现代元素""侵权风险既含著作权(美术作品)，也可能涉外观设计专利；细则仅""著作权/外观设计""并列1分，答案落点已补外观设计，方向正确"		"保持答案落点中""著作权或外观设计专利权""的并列，无需改"	与汇编同源(修汇编即同步)
③宝典核对	80	79		2026·朝阳·一模·第18题	法律准确性		低			适用《民法典》惩罚性赔偿规定	"知识产权惩罚性赔偿主要依据民法典第1185条及著作权法54条/专利法71条/商标法63条等单行法；细则统称""民法典惩罚性赔偿""可接受但略笼统"		"可保留，建议补""及著作权法/专利法等惩罚性赔偿条款""更准确"	与汇编同源(修汇编即同步)
③宝典核对	81	80		2026·海淀·期末·第18题第1问	法律准确性		低			也可结合民法典第四百九十七条说明……排除或限制对方主要权利	格式条款无效情形援引497条准确(497条规定提供方排除对方主要权利等情形该条款无效)；公平原则确定权利义务对应496条，引用得当		无需修改，记录核对通过；可同时点出496条提示义务作为补强	与汇编同源(修汇编即同步)
③宝典核对	82	81		2026·海淀·期末·第18题第2问	法律准确性		低			运用法治知识，分析《住房租赁条例》上述规定的现实意义	意义类答案(行为指引、示范文本防格式条款滥用、信用监管、良法善治)表述准确，无概念错误		无需修改，记录核对通过	与汇编同源(修汇编即同步)
③宝典核对	83	82		2026·石景山·一模·第18题	法律准确性		低			"""被告卢某作为建筑物的使用人，需要对事故发生没有过错承担举证责任"""	"案例三窗户脱落属民法典第1253条建筑物搁置物脱落坠落致害，归责为过错推定、举证责任倒置，答案表述正确；但③表述""实行谁主张谁举证…实行举证责任倒置""与""适用过错推定原则""以""/""并列为两套答案，建议明确本案应落到1253条过错推定倒置，避免学生误选纯""谁主张谁举证"""		"③首选答案应明确为：依民法典第1253条适用过错推定，卢某就无过错负举证责任（倒置）；""谁主张谁举证""仅作一般原则铺垫"	与汇编同源(修汇编即同步)
③宝典核对	84	83		2026·石景山·二模·19题	法律准确性		低			"""民法典规定父母有对未成年子女的行为进行必要的约束和引导以及批评教育、合理惩戒的义务"""	"该表述对应民法典第1058条/1068条(父母教育保护未成年子女、合理管教)，表述大体准确，但""合理惩戒""用语需与""家庭教育促进法""""未成年人保护法""口径一致，民法典原文为""教育、保护""，""合理惩戒""更多见于家庭教育促进法"		"核对条文出处，""合理惩戒""宜标注源自家庭教育促进法/未保法，避免笼统归于民法典"	与汇编同源(修汇编即同步)
③宝典核对	85	84		2026·通州·一模·20题(行57)	法律准确性		低			"""民法典第一千一百九十八条：群众性活动的组织者未尽到安全保障义务造成他人损害的"""	"1198条原文为""宾馆、商场…经营场所、公共场所的经营者、管理者或者群众性活动的组织者…""且含第二款(第三人致害组织者承担相应补充责任)，此处节略仅留组织者直接责任；本案为直接责任尚不影响定性，但引文不完整"		"如属原题节录可保留并标注""(条文有删节)""；建议补全主体列举或加省略标记"	与汇编同源(修汇编即同步)
③宝典核对	86	85		2026·通州·一模·20题(行57)	法律准确性		低			"""民法典第一千一百七十六条…但是，其他参加者对损害的发生有故意或者重大过失的除外。"""	"1176条尚有第二句""活动组织者的责任，适用本法第一千一百九十八条至第一千二百零一条的规定""，引文省略，恰是本案组织者责任的法源衔接"		补全1176条第二句或标注删节，使自甘风险与组织者安保责任的条文衔接清晰	与汇编同源(修汇编即同步)
③宝典核对	87	86		2026·顺义·二模·18题第2问	法律准确性		低			"""处理个人信息应遵循合法、正当、必要原则，不得过度处理"""	"表述与民法典第1035条一致(""合法、正当、必要，不得过度处理"")，准确"		无需修改，可作必背句模板	与汇编同源(修汇编即同步)
③宝典核对	88	87		A1模块·核心答题点	法律准确性		低			不适用时效……再落到交易安全或特殊身份利益保护	"核心入口列举""诉讼时效、不适用时效""准确；但""不适用诉讼时效""的典型情形(如停止侵害、返还财产、抚养费等)未点出，学生易误以为所有请求权均适用时效"		核心答题点可补充民法典196条不适用时效的请求权类型，避免误导	宝典发现
③宝典核对	89	88		A5模块·核心答题点	法律准确性		低			核心入口：著作权、商标、专利、商业秘密、数据权益…	"核心入口列举较全，含商业秘密、数据权益；但""惩罚性赔偿""(本批丰台19题考点)及""混淆行为/有影响标识""未单列，易错边界仅提空泛口号问题"		核心答题点可补充惩罚性赔偿适用与混淆行为认定要点	宝典发现
③宝典核对	90	89		2024·海淀·一模·第19题	答案与评分逻辑		低			层次1著作权…层次2侵权2分…层次3不正当竞争2分…层次4创新2分	四层次按等级水平评分(水平4=7-8分)，与8分总分及踩分点对应一致，逻辑自洽		无需修改，记录核对通过	与汇编同源(修汇编即同步)
③宝典核对	91	90		2024·西城·一模·18题第3问(行104)	答案与评分逻辑		低			"细则""18．（8分）（3）"""	"该分问设问标注6分(行103)，细则却冠以""（8分）""(系第18题总分)，易与本分问6分混淆"		"将分问细则标注改为""（3）（6分）""，或注明""8分为18题总分，本问6分"""	与汇编同源(修汇编即同步)
③宝典核对	92	91		2025·丰台·二模·第19题第2问	答案与评分逻辑		低			（1分…）（1分…）2、…（1分…）（2分…）	"评分说明部分分值分散且与""标准""部分(2+2+2+2)表述并行，踩分点加总虽可凑足8分，但两套口径并列易致加总混乱"		核对说明部分各采分点合计是否恰为8分，统一一套评分口径	与汇编同源(修汇编即同步)
③宝典核对	93	92		2025·丰台·期末·19题(行175)	答案与评分逻辑		低			"""本题7分，法理依据占4分，现实意义占3分。法理依据方面采用1+1+1+1"""	"参考答案7个踩分点中，""不符合敬业等社会主义核心价值观""既可归道德/现实意义又被排在法理依据序列，""法理依据1+1+1+1""四点与现实意义3点的具体归属与参考答案排序对应不甚明确，但总分7分成立"		明确法理依据4点(劳动者义务/以事实为依据/未履行义务/符合39条)与现实意义3点(核心价值观/用工自主权/权利义务相统一)的对应，避免归类歧义	与汇编同源(修汇编即同步)
③宝典核对	94	93		2025·朝阳·二模·20题第1问	答案与评分逻辑		低			"""①定性2分…⑤相邻关系1分""加总"	"踩分2+1(确权)+1(事实)+1(过错)+1(相邻)=6分，但设问标(8分)，细则踩分仅加至6分，缺2分去向(疑漏列""承担侵权责任1分""或意义分)"		核对原题8分构成，补齐缺失的2分踩分点（如侵权责任承担方式/相邻关系展开）	与汇编同源(修汇编即同步)
③宝典核对	95	94		2025·朝阳·二模·20题第2问	答案与评分逻辑		低			"""（2）（2分）①拆除设备1分②清除信息1分"""	2分踩分清晰(拆除1+清除1)，加总正确；与20题(10分)=第1问8分+第2问2分吻合，逻辑自洽		无需修改	与汇编同源(修汇编即同步)
③宝典核对	96	95		2025·朝阳·期末·第20题	答案与评分逻辑		低			"裁判结果：①被告停止侵权…②被告赔偿原告经济损失…简写""赔损""不给分"	10分大题，细则仅给案件二、案件三采分点，未见各案件具体分值配比(如每案几分)，踩分点分值未加总到10分，评分颗粒度不清		补全案件二、三各项分值，使加总=10分	与汇编同源(修汇编即同步)
③宝典核对	97	96		2025·海淀·一模·第18题	答案与评分逻辑		低			合同有效(2分)+案情分析(3分)+判决意义(2分)	踩分点加总2+3+2=7分，与总分(7分)一致；评分逻辑自洽，无矛盾		无需修改，记录核对通过	与汇编同源(修汇编即同步)
③宝典核对	98	97		2025·石景山·一模·第20题	答案与评分逻辑		低			案例一……得2分;两方面得4分。案例二……一点2分;两点4分	法理+事实两案各最高4分，但表格只设①②两空对应两案的裁判理由与保障作用，8分如何在①②间分配未在细则中明确加总，存在赋分口径不透明		细则补一句总分构成(如案例一裁判理由4分+案例二保障作用…)，使8分加总路径清晰	与汇编同源(修汇编即同步)
③宝典核对	99	98		2025·顺义·一模·第19题第1问	答案与评分逻辑		低			评分细则：案例1(1分)…案例2(1分…1分…1分)	该问未标注总分；按细则案例1计3分(方式1+理由1+要求1)、案例2计3分(事实1+性质1+方式1)，合计6分，建议补总分以便核对		"在设问或细则处补""(6分)""明确分值"	与汇编同源(修汇编即同步)
③宝典核对	100	99		2025·顺义·一模·第19题第2问	答案与评分逻辑		低			1个角度2分，2个角度4分，3个角度5分，满分不超过5分	"三角度本应2+2+2=6，却封顶5分，系原细则封顶设计；建议向学生点明""三角度封顶5分""避免误以为加总矛盾"		"保留原值，可加注""按封顶5分计"""	与汇编同源(修汇编即同步)
③宝典核对	101	100		2026·东城·一模·第19题	答案与评分逻辑		低			"""①解决机制（1分）：调解/诉讼调解/诉讼"""	"案件一已进入诉讼程序由法官主持以赔偿/调解方式结案，答案接受""调解/诉讼调解/诉讼""并附解释，逻辑成立；但表格②③为""典型意义""空格，细则中②对应案件二、③对应案件三，建议在答案落点处显式标注②=案件二意义、③=案件三意义，避免与①解决机制空格混淆"		答案落点显式标注①②③各自对应的案件与栏目（解决机制/典型意义）	与汇编同源(修汇编即同步)
