relative_path,text_path,snippet_no,start,end,snippet
2025各区一模\2025房山一模\试卷\2025北京房山高三一模政治（教师版）.pdf,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\texts\3227fd51f2020c04_2025北京房山高三一模政治_教师版.txt,2,173,226,"人工智能是新一轮科技革命和产业变革的重要驱动力量。
材料一  人工智能赋能乡村全面振兴，某省发展智慧农业，农民从会种田到“慧”种田。
▲政策支持 AI 计划
该省以政府为龙头，建立专门资金支持乡村人工智能计划，并推出了多项举措：对引进智能灌溉和精
确施肥系统的农户进行补助，对致力于乡村AI 产业的科技企业进行税收减免，支持乡村人工智能基础设施
建设等。
▲科技赋能农业发展
当地龙头企业实现全产业链数字协同。在种植端，引入大数据与卫星遥感技术，分析优化种植方案，
培育出高产、抗病的新品种；在加工环节实现了生产流程标准化；在销售端，基于消费者行为数据分析，
建立了线上线下融合的销售网络。
▲数据驱动精准管理
智能灌溉系统通过遍布田间的传感器精准采集土壤湿度、气温、光照等数据，远程操控灌溉设备，节
水的同时促进农作物增产增收。无人机搭载高清摄像头与AI 病虫害识别软件，一经发现，即刻精准施药，


第6页/共16页

避免传统种植的大面积粗放式作业，既减少农药浪费，又保障农产品绿色健康。
（1）结合材料，运用《经济与社会》知识，分析该省是如何从会种田到“慧”种田的。
材料二  开放者引领未来，共创者定义文明新样式。
2025 年2 月初，中国开源大模型DeepSeek 在全球140 个国家和地区的应用市场下载排行榜同时登顶。
开源模式让全球开发者能够自由使用和改进技术，从而加速AI 技术在各行各业的普及应用，有的国家的企
业借此低成本优化了教学模型，并开发出本地化 AI 模型。
2 月 10 日至 11 日于巴黎举行的 AI 行动峰会上，中方推动联合国大会通过“加强人工智能能力建设国
际合作”决议，最终 60 个国家签署了《关于发展包容、可持续的人工智能造福人类与地球的声明》 。
开源，即开放源代码，是一种将软件的源代码向公众开放的软件开发和发布模式，即源代码可以被访
问或获取，感兴趣的人都能查看、修改和分发其中的代码。
（2）“中国的开源战略不仅是技术上的革新，更是对全球合作新模式的一次积极探索和实践。”结合材
料，运用《当代国际政治与经济》知识，谈谈你对这句话的理解。
19. 阅读材料，回答问题。
“真创新”受到“真保护”，我国知识产权侵权诉讼判赔数额创历史新高。
案情回放  A 集团近 40 名高级管理人员及技术人员，先后离职赴 B 集团工作，其中 30 人于当年离"
2025各区一模\2025房山一模\试卷\2025北京房山高三一模政治（教师版）.pdf,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\texts\3227fd51f2020c04_2025北京房山高三一模政治_教师版.txt,3,287,360,"B：传统舞蹈以人类为中心， 《秧BOT》反其道而行之，让机器人承担艺术表达功能，突破了 “人类主导”
的表演范式，说明这种创意用反向法打破传统表演的界限，展现了未来舞台表演的无限可能性，B 正确。
C：中华民族精神的核心是爱国主义，用机器人与人共舞演绎社会主义先进文化，并未体现爱国主义，C 排
除。
D：矛盾双方既对立又统一（斗争性和同一性） ，推动事物运动、变化、发展。矛盾是事物发展的源泉和动
力，而不是矛盾同一性是推动事物发展的动力，D 错误。
故本题选 B。
8. 【答案】C
【详解】①：“庭审代训” 工作主要是提升村干部法律意识和调解能力，与健全法律援助体系并无直接关


第9页/共16页

联，①错误。
②：通过 “庭审代训” 提升村干部能力，助力其在基层工作中更好解决纠纷，实现了自治（村干部基层工
作）与法治（法律意识提升）的有机结合，提高基层社会治理能力，②正确。
 ③：基层群众自治组织形式是村委会和居委会，“庭审代训” 工作并未创新其组织形式，③错误。
④：“庭审代训” 提升村干部解决纠纷能力，进而有利于提升社会治理法治化水平，④正确。
故本题选 C。
9. 【答案】A
【详解】①：题干提到北京市通过“12345”热线推动党员干部转作风、解决市民诉求，体现了党坚持以
人民为中心，求真务实，解决市民诉求，①正确。
②：政府坚持依法行政，党是依法执政，②错误。
③：实现 “人民监督”和“自我革命”有机结合，有助于提升治理水平，巩固党的长期执政地位，③正
确。
④：“12345”政务服务便民热线让政府及时掌握市民诉求的 “第一手材料”，而非“第二手材料”，④
错误。
故本题选 A。
10. 【答案】A
【详解】①②：原告李某使用某软件通过输入提示词的方式生成一图片，并将该图片以“春风送来了温柔”
为名发布到社交平台，说明李某拥有该图片的著作权，且已经发表，①入选，②不选。
③：被告刘某在社交平台发布原创诗歌用其配图，且截去了原告在社交平台的署名水印，侵犯了李某的网
络传播权，应该承担侵权责任，③入选。
④：材料体现的是刘某侵犯李某的著作权，而不是违约行为，④不选。
故本题选 A。
11. 【答案】C
【详解】①：高先生虽有权处分自己的房屋，但改造行为违反了《住宅设计规范》的强制性规定，超出权
利行使的合法界限，不符合自愿原则（自愿原则需以不违法为前提） ，"
2025各区一模\2025房山一模\试卷\2025北京房山高三一模政治（教师版）.pdf,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\texts\3227fd51f2020c04_2025北京房山高三一模政治_教师版.txt,4,508,557,"系理念。
关键词③：中方推动联合国大会通过“加强人工智能能力建设国际合作”决议→可运用中国维护联合国权
威和地位的知识分析说明中方推动联合国大会通过“合作”决议，坚持以互利合作实现共同繁荣。
关键词④：中国的开源战略是对全球合作新模式的一次积极探索和实践→可运用中国是世界发展的贡献者
和推动者的知识分析说明中国的开源战略为建设繁荣世界、构建公平正义的新秩序贡献了中国智慧和中国
方案。
第三步：整合信息，组织答案。注意设问限定以及教材知识与材料等相结合。
19. 【答案】
①激励创新积极性。通过高额赔偿和惩罚性赔偿，保障创新者的合法权益，使其获得合理回报，激发社会
创新动力。
②维护市场公平竞争。严惩以不正当手段获取技术秘密的行为，保障市场规则的公平性，促进健康有序的
竞争环境。
③彰显法治权威。严格执法和公正司法强化了法律对侵权行为的威慑力，提升公众对法治的信任，推动法
治社会建设。
（原卷无答案，本答案仅供参考）
【分析】背景素材：知识产权侵权诉讼案例
考点考查：依法治国、尊重知识产权、公平竞争
能力考查：描述和阐释事物、论证和探究问题
核心素养：政治认同、科学精神
【详解】第一步：审设问。明确主体、作答范围、问题限定和作答角度。
本题为说明类主观题，无主体，要求运用“依法治国、尊重知识产权、公平竞争”知识，从意义角度来分
析作答。


第15页/共16页

第二步：审材料，通过标点符号、段落等，提取材料有效信息。
有效信息①：我国知识产权侵权诉讼判赔数额创历史新高→可运用“尊重知识产权”知识，从“激励创
新”角度分析说明：“真创新”受到“真保护”有利于激发社会创新动力。
有效信息②：B集团在没有任何技术积累或合法技术来源的情况下，在短期内即推出某系列型号电动汽
车，涉嫌侵害 A集团技术秘密→可运用“公平竞争”知识，从“维护市场公平竞争”角度分析说明：“真
创新”受到“真保护”有利于保障市场规则的公平性，促进健康有序的竞争环境。
有效信息③：法院经审理认为，B集团以不正当手段侵害 A集团技术秘密，适用 2倍惩罚性赔偿，判决赔
偿共计 6.4亿余元→可运用“严格执法和公正司法”知识，从“彰显法治权威”角度分析说明：“真创
新”受到“真保护”有利于提升公众对法治的信任，推动法治社会建设。
第三步：整合信息，组织答案。注意设问限定以及教材知识与材料、时政信息等相结合。
"
2025各区一模\2025延庆一模\细则\2025延庆一模细则.docx,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\texts\c0a3990e95796ddd_2025延庆一模细则.txt,1,63,89,"水平1（0分）
				应答与试题无关；或重复试题内容；或没有应答
示例：
把握辩证分合，分析低空经济面临的各种问题，在分析的基础上综合加以认识，找出解决之策。（3分）把握辩证思维的整体性和动态性。（1分）坚持用联系、发展、矛盾的观点看问题。加强产业上下游企业之间的联系和合作，挖掘低空经济自身的优势，集中力量解决空域管理问题。（3分）

细则：辩证思维的特征（整体性、动态性）1分；观点2分，材料1分，答出两个观点加材料且合乎逻辑得6分。

（7分）
本案标的较小，本着以和为贵的原则，适用调解。（1分）
调解理由：消费者维护自己的合法权益应当遵循诚实信用原则，不能损害他人利益和社会经济秩序。（2分）杨某在收到网购商品后，以存在质量问题为由申请退款，且收到了退回的货款，与杨某之间买卖合同已经解除，应依法退还贾某的货物。（2分）杨某主张贾某出售的商品质量不合格，达不到预期效果，但又称其已将商品扔掉，缺乏证据意识，这一主张依法不予支持。如杨某确已无法将商品退回，应当向商家支付商品价款及诉讼费用。（2分）杨某作为经营者，要诚信经营，如商品确实存在质量问题则不应追究消费者责任。

细则:“以和为贵”或社会主义核心价值观1分；诚信原则1分，分析材料1分；合同解除1分，材料分析1分；证据意识1分，材料分析1分，如学生未答出证据意识而是从商家角度分析可酌情给分。


20. （16分）
	（1）（8分）
	贯彻创新发展理念，增强自主创新能力。因为创新是发展的第一动力，实现关键核心技术自主可控，利于增强产业链供应链自主性和安全性。（可替代发展新质生产力、产业结构优化升级）（3分）
	更好发挥政府作用，实施宏观经济政策、产业政策等扶持中小企业发展、激发企业活力。因为扶持企业发展利于提升产业基础能力，增强产业链供应链的稳定性。（替代：发挥政府的经济职能，通过税收优惠等经济政策）（3分）
	加快构建国内大循环为主体、国内国际双循双循环相互促进的新发展格局。因为以内需与实体经济支撑，建设现代化产业体系利于防范化解风险,增强应对内外部冲击的能力，增强产业链供应链韧性和安全水平。（2分）
	细则：观点2分，材料1分，答出3点即可满分，要求材料分析要有逻辑链条，落脚在产业链、供应链韧性和安全水平。

（8分）
维护全球产供链韧性和稳定，是推动世界经济可持续发展的重要保障，符合国际社会的共同利益，顺应"
2025各区一模\2025延庆一模\试卷\2025北京延庆高三一模政治（教师版）.pdf,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\texts\94785525e6452e6f_2025北京延庆高三一模政治_教师版.txt,1,66,91,"①是在比较中了解和认识事物，属于类比推理
②运用迁移、想象的思维方式，使人们获得新的认识


第3页/共10页

③彰显了形象思维运行过程的形象性和思维表达的严谨性
④是在继承的基础上破旧立新，以更好的实现创新
A. ①② B. ①③ C. ②④ D. ③④
7. 量子计算是一种遵循量子力学规律调控量子信息单元进行计算的新型计算模式。从计算的效率上，由于
量子力学叠加性的存在，目前某些已知的量子算法在处理问题时速度要快于传统的通用计算机。如果是处
理随机线路取样等特定问题，量子计算机的速度比最快的经典计算机要快成千上万倍。下列说法正确的是
（   ）
A. “某些已知的量子算法在处理问题时速度要快于传统的通用计算机”是关系判断
B. 只要利用量子力学叠加性，就能使计算机的计算速度比传统计算机快
C. 不是处理随机线路取样等特定问题，量子计算机的速度比最快的经典计算机要慢
D. 新型计算模式是以遵循量子力学规律调控量子信息单元进行计算的量子计算
8. 长征是人类历史上的伟大奇迹，是中国革命发展史上的里程碑，红军长征的伟大胜利彪炳史册。革命理
想高于天，不怕牺牲、排除万难去争取胜利，面对形形色色的敌人决一死战、克敌制胜，这些都是长征精
神的内涵。

长征历经坎坷取得胜利，这启示我们（   ）
①要发挥意识的决定作用，坚定理想信念，化失利为胜利
②要正确看待现代化建设新征程中的困难，坚持道路自信
③要以实践为先导应对纷繁复杂的国际形势，化危为机"
2025各区一模\2025延庆一模\试卷\2025北京延庆高三一模政治（教师版）.pdf,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\texts\94785525e6452e6f_2025北京延庆高三一模政治_教师版.txt,2,102,139,"的企业降低检查频次，对其“无事不扰”；对评价低的企业强化执法整治，同时依托科
技赋能，实施“无处不在”的监管。
这一做法（   ）
①以法治思维明确政府权力边界，推动有效市场和有为政府更好结合
②减少政府职能权限，规范执法部门权力，更好营造法治化营商环境
③创新执法理念，以压缩执法自由裁量空间换取企业更多自主空间
④打破严格监管与不过度干预之间的平衡，使之更契合市场经济发展规律
A. ①③ B. ①④ C. ②③ D. ②④
10. 甲、乙两公司分别是自动驾驶领域知名品牌“萝卜快跑”的运营者及商标权人。丙公司未经允许将
“萝卜快跑”注册为企业名称并从事相关经营活动，甲、乙两公司将其诉至法院。下列认识正确的是
（   ）
A. 丙公司属“搭便车”行为，构成不正当竞争，需承担违约的民事责任
B. 丙公司行为妨害健康的市场秩序，本案事实清楚，甲、乙公司无需承担举证责任
C. 因为丙公司企业名称是经工商部门核准注册，其行为无侵权恶意，法院应不予受理
D. 法院应以司法裁判树立清晰法律边界，维护健康的市场秩序，护航新质生产力发展
11. 小何入职某网络科技公司，从事外卖配送工作，双方签订了承揽配送协议，未签订书面劳动合同。该
公司对外卖员工配备统一的服装并记录考勤。后小何在取餐途中不慎摔倒受伤，造成左臂骨折。下列认识
正确的是（   ）
A. 双方基于意思自治签订了承揽配送协议，应确认为承揽合同关系
B. 公司对小何有劳动管理，双方形成事实劳动关系
C. 双方未签订书面劳动合同，无法确定双方的权利义务关系
D. 外卖配送等新就业形态突破了劳动关系范畴，应由平台经济法调整
12. 2013 年以来，我国社会物流总费用占GDP 的比重进入下降通道。2023 年降为14.4%，但仍高于主要发
达国家 8%至9%和新兴经济体11%至13%的水平。读图，据此推断正确的是（   ）

注：国际上通常用社会物流总费用与国内生产总值的比率衡量经济运行中的物流成本水平，比率越小，物
流成本水平越低，物流效率越高。


第5页/共10页

①2013 年以来我国社会物流成本水平保持下降态势，物流行业竞争减少
②物联网、大数据分析等技术手段促进了物流运作效率和准确性的提升
③国内物流效率和水平有所改善，但仍存在“成本高，效率低”的问题
④政府加大政策支持力度，提高物流企业税率，促进物流行业降本增效"
2025各区一模\2025延庆一模\试卷\2025北京延庆高三一模政治（教师版）.pdf,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\texts\94785525e6452e6f_2025北京延庆高三一模政治_教师版.txt,3,211,245,"19. 网络经济持续健康发展，需要法治护航。
案情：杨某在贾某经营的网店下单 DIY 模具类商品4 件，售价78 元，杨某签收后对商品不满意，在
未与贾某协商一致的情况下，直接点击了“仅退款”并退款成功。贾某要求杨某退回商品，杨某表示已经
将商品扔掉，无法退回。
贾某认为双方应当先确定货物是否存在质量问题，是否符合“仅退款”标准。杨某退款后应当退还货
物，虽然商品实际售价仅 78 元，但杨某恶意“仅退款”的做法让自己遭受了商品损失和邮费损失。杨某
则认为商品质量不合格，达不到预期效果，自己才选择“仅退款”，且贾某未及时回复，所以才将商品扔
掉。后贾某将杨某诉至法院。
（注：“仅退款”是电商平台推出的售后服务内容，该服务允许消费者在特定条件下直接获得退款，
而无需将商品退还给卖家。“仅退款”服务带来了消费者权益的最大化，也有效降低了消费者的售后维权
成本。 ）
如果你是法官，需要对这个案件进行调解，请运用《法律与生活》知识，说明你会如何进行调解并说
明理由。
20. 着力提升产业链供应链韧性和安全水平是高质量发展的内在要求。
材料一  名词点击：
产业链是经济体系中各产业环节和上下游在一定的技术经济联系基础上形成的链条式关系形态。
供应链是指生产及流通过程中，涉及将产品或服务提供给最终用户活动的上游与下游企业所形成的网
链结构，即将产品从商家送到消费者手中的整个链条。
产业链供应链韧性和安全水平是指这种关系形态具有内在稳定性、自主性和柔韧性，能够在受到外部
冲击后较快自我造应，在受到封锁打压时维持有效运转，在极端情况下保证基本功能。
现状分析：
当前我国产业发展的规模优势日益稳固，工业已形成“体系全、产品多、规模大”的独特优势。但与
此同时，我国制造业存在“大而不强、全而不精、韧中有脆”等问题。部分关键核心技术受制于人、产业
基础能力等方面还存在突出短板，不少产业处在全球价值链“微笑曲线”的中低端；企业特别是中小企业
常常处手弱势地位，面临着利润微薄、账期延长、资金链紧张等多重困境；全球产业链供应链正面临重
构，产业链供应链外部环境的复杂性和不确定性上升，“堵链”“卡链”“断链”“掉链”风险加剧。各
方认为，产业链供应链不能一味求长度，更重要的是求韧性和安全水平。
（1）结合材料一，运用《经济与社会》知识，就增强产业链供应链韧性和安全水平提出建议，并说明理
由。
材料"
2025各区一模\2025延庆一模\试卷\2025北京延庆高三一模政治（教师版）.pdf,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\texts\94785525e6452e6f_2025北京延庆高三一模政治_教师版.txt,4,297,334,"18.①要运用辩证思维，既要正视低空经济在产业规模、基础薄弱等方面的现实困难，又要看到其潜在需求
广阔、发展动能充足的积极因素。
②把握辩证思维的整体性和动态性，将“整体规划”与“局部突破”相结合。在完善基础设施保障、监管
体系的同时，鼓励企业技术创新与多元应用场景开发。
③坚持质量互变规律，注重量变到质变的过程，稳步扩大市场规模，逐步汇聚产业要素，实现从
“小”“散”向“大”“优”转变。
④坚持矛盾分析法。通过统筹安全与效率、需求与供给、政府与市场等多重矛盾，低空经济才能实现高质
量发展。
19.对杨某：  根据《民法典》的诚信原则和公平原则，消费者在行使权利时不得损害他人合法权益。杨某
未与卖家协商直接申请 “仅退款”且擅自丢弃商品，导致贾某既损失商品又承担邮费，应当承担赔偿责任
（如退还部分款项或赔偿商品成本） 。 举证责任：若杨某主张商品质量不合格，需提供证据（如商品质量
鉴定、照片等） ，否则需承担举证不能的后果。
 对贾某：  根据《消费者权益保护法》 ，经营者应保证商品质量。若商品确实存在问题，贾某需承担退货退


第10页/共10页

款义务，且不能因平台规则免除自身责任。 协商义务：贾某应积极回应消费者沟通，避免因未及时回复激
化矛盾。
调解结果：  杨某因未妥善保管商品，需赔偿贾某商品成本（如 78 元） ，贾某承担邮费损失； 若双方同
意，可协商部分赔偿或和解，避免进一步诉讼成本。 （原试题无答案，此答案仅供参考）
20.（1）建议①：加强关键核心技术攻关，提升自主创新能力。 理由： 我国部分核心技术受制于人，存在
“卡脖子”风险。通过加大科研投入、完善创新体系，能够突破技术瓶颈，增强产业链自主可控能力。
建议②：推动产业基础高级化和产业链现代化。 理由： 我国制造业处于全球价值链中低端，需通过技术
改造、数字化转型等提升附加值，推动产业链向“微笑曲线”两端延伸。
建议③：优化中小企业发展环境，增强供应链稳定性。 理由： 中小企业是产业链重要环节。通过减税降
费、融资支持等措施缓解其资金压力，可维护供应链韧性。
建议④：统筹国内国际双循环，分散供应链风险。 理由： 全球产业链重构加剧外部风险。通过多元化布
局、深化国际合作，可降低对单一市场的依赖。  （原卷无答案，此答案仅供参考）
（2） 回应要点： ① 经济全球化不可逆转，人为“脱钩断链”违"
2025各区一模\2025丰台一模\试卷\2025北京丰台高三一模政治（教师版）.pdf,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\texts\e8823e6dc1a71cac_2025北京丰台高三一模政治_教师版.txt,1,8,33,"第一部分
本部分共 15 题，每题 3 分，共 45 分。在每题列出的四个选项中，选出最符合题目要求的一
项。
1. 遵义会议90 载，红色基因薪火传。某校开展纪念遵义会议90 周年系列主题实践活动。

这些活动（   ）
①引导学生汲取历史智慧，坚定“跟党走”的政治自觉
②将传承精神与切身践行相结合，走好新时代长征路
③旨在继承革命文化，完善中国共产党人的精神谱系
④通过文旅融合发展，确立了红色文化的社会价值
A. ①② B. ①③ C. ②④ D. ③④
2. 中国书法讲究“虚实相生”，墨色浓淡相宜，字间疏密错落，“密不透风，疏可跑马”，于黑白交错中
展现气韵流转。下列理解正确的是（   ）

①笔画间的对立统一成就了书法的艺术生命力
②墨色浓淡的个性寓于书法布局的共性之中
③疏密错落的结构蕴含作者的情感与精神境界
④把握主流，以“实”为核心方能成就书法之美
A. ①② B. ①③ C. ②④ D. ③④


第2页/共11页

3. 梁思成曾说：“中国建筑之个性乃即我民族之性格”。那些穿越时光的飞檐翘角，不仅是力与美的完美
平衡，更是中国人“以柔克刚”的生存智慧；层层叠叠的斗栱犹如绽放的莲花，既承托起千钧之重，又暗
合“致广大而尽精微”的东方哲思；斑驳朱漆的藻井穹顶，不仅是方圆相生的几何图腾，更是中国人“天"
2025各区一模\2025丰台一模\试卷\2025北京丰台高三一模政治（教师版）.pdf,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\texts\e8823e6dc1a71cac_2025北京丰台高三一模政治_教师版.txt,2,89,123,"发布不实信息、整治短视频领域恶意营销等；部署“深度伪造检测算法”，实时拦截 AI 换脸诈骗信息；
积极推进《全球人工智能治理倡议》 ，携手推动构建网络空间命运共同体。下列认识正确的是（   ）
①政府执法严明，依法打击网络平台违法犯罪行为
②政府坚持依法治网，完善司法解释和法律监督
③国际合作要以构建网络空间命运共同体为前提
④我国坚持总体国家安全观，维护网络空间安全
A. ①② B. ①④ C. ②③ D. ③④
10. 某市人民检察院在“新就业形态劳动者权益保护”专项活动中，发现某外卖平台长期忽视骑手工伤保
险缴纳义务，导致 37 名骑手因工伤索赔无门。该检察院遂向法院提起公益诉讼，要求平台补缴社保并公
开道歉。下列认识正确的是（   ）
A. 公司应履行缴纳社会保险的义务，按照平等自愿的原则与劳动者订立合同


第4页/共11页

B. 人民检察院通过公益诉讼，可以纠正损害公共利益的行为
C. 人民法院在执法过程中要公开透明，积极维护劳动者合法权益
D. 公益诉讼作为解决劳动争议纠纷的必经程序，补齐了劳动者权益保护机制短板
11. 赵某经销售人员朱某介绍与其所在养老产业公司签订《养老卡合同》 ，并预付10 万元购买 60 个月的养
老服务。合同约定缴费后有 3 天考虑期，期内提出退款并填写退款申请，可在7 个工作日内全额退款。赵
某缴费后，当日即联系朱某要求办理退费，但朱某未作回应。后来，该公司以赵某未提交书面退款申请及
拨打公司退款电话为由，不予全额退款。赵某诉至法院，请求判令该公司全额退款并赔偿利息损失。下列
分析正确的是（   ）
①合同约定明确，赵某未按约定方式申请退款，其诉求不应得到法院支持
②朱某作为公司销售人员，赵某联系朱某要求退款可视为履行了退款申请手续
③该公司以未提交书面申请、未拨打电话为由拒绝退款，违背了诚信原则
④该公司在法院判决后全额退款并赔偿利息损失，属于违约责任中的继续履行
A. ①② B. ①④ C. ②③ D. ③④
12. 遗传、饮食、生活习惯等因素会影响超重和肥胖。国家卫生健康委发布的《成人肥胖食养指南（2024
年版） 》提出，控制总能量摄入和保持合理膳食是体重管理关键，推荐每日能量摄入男性1200~1500 千
卡、女性 1000~1200 千卡的限能量平衡膳食。下列推理正确的是（   ）
体质指数（BMI） 胖瘦程度"
2025各区一模\2025丰台一模\试卷\2025北京丰台高三一模政治（教师版）.pdf,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\texts\e8823e6dc1a71cac_2025北京丰台高三一模政治_教师版.txt,3,209,235,"逻辑。
材料三  AI 技术不是万能的，缺席 AI 时代是万万不能的。AI 在创造新质生产力的同时，也带来了“替
代人类就业”“深度伪造诈骗”“信息生态污染”等风险。人类尝试为 AI 划定“不可为”底线、消除“不失控”风
险、构建“可持续”体系，努力使 AI 向善而行。
（3）从哲学角度，谈谈你对人与人工智能关系的理解。
19. 2024 年 6 月，最高人民法院知识产权法庭对一起因技术秘密侵权纠纷上诉案作出判决。原告方下
属公司的近 40 名高级管理人员及技术人员离职后加入被告方，并利用在原单位接触的技术信息申请了 12
件实用新型专利。
根据《中华人民共和国反不正当竞争法》 ，最高人民法院知识产权法庭依法适用2 倍惩罚性赔偿，判
决被告方赔偿原告方经济损失及维权合理开支合计 6.4 亿余元，创下我国知识产权侵权诉讼判赔数额新
高。
该案在停止侵害民事责任承担的具体方式、内容、范围，以及拒绝履行、停止侵害等非金钱给付义务
的迟延履行金及其计付标准等方面，作出了开创性探索，入选人民法院保护科技创新典型案例。
结合材料，运用法治相关知识，分析本案作为人民法院保护科技创新典型案例的意义。
20. 北京“两区”建设助力开放型经济迈上新台阶。
北京“两区”是指国家服务业扩大开放综合示范区和中国（北京）自由贸易试验区建设。2021 年至
2023 年，北京地区货物贸易进出口额连续突破 3 万亿元，服务贸易规模保持全国前三。2024 年，全市新
设外资企业数量同比增长 16.4％。北京“两区”建设作为深化改革开放的试验田，自成立以来，采取了多
项措施：
便利贸易投资
➢ 出台《北京市外商投资条例》 ，推出“北京市全球服务伙伴计划”并为首批 13 家
伙伴企业授牌；
➢ 实行“合格保证+符合性验证”检验监管模式，实现进口机电设备“分钟通关”；
➢ 发布全国首个场景化、字段级自贸试验区数据出境负面清单。
助力科技创新
➢ 在全国率先推出国际职业资格认可目录，推动职业资格从单边认可到双向互认；
➢ 在全国先行先试高新技术企业“报备即批准”、公司型创投企业所得税优惠、技"
2025各区一模\2025东城一模\细则\2025东城一模细则.pdf,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\texts\c254bbee61da4abd_2025东城一模细则.txt,1,108,173,"（三）教学启示
1.加强审题训练， 把相似的设问放在一起， 用比较的方法， 让学生观察和辨析答题的角度和
思路
2.加强材料的分析，整体把握材料层次、每段材料的主旨和核心。


19. 阅读材料，完成表格。（8 分）
（一）本题标准和变通
①解决机制（1 分） ：调解/诉讼调解/诉讼 1 分
（对写“诉讼”得分的原因给予解释：该案已进入诉讼程序，虽然没有“审判”但也是通过
诉讼程序的某个环节，以出具调解书的方式解决，也属于诉讼解决机制）
②柳某与医院的案例（3 分）
第一层：对劳动者的意义 2 分
树立劳动者权利和义务相统一的法治意识 2 分
可替换：督促劳动者履行义务 2 分
酌情替换：规范劳动者行为  1 分
第二层：对医院的意义/对双方劳动关系的意义 1 分
维护用人单位的合法权益 1 分
可替换：构建和谐劳动关系 1 分
本案例其他酌情替代：体现了公平原则、公平正义 1 分 （柳某案例总分不超过3 分）
③顾氏三兄弟照顾老人案例（4 分）
第一层：遗产管理制度 1 分
落实遗产管理制度 1 分
可替换：
合理处置老人遗产，规范遗产分配问题 1 分
有利于对公民合法财产的保护和继承 1 分
为遗产继承、财产分割提供案例支持 1 分
第二层：社会主义核心价值观/中华优秀传统美德/社会角度 3 分（1 个2 分，2 个3 分）
友善的社会主义核心价值观；
守望相助、尊老敬老的中华优秀传统美德；
社会层面：社会和谐、良好的社会氛围、对社会的引领和示范作用
（注意：2 个点至少要出现1 次具体内容，如友善、守望相助、孝老爱亲等，如果没有任何
具体内容，该层最高2 分）
（二）学生表现和问题
①解决机制（1 分） ：
学生问题：写“协商” 、或写了多种方式且其中有错误，如“仲裁、诉讼”0 分
②柳某与医院的案例（3 分）
学生问题：
1.主体不清，如表达为：维护其合法权益，规范其行为，不知道在说医院还是劳动者；
或者只强调有利于双方行使权利、 履行义务， 不分析本题情境， 即更注重劳动者权利和义务
相统一。
2.强调维护劳动者合法权益，脱离了本题情境。
3.不使用“权利”“义务”等法律词汇分析意义， 只从“诚信”一个角度大篇幅说明 （材料
已给） 。
③顾氏三兄弟照顾老人案例（4 分）

学生问题：
1.没有写第一层“遗产管理制度”。 忽视了材料中“遗产管理人”“分割决"
2025各区一模\2025东城一模\试卷\2025北京东城高三一模政治（教师版）.pdf,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\texts\46c444a91d491a4f_2025北京东城高三一模政治_教师版.txt,1,15,40,"③中国梦是实现中华民族伟大复兴的必由之路
④改革开放是基本国策，只有进行时没有完成时
A.①②           B.①③           C.②④           D.③④
2.1934 年 10 月，面临生死存亡考验的中国共产党和红军，开始了长征。血战湘江、四渡赤水、巧渡金沙江、
飞夺泸定桥……这条地球上最壮美的“红飘带”，是中华民族伟大复兴历史进程中的巍峨丰碑。历史不断向
前，走好新时代的长征路要
①以习近平新时代中国特色社会主义思想为行动指南
②全面从严治党，推动新时代党的建设新的伟大斗争
③继承和弘扬伟大的长征精神，战胜各种艰难险阻
④坚定不移走符合中国国情之路，全面建成小康社会
A.①②           B.①③           C.②④           D.③④
3.澳门回归祖国 25 年来，在中央政府和祖国内地大力支持下，坚守“一国”之本，善用“两制”之利，经济快
速增长、民生持续改善、社会和谐稳定、发展空间愈加广阔 ……向世界展示了具有澳门特色 “一国两制”的
成功实践。这证明了
A.融入国家发展大局是“一国两制”的应有之义
B.爱国者治澳是澳门进步的重要力量
C.单一制的政权组织形式符合我国国情
D.发展是安全的前提，安全是发展的保障
4.东城区以历史文化遗产保护带动城市更新、治理创新和发展焕新。社稷坛、太庙等重点文物腾退完成，
“左祖右社”风采再现。钟鼓楼周边、前门大街等重要节点进行环境整治，壮美中轴尽显古都风韵。“中轴线
上”“故宫以东”古建艺术季等活动精彩纷呈，让更多市民沉浸式感受古都文化魅力。这体现了
①坚持人民至上，使人民共享文化保护与发展成果


第2页/共9页"
