rubric_atom_id,question_id,rubric_or_answer_phrase,evidence_type,evidence_level,plain_reward_description,related_material_atom_ids,what_expression_is_rewarded,what_judgment_student_must_make_before_writing,legal_knowledge_or_rule_if_explicit,value_expression_if_explicit,knowledge_material_value_type,can_be_written_without_material,source_locator,uncertainty
R_Q0035_2025_丰台_二模_18_06,Q0035_2025_丰台_二模_18,③要实现创新消费场景，需从产业供给侧发力。打造沉浸式文旅融合消费，以及发展首发经济、冰雪经济、银发经济等 ，能促进业态融合、产业集聚，优化供给结构，创造新的消费场景和消费需求。（写出一个点就是2分） 补充一下关于第三点： 要实现促进业态融合的措施有：推动技术创新与应用，加大对新兴技术如人工智能、大数据、物联网等的研发投入和应用推广，鼓励企业利用新技术打破传统业态边界，创造新的融合业态；鼓励跨界合作，支持不同行业、不同领域的企业开展跨界合作，通过资源共享、优势互补，培育新业态，如文旅融合消费。 要实现促进产业集聚的措施有：加强产业规划与布局，根据地区资源禀赋和产业基础，制定科学合理的产业规划，明确产业集聚的方向和重点领域，引导企业向特定区域集聚。建设产业园区，打造集研发、生产、销售、服务于一体的产业集聚平台。推动产业链上下游企业协同创新。 要实现优化供给结构的措施有：以科技创新推动产业升级，提高产品和服务的技术含量和附加值。推动人工智能、先进通信、集成电路等战略性新兴产业发展，引领和创造新需求，释放巨大内需潜力。 | 答案解析：,evaluation_standard,formal,③要实现创新消费场景，需从产业供给侧发力。打造沉浸式文旅融合消费，以及发展首发经济、冰雪经济、银发经济等 ，能促进业态融合、产业集聚，优化供给结构，创造新的消费场景和消费需求。（写出一个点就是2分） 补充一下关于第三点： 要实现促进业态融合的措施有：推动技术创新与应用，加大对新兴技术如人工智能、大数据、物联网等的研发投入和应用推广，鼓励企业利用新技术打破传统业态边界，创造新的融合业态；鼓励跨界合作，支持不同行业、不同领域的企业开展跨界合作，通过资源共享、优势互补，培育新业态，如文旅融合消费。 要实现促进产业集聚的措施有：加强产业规划与布局，根据地区资源禀赋和产业基础，制定科学合理的产业规划，明确产业集聚的方向和重点领域，引导企业向特定区域集聚。建设产业园区，打造集研发、生产、销售、服务于一体的产业集聚平台。推动产业链上下游企业协同创新。 要实现优化供给结构的措施有：以科技创新推动产业升级，提高产品和服务的技术含量和附加值。推动人工智能、先进通信、集成电路等战略性新兴产业发展，引领和创造新需求，释放巨大内需潜力。 | 答案解析：,M_Q0035_2025_丰台_二模_18_01|M_Q0035_2025_丰台_二模_18_02,③要实现创新消费场景，需从产业供给侧发力。打造沉浸式文旅融合消费，以及发展首发经济、冰雪经济、银发经济等 ，能促进业态融合、产业集聚，优化供给结构，创造新的消费场景和消费需求。（写出一个点就是2分） 补充一下关于第三点： 要实现促进业态融合的措施有：推动技术创新与应用，加大对新兴技术如人工智能、大数据、物联网等的研发投入和应用推广，鼓励企业利用新技术打破传统业态边界，创造新的融合业态；鼓励跨界合作，支持不同行业、不同领域的企业开展跨界合作，通过资源共享、优势互补，培育新业态，如文旅融合消费。 要实现促进产业集聚的措施有：加强产业规划与布局，根据地区资源禀赋和产业基础，制定科学合理的产业规划，明确产业集聚的方向和重点领域，引导企业向特定区域集聚。建设产业园区，打造集研发、生产、销售、服务于一体的产业集聚平台。推动产业链上下游企业协同创新。 要实现优化供给结构的措施有：以科技创新推动产业升级，提高产品和服务的技术含量和附加值。推动人工智能、先进通信、集成电路等战略性新兴产业发展，引领和创造新需求，释放巨大内需潜力。 | 答案解析：,判断法律关系/行为性质/责任或程序路径，需回源细化,,促进；引导,material+value,no,F0109:text | F0321:text,heuristic_atom_split; verify original rubric line
R_Q0035_2025_丰台_二模_18_07,Q0035_2025_丰台_二模_18,"①收入是消费的基础和前提。促进工资性收入合理增长、拓宽财产性收入渠道，能直接增加居民当前可支配收入；提高医疗、养老保障能力，可减少居民对未来医疗、养老等方面支出的担忧 ，减轻负担，进而增强居民消费信心，提高居民消费意愿和消费能力，所以影响途径是增加收入（1分），减轻负担，提振信心（2选1,得1分）。",evaluation_standard,formal,"①收入是消费的基础和前提。促进工资性收入合理增长、拓宽财产性收入渠道，能直接增加居民当前可支配收入；提高医疗、养老保障能力，可减少居民对未来医疗、养老等方面支出的担忧 ，减轻负担，进而增强居民消费信心，提高居民消费意愿和消费能力，所以影响途径是增加收入（1分），减轻负担，提振信心（2选1,得1分）。",M_Q0035_2025_丰台_二模_18_01|M_Q0035_2025_丰台_二模_18_02,"①收入是消费的基础和前提。促进工资性收入合理增长、拓宽财产性收入渠道，能直接增加居民当前可支配收入；提高医疗、养老保障能力，可减少居民对未来医疗、养老等方面支出的担忧 ，减轻负担，进而增强居民消费信心，提高居民消费意愿和消费能力，所以影响途径是增加收入（1分），减轻负担，提振信心（2选1,得1分）。",判断法律关系/行为性质/责任或程序路径，需回源细化,,促进,value,uncertain,F0109:text | F0321:text,heuristic_atom_split; verify original rubric line
R_Q0035_2025_丰台_二模_18_08,Q0035_2025_丰台_二模_18,②依法严厉打击售卖假冒伪劣产品行为，保障了消费者合法权益，让消费者能放心消费；完善城乡商业设施和物流配送设施建设，可降低成本、使购物更方便快捷，为消费者营造良好消费环境，带来更好消费体验，从而激发消费意愿，实现促进消费的目标，因此目标是优化消费环境，改善消费条件。（写出一个点就是2分）,evaluation_standard,formal,②依法严厉打击售卖假冒伪劣产品行为，保障了消费者合法权益，让消费者能放心消费；完善城乡商业设施和物流配送设施建设，可降低成本、使购物更方便快捷，为消费者营造良好消费环境，带来更好消费体验，从而激发消费意愿，实现促进消费的目标，因此目标是优化消费环境，改善消费条件。（写出一个点就是2分）,M_Q0035_2025_丰台_二模_18_18|M_Q0035_2025_丰台_二模_18_19,②依法严厉打击售卖假冒伪劣产品行为，保障了消费者合法权益，让消费者能放心消费；完善城乡商业设施和物流配送设施建设，可降低成本、使购物更方便快捷，为消费者营造良好消费环境，带来更好消费体验，从而激发消费意愿，实现促进消费的目标，因此目标是优化消费环境，改善消费条件。（写出一个点就是2分）,判断法律关系/行为性质/责任或程序路径，需回源细化,消费者,促进,knowledge+material+value,no,F0109:text | F0321:text,heuristic_atom_split; verify original rubric line
R_Q0035_2025_丰台_二模_18_09,Q0035_2025_丰台_二模_18,③要实现创新消费场景，需从产业供给侧发力。打造沉浸式文旅融合消费，以及发展首发经济、冰雪经济、银发经济等 ，能促进业态融合、产业集聚，优化供给结构，创造新的消费场景和消费需求。（写出一个点就是2分） 补充一下关于第三点： 要实现促进业态融合的措施有：推动技术创新与应用，加大对新兴技术如人工智能、大数据、物联网等的研发投入和应用推广，鼓励企业利用新技术打破传统业态边界，创造新的融合业态；鼓励跨界合作，支持不同行业、不同领域的企业开展跨界合作，通过资源共享、优势互补，培育新业态，如文旅融合消费。 要实现促进产业集聚的措施有：加强产业规划与布局，根据地区资源禀赋和产业基础，制定科学合理的产业规划，明确产业集聚的方向和重点领域，引导企业向特定区域集聚。建设产业园区，打造集研发、生产、销售、服务于一体的产业集聚平台。推动产业链上下游企业协同创新。 要实现优化供给结构的措施有：以科技创新推动产业升级，提高产品和服务的技术含量和附加值。推动人工智能、先进通信、集成电路等战略性新兴产业发展，引领和创造新需求，释放巨大内需潜力。 | 答案解析：,evaluation_standard,formal,③要实现创新消费场景，需从产业供给侧发力。打造沉浸式文旅融合消费，以及发展首发经济、冰雪经济、银发经济等 ，能促进业态融合、产业集聚，优化供给结构，创造新的消费场景和消费需求。（写出一个点就是2分） 补充一下关于第三点： 要实现促进业态融合的措施有：推动技术创新与应用，加大对新兴技术如人工智能、大数据、物联网等的研发投入和应用推广，鼓励企业利用新技术打破传统业态边界，创造新的融合业态；鼓励跨界合作，支持不同行业、不同领域的企业开展跨界合作，通过资源共享、优势互补，培育新业态，如文旅融合消费。 要实现促进产业集聚的措施有：加强产业规划与布局，根据地区资源禀赋和产业基础，制定科学合理的产业规划，明确产业集聚的方向和重点领域，引导企业向特定区域集聚。建设产业园区，打造集研发、生产、销售、服务于一体的产业集聚平台。推动产业链上下游企业协同创新。 要实现优化供给结构的措施有：以科技创新推动产业升级，提高产品和服务的技术含量和附加值。推动人工智能、先进通信、集成电路等战略性新兴产业发展，引领和创造新需求，释放巨大内需潜力。 | 答案解析：,M_Q0035_2025_丰台_二模_18_01|M_Q0035_2025_丰台_二模_18_02,③要实现创新消费场景，需从产业供给侧发力。打造沉浸式文旅融合消费，以及发展首发经济、冰雪经济、银发经济等 ，能促进业态融合、产业集聚，优化供给结构，创造新的消费场景和消费需求。（写出一个点就是2分） 补充一下关于第三点： 要实现促进业态融合的措施有：推动技术创新与应用，加大对新兴技术如人工智能、大数据、物联网等的研发投入和应用推广，鼓励企业利用新技术打破传统业态边界，创造新的融合业态；鼓励跨界合作，支持不同行业、不同领域的企业开展跨界合作，通过资源共享、优势互补，培育新业态，如文旅融合消费。 要实现促进产业集聚的措施有：加强产业规划与布局，根据地区资源禀赋和产业基础，制定科学合理的产业规划，明确产业集聚的方向和重点领域，引导企业向特定区域集聚。建设产业园区，打造集研发、生产、销售、服务于一体的产业集聚平台。推动产业链上下游企业协同创新。 要实现优化供给结构的措施有：以科技创新推动产业升级，提高产品和服务的技术含量和附加值。推动人工智能、先进通信、集成电路等战略性新兴产业发展，引领和创造新需求，释放巨大内需潜力。 | 答案解析：,判断法律关系/行为性质/责任或程序路径，需回源细化,,促进；引导,material+value,no,F0109:text | F0321:text,heuristic_atom_split; verify original rubric line
R_Q0035_2025_丰台_二模_18_10,Q0035_2025_丰台_二模_18,"①收入是消费的基础和前提。促进工资性收入合理增长、拓宽财产性收入渠道，能直接增加居民当前可支配收入；提高医疗、养老保障能力，可减少居民对未来医疗、养老等方面支出的担忧 ，减轻负担，进而增强居民消费信心，提高居民消费意愿和消费能力，所以影响途径是增加收入（1分），减轻负担，提振信心（2选1,得1分）。",evaluation_standard,formal,"①收入是消费的基础和前提。促进工资性收入合理增长、拓宽财产性收入渠道，能直接增加居民当前可支配收入；提高医疗、养老保障能力，可减少居民对未来医疗、养老等方面支出的担忧 ，减轻负担，进而增强居民消费信心，提高居民消费意愿和消费能力，所以影响途径是增加收入（1分），减轻负担，提振信心（2选1,得1分）。",M_Q0035_2025_丰台_二模_18_01|M_Q0035_2025_丰台_二模_18_02,"①收入是消费的基础和前提。促进工资性收入合理增长、拓宽财产性收入渠道，能直接增加居民当前可支配收入；提高医疗、养老保障能力，可减少居民对未来医疗、养老等方面支出的担忧 ，减轻负担，进而增强居民消费信心，提高居民消费意愿和消费能力，所以影响途径是增加收入（1分），减轻负担，提振信心（2选1,得1分）。",判断法律关系/行为性质/责任或程序路径，需回源细化,,促进,value,uncertain,F0109:text | F0321:text,heuristic_atom_split; verify original rubric line
R_Q0035_2025_丰台_二模_18_11,Q0035_2025_丰台_二模_18,②依法严厉打击售卖假冒伪劣产品行为，保障了消费者合法权益，让消费者能放心消费；完善城乡商业设施和物流配送设施建设，可降低成本、使购物更方便快捷，为消费者营造良好消费环境，带来更好消费体验，从而激发消费意愿，实现促进消费的目标，因此目标是优化消费环境，改善消费条件。（写出一个点就是2分）,evaluation_standard,formal,②依法严厉打击售卖假冒伪劣产品行为，保障了消费者合法权益，让消费者能放心消费；完善城乡商业设施和物流配送设施建设，可降低成本、使购物更方便快捷，为消费者营造良好消费环境，带来更好消费体验，从而激发消费意愿，实现促进消费的目标，因此目标是优化消费环境，改善消费条件。（写出一个点就是2分）,M_Q0035_2025_丰台_二模_18_18|M_Q0035_2025_丰台_二模_18_19,②依法严厉打击售卖假冒伪劣产品行为，保障了消费者合法权益，让消费者能放心消费；完善城乡商业设施和物流配送设施建设，可降低成本、使购物更方便快捷，为消费者营造良好消费环境，带来更好消费体验，从而激发消费意愿，实现促进消费的目标，因此目标是优化消费环境，改善消费条件。（写出一个点就是2分）,判断法律关系/行为性质/责任或程序路径，需回源细化,消费者,促进,knowledge+material+value,no,F0109:text | F0321:text,heuristic_atom_split; verify original rubric line
R_Q0035_2025_丰台_二模_18_12,Q0035_2025_丰台_二模_18,③要实现创新消费场景，需从产业供给侧发力。打造沉浸式文旅融合消费，以及发展首发经济、冰雪经济、银发经济等 ，能促进业态融合、产业集聚，优化供给结构，创造新的消费场景和消费需求。（写出一个点就是2分） 补充一下关于第三点： 要实现促进业态融合的措施有：推动技术创新与应用，加大对新兴技术如人工智能、大数据、物联网等的研发投入和应用推广，鼓励企业利用新技术打破传统业态边界，创造新的融合业态；鼓励跨界合作，支持不同行业、不同领域的企业开展跨界合作，通过资源共享、优势互补，培育新业态，如文旅融合消费。 要实现促进产业集聚的措施有：加强产业规划与布局，根据地区资源禀赋和产业基础，制定科学合理的产业规划，明确产业集聚的方向和重点领域，引导企业向特定区域集聚。建设产业园区，打造集研发、生产、销售、服务于一体的产业集聚平台。推动产业链上下游企业协同创新。 要实现优化供给结构的措施有：以科技创新推动产业升级，提高产品和服务的技术含量和附加值。推动人工智能、先进通信、集成电路等战略性新兴产业发展，引领和创造新需求，释放巨大内需潜力。 学生优点：,evaluation_standard,formal,③要实现创新消费场景，需从产业供给侧发力。打造沉浸式文旅融合消费，以及发展首发经济、冰雪经济、银发经济等 ，能促进业态融合、产业集聚，优化供给结构，创造新的消费场景和消费需求。（写出一个点就是2分） 补充一下关于第三点： 要实现促进业态融合的措施有：推动技术创新与应用，加大对新兴技术如人工智能、大数据、物联网等的研发投入和应用推广，鼓励企业利用新技术打破传统业态边界，创造新的融合业态；鼓励跨界合作，支持不同行业、不同领域的企业开展跨界合作，通过资源共享、优势互补，培育新业态，如文旅融合消费。 要实现促进产业集聚的措施有：加强产业规划与布局，根据地区资源禀赋和产业基础，制定科学合理的产业规划，明确产业集聚的方向和重点领域，引导企业向特定区域集聚。建设产业园区，打造集研发、生产、销售、服务于一体的产业集聚平台。推动产业链上下游企业协同创新。 要实现优化供给结构的措施有：以科技创新推动产业升级，提高产品和服务的技术含量和附加值。推动人工智能、先进通信、集成电路等战略性新兴产业发展，引领和创造新需求，释放巨大内需潜力。 学生优点：,M_Q0035_2025_丰台_二模_18_01|M_Q0035_2025_丰台_二模_18_02,③要实现创新消费场景，需从产业供给侧发力。打造沉浸式文旅融合消费，以及发展首发经济、冰雪经济、银发经济等 ，能促进业态融合、产业集聚，优化供给结构，创造新的消费场景和消费需求。（写出一个点就是2分） 补充一下关于第三点： 要实现促进业态融合的措施有：推动技术创新与应用，加大对新兴技术如人工智能、大数据、物联网等的研发投入和应用推广，鼓励企业利用新技术打破传统业态边界，创造新的融合业态；鼓励跨界合作，支持不同行业、不同领域的企业开展跨界合作，通过资源共享、优势互补，培育新业态，如文旅融合消费。 要实现促进产业集聚的措施有：加强产业规划与布局，根据地区资源禀赋和产业基础，制定科学合理的产业规划，明确产业集聚的方向和重点领域，引导企业向特定区域集聚。建设产业园区，打造集研发、生产、销售、服务于一体的产业集聚平台。推动产业链上下游企业协同创新。 要实现优化供给结构的措施有：以科技创新推动产业升级，提高产品和服务的技术含量和附加值。推动人工智能、先进通信、集成电路等战略性新兴产业发展，引领和创造新需求，释放巨大内需潜力。 学生优点：,判断法律关系/行为性质/责任或程序路径，需回源细化,,促进；引导,material+value,no,F0109:text | F0321:text,heuristic_atom_split; verify original rubric line
R_Q0035_2025_丰台_二模_18_13,Q0035_2025_丰台_二模_18,①部分同学能精准把握关键得分点。第一空能明确写出增加可支配收入，第二个空能写出优化消费环境。,evaluation_standard,formal,①部分同学能精准把握关键得分点。第一空能明确写出增加可支配收入，第二个空能写出优化消费环境。,M_Q0035_2025_丰台_二模_18_01|M_Q0035_2025_丰台_二模_18_02,①部分同学能精准把握关键得分点。第一空能明确写出增加可支配收入，第二个空能写出优化消费环境。,判断法律关系/行为性质/责任或程序路径，需回源细化,,,uncertain,uncertain,F0109:text | F0321:text,heuristic_atom_split; verify original rubric line
R_Q0035_2025_丰台_二模_18_14,Q0035_2025_丰台_二模_18,②逻辑清晰。作答围绕消费的不同影响因素展开，先从收入角度阐述对消费能力的影响，再从消费环境角度说明对消费意愿的作业，最后从产业供给侧阐述对创新消费场景的意义，符合消费问题分析的一般逻辑。,evaluation_standard,formal,②逻辑清晰。作答围绕消费的不同影响因素展开，先从收入角度阐述对消费能力的影响，再从消费环境角度说明对消费意愿的作业，最后从产业供给侧阐述对创新消费场景的意义，符合消费问题分析的一般逻辑。,M_Q0035_2025_丰台_二模_18_01|M_Q0035_2025_丰台_二模_18_02,②逻辑清晰。作答围绕消费的不同影响因素展开，先从收入角度阐述对消费能力的影响，再从消费环境角度说明对消费意愿的作业，最后从产业供给侧阐述对创新消费场景的意义，符合消费问题分析的一般逻辑。,判断法律关系/行为性质/责任或程序路径，需回源细化,,,uncertain,uncertain,F0109:text | F0321:text,heuristic_atom_split; verify original rubric line
R_Q0035_2025_丰台_二模_18_15,Q0035_2025_丰台_二模_18,③知识运用灵活。作答中能结合收入与消费的关系、市场秩序与消费环境的关系、产业发展与消费场景创新的关系分析和解决问题。,evaluation_standard,formal,③知识运用灵活。作答中能结合收入与消费的关系、市场秩序与消费环境的关系、产业发展与消费场景创新的关系分析和解决问题。,M_Q0035_2025_丰台_二模_18_01|M_Q0035_2025_丰台_二模_18_02,③知识运用灵活。作答中能结合收入与消费的关系、市场秩序与消费环境的关系、产业发展与消费场景创新的关系分析和解决问题。,判断法律关系/行为性质/责任或程序路径，需回源细化,,秩序,value,uncertain,F0109:text | F0321:text,heuristic_atom_split; verify original rubric line
R_Q0035_2025_丰台_二模_18_16,Q0035_2025_丰台_二模_18,①部分同学能精准把握关键得分点。第一空能明确写出增加可支配收入，第二个空能写出优化消费环境。,evaluation_standard,formal,①部分同学能精准把握关键得分点。第一空能明确写出增加可支配收入，第二个空能写出优化消费环境。,M_Q0035_2025_丰台_二模_18_01|M_Q0035_2025_丰台_二模_18_02,①部分同学能精准把握关键得分点。第一空能明确写出增加可支配收入，第二个空能写出优化消费环境。,判断法律关系/行为性质/责任或程序路径，需回源细化,,,uncertain,uncertain,F0109:text | F0321:text,heuristic_atom_split; verify original rubric line
R_Q0035_2025_丰台_二模_18_17,Q0035_2025_丰台_二模_18,②逻辑清晰。作答围绕消费的不同影响因素展开，先从收入角度阐述对消费能力的影响，再从消费环境角度说明对消费意愿的作业，最后从产业供给侧阐述对创新消费场景的意义，符合消费问题分析的一般逻辑。,evaluation_standard,formal,②逻辑清晰。作答围绕消费的不同影响因素展开，先从收入角度阐述对消费能力的影响，再从消费环境角度说明对消费意愿的作业，最后从产业供给侧阐述对创新消费场景的意义，符合消费问题分析的一般逻辑。,M_Q0035_2025_丰台_二模_18_01|M_Q0035_2025_丰台_二模_18_02,②逻辑清晰。作答围绕消费的不同影响因素展开，先从收入角度阐述对消费能力的影响，再从消费环境角度说明对消费意愿的作业，最后从产业供给侧阐述对创新消费场景的意义，符合消费问题分析的一般逻辑。,判断法律关系/行为性质/责任或程序路径，需回源细化,,,uncertain,uncertain,F0109:text | F0321:text,heuristic_atom_split; verify original rubric line
R_Q0035_2025_丰台_二模_18_18,Q0035_2025_丰台_二模_18,③知识运用灵活。作答中能结合收入与消费的关系、市场秩序与消费环境的关系、产业发展与消费场景创新的关系分析和解决问题。,evaluation_standard,formal,③知识运用灵活。作答中能结合收入与消费的关系、市场秩序与消费环境的关系、产业发展与消费场景创新的关系分析和解决问题。,M_Q0035_2025_丰台_二模_18_01|M_Q0035_2025_丰台_二模_18_02,③知识运用灵活。作答中能结合收入与消费的关系、市场秩序与消费环境的关系、产业发展与消费场景创新的关系分析和解决问题。,判断法律关系/行为性质/责任或程序路径，需回源细化,,秩序,value,uncertain,F0109:text | F0321:text,heuristic_atom_split; verify original rubric line
R_Q0035_2025_丰台_二模_18_19,Q0035_2025_丰台_二模_18,①部分同学能精准把握关键得分点。第一空能明确写出增加可支配收入，第二个空能写出优化消费环境。,evaluation_standard,formal,①部分同学能精准把握关键得分点。第一空能明确写出增加可支配收入，第二个空能写出优化消费环境。,M_Q0035_2025_丰台_二模_18_01|M_Q0035_2025_丰台_二模_18_02,①部分同学能精准把握关键得分点。第一空能明确写出增加可支配收入，第二个空能写出优化消费环境。,判断法律关系/行为性质/责任或程序路径，需回源细化,,,uncertain,uncertain,F0109:text | F0321:text,heuristic_atom_split; verify original rubric line
R_Q0035_2025_丰台_二模_18_20,Q0035_2025_丰台_二模_18,②逻辑清晰。作答围绕消费的不同影响因素展开，先从收入角度阐述对消费能力的影响，再从消费环境角度说明对消费意愿的作业，最后从产业供给侧阐述对创新消费场景的意义，符合消费问题分析的一般逻辑。,evaluation_standard,formal,②逻辑清晰。作答围绕消费的不同影响因素展开，先从收入角度阐述对消费能力的影响，再从消费环境角度说明对消费意愿的作业，最后从产业供给侧阐述对创新消费场景的意义，符合消费问题分析的一般逻辑。,M_Q0035_2025_丰台_二模_18_01|M_Q0035_2025_丰台_二模_18_02,②逻辑清晰。作答围绕消费的不同影响因素展开，先从收入角度阐述对消费能力的影响，再从消费环境角度说明对消费意愿的作业，最后从产业供给侧阐述对创新消费场景的意义，符合消费问题分析的一般逻辑。,判断法律关系/行为性质/责任或程序路径，需回源细化,,,uncertain,uncertain,F0109:text | F0321:text,heuristic_atom_split; verify original rubric line
R_Q0038_2025_丰台_期末_18_2_01,Q0038_2025_丰台_期末_18_2,1.政府、市场两个角度每个是3分，最后都应落在发展数字经济，如果每个角度的点写的还可以，但是没有落在发展数字经济的扣1分。 （例如：如果学生答出市场角度“统一开放、竞争有序的市场体系”没加前边数字经济，但是后边分析的时候写出了促进数字经济的意思这1分也可以给，如没有，市场角度最多2分）,marking_rubric,formal,1.政府、市场两个角度每个是3分，最后都应落在发展数字经济，如果每个角度的点写的还可以，但是没有落在发展数字经济的扣1分。 （例如：如果学生答出市场角度“统一开放、竞争有序的市场体系”没加前边数字经济，但是后边分析的时候写出了促进数字经济的意思这1分也可以给，如没有，市场角度最多2分）,M_Q0038_2025_丰台_期末_18_2_01|M_Q0038_2025_丰台_期末_18_2_02,1.政府、市场两个角度每个是3分，最后都应落在发展数字经济，如果每个角度的点写的还可以，但是没有落在发展数字经济的扣1分。 （例如：如果学生答出市场角度“统一开放、竞争有序的市场体系”没加前边数字经济，但是后边分析的时候写出了促进数字经济的意思这1分也可以给，如没有，市场角度最多2分）,判断法律关系/行为性质/责任或程序路径，需回源细化,,促进,value,uncertain,F0131:slide 31 | F0342:slide 31,heuristic_atom_split; verify original rubric line
R_Q0038_2025_丰台_期末_18_2_02,Q0038_2025_丰台_期末_18_2,2.更好的发挥政府作用（1分），这1分不替换政府履行经济职能/政府宏观调控，因为后边的内容就是在说履行经济职能、政府宏观调控、市场监管职能。 有效+有为 具体展开怎么有效（市场在资源配置中起决定性作用）+ 怎么有为（可以在市场在资源配置中起决定性作用的基础之上更好发挥政府本身的作用） [slide 34] 学生问题： 一、作答角度、内容偏差类,marking_rubric,formal,2.更好的发挥政府作用（1分），这1分不替换政府履行经济职能/政府宏观调控，因为后边的内容就是在说履行经济职能、政府宏观调控、市场监管职能。 有效+有为 具体展开怎么有效（市场在资源配置中起决定性作用）+ 怎么有为（可以在市场在资源配置中起决定性作用的基础之上更好发挥政府本身的作用） [slide 34] 学生问题： 一、作答角度、内容偏差类,M_Q0038_2025_丰台_期末_18_2_01|M_Q0038_2025_丰台_期末_18_2_02,2.更好的发挥政府作用（1分），这1分不替换政府履行经济职能/政府宏观调控，因为后边的内容就是在说履行经济职能、政府宏观调控、市场监管职能。 有效+有为 具体展开怎么有效（市场在资源配置中起决定性作用）+ 怎么有为（可以在市场在资源配置中起决定性作用的基础之上更好发挥政府本身的作用） [slide 34] 学生问题： 一、作答角度、内容偏差类,判断法律关系/行为性质/责任或程序路径，需回源细化,,,uncertain,uncertain,F0131:slide 31 | F0342:slide 31,heuristic_atom_split; verify original rubric line
R_Q0038_2025_丰台_期末_18_2_03,Q0038_2025_丰台_期末_18_2,1.部分学生设问分析不精准，不谈关系，不谈如何发展数字经济，泛泛而谈经济如何高质量发展，答成高水平社会主义市场经济体制如何建立,marking_rubric,formal,1.部分学生设问分析不精准，不谈关系，不谈如何发展数字经济，泛泛而谈经济如何高质量发展，答成高水平社会主义市场经济体制如何建立,M_Q0038_2025_丰台_期末_18_2_01|M_Q0038_2025_丰台_期末_18_2_02,1.部分学生设问分析不精准，不谈关系，不谈如何发展数字经济，泛泛而谈经济如何高质量发展，答成高水平社会主义市场经济体制如何建立,判断法律关系/行为性质/责任或程序路径，需回源细化,,,value,uncertain,F0131:slide 31 | F0342:slide 31,heuristic_atom_split; verify original rubric line
R_Q0038_2025_丰台_期末_18_2_04,Q0038_2025_丰台_期末_18_2,2.部分学生答案整体偏重国家、政府、市场等单一个角度论证，未落在关系角度，或者未落在发展发展数字经济,marking_rubric,formal,2.部分学生答案整体偏重国家、政府、市场等单一个角度论证，未落在关系角度，或者未落在发展发展数字经济,M_Q0038_2025_丰台_期末_18_2_01|M_Q0038_2025_丰台_期末_18_2_02,2.部分学生答案整体偏重国家、政府、市场等单一个角度论证，未落在关系角度，或者未落在发展发展数字经济,判断法律关系/行为性质/责任或程序路径，需回源细化,,,uncertain,uncertain,F0131:slide 31 | F0342:slide 31,heuristic_atom_split; verify original rubric line
R_Q0038_2025_丰台_期末_18_2_05,Q0038_2025_丰台_期末_18_2,3.相当一部分学生重点了答双循环、经济全球化、贡献中国智慧、中国方案；全国统一大市场，公与非公经，价格、供求、竞争，市场调节的局限性等，内容偏离本题设问 二、学科观点表述不严谨，过于直白,marking_rubric,formal,3.相当一部分学生重点了答双循环、经济全球化、贡献中国智慧、中国方案；全国统一大市场，公与非公经，价格、供求、竞争，市场调节的局限性等，内容偏离本题设问 二、学科观点表述不严谨，过于直白,M_Q0038_2025_丰台_期末_18_2_01|M_Q0038_2025_丰台_期末_18_2_02,3.相当一部分学生重点了答双循环、经济全球化、贡献中国智慧、中国方案；全国统一大市场，公与非公经，价格、供求、竞争，市场调节的局限性等，内容偏离本题设问 二、学科观点表述不严谨，过于直白,判断法律关系/行为性质/责任或程序路径，需回源细化,,,uncertain,uncertain,F0131:slide 31 | F0342:slide 31,heuristic_atom_split; verify original rubric line
R_Q0038_2025_丰台_期末_18_2_06,Q0038_2025_丰台_期末_18_2,2.充分发挥市场在资源配置中的决定性作用写成：发挥市场在经济中的宏观调控作用、发挥市场的调节作用、发挥好市场的稳定作用,marking_rubric,formal,2.充分发挥市场在资源配置中的决定性作用写成：发挥市场在经济中的宏观调控作用、发挥市场的调节作用、发挥好市场的稳定作用,M_Q0038_2025_丰台_期末_18_2_01|M_Q0038_2025_丰台_期末_18_2_02,2.充分发挥市场在资源配置中的决定性作用写成：发挥市场在经济中的宏观调控作用、发挥市场的调节作用、发挥好市场的稳定作用,判断法律关系/行为性质/责任或程序路径，需回源细化,,,uncertain,uncertain,F0131:slide 31 | F0342:slide 31,heuristic_atom_split; verify original rubric line
R_Q0038_2025_丰台_期末_18_2_07,Q0038_2025_丰台_期末_18_2,1.没有用法律学科术语去分析案例，只是直接抄材料，转述这个事情。,marking_rubric,formal,1.没有用法律学科术语去分析案例，只是直接抄材料，转述这个事情。,M_Q0038_2025_丰台_期末_18_2_01|M_Q0038_2025_丰台_期末_18_2_02,1.没有用法律学科术语去分析案例，只是直接抄材料，转述这个事情。,判断法律关系/行为性质/责任或程序路径，需回源细化,,,material,no,F0131:slide 31 | F0342:slide 31,heuristic_atom_split; verify original rubric line
R_Q0038_2025_丰台_期末_18_2_08,Q0038_2025_丰台_期末_18_2,2.只是对案情进行简单分析，没有延展法院裁判的现实意义。,marking_rubric,formal,2.只是对案情进行简单分析，没有延展法院裁判的现实意义。,M_Q0038_2025_丰台_期末_18_2_01|M_Q0038_2025_丰台_期末_18_2_02,2.只是对案情进行简单分析，没有延展法院裁判的现实意义。,判断法律关系/行为性质/责任或程序路径，需回源细化,法院,,knowledge+material,no,F0131:slide 31 | F0342:slide 31,heuristic_atom_split; verify original rubric line
