block_id,type,style,text
4190,paragraph,Normal,· 补充提醒：从统筹传统安全和非传统安全、完善参与全球安全治理机制角度作答，可作为1分补充，但不能替代三个主要角度。
4191,paragraph,Normal,2. 2026丰台一模Q19（真正的多边主义）
4192,paragraph,Normal,【材料触发点】 设问问中国“大国情怀与担当”，材料中的国际合作、共同发展和全球治理行动体现中国坚持多边路线，维护联合国宪章宗旨和原则，并以正确义利观处理国际关系。
4193,paragraph,Normal,【设问】 结合材料，运用《当代国际政治与经济》知识，说明中国在全球可持续发展中彰显了怎样的大国情怀与担当。
4194,paragraph,Normal,"【为什么能想到】 题面把中国对联合国体系的支持与对各国共同利益的扩展并列写出；既要回答中国与国际体系的关系，也要回答中国与各国具体合作的方式。""情怀与担当""的多边路线层要单独立点，与全球治理观区分开；必须用对联合国体系的维护和对真正多边主义的坚持作为承担。先把维护联合国宪章宗旨和原则作为中国处理与国际体系关系的底线，再把积极践行真正的多边主义、坚持合作共赢列为多边路线的支撑，最后指向扩大同各国利益汇合点，展现负责任大国担当。"
4195,paragraph,Normal,【答案落点】 中国坚定维护联合国宪章的宗旨和原则，积极践行真正的多边主义，坚持合作共赢，致力于扩大同各国利益的汇合点，展现负责任大国的担当。
4196,paragraph,Normal,【同题组】 （同主题练习提醒）
4197,paragraph,Normal,· 本题适合作为同主题训练，不按固定得分层次展开。
4198,paragraph,Normal,· 可写方向：围绕全球治理、中国担当、人类命运共同体、多边主义、正确义利观等组织答案。
4199,paragraph,Normal,· 易错提醒：不要把其他题目的逐点层次直接套到本题。
4200,paragraph,Normal,3. 2025朝阳期末Q21
4201,paragraph,Normal,【材料触发点】 题面把世界动荡冲突、单边霸凌、脱钩断链和意识形态分歧作为外部风险，问中国特色大国外交如何营造外部环境；总体外部环境的根本前提是把答案先放回和平与发展的时代主题，再把促进世界和平与发展和维护和平稳定的国际环境作为方向。
4202,paragraph,Normal,【设问】 结合材料，运用《当代国际政治与经济》知识，说明如何通过开展中国特色大国外交为推进中国式现代化营造良好外部环境。
4203,paragraph,Normal,【为什么能想到】 材料直接点出单边主义、单边霸凌逆流，说明问题的症结在于少数国家以单边方式破坏国际合作。中国要营造良好外部环境，就要以真正的多边主义回应单边主义和霸凌行径。
4204,paragraph,Normal,【答案落点】 大国外交践行真正的多边主义，反对单边霸权，凝聚国际合作共识，营造稳定良好的外部环境。
4205,paragraph,Normal,【同题组】 （按原题答题层次）
4206,paragraph,Normal,· 答题层次：本题8分，要求总分或分总结构，层次清楚且四个外部环境角度齐全，结构与角度完整占1分。
4207,paragraph,Normal,· 总体外部环境（1分）：坚持和加强党对外交工作的领导，坚持以习近平外交思想为指导，全面贯彻总体国家安全观，推动构建人类命运共同体；坚定奉行独立自主的和平外交政策，坚持和平共处五项原则，维护我国主权、安全和发展利益，促进世界和平与发展，推进三大全球倡议走深走实。
4208,paragraph,Normal,· 外部政治环境（2分）：倡导平等有序的世界多极化，加强全球南方团结合作，建设以合作共赢为核心的新型国际关系，坚持共商共建共享，反对霸权主义和强权政治，推动国际关系民主化，维护以联合国为核心的国际体系和以国际法为基础的国际秩序，推动全球治理体系变革完善和国际政治经济新秩序更加公正合理；写出任意一个方向可得1分，最高2分。
4209,paragraph,Normal,· 外部经济环境（2分）：倡导普惠包容的经济全球化，推动经济全球化朝开放、包容、普惠、平衡、共赢方向发展，推进高水平对外开放，服务构建新发展格局；写出任意一个方向可得1分，最高2分。
4210,paragraph,Normal,· 外部文化和国际舆论环境（1分）：坚定文化自信，坚持正确义利观，提升国际话语权，尊重世界文明多样性，以文明交流互鉴增进理解，讲好中国故事、交流中国经验、塑造中国形象。
4211,paragraph,Normal,· 上限提醒：缺少总体外部环境，最高6分；缺少外部政治环境或外部经济环境，最高5分；缺少外部文化和国际舆论环境，最高6分；只堆教材知识、没有回应“营造良好外部环境”，最高4分。
4212,paragraph,Normal,4. 2025海淀二模Q21
4213,paragraph,Normal,【材料触发点】 中国担任安理会轮值主席、推动讨论聚焦实质性问题并与全球南方国家发起“和平之友”小组，说明中国不仅参与联合国事务，也为全球治理提供理念和方案。
4214,paragraph,Normal,【设问】 结合材料，运用《当代国际政治与经济》知识，阐释“中国需要联合国，联合国也需要中国”。
4215,paragraph,Normal,【为什么能想到】 材料中的联合国、安理会、全球南方、“和平之友”等线索，都指向在联合国框架内通过多边机制处理全球问题。题目要求说明中国需要联合国，关键在于联合国为中国践行多边主义提供主要舞台；同时中国也通过真正的多边主义支持联合国发挥作用。
4216,paragraph,Normal,【答案落点】 联合国是实践多边主义的最佳场所，中国践行真正的多边主义，故中国需要联合国这一多边合作主要舞台。
4217,paragraph,Normal,【同题组】 （按原题答题层次）
4218,paragraph,Normal,· 答题层次：本题6分，双向论证“中国需要联合国，联合国也需要中国”。
4219,paragraph,Normal,· 中国需要联合国（3分）：联合国地位和作用2分，写联合国的普遍性、代表性、权威性，集体安全机制核心，实践多边主义最佳场所，或维护世界和平、推动共同发展、促进人类文明进步等，任意两条得2分；联合国对中国对外开放和现代化事业作出独特贡献、成为中国开展多边合作的主要舞台1分。
4220,paragraph,Normal,· 联合国需要中国（3分）：中国作为联合国创始会员国、安理会常任理事国，是世界上最大的发展中国家和国际政治经济格局中的重要力量1分；中国坚定维护以联合国为核心的国际体系，支持联合国工作和改革，维护《联合国宪章》宗旨和原则1分；中国为完善全球治理、构建新型国际关系、弘扬全人类共同价值、坚持正确义利观、构建人类命运共同体贡献中国智慧和中国方案1分。
4221,paragraph,Normal,5. 2026海淀二模Q20(2)
4222,paragraph,Normal,【材料触发点】 全球发展倡议本身就是题目主题，材料要求把中国倡议与国际发展合作实践连接起来。
4223,paragraph,Normal,【设问】 结合材料，运用《当代国际政治与经济》知识，围绕“全球发展倡议从合作理念到丰富实践”这一主题，撰写一篇短评。（7分）
4224,paragraph,Normal,【为什么能想到】 中方与非洲国家和联合国机构共建合作示范中心、开辟三方发展合作，依托的是联合国等多边平台而非单边主导，正切合践行真正的多边主义。
4225,paragraph,Normal,【答案落点】 全球发展倡议践行真正的多边主义，与非洲国家和联合国机构共建合作示范中心，开辟三方发展合作新局面。
4226,paragraph,Normal,【同题组】 （按原题答题层次）
4227,paragraph,Normal,· 答题层次：本题7分，按短评答题层次组织
4228,paragraph,Normal,· 逻辑分层（1分）：分清“背景及原因”和“具体举措及其积极影响”，通过分段呈现
4229,paragraph,Normal,· 背景及原因/意义（3分）：必要性知识1分，可写时代主题、经济全球化/世界多极化、共同利益等；重要性知识1分，可写推动国际秩序朝更加公正合理方向发展、推动经济全球化朝开放包容普惠平衡共赢方向发展、增强发展中国家话语权和国际地位等任意一点；结合材料论述1分
4230,paragraph,Normal,· 具体举措（3分）：共商共建共享、完善全球治理、践行多边主义、践行正确义利观、坚持《联合国宪章》宗旨和原则等任意两点给2分；结合材料论述1分
4231,paragraph,Normal,· 答题提醒：只写“人类命运共同体”且不关联其他发展知识，得1分；罗列知识、缺乏论述，最多3分
4232,paragraph,Normal,6. 2024西城二模Q19中国答案的国际关系新思路
4233,paragraph,Normal,【材料触发点】 题面把恃强凌弱、零和博弈、结盟对抗作为旧国际关系的问题，需要把中国答案放回当今世界主题之下，说明它顺应而非违背和平与发展的时代潮流。
4234,paragraph,Normal,【设问】 结合材料，阐述中国答案所体现的处理国际关系的新思路。
4235,paragraph,Normal,【为什么能想到】 面对结盟对抗和封闭排他，中国答案强调全球协作而非少数国家说了算，正是真正的多边主义。
4236,paragraph,Normal,【答案落点】 中国答案坚持真正的多边主义，倡导全球协作，顺应时代潮流，推动国际秩序朝着更加公正合理的方向发展。
4237,paragraph,Normal,【同题组】 （按原题答题层次）
4238,paragraph,Normal,· 答题层次：本题5分，1分总判断，4分任取二点
4239,paragraph,Normal,· 总判断（1分）：全人类是一个命运与共的大家庭，国与国之间利益交汇、命运交织、休戚与共；也可用和平与发展作时代背景替代
4240,paragraph,Normal,· 新思路层（4分，以下任取二点，每点2分）：人类命运共同体理念超越集团政治的“小圈子”规则；超越实力至上的逻辑；超越少数国家定义“普世价值”的垄断；顺应时代潮流，倡导全球协作，推动国际秩序朝着更加公正合理的方向发展。正面解释可展开为赋予发展中国家更多发言权、推动国际关系民主化、坚持真正的多边主义、完善全球治理等
4241,paragraph,Normal,"7. 2025延庆一模Q20(2)外交部发言人回应""脱钩断链"""
4242,paragraph,Normal,"【材料触发点】 材料二中个别国家鼓噪""脱钩断链""和供应链""去风险""，与近70个国家和地区企业到链博会寻找""链""通中外方案形成对照；要论证供应链合作的正当性，必须用时代主题判定""合作""才是符合潮流的方向，""脱钩""违背潮流。"
4243,paragraph,Normal,【设问】 假如你是外交部发言人，请结合材料二，运用《当代国际政治与经济》知识，对上述提问做出回应。
4244,paragraph,Normal,【为什么能想到】 链博会让近70个国家和地区企业共同参与产供链合作，靠的不是单边封锁，而是真正的多边主义。
4245,paragraph,Normal,【答案落点】 中国践行真正的多边主义，愿携手各国让链博会“朋友圈”越来越大，凝聚深化产供链合作的共识，共筑人类命运共同体。
4246,paragraph,Normal,【同题组】 （按原题答题层次）
4247,paragraph,Normal,· 答题层次：本题8分，四个角度，每角度2分。
4248,paragraph,Normal,· 时代主题：维护全球产供链韧性和稳定，是推动世界经济可持续发展的重要保障，符合国际社会共同利益，顺应和平与发展的时代主题。
4249,paragraph,Normal,· 经济全球化方向：中国坚持高质量发展和高水平对外开放，反对“脱钩断链”，推动经济全球化朝开放、包容、普惠、平衡、共赢方向发展。
4250,paragraph,Normal,· 世界多极化：世界多极化是当今国际形势的突出特点，“脱钩断链”损人不利己；中国在追求本国利益的同时兼顾他国合理关切，推动各国深化产供链合作、共建“世界共赢链”。
4251,paragraph,Normal,· 人类命运共同体：中国愿同各国携手维护全球产业链供应链稳定畅通，凝聚合作共识，共筑人类命运共同体。
4252,paragraph,Normal,· 可替代提醒：国家利益、国际关系、多边主义等角度可替代作答，但与前面角度意思重复时不重复计算。
4253,paragraph,Normal,8. 2026顺义一模Q21
4254,paragraph,Normal,【材料触发点】 “审势、乘势、驭势”综合题可从国政经角度说明：中国式现代化走和平发展道路，坚持多边主义、互利共赢和人类命运共同体理念，为世界和平与发展提供中国智慧和中国方案。
4255,paragraph,Normal,【设问】 结合材料，综合运用所学，谈谈以中国式现代化全面推进中华民族伟大复兴，应如何运用“审势、乘势、驭势”的智慧。
4256,paragraph,Normal,【为什么能想到】 题目要求说明推进中国式现代化如何审势、乘势、驭势，材料强调人类命运共同体和复杂外部形势。面对多变国际环境，中国式现代化不能依靠封闭或单边路径，而要主动参与全球治理、坚持多边主义，在多边合作中化势为机。
4257,paragraph,Normal,【答案落点】 推进中国式现代化要坚持多边主义、坚持互利共赢，主动参与全球治理，在复杂多变外部环境中驭势开新局。
4258,paragraph,Normal,【同题组】 （按原题答题层次）
4259,paragraph,Normal,· 答题提醒：综合题，8分任意4个角度；本题选必一对应国政经角度2分
4260,paragraph,Normal,· 国政经角度：和平与发展是当今时代主题；中国式现代化是走和平发展道路的现代化；坚持多边主义，坚持互利共赢，倡导人类命运共同体；为世界和平与发展提供中国智慧、中国方案
4261,paragraph,Normal,9. 2025丰台二模Q20
4262,paragraph,Normal,【材料触发点】 题目理解“中国力量”如何完善全球治理，材料多次出现人类命运共同体、平等开放合作共享和公正合理的治理方向。
4263,paragraph,Normal,【设问】 当今世界，全球治理体系与国际秩序变革加速推进。我们愿同各方一道，一以贯之以实际行动为完善全球治理注入中国力量。结合材料，运用《当代国际政治与经济》知识，谈谈你对“为完善全球治理注入中国力量”的理解。
4264,paragraph,Normal,【为什么能想到】 王毅那句“共同做多边主义的捍卫者”“维护联合国权威、发挥联合国作用”，把中国行动指向多边平台而非单边决定，所以对应“践行真正的多边主义”。
4265,paragraph,Normal,【答案落点】 中国作为联合国常任理事国遵守《联合国宪章》宗旨原则，践行多边主义，维护多边体制的权威性和有效性。
4266,paragraph,Normal,【同题组】 （按原题答题层次）
4267,paragraph,Normal,· 答题层次：本题8分，四个角度，每角度2分；要围绕“中国如何为完善全球治理注入力量”展开。
4268,paragraph,Normal,· 发展中国家身份与全球南方：作为世界上最大的发展中国家，中国是国际政治经济格局中的重要力量，积极参与全球治理，为推动全球南方实现现代化发挥作用。
4269,paragraph,Normal,· 国际组织参与：中国积极参与联合国、金砖国家、二十国集团、博鳌亚洲论坛等国际组织，在全球治理体系中发挥重要参与者、贡献者和改革者作用。
4270,paragraph,Normal,· 联合国与多边主义：作为联合国安理会常任理事国，遵守《联合国宪章》宗旨和原则，践行多边主义，维护多边体制的权威性和有效性。
4271,paragraph,Normal,· 人类命运共同体与全球治理方向：推动构建人类命运共同体，遵循平等、开放、合作、共享等原则，坚持共商共建共享，推动全球治理体系朝更加公正合理方向发展。
4272,paragraph,Normal,· 易错边界：只出现“全球南方”“国际组织”“联合国”等字样但没有解释，不按完整角度处理；看不到全球治理和材料联系，最高不超过4分。
4273,paragraph,Normal,10. 2026通州期末Q20
4274,paragraph,Normal,【材料触发点】 设问评价全球治理倡议为何“正逢其时”，题面呈现百年变局、地区动荡、逆全球化和治理赤字，说明全球治理倡议回应和平与发展、经济全球化和各国人民共同愿望的时代背景。
4275,paragraph,Normal,【设问】 结合材料，运用《当代国际政治与经济》知识，谈谈你对“全球治理倡议正逢其时、指引方向彰显担当”的理解。
4276,paragraph,Normal,【为什么能想到】 倡议把“多边主义”列入五大原则、又同联合国宪章一脉相承、推动各国共同参与治理，因此联到真正的多边主义。
4277,paragraph,Normal,【答案落点】 倡议精神内涵同《联合国宪章》宗旨原则一脉相承，践行真正的多边主义，推动各国共同参与全球治理体系改革与建设。
4278,paragraph,Normal,【同题组】 （按原题答题层次）
4279,paragraph,Normal,· 答题层次：本题8分，按六点答题层次组织
4280,paragraph,Normal,· 共商共建共享全球治理观（1分）
4281,paragraph,Normal,· 时代主题、经济全球化、顺应各国人民愿望等（2分）
4282,paragraph,Normal,· 符合《联合国宪章》宗旨和原则（1分）
4283,paragraph,Normal,· 推动构建国际新秩序、倡导国际关系民主化、践行多边主义、坚持正确义利观、兼顾利益等任意点（2分）
4284,paragraph,Normal,· 推动构建人类命运共同体（1分）
4285,paragraph,Normal,· 贡献中国智慧、中国方案，勇于大国担当（1分）
4286,paragraph,Normal,11. 2026丰台期末Q21
4287,paragraph,Normal,【材料触发点】 题目要求围绕“四大全球倡议为构建人类命运共同体凝聚磅礴合力”写短评，题干呈现四大全球倡议回应时代课题、凝聚国际共识与共同未来之间的关系。回答这一关系时，应说明共同问题要在多边框架中平等协商解决，反对单边主义和阵营对抗。
4288,paragraph,Normal,【设问】 结合材料，运用《当代国际政治与经济》知识，以“四大全球倡议为构建人类命运共同体凝聚磅礴合力”为主题，撰写一篇短评。
4289,paragraph,Normal,【为什么能想到】 针对单边主义这一时代课题，四大倡议主张在多边框架里平等协商；把“凝聚合力”解释为反对阵营对抗、靠多边平台办事，恰好对应践行真正的多边主义。
4290,paragraph,Normal,【答案落点】 四大全球倡议为构建人类命运共同体凝聚合作力量，体现我国践行真正的多边主义，主张各国在平等协商中合作解决共同问题。
4291,paragraph,Normal,【同题组】 （按原题答题层次）
4292,paragraph,Normal,· 答题层次：本题8分，短评题，围绕“四大全球倡议为构建人类命运共同体凝聚磅礴合力”展开，按整体回应和论证充分度定层级。
4293,paragraph,Normal,· 核心问题：不是简单罗列四个倡议，而是说明四大全球倡议如何推动构建人类命运共同体。
4294,paragraph,Normal,· 论证角度：可从四大全球倡议的本质、当前世界形势的必要性、四大全球倡议的作用三个角度展开；可使用时代主题、多边主义、共商共建共享、相互尊重、公平正义、合作共赢的新型国际关系等知识。
4295,paragraph,Normal,· 高档（7-8分）：围绕四大全球倡议整体，从三个角度展开；或分别写四个倡议但有总说。至少两个角度展开充分，知识运用准确。
4296,paragraph,Normal,· 中档（5-6分）：能围绕四大全球倡议整体，或分别从四个倡议展开，有至少两个角度，知识运用比较准确。
4297,paragraph,Normal,· 基础档（2-4分）：四个倡议不完整，或只结合材料内容不提倡议，角度单一，知识运用不够准确或没有明显学科知识。
4298,paragraph,Normal,· 低档（0-1分）：没有回应问题、无效作答或只摘抄材料。
4299,paragraph,Normal,· 易错提醒：不要把问题写成“中国如何推动人类命运共同体建设”；要站在四大全球倡议整体上作答，并补上必要性角度。
4300,paragraph,Normal,
4301,paragraph,Normal,
4302,paragraph,Normal,12. 2026海淀期中Q22(1)
4303,paragraph,Normal,【材料触发点】 题目直接给出全球治理倡议五项核心理念，并问其获得认同的原因；这些理念说明倡议回应的是全球治理原则、方法和路径问题。
4304,paragraph,Normal,【设问】 运用《当代国际政治与经济》知识，说明全球治理倡议为什么能获得国际社会广泛认同，（6分）
4305,paragraph,Normal,"【为什么能想到】 题面一次性列出主权平等、遵守国际法治、践行多边主义、倡导以人为本、注重行动导向五项核心理念；这五项并排出现，回答的是为什么不同国家都能接受这套主张。问""为什么获得认同""重点不在描述理念本身，要解释这些理念恰好回答了全球治理改革中""按什么原则、用什么方法、走什么路径""的共同关切。先把主权平等和国际法治列为各国普遍可接受的原则底线，再把多边主义和以人为本接为方法上的最大公约数，最后用行动导向指向改革可操作路径。"
4306,paragraph,Normal,【答案落点】 全球治理倡议以奉行主权平等、遵守国际法治、践行多边主义、倡导以人为本、注重行动导向为核心理念，为全球治理改革提供原则、方法和路径。
4307,paragraph,Normal,【同题组】 （按原题答题层次）
4308,paragraph,Normal,· 答题层次：本题6分，按答案链训练，不展示固定分值层次。
4309,paragraph,Normal,· 时代基础：全球治理倡议顺应和平与发展的时代潮流，符合世界各国人民共同愿望。
4310,paragraph,Normal,· 核心理念：奉行主权平等、遵守国际法治、践行多边主义、倡导以人为本、注重行动导向。
4311,paragraph,Normal,· 治理方向：坚定捍卫《联合国宪章》宗旨和原则，秉持共商共建共享全球治理观，直面全球治理突出问题，推动建设更加公正合理的全球治理体系。
4312,paragraph,Normal,· 易错提醒：不要把未确认的“必要性2分—重要性4分”当成固定层次；作答要围绕“为什么能获得广泛认同”。
4313,paragraph,Normal,
4314,paragraph,Normal,
4315,paragraph,Normal,
4316,paragraph,Normal,
4317,paragraph,Normal,13. 2026朝阳二模Q20(2)人类命运共同体理念维护世界和平与发展
4318,paragraph,Normal,【材料触发点】 答题要求角度2写明“倡导合作共赢”，并把“坚持多边主义”列为可替代关键词；材料要求分析人类命运共同体理念为什么能维护世界和平与发展，指向超越零和博弈、通过多边合作解决全球性问题。
4319,paragraph,Normal,【设问】 结合材料，运用《当代国际政治与经济》知识，分析人类命运共同体理念为什么能维护世界和平与发展。
4320,paragraph,Normal,【为什么能想到】 看到答题要求把“坚持多边主义”放在合作共赢角度中，就不能只写一般合作或中国方案。人类命运共同体理念维护和平与发展，关键在于反对单边和零和逻辑，依靠多边合作协调各国行动。
4321,paragraph,Normal,【答案落点】 人类命运共同体理念倡导多边合作，反对单边主义和零和博弈，有利于各国共同应对全球性问题，维护世界和平与发展。
4322,paragraph,Normal,【同题组】 （按原题答题层次）
4323,paragraph,Normal,· 答题层次：本题6分，按三个角度组织；每个角度2分，知识1分、结合材料1分。
4324,paragraph,Normal,· 角度一：符合共同利益和时代主题（2分）。可写人类命运共同体理念超越民族国家本位，维护全人类共同利益，顺应和平与发展；时代主题可作替代表达。
4325,paragraph,Normal,· 角度二：倡导合作共赢、坚持多边主义、共商共建共享（2分）。可写摒弃零和博弈，推动各方合作应对全球性问题。
4326,paragraph,Normal,· 角度三：提供中国方案，推动国际新秩序或新型国际关系（2分）。可写：解决全球性问题提供中国方案，推动国际关系更加公正合理。
4327,paragraph,Normal,· 答题提醒：每个角度都要把知识和材料对应起来，不能只罗列术语。
4328,paragraph,Normal,
4329,paragraph,Normal,
4330,paragraph,Normal,14. 2026西城期末Q20参与全球气候治理中的中国实践
4331,paragraph,Normal,【材料触发点】 题目围绕中国参与全球气候治理的理念与行动展开，“践行真正的多边主义”提示应把中国实践放到维护全球气候治理多边进程中理解。
4332,paragraph,Normal,【设问】 结合材料，运用《国际政治与经济》知识，阐释参与全球气候治理的中国实践。
4333,paragraph,Normal,【为什么能想到】 气候治理需要多边机制和国际协作。材料中落实《巴黎协定》、向联合国提交国家自主贡献目标，正是中国维护多边进程、反对单边治理的具体表现。
4334,paragraph,Normal,【答案落点】 中国践行真正的多边主义，落实《巴黎协定》并维护全球气候治理多边进程，推动各国以多边合作共同应对气候变化。
4335,paragraph,Normal,【同题组】 （按原题答题层次）
4336,paragraph,Normal,· 本题8分，按“是什么—为什么—效果”三层写。
4337,paragraph,Normal,· 是什么2分：先说中国在全球气候治理中是建设者、引领者或负责任大国；再结合材料概括具体做法，如坚持绿色发展、新发展理念，发挥有为政府和有效市场作用。
4338,paragraph,Normal,· 为什么3分：从四类中写满三类即可：全球气候治理挑战或完善全球治理体系；世界各国共同利益；中国理念，如人类命运共同体、全人类共同价值、正确义利观、共商共建共享、真正的多边主义、互利共赢；自觉履行国际义务、遵循国际法、承担国际责任。
4339,paragraph,Normal,· 效果3分：对世界写两层，一是促进全球可持续发展或建设清洁世界，二是维护联合国核心作用或完善全球治理体系；对中国写一层，即贡献中国智慧或中国力量。
4340,paragraph,Normal,
4341,paragraph,Normal,
4342,paragraph,Normal,15. 2026房山二模Q20世界数据组织完善全球数据治理
4343,paragraph,Normal,【材料触发点】 原题要求把“共商共建共享/全球治理观/真正的多边主义”列为同一给分点，说明全球数据治理要依靠多方共同参与。
4344,paragraph,Normal,【设问】 结合材料，运用《当代国际政治与经济》知识，分析世界数据组织完善全球数据治理，服务全球数字经济发展的智慧。
4345,paragraph,Normal,【为什么能想到】 世界数据组织搭建平台、推动标准制定和互认，体现的不是单边治理，而是多边协同治理。答题要求把真正的多边主义列为可得分表达，提示学生可从多边主义角度迁移。
4346,paragraph,Normal,【答案落点】 世界数据组织践行真正的多边主义，搭建全球数据治理合作平台，推动各方共同制定、对接和互认数据治理标准。
4347,paragraph,Normal,【同题组】 （按原题答题层次）
4348,paragraph,Normal,· 答题层次：本题8分，围绕世界数据组织完善全球数据治理、服务全球数字经济发展的中国智慧展开；六个方向各1分，材料结合2分。
4349,paragraph,Normal,· 治理方向一：普惠包容的经济全球化（1分）。
4350,paragraph,Normal,· 治理方向二：平等有序的世界多极化（1分）。
4351,paragraph,Normal,· 利益基础：共同利益或共同发展（1分）。
4352,paragraph,Normal,· 合作关系：合作共赢或互利共赢（1分）。
4353,paragraph,Normal,· 治理方式：共商共建共享、全球治理观或真正的多边主义（1分）。
4354,paragraph,Normal,· 数据流动：推动数据要素在全球范围内流动（1分）。
4355,paragraph,Normal,· 材料落点（2分）：结合世界数据组织弥合数据鸿沟、释放数据价值、繁荣数字经济展开；论述充分2分，论述一般1分。
4356,paragraph,Normal,
4357,paragraph,Normal,
4358,paragraph,Normal,16. 2025朝阳二模Q21周边工作服务中国特色大国外交
4359,paragraph,Normal,【材料触发点】 答题要求点名“真正的多边主义”，材料涉及创新区域合作机制、搭建合作平台、维护地区和平稳定。
4360,paragraph,Normal,【设问】 结合材料，运用《当代国际政治与经济》知识，说明我国为什么要努力开创周边工作新局面。
4361,paragraph,Normal,【为什么能想到】 区域合作机制和合作平台体现的不是单边安排，而是多方共同参与。答题要求列出真正的多边主义，说明周边工作可从多边协同角度作答。
4362,paragraph,Normal,【答案落点】 中国在周边工作中践行真正的多边主义，通过区域合作机制和合作平台推动各方共同维护地区和平稳定。
4363,paragraph,Normal,【同题组】 （按原题答题层次）
4364,paragraph,Normal,· 答题层次：本题8分，按“中国的发展需要—区域的发展需要—世界的发展需要”三层组织；同一关键词不重复，语言要有层次、无知识错误
4365,paragraph,Normal,· 从中国的发展需要角度看（3分）：必要性1分，可写周边国家众多、符合我国与周边国家地理环境和文化发展状况、国际形势出现深刻变化；重要性任意两点2分，可写实现发展繁荣的重要基础、提高开放型经济水平、维护国家安全、为国家发展创造良好外部环境、运筹外交全局、推动构建人类命运共同体
4366,paragraph,Normal,· 从区域的发展需要角度看（3分）：共同的国家利益是国际合作基础，中国与周边国家有广泛共同利益，或写我国坚持独立自主的和平外交政策、维护世界和平、促进共同发展，任意一点1分；与周边国家开展贸易，促进经济融合和共同发展、促进区域经济一体化、促进区域贸易和投资自由化便利化，任意一点1分；创新区域合作机制、搭建合作平台，维护地区和平稳定或区域安全，推动构建周边国家命运共同体，任意一点1分
4367,paragraph,Normal,· 从世界的发展需要角度看（2分）：携手周边国家推动建设以合作共赢为核心的新型国际关系、推动国际关系民主化、实现真正的多边主义、推动全球治理变革，任意一点1分；通过区域经济合作维护和推动全球自由贸易、多边贸易，或推动经济全球化朝开放、包容、普惠、平衡、共赢方向发展，任意一点1分
4368,paragraph,Normal,· 答题提醒：同一个关键词不重复计分；整体语言要有层次、有问题意识，不能把知识点机械堆在一起
4369,paragraph,Normal,
4370,paragraph,Normal,
4371,paragraph,Normal,17. 2025石景山一模Q17(2)中国推动全球治理体系完善
4372,paragraph,Normal,【材料触发点】 答题要求四个2分点之一为“践行真正的多边主义，坚定维护以联合国为核心的国际体系、以国际法为基础的国际秩序”。
4373,paragraph,Normal,【设问】 结合材料二，运用《当代国际政治与经济》知识，概述完善全球治理的“中国主张”。（8分）
4374,paragraph,Normal,【为什么能想到】 题目涉及全球治理体系完善，答题层次提示多边主义和联合国核心体系。要避免只写中国担当，必须写出多边主义这一治理路径。
4375,paragraph,Normal,【答案落点】 中国践行真正的多边主义，支持各国在多边机制中协商合作，共同完善全球治理体系。
4376,paragraph,Normal,【同题组】 （按原题答题层次）
4377,paragraph,Normal,· 答题层次：本题8分，概述完善全球治理的“中国主张”，对应“北京宣言”内容，四个核心点每点2分。
4378,paragraph,Normal,· 中国主张一：坚持共商共建共享的全球治理观。
4379,paragraph,Normal,· 中国主张二：坚持国家不分大小、强弱、贫富一律平等，共同推动国际关系民主化。
4380,paragraph,Normal,· 中国主张三：推进普惠包容的经济全球化。
4381,paragraph,Normal,· 中国主张四：践行真正的多边主义，坚定维护以联合国为核心的国际体系、以国际法为基础的国际秩序。
4382,paragraph,Normal,· 易错边界：没有对应“北京宣言”内容、只从其他角度泛谈，最高4分；答非所问、回答错误或没有应答，不得分。
4383,paragraph,Heading 2,民主：国际关系民主化
4384,paragraph,Heading 3,核心答题点：推动国际关系民主化
4385,paragraph,Normal,1. 2026通州期末Q20
4386,paragraph,Normal,【材料触发点】 题面五大原则指向主权平等、国际法治、多边主义、以人为本和行动导向，作答要说明倡议怎样指引国际秩序和国际关系方向。
4387,paragraph,Normal,【设问】 结合材料，运用《当代国际政治与经济》知识，谈谈你对“全球治理倡议正逢其时、指引方向彰显担当”的理解。
4388,paragraph,Normal,"【为什么能想到】 题面把全球治理倡议拆成五大原则——主权平等、国际法治、多边主义、以人为本、行动导向——五项并列指向""国家间如何对等参与""，指向倡议在国际关系方向上的定位。评价词""指引方向""问的是倡议在国际秩序与国际关系层面的引领作用；学生要解释倡议怎样改写国际关系运行方式，而不是再次复述五大原则。先把主权平等、国际法治、多边主义打包为国际关系民主化的内核，再写倡议对国际新秩序构建的指引作用，进而接到正确义利观对各方合理利益的兼顾。"
4389,paragraph,Normal,【答案落点】 全球治理倡议推动构建国际新秩序，倡导国际关系民主化，践行多边主义，坚持正确义利观并兼顾各方合理利益。
4390,paragraph,Normal,【同题组】 （按原题答题层次）
4391,paragraph,Normal,· 答题层次：本题8分，按六点答题层次组织
4392,paragraph,Normal,· 共商共建共享全球治理观（1分）
4393,paragraph,Normal,· 时代主题、经济全球化、顺应各国人民愿望等（2分）
4394,paragraph,Normal,· 符合《联合国宪章》宗旨和原则（1分）
4395,paragraph,Normal,· 推动构建国际新秩序、倡导国际关系民主化、践行多边主义、坚持正确义利观、兼顾利益等任意点（2分）
4396,paragraph,Normal,· 推动构建人类命运共同体（1分）
4397,paragraph,Normal,· 贡献中国智慧、中国方案，勇于大国担当（1分）
4398,paragraph,Normal,2. 2025东城一模Q20
