material_atom_id,question_id,flagged_question,pattern_hits,material_phrase,source_locator
M_CC0353_2026_西城_期末_17_01,CC0353_2026_西城_期末_17,yes,,17．法院判决B 公司构成不正当竞争并赔偿损失是正确的，因为B 公司的行为违反了《中华 人民共和国反不正当竞争法》和《中华人民共和国未成年人保护法》的相关规定，损害 了T 公司的合法权益和市场竞争秩序，同时危害了未成年人保护机制，应承担相应侵权 责任。,F0221:page 11
M_CC0353_2026_西城_期末_17_02,CC0353_2026_西城_期末_17,yes,,法院判决以事实为依据，以法律为准绳，彰显了司法公正，维护了市场竞争秩序 和未成年人合法权益。,F0221:page 11
M_CC0364_2026_通州_期末_19_1_01,CC0364_2026_通州_期末_19_1,yes,法理依据|细则,19（1）细则 一、法理依据3分 依据《中华人民共和国民法典》规定（1分，写按照法律不给分），不动产的相邻权利人应当按照有利生产、方便生活、团结互助、公平合理的原则，正确处理相邻关系。,F0223:slide 11 | F0403:slide 11
M_CC0364_2026_通州_期末_19_1_02,CC0364_2026_通州_期末_19_1,yes,,（2分，写应当为相邻方提供便利或不侵害相邻方合法权益给1分）没写出以上内容，写出法院判决以事实为根据，以法律为准绳，给1分，与前面不重复给。,F0223:slide 11 | F0403:slide 11
M_CC0364_2026_通州_期末_19_1_03,CC0364_2026_通州_期末_19_1,yes,,二、事实分析2分 业主角度：2分 范某角度：1分，但不与业主角度重复给分 三、判决意义3分 业主合法权益1分，其他共性意义两点2分（核心观、和谐邻里关系） 四、原卷答案： 法院判决以事实为根据，以法律为准绳。,F0223:slide 11 | F0403:slide 11
M_CC0364_2026_通州_期末_19_1_04,CC0364_2026_通州_期末_19_1,yes,,老旧小区加装电梯属民生工程，已获法定比例业主同意，程序合法。,F0223:slide 11 | F0403:slide 11
M_CC0364_2026_通州_期末_19_1_05,CC0364_2026_通州_期末_19_1,yes,,电梯采用玻璃幕墙设计，在提升本楼业主出行便利的同时，能尽量减少对相邻楼业主的影响。,F0223:slide 11 | F0403:slide 11
M_CC0364_2026_通州_期末_19_1_06,CC0364_2026_通州_期末_19_1,yes,,依据《中华人民共和国民法典》规定，不动产的相邻权利人应当按照有利生产、方便生活、团结互助、公平合理的原则，正确处理相邻关系。,F0223:slide 11 | F0403:slide 11
M_CC0364_2026_通州_期末_19_1_07,CC0364_2026_通州_期末_19_1,yes,,本案判决维护了相邻业主合法权益，有助于促进邻里和谐，践行友善的社会主义核心价值观。,F0223:slide 11 | F0403:slide 11
M_CC0364_2026_通州_期末_19_1_08,CC0364_2026_通州_期末_19_1,yes,,[slide 12] （2） （6分） 推理 | 判断逻辑正误并说明理由 ①如果阻碍加装电梯，就会侵犯相关业主的合法权益。,F0223:slide 11 | F0403:slide 11
M_CC0364_2026_通州_期末_19_1_09,CC0364_2026_通州_期末_19_1,yes,,范某阻碍加装电梯，所以范某侵犯了相关业主的合法权益。,F0223:slide 11 | F0403:slide 11
M_CC0364_2026_通州_期末_19_1_10,CC0364_2026_通州_期末_19_1,yes,,| ②只有公示期间未收到异议，加装电梯才符合要求。,F0223:slide 11 | F0403:slide 11
M_CC0364_2026_通州_期末_19_1_11,CC0364_2026_通州_期末_19_1,yes,,公示期内未收到异议，所以加装电梯符合要求。,F0223:slide 11 | F0403:slide 11
M_CC0364_2026_通州_期末_19_1_12,CC0364_2026_通州_期末_19_1,yes,,| （2）①推理正确。,F0223:slide 11 | F0403:slide 11
M_CC0364_2026_通州_期末_19_1_13,CC0364_2026_通州_期末_19_1,yes,,（1分）该推理为充分条件假言推理，遵循“肯定前件，就能肯定后件”的规则。,F0223:slide 11 | F0403:slide 11
M_CC0364_2026_通州_期末_19_1_14,CC0364_2026_通州_期末_19_1,yes,,（1分）大前提“如果阻碍加装电梯，就会侵犯相关业主的合法权益”，小前提肯定前件“范某阻碍加装电梯”，结论肯定后件“范某侵犯了相关业主的合法权益”，（1分）推理结构有效。,F0223:slide 11 | F0403:slide 11
M_CC0364_2026_通州_期末_19_1_15,CC0364_2026_通州_期末_19_1,yes,,（1分）该推理属于必要条件假言推理，遵循“否定前件必否定后件”“肯定后件必肯定前件”的规则。,F0223:slide 11 | F0403:slide 11
M_CC0364_2026_通州_期末_19_1_16,CC0364_2026_通州_期末_19_1,yes,,（1分）材料中仅肯定前件“公示期内未收到异议”，就得出肯定后件“加装电梯符合要求”的结论，（1分）是错误的推理结构。,F0223:slide 11 | F0403:slide 11
