suite_id,year,district,stage,suite_name,question_no,answer,answer_source,overview_sentence,wrong_option_sentences,question_excerpt,rubric_source,notes,curation_status,curation_reason
2026_丰台_一模_038,2026,丰台,一模,2026丰台一模,13,,,在2025年12月，国家发展改革委、市场监管总局、国家网信办联合发布《互联网平台 价格行为规则》，重点聚焦以下四个方面。 一是保护经营者自主定价权；规范平台经营者收费行为。 二是全面规范价格标示行为，要求平台经营者、平台内经营者公开差别定价、 动态定价、竞价排名等规则，规范补贴促销……中，本题暂不写死答案，因为 v2 未从可靠答案表锁定客观答案；先保留题面，等待答案源核验。,答案未锁定，暂不生成错项句。,13. 2025年12月，国家发展改革委、市场监管总局、国家网信办联合发布《互联网平台 价格行为规则》，重点聚焦以下四个方面。 一是保护经营者自主定价权；规范平台经营者收费行为。 二是全面规范价格标示行为，要求平台经营者、平台内经营者公开差别定价、 动态定价、竞价排名等规则，规范补贴促销行为。 三是严厉打击不正当价格竞争，经营者不得实施低价倾销、价格歧视、价格串 通、哄抬价格、价格欺诈等不正当价格行为。 四是强化消费者秘益保护，对自动续期、免密支付等服务提出显著提示、便捷 取消的要求。 该规则的实施能够 ①规范平台价格行为，弥补市场调节缺陷 ②发挥政府定价作用，推动完善价格监管体系 ③规范市场竞争秩序，保护消费者合法权益 ④健全市场准人制度，保障平台经营者利润 A. ①③ B ①④ C. ②③ D. ②④ 14 2026年是中国与非洲正式开启外交关系 70周年。70年来，中非友好穿越时空、薪火 相传。2026年，中非关系迎来一系列新发展。• 中国将在今年接待 多位非洲国家领导人来 访，加强作沩全天候伙 伴的相互支持，书写命 运与共的新故事。 中国将于今年5月1日 全面实施对非100%税目 产品零关税，让中国大 市场为非洲提供更大的 机遇。 “中非人文交流年” 已拉开大幕，年内将举 办近600场交流活动。 中国愿同非洲兄弟一道， 深化文明互鉴，促进民 心相通，让中非友好代 代相传。 高三思想政治 第4页（共10页） CS 扫描全能王 3亿人都在用的扫描App [ocr page 5] 中非关系新发展 ①彰显中非休戚与共、命运相连的深厚情谊 ②通过政治经济等领域的合作开创新局面 ③以人文交往拓 了国际关系的基本形式 ④通过加强全天候伙伴关系巩固中非同盟， A. ①② B. ①③ C. ②④ D. ③④,,答案未从可靠答案表或逐题解析锁定,defer_answer_missing,选择题像选必二，但答案未锁定，暂不生成正式错项。
2026_延庆_一模_039,2026,延庆,一模,2026延庆一模,8,,,在某小区三楼业主擅自截断卫生间共用暖气管路，导致二楼张女士家供暖中断，张女士与三楼住户协商， 第3页/共9页 要求其恢复共用暖气管路，三楼业主以各种理由予以拒绝。双方协商无果，于是，张女士将三楼业主诉 至人民法院。下列对该案例的法律分析正确的是中，本题暂不写死答案，因为 v2 未从可靠答案表锁定客观答案；先保留题面，等待答案源核验。,答案未锁定，暂不生成错项句。,8.某小区三楼业主擅自截断卫生间共用暖气管路，导致二楼张女士家供暖中断，张女士与三楼住户协商， 第3页/共9页 要求其恢复共用暖气管路，三楼业主以各种理由予以拒绝。双方协商无果，于是，张女士将三楼业主诉 至人民法院。下列对该案例的法律分析正确的是 A. 三楼业主对自家卫生间内的暖气管享有完全处分权，截断行为合法 B. 三楼业主的行为侵犯了张女士的财产所有权，应承担赔偿损失责任 C. 小区共用暖气管路属于业主共有财产，三楼业主无权对其擅自处置 D. 双方纠纷属于相邻权纠纷，应以和为贵，调解方式是最佳解决途径 9.14 周岁的小童为某明星应援，在某线上平台，通过母亲及好友账号在明星应援团队负责人阿伟的店铺多 次消费共计 6 万余元。阿伟表面上提供明星“周边物品”及服务，实际上变相为明星艺人打榜筹集资金。 小童母亲发现后诉至法院，法院认定案涉买卖合同无效。据此，下列说法正确的是 A. 小童属于限制民事行为能力人，其大额应援消费行为应直接认定为无效 B. 小童的监护人对其消费行为不知情，对合同无效造成的损失无需承担责任 C. 法院认定案涉买卖合同无效，阿伟应将 6 万余元全部返还小童 D. 监护人要更好地履行监护职责，落实好家庭保护的首要作用 10.1965 年 9 月，西藏自治区正式成立，西藏实现了从政教合一的封建农奴制度向人民民主的社会主义制 度的历史性跨越。60 年来，中国共产党带领西藏各族人民进行了建设社会主义现代化新西藏的成功探索 并取得了辉煌成就。这些成就的取得是因为 ①中国共产党的领导是民族团结进步的根本保证 ②民族区域自治制度为国家政治安定提供法律保障 ③西藏人民充分享有当家作主的权利 ④做好新时代西藏工作，要铸牢中华民族共同体意识 A. ①③ B．①④ C．②③ D．②④ 11.2025 年是我国全民普法四十周年。自“一五”普法启动以来，我国普法工作从“法律扫盲”逐步迈向 “观念培育”与“精准治理” ，实现了内涵与实效的深度升级。下列表述正确的是 ①全民普法和守法是依法治国的长期基础性工作 ②普法内容与形式的迭代，是坚持科学立法的前提 ③普法从法律知识传播向法治信仰培育的升级，有利于建设法治中国 ④普法的根本目的是增强全民法治观念，保障公民的司法权 A. ①② B. ①③ C. ②④ D. ③④,,答案未从可靠答案表或逐题解析锁定,defer_answer_missing,选择题像选必二，但答案未锁定，暂不生成正式错项。
2026_房山_一模_040,2026,房山,一模,2026房山一模,11,,,在个体户李某因欠下债务未及时履行生效判决，被列人失信被执行人名单云 院试点 探索个人债务集中清偿制度，为李某定制清偿方案，并保留其摆摊谋生的陪 车和手 机。李某梭期还清全部债务后，法院依法为其解除失信您戒并出具《信用修臭书）。 下列分析正确的是中，本题暂不写死答案，因为 v2 未从可靠答案表锁定客观答案；先保留题面，等待答案源核验。,答案未锁定，暂不生成错项句。,11. 个体户李某因欠下债务未及时履行生效判决，被列人失信被执行人名单云 院试点 探索个人债务集中清偿制度，为李某定制清偿方案，并保留其摆摊谋生的陪 车和手 机。李某梭期还清全部债务后，法院依法为其解除失信您戒并出具《信用修臭书）。 下列分析正确的是 A. 李某被列人失信名单，是采取补救措施的违约责任承相方式 B. 法院为李某保留的面包车和手机，保护了债务人的用益物权 C. 李某遵守自愿原则，依照方案清偿债务，个人信用得以修复 D. 法院创新司法实践，有效平衡了债权人和债务人的利益关系,,答案未从可靠答案表或逐题解析锁定,defer_answer_missing,选择题像选必二，但答案未锁定，暂不生成正式错项。
2026_朝阳_一模_041,2026,朝阳,一模,2026朝阳一模,11,,,在某市人民法院联合公安、司法等部门和保险协会等社会组织，共同搭建“道交纠纷一体化”线上处理 平台，实现道路交通事故纠纷的在线咨询、责任认定、申请理赔与纠纷调解，将大量纠纷化解在诉前。关 于这一治理实践，下列说法正确的是（ ）中，本题暂不写死答案，因为 v2 未从可靠答案表锁定客观答案；先保留题面，等待答案源核验。,答案未锁定，暂不生成错项句。,11. 某市人民法院联合公安、司法等部门和保险协会等社会组织，共同搭建“道交纠纷一体化”线上处理 平台，实现道路交通事故纠纷的在线咨询、责任认定、申请理赔与纠纷调解，将大量纠纷化解在诉前。关 于这一治理实践，下列说法正确的是（ ） A. 人民法院积极履行审判职能，维护了社会的公平正义 B. 多元力量深度融合，创新矛盾化解渠道，提升纠纷解决效率 C. 诉讼外调解能使人民群众遇到法律问题时获得有效法律援助 D. 线上平台办理属于行政裁决，由行政机关直接作出赔偿决定,,答案未从可靠答案表或逐题解析锁定,defer_answer_missing,选择题像选必二，但答案未锁定，暂不生成正式错项。
2026_门头沟_一模_045,2026,门头沟,一模,2026门头沟一模,11,,,在甲公司投入大量人力、物力、财力研发“变身漫画特效”模型。乙公司在该特效上线 约两个月后， 推出成像效果高度相似的 “少女漫画特效” ， 甲公司因此提起诉讼。 法院 审理认为：甲公司对该模型享有创新优势和市场利益，乙公司的行为应受反不正当竞 争法规制。这一裁判表明，法律对人工智能模……中，本题暂不写死答案，因为 v2 未从可靠答案表锁定客观答案；先保留题面，等待答案源核验。,答案未锁定，暂不生成错项句。,11.甲公司投入大量人力、物力、财力研发“变身漫画特效”模型。乙公司在该特效上线 约两个月后， 推出成像效果高度相似的 “少女漫画特效” ， 甲公司因此提起诉讼。 法院 审理认为：甲公司对该模型享有创新优势和市场利益，乙公司的行为应受反不正当竞 争法规制。这一裁判表明，法律对人工智能模型的保护 ①要求经营者对其研发成果履行保密义务以维持竞争优势 ②以促进民事主体诚信、守法地从事经济活动为重要目的 ③推动人工智能技术健康有序发展，维护良好的市场秩序 ④以专利权的授予为法律依据，维护市场主体的合法权益 A. ①② B. ①④ C. ②③ D. ③④,,答案未从可靠答案表或逐题解析锁定,defer_answer_missing,选择题像选必二，但答案未锁定，暂不生成正式错项。
2026_东城_期末_047,2026,东城,期末,2026东城期末,10,,,在下列对案例的分析正确的是（ ） 案例 分析 A 李某向张某借款，把其持有的银行承兑汇票原件交付给张 某，设立担保物权，但未办理登记。借款到期，李某无力消 偿债务 遵循民法平等原则，合理分配李某 和张某之间的权利和义务，张某无 优先受偿权 B 甲公司“门禁系统的电路解码装置 ”含有……中，本题暂不写死答案，因为 v2 未从可靠答案表锁定客观答案；先保留题面，等待答案源核验。,答案未锁定，暂不生成错项句。,10. 下列对案例的分析正确的是（ ） 案例 分析 A 李某向张某借款，把其持有的银行承兑汇票原件交付给张 某，设立担保物权，但未办理登记。借款到期，李某无力消 偿债务 遵循民法平等原则，合理分配李某 和张某之间的权利和义务，张某无 优先受偿权 B 甲公司“门禁系统的电路解码装置 ”含有不被公众知晓的技 乙公司侵犯了甲公司的专利权 第4页/共9页 术信息，乙公司未经许可，破译该技术信息，并将搭载该技 术的产品投产销售 C 姜某长期使用某款AI 付费软件，在一次强制升级过程中，界 面提示必须同意安装其捆绑的另一款应用，否则无法完成升 级 软件公司侵犯了消费者知情权，违 背了民法自愿原则 D 书画家王某将一幅画作赠与好友张某。后张某将该作品在其 经营的书画馆公开展览，并擅自汇编出版。王某深感不满， 要求张某返还作品 张某有权拒绝返还作品，但需承担 侵权责任 A. A B. B C. C D. D,,答案未从可靠答案表或逐题解析锁定,defer_answer_missing,选择题像选必二，但答案未锁定，暂不生成正式错项。
2026_东城_期末_047,2026,东城,期末,2026东城期末,11,,,在小王入职时，上司口头承诺“灵活工作制”，但未签劳动合同。后公司推行打卡制度，小王数次忘记打 卡，经提醒仍未补打卡。最终，公司以小王 “多次旷工，严重违反规章制度 ”为由单方将其解雇。对此， 下列说法正确的是（ ）中，本题暂不写死答案，因为 v2 未从可靠答案表锁定客观答案；先保留题面，等待答案源核验。,答案未锁定，暂不生成错项句。,11. 小王入职时，上司口头承诺“灵活工作制”，但未签劳动合同。后公司推行打卡制度，小王数次忘记打 卡，经提醒仍未补打卡。最终，公司以小王 “多次旷工，严重违反规章制度 ”为由单方将其解雇。对此， 下列说法正确的是（ ） A. 因双方未签订书面劳动合同，劳动关系未成立，公司解雇无须承担责任 B. “灵活工作制”的口头承诺具有法律效力，公司应当给予小王经济补偿 C. 公司侵犯劳动者合法权益，构成违法解除劳动合同 D. 小王可以向劳动保障监察部门投诉，提起行政复议,,答案未从可靠答案表或逐题解析锁定,defer_answer_missing,选择题像选必二，但答案未锁定，暂不生成正式错项。
2026_丰台_期末_048,2026,丰台,期末,2026丰台期末,11,,,在以案学法，明理笃行。 案例一 蹂踏烈士墓碑底座、在墓碑前不敬摆拍应依法承担刑事和民事责任 案例二 经民主决策以合理方式在老旧小区加装电梯受法律保护 案例三 用人单位发录用通知后无故取消录用导致劳动者从原单位离职后失业 的，应当承担賠偿责任 案例四 低头看手机踩空摔伤的，无过错的公……中，本题暂不写死答案，因为 v2 未从可靠答案表锁定客观答案；先保留题面，等待答案源核验。,答案未锁定，暂不生成错项句。,11.以案学法，明理笃行。 案例一 蹂踏烈士墓碑底座、在墓碑前不敬摆拍应依法承担刑事和民事责任 案例二 经民主决策以合理方式在老旧小区加装电梯受法律保护 案例三 用人单位发录用通知后无故取消录用导致劳动者从原单位离职后失业 的，应当承担賠偿责任 案例四 低头看手机踩空摔伤的，无过错的公共场所经营者、管理者不担贵 上述案例共同体现了 ［取利与义务相一致．践行遵约守信 ②伙先维护弱势群体，织密法治保护网 ③“正司法的生动实践，促进社会公平正义 ④法治与德治相结合，引领社会文明新风尚 A. ①② B. ①③ C. ②④ D. ③④ 京津冀产业协同正在加快“集链成群”。 “头绘一张图”：京津冀共同制定“六链五群”产业图谱及实施方案，即 有序推进氢能、生物医药和机器人等6条重点产业链图谱、梯次建设集成电路、 网络安全和生物医药等5个产业集群。 “关建一批国”：京津冀沧州生物医药产业园、京津冀信创小镇、“机器人+” 产业园等•批示范因区落地建设。 “共造一辆车”：玻璃升降器、空气滤清器来自北京、车灯、座椅和变速箱来自 天津，當电池、行李架来自河北，数以万计的零部件在汽车产业链上展开“协同之 旅”。 “集链成群” 以产业链供应链为纽带，推动区域产业布局的系统优化 客推动共建园区的同步同质发展，推进区域整体实为持续提升 ③吸引技术、人才等资源聚集，以科技创新推动要素的重构升级 ④推动区域内的物流成本下降，降低中小微企业的经营风险 A. 03 B.①④ C. ②③ 高三思想政治 第4页（共9页） D. ②④ [ocr page 5],,答案未从可靠答案表或逐题解析锁定,defer_answer_missing,选择题像选必二，但答案未锁定，暂不生成正式错项。
2026_朝阳_期末_050,2026,朝阳,期末,2026朝阳期末,11,,,在乙公司制作了虚拟数字人甲，甲因其外观独特、制作精良，在各平台拥有超440万粉丝。 乙公司员工孙某离职后，在丙公司运营的网站上擅自售卖虚拟数字人甲的模型。乙公司 认为孙某的行为侵害了原告权益并诉至法院，法院判决被告孙某赔偿原告经济损失。下 列说法正确的是中，本题暂不写死答案，因为 v2 未从可靠答案表锁定客观答案；先保留题面，等待答案源核验。,答案未锁定，暂不生成错项句。,11.乙公司制作了虚拟数字人甲，甲因其外观独特、制作精良，在各平台拥有超440万粉丝。 乙公司员工孙某离职后，在丙公司运营的网站上擅自售卖虚拟数字人甲的模型。乙公司 认为孙某的行为侵害了原告权益并诉至法院，法院判决被告孙某赔偿原告经济损失。下 列说法正确的是 A. 虚拟数字人甲作为独创性智力成果构成美术作品，受商标法保护 B. 乙公司对虚拟数字人甲的形象享有复制权和信息网络传播权 C.学校教师在课堂上使用虚拟数字人甲的形象，属于法定许可 D. 被告孙某不服一审判决，应在判决书生效后10日内提起上诉,,答案未从可靠答案表或逐题解析锁定,defer_answer_missing,选择题像选必二，但答案未锁定，暂不生成正式错项。
2026_通州_期末_054,2026,通州,期末,2026通州期末,12,,,在刘某生前立有遗嘱，指定名下房产由其子继承。此后，刘某因年老体弱，又与保姆签订《遗赠扶养协 议》 ，约定由保姆承担其生养死葬义务，刘某去世后该房产归保姆所有。刘某在保姆照料下安度晚年，去 世后，其子与保姆就房产归属产生争议。下列说法正确的是（ ）中，本题暂不写死答案，因为 v2 未从可靠答案表锁定客观答案；先保留题面，等待答案源核验。,答案未锁定，暂不生成错项句。,"12. 刘某生前立有遗嘱，指定名下房产由其子继承。此后，刘某因年老体弱，又与保姆签订《遗赠扶养协 议》 ，约定由保姆承担其生养死葬义务，刘某去世后该房产归保姆所有。刘某在保姆照料下安度晚年，去 世后，其子与保姆就房产归属产生争议。下列说法正确的是（ ） ①遗赠扶养协议为双务合同，效力优先于遗嘱 ②保姆已履行扶养义务，有权主张房产所有权 ③遗嘱效力优于遗赠扶养协议，房产应归其子 ④刘某同时立下遗嘱与协议,均因冲突而无效 A. ①② B. ①③ C. ②④ D. ③④",,答案未从可靠答案表或逐题解析锁定,defer_answer_missing,选择题像选必二，但答案未锁定，暂不生成正式错项。
2026_通州_期末_054,2026,通州,期末,2026通州期末,13,,,在17 周岁的张某利用暑假拍摄了一组展现母校古建筑风貌的照片，并将其投稿至《校园生活》杂志社。 次年 3 月，张某发现该照片被某出版社出版的图书作为封面使用，且未署名也未支付报酬。张某遂诉至法 院，要求停止侵权并赔偿经济损失。对此说法正确的是（ ）中，本题暂不写死答案，因为 v2 未从可靠答案表锁定客观答案；先保留题面，等待答案源核验。,答案未锁定，暂不生成错项句。,13. 17 周岁的张某利用暑假拍摄了一组展现母校古建筑风貌的照片，并将其投稿至《校园生活》杂志社。 次年 3 月，张某发现该照片被某出版社出版的图书作为封面使用，且未署名也未支付报酬。张某遂诉至法 院，要求停止侵权并赔偿经济损失。对此说法正确的是（ ） A. 因张某未满 18 周岁，其创作的照片不属于著作权法保护的作品 B. 出版图书的使用可适用“法定许可”规定，但出版社应补付报酬 C. 本案不属于举证责任倒置情形，应由张某就侵权事实承担举证责任 第5页/共10页 D. 著作权侵权纠纷须先经版权管理部门处理，对结果不服可向法院起诉,,答案未从可靠答案表或逐题解析锁定,defer_answer_missing,选择题像选必二，但答案未锁定，暂不生成正式错项。
