review_id,review_para,bucket,core,status,question,sentence,hit,same_group,missing_clause
102,822,经济全球化,共享经济全球化成果，促进世界经济共同繁荣（出现1次）,✅基本匹配,2026朝阳期末Q20,中国推动经济全球化成果共享，有利于让更多国家分享开放合作机遇，缩小发展差距，促进世界经济共同繁荣。,命中片段（8字）：世界经济共同繁荣,（本题8分） | 经济全球化：顺应经济全球化趋势，反对贸易保护主义；建设开放型世界经济，扩大开放合作 | 中国：推动构建人类命运共同体；中国是负责任大国并勇于担当,中国推动经济全球化成果共享；缩小发展差距
103,829,经济全球化,坚持开放合作和包容普惠（出现1次）,❌细则无支撑片段,2026西城二模Q19(2),各国应坚持开放合作和包容普惠，促进数据资源共享和数字能力建设，让更多国家参与数字经济发展并分享发展成果。,命中片段（4字）：开放合作,（本题4分） | 政治多极化：推动国际秩序和全球治理体系更加公正合理；坚持主权平等与安全保障,促进数据资源共享和数字能力建设
104,836,经济全球化,"企业和政府可利用国际组织赋予的权利，积极参与全球经济治理和规则制定，为企业""出海""营造良好的国际环境（出现1次）",✅高度匹配,2024海淀期中Q16(2),"企业和政府利用国际组织赋予的权利，积极参与全球经济治理和规则制定，为企业""出海""营造良好的国际环境，从而化解贸易摩擦、稳定供应链。",命中片段（27字）：利用国际组织赋予的权利，积极参与全球经济治理和规则制定,中国：中国坚持独立自主的和平外交政策；和平共处五项原则是我国对外关系基本准则；反对霸权主义、强权政治,
105,843,政治多极化,共商共建共享的全球治理观（出现11次）,✅基本匹配,2026通州期末Q20,全球治理倡议坚持共商共建共享全球治理观，为应对治理赤字、完善全球治理提供中国方向。,命中片段（11字）：共商共建共享全球治理观,（本题8分） | 时代背景：和平与发展仍是时代主题 | 政治多极化：推动国际关系民主化；推动构建人类命运共同体 | 中国：贡献中国智慧、中国方案、中国力量 | 联合国：维护《联合国宪章》宗旨和原则,
106,848,政治多极化,共商共建共享的全球治理观（出现11次）,✅高度匹配,2026朝阳一模Q20,中国坚持共商共建共享，通过扩大自贸朋友圈、分享发展成果并促进人才、商品、服务和生产要素双向流动，让全球共享中国发展机遇，为全球发展注入稳定性和正能量。,命中片段（27字）：，让全球共享中国发展机遇，为全球发展注入稳定性和正能量,时代背景：和平与发展仍是时代主题 | 理论：当前国际竞争的实质是以经济和科技实力为基础的综合国力较量 | 经济全球化：利用两个市场两种资源优化全球资源配置；维护全球产业链供应链稳定畅通；中国扩大高水平对外开放与制度型开放 | 中国：贡献中国智慧、中国方案、中国力量；中国推动构建人类命运共同体；坚持正确义利观，在发展合作中共享机遇；改善发展中国家民生并助力持续发展；中国共享发展经验助力共同繁荣，展现,
107,853,政治多极化,共商共建共享的全球治理观（出现11次）,✅高度匹配,2024朝阳二模Q20——完善全球气候治理基本原则与各方共识表格,应对气候变化关系各国共同安全与发展利益，各主权国家和国际组织应秉持共商共建共享全球治理观，推动构建公平合理、合作共赢的全球气候治理体系。,命中片段（18字）：公平合理、合作共赢的全球气候治理体系,时代背景：气候变化给全人类带来巨大风险和挑战，气候治理已成为全球治理的重要议题之一 | 政治多极化：践行真正的多边主义；坚持开放合作、共享共赢、包容互鉴、共商共建；坚持共同但有区别的责任，要求发达国家为完善全球气候治理承担更多责任；跨国公司等全球企业，尤其是工业领域企业，应致力于技术创新，加快绿色低碳转型，努力降低碳排放 | 中国：贡献中国智慧、中国方案、中国力量,
108,858,政治多极化,共商共建共享的全球治理观（出现11次）,✅基本匹配,2024丰台二模Q19,中国在应对气候变化中积极承担责任，通过南南合作和区域合作参与完善全球治理，践行共商共建共享理念，为全球环境治理提供中国方案。,命中片段（8字）：中积极承担责任，,（本题6分） | 政治多极化：推动构建人类命运共同体 | 中国：贡献中国智慧、中国方案、中国力量；中国是负责任大国并勇于担当,
109,863,政治多极化,共商共建共享的全球治理观（出现11次）,✅高度匹配,2025丰台期末Q20——中非达成战略性共识的理论逻辑和价值意蕴,中非围绕全球治理倡议合作、合力提升发展中国家代表性和发言权，落实共商共建共享的全球治理观，推动全球治理体系朝着更公正合理的方向发展。,命中片段（15字）：，落实共商共建共享的全球治理观,时代背景：和平与发展仍是时代主题 | 理论：国家间共同利益是国家合作的基础 | 政治多极化：相互尊重、公平正义、合作共赢的新型国际关系；在平等互利基础上开展合作，实现互利共赢 | 中国：中国推动构建人类命运共同体,
110,868,政治多极化,共商共建共享的全球治理观（出现11次）,✅高度匹配,"2026延庆一模Q19(2)——中国""推动重塑全球能源治理格局""的理论逻辑和价值意蕴",中国与共建国家通过绿色发展指数和指标共商、策略共研、成效共评机制开展能源治理合作，践行共商共建共享的全球治理观，推动全球能源治理向多边协同转型。,命中片段（24字）：，践行共商共建共享的全球治理观，推动全球能源治理,时代背景：和平与发展仍是时代主题 | 理论：维护国家利益是主权国家对外活动的出发点和落脚点；国家间共同利益是国家合作的基础 | 经济全球化：顺应经济全球化趋势，主动融入并推动深化 | 政治多极化：相互尊重、公平正义、合作共赢的新型国际关系 | 中国：坚持正确义利观；中国推动构建人类命运共同体,
111,873,政治多极化,共商共建共享的全球治理观（出现11次）,✅基本匹配,"2025顺义一模Q20——""小而美""项目为何成为中国开展国际发展合作的亮点和名片","""小而美""项目坚持共商共建共享原则，聚焦共建国家基层社区需求，增强国际发展合作的实际成效。",命中片段（8字）：共商共建共享原则,经济全球化：推动经济全球化朝着更加开放、包容、普惠、平衡、共赢方向发展 | 政治多极化：推动国际关系民主化；推动国际秩序和全球治理体系更加公正合理 | 中国：坚持正确义利观；中国坚持独立自主的和平外交政策；和平共处五项原则是我国对外关系基本准则；中国推动构建人类命运共同体；改善发展中国家民生并助力持续发展；民心相通与文明互鉴；中国是负责任大国并勇于担当；聚焦发展中国家紧迫需求，以灵活快速的小而美项,增强国际发展合作的实际成效
112,879,政治多极化,共商共建共享的全球治理观（出现11次）,⚠部分匹配,2026顺义二模Q20,中国以共商共建共享理念推进发展合作，通过微电网、乡村打井、物流网络、希望农场、菌草技术和鲁班工坊等实践，把中国发展机遇转化为各国共享的发展成果。,命中片段（6字）：共商共建共享,（本题8分） | 经济全球化：推进普惠包容的经济全球化，推动构建更加开放、包容的全球经济格局 | 政治多极化：相互尊重、公平正义、合作共赢的新型国际关系 | 中国：贡献中国智慧、中国方案、中国力量；中国推动构建人类命运共同体,
113,884,政治多极化,共商共建共享的全球治理观（出现11次）,✅高度匹配,2026丰台一模Q19（共商共建共享全球治理观）,中国坚持共商共建共享的全球治理观，在消除贫困、教育普及和卫生健康等领域推进合作，为全球可持续发展贡献成就，体现负责任大国的情怀与担当。,命中片段（35字）：中国坚持共商共建共享的全球治理观，在消除贫困、教育普及和卫生健康等领域,理论：国家间共同利益是国家合作的基础 | 政治多极化：积极践行真正的多边主义 | 中国：中国推动构建人类命运共同体；中国是负责任大国并勇于担当；坚持正确义利观 | 联合国：落实联合国2030年可持续发展议程,
114,889,政治多极化,共商共建共享的全球治理观（出现11次）,✅基本匹配,2026西城二模Q19(1),中国参与全球数据治理，坚持共商共建共享，推动各国平等参与数据治理规则制定，促进国际关系民主化。,命中片段（10字）：中国参与全球数据治理,（本题6分） | 时代背景：和平与发展仍是时代主题 | 政治多极化：推动国际秩序和全球治理体系更加公正合理 | 中国：展现大国责任担当,
115,894,政治多极化,共商共建共享的全球治理观（出现11次）,✅基本匹配,2026西城期末Q20——参与全球气候治理中的中国实践,中国持续向联合国提交并更新国家自主贡献目标，以实际行动推动构建公平合理、合作共赢的全球气候治理体系。,命中片段（8字）：全球气候治理体系,（本题8分） | 中国：贡献中国智慧、中国方案、中国力量；中国推进绿色低碳转型并参与全球气候治理；严格落实《巴黎协定》要求，每五年向联合国提交国家自主贡献目标，维护全球气候治理多边进程；中国是负责任大国并勇于担当,中国持续向联合国提交并更新国家自主贡献目标
116,901,政治多极化,推动国际关系民主化（出现3次）,✅基本匹配,2026通州期末Q20,全球治理倡议推动构建国际新秩序，倡导国际关系民主化，践行多边主义，坚持正确义利观并兼顾各方合理利益。,命中片段（9字）：推动构建国际新秩序,（本题8分） | 时代背景：和平与发展仍是时代主题 | 政治多极化：共商共建共享的全球治理观；推动构建人类命运共同体 | 中国：贡献中国智慧、中国方案、中国力量 | 联合国：维护《联合国宪章》宗旨和原则,
117,906,政治多极化,推动国际关系民主化（出现3次）,✅基本匹配,2025东城一模Q20,中国在二十国集团峰会上回应全球南方求平等、促变革的愿望，维护发展中国家的利益，为全球治理朝着更加公正合理方向发展注入力量。,命中片段（10字）：维护发展中国家的利益,理论：国家间共同利益是国家合作的基础 | 经济全球化：推动经济全球化朝着更加开放、包容、普惠、平衡、共赢方向发展 | 中国：中国推动构建人类命运共同体,
118,911,政治多极化,推动国际关系民主化（出现3次）,✅基本匹配,2025顺义一模Q20,“小而美”项目尊重共建国家民生需求，通过平等合作改善民生、促进当地经济社会发展和民心相通，推动国际关系民主化。,命中片段（9字）：推动国际关系民主化,经济全球化：推动经济全球化朝着更加开放、包容、普惠、平衡、共赢方向发展 | 政治多极化：共商共建共享的全球治理观；推动国际秩序和全球治理体系更加公正合理 | 中国：坚持正确义利观；中国坚持独立自主的和平外交政策；和平共处五项原则是我国对外关系基本准则；中国推动构建人类命运共同体；改善发展中国家民生并助力持续发展；民心相通与文明互鉴；中国是负责任大国并勇于担当；聚焦发展中国家紧迫需求，以灵活快速的小,“小而美”项目尊重共建国家民生需求
119,918,政治多极化,推动构建人类命运共同体（出现7次）,✅基本匹配,2026通州期末Q20,全球治理倡议坚持推动构建人类命运共同体，为变乱交织的世界提供合作方向。,命中片段（11字）：推动构建人类命运共同体,（本题8分） | 时代背景：和平与发展仍是时代主题 | 政治多极化：共商共建共享的全球治理观；推动国际关系民主化 | 中国：贡献中国智慧、中国方案、中国力量 | 联合国：维护《联合国宪章》宗旨和原则,
120,923,政治多极化,推动构建人类命运共同体（出现7次）,⚠部分匹配,2024海淀二模Q18(1)多极化世界中的民主与全球治理,面对人工智能与大数据带来的两极分化和全球治理代表性不足，各国应推动构建人类命运共同体，共同应对全球性挑战，推动全球治理民主化。,命中片段（7字）：人类命运共同体,（本题8分） | 时代背景：和平与发展仍是时代主题 | 政治多极化：国际组织,面对人工智能与大数据带来的两极分化和全球治理代表性不足；共同应对全球性挑战；推动全球治理民主化
121,929,政治多极化,推动构建人类命运共同体（出现7次）,✅高度匹配,"2025延庆一模Q20(2)外交部发言人回应""脱钩断链""","中国愿携手各国深化产供链合作，将全球供应链真正打造为""世界共赢链""，共筑人类命运共同体。",命中片段（12字）：，将全球供应链真正打造为,时代背景：和平与发展仍是时代主题 | 经济全球化：推动经济全球化朝着更加开放、包容、普惠、平衡、共赢方向发展,
122,934,政治多极化,推动构建人类命运共同体（出现7次）,✅基本匹配,2025房山一模Q18(2)中国开源战略,中国推动人工智能能力建设国际合作，构建人类命运共同体，让开源战略成为各国共享AI红利的全球合作新模式。,命中片段（10字）：，构建人类命运共同体,时代背景：和平与发展仍是时代主题 | 理论：国际竞争的实质是综合国力较量 | 经济全球化：以科学技术的发展推动建设创新型、开放型世界经济 | 联合国：维护《联合国宪章》宗旨和原则,中国推动人工智能能力建设国际合作；让开源战略成为各国共享AI红利的全球合作新模式
123,940,政治多极化,推动构建人类命运共同体（出现7次）,✅高度匹配,"2024丰台二模Q19中国""答卷""如何彰显大国担当",中国通过区域气候和环境合作改善区域生态环境，推动构建人类命运共同体，彰显维护全球可持续发展的大国担当。,命中片段（14字）：环境，推动构建人类命运共同体,（本题6分） | 政治多极化：共商共建共享的全球治理观 | 中国：贡献中国智慧、中国方案、中国力量；中国是负责任大国并勇于担当,
124,945,政治多极化,推动构建人类命运共同体（出现7次）,✅基本匹配,2024西城二模Q19中国答案的国际关系新思路,中国答案以人类命运共同体理念为总纲，主张各国相互依存、休戚与共，从根本上回应实力至上和结盟对抗的旧国际关系逻辑。,命中片段（9字）：人类命运共同体理念,时代背景：和平与发展仍是时代主题 | 政治多极化：推动国际秩序和全球治理体系更加公正合理；超越集团政治、实力至上和少数国家垄断价值定义的治理逻辑,
125,950,政治多极化,推动构建人类命运共同体（出现7次）,✅基本匹配,2026门头沟一模Q21,中国推动构建人类命运共同体，把自身发展同世界发展结合起来，与全球各方共享市场和发展机遇，使中国长期稳定发展转化为世界发展的稳定性和确定性。,命中片段（9字）：构建人类命运共同体,（本题10分） | 经济全球化：互利共赢的开放战略 | 中国：中国是负责任大国并勇于担当,把自身发展同世界发展结合起来；与全球各方共享市场和发展机遇；使中国长期稳定发展转化为世界发展的稳定性和确定性
126,957,政治多极化,相互尊重、公平正义、合作共赢的新型国际关系（出现4次）,✅高度匹配,2026朝阳一模Q20,"中国坚持同各国合作共赢，扩大自贸朋友圈、共建""一带一路""，推动建设合作共赢的新型国际关系，为全球发展注入稳定性和正能量。",命中片段（16字）：推动建设合作共赢的新型国际关系，,时代背景：和平与发展仍是时代主题 | 理论：当前国际竞争的实质是以经济和科技实力为基础的综合国力较量 | 经济全球化：利用两个市场两种资源优化全球资源配置；维护全球产业链供应链稳定畅通；中国扩大高水平对外开放与制度型开放 | 政治多极化：共商共建共享的全球治理观 | 中国：贡献中国智慧、中国方案、中国力量；中国推动构建人类命运共同体；坚持正确义利观，在发展合作中共享机遇,
127,962,政治多极化,相互尊重、公平正义、合作共赢的新型国际关系（出现4次）,✅高度匹配,2025丰台期末Q20——中非达成战略性共识的理论逻辑和价值意蕴,中非围绕反对脱钩断链、单边主义和历史不公达成战略性共识，有利于推动建设相互尊重、公平正义、合作共赢的新型国际关系。,命中片段（28字）：有利于推动建设相互尊重、公平正义、合作共赢的新型国际关系,时代背景：和平与发展仍是时代主题 | 理论：国家间共同利益是国家合作的基础 | 政治多极化：共商共建共享的全球治理观；在平等互利基础上开展合作，实现互利共赢 | 中国：中国推动构建人类命运共同体,
128,967,政治多极化,相互尊重、公平正义、合作共赢的新型国际关系（出现4次）,✅高度匹配,"2026延庆一模Q19(2)——中国""推动重塑全球能源治理格局""的理论逻辑和价值意蕴",中国以绿色能源合作促进共建国家共同发展、避免单边支配的能源治理范式，有利于推动构建相互尊重、公平正义、合作共赢的新型国际关系。,命中片段（23字）：构建相互尊重、公平正义、合作共赢的新型国际关系,时代背景：和平与发展仍是时代主题 | 理论：维护国家利益是主权国家对外活动的出发点和落脚点；国家间共同利益是国家合作的基础 | 经济全球化：顺应经济全球化趋势，主动融入并推动深化 | 政治多极化：共商共建共享的全球治理观 | 中国：坚持正确义利观；中国推动构建人类命运共同体,
129,972,政治多极化,相互尊重、公平正义、合作共赢的新型国际关系（出现4次）,✅高度匹配,2026顺义二模Q20,中国通过共享发展成果、促进文明互鉴，为动荡变革的世界注入稳定性，推动构建相互尊重、公平正义、合作共赢的新型国际关系。,命中片段（34字）：通过共享发展成果、促进文明互鉴，为动荡变革的世界注入稳定性，推动构建,（本题8分） | 政治多极化：共商共建共享的全球治理观；推动国际秩序和全球治理体系更加公正合理 | 中国：中国推动构建人类命运共同体,
130,978,政治多极化,推动国际秩序和全球治理体系更加公正合理（出现6次）,✅高度匹配,2024西城二模Q19,中国答案顺应时代潮流，倡导全球协作，支持赋予发展中国家更多发言权，坚持真正的多边主义，推动国际秩序朝着更加公正合理的方向发展。,命中片段（21字）：，推动国际秩序朝着更加公正合理的方向发展。,时代背景：和平与发展仍是时代主题 | 政治多极化：推动构建人类命运共同体；超越集团政治、实力至上和少数国家垄断价值定义的治理逻辑,
131,983,政治多极化,推动国际秩序和全球治理体系更加公正合理（出现6次）,✅高度匹配,2025顺义一模Q20,“小而美”项目以具体民生合作提供中国方案，为重构公正合理的国际政治经济秩序贡献可复制的国际发展合作经验。,命中片段（16字）：为重构公正合理的国际政治经济秩序,经济全球化：推动经济全球化朝着更加开放、包容、普惠、平衡、共赢方向发展 | 政治多极化：共商共建共享的全球治理观；推动国际关系民主化 | 中国：坚持正确义利观；中国坚持独立自主的和平外交政策；和平共处五项原则是我国对外关系基本准则；中国推动构建人类命运共同体；改善发展中国家民生并助力持续发展；民心相通与文明互鉴；中国是负责任大国并勇于担当；聚焦发展中国家紧迫需求，以灵活快速的小而美项目形成共同发展,
132,988,政治多极化,推动国际秩序和全球治理体系更加公正合理（出现6次）,✅高度匹配,2026海淀一模Q20中国标准走出国门推动治理体制公正合理,中国标准走出国门，有利于推动全球治理体制向着更加公正合理方向发展，使发展中国家在标准与规则中的代表性和发言权得到提升。,命中片段（20字）：推动全球治理体制向着更加公正合理方向发展,（本题8分） | 经济全球化：利用两个市场两种资源优化全球资源配置；参与国际标准制定，提升国际规则话语权；促进全球范围内标准共通、技术共享，推动全球技术创新与绿色转型,中国标准走出国门；使发展中国家在标准与规则中的代表性和发言权得到提升
133,994,政治多极化,推动国际秩序和全球治理体系更加公正合理（出现6次）,✅高度匹配,2026顺义二模Q20,中国以开放合作和义利兼顾的实践推动全球治理体系朝着更加公正合理方向发展，促进世界共同发展、持续发展。,命中片段（14字）：，促进世界共同发展、持续发展,（本题8分） | 政治多极化：共商共建共享的全球治理观；相互尊重、公平正义、合作共赢的新型国际关系 | 中国：中国推动构建人类命运共同体；贡献中国智慧、中国方案、中国力量,
134,999,政治多极化,推动国际秩序和全球治理体系更加公正合理（出现6次）,⚠部分匹配,2026西城二模Q19(2),各国应通过多边主义完善全球数据治理，在共同规则下协调数据流动、数据安全和数字经济发展。,命中片段（6字）：全球数据治理,（本题4分） | 经济全球化：坚持开放合作和包容普惠 | 政治多极化：坚持主权平等与安全保障,
135,1004,政治多极化,推动国际秩序和全球治理体系更加公正合理（出现6次）,✅高度匹配,2026西城二模Q19(1),中国积极参与全球数据治理，有利于构建公正合理的全球数据治理新秩序，推动全球数字治理更加公平有效。,命中片段（17字）：构建公正合理的全球数据治理新秩序，,（本题6分） | 时代背景：和平与发展仍是时代主题 | 政治多极化：共商共建共享的全球治理观 | 中国：展现大国责任担当,
136,1010,政治多极化,促进共同发展、维护持久和平，共同推进现代化（出现1次）,⚠部分匹配,2025西城二模Q19(2),中国向最不发达国家开放市场，有利于促进各国共同发展、共同推进现代化，并为维护持久和平夯实发展基础。,命中片段（7字）：共同推进现代化,经济全球化：对最不发达国家实行零关税，推动普惠包容的经济全球化；推进普惠包容的经济全球化；建设开放型世界经济 | 中国：坚持正确义利观；与发展中国家共享发展新机遇，惠民生增福祉，实现互利共赢,
137,1016,政治多极化,践行真正的多边主义（出现2次）,✅基本匹配,2024朝阳二模Q20,完善全球气候治理应坚持平等、公平、公正和多边主义原则，在协商一致基础上处理各方责任与利益。,命中片段（9字）：完善全球气候治理应,时代背景：气候变化给全人类带来巨大风险和挑战，气候治理已成为全球治理的重要议题之一 | 政治多极化：共商共建共享的全球治理观；坚持开放合作、共享共赢、包容互鉴、共商共建；坚持共同但有区别的责任，要求发达国家为完善全球气候治理承担更多责任；跨国公司等全球企业，尤其是工业领域企业，应致力于技术创新，加快绿色低碳转型，努力降低碳排放 | 中国：贡献中国智慧、中国方案、中国力量,
138,1021,政治多极化,践行真正的多边主义（出现2次）,✅高度匹配,2026丰台一模Q19（真正的多边主义）,中国坚定维护联合国宪章的宗旨和原则，积极践行真正的多边主义，坚持合作共赢，致力于扩大同各国利益的汇合点，展现负责任大国的担当。,命中片段（34字）：，积极践行真正的多边主义，坚持合作共赢，致力于扩大同各国利益的汇合点,理论：国家间共同利益是国家合作的基础 | 政治多极化：坚持共商共建共享的全球治理观 | 中国：中国推动构建人类命运共同体；中国是负责任大国并勇于担当；坚持正确义利观 | 联合国：落实联合国2030年可持续发展议程,
139,1027,政治多极化,坚持开放合作、共享共赢、包容互鉴、共商共建（出现1次）,✅基本匹配,2024朝阳二模Q20,完善全球气候治理应坚持开放、合作、共享、共赢和包容原则，通过共商共建凝聚各方行动。,命中片段（9字）：完善全球气候治理应,时代背景：气候变化给全人类带来巨大风险和挑战，气候治理已成为全球治理的重要议题之一 | 政治多极化：共商共建共享的全球治理观；践行真正的多边主义；坚持共同但有区别的责任，要求发达国家为完善全球气候治理承担更多责任；跨国公司等全球企业，尤其是工业领域企业，应致力于技术创新，加快绿色低碳转型，努力降低碳排放 | 中国：贡献中国智慧、中国方案、中国力量,
140,1033,政治多极化,坚持共同但有区别的责任，要求发达国家为完善全球气候治理承担更多责任（出现1次）,✅高度匹配,2024朝阳二模Q20,完善全球气候治理应坚持共同但有区别的责任，发达国家应认真兑现资金、技术和减排承诺，为完善全球气候治理承担更多责任。,命中片段（19字）：承诺，为完善全球气候治理承担更多责任。,时代背景：气候变化给全人类带来巨大风险和挑战，气候治理已成为全球治理的重要议题之一 | 政治多极化：共商共建共享的全球治理观；践行真正的多边主义；坚持开放合作、共享共赢、包容互鉴、共商共建；跨国公司等全球企业，尤其是工业领域企业，应致力于技术创新，加快绿色低碳转型，努力降低碳排放 | 中国：贡献中国智慧、中国方案、中国力量,
141,1039,政治多极化,跨国公司等全球企业，尤其是工业领域企业，应致力于技术创新，加快绿色低碳转型，努力降低碳排放（出现1次）,✅高度匹配,2024朝阳二模Q20,跨国公司等全球企业，尤其是工业领域企业，应致力于技术创新，加快绿色低碳转型，努力降低碳排放，为完善全球气候治理提供企业行动支撑。,命中片段（14字）：绿色低碳转型，努力降低碳排放,时代背景：气候变化给全人类带来巨大风险和挑战，气候治理已成为全球治理的重要议题之一 | 政治多极化：共商共建共享的全球治理观；践行真正的多边主义；坚持开放合作、共享共赢、包容互鉴、共商共建；坚持共同但有区别的责任，要求发达国家为完善全球气候治理承担更多责任 | 中国：贡献中国智慧、中国方案、中国力量,
142,1045,政治多极化,世界多极化与全球南方联合自强（出现3次）,✅高度匹配,2024顺义思政二模Q19(2),中国发展新质生产力、增强综合国力和核心竞争力，有利于世界多极化深入发展。,命中片段（13字）：，有利于世界多极化深入发展,（本题8分） | 理论：维护国家利益是主权国家对外活动的出发点和落脚点；国际竞争的实质是综合国力较量 | 中国：中国推动构建人类命运共同体,
143,1050,政治多极化,世界多极化与全球南方联合自强（出现3次）,✅基本匹配,2026朝阳期末Q20,世界多极化深入发展，单边主义、霸权强权仍然存在。中国维护发展中国家整体利益，支持金砖机制做大做强，推动发展中国家提升代表性和话语权，促进全球南方联合自强。,命中片段（8字）：全球南方联合自强,（本题8分） | 时代背景：和平与发展仍是时代主题 | 理论：维护国家利益是主权国家对外活动的出发点和落脚点 | 经济全球化：顺应经济全球化趋势，反对贸易保护主义；建设开放型世界经济，扩大开放合作；共享经济全球化成果，促进世界经济共同繁荣 | 中国：习近平外交思想指导中国特色大国外交（外交为民、服务中国式现代化）,世界多极化深入发展；支持金砖机制做大做强
144,1056,政治多极化,世界多极化与全球南方联合自强（出现3次）,✅高度匹配,2025朝阳期末Q21,中国倡导平等有序的世界多极化，加强全球南方团结与合作，反对少数国家围堵打压新兴力量，为中国式现代化营造更加公正稳定的外部政治环境。,命中片段（13字）：倡导平等有序的世界多极化，,时代背景：和平与发展仍是时代主题 | 经济全球化：推动经济全球化朝着更加开放、包容、普惠、平衡、共赢方向发展 | 政治多极化：推动国际关系民主化；相互尊重、公平正义、合作共赢的新型国际关系；反对单边主义、霸权主义和强权政治；建设以合作共赢为核心的新型国际关系，坚持共商共建共享观念，坚持胸怀天下，借鉴吸收人类一切优秀文明成果；推动国际关系民主化，推动全球治理体系变革完善，推动建立更加公正合理的国际政,加强全球南方团结与合作；反对少数国家围堵打压新兴力量
145,1063,政治多极化,国际组织（出现1次）,❌细则无支撑片段,2024海淀二模Q18(1),金砖国家、二十国集团、上海合作组织等国际组织和合作机制作用增强，为全球南方国家表达诉求、参与全球治理、推动治理民主化提供了重要平台。,命中片段（4字）：国际组织,（本题8分） | 时代背景：和平与发展仍是时代主题 | 政治多极化：推动构建人类命运共同体,为全球南方国家表达诉求、参与全球治理、推动治理民主化提供了重要平台
146,1070,政治多极化,超越集团政治、实力至上和少数国家垄断价值定义的治理逻辑（出现1次）,✅高度匹配,2024西城二模Q19,中国答案超越集团政治的“小圈子”规则、实力至上的逻辑和少数西方国家定义的“普世价值”，反对霸权主义和强权政治，为处理国际关系提供更公平的新思路。,命中片段（16字）：少数西方国家定义的“普世价值”，,时代背景：和平与发展仍是时代主题 | 政治多极化：推动构建人类命运共同体；推动国际秩序和全球治理体系更加公正合理,
147,1076,政治多极化,在平等互利基础上开展合作，实现互利共赢（出现2次）,✅高度匹配,2025丰台期末Q20——中非达成战略性共识的理论逻辑和价值意蕴,中非在平等互利基础上开展合作，围绕全球发展、安全、文明、治理倡议形成战略共识，推动南方国家联合自强。,命中片段（13字）：在平等互利基础上开展合作，,时代背景：和平与发展仍是时代主题 | 理论：国家间共同利益是国家合作的基础 | 政治多极化：共商共建共享的全球治理观；相互尊重、公平正义、合作共赢的新型国际关系 | 中国：中国推动构建人类命运共同体,推动南方国家联合自强
148,1082,政治多极化,在平等互利基础上开展合作，实现互利共赢（出现2次）,⚠部分匹配,2025东城期末Q20——评价欧盟对中国新能源汽车征收临时反补贴税,中方主张通过磋商解决中欧新能源汽车贸易争端，坚持互利共赢，避免以单边关税破坏开放合作的国际经贸环境。,命中片段（5字）：新能源汽车,时代背景：百年变局与外部风险挑战 | 理论：维护国家利益是主权国家对外活动的出发点和落脚点 | 经济全球化：推进贸易和投资自由化便利化；为世界新能源产业注入活力，增强经济全球化动力；反对贸易保护主义，警惕单边措施破坏多边贸易秩序 | 中国：中国推进绿色低碳转型并参与全球气候治理 | 其他：促进全球资源优化配置和国际贸易发展,避免以单边关税破坏开放合作的国际经贸环境
149,1089,政治多极化,推动国际关系民主化、和平解决国际争端（出现1次）,✅高度匹配,2025东城二模Q20（国际关系民主化）,中国推动国际关系民主化、和平解决国际争端，为破解当前国际局势变乱交织提供具体可行的政治方案。,命中片段（18字）：推动国际关系民主化、和平解决国际争端,时代背景：百年变局与外部风险挑战 | 中国：贡献中国智慧、中国方案、中国力量；中国推动构建人类命运共同体,
150,1095,政治多极化,世界多极化是当今国际形势的突出特点（出现1次）,✅高度匹配,2025延庆一模Q20(2)（世界多极化）,"世界多极化是当今国际形势的突出特点，""脱钩断链""逆潮流而动，中国愿与各国深化产供链合作，把全球供应链打造为多极化时代的""世界共赢链""。",命中片段（18字）：世界多极化是当今国际形势的突出特点，,时代背景：顺应和平、发展的时代潮流 | 经济全球化：推动经济全球化朝着开放、包容、普惠、平衡、共赢方向发展 | 中国：推动构建人类命运共同体,
151,1101,政治多极化,以主权平等、国际法治等原则推动全球治理体系变革完善（出现1次）,✅高度匹配,2026通州期末Q20,全球治理倡议以主权平等、国际法治等原则为支撑，有利于反对霸权主义和强权政治，推动建设更加公正合理的全球治理体系。,命中片段（17字）：推动建设更加公正合理的全球治理体系,（本题8分） | 时代背景：契合和平与发展的时代主题，回应全球治理赤字 | 政治多极化：共商共建共享的全球治理观 | 中国：贡献中国智慧、中国方案、中国力量,有利于反对霸权主义和强权政治
152,1108,政治多极化,坚持主权平等与安全保障（出现1次）,⚠部分匹配,2026西城二模Q19(2),各国应坚持主权平等，尊重各国数据治理权利，在保障数据安全的前提下促进数据合理流动。,命中片段（7字）：坚持主权平等，,（本题4分） | 经济全球化：坚持开放合作和包容普惠 | 政治多极化：推动国际秩序和全球治理体系更加公正合理,
