review_id,bucket,core,status,question,suite,source_chars,sentence,missing_clause,sentence_best_source_match,hit_best_source_match,missing_clause_source_matches,initial_decision
136,政治多极化,促进共同发展、维护持久和平，共同推进现代化（出现1次）,⚠部分匹配,2025西城二模Q19(2),2025西城二模,13512,中国向最不发达国家开放市场，有利于促进各国共同发展、共同推进现代化，并为维护持久和平夯实发展基础。,,共同推进现代化,共同推进现代化,,MANUAL_REVIEW_SOURCE_SUPPORT_PRESENT
137,政治多极化,践行真正的多边主义（出现2次）,✅基本匹配,2024朝阳二模Q20,2024朝阳二模,0,完善全球气候治理应坚持平等、公平、公正和多边主义原则，在协商一致基础上处理各方责任与利益。,,,,,ACCEPT_REVIEW_STATUS_NO_PATCH
138,政治多极化,践行真正的多边主义（出现2次）,✅高度匹配,2026丰台一模Q19（真正的多边主义）,2026丰台一模,0,中国坚定维护联合国宪章的宗旨和原则，积极践行真正的多边主义，坚持合作共赢，致力于扩大同各国利益的汇合点，展现负责任大国的担当。,,,,,ACCEPT_REVIEW_STATUS_NO_PATCH
139,政治多极化,坚持开放合作、共享共赢、包容互鉴、共商共建（出现1次）,✅基本匹配,2024朝阳二模Q20,2024朝阳二模,0,完善全球气候治理应坚持开放、合作、共享、共赢和包容原则，通过共商共建凝聚各方行动。,,,,,ACCEPT_REVIEW_STATUS_NO_PATCH
140,政治多极化,坚持共同但有区别的责任，要求发达国家为完善全球气候治理承担更多责任（出现1次）,✅高度匹配,2024朝阳二模Q20,2024朝阳二模,0,完善全球气候治理应坚持共同但有区别的责任，发达国家应认真兑现资金、技术和减排承诺，为完善全球气候治理承担更多责任。,,,,,ACCEPT_REVIEW_STATUS_NO_PATCH
141,政治多极化,跨国公司等全球企业，尤其是工业领域企业，应致力于技术创新，加快绿色低碳转型，努力降低碳排放（出现1次）,✅高度匹配,2024朝阳二模Q20,2024朝阳二模,0,跨国公司等全球企业，尤其是工业领域企业，应致力于技术创新，加快绿色低碳转型，努力降低碳排放，为完善全球气候治理提供企业行动支撑。,,,,,ACCEPT_REVIEW_STATUS_NO_PATCH
142,政治多极化,世界多极化与全球南方联合自强（出现3次）,✅高度匹配,2024顺义思政二模Q19(2),2024顺义二模,0,中国发展新质生产力、增强综合国力和核心竞争力，有利于世界多极化深入发展。,,,,,ACCEPT_REVIEW_STATUS_NO_PATCH
143,政治多极化,世界多极化与全球南方联合自强（出现3次）,✅基本匹配,2026朝阳期末Q20,2026朝阳期末,13755,世界多极化深入发展，单边主义、霸权强权仍然存在。中国维护发展中国家整体利益，支持金砖机制做大做强，推动发展中国家提升代表性和话语权，促进全球南方联合自强。,世界多极化深入发展；支持金砖机制做大做强,支持金砖机制做大做强推动,全球南方联合自强,世界多极化深入发展=>NO_SOURCE_MATCH | 支持金砖机制做大做强=>支持金砖机制做大做强,ACCEPT_REVIEW_STATUS_NO_PATCH
144,政治多极化,世界多极化与全球南方联合自强（出现3次）,✅高度匹配,2025朝阳期末Q21,2025朝阳期末,0,中国倡导平等有序的世界多极化，加强全球南方团结与合作，反对少数国家围堵打压新兴力量，为中国式现代化营造更加公正稳定的外部政治环境。,加强全球南方团结与合作；反对少数国家围堵打压新兴力量,,,加强全球南方团结与合作=>NO_SOURCE_MATCH | 反对少数国家围堵打压新兴力量=>NO_SOURCE_MATCH,ACCEPT_REVIEW_STATUS_NO_PATCH
145,政治多极化,国际组织（出现1次）,❌细则无支撑片段,2024海淀二模Q18(1),2024海淀二模,18824,金砖国家、二十国集团、上海合作组织等国际组织和合作机制作用增强，为全球南方国家表达诉求、参与全球治理、推动治理民主化提供了重要平台。,为全球南方国家表达诉求、参与全球治理、推动治理民主化提供了重要平台,二十国集团上海合作组织等,国际组织,为全球南方国家表达诉求、参与全球治理、推动治理民主化提供了重要平台=>全球南方国家,MANUAL_REVIEW_SOURCE_SUPPORT_PRESENT
146,政治多极化,超越集团政治、实力至上和少数国家垄断价值定义的治理逻辑（出现1次）,✅高度匹配,2024西城二模Q19,2024西城二模,12761,中国答案超越集团政治的“小圈子”规则、实力至上的逻辑和少数西方国家定义的“普世价值”，反对霸权主义和强权政治，为处理国际关系提供更公平的新思路。,,少数西方国家定义的普世价值,少数西方国家定义的普世价值,,ACCEPT_REVIEW_STATUS_NO_PATCH
147,政治多极化,在平等互利基础上开展合作，实现互利共赢（出现2次）,✅高度匹配,2025丰台期末Q20——中非达成战略性共识的理论逻辑和价值意蕴,2025丰台期末,28753,中非在平等互利基础上开展合作，围绕全球发展、安全、文明、治理倡议形成战略共识，推动南方国家联合自强。,推动南方国家联合自强,在平等互利基础上开展合作,在平等互利基础上开展合作,推动南方国家联合自强=>南方国家联合自强,ACCEPT_REVIEW_STATUS_NO_PATCH
148,政治多极化,在平等互利基础上开展合作，实现互利共赢（出现2次）,⚠部分匹配,2025东城期末Q20——评价欧盟对中国新能源汽车征收临时反补贴税,2025东城期末,29866,中方主张通过磋商解决中欧新能源汽车贸易争端，坚持互利共赢，避免以单边关税破坏开放合作的国际经贸环境。,避免以单边关税破坏开放合作的国际经贸环境,新能源汽车,新能源汽车,避免以单边关税破坏开放合作的国际经贸环境=>NO_SOURCE_MATCH,PATCH_CANDIDATE_UNSUPPORTED_CLAUSE
149,政治多极化,推动国际关系民主化、和平解决国际争端（出现1次）,✅高度匹配,2025东城二模Q20（国际关系民主化）,2025东城二模,0,中国推动国际关系民主化、和平解决国际争端，为破解当前国际局势变乱交织提供具体可行的政治方案。,,,,,ACCEPT_REVIEW_STATUS_NO_PATCH
150,政治多极化,世界多极化是当今国际形势的突出特点（出现1次）,✅高度匹配,2025延庆一模Q20(2)（世界多极化）,2025延庆一模,0,"世界多极化是当今国际形势的突出特点，""脱钩断链""逆潮流而动，中国愿与各国深化产供链合作，把全球供应链打造为多极化时代的""世界共赢链""。",,,,,ACCEPT_REVIEW_STATUS_NO_PATCH
151,政治多极化,以主权平等、国际法治等原则推动全球治理体系变革完善（出现1次）,✅高度匹配,2026通州期末Q20,2026通州期末,0,全球治理倡议以主权平等、国际法治等原则为支撑，有利于反对霸权主义和强权政治，推动建设更加公正合理的全球治理体系。,有利于反对霸权主义和强权政治,,,有利于反对霸权主义和强权政治=>NO_SOURCE_MATCH,ACCEPT_REVIEW_STATUS_NO_PATCH
152,政治多极化,坚持主权平等与安全保障（出现1次）,⚠部分匹配,2026西城二模Q19(2),2026西城二模,8210,各国应坚持主权平等，尊重各国数据治理权利，在保障数据安全的前提下促进数据合理流动。,,主权平等,主权平等,,MANUAL_REVIEW_SOURCE_SUPPORT_PRESENT
153,政治多极化,推动全球治理体系变革完善，建立更加公正合理的国际政治经济新秩序（出现1次）,✅基本匹配,2025朝阳期末Q21（国际秩序公正合理）,2025朝阳期末,0,中国推动全球治理体系变革完善，推动建立更加公正合理的国际政治经济新秩序，为中国式现代化营造稳定的国际秩序环境。,推动建立更加公正合理的国际政治经济新秩序,,,推动建立更加公正合理的国际政治经济新秩序=>NO_SOURCE_MATCH,ACCEPT_REVIEW_STATUS_NO_PATCH
154,中国,坚持总体国家安全观，统筹发展与安全，以新安全格局保障新发展格局（出现2次）,✅高度匹配,2026朝阳期中Q17,2026朝阳期中,0,推进“人工智能+”要统筹发展和安全，坚持总体国家安全观和底线思维，在维护国家经济安全、科技安全、防范数据、模型和伦理风险的同时，推动经济平稳可持续发展和高质量发展，为经济增长注入新动能。,,,,,ACCEPT_REVIEW_STATUS_NO_PATCH
155,中国,坚持总体国家安全观，统筹发展与安全，以新安全格局保障新发展格局（出现2次）,⚠部分匹配,2024朝阳一模Q21,2024朝阳一模,31675,面对地缘政治动荡、保护主义上升和经贸科技交流政治化，中国应坚持总体国家安全观，统筹发展与安全，以新安全格局保障新发展格局。,面对地缘政治动荡、保护主义上升和经贸科技交流政治化；统筹发展与安全,坚持总体国家安全观统筹发展与安全,总体国家安全观,面对地缘政治动荡、保护主义上升和经贸科技交流政治化=>NO_SOURCE_MATCH | 统筹发展与安全=>统筹发展与安全,PATCH_CANDIDATE_UNSUPPORTED_CLAUSE
156,中国,贡献中国智慧、中国方案、中国力量（出现7次）,✅基本匹配,2026通州期末Q20,2026通州期末,0,中国提出全球治理倡议，为应对世界变局和治理赤字贡献中国智慧、中国方案，体现勇于大国担当。,,,,,ACCEPT_REVIEW_STATUS_NO_PATCH
157,中国,贡献中国智慧、中国方案、中国力量（出现7次）,✅高度匹配,2025东城二模Q20同球共济小论文,2025东城二模,0,中国以分享发展经验、劝和促谈和气候、人工智能治理倡议等行动，为解决全球共同问题贡献中国智慧和中国方案。,中国以分享发展经验、劝和促谈和气候、人工智能治理倡议等行动,,,中国以分享发展经验、劝和促谈和气候、人工智能治理倡议等行动=>NO_SOURCE_MATCH,ACCEPT_REVIEW_STATUS_NO_PATCH
158,中国,贡献中国智慧、中国方案、中国力量（出现7次）,⚠部分匹配,2026西城期末Q20——参与全球气候治理中的中国实践,2026西城期末,23292,中国通过构建全国碳市场、完善碳交易机制和推进气候适应行动，为全球气候治理提供可借鉴的中国方案。,中国通过构建全国碳市场、完善碳交易机制和推进气候适应行动,为全球气候治理提供,全球气候治理,中国通过构建全国碳市场、完善碳交易机制和推进气候适应行动=>全国碳市场,MANUAL_REVIEW_SOURCE_SUPPORT_PRESENT
159,中国,贡献中国智慧、中国方案、中国力量（出现7次）,✅高度匹配,2024丰台二模Q19,2024丰台二模,0,中国通过南南合作帮助发展中国家发展，在环境保护和应对气候变化中贡献中国智慧、中国方案和中国力量。,,,,,ACCEPT_REVIEW_STATUS_NO_PATCH
160,中国,贡献中国智慧、中国方案、中国力量（出现7次）,✅基本匹配,2026顺义一模Q20,2026顺义一模,13141,科技小院以中国智慧、中国方案回应全球南方农业发展的共同利益，通过本土化人才培养和农业技术合作提高生产率、降低成本，推动南南合作共赢共享。,通过本土化人才培养和农业技术合作提高生产率、降低成本,中国智慧中国方案,中国智慧中国方案,通过本土化人才培养和农业技术合作提高生产率、降低成本=>本土化人才,ACCEPT_REVIEW_STATUS_NO_PATCH
161,中国,贡献中国智慧、中国方案、中国力量（出现7次）,✅高度匹配,2025西城一模Q21,2025西城一模,13781,中国发展理念和实践成就为全球南方国家提供可借鉴经验，拓展了发展中国家走向现代化的途径，贡献了中国智慧中国方案。,,拓展了发展中国家走向现代化的途径,拓展了发展中国家走向现代化的途,,ACCEPT_REVIEW_STATUS_NO_PATCH
162,中国,贡献中国智慧、中国方案、中国力量（出现7次）,⚠部分匹配,2026顺义二模Q20,2026顺义二模,15774,中国把中国式现代化的新蓝图和发展实践转化为可感可及的合作项目，为人类走向未来贡献中国智慧、中国方案和中国力量。,,人类走向未来贡献,中国式现代化的,,MANUAL_REVIEW_SOURCE_SUPPORT_PRESENT
163,中国,坚持正确义利观（出现5次）,✅高度匹配,2026朝阳期中Q17,2026朝阳期中,0,推进“人工智能+”要处理好中国发展和世界发展的关系，既维护本国利益、谋求本国发展，又兼顾他国合理关切，为世界提供公共产品和机遇，坚持正确义利观，帮助发展中国家加强能力建设，贡献中国智慧和中国方案，体现大国责任，推动构建人类命运共同体。,,,,,ACCEPT_REVIEW_STATUS_NO_PATCH
164,中国,坚持正确义利观（出现5次）,⚠部分匹配,2025西城二模Q19(2),2025西城二模,13512,中国向最不发达国家开放广阔市场，坚持正确义利观，在追求自身发展的同时帮助发展中国家获得更多贸易机会。,,坚持正确义利观,坚持正确义利观,,MANUAL_REVIEW_SOURCE_SUPPORT_PRESENT
165,中国,坚持正确义利观（出现5次）,✅基本匹配,2025海淀二模Q21,2025海淀二模,0,中国推动安理会讨论聚焦实质性问题，并同全球南方国家发起“和平之友”小组，为完善全球治理、构建新型国际关系和构建人类命运共同体贡献中国智慧和中国方案。,中国推动安理会讨论聚焦实质性问题；并同全球南方国家发起“和平之友”小组,,,中国推动安理会讨论聚焦实质性问题=>NO_SOURCE_MATCH | 并同全球南方国家发起“和平之友”小组=>NO_SOURCE_MATCH,ACCEPT_REVIEW_STATUS_NO_PATCH
166,中国,坚持正确义利观（出现5次）,⚠部分匹配,2025顺义一模Q20,2025顺义一模,23088,中国通过“小而美”项目帮助共建国家改善民生、促进发展，体现正确义利观和负责任大国形象。,,中国通过小而美项目,负责任大国形象,,MANUAL_REVIEW_SOURCE_SUPPORT_PRESENT
167,中国,坚持正确义利观（出现5次）,✅高度匹配,2026丰台一模Q19（正确义利观）,2026丰台一模,0,中国坚定维护联合国宪章的宗旨和原则，坚持正确义利观，积极践行真正的多边主义，致力于扩大同各国利益的汇合点，展现负责任大国担当。,,,,,ACCEPT_REVIEW_STATUS_NO_PATCH
168,中国,中国综合国力、国际地位和话语权提升（出现2次）,✅基本匹配,2025海淀期中Q21(2),2025海淀期中,0,随着中国特色大国外交不断推进，中国国际影响力和话语权不断提升。,,,,,ACCEPT_REVIEW_STATUS_NO_PATCH
169,中国,中国综合国力、国际地位和话语权提升（出现2次）,✅高度匹配,2025朝阳期末Q21,2025朝阳期末,0,中国提升国际话语权，讲好中国故事、交流中国经验、塑造中国形象，有利于回应意识形态分歧，为推进中国式现代化营造良好的国际舆论环境。,有利于回应意识形态分歧,,,有利于回应意识形态分歧=>NO_SOURCE_MATCH,ACCEPT_REVIEW_STATUS_NO_PATCH
170,中国,习近平外交思想指导中国特色大国外交（外交为民、服务中国式现代化）（出现2次）,✅高度匹配,2025海淀期中Q21(2),2025海淀期中,0,新时代形成习近平外交思想，为新时代中国特色大国外交提供根本遵循和行动指南，体现外交指导思想与时俱进。,,,,,ACCEPT_REVIEW_STATUS_NO_PATCH
171,中国,习近平外交思想指导中国特色大国外交（外交为民、服务中国式现代化）（出现2次）,❌细则无支撑片段,2026朝阳期末Q20,2026朝阳期末,13755,中国践行外交为民宗旨，完善海外安全保障体系，让中国公民和法人在海外更安全、更踏实、更放心，有利于维护人民利益、服务中国式现代化。,中国践行外交为民宗旨；完善海外安全保障体系；让中国公民和法人在海外更安全、更踏实、更放心,海外安全保障体系让中国公民,,中国践行外交为民宗旨=>践行外交 | 完善海外安全保障体系=>海外安全保障体系 | 让中国公民和法人在海外更安全、更踏实、更放心=>更安全更踏实更放心,MANUAL_REVIEW_SOURCE_SUPPORT_PRESENT
172,中国,新中国外交始终服务国家性质并坚持党对外交统一集中领导（出现1次）,✅高度匹配,2025海淀期中Q21(2),2025海淀期中,0,新中国外交始终服务于我国人民民主专政的国家性质。,,,,,ACCEPT_REVIEW_STATUS_NO_PATCH
173,中国,中国坚持独立自主的和平外交政策（出现4次）,✅基本匹配,2025海淀期中Q21(2)〔本题可同时联系外交政策层与准则层〕,2025海淀期中,0,新中国始终坚持独立自主的和平外交政策，坚持独立自主的基本立场，维护我国主权、安全和发展利益，同时为世界和平与发展贡献力量。,,,,,ACCEPT_REVIEW_STATUS_NO_PATCH
174,中国,中国坚持独立自主的和平外交政策（出现4次）,✅基本匹配,2025顺义一模Q20〔本题只写政策层〕,2025顺义一模,23088,中国坚持独立自主和平外交政策，通过“小而美”项目尊重共建国家需求、促进民生改善，使国际发展合作成为和平发展道路的具体实践。,通过“小而美”项目尊重共建国家需求、促进民生改善；使国际发展合作成为和平发展道路的具体实践,独立自主和平外交政策,独立自主和平外交政策,通过“小而美”项目尊重共建国家需求、促进民生改善=>通过小而美项目 | 使国际发展合作成为和平发展道路的具体实践=>和平发展道路的,ACCEPT_REVIEW_STATUS_NO_PATCH
175,中国,中国坚持独立自主的和平外交政策（出现4次）,✅高度匹配,2026顺义二模Q20〔本题只写政策层〕,2026顺义二模,15774,中国坚持独立自主的和平外交政策，以和平发展道路推进中国式现代化，既维护自身发展，也为世界和平与共同发展贡献力量。,既维护自身发展,中国坚持独立自主的和平外交政策,中国坚持独立自主的和平外交政策,既维护自身发展=>维护自身,ACCEPT_REVIEW_STATUS_NO_PATCH
176,中国,中国坚持独立自主的和平外交政策（出现4次）,✅高度匹配,2025朝阳期末Q21〔本题可同时联系外交政策层与准则层〕,2025朝阳期末,0,中国坚定奉行独立自主的和平外交政策，维护我国主权、安全和发展利益，为推进中国式现代化营造和平稳定的国际环境。,维护我国主权、安全和发展利益,,,维护我国主权、安全和发展利益=>NO_SOURCE_MATCH,ACCEPT_REVIEW_STATUS_NO_PATCH
177,中国,和平共处五项原则是我国对外关系基本准则（出现1次）,✅基本匹配,2025海淀期中Q21(2)〔本题可同时联系外交政策层与准则层〕,2025海淀期中,0,中国把和平共处五项原则作为对外关系基本准则，尊重各国主权和发展道路，在平等互利基础上发展对外关系。,尊重各国主权和发展道路,,,尊重各国主权和发展道路=>NO_SOURCE_MATCH,ACCEPT_REVIEW_STATUS_NO_PATCH
178,中国,与发展中国家共享发展新机遇，惠民生增福祉，实现互利共赢（出现1次）,✅高度匹配,2025西城二模Q19(2),2025西城二模,13512,中国给予最不发达国家零关税待遇，与发展中国家共享发展新机遇，帮助其惠民生增福祉，推动双方在开放合作中实现互利共赢。,,与发展中国家共享发展新机遇,与发展中国家共享发展新机遇,,ACCEPT_REVIEW_STATUS_NO_PATCH
179,中国,中国推动构建人类命运共同体（出现14次）,✅高度匹配,2025东城一模Q20,2025东城一模,0,此次元首外交密集出席APEC、G20等近40场多边活动，达成60多项合作文件，回应全球南方求平等、促变革的强烈意愿，开辟中国特色大国外交的新境界，展现构建人类命运共同体的新实践。,达成60多项合作文件,,,达成60多项合作文件=>NO_SOURCE_MATCH,ACCEPT_REVIEW_STATUS_NO_PATCH
180,中国,中国推动构建人类命运共同体（出现14次）,✅基本匹配,2025东城二模Q20,2025东城二模,0,“同球共济”精神回应人类共同家园面临的共同挑战，丰富了人类命运共同体内涵，为各国共担风险、共谋发展提供价值引领。,为各国共担风险、共谋发展提供价值引领,,,为各国共担风险、共谋发展提供价值引领=>NO_SOURCE_MATCH,ACCEPT_REVIEW_STATUS_NO_PATCH
181,中国,中国推动构建人类命运共同体（出现14次）,✅高度匹配,2026朝阳一模Q20中国为全球发展注入稳定性和正能量,2026朝阳一模,0,中国通过创新驱动、共享发展机遇和对发展中国家赋能，推动构建人类命运共同体。,,,,,ACCEPT_REVIEW_STATUS_NO_PATCH
182,中国,中国推动构建人类命运共同体（出现14次）,✅高度匹配,2025丰台二模Q20,2025丰台二模,0,中国推动构建人类命运共同体，遵循平等、开放、合作、共享等原则，同世界各国一起推动全球治理体制更加公正合理。,,,,,ACCEPT_REVIEW_STATUS_NO_PATCH
183,中国,中国推动构建人类命运共同体（出现14次）,✅高度匹配,2026丰台一模Q19,2026丰台一模,0,中国秉持人类命运共同体理念，携手各国落实联合国2030年可持续发展议程，在消除贫困、教育普及和卫生健康合作中展现负责任大国的情怀和担当。,,,,,ACCEPT_REVIEW_STATUS_NO_PATCH
184,中国,中国推动构建人类命运共同体（出现14次）,✅基本匹配,2025丰台期末Q20——中非达成战略性共识的理论逻辑和价值意蕴,2025丰台期末,28753,中非达成战略性共识，合力捍卫发展中国家共同利益，为中非携手推进现代化、推动构建人类命运共同体提供方向。,,合力捍卫发展中国家共同利益,中非携手推进现代化,,ACCEPT_REVIEW_STATUS_NO_PATCH
185,中国,中国推动构建人类命运共同体（出现14次）,✅高度匹配,"2026延庆一模Q19(2)——中国""推动重塑全球能源治理格局""的理论逻辑和价值意蕴",2026延庆一模,0,中国深化绿色能源国际合作，帮助共建国家实现能源转型和可持续发展，推动构建人类命运共同体。,,,,,ACCEPT_REVIEW_STATUS_NO_PATCH
186,中国,中国推动构建人类命运共同体（出现14次）,✅基本匹配,"2025顺义一模Q20——""小而美""项目为何成为中国开展国际发展合作的亮点和名片",2025顺义一模,23088,"""小而美""项目改善共建国家民生、促进民心相通，以具体合作推动构建人类命运共同体。","""小而美""项目改善共建国家民生、促进民心相通",构建人类命运共同体,构建人类命运共同体,"""小而美""项目改善共建国家民生、促进民心相通=>小而美项目",ACCEPT_REVIEW_STATUS_NO_PATCH
187,中国,中国推动构建人类命运共同体（出现14次）,✅高度匹配,2024顺义思政二模Q19(2),2024顺义二模,0,我国积极推动新质生产力发展，有利于提高国家实力、增强核心竞争力，推动世界多极化深入发展，构建人类命运共同体。,,,,,ACCEPT_REVIEW_STATUS_NO_PATCH
188,中国,中国推动构建人类命运共同体（出现14次）,✅高度匹配,2024东城二模Q20,2024东城二模,0,中国的三大倡议为推动构建人类命运共同体提供方案和路径，为动荡变化的时代注入更多稳定性和确定性，为人类走向美好未来提供中国方案。,,,,,ACCEPT_REVIEW_STATUS_NO_PATCH
189,中国,中国推动构建人类命运共同体（出现14次）,✅高度匹配,2026顺义二模Q20,2026顺义二模,15774,中国坚持“世界好，中国才会好；中国好，世界会更好”的理念，通过开放共享的发展实践推动构建人类命运共同体。,中国才会好,持世界好中国才会好中国好世界会更好,推动构建人类命运共同体,中国才会好=>中国才会好,ACCEPT_REVIEW_STATUS_NO_PATCH
190,中国,中国推动构建人类命运共同体（出现14次）,✅高度匹配,2026顺义一模Q21,2026顺义一模,13141,和平与发展仍是时代主题，中国式现代化是走和平发展道路的现代化，中国坚持多边主义和互利共赢，倡导人类命运共同体，为世界和平与发展提供中国智慧和中国方案。,,时代主题中国式现代化是走和平发展道路的现代化,时代主题中国式现代化是走和平发展道路的现代化,,ACCEPT_REVIEW_STATUS_NO_PATCH
191,中国,中国推动构建人类命运共同体（出现14次）,✅高度匹配,2025延庆一模Q20(2)（人类命运共同体）,2025延庆一模,0,中国主张维护全球产供链韧性和稳定，推动构建人类命运共同体，让各国在产供链合作中共享发展机遇、共担安全责任。,,,,,ACCEPT_REVIEW_STATUS_NO_PATCH
192,中国,中国推动构建人类命运共同体（出现14次）,✅高度匹配,2026通州期末Q20（人类命运共同体担当）,2026通州期末,0,全球治理倡议彰显出中国推动构建人类命运共同体的主动担当，使中国担当与世界共同利益深度对接。,使中国担当与世界共同利益深度对接,,,使中国担当与世界共同利益深度对接=>NO_SOURCE_MATCH,ACCEPT_REVIEW_STATUS_NO_PATCH
193,中国,中国作为联合国创始会员国和安理会常任理事国，是国际政治经济格局中的重要力量〔中国国际地位综合表达角度〕（出现1次）,✅高度匹配,2025海淀二模Q21,2025海淀二模,0,中国作为联合国创始会员国和安理会常任理事国，同时是世界上最大的发展中国家、国际政治经济格局中的重要力量，能够为联合国事业和全球治理提供重要支持。,,,,,ACCEPT_REVIEW_STATUS_NO_PATCH
194,中国,坚持正确义利观，在发展合作中共享机遇（出现2次）,✅基本匹配,2026东城期末Q20四大全球倡议系统推动构建人类命运共同体（全球发展倡议子项）,2026东城期末,0,"全球发展倡议以发展促繁荣，坚持互利共赢和正确义利观，在共建""一带一路""等发展合作中共享机遇，为构建人类命运共同体奠定共同繁荣的物质根基。",,,,,ACCEPT_REVIEW_STATUS_NO_PATCH
195,中国,坚持正确义利观，在发展合作中共享机遇（出现2次）,✅基本匹配,2026朝阳一模Q20中国为全球发展注入稳定性和正能量,2026朝阳一模,0,"中国坚持正确的义利观和互利共赢，以共建""一带一路""和发展经验分享让全球共享中国发展机遇。",,,,,ACCEPT_REVIEW_STATUS_NO_PATCH
196,中国,改善发展中国家民生并助力持续发展（出现3次）,✅高度匹配,2026朝阳一模Q20,2026朝阳一模,0,中国通过鲁班工坊、菌草技术、减贫和生态治理经验分享，助力发展中国家持续发展，改善发展中国家民生。,,,,,ACCEPT_REVIEW_STATUS_NO_PATCH
197,中国,改善发展中国家民生并助力持续发展（出现3次）,✅基本匹配,2025顺义一模Q20,2025顺义一模,23088,“小而美”项目通过中老铁路安居村、“200口井”和牙买加中国园林等具体工程改善民生、促进经济社会发展、提升当地民众获得感。,,促进经济社会发展提升,促进经济社会发展提升,,ACCEPT_REVIEW_STATUS_NO_PATCH
198,中国,改善发展中国家民生并助力持续发展（出现3次）,✅基本匹配,2026顺义二模Q20,2026顺义二模,15774,中国通过微电网、乡村打井、希望农场、菌草技术和鲁班工坊等项目改善发展中国家民生，提升其持续发展能力，让发展成果惠及更多国家人民。,,等项目改善发展中国家民生,改善发展中国家民生,,ACCEPT_REVIEW_STATUS_NO_PATCH
199,中国,民心相通与文明互鉴（出现1次）,✅基本匹配,2025顺义一模Q20,2025顺义一模,23088,中国通过援建牙买加中国园林等“小而美”项目传播中华文化、增强文明互鉴、提升国际认同，使国际发展合作更具民心基础。,使国际发展合作更具民心基础,传播中华文化增强文明互鉴提升国际认同,牙买加中国园林等,使国际发展合作更具民心基础=>国际发展合作,ACCEPT_REVIEW_STATUS_NO_PATCH
200,中国,四大全球倡议相互促进、有机统一，系统推动构建人类命运共同体（出现1次）,✅高度匹配,2026东城期末Q20,2026东城期末,0,四大全球倡议相互促进、有机统一于构建人类命运共同体的核心内涵“五个世界”，发展是共同繁荣的物质根基，安全是持久和平和普遍安全的和平屏障，文明是开放包容的精神纽带，治理是制度保障，共同成为系统推动构建人类命运共同体的战略引领。,,,,,ACCEPT_REVIEW_STATUS_NO_PATCH
201,中国,全球发展倡议：以发展促繁荣（出现3次）,✅基本匹配,2026东城期末Q20,2026东城期末,0,全球发展倡议以发展促繁荣，坚持互利共赢、正确义利观和共商共建共享，在发展合作中共享机遇，为构建人类命运共同体奠定共同繁荣的物质根基。,,,,,ACCEPT_REVIEW_STATUS_NO_PATCH
202,中国,全球发展倡议：以发展促繁荣（出现3次）,✅高度匹配,2024东城二模Q20,2024东城二模,0,全球发展倡议通过共建“一带一路”、“小而美”项目和合作发展基金等合作援助，为世界发展合作开辟新空间、提供新机遇、注入新动力，增强发展中国家的发展内生动力，繁荣世界经济。,,,,,ACCEPT_REVIEW_STATUS_NO_PATCH
203,中国,全球发展倡议：以发展促繁荣（出现3次）,⚠部分匹配,2026海淀二模Q20(2),2026海淀二模,17097,全球发展倡议是中国面向国际社会提供的重要公共产品，通过合作理念和丰富实践推动各国共享发展机遇。,,全球发展倡议,全球发展倡议,,MANUAL_REVIEW_SOURCE_SUPPORT_PRESENT
204,中国,全球安全倡议：以安全保稳定（出现2次）,✅基本匹配,2026东城期末Q20,2026东城期末,0,全球安全倡议以安全保稳定，倡导相互尊重、平等协商和安全互信，在维护和平中筑牢构建人类命运共同体的和平屏障。,,,,,ACCEPT_REVIEW_STATUS_NO_PATCH
205,中国,全球安全倡议：以安全保稳定（出现2次）,✅高度匹配,2024东城二模Q20,2024东城二模,0,全球安全倡议通过参与联合国维和行动、倡导处理南海问题双轨思路，主张在联合国宪章宗旨和原则下通过对话协商和平解决国际争端，以共赢思维应对安全挑战，推动建设持久和平、普遍安全的世界。,,,,,ACCEPT_REVIEW_STATUS_NO_PATCH
206,中国,全球文明倡议：以文明增互信（出现2次）,✅基本匹配,2026东城期末Q20,2026东城期末,0,全球文明倡议以文明增互信，倡导文明交流互鉴、平等包容文明观和全人类共同价值，为构建人类命运共同体提供精神纽带。,,,,,ACCEPT_REVIEW_STATUS_NO_PATCH
207,中国,全球文明倡议：以文明增互信（出现2次）,✅基本匹配,2024东城二模Q20,2024东城二模,0,面对不同文明交流碰撞甚至冲突日趋频繁，全球文明倡议通过民间外交、公共外交推动文明交流互鉴、传承创新，促进民心相通、各国人民相知相亲，建设开放包容的世界。,面对不同文明交流碰撞甚至冲突日趋频繁,,,面对不同文明交流碰撞甚至冲突日趋频繁=>NO_SOURCE_MATCH,ACCEPT_REVIEW_STATUS_NO_PATCH
208,中国,全球治理倡议：以治理求公正（出现1次）,✅基本匹配,2026东城期末Q20,2026东城期末,0,全球治理倡议以治理求公正，推动完善全球治理、在公平治理中实现共赢，为构建人类命运共同体提供制度保障。,,,,,ACCEPT_REVIEW_STATUS_NO_PATCH
209,中国,从中国主张到国际共识，从合作理念到共同行动（出现1次）,✅基本匹配,2026东城期末Q20,2026东城期末,0,四大全球倡议通过共建“一带一路”、劝和促谈、文明对话和国际调解等实践，从中国主张走向国际共识，从合作理念走向共同行动，不断推动构建人类命运共同体。,,,,,ACCEPT_REVIEW_STATUS_NO_PATCH
