audit_id,source,norm_year,norm_district,norm_stage,norm_question,question_nature,evidence_grade_initial,covered_by_latest_docx,section,material,trigger,logic,bundle_path,norm_key
V3-FW-0221,2025北京朝阳高三（上）期末 第16题（朝阳期末评标.pdf扫描页读图核定）,2025,朝阳,期末,16,subjective,A,True,价值判断与价值选择,评分细则要求坚持正确的价值判断和价值选择，倡导全人类共同价值，传递正能量，体现正确的世界观、人生观和价值观。,价值判断与价值选择,文化对话中选择传播哪些内容、如何理解不同文化、是否倡导共同价值，本质上都是价值判断和价值选择。材料将春节的和平、和睦、和谐等理念与全人类共同价值相连，触发这一知识点。,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025朝阳期末.md,2025|朝阳|期末|16
V3-FW-0222,2026北京海淀高三（上）期末 第16题（2025-2026海淀期末政治评分标准(1).pdf）,2026,海淀,期末,16,subjective,A,True,价值判断与价值选择,数字原住民面对网络信息、算法刺激、AI答案和复制粘贴等便利与风险，需要判断如何使用技术工具、如何培养真实能力。,价值判断与价值选择,评分标准在“知”的角度明确列出“价值观/价值判断价值选择等”。材料不是只要求承认技术有利有弊，还要求学生对技术使用方式、成长方向和能力培养作出判断与选择；是否把工具作为辅助、是否坚持独立探索，本质上是价值判断和价值选择问题。,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区期末和期中__2026海淀期末.md,2026|海淀|期末|16
V3-FW-0223,2024北京西城高三二模 第18题第（4）问（高三模拟测试思想政治答案细则.docx）,2024,西城,二模,18,subjective,A,True,价值判断与价值选择,在进城置业、移民搬迁冲击传统村落的背景下，政策引导把传统村落保护、乡村美育、文化产业和公共文化空间建设结合起来，推动乡村文化振兴。,价值判断与价值选择,答案细则把“认识世界与价值选择”列为可作答角度。材料要求判断传统村落的价值不只是居住形态或旅游资源，而是历史文化、乡村生活和公共文明的承载体；选择保护、活化、产业融合和美育路径，体现正确价值判断和价值选择。,data/preprocessed_corpus/gpt_suite_bundles/2024各区模拟题__2024各区二模__2024西城二模.md,2024|西城|二模|18
V3-FW-0224,2024北京朝阳高三期中 第17题（2024.11期中政治朝阳评标docx.docx、阅卷细则总.rtf）,2024,朝阳,期中,17,subjective,A,True,价值判断与价值选择,面对农耕文明的当代传播和开发，要判断哪些内容应保护传承、哪些表达应治理规范、哪些资源可以转化为现代科技体验和文化产业。,价值判断与价值选择,评标把“价值判断和价值选择”列入可得哲学分的角度。农耕文明焕新不是技术中立的包装问题，而是围绕乡村形象、传统价值、公共文化和产业发展作出判断与选择；正确选择应符合文化传承规律和人民文化需要。,data/preprocessed_corpus/gpt_suite_bundles/2024各区模拟题__2024各区期中__2024朝阳期中.md,2024|朝阳|期中|17
V3-FW-0226,2025北京东城高三二模 第2题,2025,东城,二模,2,choice,C,True,实现人生价值,黄旭华少年立志科技报国，隐姓埋名三十年未与父母相见，并表示如果重来，仍愿选择更艰苦更困难的工作，继续探索未知。,实现人生价值,材料把个人选择、专业追求与国家需要紧紧连在一起，说明其价值不在个人享受，而在于把个人理想和国家事业统一起来，在艰苦奋斗和科技报国中实现人生价值。命题重点正是“如何活、为何选择、为谁奉献”这一层。,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区二模__2025东城二模.md,2025|东城|二模|2
V3-FW-0227,2025北京西城高三二模 第5题,2025,西城,二模,5,choice,C,True,实现人生价值,1200万返乡入乡创业“新农人”“农创客”扎根乡村，办家庭农场，发展文旅研学、特色产业，带动乡村振兴。,实现人生价值,材料把个人职业选择与乡村振兴效果并列呈现，说明这些青年不是把返乡创业当作单纯个体谋生，而是在个人理想、专业路径和社会需要统一中实现价值。因此这类材料更稳地触发生命价值实现。,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区二模__2025西城二模.md,2025|西城|二模|5
V3-FW-0228,2025北京丰台高三（上）期末 第4题,2025,丰台,期末,4,choice,C,False,实现人生价值,路生梅、黄大年、巴依卡等人物长期扎根基层、科技报国、守边护边，在为国尽责、为民服务中展现人生风采。,实现人生价值,材料重心不在个人天赋高低，而在于把个人理想、岗位坚守和国家人民需要统一起来。正确项强调在奉献社会、服务人民的实践中实现个人价值，因此这一题稳定触发实现人生价值。,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025丰台期末.md,2025|丰台|期末|4
V3-FW-0229,2026北京朝阳高三（上）期中 第8题,2026,朝阳,期中,8,choice,C,False,实现人生价值,课本里的科学家故事把南仁东、袁隆平、邓稼先等人的报国实践转化为青少年成长教材，引导学生胸怀祖国、服务人民。,实现人生价值,题干重心不是简单赞美个人成就，而是强调科学家把人生追求与国家需要、人民利益结合起来，并通过故事传递给青年一代。材料把“个人理想融入国家和民族事业”直接点明为价值实现路径，因此这一题可稳定归入实现人生价值。,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区期末和期中__2026朝阳期中.md,2026|朝阳|期中|8
V3-FW-0231,2024北京门头沟高三一模 第2题③,2024,门头沟,一模,2,choice,C,False,2024门头沟一模与顺义二模选择题正确项补充（补证转正）,桥梁转体等工程施工实践成功，验证桥梁设计和施工方案的正确性。,实践是检验认识真理性的唯一标准,材料把“方案是否正确”放到工程实施结果中检验，不是靠主观设想判断。施工成功和运行效果提供实践标准，因此稳定触发实践检验认识。,,2024|门头沟|一模|2
V3-FW-0232,2024北京门头沟高三一模 第5题①,2024,门头沟,一模,5,choice,C,False,2024门头沟一模与顺义二模选择题正确项补充（补证转正）,文旅融合把文化元素融入旅游产品和服务，让人在旅行中感受文化之美。,文化功能,正确项落在文化具有引领风尚、教育人民、服务社会、推动发展的功能。材料不是只谈消费，而是强调文化通过旅游载体服务社会、推动发展。,,2024|门头沟|一模|5
V3-FW-0233,2024北京门头沟高三一模 第5题④,2024,门头沟,一模,5,choice,C,False,2024门头沟一模与顺义二模选择题正确项补充（补证转正）,文旅融合形成新业态、新产品、新服务，满足人民精神文化生活需要。,以人民为中心发展文化 / 满足美好生活需要,题干把文旅融合的价值落到人民生活体验和精神需求，触发文化发展为了人民、文化供给回应人民美好生活需要。,,2024|门头沟|一模|5
V3-FW-0234,2024北京门头沟高三一模 第9题①,2024,门头沟,一模,9,choice,C,False,2024门头沟一模与顺义二模选择题正确项补充（补证转正）,科学家通过反复实验得到最佳瓶盖锯齿数。,实践是认识的基础,对瓶盖性能的认识来自实验、研究和技术改进，材料重心是通过实践形成认识，而不是单纯逻辑推演。,,2024|门头沟|一模|9
V3-FW-0235,2024北京门头沟高三一模 第9题②,2024,门头沟,一模,9,choice,C,False,2024门头沟一模与顺义二模选择题正确项补充（补证转正）,对瓶盖锯齿数影响瓶盖性能的认识从24个修正到21个。,认识具有无限性和上升性,认识在实践中不断修正和深化，旧方案被更优数据和实验结果推进，触发认识发展的上升过程。,,2024|门头沟|一模|9
V3-FW-0236,2024北京门头沟高三一模 第15题①③,2024,门头沟,一模,15,choice,C,False,2024门头沟一模与顺义二模选择题正确项补充（补证转正）,题干直接要求坚持大历史观，从历史长河、历史积淀、历史流变中把握规律和主动。,历史观 / 历史规律 / 历史主动,“大历史观”不是罗列史实，而是从长期历史发展中把握规律、积累和主动性。材料由历史纵深触发规律意识和历史主动。,,2024|门头沟|一模|15
V3-FW-0237,2024北京顺义高三二模 第2题③④,2024,顺义,二模,2,choice,C,True,2024门头沟一模与顺义二模选择题正确项补充（补证转正）,“梦舟”“揽月”等命名以文化意象表达航天梦想和中国式浪漫。,意识活动的能动创造性 / 文化符号表达,命名借助想象、联想和文化意象把航天工程与民族文化记忆连接，体现意识活动的主动创造和文化表达；不能误写为抽象思维或必然联系。,data/preprocessed_corpus/gpt_suite_bundles/2024各区模拟题__2024各区二模__2024顺义思政二模.md,2024|顺义|二模|2
V3-FW-0238,2024北京顺义高三二模 第3题②③,2024,顺义,二模,3,choice,C,True,2024门头沟一模与顺义二模选择题正确项补充（补证转正）,哈尔滨冰雪经济火爆，各地立足本地资源打造文旅名片。,文化与经济交融 / 具体问题具体分析,文旅发展既体现文化资源转化为经济动能，也要求依据本地资源和消费场景精准施策，不能套用统一模板。,data/preprocessed_corpus/gpt_suite_bundles/2024各区模拟题__2024各区二模__2024顺义思政二模.md,2024|顺义|二模|3
V3-FW-0239,2024北京顺义高三二模 第4题①③,2024,顺义,二模,4,choice,C,False,2024门头沟一模与顺义二模选择题正确项补充（补证转正）,多国演奏家以不同文明古老乐器合奏，呈现和而不同。,文化多样性 / 民族性与世界性 / 文明交流互鉴,乐器各具文明特色又能共同演奏，材料同时触发文化是民族的也是世界的、尊重文明多样性、交流互鉴而非同质化。,data/preprocessed_corpus/gpt_suite_bundles/2024各区模拟题__2024各区二模__2024顺义思政二模.md,2024|顺义|二模|4
V3-FW-0240,2024北京顺义高三二模 第5题B,2024,顺义,二模,5,choice,C,True,2024门头沟一模与顺义二模选择题正确项补充（补证转正）,短视频作品影响城市形象，客体属性在主体需要中显现价值。,价值与价值观,价值不是物自身孤立属性，而是在客体属性满足主体需要的关系中生成。短视频的城市传播作用触发价值关系判断。,data/preprocessed_corpus/gpt_suite_bundles/2024各区模拟题__2024各区二模__2024顺义思政二模.md,2024|顺义|二模|5
V3-FW-0246,2026北京东城高三一模 第20题,2026,东城,一模,20,subjective,B,True,2026-04-25 夜间监管补丁,题干围绕“我国不断深化对生态文明建设的规律性认识”设问。,实践决定认识；认识反作用于实践；真理在实践中检验和发展；认识上升性；发展观；人民群众/人民立场；上层建筑反作用经济基础,细则把关键词锁定在“不断深化”“规律性认识”。这类材料不是单讲生态建设措施，而是讲认识从实践中来、在实践中深化，并继续指导生态文明建设。因而稳定触发实践与认识关系、真理发展和认识上升。同时，评标 PPT 明确列出人民角度和法治角度，要求把规律性认识落到人民生态权益和生态治理法治化中。,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区一模__2026东城一模.md,2026|东城|一模|20
V3-FW-0261,2026北京西城高三一模 第1题,2026,西城,一模,1,choice,C,False,2026西城一模选择题正确项补充（答案源支持）,百年不同时代中，青年使命从救亡图存、艰苦奋斗到强国有我不断展开；正确项强调青年与国家民族命运紧密相连，并应立足所处时代规划人生、开创历史。,社会存在与社会意识；人生价值；主观能动性,材料把青年选择放在时代条件中考察，说明个人理想不能脱离社会历史条件；同时正确项没有把青年写成被动适应者，而是强调在时代中主动规划和创造，因此稳定触发社会存在与社会意识、人生价值实现和主观能动性。,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区一模__2026西城一模.md,2026|西城|一模|1
V3-FW-0262,2026北京西城高三一模 第5题,2026,西城,一模,5,choice,C,False,2026西城一模选择题正确项补充（答案源支持）,便利店小黑板留言把个体生活感怀转化为公共空间中的文字接力，让文学在烟火日常中“活”起来。,人民群众；文化创造；意识活动的目的性和创造性,正确项落在便利店文学契合社交需求、人民群众是文化创造主体。材料不是把文学来源归结为抽象情感，而是把普通人的日常生活、表达需求和共享空间联系起来，触发人民群众在文化创造中的主体地位和意识创造性。,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区一模__2026西城一模.md,2026|西城|一模|5
V3-FW-0263,2026北京西城高三一模 第6题,2026,西城,一模,6,choice,C,False,2026西城一模选择题正确项补充（答案源支持）,创新应用场景连接技术与产业、研发与市场，通过工业、康养、交通、民生等多样场景检验技术并促进价值转化。,联系观点；系统观念；价值转化,正确项强调建立多样联系形式、满足多元需求、促进价值转化。材料把技术、产品、产业、市场和公共需求放进同一场景网络中，说明创新不是单点突破，而是通过系统联系把技术能力转化为现实价值。,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区一模__2026西城一模.md,2026|西城|一模|6
V3-FW-0264,2026北京西城高三一模 第7题,2026,西城,一模,7,choice,C,False,2026西城一模选择题正确项补充（答案源支持）,“手搓创新”依托AI、开源社区等工具，使普通人和小团队把创意转化为实际产品。,实践的社会历史性；科技为人的价值取向；主观能动性,正确项同时强调科技进步反映实践的社会历史性，以及科技发展满足个性化创意需求。材料中的个人巧思不是脱离社会分工的孤立活动，而是依托当代技术条件和协作网络实现，因此稳定触发实践社会历史性和科技服务人的价值取向。,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区一模__2026西城一模.md,2026|西城|一模|7
V3-FW-0285,2025北京房山高三一模 第1题,2025,房山,一模,1,choice,C,False,本轮选择题进展（2025房山一模三线闭环）,量子通信、细胞疗法、嫦娥工程、“梦想”号等基础研究和前沿科学突破共同提升创新力。,生产力观点 / 科技创新推动社会发展,材料不是单写某个技术成果，而是把一组科技突破与国家发展目标联系起来，说明科技创新能够转化为推动生产力发展和现代化建设的动力。因此选择题正确项稳定触发“科技创新推动生产力发展”的历史唯物主义链条。,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区一模__2025房山一模.md,2025|房山|一模|1
V3-FW-0286,2025北京房山高三一模 第2题,2025,房山,一模,2,choice,C,False,本轮选择题进展（2025房山一模三线闭环）,“打造能出汗的体育课”不仅增强体质，还服务健全人格，并发挥体育对德智体美劳全面发展的基础性作用。,整体与部分 / 系统观念 / 统筹兼顾,题干把体育课放进学生全面发展的整体结构中理解，而不是只看体育这一局部。体育作为局部要服从并服务于全面育人整体目标，因此正确项“统筹兼顾、促进全面发展”稳定触发整体与部分、系统观念。,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区一模__2025房山一模.md,2025|房山|一模|2
V3-FW-0287,2025北京房山高三一模 第3题,2025,房山,一模,3,choice,C,True,本轮选择题进展（2025房山一模三线闭环）,智能养老设备不断普及，同时操作复杂、隐私担忧导致部分老年人不适应甚至抵触。,矛盾就是对立统一 / 矛盾斗争性,同一对象“智能养老设备”既带来养老便利，也暴露适老化不足和隐私顾虑。正确项落到“不适应”体现矛盾斗争性，说明新技术推广不能单面看积极作用，而要看到其中相互排斥、相互制约的一面。,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区一模__2025房山一模.md,2025|房山|一模|3
V3-FW-0288,2025北京房山高三一模 第4题,2025,房山,一模,4,choice,C,True,本轮选择题进展（2025房山一模三线闭环）,北京大气污染治理形成经验，曼谷借鉴时仍要考虑自身环境状况、发展水平和治理条件。,矛盾普遍性和特殊性 / 具体问题具体分析,北京经验代表治理空气污染的共性认识，但曼谷有自身特殊条件。正确项强调共性与个性具体的历史的统一，说明借鉴经验不能照搬模板，而要在普遍方法指导下分析本地特殊性。,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区一模__2025房山一模.md,2025|房山|一模|4
V3-FW-0289,2025北京房山高三一模 第5题,2025,房山,一模,5,choice,C,False,本轮选择题进展（2025房山一模三线闭环）,青春版《牡丹亭》保留昆曲传统内核，又通过舞台、服装、人物等形式创新吸引国内外年轻观众。,辩证否定 / 守正创新 / 内容与形式统一,材料的关键不是抛弃传统，也不是原样保存传统，而是在保留昆曲内核的基础上更新舞台表达形式。正确项“守正创新、内容美与形式美统一”呈现继承与发展的扬弃结构，可稳定归入辩证否定和守正创新。,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区一模__2025房山一模.md,2025|房山|一模|5
V3-FW-0290,2025北京海淀高三一模 第2题,2025,海淀,一模,2,choice,C,False,本轮选择题进展（2025海淀一模三线闭环）,华夏先民观天象、察物候、授农时、定节气，形成顺时而为、与时偕行的实践智慧。,尊重客观规律与发挥主观能动性,材料不是让人被动顺从自然，而是在把握四时轮转、节气变化等客观节律基础上安排农事生活。正确项“主动作为与敬畏自然相统一”说明人既要尊重自然规律，又要能动利用规律服务实践。,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区一模__2025海淀一模.md,2025|海淀|一模|2
V3-FW-0291,2025北京海淀高三一模 第4题,2025,海淀,一模,4,choice,C,False,本轮选择题进展（2025海淀一模三线闭环）,体育承载国家强盛、民族振兴梦想，学生、学校分别要在体育活动中增强体质、健全人格、锤炼意志并创造条件。,整体与部分 / 系统观念 / 全面发展,题干把体育放进学生全面发展和民族复兴的整体目标中，正确项同时落到学生主体努力和学校条件保障，说明体育育人不是单点训练，而是身心、人格、意志和育人条件的系统协同。,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区一模__2025海淀一模.md,2025|海淀|一模|4
V3-FW-0292,2025北京海淀高三一模 第5题,2025,海淀,一模,5,choice,C,False,本轮选择题进展（2025海淀一模三线闭环）,生态产品价值实现机制要求在严格保护生态环境前提下，由政府和市场通过合理路径把生态产品价值转化为经济价值和社会价值。,矛盾运动观点 / 动态性思维 / 生态价值转化,生态价值不是静态摆放在那里就会自动变现，而是在保护与转化、政府与市场、经济价值与社会价值的互动中实现。正确项强调用矛盾运动观点动态思考，说明答题要抓住生态保护和价值实现之间的辩证关系。,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区一模__2025海淀一模.md,2025|海淀|一模|5
V3-FW-0293,2025北京海淀高三一模 第8题,2025,海淀,一模,8,choice,C,False,本轮选择题进展（2025海淀一模三线闭环）,养老服务改革从服务网络、多层级服务形态、主体协同机制、要素保障等方面作基础制度安排。,联系的观点 / 系统观念 / 多主体协同,材料不是单讲某一项养老服务，而是把网络、层级、主体和要素保障纳入同一个制度系统。正确项中的基层党组织统筹资源、志愿服务常态化，都要放在养老服务体系整体中理解，因此稳定触发联系观点和系统观念。,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区一模__2025海淀一模.md,2025|海淀|一模|8
V3-FW-0296,2025北京石景山高三一模 第2题,2025,石景山,一模,2,choice,C,False,本轮选择题进展（2025石景山一模三线闭环）,非物质文化遗产长于大地、顺于时令、源于劳作、寓于生活，是人民世代相传的文化实践、表现形式和知识技能。,实践是文化发展的源泉 / 人民群众是文化创造主体,题干把非遗放回生产生活和人民传承中理解，说明文化不是脱离实践的纯观念，而是在群众长期生活实践中形成、延续和发展。正确项“源自群众生产实践、保护传承应回归生活本身”稳定触发实践和人民群众维度。,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区一模__2025石景山一模.md,2025|石景山|一模|2
V3-FW-0297,2025北京石景山高三一模 第3题,2025,石景山,一模,3,choice,C,True,本轮选择题进展（2025石景山一模三线闭环）,党在革命、建设、改革不同时期提出一系列“法宝”，并在实践中运用、检验和发展这些方法论经验。,实践是认识的基础 / 真理和认识接受实践检验,“法宝”不是抽象口号，而是党在应对时代任务和风险挑战中形成的经验总结。正确项强调其主观同客观相符合、既指导实践也接受实践检验，说明经验性认识要回到实践中验证并服务实践。,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区一模__2025石景山一模.md,2025|石景山|一模|3
V3-FW-0298,2025北京石景山高三一模 第4题,2025,石景山,一模,4,choice,C,True,本轮选择题进展（2025石景山一模三线闭环）,延迟退休坚持自愿、弹性原则，房地产调控赋予地方自主权并允许有关城市因地制宜调整限购政策。,一切从实际出发 / 实事求是；适度原则,材料中的“自愿、弹性、自主、允许”不是放任主观愿望，而是在不同主体、不同地方条件和不同利益诉求之间寻求稳妥平衡。正确项强调实事求是、协调利益和适度推进，说明改革要从实际出发，把握节奏和度。,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区一模__2025石景山一模.md,2025|石景山|一模|4
V3-FW-0299,2025北京石景山高三一模 第10题,2025,石景山,一模,10,choice,C,False,本轮选择题进展（2025石景山一模三线闭环）,农村土地制度改革盘活集体经营性建设用地、宅基地和承包地等资源，让农民分享改革红利。,社会基本矛盾 / 生产关系适应生产力 / 改革,题干的土地制度改革首先是生产关系层面的调整，目的在于让土地资源配置更适应农村生产力发展和农民权益保障。正确项强调依法占有、使用、收益以及土地权益实现形式丰富，稳定触发生产关系调整和改革促进发展。,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区一模__2025石景山一模.md,2025|石景山|一模|10
V3-FW-0300,2025北京石景山高三一模 第21题,2025,石景山,一模,21,subjective,A,True,本轮选择题进展（2025石景山一模三线闭环）,党加强顶层设计、整体谋划，确立新理念新机制，破除旧观念旧体制，推动制度更加成熟定型。,社会基本矛盾 / 改革的实质 / 上层建筑和生产关系调整,评分细则把改革实质、全面深化改革总目标和社会发展规律列为可用模块。进一步全面深化改革通过调整不适应生产力发展的生产关系、完善不适应经济基础的上层建筑，把制度优势转化为治理效能，因此能推动社会主义现代化建设。,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区一模__2025石景山一模.md,2025|石景山|一模|21
V3-FW-0302,2025北京门头沟高三一模 第5题,2025,门头沟,一模,5,choice,C,False,本轮选择题进展（2025门头沟一模三线闭环）,模式口灯会把元宵灯会、京西烟火、传统宫灯、现代光影科技和民俗表演放在同一文化场景中。,文化传承 / 发展观点 / 优秀文化功能,正确项没有把传统灯会写成已经被“重新发明”的新文化，而是强调传统灯会在世代相传中保留基本特征，同时优秀灯会文化能够引领风尚、教育人民、推动发展。材料说明传统文化生命力来自连续性和时代化呈现之间的贯通，因此可作为文化传承与发展观点的触发链。,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区一模__2025门头沟一模.md,2025|门头沟|一模|5
V3-FW-0303,2025北京门头沟高三一模 第6题,2025,门头沟,一模,6,choice,C,True,本轮选择题进展（2025门头沟一模三线闭环）,关于 AI 作品是否拥有著作权，支持者和反对者基于研发投入、情感意识、创作主体等不同角度提出相反判断。,认识主体差异性 / 真理标准,同一对象出现不同看法，不等于存在多个真理，也不等于没有判定标准；它说明认识会受到主体立场、知识背景和评价尺度影响。题干的正确项落在“看法因人而异、具有主体差异性”，因此稳定触发认识主体差异，但仍要保留实践和法律规则作为判定标准。,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区一模__2025门头沟一模.md,2025|门头沟|一模|6
V3-FW-0304,2025北京门头沟高三一模 第7题,2025,门头沟,一模,7,choice,C,True,本轮选择题进展（2025门头沟一模三线闭环）,黄旭华把个人理想融入国家安全，带领团队攻克核潜艇关键技术，并以事迹激励更多人投身国家建设。,实现人生价值 / 主观能动性 / 个人与社会统一,材料的重心不是个人单独成名，也不是只强调外部条件，而是个人理想、国家需要、团队攻关和民族复兴目标相统一。正确项强调发挥主观能动性、在个人与社会统一中创造价值，说明人生价值要在服务国家和人民的实践中实现。,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区一模__2025门头沟一模.md,2025|门头沟|一模|7
V3-FW-0305,2025北京门头沟高三一模 第16题,2025,门头沟,一模,16,subjective,A,True,本轮选择题进展（2025门头沟一模三线闭环）,故宫数字文物展览、八达岭长城智能导览、北京胡同数字地图与多媒体展示，使古老文化遗产在数字化转型中获得新的呈现方式。,发展观点,评分细则明确允许从发展的观点分析。材料不是静态保存文化遗产，而是写文化遗产随着技术条件和人民文化需求变化而获得新的展示、体验和传播形态。文化传承处在变化发展过程中，数字化转型体现以发展的眼光看文化资源活化。,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区一模__2025门头沟一模.md,2025|门头沟|一模|16
V3-FW-0306,2025北京门头沟高三一模 第16题,2025,门头沟,一模,16,subjective,A,True,本轮选择题进展（2025门头沟一模三线闭环）,古老文化遗产与现代数字技术深度融合，既保护和传承文化，又借助科技实现创新表达。,对立统一 / 矛盾分析法,评分细则把“文化传承与科技创新之间存在矛盾，但数字化转型实现二者统一”列为哲学加分角度。材料中的“古老”与“现代”、“传承”与“创新”不是二选一关系，而是在数字化实践中相互制约又相互成就，因此触发对立统一。,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区一模__2025门头沟一模.md,2025|门头沟|一模|16
V3-FW-0307,2025北京门头沟高三一模 第16题,2025,门头沟,一模,16,subjective,A,True,本轮选择题进展（2025门头沟一模三线闭环）,数字文物展览、智能导览和胡同多媒体展示满足观众更高层次文化体验需求，符合北京文旅数字化转型方向。,价值判断与价值选择,评分细则明确可从价值判断和价值选择标准作答，要求落到符合社会发展需求、满足人民对文化生活更高追求。材料把数字化转型与观众体验、文旅发展和文化传承连接起来，说明这种选择不是技术炫技，而是面向人民文化需求和社会发展需要作出的价值选择。,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区一模__2025门头沟一模.md,2025|门头沟|一模|16
V3-FW-0308,2025北京门头沟高三一模 第21题（1）,2025,门头沟,一模,21,subjective,A,True,本轮选择题进展（2025门头沟一模三线闭环）,门头沟从“千年煤城”转向“京西智谷”，关闭矿山、培育 AI 与生物医药双引擎，并推动产业、生态、社会协同转型。,辩证否定 / 发展观点 / 系统观念,评分细则要求运用辩证思维破解发展矛盾，尤其是辩证否定、整体性和动态性。材料不是简单否定采煤历史，而是在承认旧产业贡献和现实约束基础上破除路径依赖、培育新动能，形成产业转型、生态涵养和民生改善的系统发展链。,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区一模__2025门头沟一模.md,2025|门头沟|一模|21
V3-FW-0309,2025北京门头沟高三一模 第21题（1）,2025,门头沟,一模,21,subjective,A,True,本轮选择题进展（2025门头沟一模三线闭环）,门头沟立足资源约束和首都生态涵养功能定位，预见煤炭产业不可持续，果断关停矿山并发展新质生产力。,尊重客观规律与发挥主观能动性 / 科学思维客观性和预见性,评分细则要求写“遵循科学思维的客观性和预见性，立足实际或遵循客观规律”。材料先给出千年煤城的现实基础和生态涵养定位，再写主动关停矿山、培育新产业，说明高质量转型必须在把握客观条件和发展规律基础上主动作为。,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区一模__2025门头沟一模.md,2025|门头沟|一模|21
V3-FW-0310,2025北京门头沟高三一模 第21题（2）,2025,门头沟,一模,21,subjective,A,True,本轮选择题进展（2025门头沟一模三线闭环）,门头沟服务首都发展大局、落实生态涵养功能定位，关闭全部矿山，探索“绿水青山”向“金山银山”转化。,主观与客观具体的历史的统一 / 正确价值判断与价值选择,评分细则第21（2）允许从“主观与客观、认识与实践具体的历史的统一”和“正确价值判断与价值选择”作答。材料把区域发展选择放在首都功能定位、生态规律和人民长远利益中衡量，说明高质量发展不能沿用资源消耗路径，而要在客观条件变化中作出符合人民利益和社会发展方向的选择。,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区一模__2025门头沟一模.md,2025|门头沟|一模|21
V3-FW-0311,2025北京门头沟高三一模 第21题（2）,2025,门头沟,一模,21,subjective,A,True,本轮选择题进展（2025门头沟一模三线闭环）,门头沟建成算力中心、算法登记服务中心、数智人产业基地，持续培育人工智能、超高清数字视听、医疗器械等新产业。,主观能动性 / 意识的能动作用 / 创新驱动发展,评分细则第21（2）把“意识的能动作用”列入可用哲学角度。材料显示转型不是自然发生，而是通过规划产业方向、搭建平台、引入创新中心和打造 IP，把对未来产业趋势的认识转化为现实建设行动，因此触发主观能动性。,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区一模__2025门头沟一模.md,2025|门头沟|一模|21
V3-FW-0313,2025北京门头沟高三一模 第21题（2）,2025,门头沟,一模,21,subjective,A,True,本轮选择题进展（2025门头沟一模三线闭环）,门头沟作为革命老区，在绿色转型和产业升级中努力让老区人民过上好日子。,人民群众 / 价值观导向 / 价值判断与价值选择,评分细则第21（2）把以人民为中心、共同富裕、正确价值判断与价值选择作为可用方向。材料中的“老区人民过上好日子”把转型目标落到人民生活改善，而不是只追求产业指标，说明高质量发展必须坚持人民立场，把人民利益作为价值选择标准。,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区一模__2025门头沟一模.md,2025|门头沟|一模|21
