label,qid,parent,child,thinking_type,small_method,material_action,trigger_logic,answer_sentence,prompt,prompt_status,evidence_level,source_packet,cov_question_id,cov_year,cov_district,cov_stage,cov_suite_name,cov_question_no,cov_book_part,cov_question_type,cov_evidence_level,cov_source_packet,cov_status,cov_decision_reason,audit_status,reason,entry_id,question_id,status,rubric_source
,,,,辩证思维/模块边界,整体性/实践第一边界/思维抽象误挂,学农教育让学生走进田间整地做畦、移栽菜苗，并在操作间炒菜、做豆腐；题目把农业技能培养和劳动价值观塑造放在同一活动中考查。,正确项④把技能培养与价值观塑造合看，触发辩证思维整体性；正确项①属于必修四实践第一观点，只作混合题边界；②把亲身劳作误写成思维的直接性，③把从劳动实践提炼劳动价值误升为思维抽象到思维具体，均提示选必三术语误挂。,门头沟一模 Q7 选 B，即①④。选必三只登记④的辩证思维整体性信号：同一学农活动兼顾技能培养和价值观塑造，体现整体把握；①按必修四实践第一处理，不能并入选必三主链。,,,B-choice-signal,,Q0099,2026,门头沟,一模,2026门头沟一模,7,thinking,choice_question,B-choice-signal,02_codex_lane/GAP011_2026_MENTOUGOU_YIMO_Q7_SOURCE_LOCK.md#q0099-2026门头沟一模-q7,source_locked_pending_external_review,官方答案锁定 Q7=B；正确项①为必修四实践第一观点，④为辩证思维整体性，只登记④及②③错项为选必三思维选择题信号，不升格主观题链,excluded_from_thinking_body,not_thinking_main_question,MT0044,Q0099,source_locked_pending_external_review,gpt_sources/e84e6bbdd8988978_门头沟区高三政治一模试卷.md:117-124; gpt_sources/89313bd871502cf4_2026门头沟一模细则.md:20-52
2026延庆一模 Q18(2),Q0100,辩证思维,辩证否定与扬弃,复合思维方法,辩证思维/适度原则/创新思维/辩证否定,虚拟数字人直播既有低成本、无间断、精准匹配等行业活力，又被不法商家滥用于仿冒欺诈；社会治理观点在全面禁止与放任自由两个极端之间拉扯。,优势和乱象并存触发联系、发展、全面和矛盾分析法；全面禁止与放任自由都走向极端，触发适度原则；新兴技术要在治理中升级技术、规则和应用方式，触发创新思维；不能简单全盘否定也不能无条件放任，触发辩证否定。,看待虚拟数字人直播要坚持辩证思维，既看到其赋能市场的积极作用，也正视仿冒欺诈等问题；治理上坚持适度原则，反对全面禁止和放任自由两个极端；同时运用创新思维和辩证否定，在规范中推动技术升级和规则完善。,结合材料二，运用《逻辑与思维》的相关知识，谈谈你对虚拟数字人直播的思考。,paper_line_locked_prompt,A-formal,02_codex_lane/GAP015_2026_YANQING_YIMO_Q18_2_SOURCE_LOCK.md#q0100-2026延庆一模-q182,Q0100,2026,延庆,一模,2026延庆一模,18(2),thinking,main_question,A-formal,02_codex_lane/GAP015_2026_YANQING_YIMO_Q18_2_SOURCE_LOCK.md#q0100-2026延庆一模-q182,source_locked_pending_external_review,正式细则锁定虚拟数字人直播题：辩证思维、适度原则、创新思维/三新、辩证否定四选四，按《逻辑与思维》主观题登记,included_thinking_main,paper_line_locked_prompt,,,,
2026东城一模 Q19(4),Q0101,辩证思维,分析与综合、整体性与系统观念,系统观念与创新思维,整体性/综合思维/发散聚合/超前思维/动态性,中关村原创性技术先从“0”到“1”实现原始突破，再把“1”拉长、推进，实现从有到强、从点到链的系统跃升，让原创成果走下书架、摆上货架。,从单点突破到链式升级触发系统观念、整体布局和综合思维；基础研究、技术研发、成果转化、产业应用各环节贯通触发整体性和结构优化；拓展应用场景、整合政策平台资金市场等资源触发发散聚合；研判科技转化矛盾和产业趋势触发超前思维和动态性。,中关村要立足科技创新整体布局，综合统筹基础研究、技术研发、成果转化和产业应用各环节，推动产学研用协同；同时运用创新思维，拓展应用场景、整合政策平台和市场资源，前瞻布局成果评价、产权激励和转化推广机制，把原创技术从单点突破推进为链式升级。,2035年，中关村将建成全球科技创新的主要引擎和关键枢纽。结合材料，运用系统观念与创新思维的知识，谈谈中关村应如何“把‘1’拉长、推进”。,paper_line_locked_prompt,A-formal,02_codex_lane/GAP016_2026_DONGCHENG_YIMO_Q19_4_SOURCE_LOCK.md#q0101-2026东城一模-q194,Q0101,2026,东城,一模,2026东城一模,19(4),thinking,main_question,A-formal,02_codex_lane/GAP016_2026_DONGCHENG_YIMO_Q19_4_SOURCE_LOCK.md#q0101-2026东城一模-q194,source_locked_pending_external_review,正式细则锁定中关村把‘1’拉长推进题：系统观念知识、创新思维知识、对应分析分，系统角度不足可由动态性替代,included_thinking_main,paper_line_locked_prompt,,,,
2026房山一模 Q18(1),Q0102,辩证思维,分析与综合、整体性与系统观念,辩证思维,整体性/分析与综合/矛盾分析法/动态性/质量互变,北京治理常态蓝天时，系统治理统筹产业、能源、交通、用地四大结构调整并协同控制多污染物；精准施策聚焦重点区域、重点行业、重点时段，分区分类、一企一策；久久为功以日积月累的持续治理推动空气质量稳步提升。,系统治理和多污染物协同控制触发整体性、分析与综合和系统优化；精准施策、分区分类、一企一策触发矛盾分析法和具体问题具体分析；久久为功、日积月累到空气质量稳步提升触发动态性、发展观点和量变到质变。立足实践可作支撑，不替代三条辩证思维主链。,北京运用辩证思维，坚持整体性和分析综合，统筹产业、能源、交通、用地四大结构调整并协同控制多污染物；坚持矛盾分析法，聚焦重点区域、行业和时段，一企一策精准治理；坚持动态性和质量互变，以久久为功的持续治理推动空气质量稳步提升，实现常态蓝天。,结合材料一，运用辩证思维方法，分析北京是如何通过科学治理实现“常态蓝天”的。,section_prompt,A-formal,02_codex_lane/GAP017_2026_FANGSHAN_YIMO_Q18_1_SOURCE_LOCK.md#q0102-2026房山一模-q181,Q0102,2026,房山,一模,2026房山一模,18(1),thinking,main_question,A-formal,02_codex_lane/GAP017_2026_FANGSHAN_YIMO_Q18_1_SOURCE_LOCK.md#q0102-2026房山一模-q181,source_locked_pending_external_review,原卷渲染页和正式细则锁定常态蓝天治理题：系统治理触发整体性/分析综合，精准施策触发矛盾分析法，久久为功触发动态性和质量互变,included_thinking_main,section_prompt,,,,
,,,,辩证思维/发展观点边界,矛盾双方转化/发展观点,长白山夏日山地旅游成功破圈，工业遗址从沉睡厂房蝶变为文旅空间，材料强调以全新视角实现资源再利用、打开发展新思路。,正确项②把资源再利用和困难克服理解为创造条件推动矛盾双方转化，可作辩证思维选择题信号；正确项④落在发展观点和新视角新方法。①把系统优化误写成部分功能之和大于整体功能，③把意识能动性方向写反。,石景山一模 Q2 选 D，即②④。就选必三而言，只登记②的辩证思维矛盾转化信号；④按发展观点保留边界，不能把本题升格为完整主观题触发链。,,,B-choice-signal,,Q0103,2026,石景山,一模,2026石景山一模,2,thinking,choice_question,B-choice-signal,02_codex_lane/GAP018_2026_SHIJINGSHAN_YIMO_Q2_Q5_Q6_Q7_Q17_2_SOURCE_LOCK.md#q0103-2026石景山一模-q2,source_locked_pending_external_review,官方答案锁定 Q2=D；②为辩证思维矛盾转化信号，④为发展观点，作为混合选择题信号，不升格主观题链,excluded_from_thinking_body,not_thinking_main_question,MT0048,Q0103,source_locked_pending_external_review,"gpt_sources/0d4a5cd29c2e6961_2026北京石景山高三一模政治_教师版.md:38-46,288-290; gpt_sources/78d97b669465d8a5_2026石景山一模细则.md:23-25"
2026石景山一模 Q17(2),Q0107,创新思维,超前思维,创新思维,联想思维/发散与聚合思维/超前思维,国家把中医药文化建设纳入中华优秀传统文化传承发展工程，开展健康文化推进行动、文化传播行动，提出加大中医药文化活动和产品供给，并在健康中国背景下推进中医药传承创新。,把传统诊疗方法与智能传感技术结合，触发联想思维；从文化传播、教育传承、产业融合等多维度提建议，触发发散思维；整合学校、社区、家庭等资源，触发聚合思维；面向健康中国、康养产业和国际传播提前布局，触发超前思维。,传承中医药文化要运用创新思维，一方面发散打开传播、教育、产业等多种路径，并聚合学校、社区、家庭和数字平台等资源，形成常态化传播场景；另一方面运用超前思维，立足健康中国建设和国际传播趋势，提前布局中医药康养服务、数字体验和对外传播路径。,结合材料二，运用创新思维的知识，为传承中医药文化提出两条建议。,source_lock_locked_prompt,A-formal,02_codex_lane/GAP018_2026_SHIJINGSHAN_YIMO_Q2_Q5_Q6_Q7_Q17_2_SOURCE_LOCK.md#q0107-2026石景山一模-q172,Q0107,2026,石景山,一模,2026石景山一模,17(2),thinking,main_question,A-formal,02_codex_lane/GAP018_2026_SHIJINGSHAN_YIMO_Q2_Q5_Q6_Q7_Q17_2_SOURCE_LOCK.md#q0107-2026石景山一模-q172,source_locked_pending_external_review,正式细则锁定创新思维建议题：发散与聚合思维、超前思维等角度，一条正确建议3分，两条6分,included_thinking_main,source_lock_locked_prompt,,,,
,,,,创新思维/辩证思维,逆向思维/动态性,科技成果原本通常先付费再使用，题中专利实施许可改为免费使用一年后根据使用情况再付费，让成果转化模式从前置交易转为试用验证后的动态付费。,先使用后付费反向调整通常交易顺序，触发逆向思维；根据后续使用情况决定付费，把技术成果转化看作可观察、可调整的动态过程，触发辩证思维动态性。,丰台二模 Q12 选 C，即②③。科技成果先使用后付费，是把传统先付费后使用的顺序反过来设计，并根据使用效果动态决定付费，有利于更好解决科技成果转化问题。,,,A-support,,Q0108,2025,丰台,二模,2025丰台二模,12,thinking,choice_question,A-support,02_codex_lane/GAP019_2025_FENGTAI_ERMO_Q12_Q13_Q14_Q16_2_Q19_1_SOURCE_LOCK.md#q0108-2025丰台二模-q12,source_locked_pending_external_review,教师版原题和答案键锁定 Q12=C；科技成果先使用后付费训练逆向思维和辩证思维动态性，未找到独立客观题细则，按 A-support,excluded_from_thinking_body,not_thinking_main_question,MT0050,Q0108,source_locked_pending_external_review,"gpt_sources/9f3b486088840b52_2025北京丰台高三二模政治_教师版.md:177-184,368-373"
,,,,辩证思维/认识发展历程,感性具体到思维抽象/辩证思维方法,马克思从具体商品中舍弃个性形成商品概念，又通过分析商品、货币、资本、剩余价值和资本主义基本矛盾，把握社会发展规律。,舍弃具体商品个性形成商品概念，触发从感性具体到思维抽象；通过分析资本主义社会基本矛盾把握社会发展规律，触发辩证思维方法。,丰台二模 Q14 选 B，即①④。形成商品概念体现从感性具体到思维抽象；分析资本主义社会基本矛盾并把握社会发展规律，体现辩证思维方法。,,,A-support,,Q0110,2025,丰台,二模,2025丰台二模,14,thinking,choice_question,A-support,02_codex_lane/GAP019_2025_FENGTAI_ERMO_Q12_Q13_Q14_Q16_2_Q19_1_SOURCE_LOCK.md#q0110-2025丰台二模-q14,source_locked_pending_external_review,教师版原题和答案键锁定 Q14=B；商品到资本主义矛盾链训练感性具体到思维抽象和辩证思维方法，按 A-support,excluded_from_thinking_body,not_thinking_main_question,MT0051,Q0110,source_locked_pending_external_review,"gpt_sources/9f3b486088840b52_2025北京丰台高三二模政治_教师版.md:191-198,368-373"
2025丰台二模 Q19(1),Q0112,辩证思维,分析与综合、整体性与系统观念,辩证思维,综合治理/多条件协同,观点把给 AI 装上版权雷达这一单一技术措施说成能防止点击盗版资源网站；题目要求补充法律追责机制、技术检测、用户素养提升等配套条件，并点明需要辩证思维。,单一技术装置只是重要条件，不足以穷尽防盗版传播的全部条件；版权保护要把技术、法律、平台和用户行为综合起来看，触发辩证思维和综合治理。,防止点击盗版资源网站不能只依靠 AI 版权雷达，还要配套法律追责机制、技术检测和用户素养提升，运用辩证思维采取多种措施，才能有效防止盗版资源传播。,有人认为：只要给AI装上“版权雷达”，提前扫描问题指令，就能防止点击盗版资源网站。判断该观点是否正确，并运用《逻辑与思维》知识说明理由。,rubric_locked_prompt,A-formal,02_codex_lane/GAP019_2025_FENGTAI_ERMO_Q12_Q13_Q14_Q16_2_Q19_1_SOURCE_LOCK.md#q0112-2025丰台二模-q191,Q0112,2025,丰台,二模,2025丰台二模,19(1),thinking+reasoning,main_question,A-formal,02_codex_lane/GAP019_2025_FENGTAI_ERMO_Q12_Q13_Q14_Q16_2_Q19_1_SOURCE_LOCK.md#q0112-2025丰台二模-q191,source_locked_pending_external_review,阅卷评标细则锁定 AI 版权雷达观点辨析：重要条件但非充分条件，并要求配套法律技术用户素养和辩证思维，多措施综合治理,included_thinking_main,rubric_locked_prompt,,,,
2026丰台二模 Q21,Q0115,创新思维,超前思维,创新思维,联想思维/发散思维与聚合思维/逆向思维或超前思维变通,材料把公园从休闲场所变为立体课堂，将生态资源迁移到教育教学；用“3+X”课程体系围绕生态、劳动、人文等模块开发校本课程，并联动文旅、科协、街道等多方力量打造乐学生态圈。,生态资源迁移到教育教学触发联想思维；多模块、多方向课程开发触发发散思维，围绕乐学课程集中资源和力量触发聚合思维；从休闲场所反向改造为立体课堂可作逆向思维变通，面向精品乐学生态圈持续布局可作超前思维变通。,该区运用创新思维，把公园生态资源迁移到教育教学中，拓展全域育人空间；又通过“3+X”课程体系发散开发生态、劳动、人文等课程，并聚合学校、公园、文旅、科协和街道等资源，让公园从休闲场所变成乐学课堂。,结合材料，运用创新思维，分析该区是如何让公园成为乐学之地的。,section_explicit_question,A-formal,02_codex_lane/GAP020_2026_FENGTAI_DONGCHENG_ERMO_Q8_Q9_Q21_Q12_Q18_SOURCE_LOCK.md#q0115-2026丰台二模-q21,Q0115,2026,丰台,二模,2026丰台二模,21,thinking,main_question,A-formal,02_codex_lane/GAP020_2026_FENGTAI_DONGCHENG_ERMO_Q8_Q9_Q21_Q12_Q18_SOURCE_LOCK.md#q0115-2026丰台二模-q21,source_locked_pending_external_review,主观题阅卷细则锁定乐学公园创新思维：立足实践与三新、联想思维、发散与聚合思维；变通答案允许超前思维或逆向思维合理给分,included_thinking_main,section_explicit_question,,,,
2026东城二模 Q18,Q0117,创新思维,超前思维,超前思维/创新治理思路,主动预判/主动干预/治理效能提升,题目把人体健康领域的体检思维延伸到治理领域，体检思维的核心是提前预判、主动干预；题目要求价值层面围绕创新治理思路和提高治理效能。,人体体检到治理体检首先是类比推理；落到思维方法时，“提前预判、主动干预、主动防范、提升预见性和针对性”触发超前思维，服务于创新治理思路和治理效能提升。,治理领域借鉴体检思维，运用类比推理把人体健康管理中的提前预判、主动干预迁移到治理中，有利于突破治理思路局限，推动治理从被动处置转向主动防范，提升预见性、针对性和治理效能。,体检思维从人体健康领域延伸到治理领域，运用了哪种推理类型？结合材料，运用《逻辑与思维》知识，谈谈在治理领域运用这种推理的价值。,section_explicit_question,A-formal,02_codex_lane/GAP020_2026_FENGTAI_DONGCHENG_ERMO_Q8_Q9_Q21_Q12_Q18_SOURCE_LOCK.md#q0117-2026东城二模-q18,Q0117,2026,东城,二模,2026东城二模,18,thinking+reasoning,main_question,A-formal,02_codex_lane/GAP020_2026_FENGTAI_DONGCHENG_ERMO_Q8_Q9_Q21_Q12_Q18_SOURCE_LOCK.md#q0117-2026东城二模-q18,source_locked_pending_external_review,正式阅卷细则锁定体检思维为类比推理2分，价值围绕创新治理思路和提高治理效能各2分；同时保留超前思维的主动防范、预见性和针对性触发,included_thinking_main,section_explicit_question,,,,
,,,,形象思维,意象表达/情感意境呈现,许渊冲翻译《春晓》时用和风、阵雨、慵懒、鸟鸣等核心意象表达原作意境之美。,翻译不是抽象概念推演，而是借可感意象承载情感与意境，让读者通过具体形象把握诗意，触发形象思维。,朝阳二模 Q5 选 C，即②④。译者用和风、阵雨、慵懒、鸟鸣等自然意象展现原作情感意境，体现形象思维。,,,A-support,,Q0118,2026,朝阳,二模,2026朝阳二模,5,thinking,choice_question,A-support,02_codex_lane/GAP021_2026_CHAOYANG_ERMO_Q5_Q6_Q7_Q19_1_SOURCE_LOCK.md#q0118-2026朝阳二模-q5,source_locked_pending_external_review,教师版原题和答案表锁定 Q5=C；诗歌翻译用核心意象表达原作情感意境，训练形象思维；无独立客观题细则，按 A-support,excluded_from_thinking_body,not_thinking_main_question,MT0055,Q0118,source_locked_pending_external_review,"09_logs/2026_ermo_text_extract/2026朝阳二模_试卷_2026北京朝阳高三二模政治_教师版_.docx.txt:31-36,289-290"
,,,,创新思维,思路多向性与跨越性,创客社团把脑电波技术、人工智能与传统轮椅结合，历时四年研发出具备脑电操控、障碍提醒、跌倒报警和安全防护功能的智能轮椅，解决行动不便者生活难题。,跨技术组合和突破传统轮椅功能局限，说明思路不是单一路径延伸，而是从脑电、AI、辅助出行等方向跨越连接，触发创新思维的思路多向性与跨越性。,朝阳二模 Q7 选 D。智能轮椅把脑电波技术、人工智能与传统轮椅结合，突破传统轮椅功能局限并实现脑电操控，体现创新思维的思路多向性与跨越性。,,,A-support,,Q0120,2026,朝阳,二模,2026朝阳二模,7,thinking,choice_question,A-support,02_codex_lane/GAP021_2026_CHAOYANG_ERMO_Q5_Q6_Q7_Q19_1_SOURCE_LOCK.md#q0120-2026朝阳二模-q7,source_locked_pending_external_review,教师版原题和答案表锁定 Q7=D；智能轮椅突破传统功能局限并跨技术组合，训练创新思维思路多向性与跨越性；无独立客观题细则，按 A-support,excluded_from_thinking_body,not_thinking_main_question,MT0056,Q0120,source_locked_pending_external_review,"09_logs/2026_ermo_text_extract/2026朝阳二模_试卷_2026北京朝阳高三二模政治_教师版_.docx.txt:42-46,289-290"
2026海淀二模 Q18(1),Q0127,辩证思维,分析与综合、整体性与系统观念,复合思维,分析与综合/联想思维/科学思维客观性,月季育种团队走访花农、批发商和电商，将差异化需求转化为系统育种指标；又把云南自然特点与降低成本目标联结，提出“减配”假设，并用花市分级和拍卖数据检验科研成果。,分对象调查并整合指标触发分析与综合；把自然条件和成本目标跨域联结触发联想思维；坚持从实际出发并接受市场测试触发科学思维的客观性和实践检验。,团队运用分析与综合形成整体性育种指标，运用联想思维提出自主育种新方案，并以客观市场数据检验品种选育效果，在实践探索中实现自主创新。,结合材料一，运用《逻辑与思维》知识，说明上述做法的合理性。,section_explicit_question,A-formal,02_codex_lane/GAP022_2026_HAIDIAN_ERMO_Q3_Q4_Q5_Q6_Q7_Q18_1_Q20_1_SOURCE_LOCK.md#q0127-2026海淀二模-q181,Q0127,2026,海淀,二模,2026海淀二模,18(1),thinking,main_question,A-formal,02_codex_lane/GAP022_2026_HAIDIAN_ERMO_Q3_Q4_Q5_Q6_Q7_Q18_1_Q20_1_SOURCE_LOCK.md#q0127-2026海淀二模-q181,source_locked_pending_external_review,教师版参考答案锁定分析与综合、联想思维、科学思维客观性、合乎逻辑推断和市场测试实践检验的复合思维链,included_thinking_main,section_explicit_question,,,,
2026房山二模 Q18(2),Q0129,辩证思维,辩证否定与扬弃,辩证否定观,否定/联系/发展/扬弃,OPC 遇上数字员工，形成未来创业模式：一人公司旧形态被否定，同时数字员工的强大功能被保留，法律风险和运营问题需要继续改造。,OPC 的出现是否定旧矛盾统一体，形成新创业范式，触发辩证否定的否定环节；它又承接一人公司并生成新形态，触发联系和发展；OPC 的发展既保留数字员工功能又改造法律风险，触发扬弃。,OPC 的出现是对传统一人公司的否定，是联系和发展的环节；OPC 的发展要坚持扬弃，肯定保留数字员工的强大功能，又针对法律风险进行改造，把它们包含在新事物中。,结合材料一和材料二，运用《逻辑与思维》辩证否定观知识，分析OPC的出现和发展。,render_locked_prompt,A-formal,02_codex_lane/GAP023_2026_FANGSHAN_ERMO_Q18_2_SOURCE_LOCK.md#q0129-2026房山二模-q182,Q0129,2026,房山,二模,2026房山二模,18(2),thinking,main_question,A-formal,02_codex_lane/GAP023_2026_FANGSHAN_ERMO_Q18_2_SOURCE_LOCK.md#q0129-2026房山二模-q182,source_locked_pending_external_review,原卷渲染页锁定《逻辑与思维》辩证否定观设问，正式评标细则锁定 OPC 出现/发展、否定分析、肯定分析、联系、发展、扬弃分点,included_thinking_main,render_locked_prompt,,,,
,,,,创新思维,联想思维/跨越性/独特性,康复医院把非侵入式脑机接口技术用于脊髓损伤康复，实时解码大脑运动意图，将脑电信号转化为外骨骼机械指令，绕开受损神经通路直接驱动下肢行走。,脑机技术与康复医疗跨界融合，触发联想思维；绕开传统残存神经或肌肉代偿路径并用技术集成破解瓶颈，触发创新思维的跨越性与独特性。,西城二模 Q6 选 A，即①②。脑机接口康复把脑机技术与康复医疗跨界融合，拓展治疗新方案，并以技术集成破解康复瓶颈，体现创新思维跨越性与独特性。,,,A-support,,Q0131,2026,西城,二模,2026西城二模,6,thinking,choice_question,A-support,02_codex_lane/GAP024_2026_XICHENG_ERMO_Q5_Q6_Q18_4_SOURCE_LOCK.md#q0131-2026西城二模-q6,source_locked_pending_external_review,教师版原题和答案表锁定 Q6=A；非侵入式脑机接口材料训练联想思维、创新思维跨越性与独特性；无独立客观题细则，按 A-support,excluded_from_thinking_body,not_thinking_main_question,MT0059,Q0131,source_locked_pending_external_review,"09_logs/2026_ermo_text_extract/2026西城二模_试卷_2026北京西城高三二模政治_教师版_.docx.txt:40-45,144-148"
2026西城二模 Q18(4),Q0132,辩证思维,矛盾分析与适度原则,复合思维品质,科学思维客观性/辩证思维/创新思维,AI 幻觉源于模型训练数据、算法设计等技术因素，目前无法完全消除；AI 训练数据来自人类文本，难免包含偏见与错误，生成内容可能暗藏需要识别的价值立场。,面对 AI 幻觉和偏见，需要尊重事实证据、多渠道验证，触发科学思维客观性；既不能盲目迷信也不能全盘否定 AI，触发辩证思维；在人机协同中寻找新思路新方法，同时坚守人的价值判断和本质辨析主导作用，触发创新思维。,适应人机协同新常态，要从实际出发，尊重证据并进行多渠道交叉验证；用全面、发展的观点看待 AI，不盲目迷信也不全盘否定；坚持创新思维，寻找新思路新方法，同时坚守人在价值判断和本质辨析中的主导作用。,运用《逻辑与思维》知识，说明我们应如何提升思维品质以适应人机协同的新常态。,section_explicit_question,A-formal,02_codex_lane/GAP024_2026_XICHENG_ERMO_Q5_Q6_Q18_4_SOURCE_LOCK.md#q0132-2026西城二模-q184,Q0132,2026,西城,二模,2026西城二模,18(4),thinking,main_question,A-formal,02_codex_lane/GAP024_2026_XICHENG_ERMO_Q5_Q6_Q18_4_SOURCE_LOCK.md#q0132-2026西城二模-q184,source_locked_pending_external_review,评标 PDF 渲染页锁定人机协同新常态下提升思维品质的三角度：科学思维客观性、辩证思维、创新思维,included_thinking_main,section_explicit_question,,,,
,,,,形象思维,联想/想象/表达的情感性,苏轼《守岁》以赴壑之蛇比喻流年一去不返，借具体意象表达对岁月流逝的怜惜、感伤和努力尽今夕的情感。,诗歌不是用概念判断推理抽象论证，而是通过蛇入沟壑这一可感形象来反映事物，并带有明显情感表达，触发形象思维、联想和想象。,石景山二模 Q6 选 D。苏轼运用联想、想象等反映事物，以赴壑之蛇的意象表达岁月流逝带来的情感，体现形象思维表达的情感性。,,,A-support,,Q0133,2026,石景山,二模,2026石景山二模,6,thinking,choice_question,A-support,02_codex_lane/GAP025_2026_SHIJINGSHAN_ERMO_Q6_Q7_Q17_2_SOURCE_LOCK.md#q0133-2026石景山二模-q6,source_locked_pending_external_review,教师版原题和答案表锁定 Q6=D；苏轼《守岁》以赴壑之蛇意象训练形象思维、联想想象和表达的情感性；无独立客观题细则，按 A-support,excluded_from_thinking_body,not_thinking_main_question,MT0061,Q0133,source_locked_pending_external_review,"09_logs/2026_ermo_text_extract/2026石景山二模_试卷_2026北京石景山高三二模政治_教师版_.docx.txt:33-37,116-118"
2026石景山二模 Q17(2),Q0135,辩证思维,分析与综合、整体性与系统观念,辩证思维方法,辩证分合/分析与综合,养老立法最大难点是把长期以来多元参与的原则性表述，转化为主体明确、划分清晰的责任体系；材料列出政府保基本、市场供选择、社会补稳定、家庭为基础，并通过居家、社区、机构养老三类服务精准定位四方角色。,先分主体、分功能、分服务场景，是分析；再把不同主体责任统一成权责清晰、衔接有序的保障网络，是综合。题目要求示例把辩证分合写成分析与综合的辩证运用，触发辩证思维方法；题目要求同时允许质量互变、辩证否定观等替代角度，本行主线按示例保留辩证分合。,应运用辩证分合方法，针对政府、市场、社会、家庭不同主体及居家、社区、机构养老不同服务功能进行分析，再把各方责任综合为权责清晰、衔接有序的保障网络，在分析与综合的辩证运用中破解养老立法难点。,运用《逻辑与思维》知识，分析如何以辩证思维方法应对养老立法的最大难点。,section_explicit_question,A-formal,02_codex_lane/GAP025_2026_SHIJINGSHAN_ERMO_Q6_Q7_Q17_2_SOURCE_LOCK.md#q0135-2026石景山二模-q172,Q0135,2026,石景山,二模,2026石景山二模,17(2),thinking,main_question,A-formal,02_codex_lane/GAP025_2026_SHIJINGSHAN_ERMO_Q6_Q7_Q17_2_SOURCE_LOCK.md#q0135-2026石景山二模-q172,source_locked_pending_external_review,正式细则锁定养老立法最大难点可从辩证分合、质量互变、辩证否定观作答；示例主线为主体功能分析与责任网络综合,included_thinking_main,section_explicit_question,,,,
,,,,分析方法,定性分析/定量分析,登山裤面料材料既列出 600D/400D、高于 500g、低于 350g、耐磨 5000 次以上或 2000 次以下等数量指标，又描述高密度面料耐磨但笨重、轻量化面料舒适但易损等性质特征。,数量指标触发定量分析，耐磨、舒适、易损、笨重等性质判断触发定性分析；题干要求判断材料中的描述方式，正确项是定性分析与定量分析结合。,顺义二模 Q5 选 B。材料既用重量和耐磨次数等数量指标刻画面料，又用耐磨性、舒适度等性质特征作判断，体现定性分析与定量分析的结合。,,,A-support,,Q0136,2026,顺义,二模,2026顺义二模,5,thinking,choice_question,A-support,02_codex_lane/GAP026_2026_SHUNYI_ERMO_Q5_Q6_Q7_Q18_1_Q21_SOURCE_LOCK.md#q0136-2026顺义二模-q5,source_locked_pending_external_review,渲染原卷和细则答案表锁定 Q5=B；户外登山裤材料训练定性分析与定量分析结合；无独立客观题细则，按 A-support,excluded_from_thinking_body,not_thinking_main_question,MT0063,Q0136,source_locked_pending_external_review,09_logs/render_check_shunyi_2026_ermo/shunyi2026_ermo_page_003.png; 09_logs/2026_ermo_text_extract/2026顺义二模_细则_26顺义二模评标_doc_COM_normalized.txt:5-7
2026顺义二模 Q18(1),Q0139,科学思维,客观性、预见性、可检验性,科学思维,追求认识客观性,车企初期声称 AI 自动驾驶系统全程正常，事故原因是前车突然变道；后续交通部门认定事故主要原因是系统未及时识别前车变道、未做出有效制动反应。企业又承认系统存在感知延迟。,本题同时有形式逻辑和科学思维两条线。若点评结论一，要看企业前后说法是否在同一对象、同一时间、同一方面上自相矛盾，触发矛盾律和一致性要求；若点评结论二，要看企业是否如实反映事故原因，触发科学思维追求认识客观性。车企先把原因推给前车突然变道，后来又承认系统感知延迟，材料动作说明它没有从实际出发、没有如实揭示系统缺陷。答思维册时主线落在客观性，推理册再处理矛盾律。,结论二正确。科学思维追求认识客观性，必须从实际出发，如实反映客观对象；车企初期用外部原因掩盖系统未及时识别、未有效制动和感知延迟等技术问题，背离了实事求是要求，不符合科学思维客观性。若补充结论一，应说明前后说法自相矛盾违反矛盾律和一致性要求。,结合材料，运用《逻辑与思维》知识，对 AI 分析的观点进行点评。,section_explicit_question,A-formal,02_codex_lane/GAP026_2026_SHUNYI_ERMO_Q5_Q6_Q7_Q18_1_Q21_SOURCE_LOCK.md#q0139-2026顺义二模-q181,Q0139,2026,顺义,二模,2026顺义二模,18(1),thinking+reasoning,main_question,A-formal,02_codex_lane/GAP026_2026_SHUNYI_ERMO_Q5_Q6_Q7_Q18_1_Q21_SOURCE_LOCK.md#q0139-2026顺义二模-q181,source_locked_pending_external_review,正式细则锁定 AI 车企观点点评：结论一涉及矛盾律与一致性要求，结论二涉及科学思维追求认识客观性,included_thinking_main,section_explicit_question,,,,
