year_root,year,district,stage,suite_guess,role,suffix,size,mtime,sha256,relative_path,source_path,cache_status,cache_method,cache_chars,cache_text_path,cache_render_dir
2025各区模拟题,2025,门头沟,一模,2025门头沟一模,answer,.pdf,754233,2025-04-17T13:40:38,1d8a23fe11f59810bcbe7bb7bfd3ecdd9ff89e3bfd5e422559ca6200e18cc009,2025各区一模\2025门头沟一模\试卷\2025北京门头沟高三一模政治（教师版）.pdf,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025门头沟一模\试卷\2025北京门头沟高三一模政治（教师版）.pdf,text-extracted,pypdf,10024,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\14_full_source_recrawl_20260525\cache\texts\1d8a23fe11f59810_2025北京门头沟高三一模政治_教师版.txt,
2025各区模拟题,2025,顺义,一模,2025顺义一模,rubric,.docx,2827816,2025-04-14T16:36:07,bef8332e23ce30ac4e04eef21ff030c777eb4088111eb581c4b5257ae37a8fcc,2025各区一模\2025顺义一模\细则\2025顺义一模细则.docx,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025顺义一模\细则\2025顺义一模细则.docx,text-extracted,docx-xml,3898,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\14_full_source_recrawl_20260525\cache\texts\bef8332e23ce30ac_2025顺义一模细则.txt,
2025各区模拟题,2025,顺义,一模,2025顺义一模,answer,.pdf,945155,2025-04-14T16:34:27,9dd43cae443f853c0799034210e45b3e1040c48facb2cdf3d42dbba195ee4b16,2025各区一模\2025顺义一模\试卷\2025北京顺义高三一模政治（教师版）.pdf,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025顺义一模\试卷\2025北京顺义高三一模政治（教师版）.pdf,text-extracted,pypdf,18486,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\14_full_source_recrawl_20260525\cache\texts\9dd43cae443f853c_2025北京顺义高三一模政治_教师版.txt,
2025各区模拟题,2025,东城,二模,2025东城二模,rubric,.pdf,327662,2025-05-17T15:35:53,606dbae1d5ce3e59c8daef227c8b797cfbda2b7f90b8c9e07f47654af13e1cc2,2025各区二模\2025东城二模\细则\2025东城二模细则.pdf,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025东城二模\细则\2025东城二模细则.pdf,text-extracted,pypdf,5398,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\14_full_source_recrawl_20260525\cache\texts\606dbae1d5ce3e59_2025东城二模细则.txt,
2025各区模拟题,2025,东城,二模,2025东城二模,answer,.pdf,575180,2025-05-17T15:18:26,9b287871f660f23de9593be4c16952103c1c6873d6bd52d25ddd57ddd1a8d268,2025各区二模\2025东城二模\试卷\2025北京东城高三二模政治（教师版）.pdf,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025东城二模\试卷\2025北京东城高三二模政治（教师版）.pdf,text-extracted,pypdf,7964,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\14_full_source_recrawl_20260525\cache\texts\9b287871f660f23d_2025北京东城高三二模政治_教师版.txt,
2025各区模拟题,2025,丰台,二模,2025丰台二模,rubric,.doc,1120834,2025-05-17T15:36:51,2f596046ed6d0ce5594043cdd14f103d0a758e43bd82cf79133ce456734a09b3,2025各区二模\2025丰台二模\细则\2025丰台二模细则\2025丰台二模评标细则\16.(1).doc,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025丰台二模\细则\2025丰台二模细则\2025丰台二模评标细则\16.(1).doc,text-extracted,legacy-office->docx:docx-xml,5525,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\14_full_source_recrawl_20260525\cache\texts\2f596046ed6d0ce5_16._1.txt,
2025各区模拟题,2025,丰台,二模,2025丰台二模,rubric,.docx,861603,2025-05-17T15:36:51,e3e9942211ec52f96c2c74e685e28ec811bfe87ccd9d97b08fde3864f6c2bf0a,2025各区二模\2025丰台二模\细则\2025丰台二模细则\2025丰台二模评标细则\16.(2).docx,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025丰台二模\细则\2025丰台二模细则\2025丰台二模评标细则\16.(2).docx,text-extracted,docx-xml,873,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\14_full_source_recrawl_20260525\cache\texts\e3e9942211ec52f9_16._2.txt,
2025各区模拟题,2025,丰台,二模,2025丰台二模,rubric,.docx,1892630,2025-05-17T15:36:51,71d970ada83cbd28a7efb16aa888c15ee8396de35b1e47f2bc08825b4b98aadb,2025各区二模\2025丰台二模\细则\2025丰台二模细则\2025丰台二模评标细则\17题.docx,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025丰台二模\细则\2025丰台二模细则\2025丰台二模评标细则\17题.docx,text-extracted,docx-xml,2026,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\14_full_source_recrawl_20260525\cache\texts\71d970ada83cbd28_17题.txt,
2025各区模拟题,2025,丰台,二模,2025丰台二模,rubric,.docx,3477321,2025-05-17T15:36:51,56b5533477c242dc3b3a476869ddb64b4d3714c82fb86f6bae6e70dbf9444d66,2025各区二模\2025丰台二模\细则\2025丰台二模细则\2025丰台二模评标细则\18题 .docx,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025丰台二模\细则\2025丰台二模细则\2025丰台二模评标细则\18题 .docx,text-extracted,docx-xml,7586,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\14_full_source_recrawl_20260525\cache\texts\56b5533477c242dc_18题.txt,
2025各区模拟题,2025,丰台,二模,2025丰台二模,rubric,.docx,650202,2025-05-17T15:36:51,0e0ec077bf92033604024f22d3de9236ae281cf070249362feb41ea8254e29fc,2025各区二模\2025丰台二模\细则\2025丰台二模细则\2025丰台二模评标细则\19.(1).docx,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025丰台二模\细则\2025丰台二模细则\2025丰台二模评标细则\19.(1).docx,text-extracted,docx-xml,1391,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\14_full_source_recrawl_20260525\cache\texts\0e0ec077bf920336_19._1.txt,
2025各区模拟题,2025,丰台,二模,2025丰台二模,rubric,.docx,530536,2025-05-17T15:36:52,a85076fc73d8e53eaa3013c21f6968715c0af0df7aace713e41c1b6c89b25683,2025各区二模\2025丰台二模\细则\2025丰台二模细则\2025丰台二模评标细则\19.(2).docx,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025丰台二模\细则\2025丰台二模细则\2025丰台二模评标细则\19.(2).docx,text-extracted,docx-xml,2410,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\14_full_source_recrawl_20260525\cache\texts\a85076fc73d8e53e_19._2.txt,
2025各区模拟题,2025,丰台,二模,2025丰台二模,rubric,.docx,894350,2025-05-17T15:36:52,17616554d57330bb3b0b4858d658c94d4a95f840bd83916e5695d63bf82f548d,2025各区二模\2025丰台二模\细则\2025丰台二模细则\2025丰台二模评标细则\20题.docx,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025丰台二模\细则\2025丰台二模细则\2025丰台二模评标细则\20题.docx,text-extracted,docx-xml,2515,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\14_full_source_recrawl_20260525\cache\texts\17616554d57330bb_20题.txt,
2025各区模拟题,2025,丰台,二模,2025丰台二模,rubric,.docx,5374172,2025-05-17T15:36:51,11303432404cb656cc27829621d2b3531ecabcadf74eb04d9736cf5a117adb3a,2025各区二模\2025丰台二模\细则\2025丰台二模细则\2025丰台二模评标细则\21题.docx,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025丰台二模\细则\2025丰台二模细则\2025丰台二模评标细则\21题.docx,text-extracted,docx-xml,1306,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\14_full_source_recrawl_20260525\cache\texts\11303432404cb656_21题.txt,
2025各区模拟题,2025,丰台,二模,2025丰台二模,answer,.pdf,851941,2025-05-17T15:34:04,9f3b486088840b526e13f216898462df05e33de9567fe75145c7491cd5a0e11b,2025各区二模\2025丰台二模\试卷\2025北京丰台高三二模政治（教师版）.pdf,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025丰台二模\试卷\2025北京丰台高三二模政治（教师版）.pdf,text-extracted,pypdf,9314,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\14_full_source_recrawl_20260525\cache\texts\9f3b486088840b52_2025北京丰台高三二模政治_教师版.txt,
2025各区模拟题,2025,昌平,二模,2025昌平二模,rubric,.pptx,3287406,2026-04-01T16:28:01,af3875177855a6115e7e1ce0c5ff702139c737a7995b08fd56d1878f2dd208af,2025各区二模\2025昌平二模\细则\2025昌平二模细则.pptx,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025昌平二模\细则\2025昌平二模细则.pptx,text-extracted,pptx-xml,7786,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\14_full_source_recrawl_20260525\cache\texts\af3875177855a611_2025昌平二模细则.txt,
2025各区模拟题,2025,昌平,二模,2025昌平二模,answer,.pdf,826723,2026-04-01T16:13:52,6e5080fb116ab8fc4c0672da05e0a326e7f5b012c0f0a283d5f05a5155a7352d,2025各区二模\2025昌平二模\试卷\2025北京昌平高三二模政治（教师版）.pdf,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025昌平二模\试卷\2025北京昌平高三二模政治（教师版）.pdf,text-extracted,pypdf,9421,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\14_full_source_recrawl_20260525\cache\texts\6e5080fb116ab8fc_2025北京昌平高三二模政治_教师版.txt,
2025各区模拟题,2025,朝阳,二模,2025朝阳二模,paper,.pdf,4268564,2025-05-17T15:34:46,613f35ecb7c41e670656f980cc718cc30ef26ea1733cf32e523b9cb7b59bad04,2025各区二模\2025朝阳二模\其他材料\扫描全能王 2025-05-13 21.42.pdf,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025朝阳二模\其他材料\扫描全能王 2025-05-13 21.42.pdf,rendered-ocr-needed,pdf-text+render,0,,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\14_full_source_recrawl_20260525\cache\renders\613f35ecb7c41e67
2025各区模拟题,2025,朝阳,二模,2025朝阳二模,rubric,.docx,29885,2025-05-17T15:34:34,73c36c3077dced724eb48b81aec7492e8e5ac59a7f72d7fb729d3581ea3fb5e8,2025各区二模\2025朝阳二模\细则\2025朝阳二模细则.docx,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025朝阳二模\细则\2025朝阳二模细则.docx,text-extracted,docx-xml,8011,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\14_full_source_recrawl_20260525\cache\texts\73c36c3077dced72_2025朝阳二模细则.txt,
2025各区模拟题,2025,朝阳,二模,2025朝阳二模,answer,.pdf,704674,2025-05-17T15:18:43,6009b3f19a33a729602d7a5bc5b6c8ca2b59ed1392c6c753df7d14695ce84d5e,2025各区二模\2025朝阳二模\试卷\2025北京朝阳高三二模政治（教师版）.pdf,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025朝阳二模\试卷\2025北京朝阳高三二模政治（教师版）.pdf,text-extracted,pypdf,9536,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\14_full_source_recrawl_20260525\cache\texts\6009b3f19a33a729_2025北京朝阳高三二模政治_教师版.txt,
2025各区模拟题,2025,海淀,二模,2025海淀二模,rubric,.pdf,5903279,2025-05-17T15:17:06,086cafc0d843cdfd93b0cbd53734ccbf74326a488ee0fb678af270ed4961625e,2025各区二模\2025海淀二模\其他材料\2025届二模考试讲评0510.pdf,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025海淀二模\其他材料\2025届二模考试讲评0510.pdf,text-extracted,pypdf,11705,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\14_full_source_recrawl_20260525\cache\texts\086cafc0d843cdfd_2025届二模考试讲评0510.txt,
2025各区模拟题,2025,海淀,二模,2025海淀二模,rubric,.docx,15122,2025-05-17T15:17:16,10b5fafe8824526452c8653a8ed509c30d50060286161282e41753bc05d8728d,2025各区二模\2025海淀二模\其他材料\2025年海淀二模评标实录.docx,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025海淀二模\其他材料\2025年海淀二模评标实录.docx,text-extracted,docx-xml,2129,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\14_full_source_recrawl_20260525\cache\texts\10b5fafe88245264_2025年海淀二模评标实录.txt,
2025各区模拟题,2025,海淀,二模,2025海淀二模,rubric,.docx,146207,2025-05-17T15:17:34,fc56fdd304fde11818aaa71317163fea8de97571d25365dc322452ca95db0b43,2025各区二模\2025海淀二模\细则\2025海淀二模细则.docx,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025海淀二模\细则\2025海淀二模细则.docx,text-extracted,docx-xml,2509,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\14_full_source_recrawl_20260525\cache\texts\fc56fdd304fde118_2025海淀二模细则.txt,
2025各区模拟题,2025,海淀,二模,2025海淀二模,paper,.pdf,7863464,2025-05-17T15:16:51,7ff16fecb25f793fecbf8e37570a1cf8e2b281b61696a6cc3e27a9ee6c03da1c,2025各区二模\2025海淀二模\试卷\2025北京海淀高三二模政治.pdf,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025海淀二模\试卷\2025北京海淀高三二模政治.pdf,rendered-ocr-needed,pdf-text+render,0,,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\14_full_source_recrawl_20260525\cache\renders\7ff16fecb25f793f
2025各区模拟题,2025,西城,二模,2025西城二模,rubric,.docx,43967,2025-05-17T15:35:29,cfb0f19ef38aafd7b6376a003734f11398ff25ed6be60e6a22ffc145d4aad78e,2025各区二模\2025西城二模\细则\2025西城二模细则.docx,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025西城二模\细则\2025西城二模细则.docx,text-extracted,docx-xml,4463,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\14_full_source_recrawl_20260525\cache\texts\cfb0f19ef38aafd7_2025西城二模细则.txt,
2025各区模拟题,2025,西城,二模,2025西城二模,answer,.pdf,971063,2025-05-17T15:18:05,06c08602a2f5c20b87d80e19d16f44954ffac7f4c0442ae03fcb35d5153064f3,2025各区二模\2025西城二模\试卷\2025北京西城高三二模政治（教师版）.pdf,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025西城二模\试卷\2025北京西城高三二模政治（教师版）.pdf,text-extracted,pypdf,9481,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\14_full_source_recrawl_20260525\cache\texts\06c08602a2f5c20b_2025北京西城高三二模政治_教师版.txt,
2025各区模拟题,2025,东城,期末,2025东城期末,rubric,.pdf,1375593,2026-04-20T00:47:18,5b78436dd863858bc3d3d587daf89ed6bcef61f9a5796608fc598bd2931b0029,2025各区期末\2025东城期末\其他材料\2025。1东城讲评 修改.pdf,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区期末\2025东城期末\其他材料\2025。1东城讲评 修改.pdf,text-extracted,pypdf,3201,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\14_full_source_recrawl_20260525\cache\texts\5b78436dd863858b_2025_1东城讲评_修改.txt,
2025各区模拟题,2025,东城,期末,2025东城期末,rubric,.pptx,8107362,2025-04-16T19:32:49,26b1173765262a2f34fc48932fa71fb8f6c77085cdc57aa27a5b597eb3caa2ec,2025各区期末\2025东城期末\细则\2025东城期末细则.pptx,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区期末\2025东城期末\细则\2025东城期末细则.pptx,text-extracted,pptx-xml,3707,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\14_full_source_recrawl_20260525\cache\texts\26b1173765262a2f_2025东城期末细则.txt,
2025各区模拟题,2025,东城,期末,2025东城期末,answer,.pdf,704654,2025-04-16T19:30:51,8eda36bd87dba1947b49352c5f2451852bf9c57a58f896f907c8adfd35c12fa9,2025各区期末\2025东城期末\试卷\2025北京东城高三（上）期末政治（教师版）.pdf,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区期末\2025东城期末\试卷\2025北京东城高三（上）期末政治（教师版）.pdf,text-extracted,pypdf,21307,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\14_full_source_recrawl_20260525\cache\texts\8eda36bd87dba194_2025北京东城高三_上_期末政治_教师版.txt,
2025各区模拟题,2025,丰台,期末,2025丰台期末,rubric,.pptx,5796219,2025-04-16T19:36:01,360d57a4b250de8126e5f775fae9d9a024b4d8b284c6450e9532daf50fffb691,2025各区期末\2025丰台期末\细则\2025丰台期末细则.pptx,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区期末\2025丰台期末\细则\2025丰台期末细则.pptx,text-extracted,pptx-xml,9690,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\14_full_source_recrawl_20260525\cache\texts\360d57a4b250de81_2025丰台期末细则.txt,
2025各区模拟题,2025,丰台,期末,2025丰台期末,answer,.pdf,1008849,2025-04-16T19:32:16,89765092a6f26242da94c2aca30992e3b2a42cf803733f8b63641227d1780e70,2025各区期末\2025丰台期末\试卷\2025北京丰台高三（上）期末政治（教师版）.pdf,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区期末\2025丰台期末\试卷\2025北京丰台高三（上）期末政治（教师版）.pdf,text-extracted,pypdf,17199,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\14_full_source_recrawl_20260525\cache\texts\89765092a6f26242_2025北京丰台高三_上_期末政治_教师版.txt,
2025各区模拟题,2025,朝阳,期末,2025朝阳期末,other,.pptx,123585,2025-04-16T19:35:13,195324f05d7e2feaa6b932a640fc6fd4c28d2b5b2a7e0e07630096369af21bc6,2025各区期末\2025朝阳期末\其他材料\朝阳高三期末2025.pptx,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区期末\2025朝阳期末\其他材料\朝阳高三期末2025.pptx,text-extracted,pptx-xml,12757,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\14_full_source_recrawl_20260525\cache\texts\195324f05d7e2fea_朝阳高三期末2025.txt,
2025各区模拟题,2025,朝阳,期末,2025朝阳期末,rubric,.pdf,2249777,2025-03-13T20:24:55,953eaee3f98d8598c4fb28ddc0c3a2196d78fb03b0f83b5682ab995ada697ab1,2025各区期末\2025朝阳期末\细则\2025朝阳期末细则.pdf,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区期末\2025朝阳期末\细则\2025朝阳期末细则.pdf,rendered-ocr-needed,pdf-text+render,0,,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\14_full_source_recrawl_20260525\cache\renders\953eaee3f98d8598
2025各区模拟题,2025,朝阳,期末,2025朝阳期末,answer,.pdf,707918,2025-02-25T18:38:52,ec82917288aa877415f3102533002f8eb7e891afee82b498d3df253e01833bbe,2025各区期末\2025朝阳期末\试卷\2025北京朝阳高三（上）期末政治（教师版）.pdf,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区期末\2025朝阳期末\试卷\2025北京朝阳高三（上）期末政治（教师版）.pdf,text-extracted,pypdf,9565,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\14_full_source_recrawl_20260525\cache\texts\ec82917288aa8774_2025北京朝阳高三_上_期末政治_教师版.txt,
2025各区模拟题,2025,海淀,期中,2025海淀期中,rubric,.docx,1478316,2025-02-25T17:59:54,7bbd92bd3b93e5312173bf19e5608398a262811d7ccd866583a72a8ff2c9f999,2025各区期末\2025海淀期中\细则\2025海淀期中细则.docx,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区期末\2025海淀期中\细则\2025海淀期中细则.docx,text-extracted,docx-xml,1463,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\14_full_source_recrawl_20260525\cache\texts\7bbd92bd3b93e531_2025海淀期中细则.txt,
2025各区模拟题,2024,海淀,期中,2024海淀期中,answer,.pdf,773864,2025-02-25T17:59:44,b452d8b4e21b94beafb2a30a187501771e1c2df3f00495b7b613f90ecc409012,2025各区期末\2025海淀期中\试卷\2024北京海淀高三（上）期中政治（教师版）.pdf,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区期末\2025海淀期中\试卷\2024北京海淀高三（上）期中政治（教师版）.pdf,text-extracted,pypdf,9551,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\14_full_source_recrawl_20260525\cache\texts\b452d8b4e21b94be_2024北京海淀高三_上_期中政治_教师版.txt,
2025各区模拟题,2025,海淀,期末,2025海淀期末,rubric,.pptx,8891068,2025-03-13T20:26:45,4b22b6c78aaddb3eee446f8030c05abd52c67ca1ba6172e0075474206444e532,2025各区期末\2025海淀期末\细则\2025海淀期末细则.pptx,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区期末\2025海淀期末\细则\2025海淀期末细则.pptx,text-extracted,pptx-xml,12421,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\14_full_source_recrawl_20260525\cache\texts\4b22b6c78aaddb3e_2025海淀期末细则.txt,
2025各区模拟题,2025,海淀,期末,2025海淀期末,answer,.docx,667420,2025-03-13T20:26:22,b960993a71bd93cae7549bc5ccb0b114fdaee6675e64a1d1934b2b9ed5a83542,2025各区期末\2025海淀期末\试卷\2025北京海淀高三（上）期末政治（教师版）.docx,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区期末\2025海淀期末\试卷\2025北京海淀高三（上）期末政治（教师版）.docx,text-extracted,docx-xml,10021,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\14_full_source_recrawl_20260525\cache\texts\b960993a71bd93ca_2025北京海淀高三_上_期末政治_教师版.txt,
2025各区模拟题,2025,西城,期末,2025西城期末,rubric,.pdf,503340,2025-02-25T18:37:38,89d264a31e348be6b411fcef6c8c5dd3979dc666dfc1f2c95c244cebdae6d0cd,2025各区期末\2025西城期末\细则\2025西城期末细则.pdf,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区期末\2025西城期末\细则\2025西城期末细则.pdf,text-extracted,pypdf,3952,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\14_full_source_recrawl_20260525\cache\texts\89d264a31e348be6_2025西城期末细则.txt,
2025各区模拟题,2025,西城,期末,2025西城期末,answer,.pdf,998833,2025-02-25T18:38:18,6662da1c2772cc380bf8a297d9a8a6e179867e78344a4263fc97eb1c3b609f9d,2025各区期末\2025西城期末\试卷\2025北京西城高三（上）期末政治（教师版）.pdf,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区期末\2025西城期末\试卷\2025北京西城高三（上）期末政治（教师版）.pdf,text-extracted,pypdf,7990,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\14_full_source_recrawl_20260525\cache\texts\6662da1c2772cc38_2025北京西城高三_上_期末政治_教师版.txt,
2026各区模拟题,2026,东城,一模,2026东城一模,paper,.pdf,5246761,2026-04-11T00:44:37,34b21a3a804e567c86b3805158e9209c44bd9b8b4ee891f79145f19e889de472,2026各区一模\2026东城一模\2026东城一模 原卷扫描版.pdf,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026东城一模\2026东城一模 原卷扫描版.pdf,rendered-ocr-needed,pdf-text+render,0,,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\14_full_source_recrawl_20260525\cache\renders\34b21a3a804e567c
2026各区模拟题,2026,东城,一模,2026东城一模,answer,.pdf,945774,2026-04-11T00:43:22,0dafc181e82eb031dae6bc668d9e0f91cb614dfbc09cb48711d5c97a93b7a195,2026各区一模\2026东城一模\2026北京东城高三一模政治（教师版）.pdf,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026东城一模\2026北京东城高三一模政治（教师版）.pdf,text-extracted,pypdf,7954,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\14_full_source_recrawl_20260525\cache\texts\0dafc181e82eb031_2026北京东城高三一模政治_教师版.txt,
2026各区模拟题,2026,东城,一模,2026东城一模,rubric,.pdf,668225,2026-04-11T23:04:03,99e851c9338f0983927c8f90551e5d7f7a5b6a1806599448ab4e8fd12fe9251f,2026各区一模\2026东城一模\26东城一模细则.pdf,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026东城一模\26东城一模细则.pdf,text-extracted,pypdf,5432,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\14_full_source_recrawl_20260525\cache\texts\99e851c9338f0983_26东城一模细则.txt,
