suite_guess,question,likely_xuanbiyi,audit_status,final_location_by_suite_key,p0_or_v2_hit,v2_source_path_hit,v2_closure,matched_terms,book_named,has_scoring_context,choice_like_without_scoring,paper_source,rubric_source,paper_context,rubric_context
2026房山二模,Q20,yes,closed_by_v2_audit,main,yes,no,CLOSED_MAIN_IN_CURRENT_SHA,世界多极化；经济全球化；共同利益；全球治理；多边主义,no,no,no,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区二模\2026房山二模\试卷\2026北京房山高三二模政治（教师版）.pdf,,域充电基础设施 理由：完善配套设施和专项促销活动能释放农村居民购车需求/改善消费环境 细则 ♣1 分 具体建议 ♣1 分 理由 ♣1 分 建议和理由逻辑一致 20. （8 分） 世界数据组织顺应经济全球化和世界多极化的趋势，坚持正确的义利观，基于各国数据发展的共同利 益，推动技术联合研发，促进数智技术创新，合作共赢、弥补数据鸿沟；践行共商共建共享的全球治 理观， 搭建平台，推动关标准的制定、 对接和互认， 促进数据要素在全球范围内流动， 释放数据价值， 支撑数字经济高质量发展。 细则 ♣1 分 普惠包容的经济全球化 ♣1 分 平等有序的世界多极化 ♣1 分 共同利益/共同发展 ♣1 分 合作共赢/互利共赢 ♣1 分 共商共建共享/全球治理观/真正的多边主义 ♣1 分 数据要素在全球范围内流动 ♣2 分 结合材料,
2026房山二模,Q21,yes,closed_by_v2_audit,boundary,yes,no,CLOSED_BOUNDARY_IN_CURRENT_SHA,新型国际关系；全球治理；人类命运共同体；多边主义；高水平对外开放,no,yes,no,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区二模\2026房山二模\试卷\2026北京房山高三二模政治（教师版）.pdf,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区二模\2026房山二模\细则\26房山评标(2).docx,观/真正的多边主义 ♣1 分 数据要素在全球范围内流动 ♣2 分 结合材料弥合数据鸿沟/释放数据价值/繁荣数字经济（论述好2 分，论述一般 1 分） 4 21.（10 分） 以中国式现代化全面推进中华民族伟大复兴、弘扬伟大长征精神、坚持真理、坚持党的领导等角度展 开论述。 新征程是新的长征——以中国式现代化全面推进中华民族伟大复兴/全面建设社会主义现代化强国/ 实现第二个百年奋斗目标 走好新的长征路——坚持党的全面领导 坚持真理/以习近平新时代中国特色社会主义思想为行动指南 /完整准确贯彻新 发展理念/推进“五位一体”总体布局、“四个全面”战略布局 弘扬伟大长征精神/弘扬以伟大建党精神为源头的共产党人精神谱系 坚持创新在我国现代化建设全局中的核心地位/科技创新 促进城乡区域协调发展/促进经济社会协调发展 立法推,建共享/全球治理观/真正的多边主义 ♣1分 数据要素在全球范围内流动 ♣2分 结合材料弥合数据鸿沟/释放数据价值/繁荣数字经济（论述好2分，论述一般1分） 21.（10分） 以中国式现代化全面推进中华民族伟大复兴、弘扬伟大长征精神、坚持真理、坚持党的领导等角度展开论述。 等级水平 等 级 描 述 水平4 观点鲜明，能明确表达自己的见解；紧扣问题，综合运用所学知识展开论述；逻辑严密，条理清晰 水平3 观点比较明确，能表达自己的见解；能扣住问题展开论述，知识运用比较准确；逻辑性较强，有条理 水平2 观点不明确；论述不能集中指向问题，罗列知识；知识运用不正确；论述缺乏逻辑，条理性差 水平1 应答与试题无关；或重复试题内容；或没有应答 新征程是新的长征——以中国式现代化全面推进中华民族伟大复兴/全面建设社会主义现代化强
2026朝阳一模,Q16,yes,new_or_unmatched_candidate_needs_triage,absent,no,no,,人类命运共同体,no,no,no,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026朝阳一模\2026北京朝阳高三一模政治（教师版）.pdf,,政治为基础，推动共建人类命运共同体走深走实 A. ①② B. ①④ C. ②③ D. ③④ 第5页/共13页 第二部分 本部分共 6 题，共 55 分。 16. 历法是人们认识自然界时间变化规律的智慧结晶，形成了推算年、月、日时间系统的基本法则。 历法主要分为阳历、阴历和阴阳历三类。 阳历是以地球绕太阳运行周期为依据，一年约 365 天；阴历以月相变化周期为依据，一年约 354 天。 中国农历属于阴阳合历，阴阳合历将阴历与阳历有机结合。以太阳运行的回归年定年，以月亮运行的 朔望月定月，通过“十九年七闰”协调年月长度差异，兼顾日月运行规律。中国农历独创二十四节气，将 天文的精确性与物候的生命性完美结合，以指导农业生产，用数九、三伏反映寒暑变化，对人们的社会生 活产生重要影响，至今在我国沿用两千多年。 结合材料，运,
2026朝阳一模,Q19,yes,closed_by_v2_audit,absent,yes,no,CLOSED_EXCLUDED_BY_ADJUDICATION,全球治理；人类命运共同体；贸易投资；产业链；制度型开放,no,yes,no,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026朝阳一模\2026北京朝阳高三一模政治（教师版）.pdf,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026朝阳一模\其他材料\chat_file_1040g3c831um895dphu105n2bsq04dit0lj2bojo_202604朝阳高三政治一模阅卷细则(1).docx,916 -0.2 1687 -4.6 家具制造业 6125 -10.7 328 -12.1 计算机、通信和其他电子设备制造 业 174052 7.4 7509 19.5 仪器仪表制造业 11329 4.2 1160 3.1 废弃资源综合利用业 13085 5.7 293 25.1 下列说法正确的是（ ） ①电子设备制造业快速发展有利于工业数智化转型 ②传统产业规模大幅下降促进消费结构不断优化升级 ③仪器仪表制造业规模化发展将助力质量监测和智能制造 ④废弃资源综合利用业利润率处于以上行业最高水平 A. ①② B. ①③ C. ②④ D. ③④ 14. 传统意义上的开放主要指商品、服务和资本、技术、人员等生产要素在国家间的自由流动，即商品和 要素流动型开放。与之相比，制度型开放更加全面、系统、稳定。我国稳步扩大制度,环境。 关键词：保护知识产权人的合法权益（1分） 只要有就1分 兼顾社会公共利益\法治环境\法治社会（3选1，1分）只要有就1分 19.结合材料，运用《经济与社会》知识，说明京津冀应如何深化以构建智能网联新能源汽车产业发展新高地。 细则总体说明： 1.本题为应如何类试题，要聚焦设问要求，指向协同这一关键题眼。 2.要按照措施+意义的角度进行，蓝色字体标注为学理性支撑；红色字体标注为意义类。 对于意义类的表述，要求符合具体协同举施产生的影响，不能答非所问。 3.以上几个角度，答出任意三点即可 ，每个要点2分，其中学理1分，意义1分。 具体变通： 做好顶层设计，发挥有效市场与有为政府相结合的体制优势，集中力量办大事。（1分）为构建智能网联新能源汽车产业高地提供制度和机制保障。（1分） 三地应发挥各自比较优势，进行专
2026朝阳一模,Q20,yes,closed_by_v2_audit,main,yes,no,CLOSED_MAIN_IN_CURRENT_SHA,当代国际政治与经济；国际政治与经济；经济全球化；国际竞争；综合国力；新型国际关系；人类命运共同体；多边主义；国际关系民主化；开放型世界经济；贸易投资；两个市场；两种资源；供应链；产业链；高水平对外开放；和平与发展,yes,yes,no,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026朝阳一模\2026北京朝阳高三一模政治（教师版）.pdf,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026朝阳一模\其他材料\chat_file_1040g3c831um895dphu105n2bsq04dit0lj2bojo_202604朝阳高三政治一模阅卷细则(1).docx,准市场体系的角度，说明破除壁垒 以畅通要素流动。 有效信息⑤：共造智能网联新能源汽车这一绿色产业→可从贯彻绿色发展理念的角度，说明推动经济社会 全面绿色转型。 20. 【答案】 ①坚持创新驱动，赋能全球发展。中国 AI 技术等领域持续突破，既推动自身产业升级，又通过技术扩散 为全球产业链优化、民生改善提供新路径，契合经济全球化需求，进一步增强全球发展活力与韧性。 ②秉持开放共赢，稳定经济循环。作为全球制造业和货物贸易第一大国，中国依托超大规模市场释放需求 潜力，通过自贸协定、免签政策促进要素双向流动，对冲保护主义，助力开放型世界经济建设。 ③推动构建人类命运共同体，共享发展成果。通过鲁班工坊、菌草种植技术推广等，中国分享减贫与发展 经验，支持发展中国家提升自主发展能力，推动全球发展更具包容性，缩小南北差距。 ④,分） 混淆模块内容不赋分： 融通不同资源，综合实现创新 国家机关之间协调高效运转 人大立法，为产业发展提供法律保障 多元主体共治 还有回答哲学发展、联系的 20.结合材料，运用《当代国际政治与经济》知识，阐述中国为什么能为全球发展注入稳定性和正能量。 示例： ①当前国际竞争的实质是以经济和科技实力为基础的综合国力较量。中国坚持创新驱动战略，科技实力日益增强，成为全球创新策源地，为全球产业链供应链稳定提供坚实支撑。---2分（1+1） 必答点 ②中国共享发展经验助力共同繁荣，通过分享减贫经验、生态治理与职业教育经验助力发展中国家持续发展， 展现出大国责任与担当（义利观、智慧方案），---1分 改善发展中国家民生---1分， 推动构建人类命运共同体。---1分。 ③从发展潜力看： 本角度最多5分 不断扩大自贸“朋友
2026朝阳一模,Q21,yes,closed_by_v2_audit,absent,yes,no,CLOSED_EXCLUDED_BY_ADJUDICATION,当代国际政治与经济；国际政治与经济,yes,no,no,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026朝阳一模\2026北京朝阳高三一模政治（教师版）.pdf,,，人 才流、商品流、资金流双向奔赴，中国与世界携手开拓发展新空间。 结合材料，运用《当代国际政治与经济》的知识，阐述中国为什么能为全球发展注入稳定性和正能量。 21. 法与时转则治，治与世宜则有功。 在“十五五”开局之年，十四届全国人大四次会议表决通过生态环境法典、民族团结进步促进法、国 家发展规划法，中国特色社会主义法律体系迎来三个标志性“新成员”。 夯基固本 生态环境法典是我国第二部以“法典”命名的法律，将党的十八大以来生态文明建设理论、制度、实践 成果以法典化的方式确定下来，完善了生态环境法律制度体系。 民族团结进步促进法是我国现行有效法律中除宪法外第四部设置“序言”的法律，是新时代实施宪法有 关规定、处理民族事务和开展民族工作的基本法律。 作为规范国家发展规划制定、保障国家发展规划实施的基本法律，国家发,
2026朝阳二模,Q20,yes,closed_by_v2_audit,main,yes,no,CLOSED_MAIN_IN_CURRENT_SHA,当代国际政治与经济；国际政治与经济；国家利益；共同利益；新型国际关系；人类命运共同体；中国方案；多边主义；国际关系民主化；和平与发展,yes,yes,no,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区二模\2026朝阳二模\试卷\2026北京朝阳高三二模政治（教师版）.docx,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区二模\2026朝阳二模\细则\202605朝阳高三政治二模阅卷细则(1).docx,复给分，最高6分） 注意： 1.政府职能：写不出市场监管，能落到市场秩序，即可给分 2.企业角度：若在第（2）点答出创新，在企业经营（3）角度再写创新视为重复 20（1）依据材料，概括《威斯特伐利亚和约》体系与人类命运共同体理念在处理国际关系上的差异。（4分） 1.做法/立场不同（2分） 《威斯特伐利亚和约》体系/前者：以民族国家为最高政治单元/国家实力视为秩序基础/坚持国家本位/维护本国主权和利益/自身利益 人类命运共同体/后者：立足全人类立场/在兼顾全人类共同利益下维护自身主权和发展/践行共商共建共享/追求整体利益/合作共赢/互利共赢 2. 结果/目标不同（2分） 《威斯特伐利亚和约》体系/前者：易导致零和博弈/冲突对立/利益对立/霸权主义强权政治/全人类整体利益得不到保障/为追求利益损害他国合法权益 人类,给分，最高6分） 注意： 1.政府职能：写不出市场监管，能落到市场秩序，即可给分 2.企业角度：若在第（2）点答出创新，在企业经营（3）角度再写创新视为重复 20（1）依据材料，概括《威斯特伐利亚和约》体系与人类命运共同体理念在处理国际关系上的差异。（4分） 1.做法/立场不同（2分） 《威斯特伐利亚和约》体系/前者：以民族国家为最高政治单元/国家实力视为秩序基础/坚持国家本位/维护本国主权和利益/自身利益 人类命运共同体/后者：立足全人类立场/在兼顾全人类共同利益下维护自身主权和发展/践行共商共建共享/追求整体利益/合作共赢/互利共赢 2. 结果/目标不同（2分） 《威斯特伐利亚和约》体系/前者：易导致零和博弈/冲突对立/利益对立/霸权主义强权政治/全人类整体利益得不到保障/为追求利益损害他国合法权益 人类命
2026朝阳二模,Q21,yes,closed_by_v2_audit,absent,yes,no,CLOSED_EXCLUDED_BY_ADJUDICATION,当代国际政治与经济；国际政治与经济；人类命运共同体；和平与发展,yes,no,no,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区二模\2026朝阳二模\试卷\2026北京朝阳高三二模政治（教师版）.docx,,"人类命运共同体理念在处理国际关系上的差异。(4分) (2)结合材料,运用《当代国际政治与经济》知识，分析人类命运共同体理念为什么能维护世界和平与发展。(6分) 21．（9分） 2026年3月，《中华人民共和国国民经济和社会发展第十五个五年规划纲要》正式发布。这份描绘2026-2030年发展蓝图的纲领性文件，将数字中国、健康中国、平安中国、美丽中国确立为推进中国式现代化的四大战略支柱。 数字中国 把握数字化、网络化、智能化发展大势，充分发挥我国数据资源丰富、产业体系完备、应用场景广阔优势，激活数据要素潜能，加快数智技术创新，深化拓展“人工智能+”，赋能经济社会发展和治理能力提升，促进生产方式深层次变革和生产力革命性跃迁。 健康中国 实施健康优先发展战略，健全健康促进政策制度体系，提升爱国卫生运动成效，推动从以治病",
2026朝阳期中,Q17,yes,closed_by_v2_audit,main,yes,no,CLOSED_MAIN_IN_CURRENT_SHA,当代国际政治与经济；国际政治与经济；经济全球化；人类命运共同体；中国智慧；中国方案；两个市场；两种资源；开放型经济,yes,yes,no,,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区期末和期中\2026朝阳期中\细则\2026朝阳期中细则.docx,,1分） 绿色金融支持城市绿色交通体系建设，助力居民绿色出行，推动资源节约和环境保护，助力我国“双碳”目标实现，真正落实绿色发展理念，促进经济社会高质量发展。 17.结合材料，运用《当代国际政治与经济》知识，阐述我国应如何处理好推进“人工智能+”发展过程中的重要关系。（8分） 一层3分，两层6分，三层8分 每一层：“总-分”结构（处理什么关系-如何处理关系） （1）第一层（1+1+1）： （总说）宏观概括：处理好自力更生和对外开放的关系（1分） （分说）细化解释：核心技术自主可控/把握创新主动权/创新驱动/技术研发/自主研发/创新的新发展理念/核心竞争力（1分） （分说）细化解释：国际交流合作/参与经济全球化/参与国际分工/开放型经济/共商共建共享/两个市场两种资源/双循环（1分） 变通：如果没有总说，但行文中有
2026朝阳期中,Q18,yes,new_or_unmatched_candidate_needs_triage,absent,no,no,,人类命运共同体；中国智慧；中国方案,no,yes,no,,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区期末和期中\2026朝阳期中\细则\2026朝阳期中细则.docx,,展中国家/贡献中国智慧和中国方案/大国责任/人类命运共同体（1分） 变通：如果没有总说，但行文中有两者相互渗透（如，兼顾，在…的同时要…）的意思，也可给3分 18.结合材料，从哲学角度，针对“是否应该使用AI提供情绪价值”问题，谈谈你的思考。（8分） 评分细则1： （1）总说（1+1） 知识：矛盾的普遍性/对立统一/一分为二/全面的观点等 材料：既要看到人工智能在提供情绪价值方面的长处，也要看到其缺陷和弊端。 （2）支持的理由（1+1） 知识：按规律办事/从实际出发/矛盾特殊性或具体问题具体分析等 材料：与所写原理相对应的材料分析 如：具体分析用户需求调整对话模式 （3）反对的理由（1+1） 知识：主观能动性/意识依赖于物质/适度原则、实践等 材料：与所写原理相对应的材料分析 如：过度依赖人工智能会削弱现实的交
2026海淀一模,Q20,yes,closed_by_v2_audit,main,yes,no,CLOSED_MAIN_IN_CURRENT_SHA,全球治理；两个市场；两种资源；产业链；高水平对外开放；制度型开放,no,yes,no,,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026海淀一模\26海淀一模政治评分标准.pdf,,合理市场准入条件的情 形。纠正这一规定有利于维护社会主义法制的统一，推进法治政府建设，营造公平的市场竞争环境。 评分细则 高三思想政治参考答案 第 6 页 20.（8 分） 扩大制度型开放，增强我国产品、服务乃至产业链在全球的竞争力，推进高水平对外开放，更好利 用国内国际两个市场、两种资源，推动构建新发展格局；我国在低碳能源、人工智能等领域推动贡 献国际标准，促进全球范围内标准共通、技术共享，推动全球技术创新与绿色转型，同时，我国积 极参与全球经济治理和规则制定，推动全球治理体制向着更加公正合理方向发展。 高三思想政治参考答案 第 7 页
2026海淀二模,Q20,yes,closed_by_v2_audit,main,yes,no,CLOSED_MAIN_IN_CURRENT_SHA,当代国际政治与经济；国际政治与经济；联合国；国际组织,yes,no,no,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区二模\2026海淀二模\试卷\2026北京海淀高三二模政治（教师版）.docx,,效率 ·优化区域教育、医疗卫生资源配置 ·推进养老服务对接 ·提升社会保障服务便利化水平 结合材料，运用《经济与社会》知识，分析建设现代化首都都市圈的意义。 20．（9分） 2026年是全球发展倡议提出五周年。五年来，在各方推动下，全球发展倡议已从中国主张扩大到国际共识，从合作理念拓展到丰富实践。 当前全球发展面临各种新的挑战，同球共济、团结合作才是正确选择。五年来，已经有80多个国家加入“全球发展倡议之友小组”，近百个国家、地区和国际组织同中方签署倡议合作文件，并且共建全球发展促进中心网络。中方发起的创新培训基地、全球发展青年领袖之家、全球妇女能力建设中心等平台陆续投入运作，不断提升发展中国家可持续造血能力。中方还与非洲国家和联合国机构共同建设合作示范中心，开辟了三方发展合作新局面。 2026年4月，全球共享,
2026石景山一模,Q20,yes,closed_by_v2_audit,main,yes,no,CLOSED_MAIN_IN_CURRENT_SHA,当代国际政治与经济；国际政治与经济；经济全球化；共同利益；人类命运共同体；多边主义；供应链；产业链,yes,yes,no,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026石景山一模\2026北京石景山高三一模政治（教师版）.pdf,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026石景山一模\2026石景山区高三一模评分细则.doc,、通行安全、消防安全 要求贯穿非机动车生产、销售、登记、使用、停放、充电各环节、全场景。 结合材料，运用《政治与法治》知识，阐述此次条例修订对城市治理的意义。 20．（8分） 诞生 30 多年来，亚太经合组织引领亚太地区走在全球开放发展前列，助推亚太成为世界经济主要引擎。 中国始终是亚太合作的积极倡导者、引领者。近日，在亚太经合组织会议上，习近平总书记发表重要讲话， 高屋建瓴提出“五个共同”。 ♢一是共同维护多边贸易体制。坚持世界贸易组织改革的正确方向，维护最惠国待遇、非歧视等基本 原则，推动国际经贸规则与时俱进，更好保障发展中国家正当权益。 ♢二是共同营造开放型区域经济环境。持续推进贸易和投资自由化便利化，深化财金领域合作，稳步 推进区域经济一体化进程。 ♢三是共同维护产业链供应链稳定畅通。坚持 “拉手”而不,依据，有利于政府依法履行职能，加强非机动车监管（2分）；推进法治社会建设，助推城市治理精细化、法治化水平提升，（2分）构建共建共治共享社会治理格局。（2分） 20．（8分）从1个“关键词”出发，使用1个学科用语+合理分析，得4分；从2个“关键词”出发……最高8分。 可从共商共建共享、人类命运共同体、经济全球化、和平发展合作共赢、维护共同利益等角度回答。 等级水平 等 级 描 述 等级赋分 水平4 观点鲜明，能明确表达自己的见解；紧扣问题，综合运用所学知识展开论述；逻辑严密，条理清晰 7~8分 水平3 观点比较明确，能表达自己的见解；能扣住问题展开论述，知识运用比较准确；逻辑性较强，有条理 4~6分 水平2 观点不明确；论述不能集中指向问题，罗列知识；知识运用不正确；论述缺乏逻辑，条理性差 1~3分 水平1 应答
2026石景山一模,Q21,yes,closed_by_v2_audit,absent,yes,no,CLOSED_EXCLUDED_BY_ADJUDICATION,当代国际政治与经济；国际政治与经济；经济全球化,yes,yes,no,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026石景山一模\2026北京石景山高三一模政治（教师版）.pdf,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026石景山一模\2026石景山区高三一模评分细则.doc,键词“共同”“开放”“包容”，读懂这一推动亚太合作再出发的中国倡议。结合材料， 运用《当代国际政治与经济》知识，任选两个关键词，说明中国倡议如何助推亚太合作。 21．（9分） 中国式现代化是人与自然和谐共生的现代化。编纂生态环境法典是以习近平同志为核心的党中央部署 的重大政治任务和立法任务。2026 年 3 月 12 日，十四届全国人大四次会议表决通过了《中华人民共和国生 态环境法典》 ，这是我国第二部以“法典”命名的法律。该法典具有以下几个特点： 第8页/共10页 从中国乃至世界环境法典编纂的历史看， 《中华人民共和国生态环境法典》具有非常重要的创新意义。结 合材料，综合运用所学，谈谈你的理解。 第9页/共10页 参考答案 第一部分选择题 1. B 2. D 3. A 4. C 5. B 6. D 7. C ,地区开放发展的基础。 包容角度：中国倡导经济全球化，着力解决发展不平衡问题、/维护发展中国家正当权益，倡议更加包容、更可持续，更好惠及了亚太地区全体人民。 21．（9分）（使用2个以上模块知识作答、三个角度，可得8-9分；仅使用1个模块知识作答或不足3个角度，可得4-7分；非空白卷，酌情给1-3分。） 可从党的领导、制度优势、新发展理念、系统优化、科学立法、辩证思维等角度 回答。 等级水平 等 级 描 述 等级赋分 水平4 观点鲜明，能明确表达自己的见解；紧扣问题，综合运用所学知识展开论述；逻辑严密，条理清晰 7~9分 水平3 观点比较明确，能表达自己的见解；能扣住问题展开论述，知识运用比较准确；逻辑性较强，有条理 4~6分 水平2 观点不明确；论述不能集中指向问题，罗列知识；知识运用不正确；论述缺乏逻辑，条理
2026石景山二模,Q18,yes,closed_by_v2_audit,main,yes,no,CLOSED_MAIN_IN_CURRENT_SHA,当代国际政治与经济；国际政治与经济；经济全球化；国家利益；共同利益；人类命运共同体；两个市场；两种资源,yes,yes,no,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区二模\2026石景山二模\试卷\2026北京石景山高三二模政治（教师版）.docx,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区二模\2026石景山二模\细则\石景山区高三政治第二次模拟考试答案评分细则(1).doc,老有所养”的基本保障，更是“老有优养”的品质追求。说到底，“良法”只是起点，“善治”才是目标。 （3）从哲学角度，分析“良法”和“善治”的关联。（7分） 18．（8分） 中国连续16年保持东盟第一大贸易伙伴地位；东盟连续5年成为中国第一大贸易伙伴。2025年，中国与东盟贸易总值7.55万亿元人民币，增长8%。面对复杂多变的全球形势，中国—东盟经贸合作逆势上扬、稳步前行。 【聚焦“数字经济”】在马来西亚，中企承建高等级数据中心；在印度尼西亚，中企参与云计算项目赋能区域算力升级……中国与东盟数字基础设施合作加速布局。 【促进“绿色发展”】在柬埔寨的“工业发展走廊”，中企参与建设绿色园区，实现减排增效；在“鱼米走廊”，助力当地实现农业废物利用与种养生态循环……中国的绿色发展经验为东盟国家探索可持续发展路径提供可行方案,但“良法”只是起点，“善治”才是目标。只有以法治作为治国理政的基本方式，才能有效规范权力运行，保障公民合法权益，推动实现国家治理现代化，实现长治久安。（3分） 18．（8分） 国家利益和国家实力是影响国际关系的决定性因素，中国与东盟经贸合作提质升级，顺应经济全球化趋势，基于双方共同利益，符合时代发展主题。（从“政治”“经济”各答出1个观点，得4分）（依据）双方合作，有利于充分利用两个市场、两种资源，促进经济转型升级，/使发展成果惠及人民（对本国）；为区域经济合作注入动能，为地区发展创造机遇（对区域）；推动经济全球化朝着更加开放、包容、普惠、平衡、共赢的方向发展，/有利于构建人类命运共同体（对世界）。（从任意2个维度答，得4分）（意义）
2026石景山二模,Q19,yes,closed_by_v2_audit,absent,yes,no,CLOSED_EXCLUDED_BY_ADJUDICATION,当代国际政治与经济；国际政治与经济；经济全球化；人类命运共同体,yes,yes,no,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区二模\2026石景山二模\试卷\2026北京石景山高三二模政治（教师版）.docx,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区二模\2026石景山二模\细则\石景山区高三政治第二次模拟考试答案评分细则(1).doc,瞄准规则标准促融合，中国—东盟自贸区不断升级，区域经济合作持续深化发展。 结合材料，运用《当代国际政治与经济》知识，分析中国与东盟经贸合作能够提质升级的原因。 19．（8分） 2026年1月1日，新修订的《中华人民共和国治安管理处罚法》正式施行，首次将校园欺凌纳入治安管理处罚范畴，明确以殴打、侮辱、恐吓等方式实施学生欺凌的，公安机关可直接介入，对违反治安管理的欺凌行为依法处罚，同时采取矫治教育等措施。“他还是个孩子”，不再是校园欺凌的挡箭牌。 本次修订打破了“未成年人违法不拘留”的惯例，规定已满14周岁不满16周岁的未成年人，一年内两次以上违反治安管理的，依法执行行政拘留；已满14周岁不满18周岁，初次违反治安管理但情节严重、影响恶劣的，依法执行行政拘留。实践中，涉事未成年人往往存在“失管失教”或“失学辍学”等,展创造机遇（对区域）；推动经济全球化朝着更加开放、包容、普惠、平衡、共赢的方向发展，/有利于构建人类命运共同体（对世界）。（从任意2个维度答，得4分）（意义） 19．（8分）从“惩”“教”两个维度出发，正确表述1条法律依据+1点实践意义，得4分；2点得8分。 依据民法典，自然人享有生命权、身体权、健康权等人格权以及财产权，本次修订通过明确处罚标准，强化了对未成年人校园欺凌违法行为的惩罚，/为保护学生合法权益提供了更有力的法律支持，/有利于营造尊法学法守法用法的良好氛围、切实维护校园和谐稳定。（4分）民法典规定父母有对未成年子女的行为进行必要的约束和引导以及批评教育、合理惩戒的义务。本次修订倡导“惩教闭环”，强化执法机关、家庭、学校等机构形成协同治理合力，/既让未成年人认识到法律威严，又通过系统化矫治教育帮助未成
2026石景山期末,Q19,yes,closed_by_v2_audit,absent,yes,yes,CLOSED_EXCLUDED_BY_ADJUDICATION,共同利益；国际竞争；全球治理；人类命运共同体；中国方案；多边主义,no,no,no,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区期末和期中\2026石景山期末\2026北京石景山高三（上）期末政治.pdf,,典型村落的分析统一于“非遗文化”这一整体；分析是综合的基础，综合 是分析的先导，北京市文旅局对非遗漫游攻略的设计是对分析与综合思维方法 的辩证运用。（6 分） 19．（14 分） （1）北京市聚焦核心技术攻关，发展新质生产力，推动北京建成有国际竞争力的具 身智能技术创新高地；深入挖掘具身智能应用的丰富场景，促进创新产品落地 应用，提升人民生活品质；引领产业创新，完善现代化产业体系，推动首都高 质量发展。（6 分） （2）中国关于人工智能全球治理的主张顺应了和平、发展、合作、共赢的时代潮流， 符合世界各国人民的共同利益，中国倡议“向善为民、尊重主权、发展导向、 安全可控、公平普惠、开放合作”的目标和原则，秉持人类命运共同体理念， 坚持多边主义，倡导共商共建共享的全球治理观，推动构建更加公正、合理的 国际人工智能治,
2026西城一模,Q20,yes,closed_by_v2_audit,main,yes,no,CLOSED_MAIN_IN_CURRENT_SHA,当代国际政治与经济；国际政治与经济；共同利益；多边主义；贸易投资；供应链；产业链,yes,yes,no,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026西城一模\试卷\高三统一测试思想政治试卷.docx,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026西城一模\细则\2026西城一模细则.docx,“所有村务必须公开”，也不同意“所有村务都不必公开”。 丙：只要涉及村民切身利益，就应由村民会议讨论决定。村委会没有讨论这件事，说明这件事不涉及村民切身利益。 20．（11分）中国与东盟自贸区合作迈入新阶段。 材料一 东盟与主要贸易伙伴货物贸易规模占比变化（%） 东盟与主要贸易伙伴货物贸易规模占比变化（%）（1）概括材料一反映的经济信息。（3分） 标准规制互认。推动技术标准、产品认证、海关流程、电子支付等互认互通，企业无需重复认证即可跨区域进出口；允许双方企业以国民待遇参与对方标准制定；优先推进新能源汽车等领域标准联合制定；构建发展中国家数字经济规则体系，这是首次由发展中国家群体主导达成的高水平数字经济规则，打破了发达国家的长期垄断。 供应链互联互通。促进关键产品和服务的自由流通，加强数字基础设施建设的合作；依,"对关系） 丙：错误。理论：偷换了概念/违背同一律/材料分析（充分条件假言推理中，前提中的后件是“村民会议”,而结论中是 “村委会”,偷换了概念，违背同一律） 20（1）概括材料一反映的经济信息。（3分） 【细则】 ●2010年以来，东盟与中国货物贸易占比持续攀升（1分）。没有“占比”不得分。 ●中国是东盟第一大贸易伙伴（1分）。变通：中国在东盟的贸易伙伴中“领先”“主导”“占比最高”“首位”等。写“主要贸易伙伴”不得分。 ●东盟对中国的贸易依存度不断提高，区域经济一体化程度加深。（任意一句得1分）变通：东盟与中国的经贸关系日益紧密、构建更紧密的中国—东盟命运共同体等。 （2）分析中国-东盟自贸区3.0版式如何为区域发展和世界经济注入强劲动力。（8分） 【细则】 ●标准规则（2分） 降低制度性交易成本/提高贸易效"
