paragraph,module,subsection,core_point,ordinal,source_label,title_tail,card_id,evidence_status,card_path,材料触发点,设问,为什么能想到,答案落点,同题组,prompt_check,answer_check,think_check,samegroup_check,qa_flags
1928,政治多极化,新国关：新型国际关系,相互尊重、公平正义、合作共赢的新型国际关系,3,2026延庆一模Q19(2),"——中国""推动重塑全球能源治理格局""的理论逻辑和价值意蕴",2026_延庆_一模_Q19_2,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2026_延庆_一模_Q19_2.md,题面写中国以绿色能源合作让共建国家共同受益，避免单边支配式能源治理；设问问价值意蕴，需要把这种合作放回新型国际关系框架。,结合材料二，运用《当代国际政治与经济》知识，说明中国“推动重塑全球能源治理格局”的理论逻辑和价值意蕴。,"题面把""绿色能源合作""""共建国家共同受益""""避免单边支配""三层并列摆出，指向中国能源治理路径是用共同发展替代支配关系。问""价值意蕴""，意蕴要解释这种能源治理范式对国际关系方向的撬动，而不是单纯描述能源合作。先把绿色能源合作中""共建共享、避免单边支配""的特征摆出，再写它推动构建相互尊重、公平正义、合作共赢的新型国际关系，最后接到对共建国家共同发展的实际意义。",中国以绿色能源合作促进共建国家共同发展、避免单边支配的能源治理范式，有利于推动构建相互尊重、公平正义、合作共赢的新型国际关系。,,PARTIAL,PARTIAL,PRESENT,OK,
1939,政治多极化,新国关：新型国际关系,相互尊重、公平正义、合作共赢的新型国际关系,4,2026顺义二模Q20,,2026_顺义_二模_Q20,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2026_顺义_二模_Q20.md,作答要求把“新型国际关系”列为可写角度，材料强调中国通过共享发展成果、促进文明互鉴，为动荡变革世界注入稳定性。,结合材料，运用《当代国际政治与经济》知识，谈谈对“今天的中国，明天的世界”的理解。,菌草技术、鲁班工坊、民生工程和发展合作跨越多个国家，呈现的是合作共赢而非阵营对抗、零和博弈。“中国好，世界会更好”应指向中国推动怎样的国际关系，而不是只说中国帮助了谁。先概括共享成果和文明互鉴的合作事实，再写相互尊重、公平正义、合作共赢的新型国际关系，最后接到世界稳定性。,中国通过共享发展成果、促进文明互鉴，为动荡变革的世界注入稳定性，推动构建相互尊重、公平正义、合作共赢的新型国际关系。,（本题8分）,EXACT,PARTIAL,PRESENT,OK,
1948,政治多极化,新国关：新型国际关系,相互尊重、公平正义、合作共赢的新型国际关系,5,2026顺义一模Q20,,2026_顺义_一模_Q20,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2026_顺义_一模_Q20.md,"设问问南南合作""典范""的深层逻辑。要回答""为什么是典范""，必须把科技小院与发展中国家共享农业技术、降低成本、培养人才接回经济全球化方向的""普惠、平衡、共赢""——这是材料里明确列入国际经济层的答题核心。",结合材料，运用《当代国际政治与经济》知识，阐述科技小院成为南南合作典范的深层逻辑。,"设问问南南合作""典范""的深层逻辑。要回答""为什么是典范""，必须把科技小院与发展中国家共享农业技术、降低成本、培养人才接回经济全球化方向的""普惠、平衡、共赢""——这是材料里明确列入国际经济层的关键落点。 这不是单个材料细节，而是通向该术语的线索。它提示学生把治理、秩序、多边合作和国际关系变化归入“相互尊重、公平正义、合作共赢的新型国际关系”这一政治多极化术语。问法追问成立根据，材料事实要上升为理论支点。 抓住这条线，就能把材料转换为：科技小院以技术共享、人才共育践行相互尊重、合作共赢的新型国际关系，推动南南合作走深走实。",科技小院以技术共享、人才共育践行相互尊重、合作共赢的新型国际关系，推动南南合作走深走实。,,EXACT,NO_MATCH,PRESENT,OK,
1959,政治多极化,新国关：新型国际关系,相互尊重、公平正义、合作共赢的新型国际关系,6,2025朝阳期末Q21,,2025_朝阳_期末_Q21,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2025_朝阳_期末_Q21.md,题面把世界动荡冲突、单边霸凌、脱钩断链和意识形态分歧作为外部风险，问中国特色大国外交如何营造外部环境；总体外部环境的根本前提是把答案先放回和平与发展的时代主题，再把促进世界和平与发展和维护和平稳定的国际环境作为方向。,结合材料，运用《当代国际政治与经济》知识，说明如何通过开展中国特色大国外交为推进中国式现代化营造良好外部环境。,题面把世界动荡冲突、单边霸凌、脱钩断链和意识形态分歧作为外部风险，问中国特色大国外交如何营造外部环境；总体外部环境的根本前提是把答案先放回和平与发展的时代主题，再把促进世界和平与发展和维护和平稳定的国际环境作为方向。 这不是单个材料细节，而是通向该术语的线索。它提示学生把治理、秩序、多边合作和国际关系变化归入“相互尊重、公平正义、合作共赢的新型国际关系”这一政治多极化术语。问法追问行动路径，材料里的做法要转成政策原则和治理逻辑。 抓住这条线，就能把材料转换为：大国外交致力于推动建立相互尊重、公平正义、合作共赢的新型国际关系，营造良好外部环境。,大国外交致力于推动建立相互尊重、公平正义、合作共赢的新型国际关系，营造良好外部环境。,,EXACT,NO_MATCH,PRESENT,OK,
1970,政治多极化,新国关：新型国际关系,相互尊重、公平正义、合作共赢的新型国际关系,7,2024朝阳二模Q20,,2024_朝阳_二模_Q20,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2024_朝阳_二模_Q20.md,表格题先要求形成研讨共识，研讨背景集中呈现气温上升对粮食、生态、能源、基础设施和生命财产安全的威胁，因此必须先说明气候治理的全球公共问题属性。,结合研讨背景，运用《当代国际政治与经济》知识，完成下表。,表格题先要求形成研讨共识，研讨背景集中呈现气温上升对粮食、生态、能源、基础设施和生命财产安全的威胁，因此必须先说明气候治理的全球公共问题属性。 这不是单个材料细节，而是通向该术语的线索。它提示学生把治理、秩序、多边合作和国际关系变化归入“相互尊重、公平正义、合作共赢的新型国际关系”这一政治多极化术语。题目引导学生把材料信息转化为学科判断。 抓住这条线，就能把材料转换为：各方达成共识：各主权国家和国际组织应构建公平正义、合作共赢的新型国际关系，共商共建共享，合作应对气候变化。,各方达成共识：各主权国家和国际组织应构建公平正义、合作共赢的新型国际关系，共商共建共享，合作应对气候变化。,,EXACT,NO_MATCH,PRESENT,OK,
1979,政治多极化,新国关：新型国际关系,相互尊重、公平正义、合作共赢的新型国际关系,8,2025海淀二模Q21,,2025_海淀_二模_Q21,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2025_海淀_二模_Q21.md,中国担任安理会轮值主席、推动讨论聚焦实质性问题并与全球南方国家发起“和平之友”小组，说明中国不仅参与联合国事务，也为全球治理提供理念和方案。,结合材料，运用《当代国际政治与经济》知识，阐释“中国需要联合国，联合国也需要中国”。,中国担任安理会轮值主席、推动讨论聚焦实质性问题并与全球南方国家发起“和平之友”小组，说明中国不仅参与联合国事务，也为全球治理提供理念和方案。 这不是单个材料细节，而是通向该术语的线索。它提示学生把治理、秩序、多边合作和国际关系变化归入“相互尊重、公平正义、合作共赢的新型国际关系”这一政治多极化术语。题目引导学生把材料信息转化为学科判断。 抓住这条线，就能把材料转换为：中国在联合国贡献中国智慧和方案，推动构建相互尊重、公平正义、合作共赢的新型国际关系，故联合国也需要中国。,中国在联合国贡献中国智慧和方案，推动构建相互尊重、公平正义、合作共赢的新型国际关系，故联合国也需要中国。,,EXACT,NO_MATCH,PRESENT,OK,
1988,政治多极化,新国关：新型国际关系,相互尊重、公平正义、合作共赢的新型国际关系,9,2024朝阳一模Q21,,2024_朝阳_一模_Q21,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2024_朝阳_一模_Q21.md,题目先要求分析“变局”中的经济形势，题目评价重点提示我国发展的外部环境日趋严峻、风险挑战增多，因此要先说明外部风险压力。,结合上述资料，在分析我国当前经济形势的基础上，运用《当代国际政治与经济》知识，谈谈如何推动中国经济在变局中开新局。,题目先要求分析“变局”中的经济形势，题目评价重点提示我国发展的外部环境日趋严峻、风险挑战增多，因此要先说明外部风险压力。 这不是单个材料细节，而是通向该术语的线索。它提示学生把治理、秩序、多边合作和国际关系变化归入“相互尊重、公平正义、合作共赢的新型国际关系”这一政治多极化术语。问法追问行动路径，材料里的做法要转成政策原则和治理逻辑。 抓住这条线，就能把材料转换为：坚持合作共赢，推动构建相互尊重、公平正义、合作共赢的新型国际关系，为我国发展营造良好外部环境。,坚持合作共赢，推动构建相互尊重、公平正义、合作共赢的新型国际关系，为我国发展营造良好外部环境。,,PARTIAL,NO_MATCH,PRESENT,OK,
1997,政治多极化,新国关：新型国际关系,相互尊重、公平正义、合作共赢的新型国际关系,10,2026石景山一模Q20,,2026_石景山_一模_Q20,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2026_石景山_一模_Q20.md,"题面""五个共同""列出共同维护多边贸易体制、共同推进贸易投资自由化便利化、共同建设产业链供应链、共同推动数字绿色贸易合作、共同促进区域繁荣等内容，问中国倡议如何助推亚太合作；亚太各国能在这些方向上联动合作，前提是它们具有相互交织的共同利益。",运用《当代国际政治与经济》知识，任选两个关键词，说明中国倡议如何助推亚太合作。,"题面""五个共同""列出共同维护多边贸易体制、共同推进贸易投资自由化便利化、共同建设产业链供应链、共同推动数字绿色贸易合作、共同促进区域繁荣等内容，问中国倡议如何助推亚太合作 这不是单个材料细节，而是通向该术语的线索。它提示学生把治理、秩序、多边合作和国际关系变化归入“相互尊重、公平正义、合作共赢的新型国际关系”这一政治多极化术语。问法追问行动路径，材料里的做法要转成政策原则和治理逻辑。 抓住这条线，就能把材料转换为：中国倡议深化合作共赢，推动构建相互尊重、公平正义、合作共赢的新型国际关系，促进亚太团结合作。",中国倡议深化合作共赢，推动构建相互尊重、公平正义、合作共赢的新型国际关系，促进亚太团结合作。,,EXACT,NO_MATCH,PRESENT,OK,
2008,政治多极化,新国关：新型国际关系,相互尊重、公平正义、合作共赢的新型国际关系,11,2024西城二模Q19,中国答案的国际关系新思路,2024_西城_二模_Q19,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2024_西城_二模_Q19.md,题面把恃强凌弱、零和博弈、结盟对抗作为旧国际关系的问题，需要把中国答案放回当今世界主题之下，说明它顺应而非违背和平与发展的时代潮流。,结合材料，阐述中国答案所体现的处理国际关系的新思路。,题面把恃强凌弱、零和博弈、结盟对抗作为旧国际关系的问题，需要把中国答案放回当今世界主题之下，说明它顺应而非违背和平与发展的时代潮流。 这不是单个材料细节，而是通向该术语的线索。它提示学生把治理、秩序、多边合作和国际关系变化归入“相互尊重、公平正义、合作共赢的新型国际关系”这一政治多极化术语。题目引导学生把材料信息转化为学科判断。 抓住这条线，就能把材料转换为：中国答案超越实力至上的逻辑，倡导相互尊重、公平正义、合作共赢，构建新型国际关系，推动全球合作发展。,中国答案超越实力至上的逻辑，倡导相互尊重、公平正义、合作共赢，构建新型国际关系，推动全球合作发展。,,EXACT,NO_MATCH,PRESENT,OK,
2018,政治多极化,新国关：新型国际关系,相互尊重、公平正义、合作共赢的新型国际关系,12,2026东城期末Q20,,2026_东城_期末_Q20,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2026_东城_期末_Q20.md,设问问“四大全球倡议如何系统推动构建人类命运共同体”，必须先将四大倡议和人类命运共同体核心内涵“五个世界”对应起来。,结合材料，运用《当代国际政治与经济》知识，分析四大全球倡议如何系统推动构建人类命运共同体。,设问问“四大全球倡议如何系统推动构建人类命运共同体”，必须先将四大倡议和人类命运共同体核心内涵“五个世界”对应起来。 这不是单个材料细节，而是通向该术语的线索。它提示学生把治理、秩序、多边合作和国际关系变化归入“相互尊重、公平正义、合作共赢的新型国际关系”这一政治多极化术语。问法追问行动路径，材料里的做法要转成政策原则和治理逻辑。 抓住这条线，就能把材料转换为：全球安全倡议倡导相互尊重、平等协商，以安全保稳定，筑牢安全屏障，在安全互信中维护和平。,全球安全倡议倡导相互尊重、平等协商，以安全保稳定，筑牢安全屏障，在安全互信中维护和平。,,EXACT,NO_MATCH,PRESENT,OK,
2027,政治多极化,新国关：新型国际关系,在平等互利基础上开展合作，实现互利共赢,1,2025丰台期末Q20,——中非达成战略性共识的理论逻辑和价值意蕴,2025_丰台_期末_Q20,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2025_丰台_期末_Q20.md,题面写中非围绕全球倡议、反对保护主义和提升发展中国家发言权达成共识；设问问理论逻辑，回答合作可持续性时须强调主权平等和互利。,阅读材料，运用《当代国际政治与经济》知识，阐明中非达成一系列战略性共识的理论逻辑和价值意蕴。,"题面把""全球倡议""""反对保护主义""""提升发展中国家发言权""三件事并写为中非达成共识的内容；这三项落在不同层面，但都把双方放在彼此对等的地位。问""理论逻辑""要给出共识能形成并持续的国家间关系基础，不能只写合作清单；必须解释为什么中非合作不会沦为援助式或附加条件式安排。先把中非围绕全球倡议、反对保护主义、提升发展中国家发言权达成的共识接为对等合作的事实证据，再用平等互利的国家间合作原则解释共识为何成立，最后指向推动南方国家联合自强的价值意蕴。",中非在平等互利基础上开展合作，围绕全球发展、安全、文明倡议形成战略共识，推动南方国家联合自强。,,EXACT,NO_MATCH,PRESENT,OK,
2037,政治多极化,新国关：新型国际关系,在平等互利基础上开展合作，实现互利共赢,2,2025东城期末Q20,——评价欧盟对中国新能源汽车征收临时反补贴税,2025_东城_期末_Q20,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2025_东城_期末_Q20.md,"题面写中方通过磋商方式回应欧盟反补贴税，并提出建设性解决方案；写认识短文谈到中国处理国际经贸争端的取向，""互利共赢""与""和平谈判方式""是并列写法。",运用《当代国际政治与经济》知识，写一篇短文，谈谈你对上述材料的认识。要求：题目自拟，观点明确，逻辑清晰，200字左右。,"题面写欧盟开征反补贴税，中方回应不是对等加税或反制清单，而是""磋商""加""建设性解决方案""；处理方式与对方手段形成对照，态度本身就是答题素材。短文""谈认识""不能停在事件复述，要把中方的处理方式抽象为可推及一般的国际经贸争端处理取向。先把欧盟单边加税与中方磋商方式作对照点出，再把中方的处理路径概括为坚持互利共赢、以谈判解决分歧，最后指向避免单边关税破坏开放合作的国际经贸环境。",中方主张通过磋商解决中欧新能源汽车贸易争端，坚持互利共赢，推动贸易自由便利并维护市场秩序。,,EXACT,NO_MATCH,PRESENT,OK,
2047,政治多极化,新国关：新型国际关系,在平等互利基础上开展合作，实现互利共赢,3,2026顺义一模Q20,,2026_顺义_一模_Q20,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2026_顺义_一模_Q20.md,"设问问南南合作""典范""的深层逻辑。要回答""为什么是典范""，必须把科技小院与发展中国家共享农业技术、降低成本、培养人才接回经济全球化方向的""普惠、平衡、共赢""——这是材料里明确列入国际经济层的答题核心。",结合材料，运用《当代国际政治与经济》知识，阐述科技小院成为南南合作典范的深层逻辑。,"设问问南南合作""典范""的深层逻辑。要回答""为什么是典范""，必须把科技小院与发展中国家共享农业技术、降低成本、培养人才接回经济全球化方向的""普惠、平衡、共赢""——这是材料里明确列入国际经济层的关键落点。 这不是单个材料细节，而是通向该术语的线索。它提示学生把治理、秩序、多边合作和国际关系变化归入“在平等互利基础上开展合作，实现互利共赢”这一政治多极化术语。问法追问成立根据，材料事实要上升为理论支点。 抓住这条线，就能把材料转换为：科技小院在平等互利基础上开展农业合作，提高生产率、降低成本、共享发展成果，实现了中国与南方国家互利共赢。",科技小院在平等互利基础上开展农业合作，提高生产率、降低成本、共享发展成果，实现了中国与南方国家互利共赢。,,EXACT,NO_MATCH,PRESENT,OK,
2058,政治多极化,新国关：新型国际关系,在平等互利基础上开展合作，实现互利共赢,4,2024朝阳一模Q21,,2024_朝阳_一模_Q21,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2024_朝阳_一模_Q21.md,题目先要求分析“变局”中的经济形势，题目评价重点提示我国发展的外部环境日趋严峻、风险挑战增多，因此要先说明外部风险压力。,结合上述资料，在分析我国当前经济形势的基础上，运用《当代国际政治与经济》知识，谈谈如何推动中国经济在变局中开新局。,题目先要求分析“变局”中的经济形势，题目评价重点提示我国发展的外部环境日趋严峻、风险挑战增多，因此要先说明外部风险压力。 这不是单个材料细节，而是通向该术语的线索。它提示学生把治理、秩序、多边合作和国际关系变化归入“在平等互利基础上开展合作，实现互利共赢”这一政治多极化术语。问法追问行动路径，材料里的做法要转成政策原则和治理逻辑。 抓住这条线，就能把材料转换为：在谋求本国发展中促进各国共同发展，在平等互利基础上开展合作、实现互利共赢，为开新局营造良好环境。,在谋求本国发展中促进各国共同发展，在平等互利基础上开展合作、实现互利共赢，为开新局营造良好环境。,,PARTIAL,PARTIAL,PRESENT,OK,
2067,政治多极化,新国关：新型国际关系,在平等互利基础上开展合作，实现互利共赢,5,2026石景山一模Q20,,2026_石景山_一模_Q20,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2026_石景山_一模_Q20.md,"题面""五个共同""列出共同维护多边贸易体制、共同推进贸易投资自由化便利化、共同建设产业链供应链、共同推动数字绿色贸易合作、共同促进区域繁荣等内容，问中国倡议如何助推亚太合作；亚太各国能在这些方向上联动合作，前提是它们具有相互交织的共同利益。",运用《当代国际政治与经济》知识，任选两个关键词，说明中国倡议如何助推亚太合作。,"题面""五个共同""列出共同维护多边贸易体制、共同推进贸易投资自由化便利化、共同建设产业链供应链、共同推动数字绿色贸易合作、共同促进区域繁荣等内容，问中国倡议如何助推亚太合作 这不是单个材料细节，而是通向该术语的线索。它提示学生把治理、秩序、多边合作和国际关系变化归入“在平等互利基础上开展合作，实现互利共赢”这一政治多极化术语。问法追问行动路径，材料里的做法要转成政策原则和治理逻辑。 抓住这条线，就能把材料转换为：中国倡议在平等互利基础上开展合作，深化合作共赢，实现亚太各国互利共赢、共同发展。",中国倡议在平等互利基础上开展合作，深化合作共赢，实现亚太各国互利共赢、共同发展。,,EXACT,NO_MATCH,PRESENT,OK,
2078,政治多极化,新国关：新型国际关系,在平等互利基础上开展合作，实现互利共赢,6,2025西城一模Q18,,2025_西城_一模_Q18,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2025_西城_一模_Q18.md,"设问问地区如何利用国内外资源""开拓海外市场""""提升国际循环质量""。要回答从国内市场延伸到国际市场的对外开放结构，必须用""两个市场两种资源／国际国内双循环""把国内端、国际端接成一条循环——只讲产业内部升级不能回答""国际循环质量提升""。",从“两条鱼循环”看增长新空间。产自中国的鳗鱼“游”向世界，挪威三文鱼“飞”来中国，增长新空间在不断拓展。结合材料，运用《经济与社会》所学，谈谈中国经济增长新空间是如何拓展的。,"设问问地区如何利用国内外资源""开拓海外市场""""提升国际循环质量""。要回答从国内市场延伸到国际市场的对外开放结构，必须用""两个市场两种资源／国际国内双循环""把国内端、国际端接成一条循环——只讲产业内部升级不能回答""国际循环质量提升""。 这不是单个材料细节，而是通向该术语的线索。它提示学生把治理、秩序、多边合作和国际关系变化归入“在平等互利基础上开展合作，实现互利共赢”这一政治多极化术语。问法追问行动路径，材料里的做法要转成政策原则和治理逻辑。 抓住这条线，就能把材料转换为：特色产业链畅通国际国内双循环，在平等互利基础上与其他国家合作共赢，开拓海外市场、增强发展内生动力。",特色产业链畅通国际国内双循环，在平等互利基础上与其他国家合作共赢，开拓海外市场、增强发展内生动力。,,EXACT,NO_MATCH,PRESENT,OK,
2085,政治多极化,新国关：新型国际关系,在平等互利基础上开展合作，实现互利共赢,7,2024丰台二模Q19,,2024_丰台_二模_Q19,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2024_丰台_二模_Q19.md,设问问中国“答卷”如何彰显大国担当，题目限定在应对气候变化和环境保护，因此全球治理观必须连接中国承担责任、南南合作和区域合作，而不是泛写治理口号。,结合材料，运用《当代国际政治与经济》知识，说明中国“答卷”如何彰显大国担当。（6分）,设问问中国“答卷”如何彰显大国担当，题目限定在应对气候变化和环境保护，因此全球治理观必须连接中国承担责任、南南合作和区域合作，而不是泛写治理口号。 这不是单个材料细节，而是通向该术语的线索。它提示学生把治理、秩序、多边合作和国际关系变化归入“在平等互利基础上开展合作，实现互利共赢”这一政治多极化术语。问法追问行动路径，材料里的做法要转成政策原则和治理逻辑。 抓住这条线，就能把材料转换为：中国通过区域合作，在平等互利基础上促进区域环境改善，实现互利共赢，推动构建人类命运共同体，彰显大国担当。,中国通过区域合作，在平等互利基础上促进区域环境改善，实现互利共赢，推动构建人类命运共同体，彰显大国担当。,,EXACT,NO_MATCH,PRESENT,OK,
2093,政治多极化,新国关：新型国际关系,在平等互利基础上开展合作，实现互利共赢,8,2026顺义一模Q21,,2026_顺义_一模_Q21,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2026_顺义_一模_Q21.md,“审势、乘势、驭势”综合题的作答要求单列国政经角度：和平与发展是当今时代主题，中国式现代化是走和平发展道路的现代化，坚持多边主义，坚持互利共赢，倡导人类命运共同体，为世界和平与发展提供中国智慧和中国方案。,结合材料，综合运用所学，谈谈以中国式现代化全面推进中华民族伟大复兴，应如何运用“审势、乘势、驭势”的智慧。,“审势、乘势、驭势”综合题的作答要求单列国政经角度：和平与发展是当今时代主题，中国式现代化是走和平发展道路的现代化，坚持多边主义，坚持互利共赢，倡导人类命运共同体，为世界和平与发展提供中国智慧和中国方案。 这不是单个材料细节，而是通向该术语的线索。它提示学生把治理、秩序、多边合作和国际关系变化归入“在平等互利基础上开展合作，实现互利共赢”这一政治多极化术语。问法追问行动路径，材料里的做法要转成政策原则和治理逻辑。 抓住这条线，就能把材料转换为：推进中国式现代化要坚持互利共赢，在平等互利基础上开展国际合作，以自身发展为世界发展创造机遇。,推进中国式现代化要坚持互利共赢，在平等互利基础上开展国际合作，以自身发展为世界发展创造机遇。,,PARTIAL,NO_MATCH,PRESENT,OK,
2104,政治多极化,完全治：完善全球治理,共商共建共享的全球治理观,1,2026通州期末Q20,,2026_通州_期末_Q20,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2026_通州_期末_Q20.md,设问评价全球治理倡议的方向和担当，题面围绕全球治理赤字和国际规则秩序展开，需从中国倡导的全球治理观说明其价值方向。,结合材料，运用《当代国际政治与经济》知识，谈谈你对“全球治理倡议正逢其时、指引方向彰显担当”的理解。,题面把“治理赤字”和“国际规则秩序”作为治理倡议被提出的背景——既有现实问题（赤字）也有结构性挑战（规则秩序），决定了答案要从治理理念层切入。要回答倡议“指引方向”的内涵，必须先回答它的治理立场是什么——各国共同参与、共同建设、共同分享，而不是某国主导。先把全球治理赤字与国际规则秩序问题作为倡议要回应的现实点出；再说明倡议秉持共商共建共享的全球治理观；最后接到为应对治理赤字、完善全球治理提供中国方向。,全球治理倡议坚持共商共建共享全球治理观，为应对治理赤字、完善全球治理提供中国方向。,（本题8分）,EXACT,NO_MATCH,PRESENT,OK,
2115,政治多极化,完全治：完善全球治理,共商共建共享的全球治理观,2,2026朝阳一模Q20,,2026_朝阳_一模_Q20,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2026_朝阳_一模_Q20.md,设问问中国为什么能为全球发展注入稳定性和正能量，题面呈现中国扩大自贸朋友圈、分享发展成果、促进人才商品服务和要素双向流动，说明中国不是单向输出，而是在开放合作中同世界共享发展机遇。,结合材料，运用《当代国际政治与经济》的知识，阐述中国为什么能为全球发展注入稳定性和正能量。,题面用一连串“双向”动作——扩大自贸朋友圈、分享发展成果、促进人才与商品服务和要素双向流动——共同说明中国不是单向输出，而是与各国互动。问中国“为什么能”注入稳定性，能不能在于中国坚持的治理立场是否可被各国共享、可被持续合作，必须从共商共建共享理念切入。先把自贸朋友圈、发展成果分享、要素双向流动作为共商共建共享的具体表现点出；再说明这些做法让各国共享中国发展机遇；最后接到为全球发展注入稳定性和正能量。,中国坚持共商共建共享，通过扩大自贸朋友圈、分享发展成果并促进人才、商品、服务和生产要素双向流动，让全球共享中国发展机遇，为全球发展注入稳定性和正能量。,,EXACT,PARTIAL,PRESENT,OK,
2126,政治多极化,完全治：完善全球治理,共商共建共享的全球治理观,3,2024朝阳二模Q20,——完善全球气候治理基本原则与各方共识表格,2024_朝阳_二模_Q20,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2024_朝阳_二模_Q20.md,"各方对气候风险已有共识，但对责任和路径分歧明显；回答""如何完善全球气候治理""必须先从治理体系层面把分歧引向合作框架，触发共商共建共享全球治理观和公平合理、合作共赢的治理体系。",结合研讨背景，运用《当代国际政治与经济》知识，完成下表。,"各方在""气候风险存在""上有共识，但在""责任和路径""上分歧明显——共识与分歧并存的局面决定了治理原则必须先把分歧引向合作框架。表格需要说明""应遵循的基本原则""，原则的功能是把责任与路径分歧框入共同治理结构，必须从治理观层级回答。先把气候问题关乎各国共同安全与发展利益作为合作的现实基础点出；再写各主权国家和国际组织秉持共商共建共享的全球治理观；最后接到推动构建公平合理、合作共赢的全球气候治理体系。",应对气候变化关系各国共同安全与发展利益，各主权国家和国际组织应秉持共商共建共享全球治理观，推动构建公平合理、合作共赢的全球气候治理体系。,,EXACT,PARTIAL,PRESENT,OK,
