paragraph,module,subsection,core_point,ordinal,source_label,title_tail,card_id,evidence_status,card_path,材料触发点,设问,为什么能想到,答案落点,同题组,prompt_check,answer_check,think_check,samegroup_check,qa_flags
2211,政治多极化,完全治：完善全球治理,推动国际秩序和全球治理体系更加公正合理,4,2026顺义二模Q20,,2026_顺义_二模_Q20,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2026_顺义_二模_Q20.md,顺义Q20的答案把中国式现代化新的发展蓝图与“推动全球经济治理体系朝着更加公正合理的方向发展”相连，不能只归入经济项目或中国贡献。,结合材料，运用《当代国际政治与经济》知识，谈谈对“今天的中国，明天的世界”的理解。,中国发展合作覆盖能源、饮水、物流、农业技术和职业教育，受益对象主要是发展中国家和基层民众。理解“中国与世界未来”要说明中国发展实践对全球治理结构的方向性影响。先把开放合作和义利兼顾的项目事实写出，再上升到全球治理体系朝更加公正合理方向发展。,中国以开放合作和义利兼顾的实践推动全球治理体系朝着更加公正合理方向发展，促进世界共同发展、持续发展。,（本题8分）,EXACT,NO_MATCH,PRESENT,ITEM_NOT_CORE,SAMEGROUP_ITEM_NOT_CORE
2238,政治多极化,完全治：完善全球治理,推动国际秩序和全球治理体系更加公正合理,7,2025朝阳期末Q21,,2025_朝阳_期末_Q21,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2025_朝阳_期末_Q21.md,题面把世界动荡冲突、单边霸凌、脱钩断链和意识形态分歧作为外部风险，问中国特色大国外交如何营造外部环境；总体外部环境的根本前提是把答案先放回和平与发展的时代主题，再把促进世界和平与发展和维护和平稳定的国际环境作为方向。,结合材料，运用《当代国际政治与经济》知识，说明如何通过开展中国特色大国外交为推进中国式现代化营造良好外部环境。,,大国外交推动国际秩序和全球治理体系朝着更加公正合理方向发展，营造有利的外部环境。,,EXACT,NO_MATCH,EMPTY,ITEM_NOT_CORE,MISSING_WHY;SAMEGROUP_ITEM_NOT_CORE
2248,政治多极化,完全治：完善全球治理,推动国际秩序和全球治理体系更加公正合理,8,2026西城期末Q20,——参与全球气候治理中的中国实践,2026_西城_期末_Q20,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2026_西城_期末_Q20.md,"题面把中国持续提交并更新NDC目标作为治理体系层面的贡献呈现，需要把中国履约行动接到""以行动推动构建公平合理、合作共赢的全球气候治理体系""上，而不是只说中国履约。",结合材料，运用《国际政治与经济》知识，阐释参与全球气候治理的中国实践。,,中国主动担当全球气候治理责任、落实《巴黎协定》，推动构建公平合理、合作共赢的全球气候治理体系。,,EXACT,PARTIAL,EMPTY,OK,MISSING_WHY
2255,政治多极化,完全治：完善全球治理,推动国际秩序和全球治理体系更加公正合理,10,2026朝阳期末Q20,,2026_朝阳_期末_Q20,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2026_朝阳_期末_Q20.md,题目指向分析中国特色大国外交更有作为的必要性，材料呈现“构建周边命运共同体—妥善管控矛盾分歧—让人民远离冲突和战争—共建安宁家园—培育战略互信”的关系链，要求从时代主题和中国外交的共同体目标说明主动作为的理由。,结合材料，运用《当代国际政治与经济》知识，分析中国特色大国外交为什么要更有作为。,,中国更有作为，反对单边主义霸权强权，推动国际秩序和全球治理体系朝着更加公正合理的方向发展。,,EXACT,NO_MATCH,EMPTY,ITEM_NOT_CORE,BAD_SEQUENCE_EXPECT_9;MISSING_WHY;SAMEGROUP_ITEM_NOT_CORE
2265,政治多极化,完全治：完善全球治理,推动国际秩序和全球治理体系更加公正合理,11,2026东城期末Q20,,2026_东城_期末_Q20,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2026_东城_期末_Q20.md,设问问“四大全球倡议如何系统推动构建人类命运共同体”，必须先将四大倡议和人类命运共同体核心内涵“五个世界”对应起来。,结合材料，运用《当代国际政治与经济》知识，分析四大全球倡议如何系统推动构建人类命运共同体。,,全球治理倡议以治理求公正，完善全球治理，推动国际秩序和全球治理体系更加公正合理，是构建人类命运共同体的制度保障。,,EXACT,NO_MATCH,EMPTY,OK,MISSING_WHY
2272,政治多极化,完全治：完善全球治理,推动国际秩序和全球治理体系更加公正合理,12,2025丰台二模Q20,,2025_丰台_二模_Q20,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2025_丰台_二模_Q20.md,题目理解“中国力量”如何完善全球治理，材料多次出现人类命运共同体、平等开放合作共享和公正合理的治理方向。,当今世界，全球治理体系与国际秩序变革加速推进。我们愿同各方一道，一以贯之以实际行动为完善全球治理注入中国力量。结合材料，运用《当代国际政治与经济》知识，谈谈你对“为完善全球治理注入中国力量”的理解。,,中国在联合国、金砖、二十国集团等组织中作用日益显著，成为全球治理体系重要参与者、贡献者和改革者，推动其更加公正合理。,,EXACT,NO_MATCH,EMPTY,OK,MISSING_WHY
2280,政治多极化,完全治：完善全球治理,推动国际秩序和全球治理体系更加公正合理,13,2026通州期末Q20,,2026_通州_期末_Q20,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2026_通州_期末_Q20.md,设问评价全球治理倡议为何“正逢其时”，题面呈现百年变局、地区动荡、逆全球化和治理赤字，作答要先说明该倡议符合和平与发展、经济全球化和各国人民共同愿望的时代背景。,结合材料，运用《当代国际政治与经济》知识，谈谈你对“全球治理倡议正逢其时、指引方向彰显担当”的理解。,,倡议以主权平等、国际法治等五大原则为支撑，为推动建设更加公正合理的全球治理体系和国际新秩序指引方向。,,EXACT,PARTIAL,EMPTY,OK,MISSING_WHY
2300,政治多极化,完全治：完善全球治理,坚持开放合作、共享共赢、包容互鉴、共商共建,2,2025丰台二模Q20,,2025_丰台_二模_Q20,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2025_丰台_二模_Q20.md,题目理解“中国力量”如何完善全球治理，材料多次出现人类命运共同体、平等开放合作共享和公正合理的治理方向。,当今世界，全球治理体系与国际秩序变革加速推进。我们愿同各方一道，一以贯之以实际行动为完善全球治理注入中国力量。结合材料，运用《当代国际政治与经济》知识，谈谈你对“为完善全球治理注入中国力量”的理解。,,中国构建人类命运共同体，遵循平等、开放、合作、共享等原则，同世界各国一起完善全球治理。,,EXACT,PARTIAL,EMPTY,OK,MISSING_WHY
2321,政治多极化,完全治：完善全球治理,推动全球治理体系变革完善，建立更加公正合理的国际政治经济新秩序,1,2025朝阳期末Q21,（国际秩序公正合理）,2025_朝阳_期末_Q21,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2025_朝阳_期末_Q21.md,"设问问中国如何""营造""良好外部政治环境。要回答中国对国际秩序方向的主张，必须用题目给出的""国际关系民主化／维护联合国为核心国际体系／全球治理体系变革完善／公正合理新秩序""四点同段串，把秩序方向的中国立场落实。",结合材料，运用《当代国际政治与经济》知识，说明如何通过开展中国特色大国外交为推进中国式现代化营造良好外部环境。,"题面提到""营造""良好外部政治环境，与上一点的""观念层""相对，这里要解决的是国际秩序方向问题——国际关系是否民主化、联合国地位是否稳固、治理体系是否改革、新秩序是否公正合理。""良好外部环境""在秩序层不能用一两个词收尾，要把四个相互衔接的主张串联起来给出完整方向。先把推动国际关系民主化作为方向定位，再把维护以联合国为核心的国际体系、以国际法为基础的国际秩序列为体系支柱，接着用推动全球治理体系变革完善作为更新路径，最后指向推动建立更加公正合理的国际政治经济新秩序。",中国推动全球治理体系变革完善，推动建立更加公正合理的国际政治经济新秩序，为中国式现代化营造稳定的国际秩序环境。,,EXACT,PARTIAL,PRESENT,ITEM_NOT_CORE,SAMEGROUP_ITEM_NOT_CORE
2332,政治多极化,完全治：完善全球治理,推动全球治理体系变革完善，建立更加公正合理的国际政治经济新秩序,2,2025东城一模Q20,,2025_东城_一模_Q20,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2025_东城_一模_Q20.md,此次出访中，中国同秘鲁签署自贸协定升级议定书和共建“一带一路”合作规划，并在11天内达成60多项合作文件，说明相关国家围绕贸易合作、区域合作和发展议题存在共同利益。,结合材料，运用《当代国际政治与经济》知识，谈谈此次元首外交的“精彩”之处。,,此行回应全球南方意愿、维护发展中国家利益，推动完善全球治理，建立更加公正合理的国际新秩序。,,EXACT,NO_MATCH,EMPTY,OK,MISSING_WHY
2341,政治多极化,完全治：完善全球治理,推动全球治理体系变革完善，建立更加公正合理的国际政治经济新秩序,3,2025海淀二模Q21,,2025_海淀_二模_Q21,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2025_海淀_二模_Q21.md,中国担任安理会轮值主席、推动讨论聚焦实质性问题并与全球南方国家发起“和平之友”小组，说明中国不仅参与联合国事务，也为全球治理提供理念和方案。,结合材料，运用《当代国际政治与经济》知识，阐释“中国需要联合国，联合国也需要中国”。,,中国推动全球治理体系变革完善、建立更加公正合理的国际政治经济新秩序，为联合国注入动力，故联合国需要中国。,,EXACT,NO_MATCH,EMPTY,OK,MISSING_WHY
2349,政治多极化,完全治：完善全球治理,推动全球治理体系变革完善，建立更加公正合理的国际政治经济新秩序,5,2024丰台二模Q19,,2024_丰台_二模_Q19,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2024_丰台_二模_Q19.md,设问问中国“答卷”如何彰显大国担当，题目限定在应对气候变化和环境保护，因此全球治理观必须连接中国承担责任、南南合作和区域合作，而不是泛写治理口号。,结合材料，运用《当代国际政治与经济》知识，说明中国“答卷”如何彰显大国担当。（6分）,,中国积极参与并完善全球环境治理，贡献中国智慧和中国方案，推动建立更加公正合理的国际政治经济新秩序，彰显大国担当。,,EXACT,NO_MATCH,EMPTY,OK,BAD_SEQUENCE_EXPECT_4;MISSING_WHY
2356,政治多极化,完全治：完善全球治理,推动全球治理体系变革完善，建立更加公正合理的国际政治经济新秩序,6,2025丰台二模Q20,,2025_丰台_二模_Q20,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2025_丰台_二模_Q20.md,题目理解“中国力量”如何完善全球治理，材料多次出现人类命运共同体、平等开放合作共享和公正合理的治理方向。,当今世界，全球治理体系与国际秩序变革加速推进。我们愿同各方一道，一以贯之以实际行动为完善全球治理注入中国力量。结合材料，运用《当代国际政治与经济》知识，谈谈你对“为完善全球治理注入中国力量”的理解。,,中国推动构建人类命运共同体，遵循平等开放合作共享原则，同各国一道推动全球治理体制向更加公正合理方向发展。,,EXACT,PARTIAL,EMPTY,OK,MISSING_WHY
2415,政治多极化,共体：人类命运共同体,推动构建人类命运共同体,6,2024西城二模Q19,中国答案的国际关系新思路,2024_西城_二模_Q19,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2024_西城_二模_Q19.md,"题面把""集团政治""""实力至上""""少数西方国家定义的普世价值""作为旧国际关系问题，需要先以人类命运共同体作为总纲，给出一个超越旧逻辑的处理国际关系的总思路。",结合材料，阐述中国答案所体现的处理国际关系的新思路。,"题面把""集团政治""""实力至上""""少数西方国家定义的普世价值""三种旧国际关系特征摆出，并把它们都标识为待超越的问题，指向中国答案需要一个能统摄全部超越点的总纲。问""新思路""，新思路必须有总纲性表述，否则只是逐项反驳；这一要素就是承担总纲层面的回答。先把集团政治、实力至上、普世价值三类旧逻辑作为待超越的对象摆出，再写中国答案以人类命运共同体理念为总纲，最后接到各国相互依存、休戚与共对结盟对抗逻辑的根本回应。",中国答案以人类命运共同体理念为总纲，主张各国相互依存、休戚与共，从根本上回应实力至上和结盟对抗的旧国际关系逻辑。,,EXACT,NO_MATCH,PRESENT,ITEM_NOT_CORE,SAMEGROUP_ITEM_NOT_CORE
2433,政治多极化,共体：人类命运共同体,推动构建人类命运共同体,8,2026丰台期末Q20,,2026_丰台_期末_Q20,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2026_丰台_期末_Q20.md,中拉“发展工程”强调产业链供应链稳定畅通，设问问“五大工程”如何扩大中拉利益汇合点。,结合材料，运用《当代国际政治与经济》知识，阐释“五大工程”如何扩大中拉利益汇合点。,,"""五大工程""推动构建新型国际关系,扩大同拉方利益汇合点,携手共谱构建中拉命运共同体新篇章,推动构建人类命运共同体。",,EXACT,NO_MATCH,EMPTY,OK,MISSING_WHY
2442,政治多极化,共体：人类命运共同体,推动构建人类命运共同体,9,2026朝阳期中Q17,,2026_朝阳_期中_Q17,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2026_朝阳_期中_Q17.md,题目让学生说明人工智能发展中需要处理好的重要关系，题面一方面强调芯片、算法、大模型等核心环节自主可控，另一方面说明自主可控不是闭门造车，因此要把自主创新和开放合作放在同一层处理。,结合材料，运用《当代国际政治与经济》知识阐述我国应如何处理好推进“人工智能+”发展过程中的重要关系。,,处理好中国发展与世界发展关系，兼顾他国合理关切、为世界提供公共产品和机遇，推动构建人类命运共同体。,,EXACT,PARTIAL,EMPTY,OK,MISSING_WHY
2451,政治多极化,共体：人类命运共同体,推动构建人类命运共同体,10,2026西城二模Q19(1),,2026_西城_二模_Q19_1,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2026_西城_二模_Q19_1.md,数据跨境流动和数字经济发展形成全球性议题，中国参与全球数据治理要先说明全球化背景和共同价值基础。,结合材料，运用当代国际政治知识，阐释中国参与全球数据治理的逻辑。,,中国在维护自身数据安全与发展利益基础上推动构建全球数据治理新秩序，践行人类命运共同体理念，展现大国责任担当。,,EXACT,PARTIAL,EMPTY,OK,MISSING_WHY
2459,政治多极化,共体：人类命运共同体,推动构建人类命运共同体,11,2024朝阳二模Q20,,2024_朝阳_二模_Q20,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2024_朝阳_二模_Q20.md,表格题先要求形成研讨共识，研讨背景集中呈现气温上升对粮食、生态、能源、基础设施和生命财产安全的威胁，因此必须先说明气候治理的全球公共问题属性。,结合研讨背景，运用《当代国际政治与经济》知识，完成下表。,,各方达成共识：坚持实现碳中和长期目标不动摇，携手完善全球气候治理体系，推动构建人类命运共同体。,,EXACT,NO_MATCH,EMPTY,OK,MISSING_WHY
2467,政治多极化,共体：人类命运共同体,推动构建人类命运共同体,12,2026石景山二模Q18,,2026_石景山_二模_Q18,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2026_石景山_二模_Q18.md,中国与东盟市场、资源、产业和贸易投资互补，合作升级建立在双方共同利益基础上。,结合材料，运用《当代国际政治与经济》知识，分析中国与东盟经贸合作能够提质升级的原因。,,中国与东盟经贸合作推动经济全球化朝着开放、包容、普惠、平衡、共赢方向发展，有利于构建人类命运共同体。,,EXACT,NO_MATCH,EMPTY,OK,MISSING_WHY
2475,政治多极化,共体：人类命运共同体,推动构建人类命运共同体,13,2026延庆一模Q19(2),"——中国""推动重塑全球能源治理格局""的理论逻辑和价值意蕴",2026_延庆_一模_Q19_2,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2026_延庆_一模_Q19_2.md,题面写中国与共建国家围绕绿色能源开发、技术合作、绿色基建联动，构成绿色发展上的共同需求；设问问理论逻辑，必须先给出合作成立的理论解释。,结合材料二，运用《当代国际政治与经济》知识，说明中国“推动重塑全球能源治理格局”的理论逻辑和价值意蕴。,,中国为全球能源可持续发展提供具有公共产品属性的中国方案，推动能源治理体系多边协同转型，推动构建人类命运共同体。,,PARTIAL,PARTIAL,EMPTY,OK,MISSING_WHY
2485,政治多极化,共体：人类命运共同体,推动构建人类命运共同体,14,2024朝阳一模Q21,,2024_朝阳_一模_Q21,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2024_朝阳_一模_Q21.md,题目先要求分析“变局”中的经济形势，题目评价重点提示我国发展的外部环境日趋严峻、风险挑战增多，因此要先说明外部风险压力。,结合上述资料，在分析我国当前经济形势的基础上，运用《当代国际政治与经济》知识，谈谈如何推动中国经济在变局中开新局。,,坚持合作共赢、推动构建人类命运共同体，为我国发展营造良好外部环境，助推中国经济在变局中开新局。,,PARTIAL,PARTIAL,EMPTY,OK,MISSING_WHY
2493,政治多极化,共体：人类命运共同体,推动构建人类命运共同体,15,2025东城二模Q20,,2025_东城_二模_Q20,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2025_东城_二模_Q20.md,题面开头集中呈现全球经济复苏乏力、贸易保护主义、地区冲突、阵营对抗、脱钩断链、恐怖主义和气候变化等挑战，小论文首层必须先交代“同球共济”提出的时代背景。,结合材料，运用《当代国际政治与经济》知识，写一篇小论文。,,"""同球共济""精神丰富了人类命运共同体内涵，符合各国共同利益，为破解全球难题贡献中国智慧和方案。",,EXACT,NO_MATCH,EMPTY,OK,MISSING_WHY
2502,政治多极化,共体：人类命运共同体,推动构建人类命运共同体,17,2026朝阳期末Q20,,2026_朝阳_期末_Q20,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2026_朝阳_期末_Q20.md,题目指向分析中国特色大国外交更有作为的必要性，材料呈现“构建周边命运共同体—妥善管控矛盾分歧—让人民远离冲突和战争—共建安宁家园—培育战略互信”的关系链，要求从时代主题和中国外交的共同体目标说明主动作为的理由。,结合材料，运用《当代国际政治与经济》知识，分析中国特色大国外交为什么要更有作为。,,和平与发展是当今时代主题，中国更有作为致力推动构建人类命运共同体，为动荡变化的世界注入稳定性与确定性。,,EXACT,NO_MATCH,EMPTY,ITEM_NOT_CORE,BAD_SEQUENCE_EXPECT_16;MISSING_WHY;SAMEGROUP_ITEM_NOT_CORE
2512,政治多极化,共体：人类命运共同体,推动构建人类命运共同体,18,2025西城一模Q21,,2025_西城_一模_Q21,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2025_西城_一模_Q21.md,第（2）问要求举例说明中国提供的国际公共产品，若举“一带一路”，就要把它同国际经济合作机会和经济全球化正确方向连接起来。,（1）运用所学，解释“我国的发展理念成为国际公共产品”这一现象。（6分）（2）我国还提供了哪些国际公共产品？试举一例简要说明。（2分）,,我国发展理念蕴含全人类共同价值，能促成国际共识与合作，拓展发展中国家走向现代化途径，推动构建人类命运共同体。,,EXACT,NO_MATCH,EMPTY,OK,MISSING_WHY
2519,政治多极化,共体：人类命运共同体,推动构建人类命运共同体,19,2026东城期末Q20,,2026_东城_期末_Q20,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2026_东城_期末_Q20.md,设问问“四大全球倡议如何系统推动构建人类命运共同体”，必须先将四大倡议和人类命运共同体核心内涵“五个世界”对应起来。,结合材料，运用《当代国际政治与经济》知识，分析四大全球倡议如何系统推动构建人类命运共同体。,,四大倡议相互促进、有机统一，发展是物质根基、安全是和平屏障、文明是精神纽带、治理是制度保障，共同系统推动构建人类命运共同体。,,EXACT,NO_MATCH,EMPTY,OK,MISSING_WHY
2526,政治多极化,共体：人类命运共同体,推动构建人类命运共同体,20,2026顺义一模Q21,,2026_顺义_一模_Q21,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2026_顺义_一模_Q21.md,“审势、乘势、驭势”综合题的作答要求单列国政经角度：和平与发展是当今时代主题，中国式现代化是走和平发展道路的现代化，坚持多边主义，坚持互利共赢，倡导人类命运共同体，为世界和平与发展提供中国智慧和中国方案。,结合材料，综合运用所学，谈谈以中国式现代化全面推进中华民族伟大复兴，应如何运用“审势、乘势、驭势”的智慧。,,中国式现代化坚持多边主义、互利共赢，倡导构建人类命运共同体，乘势驭势为世界和平与发展贡献力量。,,PARTIAL,NO_MATCH,EMPTY,OK,MISSING_WHY
2534,政治多极化,共体：人类命运共同体,推动构建人类命运共同体,21,2025丰台二模Q20,,2025_丰台_二模_Q20,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2025_丰台_二模_Q20.md,题目理解“中国力量”如何完善全球治理，材料多次出现人类命运共同体、平等开放合作共享和公正合理的治理方向。,当今世界，全球治理体系与国际秩序变革加速推进。我们愿同各方一道，一以贯之以实际行动为完善全球治理注入中国力量。结合材料，运用《当代国际政治与经济》知识，谈谈你对“为完善全球治理注入中国力量”的理解。,,中国推动构建人类命运共同体，同世界各国一道推动全球治理体制向着更加公正合理的方向发展。,,EXACT,PARTIAL,EMPTY,OK,MISSING_WHY
2551,政治多极化,共体：人类命运共同体,促进共同发展、维护持久和平，共同推进现代化,2,2025丰台期末Q20,——中非达成战略性共识的理论逻辑和价值意蕴,2025_丰台_期末_Q20,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2025_丰台_期末_Q20.md,题面写中非围绕落实全球发展、安全、文明倡议，共同反对脱钩断链、单边主义和保护主义形成共识，题目让学生说明中非为什么能在此时达成战略共识。回答前要先将这一合作放回时代背景，说明发展中国家联合自强符合和平与发展时代主题，下面的共同利益、平等互利、新型国际关系才有立足点。,阅读材料，运用《当代国际政治与经济》知识，阐明中非达成一系列战略性共识的理论逻辑和价值意蕴。,,中非战略性共识有利于双方在平等互利基础上携手推进现代化，促进共同发展、维护持久和平，共建命运共同体。,,EXACT,NO_MATCH,EMPTY,OK,MISSING_WHY
2560,政治多极化,共体：人类命运共同体,促进共同发展、维护持久和平，共同推进现代化,3,2024朝阳一模Q21,,2024_朝阳_一模_Q21,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2024_朝阳_一模_Q21.md,题目先要求分析“变局”中的经济形势，题目评价重点提示我国发展的外部环境日趋严峻、风险挑战增多，因此要先说明外部风险压力。,结合上述资料，在分析我国当前经济形势的基础上，运用《当代国际政治与经济》知识，谈谈如何推动中国经济在变局中开新局。,,在谋求本国发展中促进各国共同发展、维护持久和平，共同推进现代化，为中国经济开新局拓展空间。,,PARTIAL,PARTIAL,EMPTY,OK,MISSING_WHY
2568,政治多极化,共体：人类命运共同体,促进共同发展、维护持久和平，共同推进现代化,4,2026顺义一模Q21,,2026_顺义_一模_Q21,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2026_顺义_一模_Q21.md,“审势、乘势、驭势”综合题的作答要求单列国政经角度：和平与发展是当今时代主题，中国式现代化是走和平发展道路的现代化，坚持多边主义，坚持互利共赢，倡导人类命运共同体，为世界和平与发展提供中国智慧和中国方案。,结合材料，综合运用所学，谈谈以中国式现代化全面推进中华民族伟大复兴，应如何运用“审势、乘势、驭势”的智慧。,,中国式现代化以自身发展为世界提供机遇，倡导人类命运共同体，促进共同发展、维护持久和平，共同推进现代化。,,PARTIAL,NO_MATCH,EMPTY,OK,MISSING_WHY
2597,政治多极化,单边/斥：反对单边主义等错误倾向,践行真正的多边主义,3,2025朝阳期末Q21,,2025_朝阳_期末_Q21,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2025_朝阳_期末_Q21.md,题面把世界动荡冲突、单边霸凌、脱钩断链和意识形态分歧作为外部风险，问中国特色大国外交如何营造外部环境；总体外部环境的根本前提是把答案先放回和平与发展的时代主题，再把促进世界和平与发展和维护和平稳定的国际环境作为方向。,结合材料，运用《当代国际政治与经济》知识，说明如何通过开展中国特色大国外交为推进中国式现代化营造良好外部环境。,,大国外交践行真正的多边主义，反对单边霸权，凝聚国际合作共识，营造稳定良好的外部环境。,,EXACT,NO_MATCH,EMPTY,ITEM_NOT_CORE,MISSING_WHY;SAMEGROUP_ITEM_NOT_CORE
2607,政治多极化,单边/斥：反对单边主义等错误倾向,践行真正的多边主义,4,2025海淀二模Q21,,2025_海淀_二模_Q21,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2025_海淀_二模_Q21.md,中国担任安理会轮值主席、推动讨论聚焦实质性问题并与全球南方国家发起“和平之友”小组，说明中国不仅参与联合国事务，也为全球治理提供理念和方案。,结合材料，运用《当代国际政治与经济》知识，阐释“中国需要联合国，联合国也需要中国”。,,联合国是实践多边主义的最佳场所，中国践行真正的多边主义，故中国需要联合国这一多边合作主要舞台。,,EXACT,NO_MATCH,EMPTY,OK,MISSING_WHY
