idx,entry_para_idx,h1,h2,h3,entry_title,材料触发点,设问,为什么能想到,答案落点,同题组,identical_trigger_why
224,2165,政治多极化,完全治：完善全球治理,核心答题点：共商共建共享的全球治理观,"7. 2025顺义一模Q20——""小而美""项目为何成为中国开展国际发展合作的亮点和名片","题面写""小而美""项目通过共建国家参与、基层社区导向和民生落地形成合作样态；设问问亮点和名片原因，需从合作治理原则解释项目能够形成共识。","结合材料，运用《当代国际政治与经济》知识，说明""小而美""项目为何成为中国开展国际发展合作的亮点和名片。","""小而美""项目的关键不在""小""而在""美""——共建国家参与、基层社区导向、民生落地三层共同构成被合作对象接受的具体样态。问""为什么成为亮点和名片""，原因要从合作治理原则解释——为什么各方愿意参与并形成共识。先把共建国家参与、基层社区导向、民生落地作为项目样态的特征点出；再说明这一形态坚持共商共建共享原则；最后接到聚焦共建国家基层社区需求，增强国际发展合作的实际成效。","""小而美""项目坚持共商共建共享原则，聚焦共建国家基层社区需求，增强国际发展合作的实际成效。",,False
225,2174,政治多极化,完全治：完善全球治理,核心答题点：共商共建共享的全球治理观,8. 2026顺义二模Q20,题目指向理解“今天的中国，明天的世界”，作答要求直接列出“共商共建共享”角度；材料把中国式现代化的开放实践写成多国共同受益的项目网络。,结合材料，运用《当代国际政治与经济》知识，谈谈对“今天的中国，明天的世界”的理解。,微电网点亮圭亚那村庄、乡村打井解决塞内加尔用水、物流网络打通巴西贫民社区快递末端、菌草技术惠及百国，都是共同建设、共同分享的发展项目。“今天的中国，明天的世界”要说明中国发展与世界未来相互联结，不能只写中国自身现代化成果。先用共商共建共享统摄多国合作项目，再写中国把自身发展机遇转化为各国共享成果，最后指向全球治理和共同发展。,中国以共商共建共享理念推进发展合作，通过微电网、乡村打井、物流网络、希望农场、菌草技术和鲁班工坊等实践，把中国发展机遇转化为各国共享的发展成果。,（本题8分）,False
226,2183,政治多极化,完全治：完善全球治理,核心答题点：共商共建共享的全球治理观,9. 2026丰台一模Q19（共商共建共享全球治理观）,"设问问中国在全球可持续发展中的""情怀与担当""。要回答中国对全球治理结构的主张——必须用""共商共建共享的全球治理观""接住中国在减贫、教育、健康等领域为全球公共问题作出的体系性贡献。",结合材料，运用《当代国际政治与经济》知识，说明中国在全球可持续发展中彰显了怎样的大国情怀与担当。,"题面把中国在消除贫困、教育普及、卫生健康等可持续发展领域的合作行动集中呈现；这些领域都面向全球公共问题，对应的就不是单点援助，而是治理结构上的主张。写""情怀与担当""要在治理结构层给出中国主张，不能只列贡献清单；必须把行动归到一条对全球治理结构的总立场。先把中国在减贫、教育、健康等公共领域的合作行动作为体系性贡献，再用坚持共商共建共享的全球治理观把这些贡献统摄起来，最后指向为全球可持续发展贡献成就并体现负责任大国情怀。",中国坚持共商共建共享的全球治理观，在消除贫困、教育普及和卫生健康等领域推进合作，为全球可持续发展贡献成就，体现负责任大国的情怀与担当。,,False
227,2193,政治多极化,完全治：完善全球治理,核心答题点：共商共建共享的全球治理观,10. 2026西城二模Q19(1),全球数据组织和治理规则需要多方共同参与，不能由少数国家垄断。,结合材料，运用当代国际政治知识，阐释中国参与全球数据治理的逻辑。,"题面把现行数据治理与""少数国家垄断""挂钩，并把""多方共同参与""作为治理改革方向，指向中国参与的逻辑要从打破垄断、扩大平等参与角度展开。问中国参与的""逻辑""，逻辑要交代中国主张的治理观以及它对规则制定主体的安排，而不是罗列中国做了什么事。先以共商共建共享的全球治理观立住中国参与的基本立场，再把推动各国平等参与数据治理规则制定作为具体路径写出，最后接到国际关系民主化的方向意义。",中国参与全球数据治理，坚持共商共建共享，推动各国平等参与数据治理规则制定，促进国际关系民主化。,（本题6分）,False
228,2202,政治多极化,完全治：完善全球治理,核心答题点：共商共建共享的全球治理观,11. 2026西城期末Q20——参与全球气候治理中的中国实践,"题面把中国持续提交并更新NDC目标作为治理体系层面的贡献呈现，需要把中国履约行动接到""以行动推动构建公平合理、合作共赢的全球气候治理体系""上，而不是只说中国履约。",结合材料，运用《当代国际政治与经济》知识，阐释参与全球气候治理的中国实践。,"题面把""持续提交并更新NDC目标""作为中国对全球气候治理的具体贡献——NDC不是单次承诺，而是长期更新的治理行动。问中国""实践""，实践不止是中国履约，必须把履约接到全球治理体系层级——中国在治理体系建设上做了什么。先把持续向联合国提交并更新国家自主贡献目标作为中国行动的具体形态点出；再说明这一行动是在治理体系层级的中国实践；最后接到以实际行动推动构建公平合理、合作共赢的全球气候治理体系。",中国持续向联合国提交并更新国家自主贡献目标，以实际行动推动构建公平合理、合作共赢的全球气候治理体系。,（本题8分）,False
229,2210,政治多极化,完全治：完善全球治理,核心答题点：共商共建共享的全球治理观,"12. 2024朝阳期中Q20(3)""数字驱动商通全球""短评","数贸会一方面汇集数字首发首秀新产品并促进数字科技产品贸易（开放、创新），另一方面通过""智慧非洲""展台让非洲国家共享中国市场和数字红利（包容、普惠），并通过双向签约形成共赢；整体合力呈现的是数字贸易领域的开放、包容、普惠、平衡、共赢方向。","结合材料，运用《当代国际政治与经济》知识，以""数字驱动 商通全球""为主题撰写一篇短评。","设问要求把材料关系转化为教材术语。数贸会一方面汇集数字首发首秀新产品并促进数字科技产品贸易（开放、创新），另一方面通过""智慧非洲""展台让非洲国家共享中国市场和数字红利（包容、普惠……，材料中的合作不是单边安排，而是多方共同参与、共同治理、共同受益；这种治理关系对应共商共建共享的全球治理观。",博览会生动展现了中国平等开放、合作共享的全球治理理念，秉持共商共建共享，推动构建更加公正合理的全球治理体系。,,False
230,2217,政治多极化,完全治：完善全球治理,核心答题点：共商共建共享的全球治理观,13. 2025朝阳期末Q21,题面把世界动荡冲突、单边霸凌、脱钩断链和意识形态分歧作为外部风险，问中国特色大国外交如何营造外部环境；总体外部环境的根本前提是把答案先放回和平与发展的时代主题，再把促进世界和平与发展和维护和平稳定的国际环境作为方向。,结合材料，运用《当代国际政治与经济》知识，说明如何通过开展中国特色大国外交为推进中国式现代化营造良好外部环境。,设问追问的是做法和机制。题面把世界动荡冲突、单边霸凌、脱钩断链和意识形态分歧作为外部风险，问中国特色大国外交如何营造外部环境，材料中的合作不是单边安排，而是多方共同参与、共同治理、共同受益；这种治理关系对应共商共建共享的全球治理观。,大国外交秉持共商共建共享的全球治理观，积极参与全球治理，为中国式现代化营造良好外部环境。,,False
231,2228,政治多极化,完全治：完善全球治理,核心答题点：共商共建共享的全球治理观,14. 2026朝阳期中Q17,题目让学生说明人工智能发展中需要处理好的重要关系，题面一方面强调芯片、算法、大模型等核心环节自主可控，另一方面说明自主可控不是闭门造车，因此要把自主创新和开放合作放在同一层处理。,结合材料，运用《当代国际政治与经济》知识阐述我国应如何处理好推进“人工智能+”发展过程中的重要关系。,设问追问的是做法和机制。题目让学生说明人工智能发展中需要处理好的重要关系，题面一方面强调芯片、算法、大模型等核心环节自主可控，另一方面说明自主可控不是闭门造车，因此要把……，材料事实已经超出单个国家内部发展，指向生产、贸易、投资或规则在全球范围内联动；因此要把它提升为经济全球化的方向、机制或治理问题。,坚持对外开放，秉持共商共建共享的全球治理观，参与经济全球化与国际分工，畅通双循环、互利共赢。,,False
232,2238,政治多极化,完全治：完善全球治理,核心答题点：共商共建共享的全球治理观,15. 2026石景山一模Q20,"题面""五个共同""列出共同维护多边贸易体制、共同推进贸易投资自由化便利化、共同建设产业链供应链、共同推动数字绿色贸易合作、共同促进区域繁荣等内容，问中国倡议如何助推亚太合作；亚太各国能在这些方向上联动合作，前提是它们具有相互交织的共同利益。",运用《当代国际政治与经济》知识，任选两个关键词，说明中国倡议如何助推亚太合作。,"设问追问的是做法和机制。题面""五个共同""列出共同维护多边贸易体制、共同推进贸易投资自由化便利化、共同建设产业链供应链、共同推动数字绿色贸易合作、共同促进区域繁荣等内容……，材料中的合作不是单边安排，而是多方共同参与、共同治理、共同受益；这种治理关系对应共商共建共享的全球治理观。",中国倡议坚持共商共建共享，共同维护、共同推进、共享繁荣，维护了亚太各国共同利益。,,False
233,2249,政治多极化,完全治：完善全球治理,核心答题点：共商共建共享的全球治理观,16. 2026海淀二模Q20(2),全球发展倡议本身就是题目主题，材料要求把中国倡议与国际发展合作实践连接起来。,结合材料，运用《当代国际政治与经济》知识，围绕全球发展倡议从合作理念到丰富实践这一主题，撰写一篇短评。,设问要求把材料关系转化为教材术语。全球发展倡议本身就是题目主题，材料要求把中国倡议与国际发展合作实践连接起来，材料中的合作不是单边安排，而是多方共同参与、共同治理、共同受益；这种治理关系对应共商共建共享的全球治理观。,全球发展倡议秉持共商共建共享的全球治理观，共建全球发展促进中心网络，不断提升发展中国家可持续造血能力。,,False
234,2259,政治多极化,完全治：完善全球治理,核心答题点：共商共建共享的全球治理观,17. 2026东城期末Q20,设问问“四大全球倡议如何系统推动构建人类命运共同体”，必须先将四大倡议和人类命运共同体核心内涵“五个世界”对应起来。,结合材料，运用《当代国际政治与经济》知识，分析四大全球倡议如何系统推动构建人类命运共同体。,设问追问的是做法和机制。设问问“四大全球倡议如何系统推动构建人类命运共同体”，必须先将四大倡议和人类命运共同体核心内涵“五个世界”对应起来，材料中的合作不是单边安排，而是多方共同参与、共同治理、共同受益；这种治理关系对应共商共建共享的全球治理观。,全球治理倡议坚持共商共建共享，完善全球治理，以治理求公正，在公平治理中实现共赢，推动构建人类命运共同体。,,False
235,2267,政治多极化,完全治：完善全球治理,核心答题点：共商共建共享的全球治理观,18. 2025丰台二模Q20,题目理解“中国力量”如何完善全球治理，材料多次出现人类命运共同体、平等开放合作共享和公正合理的治理方向。,当今世界，全球治理体系与国际秩序变革加速推进。我们愿同各方一道，一以贯之以实际行动为完善全球治理注入中国力量。结合材料，运用《当代国际政治与经济》知识，谈谈你对“为完善全球治理注入中国力量”的理解。,设问要求把材料事实上升为教材判断。题目理解“中国力量”如何完善全球治理，材料多次出现人类命运共同体、平等开放合作共享和公正合理的治理方向，材料中的合作不是单边安排，而是多方共同参与、共同治理、共同受益；这种治理关系对应共商共建共享的全球治理观。,中国坚持共商共建共享的全球治理观，秉持完善全球治理的一系列原则，为完善全球治理注入中国力量。,,False
236,2277,政治多极化,完全治：完善全球治理,核心答题点：推动国际秩序和全球治理体系更加公正合理,1. 2024西城二模Q19,新兴市场国家和发展中国家崛起、现行国际秩序不适应时代发展，说明新思路不仅要反对旧霸权逻辑，还要推动更多国家平等参与全球治理。,结合材料，阐述中国答案所体现的处理国际关系的新思路。,"题面把""新兴市场国家和发展中国家崛起""""现行国际秩序不适应时代发展""两层并列摆出，指向新思路要同时回应力量结构变化和秩序滞后。问""新思路""，新思路除了否定旧霸权逻辑，还必须包含国际秩序怎样向公正合理方向演进的正面方案。先把发展中国家崛起与现行秩序滞后作为时代潮流的实际表征摆出，再写中国答案倡导全球协作、支持发展中国家发言权、坚持真正的多边主义，最后接到推动国际秩序朝更加公正合理方向发展。",中国答案顺应时代潮流，倡导全球协作，支持赋予发展中国家更多发言权，坚持真正的多边主义，推动国际秩序朝着更加公正合理的方向发展。,,False
237,2287,政治多极化,完全治：完善全球治理,核心答题点：推动国际秩序和全球治理体系更加公正合理,2. 2025顺义一模Q20,顺义一模用“小而美”项目说明中国通过民生项目和发展合作提供可共享、可感知的中国方案，而不是把项目实例本身写成术语。,结合材料，运用《当代国际政治与经济》知识，说明“小而美”项目为何成为中国开展国际发展合作的亮点和名片。,"题面把""小而美""项目以民生合作、可感知成果呈现，指向这种合作方式可以转化为可复制、可推广的国际发展合作经验，不只是个案。问""为何成为亮点和名片""，亮点应指向这种方式对国际发展合作秩序的撬动，而不是项目本身的特点。先把民生项目可共享、可感知的特征摆出，再写这种合作方式为重构公正合理的国际政治经济秩序贡献中国方案，最后接到为国际发展合作积累可复制经验。",“小而美”项目以具体民生合作提供中国方案，为重构公正合理的国际政治经济秩序贡献可复制的国际发展合作经验。,,False
238,2296,政治多极化,完全治：完善全球治理,核心答题点：推动国际秩序和全球治理体系更加公正合理,3. 2026海淀一模Q20中国标准走出国门推动治理体制公正合理,题面把中国标准放在国际标准与全球治理体制中话语权分布变化的语境中考查：长期以来发达国家在国际标准与治理体制中拥有优势话语，中国通过贡献提案、牵头制定改变这一不均衡格局；设问问意义，必须从治理体制公正合理化角度回答。,结合材料，运用《当代国际政治与经济》知识，谈谈中国标准走出国门的意义。,"题面把""长期由发达国家主导的国际标准""与""中国贡献提案、牵头制定""作对照，指向中国标准走出国门改变的是国际标准与治理体制中的话语权分布。问""意义""，应指向治理体制层面的格局变化，而不是中国技术或产业层面的成就。先把中国从规则被动接受者转为提案者、牵头制定者的角色变化点出，再写这一变化推动全球治理体制朝更加公正合理方向发展，最后接到发展中国家在标准与规则中代表性、发言权的实际提升。",中国标准走出国门，有利于推动全球治理体制向着更加公正合理方向发展，使发展中国家在标准与规则中的代表性和发言权得到提升。,（本题8分）,False
239,2303,政治多极化,完全治：完善全球治理,核心答题点：推动国际秩序和全球治理体系更加公正合理,4. 2026顺义二模Q20,顺义Q20的答案把中国式现代化新的发展蓝图与“推动全球经济治理体系朝着更加公正合理的方向发展”相连，不能只归入经济项目或中国贡献。,结合材料，运用《当代国际政治与经济》知识，谈谈对“今天的中国，明天的世界”的理解。,中国发展合作覆盖能源、饮水、物流、农业技术和职业教育，受益对象主要是发展中国家和基层民众。理解“中国与世界未来”要说明中国发展实践对全球治理结构的方向性影响。先把开放合作和义利兼顾的项目事实写出，再上升到全球治理体系朝更加公正合理方向发展。,中国以开放合作和义利兼顾的实践推动全球治理体系朝着更加公正合理方向发展，促进世界共同发展、持续发展。,（本题8分）,False
240,2312,政治多极化,完全治：完善全球治理,核心答题点：推动国际秩序和全球治理体系更加公正合理,5. 2026西城二模Q19(2),数据跨境流动、规则协调和安全治理需要多国共同参与。,结合材料，运用《当代国际政治与经济》知识，为释放数据价值、繁荣数字经济提2条建议，并说明理由。,"材料把数据跨境流动、规则协调、安全治理三件事并列摆出，指向数字经济发展需要的不是单边规则，而是各国共同参与的治理框架。要""提建议""并说""理由""，建议要给出可操作的方向，理由要解释为什么必须走多国共建路径。先把数据跨境流动、规则协调、安全治理列为需要共同处理的事项，再建议各国通过多边主义完善全球数据治理，最后接到在共同规则下协调数据流动、安全与数字经济发展的实际作用。",各国应通过多边主义完善全球数据治理，在共同规则下协调数据流动、数据安全和数字经济发展。,（本题4分）,False
241,2321,政治多极化,完全治：完善全球治理,核心答题点：推动国际秩序和全球治理体系更加公正合理,6. 2026西城二模Q19(1),全球数字治理规则重塑，需要推动治理体系更加公正合理。,结合材料，运用当代国际政治知识，阐释中国参与全球数据治理的逻辑。,"材料把全球数据治理放在规则重塑的关键阶段，指向这是一个正在形成秩序的领域，参与者的立场会直接影响秩序的方向。问中国参与的""逻辑""，本要素要回答中国参与对全球数据治理新秩序的塑造意义，而不是中国具体做了什么。先把全球数字治理规则正在重塑的现实摆出，再写中国积极参与有利于构建公正合理的全球数据治理新秩序，最后接到推动全球数字治理更加公平有效。",中国积极参与全球数据治理，有利于构建公正合理的全球数据治理新秩序，推动全球数字治理更加公平有效。,（本题6分）,False
242,2330,政治多极化,完全治：完善全球治理,核心答题点：推动国际秩序和全球治理体系更加公正合理,7. 2025朝阳期末Q21,题面把世界动荡冲突、单边霸凌、脱钩断链和意识形态分歧作为外部风险，问中国特色大国外交如何营造外部环境；总体外部环境的根本前提是把答案先放回和平与发展的时代主题，再把促进世界和平与发展和维护和平稳定的国际环境作为方向。,结合材料，运用《当代国际政治与经济》知识，说明如何通过开展中国特色大国外交为推进中国式现代化营造良好外部环境。,设问追问的是做法和机制。题面把世界动荡冲突、单边霸凌、脱钩断链和意识形态分歧作为外部风险，问中国特色大国外交如何营造外部环境，材料提供的是能触发“推动国际秩序和全球治理体系更加公正合理”的关系线索，而不是孤立事实；作答要把这组关系转化为教材术语，再接上本题具体事实和作用结果。,大国外交推动国际秩序和全球治理体系朝着更加公正合理方向发展，营造有利的外部环境。,,False
243,2341,政治多极化,完全治：完善全球治理,核心答题点：推动国际秩序和全球治理体系更加公正合理,8. 2026西城期末Q20——参与全球气候治理中的中国实践,"题面把中国持续提交并更新NDC目标作为治理体系层面的贡献呈现，需要把中国履约行动接到""以行动推动构建公平合理、合作共赢的全球气候治理体系""上，而不是只说中国履约。",结合材料，运用《当代国际政治与经济》知识，阐释参与全球气候治理的中国实践。,"设问要求把材料事实上升为教材判断。题面把中国持续提交并更新NDC目标作为治理体系层面的贡献呈现，需要把中国履约行动接到""以行动推动构建公平合理、合作共赢的全球气候治理体系""上，而……，材料提供的是能触发“推动国际秩序和全球治理体系更加公正合理”的关系线索，而不是孤立事实；作答要把这组关系转化为教材术语，再接上本题具体事实和作用结果。",中国主动担当全球气候治理责任、落实《巴黎协定》，推动构建公平合理、合作共赢的全球气候治理体系。,,False
244,2349,政治多极化,完全治：完善全球治理,核心答题点：推动国际秩序和全球治理体系更加公正合理,9. 2026朝阳期末Q20,题目指向分析中国特色大国外交更有作为的必要性，材料呈现“构建周边命运共同体—妥善管控矛盾分歧—让人民远离冲突和战争—共建安宁家园—培育战略互信”的关系链，要求从时代主题和中国外交的共同体目标说明主动作为的理由。,结合材料，运用《当代国际政治与经济》知识，分析中国特色大国外交为什么要更有作为。,设问追问的是原因和逻辑。题目指向分析中国特色大国外交更有作为的必要性，材料呈现“构建周边命运共同体—妥善管控矛盾分歧—让人民远离冲突和战争—共建安宁家园—培育战略互信”……，材料提供的是能触发“推动国际秩序和全球治理体系更加公正合理”的关系线索，而不是孤立事实；作答要把这组关系转化为教材术语，再接上本题具体事实和作用结果。,中国更有作为，反对单边主义霸权强权，推动国际秩序和全球治理体系朝着更加公正合理的方向发展。,,False
245,2360,政治多极化,完全治：完善全球治理,核心答题点：推动国际秩序和全球治理体系更加公正合理,10. 2026东城期末Q20,设问问“四大全球倡议如何系统推动构建人类命运共同体”，必须先将四大倡议和人类命运共同体核心内涵“五个世界”对应起来。,结合材料，运用《当代国际政治与经济》知识，分析四大全球倡议如何系统推动构建人类命运共同体。,设问追问的是做法和机制。设问问“四大全球倡议如何系统推动构建人类命运共同体”，必须先将四大倡议和人类命运共同体核心内涵“五个世界”对应起来，材料把一国行动与世界共同挑战、共同发展连接起来，已经进入命运相连的层面；因此要用推动构建人类命运共同体统摄合作方向和最终价值。,全球治理倡议以治理求公正，完善全球治理，推动国际秩序和全球治理体系更加公正合理，是构建人类命运共同体的制度保障。,,False
246,2368,政治多极化,完全治：完善全球治理,核心答题点：推动国际秩序和全球治理体系更加公正合理,11. 2025丰台二模Q20,题目理解“中国力量”如何完善全球治理，材料多次出现人类命运共同体、平等开放合作共享和公正合理的治理方向。,当今世界，全球治理体系与国际秩序变革加速推进。我们愿同各方一道，一以贯之以实际行动为完善全球治理注入中国力量。结合材料，运用《当代国际政治与经济》知识，谈谈你对“为完善全球治理注入中国力量”的理解。,设问要求把材料事实上升为教材判断。题目理解“中国力量”如何完善全球治理，材料多次出现人类命运共同体、平等开放合作共享和公正合理的治理方向，材料提供的是能触发“推动国际秩序和全球治理体系更加公正合理”的关系线索，而不是孤立事实；作答要把这组关系转化为教材术语，再接上本题具体事实和作用结果。,中国在联合国、金砖、二十国集团等组织中作用日益显著，成为全球治理体系重要参与者、贡献者和改革者，推动其更加公正合理。,,False
247,2377,政治多极化,完全治：完善全球治理,核心答题点：推动国际秩序和全球治理体系更加公正合理,12. 2026通州期末Q20,设问评价全球治理倡议为何“正逢其时”，题面呈现百年变局、地区动荡、逆全球化和治理赤字，作答要先说明该倡议符合和平与发展、经济全球化和各国人民共同愿望的时代背景。,结合材料，运用《当代国际政治与经济》知识，谈谈你对“全球治理倡议正逢其时、指引方向彰显担当”的理解。,设问要求把材料事实上升为教材判断。设问评价全球治理倡议为何“正逢其时”，题面呈现百年变局、地区动荡、逆全球化和治理赤字，作答要先说明该倡议符合和平与发展、经济全球化和各国人民共同……，材料提供的是能触发“推动国际秩序和全球治理体系更加公正合理”的关系线索，而不是孤立事实；作答要把这组关系转化为教材术语，再接上本题具体事实和作用结果。,倡议以主权平等、国际法治等五大原则为支撑，为推动建设更加公正合理的全球治理体系和国际新秩序指引方向。,,False
248,2389,政治多极化,完全治：完善全球治理,核心答题点：坚持开放合作、共享共赢、包容互鉴、共商共建,1. 2024朝阳二模Q20,气候治理需要中国政府代表、全球商界领袖、国际组织和中外学者共同研讨，说明治理过程应开放包容、合作共赢。,结合研讨背景，运用《当代国际政治与经济》知识，完成下表。,"研讨主体把中国政府代表、全球商界领袖、国际组织和中外学者并列摆出，参与方既有公私之分、也有内外之别；多元主体的集合本身就说明气候治理不能由单一方主导。表格的""基本原则""还要补一条与多边主义并列的开放面，对应回答的不是程序，而是各方进入和协作的姿态。先把多元主体集中研讨作为开放姿态的事实依据，再把开放、合作、共享、共赢、包容串为各方协作的共同前提，最后用求同存异和共商共建指向凝聚行动的方式。",完善全球气候治理应坚持开放、合作、共享、共赢和包容原则，通过共商共建凝聚各方行动。,,False
249,2398,政治多极化,完全治：完善全球治理,核心答题点：坚持开放合作、共享共赢、包容互鉴、共商共建,2. 2025丰台二模Q20,题目理解“中国力量”如何完善全球治理，材料多次出现人类命运共同体、平等开放合作共享和公正合理的治理方向。,当今世界，全球治理体系与国际秩序变革加速推进。我们愿同各方一道，一以贯之以实际行动为完善全球治理注入中国力量。结合材料，运用《当代国际政治与经济》知识，谈谈你对“为完善全球治理注入中国力量”的理解。,设问要求把材料事实上升为教材判断。题目理解“中国力量”如何完善全球治理，材料多次出现人类命运共同体、平等开放合作共享和公正合理的治理方向，材料把一国行动与世界共同挑战、共同发展连接起来，已经进入命运相连的层面；因此要用推动构建人类命运共同体统摄合作方向和最终价值。,中国构建人类命运共同体，遵循平等、开放、合作、共享等原则，同世界各国一起完善全球治理。,,False
250,2408,政治多极化,完全治：完善全球治理,核心答题点：以主权平等、国际法治等原则推动全球治理体系变革完善,1. 2026通州期末Q20,材料强调全球治理倡议的主权平等、国际法治、多边主义、以人为本、行动导向等原则，设问指向“指引方向”。,结合材料，运用《当代国际政治与经济》知识，谈谈你对“全球治理倡议正逢其时、指引方向彰显担当”的理解。,题面列出全球治理倡议依据的五大原则，是治理体系建设的规则锚点。“指引方向”不是写中国态度，而是写国际治理体系应按什么原则变革完善。把主权平等、国际法治、多边主义等原则作为治理遵循，再接到建设更加公正合理的全球治理体系。,全球治理倡议以主权平等、国际法治等原则为支撑，有利于反对霸权主义和强权政治，推动建设更加公正合理的全球治理体系。,（本题8分）,False
251,2420,政治多极化,完全治：完善全球治理,核心答题点：推动全球治理体系变革完善，建立更加公正合理的国际政治经济新秩序,1. 2025朝阳期末Q21（国际秩序公正合理）,"设问问中国如何""营造""良好外部政治环境。要回答中国对国际秩序方向的主张，必须用题目给出的""国际关系民主化／维护联合国为核心国际体系／全球治理体系变革完善／公正合理新秩序""四点同段串，把秩序方向的中国立场落实。",结合材料，运用《当代国际政治与经济》知识，说明如何通过开展中国特色大国外交为推进中国式现代化营造良好外部环境。,"题面提到""营造""良好外部政治环境，与上一点的""观念层""相对，这里要解决的是国际秩序方向问题——国际关系是否民主化、联合国地位是否稳固、治理体系是否改革、新秩序是否公正合理。""良好外部环境""在秩序层不能用一两个词收尾，要把四个相互衔接的主张串联起来给出完整方向。先把推动国际关系民主化作为方向定位，再把维护以联合国为核心的国际体系、以国际法为基础的国际秩序列为体系支柱，接着用推动全球治理体系变革完善作为更新路径，最后指向推动建立更加公正合理的国际政治经济新秩序。",中国推动全球治理体系变革完善，推动建立更加公正合理的国际政治经济新秩序，为中国式现代化营造稳定的国际秩序环境。,,False
252,2431,政治多极化,完全治：完善全球治理,核心答题点：推动全球治理体系变革完善，建立更加公正合理的国际政治经济新秩序,2. 2025东城一模Q20,此次出访中，中国同秘鲁签署自贸协定升级议定书和共建“一带一路”合作规划，并在11天内达成60多项合作文件，说明相关国家围绕贸易合作、区域合作和发展议题存在共同利益。,结合材料，运用《当代国际政治与经济》知识，谈谈此次元首外交的“精彩”之处。,设问要求把材料关系转化为教材术语。此次出访中，中国同秘鲁签署自贸协定升级议定书和共建“一带一路”合作规划，并在11天内达成60多项合作文件，说明相关国家围绕贸易合作、区域合作和发……，题干要求说明国家对外行动的根本依据；因此要从维护国家利益这一出发点和落脚点解释政策选择。,此行回应全球南方意愿、维护发展中国家利益，推动完善全球治理，建立更加公正合理的国际新秩序。,,False
253,2441,政治多极化,完全治：完善全球治理,核心答题点：推动全球治理体系变革完善，建立更加公正合理的国际政治经济新秩序,3. 2025海淀二模Q21,中国担任安理会轮值主席、推动讨论聚焦实质性问题并与全球南方国家发起“和平之友”小组，说明中国不仅参与联合国事务，也为全球治理提供理念和方案。,结合材料，运用《当代国际政治与经济》知识，阐释“中国需要联合国，联合国也需要中国”。,设问要求把材料事实上升为教材判断。中国担任安理会轮值主席、推动讨论聚焦实质性问题并与全球南方国家发起“和平之友”小组，说明中国不仅参与联合国事务，也为全球治理提供理念和方案，材料提供的是能触发“推动全球治理体系变革完善，建立更加公正合理的国际政治经济”的关系线索，而不是孤立事实；作答要把这组关系转化为教材术语，再接上本题具体事实和作用结果。,中国推动全球治理体系变革完善、建立更加公正合理的国际政治经济新秩序，为联合国注入动力，故联合国需要中国。,,False
254,2450,政治多极化,完全治：完善全球治理,核心答题点：推动全球治理体系变革完善，建立更加公正合理的国际政治经济新秩序,4. 2024丰台二模Q19,设问问中国“答卷”如何彰显大国担当，题目限定在应对气候变化和环境保护，因此全球治理观必须连接中国承担责任、南南合作和区域合作，而不是泛写治理口号。,结合材料，运用《当代国际政治与经济》知识，说明中国“答卷”如何彰显大国担当。（6分）,设问追问的是做法和机制。设问问中国“答卷”如何彰显大国担当，题目限定在应对气候变化和环境保护，因此全球治理观必须连接中国承担责任、南南合作和区域合作，而不是泛写治理口号，材料提供的是能触发“中国智慧”的关系线索，而不是孤立事实；作答要把这组关系转化为教材术语，再接上本题具体事实和作用结果。,中国积极参与并完善全球环境治理，贡献中国智慧和中国方案，推动建立更加公正合理的国际政治经济新秩序，彰显大国担当。,,False
255,2458,政治多极化,完全治：完善全球治理,核心答题点：推动全球治理体系变革完善，建立更加公正合理的国际政治经济新秩序,5. 2025丰台二模Q20,题目理解“中国力量”如何完善全球治理，材料多次出现人类命运共同体、平等开放合作共享和公正合理的治理方向。,当今世界，全球治理体系与国际秩序变革加速推进。我们愿同各方一道，一以贯之以实际行动为完善全球治理注入中国力量。结合材料，运用《当代国际政治与经济》知识，谈谈你对“为完善全球治理注入中国力量”的理解。,设问要求把材料事实上升为教材判断。题目理解“中国力量”如何完善全球治理，材料多次出现人类命运共同体、平等开放合作共享和公正合理的治理方向，材料把一国行动与世界共同挑战、共同发展连接起来，已经进入命运相连的层面；因此要用推动构建人类命运共同体统摄合作方向和最终价值。,中国推动构建人类命运共同体，遵循平等开放合作共享原则，同各国一道推动全球治理体制向更加公正合理方向发展。,,False
256,2469,政治多极化,共体：人类命运共同体,核心答题点：推动构建人类命运共同体,1. 2026通州期末Q20,通州Q20把全球治理倡议放在动荡世界和治理赤字中，触发共同体方向。,结合材料，运用《当代国际政治与经济》知识，谈谈你对“全球治理倡议正逢其时、指引方向彰显担当”的理解。,"题面把全球治理倡议提出的时点摆在""百年变局、地区动荡、治理赤字""这类共同挑战之下，指向单一国家无法独自应对，必须从""全人类共同命运""角度统摄。""指引方向""评价的是倡议在价值高点上的统领作用；要把答案放到""为变乱中的世界提供共同方向""这一层级，而不是停留在具体治理事项。先用动荡世界与治理赤字铺出共同挑战的现实，再写全球治理倡议坚持推动构建人类命运共同体，最后接到它为变乱交织的世界提供合作方向的价值落点。",全球治理倡议坚持推动构建人类命运共同体，为变乱交织的世界提供合作方向。,（本题8分）,False
