atom_id,bucket,core_point,expression_variant,source_question,scoring_position,evidence_level,source_boundary,material_trigger_fusion,answer_sentence_fusion,merge_action,boundary_note,promotion_status,source_ledger_refs,_file,final_bucket,final_core_cluster
ATOM-CY10,政治多极化,建立公平合理、合作共赢的全球气候治理体系，推动构建人类命运共同体,全球气候治理体系；共商共建共享全球治理观；公平正义合作共赢的新型国际关系；共同利益是国家合作的基础；人类命运共同体,2024朝阳二模 Q20,如何完善全球气候治理角度1,P0_formal_scoring_rule_text,formal_scoring_pdf_docx_with_paper_text_support,材料设置多方研讨和气候治理分歧 回答如何完善治理触发全球治理体系和人类命运共同体路径,各主权国家和国际组织应携手建立公平合理、合作共赢的全球气候治理体系 践行共商共建共享全球治理观 推动构建人类命运共同体,merge_with_global_governance_hmc_and_new_type_ir,该角度内多个替代表述同槽 不制造多个必答频次,candidate_with_fixes,2024朝阳二模_Q20_SRC_df323259ba77;2024朝阳二模_Q20_SRC_8802a640c1e2;2024朝阳二模_Q20_SRC_4de874d0f669,scoring_atom_table_batch04D_chaoyang_prelim.csv,政治多极化,共商共建共享的全球治理观
ATOM-CY11,政治多极化,坚持共同但有区别的责任，发达国家应承担更多责任,不同国家发展阶段和具体情况不同；从各自实际出发；共同但有区别的责任；发达国家兑现承诺,2024朝阳二模 Q20,如何完善全球气候治理角度2,P0_formal_scoring_rule_text,formal_scoring_pdf_docx_with_paper_text_support,材料突出发达国家历史排放和承诺不足 回答气候治理责任分配触发共同但有区别的责任,不同国家发展阶段和具体情况不同 应从各自实际出发落实责任 发达国家应兑现承诺并为完善全球气候治理承担更多责任,merge_with_fair_global_governance_responsibility,这是气候治理责任原则 不泛化为所有全球治理题必写,candidate_with_fixes,2024朝阳二模_Q20_SRC_df323259ba77;2024朝阳二模_Q20_SRC_8802a640c1e2;2024朝阳二模_Q20_SRC_4de874d0f669,scoring_atom_table_batch04D_chaoyang_prelim.csv,政治多极化,坚持共同但有区别的责任，发达国家应承担更多责任
ATOM-CY12,政治多极化,和平共处五项原则；维护主权、安全和发展利益；合作共赢；推动建设新型国际关系；推动构建人类命运共同体,和平共处五项原则；主权安全发展利益；合作共赢；新型国际关系；人类命运共同体,2024朝阳一模 Q21,政治多极化维度5分中的可用要点,P0_formal_scoring_rule_pptx,formal_scoring_pptx_docx_with_paper_text_support,设问问中国经济如何在变局中开新局 变局中的外部环境风险要求从政治多极化维度营造良好外部环境,中国坚持和平共处五项原则 维护主权安全和发展利益 在谋求本国发展中促进各国共同发展 推动建设新型国际关系和人类命运共同体,merge_with_china_diplomacy_new_type_ir_hmc,题目混入经济形势分析 只抽选必一政治多极化功能,candidate_with_fixes_boundary_guard,2024朝阳一模_Q21_SRC_4fc81e818683;2024朝阳一模_Q21_SRC_8a924a245316;2024朝阳一模_Q21_SRC_d3b447f0ea3a,scoring_atom_table_batch04D_chaoyang_prelim.csv,政治多极化,推动建设相互尊重、公平正义、合作共赢的新型国际关系
ATOM-CY13,经济全球化,充分利用国内国际两个市场两种资源，深度参与全球产业分工和合作,超大规模市场优势；国内国际两个市场两种资源；全球资源要素；全球产业分工和合作,2024朝阳一模 Q21,经济全球化维度5分中的可用要点,P0_formal_scoring_rule_pptx,formal_scoring_pptx_docx_with_paper_text_support,材料要求在变局中发挥我国优势推动经济发展 经济全球化维度触发两个市场两种资源和国际分工合作,中国依托超大规模市场优势 以国内大循环吸引全球资源要素 增强国内国际两个市场两种资源联动效应 深度参与全球产业分工和合作,merge_with_two_markets_two_resources_and_international_division,高水平对外开放和新发展格局只作边界支撑 不单独计入选必一主链,candidate_with_fixes_boundary_guard,2024朝阳一模_Q21_SRC_4fc81e818683;2024朝阳一模_Q21_SRC_8a924a245316;2024朝阳一模_Q21_SRC_d3b447f0ea3a,scoring_atom_table_batch04D_chaoyang_prelim.csv,经济全球化,充分利用国内国际两个市场、两种资源，增强国内国际循环联动
ATOM-CY14,中国,坚持独立自主，把发展主动权牢牢掌握在自己手中,独立自主；发展主动权；自主创新能力和关键核心技术自主可控为混模块边界支撑,2024朝阳一模 Q21,经济全球化维度参考示例末句,P0_formal_scoring_rule_pptx,formal_scoring_pptx_docx_with_paper_text_support,材料说外部环境严峻和风险挑战增多 回答应对变局需要写独立自主和发展主动权,中国坚持独立自主 把发展主动权牢牢掌握在自己手中 在外部风险挑战增多的背景下增强经济发展的自主性和主动性,merge_with_independence_china_policy_boundary,独立自主和发展主动权可作选必一边界候选；增强自主创新能力、关键核心技术自主可控偏经济/科技创新模块 不计选必一主链频次,candidate_with_fixes_boundary_guard,2024朝阳一模_Q21_SRC_4fc81e818683;2024朝阳一模_Q21_SRC_8a924a245316;2024朝阳一模_Q21_SRC_d3b447f0ea3a,scoring_atom_table_batch04D_chaoyang_prelim.csv,中国,中国特色大国外交、独立自主和平外交政策与周边命运共同体
ATOM-CY15,经济全球化,维护产业链供应链安全稳定，形成多元稳定的国际经济格局和经贸关系,多元化布局；顺应经济全球化趋势；利用世界各地优势组织生产经营；产业链供应链安全；多元稳定国际经济格局,2025朝阳一模 Q20,多元化布局角度2分,P0_formal_scoring_rule_visual,scanned_scoring_pdf_visual_with_paper_text_support,题面写全球产业链供应链多元化布局和断链风险 问如何应对触发多元化布局与供应链安全稳定,中国应鼓励有实力的跨国公司顺应经济全球化趋势 在全球范围内分散投资并利用各地优势组织生产经营 推进产业链供应链多元化布局 维护产业链供应链安全稳定,merge_with_supply_chain_security_core,不要把产业链供应链安全稳定压成经济全球化正确方向；绿色化和数字化是本题混模块材料方向 不作独立选必一频次,candidate_with_fixes,2025朝阳一模_Q20_SRC_c3d1aea637c9;2025朝阳一模_Q20_SRC_832947a8c994,scoring_atom_table_batch04D_chaoyang_prelim.csv,经济全球化,维护产业链供应链安全稳定，形成多元稳定的国际经济格局和经贸关系
ATOM-CY16,经济全球化,深化区域经济合作，促进区域投资和贸易自由化便利化,亲诚惠容外交理念；区域经济合作；一带一路；区域投资和贸易自由化便利化；区域产业链供应链深度融合,2025朝阳一模 Q20,区域化合作角度2分,P0_formal_scoring_rule_visual,scanned_scoring_pdf_visual_with_paper_text_support,题面写区域化合作和供应链距离缩短 回答应对新态势触发区域合作和贸易投资自由化便利化,中国应深化区域经济合作 秉持亲诚惠容外交理念 加强与周边国家和地区经济合作 促进区域投资和贸易自由化便利化 推动区域产业链供应链深度融合,merge_with_regional_integration_and_trade_investment_facilitation,一带一路作为用法积累 不单独造频次；绿色化和数字化角度保持边界留痕,candidate_with_fixes,2025朝阳一模_Q20_SRC_c3d1aea637c9;2025朝阳一模_Q20_SRC_832947a8c994,scoring_atom_table_batch04D_chaoyang_prelim.csv,经济全球化,推动贸易和投资自由化便利化
ATOM-CY17,经济全球化,积极参与全球经济治理和规则制定，维护多边贸易体系，推动构建开放型世界经济,全球经济治理和规则制定；多边贸易体系；更高水平开放型经济；开放型世界经济；人类命运共同体,2025朝阳一模 Q20,总结1分及绿色规则相关角度,P0_formal_scoring_rule_visual,scanned_scoring_pdf_visual_with_paper_text_support,题面写绿色认证等国际规则影响国际竞争力 需要从规则治理和多边贸易体系说明中国应对,中国应积极参与全球经济治理和规则制定 维护多边贸易体系 发展更高水平开放型经济 推动构建开放型世界经济和人类命运共同体,merge_with_global_economic_governance_rulemaking,绿色技术和数字化加速只作为材料方向或混模块支撑 不替代全球治理规则核心 也不作独立选必一频次,candidate_with_fixes,2025朝阳一模_Q20_SRC_c3d1aea637c9;2025朝阳一模_Q20_SRC_832947a8c994,scoring_atom_table_batch04D_chaoyang_prelim.csv,经济全球化,建设开放型世界经济，参与全球经济治理和规则制定
ATOM-CY18,时代背景,和平与发展是当今时代主题,和平与发展；世界发展大势；服务国家发展大局,2026朝阳期末 Q20,和平发展角度背景1分,P0_formal_scoring_rule_visual,scanned_scoring_pdf_visual_with_paper_visual_support,设问问中国特色大国外交为什么要更有作为 先要求判断国际背景和时代主题,和平与发展是当今时代主题 中国特色大国外交主动作为顺应世界发展大势并服务国家发展大局,merge_with_peace_and_development_core,后续命运共同体等是目标层 不把时代主题替代四角度全题,candidate_with_fixes,2026朝阳期末_Q20_SRC_e80d35a6d904;2026朝阳期末_Q20_SRC_0056d930a7a9,scoring_atom_table_batch04D_chaoyang_prelim.csv,时代背景,和平与发展仍是时代主题
ATOM-CY19,政治多极化,推动构建人类命运共同体，维护共同利益，推动国际新秩序和全球治理,命运共同体；共同利益；国际新秩序；全球治理,2026朝阳期末 Q20,和平发展角度目标1分,P0_formal_scoring_rule_visual,scanned_scoring_pdf_visual_with_paper_visual_support,材料写为构建周边命运共同体和全球南方共同迈向现代化汇聚力量 触发命运共同体和全球治理目标,中国特色大国外交更有作为 有利于推动构建人类命运共同体 维护共同利益 推动国际新秩序和全球治理发展,merge_with_hmc_global_governance_goal,与时代主题同角度但不同分层,candidate_with_fixes,2026朝阳期末_Q20_SRC_e80d35a6d904;2026朝阳期末_Q20_SRC_0056d930a7a9,scoring_atom_table_batch04D_chaoyang_prelim.csv,政治多极化,推动国际关系民主化，坚持真正的多边主义，推动国际秩序朝公正合理方向发展
ATOM-CY20,政治多极化,反对单边主义、霸权主义和强权政治，提升发展中国家代表性和话语权,多极化；单边主义；霸权强权；发展中国家代表性话语权；全球南方联合自强,2026朝阳期末 Q20,政治角度背景1分+目标1分,P0_formal_scoring_rule_visual,scanned_scoring_pdf_visual_with_paper_visual_support,材料写全球南方联合自强和金砖扩员 回答政治方面为什么更有作为触发反霸权与国际关系民主化,面对单边主义和霸权强权 中国特色大国外交推动多极化进程 提升发展中国家代表性和话语权 维护发展中国家利益并促进全球南方联合自强,merge_with_developing_country_voice_and_ir_democratization,本角度是背景1分+目标1分成对结构；多极化/霸权强权等背景词不得和发展中国家话语权目标混成单一必答频次,candidate_with_fixes,2026朝阳期末_Q20_SRC_e80d35a6d904;2026朝阳期末_Q20_SRC_0056d930a7a9,scoring_atom_table_batch04D_chaoyang_prelim.csv,政治多极化,推动国际关系民主化，坚持真正的多边主义，推动国际秩序朝公正合理方向发展
ATOM-CY21,经济全球化,反对贸易保护主义，推动开放型世界经济、世界经济共同繁荣、互利共赢、开放合作、共享成果,经济全球化；贸易保护主义；开放型世界经济；共同繁荣；互利共赢；开放合作；共享成果,2026朝阳期末 Q20,经济角度背景1分+目标1分,P0_formal_scoring_rule_visual,scanned_scoring_pdf_visual_with_paper_visual_support,材料写维护以世贸组织为核心的多边贸易体制和拓展贸易投资自由化便利化 回答经济方面触发全球化与反保护主义,面对贸易保护主义 中国特色大国外交应坚定维护多边贸易体制 推动开放型世界经济和世界经济共同繁荣 在互利共赢和开放合作中共享发展成果,merge_with_open_world_economy_and_anti_protectionism,本角度是背景1分+目标1分成对结构；贸易保护主义是背景 目标表述进入完整五词经济全球化方向的表述积累 不能替代完整核心名,candidate_with_fixes,2026朝阳期末_Q20_SRC_e80d35a6d904;2026朝阳期末_Q20_SRC_0056d930a7a9,scoring_atom_table_batch04D_chaoyang_prelim.csv,经济全球化,建设开放型世界经济，参与全球经济治理和规则制定
ATOM-CY22,理论,主权、安全、发展利益是国家核心利益；国家利益是国际关系的决定性因素,国家核心利益；国家利益决定性因素；维护国家利益是对外活动出发点和落脚点；维护人民利益；中国式现代化,2026朝阳期末 Q20,我国国家利益角度背景1分+目标1分,P0_formal_scoring_rule_visual,scanned_scoring_pdf_visual_with_paper_visual_support,材料写海外安全保障体系和维护国家利益 回答国家利益方面触发国家利益理论,主权、安全、发展利益是国家核心利益 国家利益是国际关系的决定性因素 维护国家利益是主权国家对外活动的出发点和落脚点 中国特色大国外交要维护人民利益并服务中国式现代化,merge_with_national_interest_core,本角度是背景1分+目标1分成对结构；国家利益理论不混入中国政策桶 维护人民利益和中国式现代化是目标层表达,candidate_with_fixes,2026朝阳期末_Q20_SRC_e80d35a6d904;2026朝阳期末_Q20_SRC_0056d930a7a9,scoring_atom_table_batch04D_chaoyang_prelim.csv,理论,维护国家利益并兼顾他国合理关切，坚持正确义利观
ATOM-CY23,经济全球化,数字贸易博览会搭建交流合作平台，促进投资和贸易自由化便利化，更好利用两个市场两种资源,数字贸易；交流合作平台；投资贸易自由化便利化；资源优化配置；两个市场两种资源,2024朝阳期中 Q20(3),短评三段点评6分中的打造新平台点评,P0_formal_scoring_rule_text,formal_scoring_docx_rtf_with_paper_text_support,短评主题是数字驱动商通全球 打造新平台材料触发投资贸易自由化便利化和资源配置,数字贸易博览会为全球数字贸易搭建交流合作平台 促进投资和贸易自由化便利化 实现资源优化配置 使各国更好利用两个市场两种资源,merge_with_trade_investment_facilitation_two_markets,只处理Q20第三问 前两问经济与社会不计选必一；短评结构分标题分表达分不计术语频次,candidate_with_boundary_guard,2024朝阳期中_Q20_3_SRC_3d4cd35f4494;2024朝阳期中_Q20_3_SRC_b706c444e16d;2024朝阳期中_Q20_3_SRC_34231242a333,scoring_atom_table_batch04D_chaoyang_prelim.csv,经济全球化,推动贸易和投资自由化便利化
ATOM-CY24,经济全球化,推动经济全球化朝着更加开放、包容、普惠、平衡、共赢方向发展,开放包容普惠平衡共赢；普惠平衡共赢开放,2024朝阳期中 Q20(3),短评总评2分中的做法或总评价,P0_formal_scoring_rule_text,formal_scoring_docx_rtf_with_paper_text_support,短评总结要求把数贸会意义上升到经济全球化方向 触发完整五词核心,中国坚持办好数字贸易博览会 推动经济全球化朝着更加开放、包容、普惠、平衡、共赢方向发展,merge_with_full_five_word_globalization_direction,与2025朝阳二模Q21等合并成一个核心 保留完整五词；只处理Q20第三问且不计短评形式分,candidate_with_boundary_guard,2024朝阳期中_Q20_3_SRC_3d4cd35f4494;2024朝阳期中_Q20_3_SRC_b706c444e16d;2024朝阳期中_Q20_3_SRC_34231242a333,scoring_atom_table_batch04D_chaoyang_prelim.csv,经济全球化,推动经济全球化朝着更加开放、包容、普惠、平衡、共赢方向发展
ATOM-CY25,中国,中国平等开放、合作共享的全球治理理念,平等开放；合作共享；全球治理理念；中国发展新机遇,2024朝阳期中 Q20(3),短评总评2分中的总评价,P0_formal_scoring_rule_text,formal_scoring_docx_rtf_with_paper_text_support,数贸会让中国平台联通全球并共享发展机遇 总评可上升到中国全球治理理念,数字贸易博览会生动展现中国平等开放、合作共享的全球治理理念 让世界共享中国发展新机遇,merge_with_china_wisdom_governance_concept,只处理Q20第三问；短评题标题分结构分表达分不计术语频次,candidate_with_boundary_guard,2024朝阳期中_Q20_3_SRC_3d4cd35f4494;2024朝阳期中_Q20_3_SRC_b706c444e16d;2024朝阳期中_Q20_3_SRC_34231242a333,scoring_atom_table_batch04D_chaoyang_prelim.csv,中国,中国平等开放、合作共享的全球治理理念
ATOM-CY-B01,中国,2025朝阳期末 Q21 只作等级答案参考：习近平外交思想、构建人类命运共同体、外交政策、世界多极化、全球治理体系、经济全球化,等级答案宽口径；中国特色大国外交；全球南方；中国式现代化外部环境,2025朝阳期末 Q21,细则PDF视觉核读仅见等级答案式宽口径,P1_level_answer_or_reference_only,scanned_scoring_pdf_visual_no_point_rubric,题面属于选必一但没有逐点评分原词 不能把宽口径模块词冒充P0术语,中国特色大国外交要在习近平外交思想指导下推动人类命运共同体建设并为中国式现代化营造良好外部环境,keep_reference_only_not_main_frequency,如后续找到逐点细则可升级；当前不进主链频次,reference_only,2025朝阳期末_Q21_SRC_49b23fecab97;2025朝阳期末_Q21_SRC_131c6c890bd4,scoring_atom_table_batch04D_chaoyang_prelim.csv,政治多极化,世界多极化深入发展与平等有序的世界多极化
ATOM-CY26,中国,中国特色大国外交为中国式现代化营造总体外部环境,推动构建人类命运共同体；独立自主和平外交政策；和平共处五项原则；主权安全发展利益；三大全球倡议,2025朝阳期末 Q21,②营造总体外部环境1分；P2讲评PPT slide33,P2_teaching_lecture_with_point_scoring,p0_pdf_level_only_plus_paper_text_support,设问问如何通过中国特色大国外交营造外部环境 先从总体外交方向和国家利益写起,中国坚持独立自主的和平外交政策和和平共处五项原则 推动构建人类命运共同体 维护主权安全发展利益 为中国式现代化营造和平稳定的总体外部环境,merge_with_china_diplomacy_environment,同层8句任一句给1分；仅P2低等级候选 不计P0频次,candidate_p2_guard,2025朝阳期末_Q21_SRC_CY2025QIMO_PPTX;2025朝阳期末_Q21_SRC_131c6c890bd4,scoring_atom_table_batch04D_chaoyang_prelim.csv,中国,推动构建人类命运共同体
ATOM-CY27,政治多极化,营造良好外部政治环境：平等有序世界多极化、新型国际关系、国际关系民主化、联合国核心体系和全球治理改革,平等有序世界多极化；全球南方团结合作；合作共赢新型国际关系；共商共建共享；反对霸权主义强权政治；国际关系民主化；联合国核心体系；全球治理体系变革完善,2025朝阳期末 Q21,③营造良好的外部政治环境2分；P2讲评PPT slide33,P2_teaching_lecture_with_point_scoring,p0_pdf_level_only_plus_paper_text_support,材料写国际力量对比调整全球南方壮大和单边霸凌 因此政治环境层触发多极化与全球治理秩序,中国倡导平等有序的世界多极化 推动建设以合作共赢为核心的新型国际关系 推动国际关系民主化 维护以联合国为核心的国际体系并推动全球治理体系变革完善,merge_with_political_environment_expression_pool,同层8句任一句给1分满2分；只作P2表述池 不拆成多个P0必答频次,candidate_p2_guard,2025朝阳期末_Q21_SRC_CY2025QIMO_PPTX;2025朝阳期末_Q21_SRC_131c6c890bd4,scoring_atom_table_batch04D_chaoyang_prelim.csv,联合国,以联合国为核心的国际体系、联合国作用与中国的联合国身份
ATOM-CY28,经济全球化,营造良好外部经济环境：倡导普惠包容的经济全球化，推动经济全球化朝开放、包容、普惠、平衡、共赢方向发展,普惠包容的经济全球化；开放包容普惠平衡共赢；高水平对外开放边界；新发展格局边界,2025朝阳期末 Q21,④营造良好的外部经济环境2分；P2讲评PPT slide34,P2_teaching_lecture_with_point_scoring,p0_pdf_level_only_plus_paper_text_support,材料写逆全球化思潮和脱钩断链行径 回答经济外部环境时触发经济全球化正确方向,面对逆全球化和脱钩断链 中国倡导普惠包容的经济全球化 推动经济全球化朝着更加开放、包容、普惠、平衡、共赢方向发展 为中国式现代化营造良好外部经济环境,merge_with_full_five_word_globalization_direction,完整五词必须保留；高水平对外开放和新发展格局为混模块边界；仅P2低等级候选,candidate_p2_guard,2025朝阳期末_Q21_SRC_CY2025QIMO_PPTX;2025朝阳期末_Q21_SRC_131c6c890bd4,scoring_atom_table_batch04D_chaoyang_prelim.csv,经济全球化,推动经济全球化朝着更加开放、包容、普惠、平衡、共赢方向发展
ATOM-CY29,中国,坚持正确的义利观，提升国际话语权并尊重世界文明多样性,正确义利观；国际话语权；世界文明多样性；文明交流互鉴；讲好中国故事边界,2025朝阳期末 Q21,⑤营造良好的外部文化环境和国际舆论环境1分；P2讲评PPT slide34,P2_teaching_lecture_with_point_scoring,p0_pdf_level_only_plus_paper_text_support,材料写意识形态分歧和国际舆论环境 回答中国外交价值取向时优先保留选必一的正确义利观,中国坚持正确的义利观 尊重世界文明多样性 提升国际话语权 以负责任大国形象为中国式现代化营造良好外部文化和舆论环境,merge_with_correct_yili_china_diplomacy,正确义利观可入中国外交桶；文化自信和讲好中国故事主要作选必三边界；仅P2低等级候选,candidate_p2_guard,2025朝阳期末_Q21_SRC_CY2025QIMO_PPTX;2025朝阳期末_Q21_SRC_131c6c890bd4,scoring_atom_table_batch04D_chaoyang_prelim.csv,中国,坚持正确义利观，在发展合作中义利相兼、互利共赢
ATOM-HDQZ01,联合国,利用国际组织赋予的权利，积极参与全球经济治理和规则制定，为企业出海营造良好国际环境,国际组织赋予的权利；全球经济治理；规则制定；贸易摩擦；企业出海,2024海淀期中 Q16(2),选必一2分：贸易摩擦角度,P0_formal_scoring_rule_pdf_text,formal_scoring_pdf_with_visual_paper_prompt,材料三写中国咖啡企业出海面临贸易摩擦和知识产权风险 设问要求提出建议 触发企业和政府借助国际组织权利参与全球治理规则制定,面对贸易摩擦 企业和政府要善用国际组织赋予的权利 积极参与全球经济治理和规则制定 为中国咖啡企业出海营造良好的国际环境,merge_with_international_org_rights_rule_governance,本题为必修二4分+选必一2分混合题；品牌战略产品创新成本降低税收政策等不计入选必一主链,candidate_with_boundary_guard,2024海淀期中_Q16_2_SRC_e3f88f68dd56;2024海淀期中_Q16_2_SRC_132d9a876bce,scoring_atom_table_batch04E_haidian_qizhong_prelim.csv,经济全球化,建设开放型世界经济，参与全球经济治理和规则制定
ATOM-HDQZ02,时代背景,新中国外交的时代背景不断变化：政治多极化、经济全球化深入发展，和平与发展成为时代主题,世界之变；政治多极化；经济全球化；和平与发展；时代主题,2024海淀期中 Q21(2),变：世界之变2分,P0_formal_scoring_rule_pdf_text,formal_scoring_pdf_with_visual_paper_prompt,设问要求分析外交的变 先回答国际格局和时代背景的变化,新中国外交面对的时代背景不断变化 政治多极化和经济全球化深入发展 和平与发展成为时代主题 中国外交因势而变,merge_with_peace_development_multipolarity_globalization_background_change_frame,这是变的背景层 不替代中国外交不变原则；属变侧框架 不得移入不变侧,candidate_with_fixes,2024海淀期中_Q21_2_SRC_e3f88f68dd56;2024海淀期中_Q21_2_SRC_132d9a876bce,scoring_atom_table_batch04E_haidian_qizhong_prelim.csv,政治多极化,世界多极化深入发展与平等有序的世界多极化
ATOM-HDQZ03,中国,中国综合国力增强、国际地位和国际影响力话语权提升，承担越来越多国际责任,综合国力；国际地位；国际责任；国际影响力话语权；人类命运共同体变通,2024海淀期中 Q21(2),变：中国之变实力与地位1分；变通含国际影响力话语权和人类命运共同体,P0_formal_scoring_rule_pdf_text,formal_scoring_pdf_with_visual_paper_prompt,材料按站起来富起来强起来呈现中国实力地位变化 回答中国之变要写综合国力国际地位和责任提升,随着综合国力不断增强 中国国际地位和国际影响力话语权不断提升 承担越来越多国际责任 中国外交的内容和布局也随之发展,merge_with_china_strength_status_responsibility_change_frame,人类命运共同体在本题属于中国之变变通或新时代外交理念 不得移入不变侧；属变侧框架 不得移入不变侧,candidate_with_fixes,2024海淀期中_Q21_2_SRC_e3f88f68dd56;2024海淀期中_Q21_2_SRC_132d9a876bce,scoring_atom_table_batch04E_haidian_qizhong_prelim.csv,中国,推动构建人类命运共同体
ATOM-HDQZ04,中国,习近平外交思想为新时代中国特色大国外交提供根本遵循和行动指南,外交指导思想与时俱进；习近平外交思想；中国特色大国外交,2024海淀期中 Q21(2),变：中国之变指导思想1分,P0_formal_scoring_rule_pdf_text,formal_scoring_pdf_with_visual_paper_prompt,材料第三阶段写新时代对外工作理论和实践创新 评分细则要求写习近平外交思想,新时代我国外交指导思想与时俱进 习近平外交思想为新时代中国特色大国外交提供根本遵循和行动指南,merge_with_xi_diplomacy_thought_china_bucket_change_frame,不得随意改写习近平外交思想；只在新时代外交指导层使用；属变侧框架 不得移入不变侧,candidate_with_fixes,2024海淀期中_Q21_2_SRC_e3f88f68dd56;2024海淀期中_Q21_2_SRC_132d9a876bce,scoring_atom_table_batch04E_haidian_qizhong_prelim.csv,中国,中国特色大国外交、独立自主和平外交政策与周边命运共同体
ATOM-HDQZ05,中国,新中国外交始终坚持独立自主和平外交政策：基本立场、宗旨、目标和基本准则不变,独立自主基本立场；维护世界和平促进共同发展宗旨；维护主权安全发展利益；促进世界和平与发展；和平共处五项原则；独立自主和平外交政策,2024海淀期中 Q21(2),不变5分主干；写独立自主和平外交政策可得2分,P0_formal_scoring_rule_pdf_text,formal_scoring_pdf_with_visual_paper_prompt,设问问不变 材料三个阶段虽任务不同但中国外交基本立场宗旨目标准则延续,新中国外交始终坚持独立自主的基本立场 贯彻维护世界和平促进共同发展的宗旨 以维护我国主权安全发展利益并促进世界和平与发展为基本目标 坚持和平共处五项原则作为对外关系基本准则,merge_with_independent_peaceful_foreign_policy_core_constant_frame,国家性质可作为外交政策决定因素保留但不单独扩成政治与法治频次；主权安全发展利益与国家利益不累计；属不变侧框架 不得与时代背景之变混同,candidate_with_fixes,2024海淀期中_Q21_2_SRC_e3f88f68dd56;2024海淀期中_Q21_2_SRC_132d9a876bce,scoring_atom_table_batch04E_haidian_qizhong_prelim.csv,中国,中国特色大国外交、独立自主和平外交政策与周边命运共同体
ATOM-HDQZ06,政治多极化,反对霸权主义和强权政治,反霸权主义；反强权政治；维护国际公平正义,2024海淀期中 Q21(2),不变侧变通1分,P0_formal_scoring_rule_pdf_text,formal_scoring_pdf_with_visual_paper_prompt,评分细则在不变侧列出反对霸权主义强权政治 作为中国外交原则立场的可得分表达,新中国外交一贯反对霸权主义和强权政治 主张在和平共处五项原则基础上维护国际公平正义,merge_with_anti_hegemony_expression_pool_constant_frame,作为不变侧可得分表达积累 不反向泛化为所有外交题必答；属不变侧框架 不得与时代背景之变混同,candidate_with_fixes,2024海淀期中_Q21_2_SRC_e3f88f68dd56;2024海淀期中_Q21_2_SRC_132d9a876bce,scoring_atom_table_batch04E_haidian_qizhong_prelim.csv,政治多极化,推动国际关系民主化，坚持真正的多边主义，推动国际秩序朝公正合理方向发展
ATOM-FT01,中国,中国以最大发展中国家身份积极参与全球治理并推动全球南方现代化,国际政治经济格局中的重要力量；全球南方现代化；中国参与全球治理,2025丰台二模 Q20,评分标准说明角度一2分,P0_formal_scoring_rule_docx,formal_marking_docx_with_paper_text_support,材料写全球南方群体性崛起和全球南方为发展而起 回答中国力量首先要说明中国以发展中国家身份参与全球治理并推动全球南方现代化,中国作为世界上最大的发展中国家 是国际政治经济格局中的重要力量 积极参与全球治理 为推动全球南方实现现代化发挥作用,merge_with_china_global_governance_global_south,不能只写全球南方关键词；必须保留中国身份+参与全球治理+推动现代化的解释链,candidate_with_fixes,2025丰台二模_Q20_SRC_1543d8baa151;2025丰台二模_Q20_SRC_770de383c911,scoring_atom_table_batch04F_fengtai_prelim.csv,中国,中国作为负责任大国积极参与全球治理并推动全球南方现代化
ATOM-FT02,中国,中国积极参与国际组织并成为全球治理体系的重要参与者贡献者改革者,联合国；金砖国家；二十国集团；博鳌亚洲论坛；国际组织作用；全球治理体系变革,2025丰台二模 Q20,评分标准说明角度二2分,P0_formal_scoring_rule_docx,formal_marking_docx_with_paper_text_support,材料分别出现国际组织会议讲话 金砖+ 二十国集团 博鳌亚洲论坛 回答中国力量要说明中国通过国际组织平台推动全球治理体系变革,中国积极参与国际组织 在联合国、金砖国家、二十国集团、博鳌亚洲论坛等国际组织中的作用日益显著 成为全球治理体系的重要参与者、贡献者和改革者,merge_with_china_global_governance_actor_via_international_organizations,这里是中国通过国际组织参与全球治理的角色点 不等同于联合国常任理事国专门角度；二者需分开,candidate_with_fixes,2025丰台二模_Q20_SRC_1543d8baa151;2025丰台二模_Q20_SRC_770de383c911,scoring_atom_table_batch04F_fengtai_prelim.csv,政治多极化,推动国际关系民主化，坚持真正的多边主义，推动国际秩序朝公正合理方向发展
ATOM-FT03,联合国,中国作为联合国常任理事国遵守联合国宪章宗旨原则并践行多边主义维护多边体制,联合国常任理事国；联合国宪章宗旨原则；践行多边主义；维护多边体制权威性和有效性,2025丰台二模 Q20,评分标准说明角度三2分,P0_formal_scoring_rule_docx,formal_marking_docx_with_paper_text_support,材料写联合国成立80周年 维护联合国权威 发挥联合国作用 回答中国力量要落到中国作为常任理事国维护以联合国为核心的多边体制,中国作为联合国常任理事国 遵守《联合国宪章》宗旨原则 践行多边主义 维护多边体制的权威性和有效性,merge_with_un_charter_multilateralism_core,不能只写联合国；必须说明常任理事国身份+宪章原则+多边主义+体制权威有效,candidate_with_fixes,2025丰台二模_Q20_SRC_1543d8baa151;2025丰台二模_Q20_SRC_770de383c911,scoring_atom_table_batch04F_fengtai_prelim.csv,联合国,《联合国宪章》宗旨和原则
