idx,module,node,title,prompt_verdict,front_note,audit_node_verdict,content_verdict,issues,doc_prompt,source_prompt,doc_answer,source_summary,source_paths
46,二、辩证思维,辩证否定,3. 2026房山二模 第18题第（2）问（主观题）,exact,none,correct_under_user_framework_辩证否定,PASS_BASELINE_BY_EXISTING_BACKCHECK,,（2）结合材料一和材料二，运用《逻辑与思维》辩证否定观知识，分析OPC的出现和发展。（5分）,（2）结合材料一和材料二，运用《逻辑与思维》辩证否定观知识，分析OPC的出现和发展。（5分）,OPC 的出现体现辩证否定，是对传统一人公司这一旧矛盾统一体的否定，实现“单人成军”的全新创业范式，是联系的环节、发展的环节；OPC 的发展还要坚持扬弃，肯定和保留数字员工的强大功能，同时针对出现的法律风险进行改造，把这些风险纳入新模式的规范治理之中。,教师版答案/细则明确：OPC的出现是对传统一人公司这一旧矛盾统一体的否定，实现“单人成军”全新创业范式，是联系和发展的环节；OPC的发展要坚持扬弃，肯定与保留数字员工强大功能，同时针对法律风险改造。,/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026房山二模/试卷/2026北京房山高三二模政治（教师版）.pdf ; /Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026房山二模/细则/26房山评标.docx
47,二、辩证思维,辩证否定,4. 2025门头沟一模 第21题第（1）问（主观题）,contains_or_score_delta,has_audit_note_in_answer,usable_under_辩证否定_but_not_exclusive,CONTENT_NOTE_PRESENT_VERIFY_NOTE_OR_MOVE_TO_AUDIT,audit_note_in_student_answer,运用科学思维知识，说明门头沟区从“千年煤城”向“京西智谷”转型的智慧。,（1）运用科学思维知识，说明门头沟区从“千年煤城”向“京西智谷”转型的智慧。,门头沟转型坚持辩证否定观，既否定单一依赖煤炭、粗放开发和资源消耗型发展的旧路径，又保留并转化工业积累、生态本底、山地资源和区位优势等合理因素，把旧煤城的历史基础放进绿色转型和科技创新的新结构中，在扬弃中培育人工智能、生物医药、山地文旅等新动能。【提示】原参考答案分三大角度作答(每角度约2-3分)，完整答案还需写创新思维(联想/发散/超前)+科学思维客观性/预见性，仅写辩证否定一条难以拿到完整分。,细则21(1)：坚持辩证否定观、体现整体性和动态性、分析与综合、用全面联系发展的观点看问题四选一；结合材料分析。答案示例明确“对煤炭经济加以扬弃，破除传统路径依赖，保留工业基础优势，推动新旧动能转换”。,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025门头沟一模/试卷/试卷.pdf ; /Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025门头沟一模/细则/细则.doc
48,二、辩证思维,认识发展历程,1. 2024海淀二模 第17题第（2）问（主观题）,exact,none,correct_under_user_framework_认识发展历程,PASS_BASELINE_BY_EXISTING_BACKCHECK,,（2）调查研究过程一般可分为准备阶段、调查了解阶段、分析研究阶段、总结阶段。从认识发展的历程角度，说明“调查了解阶段”与“分析研究阶段”的关联。（4分）,（2）调查研究过程一般可分为准备阶段、调查了解阶段、分析研究阶段、总结阶段。从认识发展的历程角度，说明“调查了解阶段”与“分析研究阶段”的关联。（4分）,调查了解阶段把居民时间利用中的各种具体活动和数据作为感性具体加以把握，获得睡眠、工作、家务、交通、休闲等丰富材料；分析研究阶段从杂多材料中抽取时间结构、生活模式、群体差异和社会变化等本质联系，形成思维抽象，并进一步综合成对居民生活状况的思维具体认识。两个阶段相互依赖、不可分割，不能只收集材料而不提炼，也不能脱离真实材料空谈结论。,答案/细则：调查了解阶段对事物的认识属于感性具体；认识要向前发展，需要通过分析研究对事物进行思维抽象，并使认识发展到思维具体；两个阶段相互依赖、不可分割；关系不能颠倒。,/Users/wanglifei/Desktop/2024模拟题/海淀二模/试卷/试卷.pdf ; /Users/wanglifei/Desktop/2024模拟题/海淀二模/细则/细则.docx; /Users/wanglifei/Desktop/2024模拟题/海淀二模/细则/补充材料/高三二模：政治答案(2).docx
49,三、创新思维,三性与三新,1. 2025昌平二模 第19题（主观题）,exact,has_audit_note_in_answer,correct_under_user_framework_三性与三新_with_specific_methods,CONTENT_NOTE_PRESENT_VERIFY_NOTE_OR_MOVE_TO_AUDIT,audit_note_in_student_answer,结合材料，分析沉浸式演艺是如何体现创新思维的。（8分）,结合材料，分析沉浸式演艺是如何体现创新思维的。（8分）,"沉浸式演艺体现创新思维的思路新、方法新和结果新：它根据新的消费需求，逆向改变传统观演模式，使观众由固定座位、被动观看转为自由行走、主动探索和近距离互动；又运用发散与聚合、迁移和想象等方法，从多角度开发《红楼梦》经典内容，设置多展区、多动线和多情节场景；最终为观众提供身临其境的体验，促进优秀传统文化传承发展和经济效益提升。【提示】原细则按""逆向思维3分+发散与聚合/联想(迁移、想象)+三新5分""拆分赋分，作答时建议按这两段分别展开。",试卷答案：运用逆向思维创新观演模式，使观众由被动变主动；运用发散与聚合思维，从多角度开发传统经典，通过迁移和想象提供身临其境的场景；促进优秀传统文化传承发展和经济效益提升，体现创新思维思路新、方法新、结果新。,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025昌平二模/试卷/试卷.pdf ; /Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025昌平二模/细则/细则.pptx
50,三、创新思维,三性与三新,2. 2026朝阳期中(2025-11) 第21题第（2）问（主观题）,exact,has_audit_note_in_answer,correct_under_user_framework_三性与三新_with_specific_methods,CONTENT_NOTE_PRESENT_VERIFY_NOTE_OR_MOVE_TO_AUDIT,audit_note_in_student_answer,（2）结合材料二，运用《逻辑与思维》知识，说明该市是如何运用创新思维将人文底蕴转化为经济发展优势的。（6分）,（2）结合材料二，运用《逻辑与思维》知识，说明该市是如何运用创新思维将人文底蕴转化为经济发展优势的。（6分）,该市体现创新思维的思路新、方法新、结果新：运用超前思维了解人文底蕴优势、预测消费趋势和旅游期待，推动城市发展理念转变；运用联想思维把冰雪资源与音乐、文化叙事等跨越联结，形成沉浸式体验；还可用逆向思维把“冷资源”转化为“热经济”，或用发散与聚合多角度挖掘文旅潜力并聚焦融合街区建设。这样才把人文底蕴转化为复合型文化空间、新业态和经济发展优势。【提示】原细则主答案为超前+联想+逆向各2分=6分；发散与聚合为补充答案④⑤(只写一个1分，两者都答2分)，作答应优先写主三角度。,细则：超前思维预测消费趋势和旅游期待；联想思维将冰雪资源与音乐、文化叙事融合；逆向思维将冷资源转化为热经济；补充答案可写创新思维三新、发散与聚合。评卷提示只有三新+简单分析得3分，三新+分析+其他创新办法或三种具体思维方式得6分。,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026朝阳期中/试卷/试卷.pdf ; /Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026朝阳期中/细则/细则.docx
51,三、创新思维,三性与三新,3. 2026门头沟一模 第18题第（2）问（主观题）,exact,has_audit_note_in_answer,correct_under_user_framework_三性与三新_with_specific_methods,CONTENT_NOTE_PRESENT_VERIFY_NOTE_OR_MOVE_TO_AUDIT,audit_note_in_student_answer,（2）结合材料，运用《逻辑与思维》知识，说明法院在本案解决环境纠纷过程中运用的科学思维方法。（7分）,（2）结合材料，运用《逻辑与思维》知识，说明法院在本案解决环境纠纷过程中运用的科学思维方法。（7分）,法院运用创新思维，突破单纯裁判、一次性判决的纠纷处理思路，转向生态修复、公共安全和产业转型协同推进，体现思路新；通过发散与聚合相结合，组织技术论证、引导多方协商，把封场治理、资金保障、工程实施、双验收、全程监督等环节聚合成闭环方案，体现方法新；最终提升纠纷解决实效，推动生态环境修复，实现司法保护效果最大化，体现结果新。【提示】原细则按辩证思维(3分)+创新思维(3分)+整体逻辑(1分)赋分(7分)，**必须同时补写辩证思维：用联系、发展、全面的观点看问题，运用矛盾分析法处理生态修复、公共安全、产业转型协同推进**，否则少答3分。,细则要点2为创新思维：法院突破简单一判了之，通过发散与聚合相结合，组织技术论证、引导多方协商，确立封场治理、资金保障、工程实施、双验收、全程监督等闭环方案。,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026门头沟一模/试卷/试卷.pdf ; /Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026门头沟一模/细则/细则.docx
52,三、创新思维,三性与三新,4. 2026延庆一模 第18题第（2）问（主观题）,exact,has_audit_note_in_answer,correct_under_user_framework_三性与三新_as_one_allowed_angle,CONTENT_NOTE_PRESENT_VERIFY_NOTE_OR_MOVE_TO_AUDIT,audit_note_in_student_answer,（2）结合材料二，运用《逻辑与思维》的相关知识，谈谈你对虚拟数字人直播的思考。（7分）,（2）结合材料二，运用《逻辑与思维》的相关知识，谈谈你对虚拟数字人直播的思考。（7分）,"虚拟数字人直播应体现创新思维的思路新、方法新和结果新：思路新在于承认数字人直播等新型营销场景，并从""要不要发展""转向""怎样规范发展""；方法新在于鼓励创新、推动技术不断升级，同时完善相应法律法规，采取适度监管措施；结果新在于促进电商行业健康可持续发展，使新业态在规范中释放活力。【提示】原细则按4选3赋分(7分)：①辩证思维(联系发展全面+矛盾分析法)；②适度原则；③创新思维/三新；④辩证否定，每条理论1分+材料1分。仅写创新思维最多得1-3分。",细则明确创新思维角度：突破常规，探索新的思路和方法，鼓励创新、推动技术不断升级，同时完善相应法律法规，促进电商行业健康可持续发展。,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026延庆一模/试卷/试卷.pdf ; /Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026延庆一模/细则/细则.docx
53,三、创新思维,三性与三新,5. 2026石景山一模 第17题第（2）问（主观题）,exact,has_audit_note_in_answer,correct_under_user_framework_三性与三新_but_must_land_in_specific_methods,CONTENT_NOTE_PRESENT_VERIFY_NOTE_OR_MOVE_TO_AUDIT,audit_note_in_student_answer,（2）结合材料二，运用创新思维的知识，为传承中医药文化提出两条建议。（6分）,（2）结合材料二，运用创新思维的知识，为传承中医药文化提出两条建议。（6分）,传承中医药文化应体现创新思维的思路新、方法新和结果新。可以运用联想思维，将中医药传统诊疗方法与现代智能技术结合，开发个性化健康监测与调理服务；可以运用发散思维，从文化传播、教育传承、产业融合等多维度发力，打造中医药文创产品、开设中医药特色课程；也可以运用超前思维，结合健康中国建设需求，布局中医药康养产业，提前规划中医药文化国际传播路径。作答时任选两条并扣材料展开即可。【提示】原细则主答案为联想/发散/超前任选两条(6分)；其他思维方法可作拓展答案。,试卷答案给联想思维、发散思维、超前思维三类建议，任选两条得6分；细则也提示可从发散与聚合思维、超前思维等角度作答。,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026石景山一模/试卷/试卷.pdf ; /Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026石景山一模/细则/细则.doc
54,三、创新思维,三性与三新,6. 2026丰台二模 第21题（主观题）,exact,none,correct_under_user_framework_三性与三新_but_answer_needed_specific_methods,PASS_BASELINE_BY_EXISTING_BACKCHECK,,结合材料，运用创新思维，分析该区是如何让公园成为乐学之地的。（6分）,结合材料，运用创新思维，分析该区是如何让公园成为乐学之地的。（6分）,该区立足实践，运用创新思维推动教育、生态和治理融合发展；运用联想思维，将公园生态资源迁移到教育教学中，拓展全域育人空间；运用发散思维与聚合思维，依托“3+X”课程体系开发各具特色的校本课程，又集中各类资源和多方力量，让学生享受高品质乐学课程，推动公园从休闲场所变为立体课堂。,细则给6分：立足实践或创新思维含义/三新加材料2分，联想思维将生态资源迁移到教育教学2分，发散思维与聚合思维依托3+X课程体系并集中资源和多方力量2分。,/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026丰台二模/试卷/2026北京丰台高三二模政治（教师版）.pdf ; /Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026丰台二模/细则/2026丰台区二模主观题阅卷细则(1).pptx
55,三、创新思维,三性与三新,7. 2026西城二模 第18题第（4）问（主观题）,exact,has_audit_note_in_answer,correct_under_user_framework_三性与三新_as_innovation_angle,CONTENT_NOTE_PRESENT_VERIFY_NOTE_OR_MOVE_TO_AUDIT,audit_note_in_student_answer,（4）运用《逻辑与思维》知识，说明我们应如何提升思维品质以适应人机协同的新常态。（7分）,（4）运用《逻辑与思维》知识，说明我们应如何提升思维品质以适应人机协同的新常态。（7分）,适应人机协同应坚持创新思维，寻找新思路、新方法、新结果，也可运用逆向思维，在技术便利中反向警惕依赖和误导；要坚守人类在价值判断、本质辨析中的主导作用，不把AI输出当成最终判断；在科学认知与创新突破中驾驭技术，使AI服务人的学习、工作和创造，最终造福人类。【提示】原细则按三个角度赋分(7分)：①科学思维特征(客观性、可检验性)；②辩证思维方法(联系、发展、全面、矛盾分析)；③创新思维(含逆向、发散与聚合)，三个角度+至少一点深入才能拿到6-7分，仅写创新思维最多得3分。,细则渲染页角度3为坚持创新思维：寻找新思路、新方法、新结果（或逆向思维），坚守人类在价值判断、本质辨析中的主导作用，在科学认知与创新突破中驾驭技术、造福人类。,/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026西城二模/试卷/2026北京西城高三二模政治（教师版）.docx ; /Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026西城二模/细则/西城二模评标.pdf
56,三、创新思维,三性与三新,8. 2025西城一模 第17题（主观题）,exact,has_audit_note_in_answer,correct_under_user_framework_三性与三新,CONTENT_NOTE_PRESENT_VERIFY_NOTE_OR_MOVE_TO_AUDIT,audit_note_in_student_answer,结合材料，说明“温榆生态心”建设中蕴含的科学思维。（7分）,结合材料，说明“温榆生态心”建设中蕴含的科学思维。（7分）,温榆生态心建设体现创新思维的思路新、方法新、结果新：思路上不把公园只理解为游憩消费空间，而是转向生态恢复和荒野保护；方法上减少游乐设施、园径和路灯，并通过核心区封闭让自然演替发挥作用；结果上形成鱼虫水鸟共生的独特生态系统和荒野景观。【提示】原细则按三个角度赋分(7分)：①追求认识客观性(从客观自然条件出发、遵循自然规律)；②辩证思维(联系、变化发展、全面)；③创新思维(三新)。仅写创新思维最多得 2-3 分。,细则角度3明确创新思维：创新思维的“新”意味着思路新、方法新、结果新（或逆向思维），生态心不同于一般公园建设，没有常见服务设施甚至全面封闭，营造独特生态系统和荒野景观。,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025西城一模/试卷/试卷.pdf ; /Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025西城一模/细则/细则.docx
57,三、创新思维,三性与三新,9. 2025石景山一模 第19题（主观题）,exact,has_audit_note_in_answer,supported_as_innovation_ability_not_hard_三新,CONTENT_NOTE_PRESENT_VERIFY_NOTE_OR_MOVE_TO_AUDIT,audit_note_in_student_answer,提出优秀的科学建议不仅要有公共参与意识，还要树立科学思维观念。结合材料，运用《逻辑与思维》所学，简析获奖同学的建议是如何体现科学思维的。（5分）,提出优秀的科学建议不仅要有公共参与意识，还要树立科学思维观念。结合材料，运用《逻辑与思维》所学，简析获奖同学的建议是如何体现科学思维的。（5分）,获奖同学体现创新思维能力：他们从亲身经历中捕捉灵感和创意，把生活中的奇思妙想同城市发展建设、民生改善和社会治理问题相碰撞，提出新颖独特且具有操作性的科学建议，使普通生活经验转化为能够服务城市治理的公共方案。【提示】原细则按三段赋分(5分)：①科学思维客观性+可检验性；②运用多种方法、归纳推理寻找因果联系；③创新思维能力。仅写创新思维最多得 1-2 分，必须补前两段。,细则第③点为运用灵感和奇思妙想思考城市发展建设，提出新颖独特的建议，体现创新思维能力；但未明示思路新、方法新、结果新。,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025石景山一模/试卷/试卷.pdf ; /Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025石景山一模/细则/细则.doc
58,三、创新思维,联想思维,1. 2025海淀期末 第18题（主观题）,exact,none,correct_under_user_framework_联想思维_only_for_chiyin_migration,PASS_BASELINE_BY_EXISTING_BACKCHECK,,结合材料，分析北京城市图书馆是如何运用创新思维建设新型公共文化空间的。（6分）,结合材料，分析北京城市图书馆是如何运用创新思维建设新型公共文化空间的。（6分）,北京城市图书馆运用联想思维，将原有的认知经验直接应用到其他工作之中进行同化性迁移，把传统“赤印”意象迁移运用到建筑设计之中，打造富有文化韵味的城市地标，使新型公共文化空间既有现代功能，又有鲜明文化表达。,试卷答案/细则将“人找书”向“书找人”明确归为逆向思维；联想思维只锁定将传统“赤印”意象迁移运用到建筑设计之中，打造富有文化韵味的城市地标。,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期末/试卷/试卷.docx ; /Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期末/细则/细则.pptx
59,三、创新思维,联想思维,2. 2026石景山一模 第17题第（2）问（主观题）,exact,has_audit_note_in_answer,correct_under_user_framework_联想思维,CONTENT_NOTE_PRESENT_VERIFY_NOTE_OR_MOVE_TO_AUDIT,audit_note_in_student_answer,（2）结合材料二，运用创新思维的知识，为传承中医药文化提出两条建议。（6分）,（2）结合材料二，运用创新思维的知识，为传承中医药文化提出两条建议。（6分）,传承中医药文化可以运用联想思维，将中医药传统诊疗方法与现代智能传感技术结合，开发个性化健康监测与调理服务；通过这种迁移，把原本偏专业的诊疗经验转化为可体验、可使用的健康服务方案，使中医药文化在现实生活中获得新的应用场景。【提示】原细则主答案为联想/发散/超前任选两条(6分)；其他思维方法可作拓展答案。,试卷答案第一条明确为联想思维：将中医药传统诊疗方法与现代智能传感技术结合，开发个性化健康监测与调理服务；细则另给发散聚合和超前等角度。,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026石景山一模/试卷/试卷.pdf ; /Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026石景山一模/细则/细则.doc
60,三、创新思维,联想思维,3. 2026东城一模 第19题第（4）问（主观题）,exact,has_audit_note_in_answer,usable_under_user_framework_联想思维_as_one_open_angle,NEEDS_NODE_WORDING_RECHECK,answer_main_may_not_name_node_method;audit_note_in_student_answer,（4）2035年，中关村将建成全球科技创新的主要引擎和关键枢纽。结合材料，运用系统观念与创新思维的知识，谈谈中关村应如何“把‘1’拉长、推进”。（5分）,（4）2035年，中关村将建成全球科技创新的主要引擎和关键枢纽。结合材料，运用系统观念与创新思维的知识，谈谈中关村应如何“把‘1’拉长、推进”。（5分）,"中关村要坚持系统观念把基础研究、成果转化、产业链、资金链和政策服务联系成创新链，运用创新思维进行实践多向思考(发散与聚合)，把""书架""上的原创成果通过企业承接、产业应用和制度支持推上""货架""，使""从0到1""的突破继续推进为产业升级和创新生态优化。【提示】原细则给5分：系统观念知识1+创新思维知识1+材料分析2+1，原答案未把""书架→货架""作为联想思维的""迁移""得分点，本条目建议归""创新思维-发散与聚合""或单设""系统观念""专题。",细则创新思维知识列举实践、特征、联想、发散、聚合、正向、逆向、超前等；评分为系统观念知识1分+创新思维知识1分+对应任一分析2分+目标1分。,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/试卷/试卷.pdf ; /Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/细则/分题细则/东城一模评标细则（勿传）/19（4）.pptx
61,三、创新思维,联想思维,4. 2026朝阳一模 第17题第（1）问后半（主观题）,exact,none,correct_under_user_framework_联想思维,PASS_BASELINE_BY_EXISTING_BACKCHECK,,（1）识别设计 AI 任务指令所运用的推理类型。运用联想思维的具体方法提出一份“中国铁路博物馆文创产品”的设计方案。（7分）,（1）识别设计AI任务指令所运用的推理类型。运用联想思维的具体方法提出一份“中国铁路博物馆文创产品”的设计方案。（7分）,设计中国铁路博物馆文创产品，可以运用迁移，把铁路机车、铁轨、信号灯等视觉特征迁移到书签、钥匙扣、笔记本、饰品等日常用品上，实现文化元素向实用商品的迁移；也可以运用想象，立足铁路历史与时代风貌，设计复古蒸汽机车摆件、老车站场景拼图、主题纪念徽章等，赋予产品文化内涵与纪念价值，增强辨识度与吸引力。,细则：推理类型2分；联想思维具体方法为迁移或想象2分；设计方案按方法与方案一致、方案具体且含中国铁路相关元素给3分。试卷答案示例为铁路机车、铁轨、信号灯迁移到日常用品，或想象复古蒸汽机车、老车站场景等。,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026朝阳一模/试卷/试卷.pdf ; /Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026朝阳一模/细则/细则.docx
62,三、创新思维,联想思维,5. 2026海淀二模 第18题第（1）问（主观题）,exact,none,correct_under_user_framework_联想思维,PASS_BASELINE_BY_EXISTING_BACKCHECK,,（1）结合材料一，运用《逻辑与思维》知识，说明上述做法的合理性。（6分）,（1）结合材料一，运用《逻辑与思维》知识，说明上述做法的合理性。（6分）,该团队运用联想思维，将云南的自然特点与降低成本目标联结起来，并据此提出温室配置“减配”的新假设；通过把当地光照、温度等自然条件迁移到育种方案设计中，打破照搬国外温室模式的传统思路，提出自主育种的新方案，使降低成本和保持育种效果结合起来。,教师版答案/讲评明确：团队运用联想思维，将云南的自然特点与降低成本目标联结起来，并提出新假设，提出自主育种的新方案，打破照搬国外模式的传统思路。,/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026海淀二模/试卷/2026北京海淀高三二模政治（教师版）.docx ; /Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026海淀二模/细则/26海淀高三政治二模讲评.pdf
63,三、创新思维,联想思维,6. 2026朝阳期中(2025-11) 第21题第（2）问（主观题）,exact,has_audit_note_in_answer,correct_under_user_framework_联想思维,CONTENT_NOTE_PRESENT_VERIFY_NOTE_OR_MOVE_TO_AUDIT,audit_note_in_student_answer,（2）结合材料二，运用《逻辑与思维》知识，说明该市是如何运用创新思维将人文底蕴转化为经济发展优势的。（6分）,（2）结合材料二，运用《逻辑与思维》知识，说明该市是如何运用创新思维将人文底蕴转化为经济发展优势的。（6分）,该市运用联想思维，进行有跨越的联结，将冰雪资源与音乐、文化叙事等相融合，形成沉浸式体验，激发人们消费潜力；通过这种联结，原本分散的人文底蕴被转化为可体验的文旅场景和可消费的新业态，从而形成经济发展优势。【提示】原细则主答案为超前+联想+逆向各2分=6分；发散与聚合为补充答案④⑤(只写一个1分，两者都答2分)，作答应优先写主三角度。,细则明确联想思维：进行有跨越的联结，将冰雪资源与音乐、文化叙事等相融合，形成沉浸式体验，激发人们消费潜力。,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026朝阳期中/试卷/试卷.pdf ; /Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026朝阳期中/细则/细则.docx
64,三、创新思维,联想思维,7. 2025门头沟一模 第21题第（1）问（主观题）,contains_or_score_delta,has_audit_note_in_answer,usable_under_user_framework_联想思维_but_not_exclusive,CONTENT_NOTE_PRESENT_VERIFY_NOTE_OR_MOVE_TO_AUDIT,audit_note_in_student_answer,"（1）运用科学思维知识，说明门头沟区从""千年煤城""向""京西智谷""转型的智慧。（9分）",（1）运用科学思维知识，说明门头沟区从“千年煤城”向“京西智谷”转型的智慧。,"门头沟运用联想思维和发散思维，将山地资源与文旅农林商体教等领域跨界联结，把生态本底和山地空间迁移为国际山地旅游目的地、国际山地运动打卡地、京津冀微度假首选地等发展场景；这种由资源到场景、由生态到产业的迁移，有助于培育绿色转型的新业态。【提示】原细则原文""联想、发散思维(四选二)""并提，单写联想偏窄。",细则允许创新思维培育发展新动能：运用联想、发散思维，多向探索，超前思维四选二；答案示例写将山地资源与文旅农林商跨界融合，打造“三地”品牌，形成新业态。,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025门头沟一模/试卷/试卷.pdf ; /Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025门头沟一模/细则/细则.doc
65,三、创新思维,发散思维与聚合思维,1. 2025东城期末 第18题第（2）问（主观题）,exact,none,correct_under_user_framework_发散思维与聚合思维_but_not_full_question,PASS_BASELINE_BY_EXISTING_BACKCHECK,,（2）结合材料，运用《逻辑与思维》知识，说明登月服设计是如何体现创新思维的。（4分）,（2）结合材料，运用《逻辑与思维》知识，说明登月服设计是如何体现创新思维的。（4分）,登月服设计体现发散思维与聚合思维相结合：先围绕月面行走、攀爬、驾车、科考、防热、防尘、防眩光等任务多向展开功能设想，充分打开未来月面活动可能遇到的需求；再把这些功能聚焦到保障航天员安全、高效完成登月任务这一中心上，使多种设计点服务同一个核心目标。,补充细则：第一层创新思维表现/特点1分；第二层具体方法满分3分，其中聚焦登月任务核心问题、综合考虑月面环境和航天员行走等不同需要，体现聚合思维和发散思维；另可写联想、超前。,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025东城期末/试卷/试卷.pdf ; /Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025东城期末/细则/补充材料/东城期末.pptx
66,三、创新思维,发散思维与聚合思维,2. 2026丰台二模 第21题（主观题）,exact,none,correct_under_user_framework_发散思维与聚合思维,PASS_BASELINE_BY_EXISTING_BACKCHECK,,结合材料，运用创新思维，分析该区是如何让公园成为乐学之地的。（6分）,结合材料，运用创新思维，分析该区是如何让公园成为乐学之地的。（6分）,该区围绕公园育人功能，先从生态、劳动、人文等基础模块出发，鼓励学校开发各具特色的校本课程，打开公园资源进入教育教学的多种可能；再聚合学校、公园、文旅、科协和街道等资源，把课程、场地、师资和活动组织起来，围绕乐学目标形成协同育人生态圈，使学生能够享受高品质的乐学课程。,细则明确发散思维与聚合思维：依托“3+X”课程体系开发各具特色的校本课程，集中各类资源和多方力量，让学生享受高品质的乐学课程；变通细则称分开或整体论述都可以。,/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026丰台二模/试卷/2026北京丰台高三二模政治（教师版）.pdf ; /Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026丰台二模/细则/2026丰台区二模主观题阅卷细则(1).pptx
67,三、创新思维,发散思维与聚合思维,3. 2026朝阳期中(2025-11) 第21题第（2）问（主观题）,contains_or_score_delta,has_audit_note_in_answer,correct_under_user_framework_发散思维与聚合思维,CONTENT_NOTE_PRESENT_VERIFY_NOTE_OR_MOVE_TO_AUDIT,audit_note_in_student_answer,结合材料二，运用《逻辑与思维》知识，说明该市是如何运用创新思维将人文底蕴转化为经济发展优势的。（6分）,（2）结合材料二，运用《逻辑与思维》知识，说明该市是如何运用创新思维将人文底蕴转化为经济发展优势的。（6分）,"该市运用发散思维，突破传统物理景观局限，从冰雪资源、音乐、文化叙事、建筑空间等多个角度挖掘文旅经济潜力，打开人文底蕴进入经济发展的多种可能；又运用聚合思维，将这些方向聚焦到打造融合模式街区，提升街区差异化竞争力，使人文底蕴转化为可体验、可消费、可持续的经济发展优势。【提示】原细则把""发散与聚合""列为补充答案④⑤(只写一个得1分，两者都答得2分)，主答案是超前+联想+逆向(各2分)；不可只写发散聚合而漏掉主三角度。",细则明确发散思维和聚合相结合：突破传统物理景观局限，多角度挖掘文旅经济潜力，在此基础上将思维聚焦到打造融合模式街区，提升街区差异化竞争力；只写一者得1分，两者都作答得2分。,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026朝阳期中/试卷/试卷.pdf ; /Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026朝阳期中/细则/细则.docx
