entry_no,module,node,entry_title,material_trigger_current,prompt_current,why_current,answer_current,source_paper_path,source_rubric_path,question_prompt_source,rubric_source_summary,prompt_copy_verdict,rubric_understanding_verdict,node_verdict,action,notes
66,三、创新思维,发散思维与聚合思维,2. 2026丰台二模 第21题（主观题）,该区用“3+X”课程体系围绕生态、劳动、人文等模块开发校本课程，并联动学校、公园、文旅、科协和街道等多方力量打造乐学生态圈。,结合材料，运用创新思维，分析该区是如何让公园成为乐学之地的。（6分）,公园成为乐学之地，不能只靠一门课程或一个活动。材料先把生态、劳动、人文等课程方向展开，这是围绕公园资源做发散；随后又把学校、公园、文旅、科协、街道等主体联动起来，围绕乐学目标形成生态圈，这是聚合。看到“3+X”和“多方联动”，就应想到先打开课程可能，再收束成协同育人机制。,该区围绕公园育人功能，先从生态、劳动、人文等基础模块出发，鼓励学校开发各具特色的校本课程，打开公园资源进入教育教学的多种可能；再聚合学校、公园、文旅、科协和街道等资源，把课程、场地、师资和活动组织起来，围绕乐学目标形成协同育人生态圈，使学生能够享受高品质的乐学课程。,/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026丰台二模/试卷/2026北京丰台高三二模政治（教师版）.pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026丰台二模/细则/2026丰台区二模主观题阅卷细则(1).pptx,结合材料，运用创新思维，分析该区是如何让公园成为乐学之地的。（6分）,细则明确发散思维与聚合思维：依托“3+X”课程体系开发各具特色的校本课程，集中各类资源和多方力量，让学生享受高品质的乐学课程；变通细则称分开或整体论述都可以。,patched_prompt_score_and_removed_unsupported_tech_volunteer_terms,supported_by_rubric_explicit_fasan_juhe,correct_under_user_framework_发散思维与聚合思维,answer_narrowed_to_rubric_terms,原稿“科技、志愿服务”外扩已删除；保留生态劳动人文基础模块和多方资源聚合。
67,三、创新思维,发散思维与聚合思维,3. 2025海淀期末 第18题（主观题）,北京城市图书馆不是只做单馆藏书服务，而是整合京津冀三地与各部门行业数字文化资源，把分散在不同地域、平台和行业中的文化资源接入同一公共文化服务体系，构建多层级、多门类公共文化数字服务网络群。,结合材料，分析北京城市图书馆是如何运用创新思维建设新型公共文化空间的。,“多层级、多门类”说明资源不是单线展开，而是从区域、部门、行业、文化门类等多个方向打开；“公共文化数字服务网络群”说明这些资源最后不是散放，而是围绕公共文化服务目标形成系统平台。它不是一般“整合资源”，而是先发散打开资源边界，再聚合成公共服务网络。,北京城市图书馆运用发散思维，从京津冀区域、不同部门行业、多类文化资源和多种数字服务渠道中拓展资源来源，打开公共文化供给的多种可能；又运用聚合思维，围绕提升公共文化服务质量这一目标，把分散资源聚合成数字服务网络群和新型公共文化空间，形成可共享、可调度、可持续、可精准匹配读者需求的服务能力。,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期末/试卷/试卷.docx,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期末/细则/细则.pptx,结合材料，分析北京城市图书馆是如何运用创新思维建设新型公共文化空间的。,试卷材料有京津冀资源整合和多层级多门类数字服务网络群，但官方答案和细则只列逆向思维“人找书”到“书找人”以及联想思维“赤印”意象迁移；“以上知识角度”只承接这两个角度。,exact_prompt,source_contradicts_fasan_juhe_claim,removed_unsupported_under_user_framework_发散思维与聚合思维,removed_from_student_md_keep_as_lianxiang_or_nixiang_only,原稿把材料中的资源整合自行解释为发散聚合，细则不支撑；已从本节点正文删除。
68,三、创新思维,发散思维与聚合思维,3. 2026朝阳期中(2025-11) 第21题第（2）问（主观题）,该市突破传统物理景观局限，从冰雪资源、音乐、文化叙事、建筑空间等多个角度挖掘文旅经济潜力，并把这些方向聚焦到融合模式街区和街区差异化竞争力上。,（2）结合材料二，运用《逻辑与思维》知识，说明该市是如何运用创新思维将人文底蕴转化为经济发展优势的。（6分）,材料呈现的是“打开—收束”的方法链。发散思维看“打开了多少方向”，聚合思维看“最后收束到什么中心”。材料不是只给一个冰雪项目，而是把冰雪、音乐、文化叙事、建筑空间等多路展开，随后围绕融合模式街区和差异化竞争力收束成具体转化路径，所以这里对应发散与聚合的协同。,该市运用发散思维，突破传统物理景观局限，从冰雪资源、音乐、文化叙事、建筑空间等多个角度挖掘文旅经济潜力，打开人文底蕴进入经济发展的多种可能；又运用聚合思维，将这些方向聚焦到打造融合模式街区，提升街区差异化竞争力，使人文底蕴转化为可体验、可消费、可持续的经济发展优势。,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026朝阳期中/试卷/试卷.pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026朝阳期中/细则/细则.docx,（2）结合材料二，运用《逻辑与思维》知识，说明该市是如何运用创新思维将人文底蕴转化为经济发展优势的。（6分）,细则明确发散思维和聚合相结合：突破传统物理景观局限，多角度挖掘文旅经济潜力，在此基础上将思维聚焦到打造融合模式街区，提升街区差异化竞争力；只写一者得1分，两者都作答得2分。,patched_prompt_score_and_narrowed_material_terms,supported_by_rubric_explicit_fasan_juhe,correct_under_user_framework_发散思维与聚合思维,answer_aligned_to_rubric_terms,本题同源可挂超前、联想、逆向、三新；本节点只承接发散聚合。
69,三、创新思维,发散思维与聚合思维,4. 2026海淀一模 第17题（建议部分）（主观题）,调研改进可以从扩大样本对象、修正问卷选项、增加访谈观察、补充数据比对、追问因果链条等多个方向展开，但题目限定提出具体可行建议，说明最后必须从多方意见中聚焦核心问题。,运用《逻辑与思维》知识，指出上述调查问卷中的逻辑错误。（2分）为提高调研活动的科学性，提出具体可行的建议。（4分）,围绕调研缺陷提出改进，需要先打开方向再收束方案。发散思维帮助学生广泛收集各类人群对无障碍设施的真实意见，避免只按预设身份和预设原因设计问卷；聚合思维再把多方意见聚焦到核心问题上，形成能执行、能验证的具体建议。看到“提高调研活动的科学性”和“具体可行的建议”，这里可以对应发散思维与聚合思维。,可运用发散思维，广泛收集老年人、残障人士、儿童、普通在职职工、相关行业从业者等各类人群对无障碍设施的真实意见，并通过访谈、观察、文献查阅、问卷调查等方式补充信息，避免身份分类混乱和原因预设片面；再运用聚合思维，把多方意见聚焦到核心问题上，形成两条具体可行、能改进问卷和调研方法的建议，使调研更能发现真实需求。,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026海淀一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026海淀一模/细则/细则.pdf,运用《逻辑与思维》知识，指出上述调查问卷中的逻辑错误。（2分）为提高调研活动的科学性，提出具体可行的建议。（4分）,纸面题目和细则均确认本题是逻辑错误2分加建议4分。细则创新思维示例明确：发散思维与聚合思维是创新思维的两翼；运用发散思维广泛收集各类人群对无障碍设施的真实意见，再通过聚合思维聚焦核心问题，避免身份分类混乱和原因预设片面。,patched_title_prompt_and_rubric_terms,supported_by_rubric_explicit_fasan_juhe_example,correct_under_user_framework_发散思维与聚合思维,kept_but_narrowed_to_advice_part,原题并无“第（2）问”编号；已改为“建议部分”，避免题号误导。
70,三、创新思维,发散思维与聚合思维,5. 2024丰台一模 第19题第（2）问（主观题）,学生围绕商品包装垃圾分类标识撰写模拟政协提案，既可用头脑风暴打开研究思路，也要从法律条文、城市垃圾分类标准、商品样本和常见外包装标识情况等方向收集信息，最后聚焦成可写入提案的具体研究方法和理由。,在划线②处补全两种具体研究方法，并运用科学思维知识分别说明理由。（6分）,划线处要补的是两种具体研究方法，不能把“发散思维”本身写成研究方法。材料围绕商品包装垃圾分类标识，可以用头脑风暴法、问卷调查法、访谈法、抽样调查法、文献查找法等打开调查思路；理由部分再说明这些方法怎样帮助研究者多角度收集资料，并综合得出提案内容。看到“具体研究方法”和“分别说明理由”，就要把方法名和思维理由分开写。,可以补写“头脑风暴法、问卷调查法、访谈法、抽样调查法、文献查找法”等具体研究方法中的两种。说明理由时，可写以商品包装垃圾分类标识为起点，多角度、多方向收集法律规定、城市分类标准、商品外包装标识情况和公众使用反馈，再综合得出提案内容，使提案更客观、全面；注意卷面上必须先写具体方法名，再用发散与聚合说明它为什么能支撑提案研究。,/Users/wanglifei/Desktop/2024模拟题/丰台一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2024模拟题/丰台一模/细则/细则.docx,在划线②处补全两种具体研究方法，并运用科学思维知识分别说明理由。（6分）,细则参考答案给头脑风暴法、问卷调查法、访谈法等；拓展答案允许发散思维到聚合思维作为理由。但评分说明特别强调具体方法不能写超前思维、发散思维、联想思维，必须写调查研究法、迁移、矛盾分析法等具体方法。,patched_to_warn_method_vs_reason,supported_only_as_reason_not_specific_method,usable_with_guardrail_under_user_framework_发散思维与聚合思维,kept_with_strict_exam_warning,这是本批易误导点：发散聚合可解释理由，但不能直接填作“具体研究方法”。
71,三、创新思维,发散思维与聚合思维,7. 2025门头沟一模 第21题第（1）问（主观题）,门头沟转型不是只找一个替代产业，而是从算力中心、算法服务、文生视频大模型、数字视听、生物医药、山地文旅和绿色农业等多个方向探索新动能，最后聚焦为“京西智谷”和绿色高质量转型。,运用科学思维知识，说明门头沟区从“千年煤城”向“京西智谷”转型的智慧。,材料里先把可能方向打开：数字经济、人工智能、视听产业、生物医药、山地资源、文旅消费等都可以成为转型路径；但答案不能停在罗列，还要聚焦到培育新动能、形成绿色高质量发展格局。这个“多向打开，再围绕转型目标收束”的链条，就是发散思维与聚合思维。,门头沟先运用发散思维，从数字经济、人工智能、数字视听、生物医药、山地文旅、绿色农业等方向多向探索煤炭退出后的发展可能；再运用聚合思维，把这些方向聚焦到“京西智谷”建设和绿色高质量转型目标上，形成新产业、新场景、新动能相互支撑的转型路径。,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025门头沟一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025门头沟一模/细则/细则.doc,（1）运用科学思维知识，说明门头沟区从“千年煤城”向“京西智谷”转型的智慧。,细则支持创新思维培育发展新动能：联想、发散思维、多向探索、超前思维四选二。答案写联想、发散思维突破路径依赖，多向探索，将山地资源与文旅农林商跨界融合；用超前思维布局未来产业。未见聚合思维。,exact_prompt,source_supports_fasan_not_juhe,removed_from_combined_fasan_juhe_node,removed_from_student_md_due_to_invented_juhe_closure,原稿“再聚合到京西智谷”属于自行补链；该题仍可在联想或超前节点承接。
72,三、创新思维,逆向思维,1. 2025房山一模 第16题第（3）问（主观题）,琉璃河遗址有青铜罍铭文、两重城垣和三千年建城史等考古资源，需要从静态遗址转化为可体验、可传播、能吸引年轻人的公共文化场景。,（3）结合材料，运用创新思维知识，就“如何让琉璃河遗址‘热’起来”提两条建议。（4分）,逆向思维看的是原有状态怎样被转换。琉璃河遗址原本容易被当作静态文物、专业考古资源，题目却要求“热起来”；细则给出的逆向方向，是对青铜器等文物的存在状态作转换性思考，利用 AI 生成动态视频等方式扩大年轻群体关注度。看到“静态文物变动态表达”，就应对应逆向思维。,让琉璃河遗址“热”起来可以运用逆向思维，对青铜器等文物的存在状态作转换性思考，利用 AI 生成动态视频、数字影像等方式，把原本偏静态、偏专业的考古资源转化为年轻人愿意观看、传播和参与的动态表达，从而扩大青年群体关注度。,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/claudecode_lane_B_full_rerun_2026-05-04/source_inventory/extracted/2025/2025房山一模/2025各区一模__2025房山一模__试卷__试卷.pdf.txt,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/claudecode_lane_B_full_rerun_2026-05-04/source_inventory/extracted/2025/2025房山一模/2025各区一模__2025房山一模__细则__细则.pdf.txt,（3）结合材料，运用创新思维知识，就“如何让琉璃河遗址‘热’起来”提两条建议。（4分）,细则示例支持两类创新建议。发散方向是借用方法打造小程序；逆向方向是对青铜器等文物的存在状态作转换性思考，利用 AI 生成动态视频等，扩大年轻群体关注度。评分为任一思维加合理建议得2分，两条得4分。,patched_question_number_and_score,supported_by_rubric_inverse_example,correct_under_user_framework_逆向思维,narrowed_answer_to_static_artifact_to_dynamic_ai_video,删除原稿“沉浸讲解、互动打卡”等未在细则中直接支撑的泛化表达。
73,三、创新思维,逆向思维,2. 2025昌平二模 第19题（主观题）,《大梦·红楼》把传统经典改造成全场域行进式近景沉浸体验项目，设置三大沉浸展区、4条观众动线和20个经典情节还原；观众没有固定座位，可以选择路径、跟随角色自由行走并近距离互动。,结合材料，分析沉浸式演艺是如何体现创新思维的。（8分）,逆向思维的触发点在观演关系被反向改造。传统演艺通常是观众固定座位观看舞台，《大梦·红楼》却让观众选择路径、跟随角色自由行走并近距离互动，观看者从被动接受转为主动进入情节。看到“观众由被动变主动”，就应想到逆向思维。,沉浸式演艺根据新的消费需求，运用逆向思维创新观演模式，把传统演艺中“观众固定坐着看、演员在台上演”的关系反向改造为观众自由行走、选择路径、跟随角色互动，使观众由被动变主动，获得新的观演体验。,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025昌平二模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025昌平二模/细则/细则.pptx,结合材料，分析沉浸式演艺是如何体现创新思维的。（8分）,细则中逆向思维部分为3分：根据新的消费需求，运用逆向思维创新观演模式，使观众由被动变主动。完整答案还可含发散聚合、联想思维和创新思维三新，本条只承接逆向片段。,patched_score,supported_by_rubric_inverse_segment_not_full_answer,correct_under_user_framework_逆向思维,narrowed_to_inverse_segment,该题不能把逆向片段写成整题全部答案；后续若保留其他节点要分别注明各自采分段。
74,三、创新思维,逆向思维,3. 2026朝阳期中(2025-11) 第21题第（2）问（主观题）,该市没有把冬季低温和冰雪只看成出行不便、消费变冷的限制条件，而是反向把“冷资源”转化为冰雪旅游、夜间消费、城市活动和复合业态的入口，形成“冷资源—热经济”的功能转换。,（2）结合材料二，运用《逻辑与思维》知识，说明该市是如何运用创新思维将人文底蕴转化为经济发展优势的。（6分）,逆向思维看的是方向、功能、关系有没有反过来。一般理解中，低温、冰雪和旅游淡季容易被看成限制条件；材料却反向思考“冷资源”的价值，把冷资源转化为“热”经济。看到这种“把不利或冷门条件反向转为发展机会”的动作，就应对应逆向思维。,该市运用逆向思维，坚持反向求索，逆向思考“冷资源”的价值，把原本可能被看作低温限制、旅游淡季和消费不足的冬季条件，转化为冰雪旅游、沉浸体验和融合街区的增长机会，实现从“冷资源”到“热经济”的转换。,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026朝阳期中/试卷/试卷.pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026朝阳期中/细则/细则.docx,（2）结合材料二，运用《逻辑与思维》知识，说明该市是如何运用创新思维将人文底蕴转化为经济发展优势的。（6分）,细则逆向思维段明确：坚持反向求索，逆向思考“冷资源”的价值，将其转化为“热”经济。材料分析可写冰雪旅游、沉浸体验和融合街区等增长机会。,patched_question_number_and_score,supported_by_rubric_explicit_inverse_cold_to_hot,correct_under_user_framework_逆向思维,narrowed_to_cold_resource_hot_economy,同题也在联想、发散聚合和超前条目出现；每处必须只写对应采分段，不能互相混写。
75,三、创新思维,超前思维,1. 2024西城一模 第19题第（5）问（主观题）,未来产业具有战略性、颠覆性和高度不确定性，技术路线、应用场景和产业化时间都难以判断；材料又写到中央和地方正在前瞻布局，说明研判方向不能凭热词押宝，而要从现实产业基础、发展趋势和未来可能场景中作出提前判断。,运用《逻辑与思维》的知识，说明应怎样研判我国未来产业发展的方向。（6分）,这里不是问“未来产业是什么”，而是问“怎样研判方向”。材料一边强调未来产业处在孕育或产业化初期，一边强调技术路线、应用场景和产业化时间都高度不确定，一边又写中央和地方正在前瞻布局，核心动作就是面向未来作判断。研判方向不能凭热词押注，而要以实践中的问题为导向，先调查研究全球和中国的发展状况、因果关系和规律，再据此形成方向判断；未来产业发展有内在矛盾、内在动力等，所以要用超前思维中的矛盾分析方法看清产业发展的内在结构和推动力量，并通过推理和想象由过去、现在推知未来趋势。这一组动作应对应超前思维的方法链。,研判我国未来产业发展方向，应以实践中的问题为导向，注重调查研究，把握全球及中国产业发展的状况、因果关系和规律，在此基础上综合研判方向；善用矛盾分析方法，研究产业发展的内在矛盾、内在动力等；合理运用推理和想象，由全球产业发展的过去、现在的状况推知未来方向，体现超前思维。,/Users/wanglifei/Desktop/2024模拟题/西城一模/试卷/试卷.docx,/Users/wanglifei/Desktop/2024模拟题/西城一模/细则/细则.docx,（5）运用《逻辑与思维》的知识，说明应怎样研判我国未来产业发展的方向。（6分）,参考答案和细则支持：以实践中的问题为导向，注重调查研究，把握全球及中国的产业发展状况、因果关系和规律，综合研判我国未来产业发展方向；善用矛盾分析方法，研究产业发展的内在矛盾、内在动力等；合理运用推理和想象，由全球产业发展的过去、现在的状况推知未来方向。,exact_prompt,supported_by_rubric_explicit_chaqian_methods,correct_under_user_framework_超前思维,kept_and_removed_science_misclassification,用户指出本题不应放在科学思维；现已回正为超前思维，并删除外部环境等过度扩写。
76,三、创新思维,超前思维,2. 2024东城一模 第18题第（3）问（主观题）,传统产业仍是现代化产业体系基底，但存在低端产能过剩、高端供给不足、创新能力薄弱等问题；未来材料、未来网络等未来产业加速前进，并渗透传统产业链上下游。,（3）发展新质生产力，要正确认识传统产业和未来产业的关系。结合材料，运用《逻辑与思维》知识，谈谈你的看法。（6分）,这道题首先是关系题，不是单独让写未来产业。要先答传统产业与未来产业密不可分、相互促进：传统产业为未来产业提供原材料、零部件和市场，未来产业赋能传统产业升级。只有到“怎样布局未来产业”这一段，才切到超前思维：用超前思维布局建设未来产业，完善现代化产业体系。看到“传统产业和未来产业的关系”，不能把超前思维写成全题唯一答案。,传统产业与未来产业密不可分、相互促进。传统产业为未来产业发展提供原材料、零部件等支撑和强大的市场，未来产业赋能传统产业、引领传统产业转型升级。发展新质生产力，不能忽视或放弃传统产业，而要改造提升传统产业；同时要运用超前思维布局建设未来产业，完善现代化产业体系。,/Users/wanglifei/Desktop/2024模拟题/2024东城一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2024模拟题/2024东城一模/细则/细则.pptx,（3）发展新质生产力，要正确认识传统产业和未来产业的关系。结合材料，运用《逻辑与思维》知识，谈谈你的看法。（6分）,细则明确本题逻辑是紧扣二者关系，从是何和如何角度阐述。传统产业与未来产业密不可分、相互促进；传统产业提供原材料、零部件和市场；未来产业赋能传统产业升级。如何部分包括改造提升传统产业，以及运用超前思维布局建设未来产业。,patched_question_number_and_scope,supported_as_one_segment_not_full_answer,correct_but_boundary_under_user_framework_超前思维,narrowed_to_future_industry_layout_segment,原稿把超前思维写成整题主线，已改为关系题主干加超前布局片段。
77,三、创新思维,超前思维,3. 2026顺义二模 第21题（主观题）,材料用“凡事预则立”“人无远虑，必有近忧”等传统理政智慧，串联党在不同历史阶段通过预判、规划、布局和风险防范推进现代化建设的实践。,结合材料，综合运用所学，阐述“先见”与“远虑”的传统理政智慧为何能成为支撑中国式现代化稳步前行、护航民族伟大复兴行稳致远的深厚精神底气与重要实践指引。（10分）,这是一道综合题，不能只写超前思维。如果从《逻辑与思维》切入，可锁定“先见”“远虑”中的科学思维角度：以超前思维、战略思维研判发展大势、预判未来走向，以底线思维居安思危、筑牢安全防线。材料中的五年规划、长期规划、科技自立自强、双碳目标和发展安全统筹，都体现提前研判与长远部署。,从《逻辑与思维》角度看，党善用科学思维赋能治理：以超前思维、战略思维研判发展大势、预判未来走向，接续制定中长期发展规划，牢牢把握发展战略主动；以底线思维居安思危、防范风险、筑牢安全防线，使“先见”和“远虑”的传统理政智慧转化为中国式现代化稳步前行的重要实践指引。,/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026顺义二模/试卷/26顺义二模(1).pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026顺义二模/细则/26顺义二模评标.doc,结合材料，综合运用所学，阐述“先见”与“远虑”的传统理政智慧为何能成为支撑中国式现代化稳步前行、护航民族伟大复兴行稳致远的深厚精神底气与重要实践指引。（10分）,细则列为综合题，可从中华优秀传统文化、党的领导、国家性质、制度优势、四个自信、科学思维等角度作答。其中科学思维角度明确包含：党善用科学思维赋能治理，以超前思维、战略思维研判发展大势、预判未来走向；以底线思维居安思危、筑牢安全防线。,patched_score_and_scope,supported_as_scientific_thinking_angle_not_whole_answer,correct_but_boundary_under_user_framework_超前思维,narrowed_to_scientific_thinking_angle,该题不能在思维宝典中呈现为全题完整答案；只能作为超前思维角度样本。
78,三、创新思维,超前思维,4. 2026朝阳期中(2025-11) 第21题第（2）问（主观题）,该市从人文底蕴、冰雪消费升温、夜间经济和城市转型需求出发，提前判断文旅融合可能带来的消费场景和经济增长空间，并在趋势尚未完全展开时先行谋划融合街区、复合业态和活动安排。,（2）结合材料二，运用《逻辑与思维》知识，说明该市是如何运用创新思维将人文底蕴转化为经济发展优势的。（6分）,关键在“先了解优势—再预测趋势—再转变发展理念”。超前思维不是笼统写“未来”，而是有计划、有目的地了解本地人文底蕴优势，合理预测人们消费趋势及旅游期待，再把城市发展理念从传统工业城市转向网红旅游目的地。看到这种由本地条件预判未来文旅消费的动作，就可以从超前思维切入。,该市运用超前思维，有计划、有目的地了解本地人文底蕴优势，合理预测人们消费趋势及旅游期待，作出城市发展理念的转变，从传统工业城市向网红旅游目的地转化；这种做法把本地底蕴和未来消费趋势提前连接起来，使人文底蕴转化为经济发展优势。,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026朝阳期中/试卷/试卷.pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026朝阳期中/细则/细则.docx,（2）结合材料二，运用《逻辑与思维》知识，说明该市是如何运用创新思维将人文底蕴转化为经济发展优势的。（6分）,细则明确超前思维段为2分：该市运用超前思维，有计划、有目的地了解本地人文底蕴优势，合理预测人们消费趋势及旅游期待，作出城市发展理念的转变，从传统工业城市向网红旅游目的地转化。,patched_question_number_score_and_rubric_terms,supported_by_rubric_explicit_chaqian_segment,correct_under_user_framework_超前思维,narrowed_to_city_strategy_turnaround_segment,同题多节点复挂，本条只保留超前思维2分段。
79,三、创新思维,超前思维,5. 2026海淀期末 第20题第（2）问（主观题）,全民阅读设施建设先调查居民阅读习惯、服务需求和使用困难，再分析建设运营成本与服务供给之间的矛盾，并结合人口结构变化、老年人阅读需求和社区服务趋势规划未来功能，而不是只按当前客流量临时配置设施。,（2）结合城市书房建设与运营的问题，运用超前思维的方法提出具体建议。（6分）,用“超前思维的方法”提建议时，材料里的需求、成本和未来功能不是三个散点。居民阅读和服务需求说明先要调查研究，不能凭主观偏好布点；建设运营成本与需求之间的张力说明要运用矛盾分析，预判投入、维护、客流和服务供给的冲突；人口结构、阅读方式和公共文化服务变化说明要借助推理和想象预判未来使用场景。三步连起来，才是超前思维的可操作建议链。,城市书房建设应运用超前思维，先通过问卷、访谈、数据分析等调查研究把握真实阅读和服务需求；再预判运营成本、空间利用和居民需求之间的张力，设计可持续管理机制；还要借助推理和想象研判人口结构、数字阅读和公共文化服务变化，提前规划复合功能。,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026海淀期末/试卷/试卷.pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026海淀期末/细则/细则.pdf,（2）结合城市书房建设与运营的问题，运用超前思维的方法提出具体建议。（6分）,细则明确：符合超前思维的方法，能够扣住城市书房建设与运营的问题提出建议，措施具体。示例包括调查研究居民阅读内容和服务需求；运用矛盾分析方法分析建设运营成本与居民需求之间的矛盾；运用推理和想象结合人口结构变化等因素，对未来运营功能进行前瞻性规划。,patched_question_number_and_score,supported_by_rubric_explicit_chaqian_methods,correct_under_user_framework_超前思维,kept_and_structured_by_three_methods,该题是超前思维方法硬样本，可保留。
80,三、创新思维,超前思维,6. 2025东城期末 第18题第（2）问（主观题）,登月服把飞天飘带、火箭尾焰和现代登月装备外观联系起来，同时围绕月面行走、攀爬、驾车、科考、防热、防尘、防眩光等任务需求设计功能细节。,结合材料，运用《逻辑与思维》知识，说明登月服设计是如何体现创新思维的。,这道题的创新思维可以从发散聚合、联想、超前等角度展开。从超前思维角度看，登月服面对的是尚未实际展开的未来月面任务，材料却已经把月面特殊环境和航天员登陆后的需求提前纳入设计。看到“未来任务场景尚未发生，却先预判环境和使用需求”，就应对应超前思维。,从超前思维角度看，登月服设计提前预判月面特殊环境和航天员登陆后需求，据此设计航天服细节：既考虑行走、攀爬、驾车、科考等月面出舱活动，也考虑月面热环境、月尘影响和防眩光等防护需要，使服装细节服务未来登月任务。,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025东城期末/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025东城期末/细则/补充材料/东城期末.pptx,结合材料，运用《逻辑与思维》知识，说明登月服设计是如何体现创新思维的。,细则第一层为思路新、方法新、结果新或多向性、跨越性、独特性。第二层具体方法包括发散聚合、联想和超前：提前预判月面特殊环境和航天员登陆后需求，据此设计航天服细节，体现超前思维。,exact_prompt,supported_by_rubric_explicit_chaqian_as_one_method,correct_but_partial_under_user_framework_超前思维,narrowed_to_one_specific_method_segment,原稿可保留但必须提示超前只是本题具体方法之一，不替代发散聚合和联想。
81,三、创新思维,超前思维,7. 2025海淀期末 第18题（主观题）,北京城市图书馆借助数字技术实现从“人找书”到“书找人”，把传统“赤印”意象转化为新型公共空间设计，并整合京津冀三地与各部门行业数字文化资源，构建多层级、多门类公共文化数字服务网络群。,结合材料，分析北京城市图书馆是如何运用创新思维建设新型公共文化空间的。,这题不能把“人找书”到“书找人”写成超前思维，那是逆向思维；“赤印”意象迁移也应归联想思维。若从超前思维切入，要抓北京城市图书馆承担京津冀公共服务功能的新文化地标定位，为三地文化资源共建共享创造条件。看到“公共服务功能”“共建共享”“新文化地标”，才可以写面向未来公共文化服务作提前布局。,从超前思维角度看，北京城市图书馆作为承担京津冀公共服务功能的新文化地标，面向三地文化资源共建共享的需要，提前谋划公共文化服务的区域联通和资源整合，为京津冀文化资源共享创造条件。注意“人找书”到“书找人”应归逆向思维，不能混写到超前思维里。,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期末/试卷/试卷.docx,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期末/细则/细则.pptx,结合材料，分析北京城市图书馆是如何运用创新思维建设新型公共文化空间的。,讲评细则主答案明确逆向思维对应“人找书”到“书找人”，联想思维对应传统“赤印”意象迁移。补充表格另列超前思维可选角度：承担京津冀公共服务功能的新文化地标，为三地文化资源共建共享创造条件。超前角度可保留但必须避开逆向和联想材料。,exact_prompt,supported_only_as_optional_chaqian_angle,correct_but_high_risk_under_user_framework_超前思维,narrowed_and_removed_inverse_mixing,此前已确认该题逆向和联想更核心；超前只作可选角度，不能写图书智能匹配。
