idx,module,node,title,refined_verdict,refined_note,prompt_verdict,front_note,audit_node_verdict,doc_prompt,source_prompt,source_summary,source_paths
65,三、创新思维,发散思维与聚合思维,1. 2025东城期末 第18题第（2）问（主观题）,PASS_CORE_SUPPORTED,按已有回源材料，题面、节点和主答案未见新增硬错。,exact,none,correct_under_user_framework_发散思维与聚合思维_but_not_full_question,（2）结合材料，运用《逻辑与思维》知识，说明登月服设计是如何体现创新思维的。（4分）,（2）结合材料，运用《逻辑与思维》知识，说明登月服设计是如何体现创新思维的。（4分）,补充细则：第一层创新思维表现/特点1分；第二层具体方法满分3分，其中聚焦登月任务核心问题、综合考虑月面环境和航天员行走等不同需要，体现聚合思维和发散思维；另可写联想、超前。,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025东城期末/试卷/试卷.pdf ; /Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025东城期末/细则/补充材料/东城期末.pptx
66,三、创新思维,发散思维与聚合思维,2. 2026丰台二模 第21题（主观题）,PASS_CORE_SUPPORTED,按已有回源材料，题面、节点和主答案未见新增硬错。,exact,none,correct_under_user_framework_发散思维与聚合思维,结合材料，运用创新思维，分析该区是如何让公园成为乐学之地的。（6分）,结合材料，运用创新思维，分析该区是如何让公园成为乐学之地的。（6分）,细则明确发散思维与聚合思维：依托“3+X”课程体系开发各具特色的校本课程，集中各类资源和多方力量，让学生享受高品质的乐学课程；变通细则称分开或整体论述都可以。,/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026丰台二模/试卷/2026北京丰台高三二模政治（教师版）.pdf ; /Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026丰台二模/细则/2026丰台区二模主观题阅卷细则(1).pptx
67,三、创新思维,发散思维与聚合思维,3. 2026朝阳期中(2025-11) 第21题第（2）问（主观题）,P3_NOTE_VALIDITY_NOT_FULLY_BLOCKING_MOVE_TO_AUDIT,条目主答案未见硬错；但【提示/红线】属于教师审计信息，不能直接留在学生版答案落点。,contains_or_score_delta,has_audit_note_in_answer,correct_under_user_framework_发散思维与聚合思维,结合材料二，运用《逻辑与思维》知识，说明该市是如何运用创新思维将人文底蕴转化为经济发展优势的。（6分）,（2）结合材料二，运用《逻辑与思维》知识，说明该市是如何运用创新思维将人文底蕴转化为经济发展优势的。（6分）,细则明确发散思维和聚合相结合：突破传统物理景观局限，多角度挖掘文旅经济潜力，在此基础上将思维聚焦到打造融合模式街区，提升街区差异化竞争力；只写一者得1分，两者都作答得2分。,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026朝阳期中/试卷/试卷.pdf ; /Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026朝阳期中/细则/细则.docx
68,三、创新思维,发散思维与聚合思维,4. 2026海淀一模 第17题（建议部分）（主观题）,PASS_CORE_SUPPORTED,按已有回源材料，题面、节点和主答案未见新增硬错。,exact,none,correct_under_user_framework_发散思维与聚合思维,运用《逻辑与思维》知识，指出上述调查问卷中的逻辑错误。（2分）为提高调研活动的科学性，提出具体可行的建议。（4分）,运用《逻辑与思维》知识，指出上述调查问卷中的逻辑错误。（2分）为提高调研活动的科学性，提出具体可行的建议。（4分）,纸面题目和细则均确认本题是逻辑错误2分加建议4分。细则创新思维示例明确：发散思维与聚合思维是创新思维的两翼；运用发散思维广泛收集各类人群对无障碍设施的真实意见，再通过聚合思维聚焦核心问题，避免身份分类混乱和原因预设片面。,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026海淀一模/试卷/试卷.pdf ; /Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026海淀一模/细则/细则.pdf
69,三、创新思维,发散思维与聚合思维,5. 2024丰台一模 第19题第（2）问（主观题）,P2_AUXILIARY_KEEP_WITH_REDLINE,2024丰台一模19(2)发散聚合作为理由拓展有源支撑，但具体方法栏不能写发散/超前，必须写头脑风暴/问卷/访谈等。,exact,has_audit_note_in_answer,usable_with_guardrail_under_user_framework_发散思维与聚合思维,在划线②处补全两种具体研究方法，并运用科学思维知识分别说明理由。（6分）,在划线②处补全两种具体研究方法，并运用科学思维知识分别说明理由。（6分）,细则参考答案给头脑风暴法、问卷调查法、访谈法等；拓展答案允许发散思维到聚合思维作为理由。但评分说明特别强调具体方法不能写超前思维、发散思维、联想思维，必须写调查研究法、迁移、矛盾分析法等具体方法。,/Users/wanglifei/Desktop/2024模拟题/丰台一模/试卷/试卷.pdf ; /Users/wanglifei/Desktop/2024模拟题/丰台一模/细则/细则.docx
70,三、创新思维,逆向思维,1. 2025房山一模 第16题第（3）问（主观题）,PASS_CORE_SUPPORTED,按已有回源材料，题面、节点和主答案未见新增硬错。,exact,none,correct_under_user_framework_逆向思维,（3）结合材料，运用创新思维知识，就“如何让琉璃河遗址‘热’起来”提两条建议。（4分）,（3）结合材料，运用创新思维知识，就“如何让琉璃河遗址‘热’起来”提两条建议。（4分）,细则示例支持两类创新建议。发散方向是借用方法打造小程序；逆向方向是对青铜器等文物的存在状态作转换性思考，利用 AI 生成动态视频等，扩大年轻群体关注度。评分为任一思维加合理建议得2分，两条得4分。,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/claudecode_lane_B_full_rerun_2026-05-04/source_inventory/extracted/2025/2025房山一模/2025各区一模__2025房山一模__试卷__试卷.pdf.txt ; /Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/claudecode_lane_B_full_rerun_2026-05-04/source_inventory/extracted/2025/2025房山一模/2025各区一模__2025房山一模__细则__细则.pdf.txt
71,三、创新思维,逆向思维,2. 2025昌平二模 第19题（主观题）,P3_NOTE_VALIDITY_NOT_FULLY_BLOCKING_MOVE_TO_AUDIT,条目主答案未见硬错；但【提示/红线】属于教师审计信息，不能直接留在学生版答案落点。,exact,has_audit_note_in_answer,correct_under_user_framework_逆向思维,结合材料，分析沉浸式演艺是如何体现创新思维的。（8分）,结合材料，分析沉浸式演艺是如何体现创新思维的。（8分）,细则中逆向思维部分为3分：根据新的消费需求，运用逆向思维创新观演模式，使观众由被动变主动。完整答案还可含发散聚合、联想思维和创新思维三新，本条只承接逆向片段。,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025昌平二模/试卷/试卷.pdf ; /Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025昌平二模/细则/细则.pptx
72,三、创新思维,逆向思维,3. 2026朝阳期中(2025-11) 第21题第（2）问（主观题）,P3_NOTE_VALIDITY_NOT_FULLY_BLOCKING_MOVE_TO_AUDIT,条目主答案未见硬错；但【提示/红线】属于教师审计信息，不能直接留在学生版答案落点。,exact,has_audit_note_in_answer,correct_under_user_framework_逆向思维,（2）结合材料二，运用《逻辑与思维》知识，说明该市是如何运用创新思维将人文底蕴转化为经济发展优势的。（6分）,（2）结合材料二，运用《逻辑与思维》知识，说明该市是如何运用创新思维将人文底蕴转化为经济发展优势的。（6分）,细则逆向思维段明确：坚持反向求索，逆向思考“冷资源”的价值，将其转化为“热”经济。材料分析可写冰雪旅游、沉浸体验和融合街区等增长机会。,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026朝阳期中/试卷/试卷.pdf ; /Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026朝阳期中/细则/细则.docx
73,三、创新思维,超前思维,1. 2024西城一模 第19题第（5）问（主观题）,P3_PROMPT_MINOR_DELTA,设问与源题基本一致，仅有题号/分值/前置句差异；终稿可按原卷统一。,contains_or_score_delta,none,correct_under_user_framework_超前思维,运用《逻辑与思维》的知识，说明应怎样研判我国未来产业发展的方向。（6分）,（5）运用《逻辑与思维》的知识，说明应怎样研判我国未来产业发展的方向。（6分）,参考答案和细则支持：以实践中的问题为导向，注重调查研究，把握全球及中国的产业发展状况、因果关系和规律，综合研判我国未来产业发展方向；善用矛盾分析方法，研究产业发展的内在矛盾、内在动力等；合理运用推理和想象，由全球产业发展的过去、现在的状况推知未来方向。,/Users/wanglifei/Desktop/2024模拟题/西城一模/试卷/试卷.docx ; /Users/wanglifei/Desktop/2024模拟题/西城一模/细则/细则.docx
74,三、创新思维,超前思维,2. 2024东城一模 第18题第（3）问（主观题）,PASS_CORE_SUPPORTED,按已有回源材料，题面、节点和主答案未见新增硬错。,exact,none,correct_but_boundary_under_user_framework_超前思维,（3）发展新质生产力，要正确认识传统产业和未来产业的关系。结合材料，运用《逻辑与思维》知识，谈谈你的看法。（6分）,（3）发展新质生产力，要正确认识传统产业和未来产业的关系。结合材料，运用《逻辑与思维》知识，谈谈你的看法。（6分）,细则明确本题逻辑是紧扣二者关系，从是何和如何角度阐述。传统产业与未来产业密不可分、相互促进；传统产业提供原材料、零部件和市场；未来产业赋能传统产业升级。如何部分包括改造提升传统产业，以及运用超前思维布局建设未来产业。,/Users/wanglifei/Desktop/2024模拟题/2024东城一模/试卷/试卷.pdf ; /Users/wanglifei/Desktop/2024模拟题/2024东城一模/细则/细则.pptx
75,三、创新思维,超前思维,3. 2026顺义二模 第21题（主观题）,PASS_CORE_SUPPORTED,按已有回源材料，题面、节点和主答案未见新增硬错。,exact,none,correct_but_boundary_under_user_framework_超前思维,结合材料，综合运用所学，阐述“先见”与“远虑”的传统理政智慧为何能成为支撑中国式现代化稳步前行、护航民族伟大复兴行稳致远的深厚精神底气与重要实践指引。（10分）,结合材料，综合运用所学，阐述“先见”与“远虑”的传统理政智慧为何能成为支撑中国式现代化稳步前行、护航民族伟大复兴行稳致远的深厚精神底气与重要实践指引。（10分）,细则列为综合题，可从中华优秀传统文化、党的领导、国家性质、制度优势、四个自信、科学思维等角度作答。其中科学思维角度明确包含：党善用科学思维赋能治理，以超前思维、战略思维研判发展大势、预判未来走向；以底线思维居安思危、筑牢安全防线。,/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026顺义二模/试卷/26顺义二模(1).pdf ; /Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026顺义二模/细则/26顺义二模评标.doc
76,三、创新思维,超前思维,4. 2026朝阳期中(2025-11) 第21题第（2）问（主观题）,P3_NOTE_VALIDITY_NOT_FULLY_BLOCKING_MOVE_TO_AUDIT,条目主答案未见硬错；但【提示/红线】属于教师审计信息，不能直接留在学生版答案落点。,exact,has_audit_note_in_answer,correct_under_user_framework_超前思维,（2）结合材料二，运用《逻辑与思维》知识，说明该市是如何运用创新思维将人文底蕴转化为经济发展优势的。（6分）,（2）结合材料二，运用《逻辑与思维》知识，说明该市是如何运用创新思维将人文底蕴转化为经济发展优势的。（6分）,细则明确超前思维段为2分：该市运用超前思维，有计划、有目的地了解本地人文底蕴优势，合理预测人们消费趋势及旅游期待，作出城市发展理念的转变，从传统工业城市向网红旅游目的地转化。,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026朝阳期中/试卷/试卷.pdf ; /Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026朝阳期中/细则/细则.docx
77,三、创新思维,超前思维,5. 2026海淀期末 第20题第（2）问（主观题）,PASS_CORE_SUPPORTED,按已有回源材料，题面、节点和主答案未见新增硬错。,exact,none,correct_under_user_framework_超前思维,（2）结合城市书房建设与运营的问题，运用超前思维的方法提出具体建议。（6分）,（2）结合城市书房建设与运营的问题，运用超前思维的方法提出具体建议。（6分）,细则明确：符合超前思维的方法，能够扣住城市书房建设与运营的问题提出建议，措施具体。示例包括调查研究居民阅读内容和服务需求；运用矛盾分析方法分析建设运营成本与居民需求之间的矛盾；运用推理和想象结合人口结构变化等因素，对未来运营功能进行前瞻性规划。,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026海淀期末/试卷/试卷.pdf ; /Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026海淀期末/细则/细则.pdf
78,三、创新思维,超前思维,6. 2025东城期末 第18题第（2）问（主观题）,PASS_CORE_SUPPORTED,按已有回源材料，题面、节点和主答案未见新增硬错。,exact,none,correct_but_partial_under_user_framework_超前思维,结合材料，运用《逻辑与思维》知识，说明登月服设计是如何体现创新思维的。,结合材料，运用《逻辑与思维》知识，说明登月服设计是如何体现创新思维的。,细则第一层为思路新、方法新、结果新或多向性、跨越性、独特性。第二层具体方法包括发散聚合、联想和超前：提前预判月面特殊环境和航天员登陆后需求，据此设计航天服细节，体现超前思维。,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025东城期末/试卷/试卷.pdf ; /Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025东城期末/细则/补充材料/东城期末.pptx
79,三、创新思维,超前思维,7. 2025海淀期末 第18题（主观题）,P2_HIGH_RISK_OPTIONAL,2025海淀期末18超前思维仅为补充/可选角度，主答案仍应优先逆向+联想；可保留但不能当核心得分点。,exact,has_audit_note_in_answer,correct_but_high_risk_under_user_framework_超前思维,结合材料，分析北京城市图书馆是如何运用创新思维建设新型公共文化空间的。,结合材料，分析北京城市图书馆是如何运用创新思维建设新型公共文化空间的。,讲评细则主答案明确逆向思维对应“人找书”到“书找人”，联想思维对应传统“赤印”意象迁移。补充表格另列超前思维可选角度：承担京津冀公共服务功能的新文化地标，为三地文化资源共建共享创造条件。超前角度可保留但必须避开逆向和联想材料。,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期末/试卷/试卷.docx ; /Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期末/细则/细则.pptx
80,三、创新思维,超前思维,8. 2024朝阳期中 第19题（主观题）,P3_NOTE_VALIDITY_NOT_FULLY_BLOCKING_MOVE_TO_AUDIT,条目主答案未见硬错；但【提示/红线】属于教师审计信息，不能直接留在学生版答案落点。,contains_or_score_delta,has_audit_note_in_answer,correct_under_user_framework_超前思维,结合材料，分析“首发经济”的北京朝外样本的打造是如何体现创新思维的。,结合材料，分析“首发经济”的北京朝外样本的打造是如何体现创新思维的？,细则明确材料共四个部分。业态规划创新体现超前思维：突破传统，布局新兴领域及特色街区，捕捉市场趋势。品牌引进创新体现逆向思维；零售模式创新体现联想思维；价值耦合创新体现发散思维与聚合思维。,/Users/wanglifei/Desktop/2024模拟题/2024朝阳期中/试卷/试卷.pdf ; /Users/wanglifei/Desktop/2024模拟题/2024朝阳期中/细则/细则.docx
81,三、创新思维,超前思维,9. 2024顺义二模 第16题第（2）问（主观题）,P3_PROMPT_MINOR_DELTA,设问与源题基本一致，仅有题号/分值/前置句差异；终稿可按原卷统一。,contains_or_score_delta,none,correct_under_user_framework_超前思维,结合材料，运用《逻辑与思维》知识，说明如何运用超前思维加快推进“无废城市”建设系统化、科学化、长效化。（7分）,（2）结合材料，运用《逻辑与思维》知识，说明如何运用超前思维加快推进“无废城市”建设系统化、科学化、长效化。（7分）,参考答案明确针对大拆大建加剧固体废物问题，在尊重城市建设发展规律的前提下，运用超前思维的矛盾分析法，做出科学判断和预见，把固体废物资源化和清洁生产结合，实现经济效益与社会效益统一，推动“无废城市”建设。,/Users/wanglifei/Desktop/2024模拟题/顺义思政二模/试卷/试卷.docx ; /Users/wanglifei/Desktop/2024模拟题/顺义思政二模/细则/细则.docx
82,三、创新思维,超前思维,10. 2026石景山一模 第17题第（2）问（主观题）,P3_NOTE_VALIDITY_NOT_FULLY_BLOCKING_MOVE_TO_AUDIT,条目主答案未见硬错；但【提示/红线】属于教师审计信息，不能直接留在学生版答案落点。,exact,has_audit_note_in_answer,correct_under_user_framework_超前思维,（2）结合材料二，运用创新思维的知识，为传承中医药文化提出两条建议。（6分）,（2）结合材料二，运用创新思维的知识，为传承中医药文化提出两条建议。（6分）,细则明确可从发散与聚合思维、超前思维等角度作答。超前思维示例为：立足“健康中国”战略全局，前瞻性布局中医药预防保健服务体系，促进中医药在重大疾病防治、慢性病管理、康复护理等领域发挥更大作用。,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026石景山一模/试卷/试卷.pdf ; /Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026石景山一模/细则/细则.doc
83,三、创新思维,超前思维,11. 2025门头沟一模 第21题第（1）问（主观题）,P3_NOTE_VALIDITY_NOT_FULLY_BLOCKING_MOVE_TO_AUDIT,条目主答案未见硬错；但【提示/红线】属于教师审计信息，不能直接留在学生版答案落点。,contains_or_score_delta,has_audit_note_in_answer,correct_under_user_framework_超前思维,"（1）运用科学思维知识，说明门头沟区从""千年煤城""向""京西智谷""转型的智慧。（9分）",（1）运用科学思维知识，说明门头沟区从“千年煤城”向“京西智谷”转型的智慧。,细则支持创新思维培育发展新动能，运用联想、发散思维、多向探索、超前思维四选二；试卷参考答案明确“用超前思维布局未来产业，抢占人工智能技术制高点”。科学思维客观性和预见性另有第三段。,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025门头沟一模/试卷/试卷.pdf ; /Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025门头沟一模/细则/细则.doc
84,三、创新思维,超前思维,12. 2024丰台二模 第18题第（2）问（主观题）,P1_REASONING_NOTE_REPHRASE,同2024丰台二模18(2)：提示需改成必要条件与充分条件关系，不要粗写为充分条件错误。,exact,has_audit_note_in_answer,correct_but_boundary_under_user_framework_超前思维,（2）有同学认为，只要我们能够准确预测冰雪经济的发展前景，就能推动冰雪经济高质量发展。结合材料，运用科学思维对该观点进行评析。（6分）,（2）有同学认为，只要我们能够准确预测冰雪经济的发展前景，就能推动冰雪经济高质量发展。结合材料，运用科学思维对该观点进行评析。（6分）,参考答案明确该观点强调运用超前思维准确预测冰雪经济发展前景，准确预测是必要条件但不是唯一条件；还需要坚持辩证思维，既看到优势和机会，也看到劣势和不足，具体问题具体分析，遵循冰雪产业发展规律，从当地实际情况出发推动高质量发展。因此观点片面。,/Users/wanglifei/Desktop/2024模拟题/丰台二模/试卷/试卷.pdf ; /Users/wanglifei/Desktop/2024模拟题/丰台二模/细则/细则.docx
