followup_id,suite_id,year,suite,question_no,issue_type,source_paths,evidence_excerpt,reason,required_action
S015_P01,S015,2025,2025东城一模,5,ocr-needed,试卷.pdf,L303-L307: 下列古诗文反映的哲理和右侧漫画寓意相同的是 A.人事有代谢，往来成古今 B.近水知鱼性，近山识鸟音 C.蝉噪林逾静，鸟鸣山更幽 D.海日生残夜，江春入旧年。 答案表L530: 5=C。,"题干所引漫画为图像，bundle 文本中无内容，无法独立判定漫画寓意；仅凭答案C反推""矛盾对立统一""存在幻觉风险，按""宁可少收""原则不入框架。",对原PDF漫画区域进行视觉识别/OCR，确认漫画寓意后再决定是否纳入必修四矛盾对立统一框架。
S015_P02,S015,2025,2025东城一模,"1,2,3,7,8,9,10,11,12,13,14,15,17,18(2),19,20",module-boundary-excluded,试卷.pdf；细则.pdf,"L420 设问""运用法治知识""；L432 设问""运用《经济与社会》知识""；L486 设问""运用《当代国际政治与经济》知识""。Q1-3、7-9、12围绕党的领导、长征精神、一国两制、政协、民族、行政执法、民营经济等情境；Q10-11围绕税法、AI版权；Q13-15围绕思维定式、必要条件、归纳推理等属选必三《逻辑与思维》；Q14④逻辑思维畅想性、Q14②发散思维亦属选必三。","这些题主旨与细则给分点均限定在必修一（中国共产党）、必修二（经济与社会）、必修三（政治与法治、法律与生活）、选必一（当代国际政治与经济）、选必三（逻辑与思维）等模块；细则未列必修四原理为给分点，按""宁可少收""原则不强行挂哲学。","保留为模块边界，本套必修四覆盖来自Q4、Q6、Q16、Q18(1)矛盾分析法替代项、Q21""是""层级上层建筑反作用于经济基础。"
S016_P01,S016,2025,2025丰台一模,"1,3,5-15,16,17,18(1),18(2),19,20,21",module-boundary-excluded,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025丰台一模/试卷/试卷.pdf；/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025丰台一模/细则/细则.docx,"L181-L185(Q1革命文化/精神谱系/政治自觉);L198-L206(Q3中国建筑/精神标识/文化基因);L217-L322(Q5-15:基层治理/数据要素/耐心资本/零基预算/网络空间治理/公益诉讼/养老卡合同/BMI推理/逻辑示例/大运河概念判断/和平共处五项原则);L325-L330(Q16""运用文化知识,阐述新时代家风建设"");L335-L350(Q17""运用《政治与法治》知识,分析全国两会"");L356-L357(Q18(1)""分析…是如何运用科学思维的""+L71-L74细则明示科学思维特征);L375-L376(Q18(2)""分析中国企业实现低成本广泛普及创新的经济逻辑"");L381-L389(Q19""运用法治相关知识,分析…典型案例的意义"");L390-L405(Q20""运用《经济与社会》《当代国际政治与经济》知识"");L416-L418+L482(Q21时评细则角度为党的领导/习思想/人民至上/新发展理念/制度优势)","上述题目题干、设问或评分细则明确指向必修四文化、必修一中国特色社会主义、必修二经济与社会、必修三政治与法治、选必一当代国际政治与经济、选必二法律与生活、选必三逻辑与思维等其他模块,未给出必修四哲学得分口径;按""宁可少收,不可幻觉""原则不入框架。","本套必修四哲学触发已闭环到Q2、Q4、Q18(3);模块边界题不再单独成条,无需补证。"
S017_P01,S017,2025,2025延庆一模,17、18、19、20(1)、20(2)及Q3/Q5/Q6/Q7/Q9-Q15等选择题,module-boundary-excluded,试卷.pdf；细则.docx,L256-L257: 运用《政治与法治》相关知识；L278: 运用《逻辑与思维》知识；L290-L291: 运用《法律与生活》知识；L306-L307: 运用《经济与社会》知识；L323-L324: 运用《当代国际政治与经济》知识,Q17政治与法治、Q18逻辑与思维（细则只考辩证思维特征如整体性动态性、分析与综合，属选必三）、Q19法律与生活、Q20(1)经济与社会、Q20(2)当代国际政治与经济，均非必修四哲学模块；Q3文化、Q5/Q6/Q7逻辑、Q9/Q10/Q11法治法律、Q12/Q13经济、Q14/Q15国际政治也不在必修四哲学范围。按规则模块边界排除，不入框架。,无需补证，按模块边界排除处理。
S019_P01,S019,2025,2025朝阳一模,21,reference-only,试卷：/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025朝阳一模/试卷/试卷.pdf；细则.pdf（待OCR）,L747-L760 + L840: 21.（10分）'大事小事观'、'为民办事观'、'造福人民的政绩观'……结合材料，综合运用所学，谈谈你对中国共产党人……的理解。参考答案：'能综合运用《中国特色社会主义》《政治与法治》《哲学与文化》等模块知识作答'+等级量表。,参考答案只点'《哲学与文化》等模块'，未指向具体哲学知识点（人民群众/价值判断与价值选择/矛盾主次方面等都可能挂但都属硬挂），不构成可入框架的明确给分口径。,待 S019_F02 细则.pdf OCR 完成后，若细则中出现具体哲学采分点（如人民群众是历史的创造者、价值判断与价值选择等），再回填进 framework_entries。
S019_P02,S019,2025,2025朝阳一模,17(1),module-boundary-excluded,阅卷总结：/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025朝阳一模/细则/补充材料/20250329高3阅卷总结17 1题 具身智能 任会波组 阐释论证.doc,L29: 运用《逻辑与思维》知识，判断该推理正确与否，并说明理由。L96-L100: 阅卷总结指出常见错误是'不能准确辨析推理类型''有答成类比推理、归纳推理''有的答成演绎推理中的三段论、换位推理''充分必要条件不分'，明确判定本题考查充分/必要条件假言推理。,题目和阅卷总结都明确为《逻辑与思维》（选必三）推理规则，与必修四哲学无重叠；阅卷总结甚至专门把'物质意识的辩证关系'列为本题不应作答的内容（L100）。,标记为选必三逻辑思维边界，不入必修四框架。
S019_P03,S019,2025,2025朝阳一模,17(2),module-boundary-excluded,试卷：/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025朝阳一模/试卷/试卷.pdf,L674-L675: '运用《经济与社会》知识，说明如何加快人形机器人服务于生产生活的进程'。L781-L804: 参考答案围绕企业研发降本、产业链协同、行业标准、政府经济职能等。,题目要求《经济与社会》知识，参考答案均属经济与社会措施，无必修四哲学评分口径。,作为经济模块边界排除，不入必修四框架。
S019_P04,S019,2025,2025朝阳一模,18,module-boundary-excluded,阅卷总结：/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025朝阳一模/细则/补充材料/20250329高3阅卷总结18题 社区治理 汤桃玲组 探究建构.doc,L170: 运用《政治与法治》知识，说明如何坚持共建共治共享的理念，推动平安社区建设。L185-L199: 评分细则全部围绕党的领导、政府履职、基层群众自治、社会组织、党人法三者统一等政治与法治知识。L228: 阅卷总结明确指出'有答经济的、哲学的、民法知识的'属于范围错误。,题目限定《政治与法治》知识，细则与阅卷总结都将哲学作答列为偏题，不构成必修四哲学口径。,作为政治与法治模块边界排除，不入必修四框架。
S019_P05,S019,2025,2025朝阳一模,19,module-boundary-excluded,阅卷总结：/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025朝阳一模/细则/补充材料/20250329高3阅卷总结19题 合同欺诈  阐释论证.doc,L326: 运用《法律与生活》知识，说明人民法院支持王某的诉讼请求的理由。L336-L354: 评分细则围绕合同成立/可撤销、消费者权益保护法第55条三倍赔偿、欺诈行为等。,题目限定《法律与生活》知识，细则全部为民法典与消保法相关采分点，无必修四哲学口径。,作为法律与生活模块边界排除，不入必修四框架。
S019_P06,S019,2025,2025朝阳一模,20,module-boundary-excluded,试卷：/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025朝阳一模/试卷/试卷.pdf,L743-L744: '运用《当代国际政治与经济》知识，说明我国应如何应对全球产业链供应链新态势'。L816: 参考答案'能运用经济全球化的表现、区域合作、中国外交、全球发展倡议等知识作答'。,题目限定《当代国际政治与经济》知识，参考答案与必修四哲学无重叠。,作为当代国际政治与经济模块边界排除，不入必修四框架。
S019_P07,S019,2025,2025朝阳一模,该套未编号 - 整套讲评,blocked,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025朝阳一模/其他材料/高三政治一模试卷讲评.pptx,L7-L8: pptx 因 'Namespace prefix w for pos on tab is not defined' 解析失败，bundle 标 'unreadable or unsupported; do not infer from this file.',讲评 pptx 不可读，未能确认其中是否包含 Q16/Q21 的哲学补充口径。,重新转换 pptx（如导出为 pdf 或重新解析 xml 命名空间），人工核实是否补充了 Q16/Q21 的哲学采分细节。
S019_P08,S019,2025,2025朝阳一模,"16, 21（细则未OCR）",ocr-needed,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025朝阳一模/细则/细则.pdf,L10-L12: 细则.pdf 标 ocr-needed，未抽取出文本。,主文件细则.pdf 未OCR，无法核验 Q16《哲学与文化》题、Q21 综合题是否有更细的分点细则与变通说明。,对 细则.pdf 做 OCR 后回填 Q16 三条 entries 的 rubric_excerpt 与 boundary_note，并判断 Q21 是否可入框架。
S019_P09,S019,2025,2025朝阳一模,1,objective-key-only,试卷：/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025朝阳一模/试卷/试卷.pdf,L493-L500: 题干提'都经历了从量的积累到质的飞跃'，选项④'把握历史规律和历史趋势的高度自觉和高度自信'；错肢①'对人类社会发展基本规律的清醒认识和创造性发展'。L767-L768: 答案 C（②④）。,题干含必修四量变质变线索、选项④涉及历史规律、错肢①涉及'创造性发展规律'的常见错肢，但题目主旨为CSI模块的'新时代'认识，必修四含量为辅；按'宁可少收'原则未直接入 choice_rows，记 followup 待与其他套卷对照后确定是否需要专门收。,对照 2024-2026 其他套卷类似'量变质变+历史规律+CSI 新时代'选择题，决定是否单独入必修四错肢库。
S019_P10,S019,2025,2025朝阳一模,7,objective-key-only,试卷：/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025朝阳一模/试卷/试卷.pdf,L542-L549: 选项②④为正确项（选必三创新思维/形象思维抽象思维），错肢①'借助音乐，人们才能发挥思维的能动性'、错肢③'科学研究中的创新思维，往往能突破客观条件的制约实现认识的飞跃'。L767-L768: 答案 C。,正确项主要属选必三《逻辑与思维》，错肢①③带有必修四唯物论/认识论错肢成分（绝对化、违反客观规律性），但本题主体不在必修四范围内；按'宁可少收'原则归 followup 备查。,作为'选必三创新思维主+必修四唯物论错肢辅'的边界题登记，待统一汇总错肢库时决定是否选入。
S019_P11,S019,2025,2025朝阳一模,12,objective-key-only,试卷：/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025朝阳一模/试卷/试卷.pdf,L591-L602: 林下经济选项①'绿水青山就是金山银山'生动实践、④'要注意研究市场，突出多种经营，防止一哄而上'；错肢③'扩大森林开采面积'。L769-L770: 答案 B。,以经济与社会发展为主线，必修四含量较弱（具体问题具体分析、规律客观性的影子），不构成单独的必修四哲学题。,作为经济类边界登记，必要时仅取错肢③做唯物论错肢补证。
S019_P12,S019,2025,2025朝阳一模,2,module-boundary-excluded,试卷：/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025朝阳一模/试卷/试卷.pdf,L501-L508: 选项考'关键''充分条件'等推理范畴。L767-L768: 答案 D。,题目考查充分条件推理（选必三逻辑），与必修四哲学无重叠。,作为选必三逻辑边界排除。
S019_P13,S019,2025,2025朝阳一模,5,module-boundary-excluded,试卷：/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025朝阳一模/试卷/试卷.pdf,L529-L535: 题干'判断就是对认识对象有所断定的思维形式'，选项考'非对称关系''可能情况''主项周延''联言判断'。L767-L768: 答案 D。,考查《逻辑与思维》中的判断分类与性质，虽然选项①引用'经济基础决定上层建筑'命题，但题目本身考的是关系类型（非对称关系），属选必三逻辑。,作为选必三逻辑边界排除。
S019_P14,S019,2025,2025朝阳一模,6,module-boundary-excluded,试卷：/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025朝阳一模/试卷/试卷.pdf,L536-L541: 题干'书法五体'，选项考分类划分、必要条件假言推理、三段论等。L767-L768: 答案 A。,考查《逻辑与思维》分类与推理规则，与必修四哲学无重叠。,作为选必三逻辑边界排除。
S020_P01,S020,2025,2025海淀一模,"Q1,Q3,Q6-Q15,Q17-Q21",module-boundary-excluded,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025海淀一模/试卷/试卷.pdf;/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025海淀一模/试卷/补充材料/EDU_1500334100000021014_61af1789-0742-472d-86cd-e6cb420b0ecb.pdf;/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025海淀一模/细则/细则.docx,L499-L501: 选择题答案键 1.B 2.D 3.D 4.A 5.C 6.B 7.D 8.A 9.D 10.C 11.A 12.C 13.B 14.D 15.B; L517-L548: 主观题Q17-Q21参考答案及评分要点(法治、合同、政治与法治、企业/政协委员、外贸/演绎推理)。,"Q1为新时代理论宣讲(文化创新与理论宣传方向);Q3为时间观跨文明对话(文化交流模块);Q6为联想思维/逆向思维/想象性(选必三逻辑思维);Q7-Q9为检察机关、养老服务、政协(政治与法治);Q10-Q11为侵权与企业法人(法律与生活);Q12-Q14为核电民营、产品数字护照、国际金融体系(经济与国际经济);Q15为民间外交(国际政治);Q17为中华法系/法治社会(法治社会建设);Q18为格式合同/年卡(法律与生活);Q19为杭州六小龙(政治与法治:党/政府/社会治理);Q20为汽车行业反内卷(经济+政协委员职责);Q21(1)为演绎推理(选必三),(2)为外贸成就(国际经济)。各题主导知识不属必修四哲学,按模块边界整体排除。","不需补证;模块边界明确,按非必修四模块归入相应学科文档;无需进入必修四哲学触发框架。"
S021_P01,S021,2025,2025石景山一模,19,module-boundary-excluded,试卷PDF；细则doc,L389-L390: 运用《逻辑与思维》所学，简析获奖同学的建议是如何体现科学思维的；L79-L87 细则：'科学思维追求认识的客观性，其结果具有可检验性''归纳推理可靠程度''创新思维能力'。,设问明确限定《逻辑与思维》（选必三）；细则三条采分点全部围绕科学思维特征、归纳推理、创新思维方法。'实践中产生又接受了实践检验'看似贴近必修四'实践是认识的基础'，但细则把它归入'科学思维追求认识的客观性，其结果具有可检验性'，仍落在选必三术语，不能单独抽出来作为必修四触发。,本套不入必修四哲学框架；归入选必三逻辑与思维模块审计；如后续要拉通必修四认识论与选必三科学思维的关系，再单独建立跨模块条目。
S021_P02,S021,2025,2025石景山一模,"17(1),17(2),18,20",module-boundary-excluded,试卷PDF；细则doc,L342 设问'运用《政治与法治》知识'+L34 细则党的领导/法治化/全过程人民民主；L358 设问'运用《当代国际政治与经济》知识'+L47-L57 共商共建共享/国家平等/普惠包容/多边主义；L377 设问'运用《经济与社会》知识'+L63-L71 市场优势/产业基础/有为政府与有效市场；L412-L426 案例及L95-L103 民法典违约责任/反不正当竞争法/护航软件产业。,四道主观题分别要求政治与法治、当代国际政治与经济、经济与社会、法律与生活+经济模块知识；细则给分点均围绕本模块概念，没有出现唯物论/辩证法/认识论/历史唯物主义/价值观等必修四原理的明确给分口径。,归入对应模块审计，不入必修四哲学框架。
S021_P03,S021,2025,2025石景山一模,"1,2,5,6,7,8,9,10,11,12,13,14,15",module-boundary-excluded,试卷PDF；答案L451-L453,L136-L304 题干；L451-L453 答案：1.B 2.C 5.B 6.C 7.A 8.C 9.D 10.C 11.B 12.B 13.D 14.A 15.C。,Q1党史/中国特色社会主义、Q2纯文化生活（非物质文化遗产/文化多样性，标 module-boundary-cultural）、Q5-Q7选必三逻辑与创新思维（三段论/复合判断/超前发散联想逆向思维）、Q8党的建设、Q9立法监督、Q10土地改革（经济权利+经济收益，正确项不在必修四范围；错肢①涉经济基础与上层建筑混淆但非正确项触发）、Q11合同法律、Q12国资国企经济政策、Q13碳排放经济政策工具、Q14一带一路国际经济、Q15全球安全倡议国际政治。正确项触发知识均不属必修四哲学。,按各自模块单独审计，不入必修四哲学框架。
S022_P01,S022,2025,2025西城一模,"18,19,20,21",module-boundary-excluded,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025西城一模/试卷/试卷.pdf；/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025西城一模/细则/细则.docx,L356-L358: Q18'结合材料，运用《经济与社会》所学，谈谈中国经济增长新空间是如何拓展的'；L359-L404: Q19高质量办理人大代表建议；L405-L412: Q20'综合运用经济和法律的知识'促进社会公平与经济效率的平衡；L414-L427: Q21'我国的发展理念成为国际公共产品'。,Q18限定经济与社会、Q19属必修三政治与法治（人大代表/全过程人民民主）、Q20限定经济+法律、Q21属必修一/选必一新发展理念与国际公共产品；其细则评分点（生态优势/比较优势/双循环/依法履职/全过程人民民主/集体合同/新发展理念/中国方案）均与必修四哲学评分点不重合。,保持排除，不入必修四哲学框架。
S022_P02,S022,2025,2025西城一模,17,needs_followup,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025西城一模/试卷/试卷.pdf；/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025西城一模/细则/细则.docx,L354: 设问'结合材料，说明温榆生态心建设中蕴含的科学思维'；L39-L41: 细则三角度——追求认识客观性（从实际出发、遵循客观规律）、辩证思维（联系/发展/全面）、创新思维（思路新/方法新/结果新）。,题面属选必三'科学思维'考查；细则角度1出现的'从实际出发、遵循客观规律'与必修四唯物论高度重合，已在F07中以强边界方式有限纳入，但角度2'辩证思维'与角度3'创新思维'仍属选必三逻辑与思维。,学生使用F07作答时必须同时调用选必三'科学思维'三个维度，不可越位用必修四唯物论替代选必三辩证思维和创新思维角度。
S022_P03,S022,2025,2025西城一模,"2,16,22",module-boundary-excluded,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025西城一模/试卷/试卷.pdf；/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025西城一模/细则/细则.docx,L161-L168: Q2建设中华民族现代文明（②既要一脉相承又要独树一帜创新创造③要植根于中华优秀传统文化、彰显中华文化的主体性）；L32-L35: Q16细则文化分析3分'学习/弘扬中华优秀传统文化'；L104: Q22细则2分'优秀传统文化、民族精神、自强不息任意两个2分'。,Q2整题指向中华文化主体性、文化传承与创新；Q16文化分析3分与Q22'民族精神/优秀传统文化'2分均属必修四'文化'部分（哲学与文化中的'文化'模块），不属必修四'哲学'范围，按规则不混入哲学框架。,在必修四哲学框架中排除文化部分，仅保留Q16三条认识论触发与Q22发展观/真理观/价值观三条触发；Q2整题不入哲学框架，单独留作文化模块边界。
S022_P04,S022,2025,2025西城一模,"6,7,8,9,10,11,12,13,14,15",module-boundary-excluded,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025西城一模/试卷/试卷.pdf,L194-L221: Q6判断真假/必然推理（选必三逻辑）；L222-L229: Q7'运用动态性的辩证思维'（选必三）；L230-L236: Q8 12345市民服务热线/'数据赋能城市治理'（必修三政治治理）；L237-L264: Q9行政执法/行政复议（选必二）；L269-L274: Q10著作权/肖像权/隐私权（选必二）；L275-L280: Q11委托合同/侵权（选必二）；L281-L287: Q12按劳分配/收入分配改革（必修二）；L288-L310: Q13全国统一大市场（必修二）；L311-L317: Q14国际法（选必一）；L318-L324: Q15金砖人工智能治理（选必一）。,上述题目分别属必修一/二/三、选必一/二/三范畴；Q7'辩证思维'属选必三逻辑与思维框架下科学思维分支，不硬挂必修四辩证法；Q8'增强预见性'虽与必修四意识能动性有形式相关，但题面落在'城市治理/政务服务效能'，不构成必修四哲学触发。,保持排除，不入必修四哲学框架。
S023_P01,S023,2025,2025门头沟一模,5/14/15/17/18(2)/19/20/21(1),module-boundary,试卷: 试卷.pdf；细则: 细则.doc,L184-L195(Q5模式口灯会，答案D=②④)；L280-L289(Q14体育课判断推理，答案D)；L290-L296(Q15提振消费投资，答案D=②④)；L304-L322(Q17协商民主，设问'运用《政治与法治》')；L323-L343(Q18民营经济，设问'运用《经济与社会》')；L344-L372(Q19赋能型大国，设问'运用《当代国际政治与经济》')；L373-L408(Q20法律案例)；L429(Q21(1)运用科学思维知识)。,Q5为纯文化模块（答案②④对应文化功能与文化连续性，错肢③以'旧事物'误指传统文化属必修四错肢但不构成本题归属）；Q14为选必三逻辑思维条件命题推理；Q15正确项②④为选必三科学思维客观性与分析方法（错肢③量变质变误用属必修四错肢但不影响题目归属）；Q17设问'运用《政治与法治》'为必修三；Q18设问'运用《经济与社会》'为必修二；Q19设问'运用《当代国际政治与经济》'为选必一；Q20为法律案例（必修三/选必二法律与生活）；Q21(1)设问'运用科学思维知识'为选必三，细则中的'立足实际/遵循客观规律'是科学思维客观性表述，与必修四唯物论共词不重复入框架。,不入必修四哲学框架；只在边界记录中保留，不为这些题生成对应framework_entries或choice_rows。
S024_P01,S024,2025,2025顺义一模,21,source-missing,试卷.pdf；细则.docx,L350-L368: Q21设问'结合材料，综合运用所学，谈谈你对一个个小家的温度也正标示着民族与国家的精神刻度这句话的理解'；L86: 细则文件正文止于Q20'存在问题/优秀卷'，未见Q21评分细则；L727-L728: 试卷参考答案末尾标注'（原卷无答案，此答案仅供参考）'。,Q21参考答案中虽提到'整体由部分构成，部分的功能及其变化影响整体功能'等可能触发必修四'联系——整体与部分'，及党的领导、依法治国等综合落点，但该答案明确标注为'原卷无答案，仅供参考'，属reference-only；本套细则文件未给出Q21评分细则、评标或阅卷总结，按规则不能凭参考答案单独入框架。,向出卷区或教研补取Q21评分细则/阅卷总结；如确认仅有参考答案，本题维持reference-only，不写入framework_entries。
S025_P01,S025,2025,2025东城二模,"1, 2, 5-15",module-boundary,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025东城二模/试卷/试卷.pdf,L476: 1.A 2.D 5.C 6.B 7.B 8.A 9.D 10.D 11.4 12.D 13.B 14.B 15.C,"Q1中国式现代化、Q5党的自我革命属政治模块;Q2学习黄旭华答案D偏思想政治内容,A/B/C用哲学概念但与材料事迹未一一对应,不宜单独入框架;Q6-Q8财富积累、社会保障、物流降本属经济与社会;Q9和平共处五项原则属当代国际政治与经济;Q10-Q12旅游纠纷、物权、劳动合同属法律与生活;Q13-Q15暗物质、运动小达人推断、传统村落假言推理属选必三逻辑与思维方法。","不入必修四哲学框架,仅作模块边界记录;若后续需要可单独建立选必三或政治模块辑库。"
S025_P02,S025,2025,2025东城二模,"17, 18, 19, 20",module-boundary,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025东城二模/试卷/试卷.pdf；/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025东城二模/细则/细则.pdf,"L388: 运用法治知识,说明数字法院如何让群众享受'数字正义'。L401: 运用《经济与社会》知识,说明我国形成'热带雨林'创新生态的'秘诀'。L405: 写出该推理的类型,判断正确与否,并说明理由。L418-L443: 阅读材料完成下表(民法案例)。L453: 运用《当代国际政治与经济》知识,写一篇小论文。","Q17设问限定法治知识;Q18(1)限定经济与社会;Q18(2)是充分条件假言推理判断,属选必三逻辑;Q19是民法案例分析;Q20限定当代国际政治与经济。各题细则均无明确必修四哲学评分点,不入哲学框架。","不入必修四哲学框架,仅作模块边界记录;Q21哲学部分已通过S025_F09、S025_F10入框架,无需追加。"
S026_P01,S026,2025,2025丰台二模,"Q1-Q3,Q5-Q15(除Q4),16(2),17,18,19(1),19(2),20",module-boundary-excluded,试卷:/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025丰台二模/试卷/试卷.pdf；细则各分题文档（16.(2).docx、17题.docx、18题.docx、19.(1).docx、19.(2).docx、20题.docx）,L1942-L1944答案表给出Q1-Q15客观键；L259-L298 16(2)三段论评标；L310-L568 17法治政府评标；L578-L1011 18《经济与社会》评标；L1023-L1183 19(1)充分条件假言判断评标；L1196-L1327 19(2)《法律与生活》评标；L1340-L1525 20《当代国际政治与经济》评标。,Q1-Q3、Q9属政治与法治；Q5-Q6属文化模块；Q7-Q8、Q15属经济与社会/国际经济；Q10-Q11属法律与生活；Q12-Q14及16(2)、19(1)属选必三逻辑/辩证/创新思维；17为法治政府；18为经济与社会；19(2)为法律与生活；20为当代国际政治与经济。各题评标均无明确必修四哲学评分点。,排除出必修四哲学框架，仅保留本条概括性边界记录，不再逐题铺开。
S027_P01,S027,2025,2025昌平二模,"17,18,19,20,21",module-boundary-excluded,试卷.pdf；细则.pptx,L41-L72: Q17民营经济（《经济与社会》）；L75-L102: Q18中国式民主（《政治与法治》）；L105-L109: Q19沉浸式演艺创新思维（选必三逻辑/创新思维）；L112-L127: Q20裁判理由（《法律与生活》）；L130-L144: Q21稳外资意义（经济）。,Q17~Q21评分细则全部围绕本模块（经济与社会/政治与法治/选必三逻辑/法律与生活）知识点给分，未出现必修四哲学评分点；Q19虽为方法论题但运用的是逆向思维、发散与聚合思维、迁移和想象等选必三创新思维节点，与必修四哲学不重合。,整题作模块边界排除，不入必修四框架；不重复在framework_entries登记。
S028_P01,S028,2025,2025朝阳二模,"1, 4-15, 17-21",module-boundary-excluded,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025朝阳二模/试卷/试卷.pdf；/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025朝阳二模/细则/细则.docx,L310-L319 题1党史; L346-L353 题4艺术理论; L354-L378 题5-7逻辑推理; L383-L401 题8-9政治与法治; L402-L424 题10-11法律与生活; L425-L455 题12-15经济/国际经济; L474-L546 题17-21分别为逻辑与思维/经济与社会/政治与法治/法律与生活/当代国际政治与经济。,"题1为党史(中国特色社会主义/政治与法治);题4 ③④侧重艺术之”道”与真善美属文化部分;题5-7为《逻辑与思维》逻辑推理(种属、循环定义、三段论、归纳/类比/演绎/逆向思维);题8-9为政治与法治;题10-11为《法律与生活》;题12为生态资产管理(经济为主),题13为社会信用体系(经济),题14为吸引外资(经济),题15为国际科技组织(当代国际政治与经济);主观题17为不完全归纳推理(逻辑与思维),18为社保高质量发展(经济与社会),19为法治社会建设(政治与法治),20为隐私权与相邻关系(法律与生活),21为周边外交(当代国际政治与经济),均不在必修四哲学范围。题7 ③”对立统一”语境为辩证思维(选必三),题12 ①”必然导致”虽涉及联系绝对化但主体为生态经济,均按模块边界处理。","本套卷其余题目不入必修四哲学框架;若后续启动文化、政治、法律等独立框架,可分别记入对应模块。"
S029_P01,S029,2025,2025海淀二模,9-11,ocr-needed,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025海淀二模/试卷/试卷.pdf,L34: 客观题 题号 1 7-8 2-4 9-11 14-15 5-6 12-13（必修4=Q9-Q11，3题9分）；L862-L864: ===== SOURCE S029_F04 | exam_paper | ocr-needed =====；path 试卷.pdf；note: unreadable or unsupported; do not infer from this file.,必修4客观题Q9-Q11的题干、四个选项与正确答案键均仅在试卷PDF中，本次bundle该PDF被标记为OCR-needed且明示'do not infer'，无可靠题面与答案键，无法构建任何choice_rows与错肢分析。,对试卷.pdf做OCR或转换后，回填Q9-Q11题面、选项与答案键（讲评/细则/评标若另有客观题答案表也可一并核对），再分别建立closed-question-and-answer-key的choice_rows
S029_P02,S029,2025,2025海淀二模,22,needs_followup,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025海淀二模/试卷/试卷.pdf；/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025海淀二模/细则/细则.docx；/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025海淀二模/其他材料/2025届二模考试讲评0510.pdf；/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025海淀二模/细则/补充材料/2025年海淀二模评标实录.docx,L693-L702（讲评PPT页69）: 必修四'能结合具体职业展开'-'树立正确的价值观；坚定的理想信念；不断提高自身的专业技能等'-'如何实现人生价值：量变、质变；发挥主观能动性'；L772-L780（细则.docx）: 题目（1分）以'青年的作为'为题或自拟/未来规划具体真实/综合运用2个及以上模块/结合规划从国家角度+个人角度作答；L851-L859（评标实录）: 抗战胜利80周年背景，西南联大旧址讲话引材料，作答需结合自身职业规划。,评分细则与讲评PPT明确把必修4哲学的'实现人生价值''量变质变''发挥主观能动性''树立正确的价值观/坚定的理想信念'列为可选知识角度之一，理论上构成必修4哲学触发；但Q22的完整设问句、原始材料（西南联大背景/总书记讲话）均在试卷PDF中且为OCR-needed，bundle中未给出可直接抄录的'结合材料……运用……'整句设问，无法满足'完整设问'刚性要求，故本次不入framework_entries。,对试卷.pdf做OCR或转换，取得Q22完整设问与材料原文后，再决定是否分别建立'五、价值观/人生观 > 实现人生价值''五、价值观/人生观 > 价值观的导向作用''一、唯物论 > 主观能动性''二、辩证法 > 发展（量变质变）'等framework_entries
