choice_id,suite_id,year,suite,question_no,correct_option,answer_key_source,question_excerpt,correct_trigger,wrong_option_notes,support_status,boundary_note
S023_C01,S023,2025,2025门头沟一模,6,C,L439-L440 客观答案表第6题：C,L196-L202: 关于AI作品是否拥有著作权引发了广泛讨论。支持者认为：AI作品凝聚了研发者的智慧投入，应受著作权保护；反对者则指出：AI缺乏人类独有的情感、意识，其作品不等同于人类创作成果，不应赋予著作权。这一争论体现了（   ）A.对'AI著作权'的真理性认识可以有多个 B.在争论中才能正确把握事物发展的主要矛盾 C.对'AI著作权'的看法往往因人而异，具有主体差异性 D.对'AI著作权'的争论既对立又统一，没有判定正误的标准,支持者从'研发者智慧投入'立场作出肯定判断，反对者从'AI缺乏情感意识'立场作出否定判断，立场不同导致对同一对象认识不同，体现认识是主体对客体的能动反映、受主体知识结构、立场和需要影响而呈现差异性。,A错：真理是客观的，对同一对象的真理性认识只有一个，'真理性认识可以有多个'否定真理客观性、唯一性。B错：把握事物发展主要矛盾要靠对复杂事物中各种矛盾地位作用的客观分析与实践，'在争论中才能'用'才能'把把握主要矛盾的途径锁死在争论上，过于绝对，且本题不是关于事物发展过程主要矛盾的判断。D错：真理与谬误有客观判定标准（实践是检验认识真理性的唯一标准），'没有判定正误的标准'否认实践标准。,closed-question-and-answer-key,纯必修四认识论选择题，正确项指向'认识是主体对客体的能动反映'之主体差异性，错肢分别错在真理客观唯一性、主要矛盾把握方法、实践检验标准。
S023_C02,S023,2025,2025门头沟一模,7,C,L439-L440 客观答案表第7题：C,L203-L210: 我国第一代核潜艇总设计师黄旭华，将个人理想融入国家安全，舍家为国，带领团队攻克了'水滴线型'艇体设计、核反应堆与艇体适配等核心技术难题，获得'共和国勋章'。他的事迹激励着无数人投身国家建设，为实现中华民族伟大复兴而不懈奋斗。这启示我们（   ）①创造价值离不开个人奋斗和自我实现 ②创造和实现人生价值需充分发挥主观能动性 ③要在个人与社会的统一中创造和实现人生价值 ④社会提供的客观条件是人们创造和实现人生价值的前提,②对应黄旭华'攻克核心技术难题''舍家为国''不懈奋斗'，直接体现充分发挥主观能动性以创造和实现人生价值；③对应'将个人理想融入国家安全''获得共和国勋章''激励无数人投身国家建设'，体现个人价值的实现与对社会的贡献相统一，是在个人与社会的统一中创造和实现人生价值。,①错：'自我实现'是西方人本主义心理学概念，不是马克思主义价值观范畴；马克思主义强调人生价值的实现要在个人与社会的统一中（即③所指），把'个人奋斗'与'自我实现'并列会偏离社会贡献这一价值衡量标准。④错（本题语境）：材料突出黄旭华舍家为国、主动攻坚的能动作为，启示重点在主观努力与个人社会统一；'社会提供的客观条件是……前提'把启示重心错误地拉回客观条件支撑，与材料对发挥主观能动性、践行个人社会统一的强调不符。,closed-question-and-answer-key,纯必修四价值观/人生观选择题，正确项指向'实现人生价值需要充分发挥主观能动性'与'在个人与社会的统一中实现人生价值'。
S024_C01,S024,2025,2025顺义一模,3,B,L19: '3.B'；L397-L404: 详解。,L121-L128: 3．'冰雪同梦、亚洲同心'，亚冬会以冰雪运动促进亚洲各国和地区合作、以冰雪经济助推共同发展。冰雪运动作为兼具竞技性、观赏性和人文性的体育活动，不仅通过赛事竞技和文化活动搭建跨文化交流的桥梁，而且通过冰雪文化的传播与共享深化不同国家和地区间的理解与合作。对此，下列认识正确的是（   ）A．参赛各国独具个性的文化寓于冰雪运动的共性文化之中  B．多元冰雪文化在交流与交融中赋能不同国家和地区发展  C．承认矛盾普遍性是促进各国文化交流与经济合作的关键  D．运用逆向思维，有意想象文化交流和经济发展间的关联,正确项B'多元冰雪文化在交流与交融中赋能不同国家和地区发展'与材料'冰雪文化的传播与共享深化不同国家和地区间的理解与合作'相对应——不同国家和地区的冰雪文化在赛事竞技和文化活动的交流交融中相互影响、相互成就，从而推动各方共同发展，体现联系的相互影响、相互制约。,A颠倒共性与个性的关系，应是'冰雪运动的共性文化寓于参赛各国独具个性的文化之中'（共性寓于个性之中），属必修四矛盾普遍性与特殊性关系的错肢；C错把'矛盾普遍性'当作文化交流合作的关键，实际是矛盾的特殊性、具体问题具体分析才是关键，属必修四矛盾观错肢；D'逆向思维'属选必三《逻辑与思维》范围，且材料未体现反向想象，是越界错肢。,closed-question-and-answer-key,正确项B以联系视角触发；A、C锁定必修四矛盾观错肢；D为选必三逻辑边界，仅作错肢提示。
S024_C02,S024,2025,2025顺义一模,4,D,L19: '4.D'；L405-L417: 详解。,L129-L147: 4．你的时间都去哪儿了？2024年10月31日，国家统计局发布第三次全国时间利用调查公报。[表：2018年与2024年居民每日家务劳动、健身、学习培训、互联网使用等时间对比，互联网使用时间由2小时42分增至5小时37分等]对比两次调查公报的部分内容，下列说法正确的是（   ）①调查结果具有直接现实性，能客观反映居民生活模式和生活质量状况  ②居民互联网使用时间的大幅增加反映出生活方式与信息技术的深刻互动  ③调查结论具有相对独立性，是党和政府制定完善社会民生政策的基础  ④居民更加注重健身、学习等内容是基于价值判断基础上做出的价值选择  A．①③ B．①④ C．②③ D．②④,正确项④'居民更加注重健身、学习等内容是基于价值判断基础上做出的价值选择'：居民先对'健身有益健康''学习有助自我提升'作出价值判断，再据此调整时间分配做出价值选择，体现价值判断是价值选择的基础。正确项②'居民互联网使用时间的大幅增加反映出生活方式与信息技术的深刻互动'：互联网使用时间从2小时42分增至5小时37分，体现信息技术发展与人们生活方式相互联系、相互影响。,①'调查结果具有直接现实性'错误——直接现实性是实践的特点，调查结果属于认识范畴，不能直接把观念变为现实，属必修四'实践与认识'错肢；③'调查结论是党和政府制定政策的基础'颠倒了物质与意识的决定关系，党和政府制定政策的基础是客观实际，调查结论作为认识只能作为参考，属必修四'物质决定意识/一切从实际出发'错肢。,closed-question-and-answer-key,正确项②触发联系、④触发价值判断与价值选择；错肢①落在认识论（实践直接现实性）、错肢③落在唯物论（物质决定意识），均属必修四哲学范围。
S025_C01,S025,2025,2025东城二模,3,C,试卷.pdf L476: 1.A 2.D 3.C 4.C 5.C 6.B 7.B 8.A 9.D 10.D 11.4 12.D 13.B 14.B 15.C,"L261-L269: 油画《没有共产党就没有新中国》,从一个很小的视角反映出伟大变革时期一个生动感人的场景:1949年1月31日,北平和平解放不久的早春季节,在正阳门小广场,一位军管会女兵在教小朋友们学唱解放区的'流行歌曲'。这一场景及情节源于油画创作者的亲身经历。对此,下列认识正确的有 ①艺术家只有亲身经历才能够创作出优秀作品 ②艺术创作离开生活就是无源之水、无本之木 ③优秀艺术作品总是与时代同频、为人民发声 ④生活和艺术的斗争性是绝对的,是创作动力。","②'艺术创作离开生活就是无源之水、无本之木'把生活实践确立为艺术创作的源泉,触发实践是认识的基础——生活是艺术认识的源泉。③'优秀艺术作品总是与时代同频、为人民发声'触发社会存在决定社会意识、文艺为人民群众服务,体现历史唯物主义在文艺创作中的要求。","①过于绝对,实践是认识的来源不限于个人亲历,他人实践与间接经验同样能成为认识来源,把'亲身经历'设为唯一条件不成立。④夸大矛盾的斗争性而忽略同一性,且把'生活与艺术'强行设定为对立的双方、把斗争性吹成绝对的创作动力,违背矛盾的对立统一原理。",closed-question-and-answer-key,"题目兼涉文化生活,但正确项与错肢的辨析点都落在哲学认识论与矛盾观,故收入哲学。"
S025_C02,S025,2025,2025东城二模,4,C,试卷.pdf L476: 4.C(②④),"L271-L282: 流失海外的国宝加快了'回家'的脚步,圆明园兔首马首从法国回来,虎蓥从英国回来。意大利在2019年习近平主席访问时归还了796件文物……2024年两国元首共同鉴赏意大利再次归还的56件文物。这反映了 ①具体问题具体分析,采取合适方式是'回家关键' ②联系推动事物发展,加强国际合作是'回家动力' ③量的积累引起质变,重视国宝价值是'回家归宿' ④政治经济决定文化,综合国力强大是'回家底气'。","②'联系推动事物发展,加强国际合作是回家动力'——文物回家依赖中意两国建立的合作联系,联系作为事物发展的条件推动文物归还的实现,触发联系的普遍性与联系推动发展的辩证法原理。④落在文化与政治经济关系上(必修四文化模块),综合国力支撑文化领域行动,作边界配合点收录。","①材料未突出根据不同文物分类施策,把'采取合适方式'拔高为'回家关键',与材料事实不一一对应,且'关键'定位也偏离重点。③材料中文物归还多以单批次重大外交事件呈现,未展现量的积累过程,且'重视国宝价值是回家归宿'颠倒了价值认知与回归行动的因果方向,把认识当成行动的归宿。",closed-question-and-answer-key,"②为联系节点哲学触发;④为文化模块边界配合,故主节点收联系。"
S026_C01,S026,2025,2025丰台二模,4,A,L1942 第一部分参考答案表第一行Q1=C Q2=B Q3=D Q4=A Q5=A,"L1630-L1641: 4. 春分时节，北京平谷区冬小麦陆续进入返青期，技术人员利用农用无人机给返青小麦做好施肥管理；顺义农业园5G技术成为农业生产管理的""最强大脑""；密云田间，自动规划路线、自动掉头、自主抬升机具的自动驾驶拖拉机正在田间忙碌。下列分析正确的是 ①通过科技赋能，提升京郊农业生产效率 ②把握多样联系，实现科技现代化助农兴农 ③发展生产实践，推动农业生产关系的根本转变 ④打破认知局限，借助想象促成农业与科技跨界融合 A.①② B.①④ C.②③ D.③④",②直接触发联系观——平谷无人机施肥、顺义5G、密云自动驾驶涉及多种技术与多个农业环节、多个区域之间的多样联系；正是把握并建立这些多样联系，才能实现科技现代化助农兴农，体现事物处于普遍联系之中、要用联系观点全面把握。,"③错在""农业生产关系的根本转变""——材料只展示生产工具、生产环节升级，未触及生产资料所有制等生产关系的根本变革；④错在""借助想象促成跨界融合""——农业与科技融合源于科技实践与现实需要的客观推动，单凭想象无法实际促成跨界。",closed-question-and-answer-key,①属于一般性表达，未单独触发必修四原理；联系观由②承担。
S027_C01,S027,2025,2025昌平二模,2,D,L511: '1．A 2．D 3．A 4．C 5．A',L218-L225: 他们很酷……他们，是科学家！广大科技工作者在长期科学研究和实践探索中形成了宝贵的科学家精神。由此可见，科学家精神是 ①激励青年人不断追求终极真理的动力之源 ②众多伟大科学家个人精神境界的总和 ③在追求真理的道路上不断丰富和发展的 ④在探索世界奥秘，增进人类福祉的奋斗中凝练的,③真理是过程性、发展中的，认识在追求真理的道路上不断丰富和发展，科学家精神在科技实践中持续被丰富。④实践是认识/精神的基础和来源，科学家精神是科学家在科学研究和实践探索的奋斗中凝练形成。,①'终极真理'错——真理是具体的、有条件的，没有所谓'终极真理'，真理在认识发展中不断深化；②'个人精神境界的总和'错——科学家精神是在共同实践和价值追求中凝练出的整体性社会精神，不是个人精神境界的简单相加。,closed-question-and-answer-key,必修四认识论与价值取向均被触发，无模块越界。
S027_C02,S027,2025,2025昌平二模,3,A,L511: '3．A',L226-L232: 在2025年央视蛇年春晚上，一群机器人……跳秧歌，还能娴熟地转手绢。①古老的秧歌舞在现代科技加持下焕发出新的活力 ②艺术与科技的跨界融合，体现了思维的能动性 ③人机共舞体现了矛盾双方在一定条件下相互转化 ④将机器人表演搬上春晚是运用归纳推理获得的新尝试,②艺术与科技跨界融合，体现意识/思维能动地反映和改造对象，对应必修四'意识的能动作用'。①传统秧歌借科技焕发新活力主要属文化继承创新，作为正确项一并被肯定。,③错——人和机器只是协作演出、不构成'矛盾双方在一定条件下相互转化'，矛盾双方相互转化需要特定条件且双方对立统一；④错——属选必三逻辑（归纳推理误用），不入必修四。,closed-question-and-answer-key,①属文化模块、④属选必三逻辑，本条主登记②的必修四意识能动性触发与③的矛盾观错肢。
S027_C03,S027,2025,2025昌平二模,4,C,L511: '4．C',L233-L245: 外卖餐盒……可回收加工成颗粒后广泛应用于汽车、电子电器及家居用品等行业……1吨餐盒重生可抢救1.8吨石油资源，可为地球减碳3.2吨。①人对塑料餐盒的价值判断是在价值选择的基础上形成的 ②要从点滴做起，再微小的回收，都是我们对地球的温柔回应 ③意识具有直接现实性，应创造客观条件，实现垃圾向资源的转化 ④生态效益与经济效益相互联结，印证了合规律性与合目的性的辩证统一,②'从点滴做起'体现量变是质变的必要准备、要重视量的积累，同时也契合实现人生价值需要从平凡小事做起。④生态与经济效益相互联结体现联系的普遍性，合规律性与合目的性辩证统一即按规律办事并实现人的价值目标。,①错——价值判断在前、价值选择在后，价值判断是价值选择的基础，原文颠倒；③错——具有'直接现实性'的是实践不是意识，意识只能能动地指导实践，不能直接变现实。,closed-question-and-answer-key,必修四量变质变、价值观、联系、合规律合目的性集中触发，无模块越界。
S027_C04,S027,2025,2025昌平二模,6,C,L512: '6．C',L255-L263: 大城市的堵车……经过大数据分析，事实上是因为车慢了，所以才堵车。某市'城市大脑'通过摄像头采集车流数据，智能调控红绿灯。①科学实验活动为人们获得真理性认识提供了动力和来源 ②科技进步助推交通数据采集与交通调控建立了新的联系 ③认识伴随科技发展得以丰富和深化，从而带来城市治理的变革 ④人们对交通拥堵的片面认识不是对城市交通状况的反映,②人借助大数据建立交通数据采集与红绿灯调控的'新的联系'——人可以根据事物固有联系建立新的具体联系。③认识由'因堵而慢'转向'因慢而堵'，伴随科技进步认识不断丰富深化，体现认识具有反复性、上升性。,①错——本题主体是'城市大脑'采集数据、智能调控的社会实践，而非单纯'科学实验活动'，把材料活动归为科学实验属误判；④错——错误或片面的认识同样是主体对客体的能动反映，否定其反映性违背认识论。,closed-question-and-answer-key,必修四联系观与认识论双触发，无模块越界。
S028_C01,S028,2025,2025朝阳二模,2,D,L568: 第一部分答案表 题号2 答案D,"L320-L333: 春风先发苑中梅,樱杏桃梨次第开。梅花、樱花、杏花、桃花、梨花同属被子植物门的蔷薇科,花朵形态诸多相似(梅花凌寒独开/樱花立春花开/杏花雨水萌发/桃花惊蛰初绽/梨花春分展颜),因此,赏花时需要细致把握。下列说法正确的是 ①蔷薇科植物花朵形态的共性通过多种花卉体现,表明矛盾普遍性包含着特殊性 ②小寒梅花香、立春樱花芳、雨水杏花萌、惊蛰桃花绽、春分梨花纷是自然规律 ③人们赏花,可以欣赏到不同花卉的个性之美,也可以体味岁时节序的法则之美 ④农民种花、园丁育花、诗人咏花、画家画花,能以不同的形式体现劳动创造精神 A.①② B.①③ C.②④ D.③④","③ 不同花卉的”个性之美”与岁时节序的”法则之美”对应矛盾的特殊性与普遍性,普遍性寓于特殊性之中,通过欣赏特殊体味共性。④ 不同主体种花、育花、咏花、画花,以不同形式从事实践创造,体现劳动创造精神。","①颠倒了普遍性与特殊性的包含关系——应是特殊性中包含普遍性、普遍性寓于特殊性,而非”普遍性包含特殊性”;②各花开放时点是受气候、地域等条件影响的具体物候现象,不是严格意义的客观规律,违反规律客观性的内涵。",closed-question-and-answer-key,"正确项④涉及”劳动创造精神”,兼及文化创新角度;本条聚焦必修四矛盾普特关系与劳动观点。"
S028_C02,S028,2025,2025朝阳二模,3,C,L568: 第一部分答案表 题号3 答案C,"L334-L345: 香山公园积极参与校外思政课堂建设,不断探索创新,总结出一套融现场教学、线上课程、实景研学、校园宣讲、志愿服务等多种形式于一体的研学体系,充分发挥北京市”大思政课”实践教学基地作用,深化革命文物的活化利用,构建起跨越时空的红色育人课堂。对此,下列认识正确的是 ①在青少年成长的过程中,课外实践活动比学习书本知识更重要 ②强化红色文化的引领作用,能够教育引导青少年厚植爱国情怀 ③把握联系的多样性利于充分发挥大思政课实践教学基地的作用 ④公园中革命文物的活化利用有利于全方位展示传统文化的价值 A.①③ B.①④ C.②③ D.②④","③ 香山公园思政课堂融合现场教学、线上课程、实景研学、校园宣讲、志愿服务等多种形式,实践基地与革命文物、青少年成长之间形成跨越时空的多样联系,体现联系的多样性,把握联系的多样性才能充分发挥育人功能。","①绝对化了课外实践与书本知识的关系,二者不能简单比较谁更重要,违背具体问题具体分析;④革命文物属革命文化(红色文化),不是传统文化,且”全方位展示”用词绝对化,混淆了文化类别。",closed-question-and-answer-key,"正确项②”红色文化的引领作用”属文化部分,按文化模块边界另记;本条聚焦必修四联系的多样性。"
S030_C01,S030,2025,2025西城二模,4,C,L18 答案及评分参考'4．C'；L411再次确认,L176-L183: 4．我国科学工作者在国际上首次成功绘制了六倍体小麦的端粒到端粒（T2T）完整基因组图谱。拥有完整的小麦基因组图谱，就像拥有了一张详细地图，可以清楚解析基因组里的一些复杂区域。利用图谱，研究团队已经注释了14万多个高置信度蛋白编码基因，其中包括许多新发现的抗病基因，为未来的分子设计育种奠定了研究基础。上述材料，最适合用于佐证 A.意识是物质世界在人脑中的主观映象 B.对复杂性事物的认识也是有边界的、可穷尽的 C.对真理性认识的深化能够提高人类实践自由度 D.在不断推翻真理的过程中实现认识的自我超越,材料中科学家从绘制完整基因组图谱（深化对小麦基因组的真理性认识），到注释抗病基因、为分子设计育种奠定基础（拓展育种实践的空间），正是真理性认识深化扩展了人类实践自由度，所以C项与材料对应。,A表述本身正确但材料突出认识深化对实践的指导扩展，并非'反映关系'本身；B'对复杂事物认识可穷尽'违背认识无止境；D'不断推翻真理'错误，真理是发展深化而非被推翻。,closed-question-and-answer-key,纯必修四认识论，落在认识对实践的反作用与真理观交汇处，主取认识对实践的反作用
S030_C02,S030,2025,2025西城二模,5,B,L18 答案及评分参考'5．B'；L411再次确认,L184-L192: 5．据统计，全国各类返乡入乡创业人员超过了1200万人，相比大多数青年向往大城市，他们选择了扎根泥土，成为'新农人''农创客'。有的回村办起家庭农场，鼓舞起全村干劲，优质农产品不愁销；有的依托当地民俗传说、农耕技艺、山水风光，开发打造研学课程，让曾经的产业空心村有了新支柱。'新农人''农创客'的选择 ①彰显了他们的价值追求和人生理想 ②超越了社会所提供的客观条件，实现了自己的价值 ③会助力乡村全面振兴，展现了青年责任和担当 ④把握住了人生际遇，实现了个人与社会的转化,新农人扎根泥土办家庭农场、依托乡土资源开发研学课程，①体现把个人价值追求与扎根乡村的人生理想相结合；③体现助力乡村振兴是承担青年社会责任的具体方式。两项共同说明个人价值要在劳动和对社会的贡献中实现。,②'超越社会所提供的客观条件'错误，实现人生价值必须立足并依靠社会客观条件，不能超越；④'个人与社会的转化'错误，个人与社会是统一关系，不是转化关系。,closed-question-and-answer-key,纯必修四价值观人生观
S030_C03,S030,2025,2025西城二模,2,D,L18 答案及评分参考'2．D'；L411再次确认,L155-L162: 2．思深方益远。'如果忙忙碌碌，只是机械做事，陷入事务主义，是很难提高认识和工作水平的。'习近平总书记的谆谆告诫，发人深省。各种事务千头万绪，但不能乱，不能陷入事务主义。之所以说不能陷入事务主义，是因为 ①机械做事，缺乏能动性创造性，是主观唯心主义的体现 ②事务多是必然的，思考谋划是偶然的，要推动必然和偶然的转化 ③陷入事务主义的人，尊重经验而看轻理论，难以通观客观过程的全部 ④眼里只有具体事务，只见一得之功与一孔之见，会缺乏长远目标和大局观念,材料指出陷入事务主义难以提高认识与工作水平。③'尊重经验而看轻理论、难以通观客观过程全部'体现要从全部联系中把握过程，对应辩证法的全面观点；④'只见一得之功与一孔之见，缺乏长远目标和大局观念'体现整体与部分要兼顾、要有系统观念。,①'主观唯心主义'概念错误，主观唯心主义是夸大主观意识的能动性，与机械做事'缺乏能动性'相反；②'必然与偶然要转化'错误，必然性与偶然性是相互依存的两类联系，并非转化关系。,closed-question-and-answer-key,正确项以辩证法联系/整体与部分/系统观念为主线；'尊重经验看轻理论'兼有认识论色彩但非主线；选必三必然偶然仅作错肢概念清理
S031_C01,S031,2025,2025东城期末,4,A,L745: 故选：A（人教版分析L731-L744）,L445-L453: 4.殷墟甲骨文距离现在3000多年，汉字结构依然未变。'点'虽小，但如明珠般璀璨；'横'在肩上，它是担当也是约束；'竖'顶天立地，仿佛一根旗杆威严树立，信念不倒……横、撇、捺、提、折、钩，汉字可一笔贯通气韵，豪气干云，亦可繁复多画，耐心描蔡，笔画的主次、长短、布局留白都彰显了汉字的博大精深。由此可见 ①在笔画的对立统一中彰显中华汉字之美 ②汉字笔画蕴含着人们的精神向往和美好追求 ③不同笔画的个性寓于汉字结构的共性之中 ④抓主流，以主笔为核心书写汉字方能为美 A.①② B.①③ C.②④ D.③④,①'点'璀璨之小、'横'担当与约束、'竖'威严不倒——每一笔画自身都内含对立的两面，又共同把笔画的对立统一汇为汉字之美；这正是矛盾对立统一规律的体现，即矛盾双方既对立又统一推动事物的呈现与发展。,③共性与个性关系颠倒——共性寓于个性之中、个性包含共性才是矛盾普遍性与特殊性的正确关系，原选项把'个性寓于共性'写反；④材料明示'笔画的主次、长短、布局留白都彰显汉字博大精深'，是对各部分一并彰显的全息表述，并未要求'抓主笔为核心'，把矛盾主次方面观点硬套到不强调主次的材料上。,closed-question-and-answer-key,②汉字笔画蕴含精神向往与美好追求属cultural，不入哲学错肢；本题主考必修四矛盾观，正确项①与错项③④均落在矛盾观范围内。
S031_C02,S031,2025,2025东城期末,5,C,L776: 故选：C（人教版分析L772-L775）,L458-L466: 5.社区中的'小修小补'往往能焕新空间，为居民带来幸福感。社区公园的原入口只有两块砖的宽度，进入后呈直角转弯，道路狭窄还容易踩踏绿地。通过改造，把原本的直角变成圆角，入口更宽敞，居民在结伴散步时也更安全便利，提升了休闲体验。对此，评论恰当的是 ①道路改造体现了通过实践建立自在联系 ②要在整体和动态中认识和优化社区环境 ③通过否定过去和肯定现在实现事物发展 ④运用辩证思维的矛盾分析法为居民解忧 A.①② B.①③ C.②④ D.③④,④运用矛盾分析法为居民解忧——'直角转弯+道路狭窄+踩踏绿地'是社区入口的具体矛盾，把直角改成圆角既保留通行功能又化解狭窄踩踏的问题，正是抓住社区入口的具体矛盾、统筹兼顾矛盾两面的矛盾分析法应用；②整体与动态认识社区环境主要落在选必三辩证思维特征。,①'通过实践建立自在联系'错——自在联系是事物本身固有的、不以人意志为转移的联系，人通过实践建立的是'人为事物的联系'，错肢混淆了自在联系与人为事物的联系；③'通过否定过去和肯定现在实现事物发展'错——辩证否定是事物自身的否定、是扬弃，是'既肯定又否定、既克服又保留'，不是简单地把过去全盘否定、把现在全盘肯定。,closed-question-and-answer-key,本题为辩证思维（选必三）+联系/辩证否定/矛盾（必修四）混合题；正确项②整体性动态性属选必三辩证思维特征，已排除出必修四正确项触发；错项①（自在/人为联系）、③（辩证否定）和正确项④的'矛盾分析法'均涉必修四，纳入哲学错肢库与正确项触发。
S032_C01,S032,2025,2025丰台期末,4,A,L661-L672: 答案A，①③正确,L396-L403: '人民医护工作者'路生梅扎根黄土高原守护群众健康50多年；'人民教育家'黄大年带领团队为中国'巡天探地潜海'填补多项技术空白；'人民卫士'巴依卡·凯力迪别克在帕米尔高原巡边37年。他们的事迹启示我们：①要在为国尽责、为民服务的实践中实现个人价值、展现人生风采；②只有能力卓越的人，才能把握住难得的人生机遇，创造精彩的人生；③自觉汲取榜样力量，不断修身立德，为他人和社会做出自己的贡献；④要以积极的态度创造条件为社会做贡献，进而追求社会对自我的肯定。A.①③ B.①④ C.②③ D.②④,三位模范人物在为国尽责、为民服务的实践中创造价值；①对应在劳动和奉献中实现人生价值、在为国为民的实践中展现人生风采；③对应学习榜样、修身立德、为他人和社会作贡献——价值在于对社会的责任与贡献。,②'只有能力卓越的人才能创造精彩人生'否定平凡人——平凡人也能走出不平凡的人生（细则L670）；④'追求社会对自我的肯定'颠倒——人生真正价值在于对社会的责任与贡献，不在于追求肯定（细则L671）。,closed-question-and-answer-key,Q4错肢辨析覆盖'实现人生价值'核心评分点，正反两面均闭环。
S032_C02,S032,2025,2025丰台期末,7,C,L690-L697: 答案C,L425-L430: 漫画《为昨天懊恼，替明天担心，不如把握当下》给我们的哲学启示有：A.集中精力关注当下，就能活出最美的样子；B.运用超前思维思考明天，创造出幸福的人生；C.从实际出发，从当下做起，生活才能少些迷茫；D.弄清昨天明天和当下各自的意义，是取得成功的关键。,漫画批评一些人为昨天懊恼、为未来担忧而忽略当下；C项'从实际出发，从当下做起'对应一切从实际出发、立足客观存在的当下情境作判断和行动。,A'就能活出最美的样子'绝对化、必然性表述错误（细则L694）；B超前思维与漫画'把握当下'主旨不符（细则L695）；D'弄清各自意义是取得成功的关键'——尊重客观规律才是办事情取得成功的关键（细则L696）。,closed-question-and-answer-key,Q7为唯物论辨析题，错肢D仍属唯物论框架内辨析，与正确项'一切从实际出发'同源。
S033_C01,S033,2025,2025朝阳期末,2,D,L660-L661: 试卷参考答案 第2题 D,L398-L405: 鸽子哨声成为很多北京人记忆中地道的'北京声音'，但杂乱无章的鸽子笼严重影响城市环境。某区与专业设计机构合作，'一户一策'设计新的鸽子笼，顶部做成老房顶样式，整体涂成深灰色，与周边风貌融为一体，做到'让城市留住记忆，让人们记住乡愁'。该区的做法说明 A.城市治理需要政府制定并实行差异化的基本公共服务标准 B.城市空间改造要把传统文化的继承和发展放在首要位置 C.留住人们的乡愁和文化记忆需要保留传统习俗和传统建筑 D.要从整体上把握事物的联系才能达到城市管理的良好效果,材料把鸽子笼这一'部分'放进四合院风貌、北京声音、城市记忆、乡愁这一'整体'去统一设计：顶部样式、整体颜色都'与周边风貌融为一体'。把鸽子笼与城市风貌作为相互联系的有机整体来处理，从整体上把握事物的联系，才能达到城市管理的良好效果，触发必修四辩证法'联系的普遍性'与'整体与部分的关系'。,A基本公共服务应均等化非'差异化'；B'放在首要位置'绝对化，且非联系/整体观；C机械要求'保留传统习俗和传统建筑'，与材料一户一策融合的做法不符。,closed-question-and-answer-key,正确项D是必修四辩证法（联系、整体与部分）的明确触发；其余选项属文化模块或事实判断。
S033_C02,S033,2025,2025朝阳期末,9,A,L660-L661: 试卷参考答案 第9题 A,L465-L480: 我国推进数字化、网络化、智能化新型城市基础设施建设，提升城市设施韧性、管理韧性、空间韧性，打造韧性城市。《北京韧性城市空间规划》以圈层协同为载体，整体提高城市抵御风险挑战的稳健性和可持续性。打造韧性城市需要 ①坚持问题导向、系统观念，统筹高质量发展和高水平安全 ②坚持政府引导、社会参与，强化社会共治的多元化治理能力 ③坚持实事求是、因地制宜，先抓关键领域，后抓薄弱环节 ④坚持科技创新、数字赋能，简化权力清单，侧重基层主责,①'坚持问题导向、系统观念'对应必修四辩证法'用联系的观点和系统优化的方法看问题'：韧性城市是城市设施、管理、空间、生态等多要素相互联系的有机系统，需以系统观念整体把握；'统筹高质量发展和高水平安全'对应矛盾分析法的两点论与重点论统一。,③'先抓关键领域，后抓薄弱环节'机械分先后，背离两点论与重点论结合（薄弱环节本身可能就是关键问题）；④'简化权力清单'与韧性城市无直接因果关系。②属社会治理共治范畴。,closed-question-and-answer-key,正确项①触发必修四辩证法系统观念与矛盾分析法；②属政治与法治社会治理边界，不入必修四哲学。
S035_C01,S035,2025,2025海淀期末,4,C,L633: 4．C,L475-L479: '脚下的土，藏着千年的根，稻浪起伏，守望每一个晨昏……'，由AI编曲、AI演唱的京西稻主题曲《遇'稻'》，在稻田上回荡，演绎着科技与文化的和鸣。对此认识正确的是 A.借助AI可使艺术创作超越人类生产生活的制约 B.人们丰富的艺术创作思考是AI创作的源头活水 C.实现科技与文化的和鸣体现了人类的主观能动性 D.作为实践的主体，AI与人类共同打造了创作新模式。,C项指出科技与文化的和鸣是人类主观能动性的产物：AI编曲、AI演唱并非自发产生，而是人类主动设计算法、规划稻田主题曲场景才让科技与文化共鸣。答案落点：人类发挥主观能动性把AI技术与稻作文化结合，体现意识的能动作用。,A说艺术创作借AI可超越人类生产生活制约，违背物质决定意识，艺术不能脱离生产生活；B把人的艺术思考当作AI创作'源头活水'，颠倒关系，AI创作的源头活水是人类社会实践；D说AI是实践的主体，错误，实践主体只能是人，AI是人创造和使用的工具。,closed-question-and-answer-key,
