question_id,suite_id,stable_locator,题型,部分归属,knowledge_node_hint,evidence_level,本轮结论,framework_target,reason,blocker
Q-2025西城二模-19-2,S-2025西城二模,037_Desktop_2025模拟题_2025各区二模_2025西城二模_试卷_试卷.pdf::Q19(2),主观题,边界,,pending,blocked,思维方法（按 knowledge_node 暂挂；下一轮回源细则核读后定档）,GitHub label 含思维方法术语但本轮未独立读细则 | SUPERVISOR_PATCH_01: 主观题 evidence-recheck 改为 blocked,需回源对应细则核读子问给分链
Q-2025西城二模-20,S-2025西城二模,037_Desktop_2025模拟题_2025各区二模_2025西城二模_试卷_试卷.pdf::Q20,主观题,待判,,pending,blocked,思维方法（按 knowledge_node 暂挂；下一轮回源细则核读后定档）,GitHub label 含思维方法术语但本轮未独立读细则 | SUPERVISOR_PATCH_01: 主观题 evidence-recheck 改为 blocked,需回源对应细则核读子问给分链
Q-2025西城二模-15,S-2025西城二模,037_Desktop_2025模拟题_2025各区二模_2025西城二模_试卷_试卷.pdf::Q15,选择题,待判,,pending,blocked,待回源,GitHub label 不足以裁定；待回源补完整选项 | SUPERVISOR_PATCH_01: 选择题 pending 改为 blocked,需回源原卷
Q-2025西城二模-16-1,S-2025西城二模,037_Desktop_2025模拟题_2025各区二模_2025西城二模_试卷_试卷.pdf::Q16(1),主观题,交叉,假言;充分条件;创新思维;判断;推理,A-support,入正文,创新思维（设问角度，待回源）,待回源补完整给分链,
Q-2025西城二模-16-2,S-2025西城二模,037_Desktop_2025模拟题_2025各区二模_2025西城二模_试卷_试卷.pdf::Q16(2),主观题,交叉,假言;充分条件;创新思维;判断;推理,C-boundary,excluded,推理 / 充分条件假言推理,硬规则§十八锁定；entries/additional_main.jsonl E-2025西城二模-16-2 | 纯形式逻辑/推理边界，按 SUPERVISOR_PATCH_01 改 excluded,
Q-2025西城二模-16-3,S-2025西城二模,037_Desktop_2025模拟题_2025各区二模_2025西城二模_试卷_试卷.pdf::Q16(3),主观题,交叉,假言;充分条件;创新思维;判断;推理,A-support,入正文,创新思维 / 待回源,待回源补完整给分链,
Q-2025西城二模-17-1,S-2025西城二模,037_Desktop_2025模拟题_2025各区二模_2025西城二模_试卷_试卷.pdf::Q17(1),主观题,待判,概念,pending,blocked,思维方法（按 knowledge_node 暂挂；下一轮回源细则核读后定档）,GitHub label 含思维方法术语但本轮未独立读细则 | SUPERVISOR_PATCH_01: 主观题 evidence-recheck 改为 blocked,需回源对应细则核读子问给分链
Q-2025西城二模-17-2,S-2025西城二模,037_Desktop_2025模拟题_2025各区二模_2025西城二模_试卷_试卷.pdf::Q17(2),主观题,待判,概念,pending,blocked,思维方法（按 knowledge_node 暂挂；下一轮回源细则核读后定档）,GitHub label 含思维方法术语但本轮未独立读细则 | SUPERVISOR_PATCH_01: 主观题 evidence-recheck 改为 blocked,需回源对应细则核读子问给分链
Q-2025西城二模-18,S-2025西城二模,037_Desktop_2025模拟题_2025各区二模_2025西城二模_试卷_试卷.pdf::Q18,主观题,待判,,pending,blocked,思维方法（按 knowledge_node 暂挂；下一轮回源细则核读后定档）,GitHub label 含思维方法术语但本轮未独立读细则 | SUPERVISOR_PATCH_01: 主观题 evidence-recheck 改为 blocked,需回源对应细则核读子问给分链
Q-2025西城二模-19-1,S-2025西城二模,037_Desktop_2025模拟题_2025各区二模_2025西城二模_试卷_试卷.pdf::Q19(1),主观题,待判,,pending,blocked,思维方法（按 knowledge_node 暂挂；下一轮回源细则核读后定档）,GitHub label 含思维方法术语但本轮未独立读细则 | SUPERVISOR_PATCH_01: 主观题 evidence-recheck 改为 blocked,需回源对应细则核读子问给分链
Q-2025西城二模-19-2,S-2025西城二模,037_Desktop_2025模拟题_2025各区二模_2025西城二模_试卷_试卷.pdf::Q19(2),主观题,待判,,pending,blocked,思维方法（按 knowledge_node 暂挂；下一轮回源细则核读后定档）,GitHub label 含思维方法术语但本轮未独立读细则 | SUPERVISOR_PATCH_01: 主观题 evidence-recheck 改为 blocked,需回源对应细则核读子问给分链
Q-2025西城二模-20,S-2025西城二模,037_Desktop_2025模拟题_2025各区二模_2025西城二模_试卷_试卷.pdf::Q20,主观题,待判,,pending,blocked,思维方法（按 knowledge_node 暂挂；下一轮回源细则核读后定档）,GitHub label 含思维方法术语但本轮未独立读细则 | SUPERVISOR_PATCH_01: 主观题 evidence-recheck 改为 blocked,需回源对应细则核读子问给分链
Q-2025顺义一模-1,S-2025顺义一模,033_Desktop_2025模拟题_2025各区一模_2025顺义一模_试卷_试卷.pdf::Q1,选择题,待判,,pending,blocked,待回源,GitHub label 不足以裁定；待回源补完整选项 | SUPERVISOR_PATCH_01: 选择题 pending 改为 blocked,需回源原卷
Q-2025顺义一模-2,S-2025顺义一模,033_Desktop_2025模拟题_2025各区一模_2025顺义一模_试卷_试卷.pdf::Q2,选择题,待判,,pending,blocked,待回源,GitHub label 不足以裁定；待回源补完整选项 | SUPERVISOR_PATCH_01: 选择题 pending 改为 blocked,需回源原卷
Q-2025顺义一模-3,S-2025顺义一模,033_Desktop_2025模拟题_2025各区一模_2025顺义一模_试卷_试卷.pdf::Q3,选择题,思维,想象;逆向思维,B-choice-signal,入正文,创新思维 / 想象·逆向,选择题待回源补完整选项；硬规则§十九警示：本套Q7是三段论大项不当扩大,
Q-2025顺义一模-4,S-2025顺义一模,033_Desktop_2025模拟题_2025各区一模_2025顺义一模_试卷_试卷.pdf::Q4,选择题,推理,判断;结论,C-boundary,excluded,推理边界（不进思维主链）,GitHub label 含形式逻辑术语 | 纯形式逻辑/推理边界，按 SUPERVISOR_PATCH_01 改 excluded,
Q-2025顺义一模-5,S-2025顺义一模,033_Desktop_2025模拟题_2025各区一模_2025顺义一模_试卷_试卷.pdf::Q5,选择题,待判,必要条件;联言,C-boundary,excluded,推理边界（不进思维主链）,GitHub label 含形式逻辑术语 | 纯形式逻辑/推理边界，按 SUPERVISOR_PATCH_01 改 excluded,
Q-2025顺义一模-6,S-2025顺义一模,033_Desktop_2025模拟题_2025各区一模_2025顺义一模_试卷_试卷.pdf::Q6,选择题,推理,判断;联言,C-boundary,excluded,推理边界（不进思维主链）,GitHub label 含形式逻辑术语 | 纯形式逻辑/推理边界，按 SUPERVISOR_PATCH_01 改 excluded,
Q-2025顺义一模-7,S-2025顺义一模,033_Desktop_2025模拟题_2025各区一模_2025顺义一模_试卷_试卷.pdf::Q7,选择题,推理,三段论;中项;判断;前提;周延;大项;小项;概念;结论,C-boundary,excluded,推理边界（不进思维主链）,GitHub label 含形式逻辑术语 | 纯形式逻辑/推理边界，按 SUPERVISOR_PATCH_01 改 excluded,
Q-2025顺义一模-8,S-2025顺义一模,033_Desktop_2025模拟题_2025各区一模_2025顺义一模_试卷_试卷.pdf::Q8,选择题,待判,,pending,blocked,待回源,GitHub label 不足以裁定；待回源补完整选项 | SUPERVISOR_PATCH_01: 选择题 pending 改为 blocked,需回源原卷
Q-2025顺义一模-9,S-2025顺义一模,033_Desktop_2025模拟题_2025各区一模_2025顺义一模_试卷_试卷.pdf::Q9,选择题,待判,,pending,blocked,待回源,GitHub label 不足以裁定；待回源补完整选项 | SUPERVISOR_PATCH_01: 选择题 pending 改为 blocked,需回源原卷
Q-2025顺义一模-10,S-2025顺义一模,033_Desktop_2025模拟题_2025各区一模_2025顺义一模_试卷_试卷.pdf::Q10,选择题,推理,前提,pending,blocked,待回源,GitHub label 不足以裁定；待回源补完整选项 | SUPERVISOR_PATCH_01: 选择题 pending 改为 blocked,需回源原卷
Q-2025顺义一模-11,S-2025顺义一模,033_Desktop_2025模拟题_2025各区一模_2025顺义一模_试卷_试卷.pdf::Q11,选择题,待判,,pending,blocked,待回源,GitHub label 不足以裁定；待回源补完整选项 | SUPERVISOR_PATCH_01: 选择题 pending 改为 blocked,需回源原卷
Q-2025顺义一模-12,S-2025顺义一模,033_Desktop_2025模拟题_2025各区一模_2025顺义一模_试卷_试卷.pdf::Q12,选择题,待判,,pending,blocked,待回源,GitHub label 不足以裁定；待回源补完整选项 | SUPERVISOR_PATCH_01: 选择题 pending 改为 blocked,需回源原卷
Q-2025顺义一模-13,S-2025顺义一模,033_Desktop_2025模拟题_2025各区一模_2025顺义一模_试卷_试卷.pdf::Q13,选择题,待判,,pending,blocked,待回源,GitHub label 不足以裁定；待回源补完整选项 | SUPERVISOR_PATCH_01: 选择题 pending 改为 blocked,需回源原卷
Q-2025顺义一模-14,S-2025顺义一模,033_Desktop_2025模拟题_2025各区一模_2025顺义一模_试卷_试卷.pdf::Q14,选择题,待判,,pending,blocked,待回源,GitHub label 不足以裁定；待回源补完整选项 | SUPERVISOR_PATCH_01: 选择题 pending 改为 blocked,需回源原卷
Q-2025顺义一模-15,S-2025顺义一模,033_Desktop_2025模拟题_2025各区一模_2025顺义一模_试卷_试卷.pdf::Q15,选择题,待判,,pending,blocked,待回源,GitHub label 不足以裁定；待回源补完整选项 | SUPERVISOR_PATCH_01: 选择题 pending 改为 blocked,需回源原卷
Q-2025顺义一模-16,S-2025顺义一模,033_Desktop_2025模拟题_2025各区一模_2025顺义一模_试卷_试卷.pdf::Q16,主观题,边界,辩证否定,A-support,入正文,辩证思维 / 辩证否定,待回源；entries/additional_main.jsonl E-2025顺义一模-16,
Q-2025顺义一模-17-1,S-2025顺义一模,033_Desktop_2025模拟题_2025各区一模_2025顺义一模_试卷_试卷.pdf::Q17(1),主观题,推理,假言;充分条件;判断;必要条件;推理;演绎推理;选言,C-boundary,excluded,推理边界（不进思维主链）,GitHub label 仅含形式逻辑术语；按硬规则归推理边界 | 纯形式逻辑/推理边界，按 SUPERVISOR_PATCH_01 改 excluded,
Q-2025顺义一模-17-2,S-2025顺义一模,033_Desktop_2025模拟题_2025各区一模_2025顺义一模_试卷_试卷.pdf::Q17(2),主观题,推理,假言;充分条件;判断;必要条件;推理;演绎推理;选言,C-boundary,excluded,推理边界（不进思维主链）,GitHub label 仅含形式逻辑术语；按硬规则归推理边界 | 纯形式逻辑/推理边界，按 SUPERVISOR_PATCH_01 改 excluded,
Q-2025顺义一模-18,S-2025顺义一模,033_Desktop_2025模拟题_2025各区一模_2025顺义一模_试卷_试卷.pdf::Q18,主观题,边界,,pending,blocked,思维方法（按 knowledge_node 暂挂；下一轮回源细则核读后定档）,GitHub label 含思维方法术语但本轮未独立读细则 | SUPERVISOR_PATCH_01: 主观题 evidence-recheck 改为 blocked,需回源对应细则核读子问给分链
Q-2025顺义一模-19-1,S-2025顺义一模,033_Desktop_2025模拟题_2025各区一模_2025顺义一模_试卷_试卷.pdf::Q19(1),主观题,边界,,pending,blocked,思维方法（按 knowledge_node 暂挂；下一轮回源细则核读后定档）,GitHub label 含思维方法术语但本轮未独立读细则 | SUPERVISOR_PATCH_01: 主观题 evidence-recheck 改为 blocked,需回源对应细则核读子问给分链
Q-2025顺义一模-19-2,S-2025顺义一模,033_Desktop_2025模拟题_2025各区一模_2025顺义一模_试卷_试卷.pdf::Q19(2),主观题,边界,,pending,blocked,思维方法（按 knowledge_node 暂挂；下一轮回源细则核读后定档）,GitHub label 含思维方法术语但本轮未独立读细则 | SUPERVISOR_PATCH_01: 主观题 evidence-recheck 改为 blocked,需回源对应细则核读子问给分链
Q-2025顺义一模-20,S-2025顺义一模,033_Desktop_2025模拟题_2025各区一模_2025顺义一模_试卷_试卷.pdf::Q20,主观题,边界,,pending,blocked,思维方法（按 knowledge_node 暂挂；下一轮回源细则核读后定档）,GitHub label 含思维方法术语但本轮未独立读细则 | SUPERVISOR_PATCH_01: 主观题 evidence-recheck 改为 blocked,需回源对应细则核读子问给分链
Q-2025顺义一模-21,S-2025顺义一模,033_Desktop_2025模拟题_2025各区一模_2025顺义一模_试卷_试卷.pdf::Q21,主观题,待判,,pending,blocked,思维方法（按 knowledge_node 暂挂；下一轮回源细则核读后定档）,GitHub label 含思维方法术语但本轮未独立读细则 | SUPERVISOR_PATCH_01: 主观题 evidence-recheck 改为 blocked,需回源对应细则核读子问给分链
Q-2025顺义一模-1,S-2025顺义一模,033_Desktop_2025模拟题_2025各区一模_2025顺义一模_试卷_试卷.pdf::Q1,选择题,待判,,pending,blocked,待回源,GitHub label 不足以裁定；待回源补完整选项 | SUPERVISOR_PATCH_01: 选择题 pending 改为 blocked,需回源原卷
Q-2025顺义一模-2,S-2025顺义一模,033_Desktop_2025模拟题_2025各区一模_2025顺义一模_试卷_试卷.pdf::Q2,选择题,待判,,pending,blocked,待回源,GitHub label 不足以裁定；待回源补完整选项 | SUPERVISOR_PATCH_01: 选择题 pending 改为 blocked,需回源原卷
Q-2025顺义一模-3,S-2025顺义一模,033_Desktop_2025模拟题_2025各区一模_2025顺义一模_试卷_试卷.pdf::Q3,选择题,思维,想象;逆向思维,B-choice-signal,入正文,创新思维 / 想象·逆向,选择题待回源补完整选项；硬规则§十九警示：本套Q7是三段论大项不当扩大,
Q-2025顺义一模-4,S-2025顺义一模,033_Desktop_2025模拟题_2025各区一模_2025顺义一模_试卷_试卷.pdf::Q4,选择题,推理,判断;结论,C-boundary,excluded,推理边界（不进思维主链）,GitHub label 含形式逻辑术语 | 纯形式逻辑/推理边界，按 SUPERVISOR_PATCH_01 改 excluded,
Q-2025顺义一模-5,S-2025顺义一模,033_Desktop_2025模拟题_2025各区一模_2025顺义一模_试卷_试卷.pdf::Q5,选择题,推理,必要条件;联言,C-boundary,excluded,推理边界（不进思维主链）,GitHub label 含形式逻辑术语 | 纯形式逻辑/推理边界，按 SUPERVISOR_PATCH_01 改 excluded,
Q-2025顺义一模-6,S-2025顺义一模,033_Desktop_2025模拟题_2025各区一模_2025顺义一模_试卷_试卷.pdf::Q6,选择题,推理,判断;联言,C-boundary,excluded,推理边界（不进思维主链）,GitHub label 含形式逻辑术语 | 纯形式逻辑/推理边界，按 SUPERVISOR_PATCH_01 改 excluded,
Q-2025顺义一模-7,S-2025顺义一模,033_Desktop_2025模拟题_2025各区一模_2025顺义一模_试卷_试卷.pdf::Q7,选择题,推理,三段论;中项;判断;前提;周延;大项;小项;概念;结论,C-boundary,excluded,推理边界（不进思维主链）,GitHub label 含形式逻辑术语 | 纯形式逻辑/推理边界，按 SUPERVISOR_PATCH_01 改 excluded,
Q-2025顺义一模-8,S-2025顺义一模,033_Desktop_2025模拟题_2025各区一模_2025顺义一模_试卷_试卷.pdf::Q8,选择题,待判,,pending,blocked,待回源,GitHub label 不足以裁定；待回源补完整选项 | SUPERVISOR_PATCH_01: 选择题 pending 改为 blocked,需回源原卷
Q-2025顺义一模-9,S-2025顺义一模,033_Desktop_2025模拟题_2025各区一模_2025顺义一模_试卷_试卷.pdf::Q9,选择题,待判,,pending,blocked,待回源,GitHub label 不足以裁定；待回源补完整选项 | SUPERVISOR_PATCH_01: 选择题 pending 改为 blocked,需回源原卷
Q-2025顺义一模-10,S-2025顺义一模,033_Desktop_2025模拟题_2025各区一模_2025顺义一模_试卷_试卷.pdf::Q10,选择题,推理,前提,pending,blocked,待回源,GitHub label 不足以裁定；待回源补完整选项 | SUPERVISOR_PATCH_01: 选择题 pending 改为 blocked,需回源原卷
Q-2025顺义一模-11,S-2025顺义一模,033_Desktop_2025模拟题_2025各区一模_2025顺义一模_试卷_试卷.pdf::Q11,选择题,待判,,pending,blocked,待回源,GitHub label 不足以裁定；待回源补完整选项 | SUPERVISOR_PATCH_01: 选择题 pending 改为 blocked,需回源原卷
Q-2025顺义一模-12,S-2025顺义一模,033_Desktop_2025模拟题_2025各区一模_2025顺义一模_试卷_试卷.pdf::Q12,选择题,待判,,pending,blocked,待回源,GitHub label 不足以裁定；待回源补完整选项 | SUPERVISOR_PATCH_01: 选择题 pending 改为 blocked,需回源原卷
Q-2025顺义一模-13,S-2025顺义一模,033_Desktop_2025模拟题_2025各区一模_2025顺义一模_试卷_试卷.pdf::Q13,选择题,待判,,pending,blocked,待回源,GitHub label 不足以裁定；待回源补完整选项 | SUPERVISOR_PATCH_01: 选择题 pending 改为 blocked,需回源原卷
Q-2025顺义一模-14,S-2025顺义一模,033_Desktop_2025模拟题_2025各区一模_2025顺义一模_试卷_试卷.pdf::Q14,选择题,待判,,pending,blocked,待回源,GitHub label 不足以裁定；待回源补完整选项 | SUPERVISOR_PATCH_01: 选择题 pending 改为 blocked,需回源原卷
Q-2025顺义一模-15,S-2025顺义一模,033_Desktop_2025模拟题_2025各区一模_2025顺义一模_试卷_试卷.pdf::Q15,选择题,待判,,pending,blocked,待回源,GitHub label 不足以裁定；待回源补完整选项 | SUPERVISOR_PATCH_01: 选择题 pending 改为 blocked,需回源原卷
Q-2025顺义一模-16,S-2025顺义一模,033_Desktop_2025模拟题_2025各区一模_2025顺义一模_试卷_试卷.pdf::Q16,主观题,思维,辩证否定,A-support,入正文,辩证思维 / 辩证否定,待回源；entries/additional_main.jsonl E-2025顺义一模-16,
Q-2025顺义一模-17-1,S-2025顺义一模,033_Desktop_2025模拟题_2025各区一模_2025顺义一模_试卷_试卷.pdf::Q17(1),主观题,推理,假言;充分条件;判断;必要条件;推理;演绎推理;选言,C-boundary,excluded,推理边界（不进思维主链）,GitHub label 仅含形式逻辑术语；按硬规则归推理边界 | 纯形式逻辑/推理边界，按 SUPERVISOR_PATCH_01 改 excluded,
Q-2025顺义一模-17-2,S-2025顺义一模,033_Desktop_2025模拟题_2025各区一模_2025顺义一模_试卷_试卷.pdf::Q17(2),主观题,推理,假言;充分条件;判断;必要条件;推理;演绎推理;选言,C-boundary,excluded,推理边界（不进思维主链）,GitHub label 仅含形式逻辑术语；按硬规则归推理边界 | 纯形式逻辑/推理边界，按 SUPERVISOR_PATCH_01 改 excluded,
Q-2025顺义一模-18,S-2025顺义一模,033_Desktop_2025模拟题_2025各区一模_2025顺义一模_试卷_试卷.pdf::Q18,主观题,边界,,pending,blocked,思维方法（按 knowledge_node 暂挂；下一轮回源细则核读后定档）,GitHub label 含思维方法术语但本轮未独立读细则 | SUPERVISOR_PATCH_01: 主观题 evidence-recheck 改为 blocked,需回源对应细则核读子问给分链
Q-2025顺义一模-19-1,S-2025顺义一模,033_Desktop_2025模拟题_2025各区一模_2025顺义一模_试卷_试卷.pdf::Q19(1),主观题,边界,,pending,blocked,思维方法（按 knowledge_node 暂挂；下一轮回源细则核读后定档）,GitHub label 含思维方法术语但本轮未独立读细则 | SUPERVISOR_PATCH_01: 主观题 evidence-recheck 改为 blocked,需回源对应细则核读子问给分链
Q-2025顺义一模-19-2,S-2025顺义一模,033_Desktop_2025模拟题_2025各区一模_2025顺义一模_试卷_试卷.pdf::Q19(2),主观题,边界,,pending,blocked,思维方法（按 knowledge_node 暂挂；下一轮回源细则核读后定档）,GitHub label 含思维方法术语但本轮未独立读细则 | SUPERVISOR_PATCH_01: 主观题 evidence-recheck 改为 blocked,需回源对应细则核读子问给分链
Q-2025顺义一模-20,S-2025顺义一模,033_Desktop_2025模拟题_2025各区一模_2025顺义一模_试卷_试卷.pdf::Q20,主观题,边界,,pending,blocked,思维方法（按 knowledge_node 暂挂；下一轮回源细则核读后定档）,GitHub label 含思维方法术语但本轮未独立读细则 | SUPERVISOR_PATCH_01: 主观题 evidence-recheck 改为 blocked,需回源对应细则核读子问给分链
Q-2025顺义一模-21,S-2025顺义一模,033_Desktop_2025模拟题_2025各区一模_2025顺义一模_试卷_试卷.pdf::Q21,主观题,待判,,pending,blocked,思维方法（按 knowledge_node 暂挂；下一轮回源细则核读后定档）,GitHub label 含思维方法术语但本轮未独立读细则 | SUPERVISOR_PATCH_01: 主观题 evidence-recheck 改为 blocked,需回源对应细则核读子问给分链
Q-2025顺义一模-1,S-2025顺义一模,035_GaokaoPolitics_2025各区模拟题_2025各区一模_2025顺义一模_2025北京顺义高三一模政治_教师版_.pdf::Q1,选择题,待判,,pending,blocked,待回源,GitHub label 不足以裁定；待回源补完整选项 | SUPERVISOR_PATCH_01: 选择题 pending 改为 blocked,需回源原卷
Q-2025顺义一模-2,S-2025顺义一模,035_GaokaoPolitics_2025各区模拟题_2025各区一模_2025顺义一模_2025北京顺义高三一模政治_教师版_.pdf::Q2,选择题,待判,,pending,blocked,待回源,GitHub label 不足以裁定；待回源补完整选项 | SUPERVISOR_PATCH_01: 选择题 pending 改为 blocked,需回源原卷
Q-2025顺义一模-3,S-2025顺义一模,035_GaokaoPolitics_2025各区模拟题_2025各区一模_2025顺义一模_2025北京顺义高三一模政治_教师版_.pdf::Q3,选择题,思维,想象;逆向思维,B-choice-signal,入正文,创新思维 / 想象·逆向,选择题待回源补完整选项；硬规则§十九警示：本套Q7是三段论大项不当扩大,
Q-2025顺义一模-4,S-2025顺义一模,035_GaokaoPolitics_2025各区模拟题_2025各区一模_2025顺义一模_2025北京顺义高三一模政治_教师版_.pdf::Q4,选择题,推理,判断;结论,C-boundary,excluded,推理边界（不进思维主链）,GitHub label 含形式逻辑术语 | 纯形式逻辑/推理边界，按 SUPERVISOR_PATCH_01 改 excluded,
Q-2025顺义一模-5,S-2025顺义一模,035_GaokaoPolitics_2025各区模拟题_2025各区一模_2025顺义一模_2025北京顺义高三一模政治_教师版_.pdf::Q5,选择题,待判,必要条件;联言,C-boundary,excluded,推理边界（不进思维主链）,GitHub label 含形式逻辑术语 | 纯形式逻辑/推理边界，按 SUPERVISOR_PATCH_01 改 excluded,
Q-2025顺义一模-6,S-2025顺义一模,035_GaokaoPolitics_2025各区模拟题_2025各区一模_2025顺义一模_2025北京顺义高三一模政治_教师版_.pdf::Q6,选择题,推理,判断;联言,C-boundary,excluded,推理边界（不进思维主链）,GitHub label 含形式逻辑术语 | 纯形式逻辑/推理边界，按 SUPERVISOR_PATCH_01 改 excluded,
Q-2025顺义一模-7,S-2025顺义一模,035_GaokaoPolitics_2025各区模拟题_2025各区一模_2025顺义一模_2025北京顺义高三一模政治_教师版_.pdf::Q7,选择题,推理,三段论;中项;判断;前提;周延;大项;小项;概念;结论,C-boundary,excluded,推理边界（不进思维主链）,GitHub label 含形式逻辑术语 | 纯形式逻辑/推理边界，按 SUPERVISOR_PATCH_01 改 excluded,
Q-2025顺义一模-8,S-2025顺义一模,035_GaokaoPolitics_2025各区模拟题_2025各区一模_2025顺义一模_2025北京顺义高三一模政治_教师版_.pdf::Q8,选择题,待判,,pending,blocked,待回源,GitHub label 不足以裁定；待回源补完整选项 | SUPERVISOR_PATCH_01: 选择题 pending 改为 blocked,需回源原卷
Q-2025顺义一模-9,S-2025顺义一模,035_GaokaoPolitics_2025各区模拟题_2025各区一模_2025顺义一模_2025北京顺义高三一模政治_教师版_.pdf::Q9,选择题,待判,,pending,blocked,待回源,GitHub label 不足以裁定；待回源补完整选项 | SUPERVISOR_PATCH_01: 选择题 pending 改为 blocked,需回源原卷
Q-2025顺义一模-10,S-2025顺义一模,035_GaokaoPolitics_2025各区模拟题_2025各区一模_2025顺义一模_2025北京顺义高三一模政治_教师版_.pdf::Q10,选择题,推理,前提,pending,blocked,待回源,GitHub label 不足以裁定；待回源补完整选项 | SUPERVISOR_PATCH_01: 选择题 pending 改为 blocked,需回源原卷
Q-2025顺义一模-11,S-2025顺义一模,035_GaokaoPolitics_2025各区模拟题_2025各区一模_2025顺义一模_2025北京顺义高三一模政治_教师版_.pdf::Q11,选择题,待判,,pending,blocked,待回源,GitHub label 不足以裁定；待回源补完整选项 | SUPERVISOR_PATCH_01: 选择题 pending 改为 blocked,需回源原卷
Q-2025顺义一模-12,S-2025顺义一模,035_GaokaoPolitics_2025各区模拟题_2025各区一模_2025顺义一模_2025北京顺义高三一模政治_教师版_.pdf::Q12,选择题,待判,,pending,blocked,待回源,GitHub label 不足以裁定；待回源补完整选项 | SUPERVISOR_PATCH_01: 选择题 pending 改为 blocked,需回源原卷
Q-2025顺义一模-13,S-2025顺义一模,035_GaokaoPolitics_2025各区模拟题_2025各区一模_2025顺义一模_2025北京顺义高三一模政治_教师版_.pdf::Q13,选择题,待判,,pending,blocked,待回源,GitHub label 不足以裁定；待回源补完整选项 | SUPERVISOR_PATCH_01: 选择题 pending 改为 blocked,需回源原卷
Q-2025顺义一模-14,S-2025顺义一模,035_GaokaoPolitics_2025各区模拟题_2025各区一模_2025顺义一模_2025北京顺义高三一模政治_教师版_.pdf::Q14,选择题,待判,,pending,blocked,待回源,GitHub label 不足以裁定；待回源补完整选项 | SUPERVISOR_PATCH_01: 选择题 pending 改为 blocked,需回源原卷
Q-2025顺义一模-15,S-2025顺义一模,035_GaokaoPolitics_2025各区模拟题_2025各区一模_2025顺义一模_2025北京顺义高三一模政治_教师版_.pdf::Q15,选择题,待判,,pending,blocked,待回源,GitHub label 不足以裁定；待回源补完整选项 | SUPERVISOR_PATCH_01: 选择题 pending 改为 blocked,需回源原卷
Q-2025顺义一模-16,S-2025顺义一模,035_GaokaoPolitics_2025各区模拟题_2025各区一模_2025顺义一模_2025北京顺义高三一模政治_教师版_.pdf::Q16,主观题,边界,辩证否定,A-support,入正文,辩证思维 / 辩证否定,待回源；entries/additional_main.jsonl E-2025顺义一模-16,
Q-2025顺义一模-17-1,S-2025顺义一模,035_GaokaoPolitics_2025各区模拟题_2025各区一模_2025顺义一模_2025北京顺义高三一模政治_教师版_.pdf::Q17(1),主观题,推理,假言;充分条件;判断;必要条件;推理;演绎推理;选言,C-boundary,excluded,推理边界（不进思维主链）,GitHub label 仅含形式逻辑术语；按硬规则归推理边界 | 纯形式逻辑/推理边界，按 SUPERVISOR_PATCH_01 改 excluded,
Q-2025顺义一模-17-2,S-2025顺义一模,035_GaokaoPolitics_2025各区模拟题_2025各区一模_2025顺义一模_2025北京顺义高三一模政治_教师版_.pdf::Q17(2),主观题,推理,假言;充分条件;判断;必要条件;推理;演绎推理;选言,C-boundary,excluded,推理边界（不进思维主链）,GitHub label 仅含形式逻辑术语；按硬规则归推理边界 | 纯形式逻辑/推理边界，按 SUPERVISOR_PATCH_01 改 excluded,
Q-2025顺义一模-18,S-2025顺义一模,035_GaokaoPolitics_2025各区模拟题_2025各区一模_2025顺义一模_2025北京顺义高三一模政治_教师版_.pdf::Q18,主观题,边界,,pending,blocked,思维方法（按 knowledge_node 暂挂；下一轮回源细则核读后定档）,GitHub label 含思维方法术语但本轮未独立读细则 | SUPERVISOR_PATCH_01: 主观题 evidence-recheck 改为 blocked,需回源对应细则核读子问给分链
Q-2025顺义一模-19-1,S-2025顺义一模,035_GaokaoPolitics_2025各区模拟题_2025各区一模_2025顺义一模_2025北京顺义高三一模政治_教师版_.pdf::Q19(1),主观题,边界,,pending,blocked,思维方法（按 knowledge_node 暂挂；下一轮回源细则核读后定档）,GitHub label 含思维方法术语但本轮未独立读细则 | SUPERVISOR_PATCH_01: 主观题 evidence-recheck 改为 blocked,需回源对应细则核读子问给分链
Q-2025顺义一模-19-2,S-2025顺义一模,035_GaokaoPolitics_2025各区模拟题_2025各区一模_2025顺义一模_2025北京顺义高三一模政治_教师版_.pdf::Q19(2),主观题,边界,,pending,blocked,思维方法（按 knowledge_node 暂挂；下一轮回源细则核读后定档）,GitHub label 含思维方法术语但本轮未独立读细则 | SUPERVISOR_PATCH_01: 主观题 evidence-recheck 改为 blocked,需回源对应细则核读子问给分链
Q-2025顺义一模-20,S-2025顺义一模,035_GaokaoPolitics_2025各区模拟题_2025各区一模_2025顺义一模_2025北京顺义高三一模政治_教师版_.pdf::Q20,主观题,边界,,pending,blocked,思维方法（按 knowledge_node 暂挂；下一轮回源细则核读后定档）,GitHub label 含思维方法术语但本轮未独立读细则 | SUPERVISOR_PATCH_01: 主观题 evidence-recheck 改为 blocked,需回源对应细则核读子问给分链
