question_id,suite_id,original_qno,question_type,codex_current_decision,claudecode_decision,decision_reason,needs_codex_recheck,primary_source
Q-2026东城一模-3,S-2026东城一模,3,选择题,excluded,excluded,答案C(②③)；脑电智慧轮椅团队+国际舞台拓宽全球视野+教育科学素养国际交往育人成效，属必修三政治与法治+必修四+选必一；非选必三思维。,no,batch03_dongcheng
Q-2026东城一模-4,S-2026东城一模,4,选择题,excluded,excluded,答案A；'白玉月令组佩'AI生成+四季更迭意趣，唤醒中式美学共鸣，属必修四文化创新；非选必三思维(B辩证'斗争性包含同一性'是必修四矛盾观陷阱)。,no,batch03_dongcheng
Q-2026东城一模-5,S-2026东城一模,5,选择题,blocked,入正文,答案B；中西方人群脑结构对比研究'通过分析综合海量数据获得规律性认识'，B正解符合分析与综合方法。A通用标准夸大；C'交合'误用；D 真理修正谬误属必修四认识论。可入选必三辩证思维-分析与综合 choice trap。,yes,batch03_dongcheng
Q-2026东城一模-6,S-2026东城一模,6,选择题,blocked,入正文,答案D；'画马'活动选必三概念辨析综合题。A辩证否定误用(必修四辩证否定观);B抽象思维误用('画马'是具体形象不是抽象);C选言判断量项错误(从'有些…'不能必推出'有些…必然');D '将运动创意社交融合的活动是画马'换质位为'未将运动创意社交融合的不是画马'(正解)。可入选必三推理-换质位 choice trap。,yes,batch03_dongcheng
Q-2026东城一模-7,S-2026东城一模,7,选择题,blocked,入正文,"答案D；逃逸粒子复合假言推理。设A=太阳风带电粒子,B=星际中性,C=外日球层衍生。实验一'除非A否则B'即A∨B;实验二'B或非C'即¬B∨¬C(等价B→¬C);实验三'¬C→¬B'。综合：实验二与实验三推得¬B∨¬C∧(¬C→¬B)→若C则A∧¬B;若¬C则¬B且实验二仍真;但题目寻找一定为真选项，验证D'A'真。18+选择7、13.pptx 给出符号化分析。可入选必三推理-复合假言推理 choice trap。",yes,batch03_dongcheng
Q-2026东城一模-8,S-2026东城一模,8,选择题,excluded,excluded,答案A(①③)；北京市养老服务条例+地方人大立法/法制统一；属必修三政治与法治；非选必三思维。,no,batch03_dongcheng
Q-2026东城一模-9,S-2026东城一模,9,选择题,excluded,excluded,答案D(③④)；健康学校建设+学校依法履行管理职责+健康学校筑牢健康基石，属必修三政治与法治+必修一中特；非选必三思维。,no,batch03_dongcheng
Q-2026东城一模-10,S-2026东城一模,10,选择题,excluded,excluded,答案C；张三李四宅基地房屋夫妻共同财产+处分权+租金性质，属选必二法律与生活；非选必三思维。,no,batch03_dongcheng
Q-2026东城一模-11,S-2026东城一模,11,选择题,excluded,excluded,答案C；AIGC使用人脸+声音生成数字人；侵犯肖像权+声音权益；停止侵害恢复原状；属选必二法律与生活；非选必三思维。,no,batch03_dongcheng
Q-2026东城一模-12,S-2026东城一模,12,选择题,excluded,excluded,答案B；脑机接口产业链+核心技术攻关，属必修二经济与社会；非选必三思维。,no,batch03_dongcheng
Q-2026东城一模-13,S-2026东城一模,13,选择题,excluded,excluded,答案C(③→①→⑤→⑥)；货币政策传导路径，属必修二经济与社会；非选必三思维。18+选择7、13.pptx 给出宏观流动性传导讲解。,no,batch03_dongcheng
Q-2026东城一模-14,S-2026东城一模,14,选择题,excluded,excluded,答案B(①③)；中非外交关系+贸易投资自由化便利化，属选必一国政经；非选必三思维。,no,batch03_dongcheng
Q-2026东城一模-15,S-2026东城一模,15,选择题,excluded,excluded,答案A(①④)；2025中国外交·微评+四大全球倡议+文明交流互鉴；属选必一国政经；非选必三思维。,no,batch03_dongcheng
Q-2026东城一模-16,S-2026东城一模,16,主观题,excluded,excluded,7分；'能够满足大众情绪需求的文艺，就是优秀文艺'+《哲学与文化》知识；细则人民的文艺+矛盾主次方面+社会效益+民族精神价值观；属必修四哲学+必修三文化；非选必三思维。,no,batch03_dongcheng
Q-2026东城一模-17,S-2026东城一模,17,主观题,excluded,excluded,8分；青年友好型城市建设+《政治与法治》知识；细则全过程人民民主+人大代表+政协参政议政+政府公共服务职能；属必修三政治与法治；非选必三思维。,no,batch03_dongcheng
Q-2026东城一模-18,S-2026东城一模,18,主观题,excluded,excluded,8分；法院司法守护'向新力'+《法律与生活》知识；细则诉讼调解+惩罚性赔偿+恶意诉讼诚信原则；属选必二法律与生活；非选必三思维。,no,batch03_dongcheng
Q-2026东城一模-19-1,S-2026东城一模,19(1),主观题,excluded,同类索引,3分；除文献研究外补充哪一种方法+理由；细则调查研究法/问卷/访谈+实践是认识基础+弥补文献研究局限/分析与综合统一；题干未限定'运用《逻辑与思维》'，属研究方法开放题。'实践是认识基础'锚到必修四认识论；'分析与综合统一'锚到选必三辩证思维。作为辩证思维-分析与综合方法论支持点同类索引保留，不单独入正文。,no,batch03_dongcheng
Q-2026东城一模-19-2,S-2026东城一模,19(2),主观题,excluded,excluded,8分；中关村特色产业园独特优势+作用+《经济与社会》知识；细则创新资源集聚+空间布局精准+全链条产业生态+产城融合；属必修二经济与社会；非选必三思维(细则Slide11明确'用哲学/思维模块答题不给分')。,no,batch03_dongcheng
Q-2026东城一模-19-3,S-2026东城一模,19(3),主观题,excluded,excluded,8分；北京如何统筹高水平对外开放与提升产业链韧性关系+《当代国际政治与经济》知识；细则开放促进韧性4分+韧性支撑开放3分+协同发力1分；属选必一国政经；非选必三思维。,no,batch03_dongcheng
Q-2026东城一模-19-4,S-2026东城一模,19(4),主观题,blocked,入正文,5分；中关村应如何'把1拉长、推进'+系统观念与创新思维知识；19（4）.pptx 细则系统观念知识1分+创新思维知识1分+对应分析2分+1分。创新思维子方法清单：实践、思路新方法新结果新、联想、发散+聚合、超前。可入选必三创新思维主链；系统观念按必修四唯物辩证法-系统优化处理为同类索引。,yes,batch03_dongcheng
Q-2026东城一模-20,S-2026东城一模,20,主观题,excluded,excluded,8分；'我国不断深化对生态文明建设的规律性认识'+综合运用所学；细则党的领导+人民立场+全面依法治国+实践与认识关系；属必修四哲学+必修一中特；非选必三思维。,no,batch03_dongcheng
Q-2026东城期末-1,S-2026东城期末,1,选择题,excluded,excluded,答案D(③④)；大党大国典礼制度展现政治品格+凝聚强国建设力量；属必修一中特；非选必三思维。,no,batch03_dongcheng
Q-2026东城期末-2,S-2026东城期末,2,选择题,excluded,excluded,答案C(②③)；城市书房+公共文化服务+书香社会建设；细则Slide3明确'实践是知识唯一来源'+'传统文化生命力在双创'；属必修四文化+必修三政治与法治；非选必三思维。,no,batch03_dongcheng
Q-2026东城期末-3,S-2026东城期末,3,选择题,excluded,excluded,答案B；'片叶不留'到'落叶缓扫'+保障安全卫生与人文需求矛盾推动城市精细化治理；属必修四矛盾观+必修三政治与法治；非选必三思维(B精细化治理矛盾分析虽含选必三辩证思维信号但模块归属必修四矛盾观)。,no,batch03_dongcheng
Q-2026东城期末-4,S-2026东城期末,4,选择题,excluded,excluded,答案D(②④)；生命起源研究+核糖核酸自在联系+基础科学突破推动应用；细则Slide5明确'类比实验非认识规律前提'+'运动绝对'；属必修四唯物辩证法+认识论；非选必三思维(细则强调'类比推理'但题干答案落点是必修四自在联系)。,no,batch03_dongcheng
Q-2026东城期末-5,S-2026东城期末,5,选择题,excluded,excluded,答案A；'可爱'产品契合多元消费需求；细则Slide6/7明确'新事物=符合规律有生命力远大前途'+'矛盾相互转化前提是同一性和转化条件'；属必修四认识论+矛盾观；非选必三思维。,no,batch03_dongcheng
Q-2026东城期末-6,S-2026东城期末,6,选择题,blocked,入正文,答案B；加入大前提使三段论保真+必要条件假言判断综合硬样本。细则Slide8-9详解：已知小前提'乌毛蕨独居石是纯净无辐射的'+结论'乌毛蕨独居石具有绿色提取前景'。需要中项'纯净无辐射独居石'在大前提中周延。A犯中项不周+大项不当扩大；B'只有具有绿色提取前景的，才是纯净无辐射独居石'(必要条件假言判断'P→Q')译为'纯净无辐射→绿色前景'，作为大前提周延中项；C'有的'不周延中项；D'部分生物成矿'只是中项偏离。可入选必三推理-三段论保真+必要条件假言判断 choice trap。,yes,batch03_dongcheng
Q-2026东城期末-7,S-2026东城期末,7,选择题,blocked,入正文,答案A；矛盾律+假言推理'四人预测一真三假'硬样本。细则Slide10-11详解：吴老师'AI运动数据→¬跨年级智能接力'与王老师'AI运动数据∧跨年级智能接力'形成矛盾关系，必有一真一假；故周老师/郑老师必假；周假→人机赛跑未达标；郑假→人机赛跑未达标且AI主题闯关达标。设问'不可能为真'='AI主题闯关未达标'，A选项'AI主题闯关未达标'即不可能为真。可入选必三推理-矛盾律+假言推理 choice trap。,yes,batch03_dongcheng
Q-2026东城期末-8,S-2026东城期末,8,选择题,excluded,excluded,答案B；中国共产党思想政治工作条例+加强党的领导提高制度化水平；细则Slide12明确'党内法规非法律规范体系'+'思想政治工作非社会意识'；属必修一中特+必修三政治与法治；非选必三思维。,no,batch03_dongcheng
Q-2026东城期末-9,S-2026东城期末,9,选择题,excluded,excluded,答案A(①②)；东城区人大常委会接待代表+全过程人民民主；细则Slide13明确'质询权'误称、'重大事项议事程序'夸大；属必修三政治与法治；非选必三思维。,no,batch03_dongcheng
Q-2026东城期末-10,S-2026东城期末,10,选择题,excluded,excluded,答案D；权利质押无需登记+商业秘密+消费者自主选择权+赠与画作著作权；细则Slide14-15详解；属选必二法律与生活；非选必三思维。,no,batch03_dongcheng
Q-2026东城期末-11,S-2026东城期末,11,选择题,excluded,excluded,答案C；劳动合同+灵活工作制+违法解除；细则Slide16详解'劳动关系自用工之日起成立'+'经济赔偿'；属选必二法律与生活；非选必三思维。,no,batch03_dongcheng
Q-2026东城期末-12,S-2026东城期末,12,选择题,excluded,excluded,答案B(①③)；农村集体经济经理人+市场化+品牌化经营；细则Slide17明确'决定力量绝对化'+'三权分置'；属必修二经济与社会；非选必三思维。,no,batch03_dongcheng
Q-2026东城期末-13,S-2026东城期末,13,选择题,excluded,excluded,答案C(②④)；'投资于人'政策传导；细则Slide18详解传导链条逻辑；属必修二经济与社会；非选必三思维(传导路径推理虽有逻辑信号但模块归属经济传导)。,no,batch03_dongcheng
Q-2026东城期末-14,S-2026东城期末,14,选择题,excluded,excluded,答案D；具身智能机器人全球治理+鼓励创新与防范风险平衡；细则Slide19明确A国际竞争实质混淆+B低成本误判+C根本前提绝对化；属选必一国政经；非选必三思维。,no,batch03_dongcheng
Q-2026东城期末-15,S-2026东城期末,15,选择题,excluded,excluded,答案C(②④)；'投资中国'品牌+扩大服务业开放+四链融合；细则Slide20详解；属选必一国政经；非选必三思维。,no,batch03_dongcheng
Q-2026东城期末-16,S-2026东城期末,16,主观题,excluded,excluded,7分；'白'美学符号+哲学命题+《哲学与文化》知识；细则角度矛盾对立统一+价值观+中华优秀传统文化+文化作用；属必修四哲学+必修三文化；非选必三思维。,no,batch03_dongcheng
Q-2026东城期末-16-1,S-2026东城期末,16(1),主观题,blocked,excluded,矩阵冗余行；2026东城期末试卷中Q16是哲学评析整题，无(1)(2)子题分割；标 excluded 闭合矩阵。,no,batch03_dongcheng
Q-2026东城期末-16-2,S-2026东城期末,16(2),主观题,blocked,excluded,矩阵冗余行；同上，Q16无(1)(2)子题；标 excluded 闭合矩阵。,no,batch03_dongcheng
Q-2026东城期末-17-1,S-2026东城期末,17(1),主观题,excluded,excluded,8分；场景创新制度性障碍+政策性建议+《经济与社会》知识；细则Slide30-37详解'数据产权制度+全国统一技术市场+创新风险补偿'；属必修二经济与社会；非选必三思维。,no,batch03_dongcheng
Q-2026东城期末-17-2,S-2026东城期末,17(2),主观题,blocked,入正文,6分；论证三主张是否符合逻辑+《形式逻辑》知识；细则Slide40-43详解：主张1违反矛盾律2分；主张2充分条件假言推理'肯后必肯前'错误2分；主张3三段论中项不周延2分。SKILL Trial Before Full Run 边界硬样本：是形式逻辑论证而非选必三思维方法主链；按推理部分主链入正文，进入推理索引。,yes,batch03_dongcheng
Q-2026东城期末-18-1,S-2026东城期末,18(1),主观题,excluded,excluded,7分；陈某无人机案+法律责任及依据+《法律与生活》知识；细则Slide49-51详解违约逻辑4分+侵权逻辑3分；属选必二法律与生活；非选必三思维。,no,batch03_dongcheng
Q-2026东城期末-18-2,S-2026东城期末,18(2),主观题,excluded,excluded,4分；维权成功需做哪些工作；细则Slide56详解维权途径2分+依法收集证据2分+明确权利义务诉求合理2分；属选必二法律与生活；非选必三思维。,no,batch03_dongcheng
Q-2026东城期末-19,S-2026东城期末,19,主观题,excluded,excluded,8分；法治中国建设如何在改革与法治良性互动中推进+《政治与法治》知识；细则Slide62详解总说2分+法治国家1分+法治政府2分+法治社会2分+法治实施体系1分；属必修三政治与法治；非选必三思维。,no,batch03_dongcheng
Q-2026东城期末-20,S-2026东城期末,20,主观题,excluded,excluded,7分；四大全球倡议如何系统推动构建人类命运共同体+《当代国际政治与经济》知识；细则Slide67详解四大倡议4分+系统推动2分+实践层面1分；属选必一国政经；非选必三思维。,no,batch03_dongcheng
Q-2026东城期末-21,S-2026东城期末,21,主观题,excluded,同类索引,8分；'区域发展落差势能转化为动能'+综合运用所学；细则Slide77-80详解：党的领导+人民立场+新发展理念+系统观念/科学思维/辩证思维等；'思维方法角度'细则替代项含'系统观念/科学思维/辩证思维/矛盾观/尊重客观规律'。综合短文不限选必三，可作综合题同类索引；不入正文(综合所学非聚焦选必三思维方法)。,no,batch03_dongcheng
Q-2025丰台期末-1,S-2025丰台期末,1,选择题,blocked,excluded,答案B(①④)；中华文明多元/包容性+精神标识；属必修四文化+必修一中特；非选必三思维。,no,batch04_fengtai_shunyi_tongzhou
Q-2025丰台期末-2,S-2025丰台期末,2,选择题,blocked,excluded,答案D(③④)；人大代表家站点信息化建设+履职触角；属必修三政治与法治；非选必三思维。,no,batch04_fengtai_shunyi_tongzhou
Q-2025丰台期末-3,S-2025丰台期末,3,选择题,blocked,excluded,答案B(①④)；养老服务一清单一平台一张网+多方协同；属必修二经济与社会；非选必三思维。,no,batch04_fengtai_shunyi_tongzhou
Q-2025丰台期末-4,S-2025丰台期末,4,选择题,blocked,excluded,答案A(①③)；人民医护/教育家/卫士事迹+实现人生价值；属必修四价值观+人生观；非选必三思维。,no,batch04_fengtai_shunyi_tongzhou
Q-2025丰台期末-5,S-2025丰台期末,5,选择题,blocked,excluded,答案A(①②)；网络重塑生产生活方式+整合资源解决发展不平衡；属必修二经济与社会；非选必三思维。,no,batch04_fengtai_shunyi_tongzhou
Q-2025丰台期末-6,S-2025丰台期末,6,选择题,blocked,excluded,答案A(①②)；京彩灯会+非遗与区域文化创新融合+文化自信；属必修四文化+必修三文化；非选必三思维。,no,batch04_fengtai_shunyi_tongzhou
Q-2025丰台期末-7,S-2025丰台期末,7,选择题,blocked,入正文,答案C；漫画'为昨天懊恼替明天担心不如把握当下'；C正确(从实际出发从当下做起)。B'运用超前思维思考明天创造幸福人生'是选必三超前思维概念跨模块外挂的边界陷阱(漫画主旨'把握当下'与超前思维方向相反)。可入选必三 choice trap-边界陷阱/选必三干扰项/超前思维误用。,yes,batch04_fengtai_shunyi_tongzhou
Q-2025丰台期末-8,S-2025丰台期末,8,选择题,blocked,入正文,答案D(②④)；现代诗《和平是一棵树》创作思路；②正确(运用发散思维表达对和平的向往)+④正确(以形象思维触及和平本质)；①以想象作为思维基本单元(感性形象才是基本单元)；③主要运用抽象思维(诗以形象思维为主)。可入选必三 choice trap-创新思维/发散思维+形象思维与抽象思维区分。,yes,batch04_fengtai_shunyi_tongzhou
Q-2025丰台期末-9,S-2025丰台期末,9,选择题,blocked,入正文,答案D；研学路线推理；D正确(肯定前件式：建立联系→有所收获)；A联言判断真不能推出'李报湖南'(可能报甘肃)；B不相容选言判断不能直接断定一支；C充分条件假言推理不能肯后推前。可入选必三 choice trap-推理-联言/选言/充分条件假言推理。,yes,batch04_fengtai_shunyi_tongzhou
Q-2025丰台期末-10,S-2025丰台期末,10,选择题,blocked,入正文,答案B(①④)；'吃一堑长一智'+'闻一知十'+'举一反三'；①归纳推理(从特殊推一般)正确；④类比推理（举一反三）正确；②演绎推理误用；③感性具体到思维抽象误用('闻一知十'本质是归纳/类比)。可入选必三 choice trap-推理-归纳推理+类比推理+思维抽象具体边界。,yes,batch04_fengtai_shunyi_tongzhou
Q-2025丰台期末-11,S-2025丰台期末,11,选择题,blocked,excluded,答案D(③④)；李某未经同意公布吴某照片+权利义务统一+网络空间法治化；属选必二法律与生活；非选必三思维。,no,batch04_fengtai_shunyi_tongzhou
Q-2025丰台期末-12,S-2025丰台期末,12,选择题,blocked,excluded,答案B(①④)；旅游合同+安全保障义务+侵权责任；属选必二法律与生活；非选必三思维。,no,batch04_fengtai_shunyi_tongzhou
Q-2025丰台期末-13,S-2025丰台期末,13,选择题,blocked,excluded,答案C(②③)；财政货币政策传导+利率/政府投资；属必修二经济与社会；非选必三思维。,no,batch04_fengtai_shunyi_tongzhou
Q-2025丰台期末-14,S-2025丰台期末,14,选择题,blocked,excluded,答案C(②③)；首发经济+整合产业链/引领消费潮流；属必修二经济与社会；非选必三思维。,no,batch04_fengtai_shunyi_tongzhou
Q-2025丰台期末-15,S-2025丰台期末,15,选择题,blocked,excluded,答案A(①③)；外贸高质量发展+出口结构优化+绿色底色；属选必一国政经；非选必三思维。,no,batch04_fengtai_shunyi_tongzhou
Q-2025丰台期末-16,S-2025丰台期末,16,主观题,excluded,入正文,8分；'界'的辩证思维谈理解；细则水平4(7-8分)要求至少2个维度3个知识点。可挂矛盾/整体性/质量互变/动态性。证据等级A-support(细则采意分档非采点)；按硬规则§十二补一四要件须分点写。可入选必三辩证思维主链。,yes,batch04_fengtai_shunyi_tongzhou
Q-2025丰台期末-17,S-2025丰台期末,17,主观题,blocked,excluded,6分；'人民城市人民建'谈认识；细则人民性/全过程人民民主/以人民为中心/民主决策协商管理监督；属必修四+必修三政治与法治；非选必三思维。,no,batch04_fengtai_shunyi_tongzhou
Q-2025丰台期末-18-1,S-2025丰台期末,18(1),主观题,covered_by_74,入正文,4分；①'放得活才有春色满园'+②'这不仅是…更是…'写出判断类型并说明保真条件；细则①必要条件假言判断1分+保真条件1分；②联言判断1分+保真条件1分。可入选必三推理边界主链(假言+联言判断保真条件)。,yes,batch04_fengtai_shunyi_tongzhou
Q-2025丰台期末-18-2,S-2025丰台期末,18(2),主观题,excluded,excluded,7分；数字经济'放得活'与'管得住'+《经济与社会》；细则有效市场有为政府相结合；属必修二经济与社会；非选必三思维。,no,batch04_fengtai_shunyi_tongzhou
Q-2025丰台期末-18-3,S-2025丰台期末,18(3),主观题,excluded,excluded,法治如何护航高水平社会主义市场经济体制；属必修三政治与法治；非选必三思维。,no,batch04_fengtai_shunyi_tongzhou
Q-2025丰台期末-19,S-2025丰台期末,19,主观题,excluded,excluded,尹某劳动合同+《法律与生活》；细则法院裁判以事实为根据以法律为准绳+劳动法第三十九条；属选必二法律与生活；非选必三思维。,no,batch04_fengtai_shunyi_tongzhou
Q-2025丰台期末-20,S-2025丰台期末,20,主观题,excluded,excluded,8分；中非合作论坛+战略性共识+《当代国际政治与经济》；细则共同利益+人类命运共同体+新型国际关系；属选必一国政经；非选必三思维。,no,batch04_fengtai_shunyi_tongzhou
Q-2025丰台期末-21,S-2025丰台期末,21,主观题,blocked,同类索引,10分；'制度优势是国家最大优势'综合短文+综合运用所学；细则水平描述含党的领导制度/人民代表大会制度/社会主义市场经济体制等；综合短文不限选必三，作综合题同类索引；不入正文(综合所学非聚焦选必三思维方法)。,no,batch04_fengtai_shunyi_tongzhou
Q-2026丰台一模-4,S-2026丰台一模,4,选择题,入正文,入正文,答案B；凹曲屋面/最速降线；B正确(体现综合思维将古建筑功能性与艺术性融为一体)；①古人实践积淀(必修四实践)；③全新重构夸大；④运用联想思维'最速降线'迁移至屋顶建造的诱人项(实际是综合思维更准确)。可入选必三 choice trap-导论综合思维与创新思维-联想思维区分。,yes,batch04_fengtai_shunyi_tongzhou
Q-2026丰台一模-7,S-2026丰台一模,7,选择题,入正文,入正文,答案A；中医四诊法；A正确(发散与聚合相结合方法诊治)；B充分条件假言推理误用(病症与病因不是单向充分条件)；C只有运用完全归纳推理夸大(归纳推理不必完全)；D超前思维诊断误用(诊断属当下判断而非未来预判)。可入选必三 choice trap-创新思维-发散思维与聚合思维结合 vs 假言推理 vs 归纳推理 vs 超前思维。,yes,batch04_fengtai_shunyi_tongzhou
Q-2026丰台一模-8,S-2026丰台一模,8,选择题,入正文,入正文,答案C(②③)；'北京志愿者'标识+'只要P就应当Q'充分条件假言判断；②否后必否前(¬Q→¬P)有效；③存在量词推论(P非空，从P→Q且P存在可推有些Q是P)有效；①否前不必否后；④肯后不必肯前。可入选必三 choice trap-推理-充分条件假言推理有效式与无效式。,yes,batch04_fengtai_shunyi_tongzhou
Q-2026丰台一模-9,S-2026丰台一模,9,选择题,入正文,入正文,答案D；元宵节猜灯谜；D正确(联言判断'兼具文学趣味与益智功能')；A全同关系误用(实际是属种关系)；B种属关系误用(灯谜与谜面/目/底是整体与部分关系)；C定项误用('元宵节猜灯谜'是变项而非定项)。可入选必三 choice trap-判断-联言判断+外延关系（属种/整体部分）+概念-定项变项。,yes,batch04_fengtai_shunyi_tongzhou
Q-2026丰台一模-18-2,S-2026丰台一模,18(2),主观题,入正文,入正文,6分；甲必要条件假言推理(肯定后件式)正确；乙三段论大项不当扩大错误；细则Slide35-36：甲1分类型+1分有效式+1分前提真实+材料分析；乙1分类型+1分周延规则+1分大项不当扩大错误。SKILL §十八硬样本+硬规则§十八永久锁定。可入选必三推理边界主链(必要条件假言推理+三段论大项不当扩大)。,yes,batch04_fengtai_shunyi_tongzhou
Q-2026丰台一模-UNPARSED-PAPER,S-2026丰台一模,UNPARSED,其他,blocked,blocked,试卷PDF为image-only，OCR提取后选项视觉残缺；矩阵冗余行；blocker=paper PDF text layer is blank/thin。本批通过补充源6e8f2df5ef86ff9e_丰台一模.txt+CODEX_CHOICE_TRAP_LEDGER_PRELIM.csv已恢复Q4/Q7/Q8/Q9/Q18(2)五题选必三相关候选；剩余Q1-3/Q5-6/Q10-15/Q16-17/Q19-21已逐题归入其他模块或独立 row。,yes,batch04_fengtai_shunyi_tongzhou
Q-2025顺义一模-1,S-2025顺义一模,1,选择题,blocked,excluded,答案A(①②)；治理百年大党+全面从严治党+大党独有难题清醒；属必修一中特+党的建设；非选必三思维。,no,batch04_fengtai_shunyi_tongzhou
Q-2025顺义一模-2,S-2025顺义一模,2,选择题,blocked,excluded,答案C(②③)；社区微花园+集思广益因地制宜+民生大情怀；属必修三政治与法治+社会治理；非选必三思维。,no,batch04_fengtai_shunyi_tongzhou
Q-2025顺义一模-3,S-2025顺义一模,3,选择题,blocked,excluded,答案B；亚冬会冰雪运动+多元冰雪文化交流交融；B正确(必修四联系观+文化作用)；D'运用逆向思维有意想象文化交流和经济发展间的关联'是选必三创新思维-逆向思维概念跨模块外挂(题面无逆向操作信号)；A共性寓于个性反着写；C具体问题具体分析才是关键。属必修四+文化模块；非选必三思维。,no,batch04_fengtai_shunyi_tongzhou
Q-2025顺义一模-4,S-2025顺义一模,4,选择题,blocked,excluded,答案D(②④)；时间利用调查+互联网使用大幅增加+健身学习反映价值判断；属必修四认识论+价值观；非选必三思维(①'调查结果具有直接现实性'是必修四实践vs认识区分陷阱)。,no,batch04_fengtai_shunyi_tongzhou
Q-2025顺义一模-5,S-2025顺义一模,5,选择题,blocked,入正文,答案B；'这篇散文不但文笔生动而且富有哲理'相矛盾命题；联言判断'A且B'矛盾命题为'非A或非B'(德摩根定律)；B'或者文笔不生动或者不富有哲理'(¬A∨¬B)即矛盾；A极端否定(¬A∧¬B)非矛盾；C(¬A→B等价A∨B)与原命题可共存；D(B→A)非矛盾。可入选必三 choice trap-判断-联言判断的矛盾命题(德摩根定律)。,yes,batch04_fengtai_shunyi_tongzhou
Q-2025顺义一模-6,S-2025顺义一模,6,选择题,covered_by_74,入正文,答案A(①②)；央行互换便利SFISF；①主项识别正确(政策工具)；②联言判断正确(同时对不同方面情况进行断定)；③划分标准不一误用(实际犯越级划分错误)；④反对称关系误判(获得流动性支持是反对称但与材料情境不符)。可入选必三 choice trap-判断综合-性质判断主项+联言判断+划分错误+关系判断对称性。,yes,batch04_fengtai_shunyi_tongzhou
Q-2025顺义一模-7,S-2025顺义一模,7,选择题,covered_by_74,入正文,答案A(逆向选择题)；A大项'青年'前提中肯定判断谓项不周延+结论否定判断谓项周延=大项不当扩大(题目原文误称为'小项不当扩大')；B两否前提不能必然推出结论；C四概念错误('物质'哲学概念vs具体物质形态)；D中项'农民'两前提都不周延=中项不周延。硬规则§十九硬样本：'2025顺义一模7'是三段论谬误名称纠错硬样本。可入选必三 choice trap-推理-三段论周延规则+大项不当扩大+小项不当扩大区分+中项不周延+四概念。,yes,batch04_fengtai_shunyi_tongzhou
Q-2025顺义一模-8,S-2025顺义一模,8,选择题,covered_by_74,excluded,答案C(②④)；人大代表法修正草案+联系制度机制+履职效能；属必修三政治与法治；非选必三思维。,no,batch04_fengtai_shunyi_tongzhou
Q-2025顺义一模-9,S-2025顺义一模,9,选择题,blocked,excluded,答案B(①④)；12356心理援助热线+整合政务服务资源+提高政府服务实效；属必修三政治与法治+政府职能；非选必三思维。,no,batch04_fengtai_shunyi_tongzhou
Q-2025顺义一模-10,S-2025顺义一模,10,选择题,blocked,excluded,答案A；邓某怀孕调岗解约+《劳动法》第三条+第五十八条；属选必二法律与生活；非选必三思维。,no,batch04_fengtai_shunyi_tongzhou
Q-2025顺义一模-11,S-2025顺义一模,11,选择题,blocked,excluded,答案D(③④)；卫先生扶古阿姨摔倒+见义勇为补偿+民法典183条受益人补偿；属选必二法律与生活；非选必三思维。,no,batch04_fengtai_shunyi_tongzhou
Q-2025顺义一模-12,S-2025顺义一模,12,选择题,blocked,excluded,答案C(②③)；'寸麦不怕尺水'传感器精准农业+数据要素与农业融合；属必修二经济与社会+乡村振兴；非选必三思维。,no,batch04_fengtai_shunyi_tongzhou
Q-2025顺义一模-13,S-2025顺义一模,13,选择题,blocked,excluded,答案B(①④)；矿业权竞争性出让+市场决定性作用；属必修二经济与社会；非选必三思维。,no,batch04_fengtai_shunyi_tongzhou
Q-2025顺义一模-14,S-2025顺义一模,14,选择题,blocked,excluded,答案D(②④)；平安中国+国家安全宣传教育+新安全格局；属必修一中特+必修三政治与法治；非选必三思维。,no,batch04_fengtai_shunyi_tongzhou
Q-2025顺义一模-15,S-2025顺义一模,15,选择题,blocked,excluded,答案A(①④)；中国国际形象全球调查+和平发展道路+负责任大国；属选必一国政经；非选必三思维。,no,batch04_fengtai_shunyi_tongzhou
Q-2025顺义一模-16,S-2025顺义一模,16,主观题,blocked,excluded,8分；《哪吒之魔童闹海》如何让'古老的'成为'新生的'+《哲学与文化》；细则文化双创+辩证否定+联系+价值观；属必修四+必修三文化；非选必三思维(辩证否定为必修四唯物辩证法节点)。,no,batch04_fengtai_shunyi_tongzhou
Q-2025顺义一模-17-1,S-2025顺义一模,17(1),主观题,covered_by_74,入正文,4分；甲乙丙'科创基金支持/科创人才高地'判断同时为真；细则1分(条件)+3分(理由=1分判断类型+2分具体分析)：甲充分条件假言判断/乙必要条件假言判断/丙相容选言判断。可入选必三推理边界主链(三种判断类型保真条件并列+三者同时为真的合取条件)。,yes,batch04_fengtai_shunyi_tongzhou
Q-2025顺义一模-17-2,S-2025顺义一模,17(2),主观题,blocked,excluded,6分；专精特新中小企业发展壮大+《政治与法治》；细则两角度4分+一角度2分(政府职能/服务型政府)；属必修三政治与法治+政府职能；非选必三思维。,no,batch04_fengtai_shunyi_tongzhou
Q-2025顺义一模-18,S-2025顺义一模,18,主观题,blocked,excluded,7分；新质生产力+现代化产业体系+《经济与社会》；细则总3分+传统/新兴/未来产业分项；属必修二经济与社会；非选必三思维。,no,batch04_fengtai_shunyi_tongzhou
