ledger_id,suite,question_no,source_id,source_type,evidence_level,file_path_hint,status,notes
2026门头沟一模_Q20_SRC_f6e59c8eee71,2026门头沟一模,20,SRC_f6e59c8eee71,P0_candidate_scoring,P0_formal_scoring_rule_docx,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026门头沟一模/细则/细则.docx,rechecked_batch04H_promoted_source,Formal scoring docx gives Q20 why=cause+meaning structure; China side 2 points; world side 2 points; logic 1 point; caps one-sided and textbook-only answers
2026门头沟一模_Q20_SRC_e34a259c7765,2026门头沟一模,20,SRC_e34a259c7765,P3_candidate_paper,P3_paper_text_support,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026门头沟一模/试卷/试卷.pdf,rechecked_batch04H_support,Paper PDF confirms Q20 prompt and Hainan closure materials on page 8; scoring authority remains 细则.docx
2026门头沟一模_Q21_SRC_f6e59c8eee71,2026门头沟一模,21,SRC_f6e59c8eee71,P0_candidate_scoring,P0_composite_boundary_only,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026门头沟一模/细则/细则.docx,rechecked_batch04H_boundary_only,Composite level-scored question; material three has 当代国际政治与经济 4-point chunk with example terms; retained for expression accumulation only
2026门头沟一模_Q21_SRC_e34a259c7765,2026门头沟一模,21,SRC_e34a259c7765,P3_candidate_paper,P3_paper_text_support,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026门头沟一模/试卷/试卷.pdf,rechecked_batch04H_boundary_support,Paper PDF confirms Q21 prompt and material three on page 8; no point-by-point Xuanbiyi rubric found
2026丰台一模_Q19_SRC_44f3b42c2caf,2026丰台一模,19,SRC_44f3b42c2caf,P0_candidate_scoring,P0_scoring_pptx_reference_answer_guarded,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026丰台一模/细则/细则.pptx,rechecked_batch04I_guarded_source,Scoring-folder PPTX slide 41 gives analysis and slide 42 gives 8-point reference answer; no point-by-point marking slots found; guarded expression accumulation only
2026丰台一模_Q19_SRC_31e84e4e2ec2,2026丰台一模,19,SRC_31e84e4e2ec2,P3_candidate_paper,P3_visual_prompt_support,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026丰台一模/试卷/试卷.pdf,rechecked_batch04I_visual_support,Original paper PDF has no extractable text; rendered in this run and visually confirmed Q19 prompt on page 8
2026丰台一模_Q18_SRC_44f3b42c2caf,2026丰台一模,18,SRC_44f3b42c2caf,P0_candidate_scoring,P0_no_xuanbiyi_boundary,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026丰台一模/细则/细则.pptx,rechecked_batch04I_no_xuanbiyi,Q18(1) Economic and Society and Q18(2) Logic and Thinking; suite exhaustion only
2026丰台一模_Q20_SRC_31e84e4e2ec2,2026丰台一模,20,SRC_31e84e4e2ec2,P3_candidate_paper,P3_visual_no_xuanbiyi_boundary,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026丰台一模/试卷/试卷.pdf,rechecked_batch04I_no_xuanbiyi_visual,Q20 visually confirmed on paper page 9 as Law and Life case-analysis question; suite exhaustion only
2026延庆一模_Q19_2_SRC_5bf6b7387198,2026延庆一模,19(2),SRC_5bf6b7387198,P0_candidate_scoring,P0_formal_scoring_rule_docx,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026延庆一模/细则/细则.docx,rechecked_batch04J_promoted_source,Formal scoring docx gives Q19(2) theory logic 4 points and value implication 4 points; exact scoring bullets recorded
2026延庆一模_Q19_2_SRC_944b03f9c3be,2026延庆一模,19(2),SRC_944b03f9c3be,P3_candidate_paper,P3_visual_prompt_support,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026延庆一模/试卷/试卷.pdf,rechecked_batch04J_visual_support,Original paper PDF rendered in this run; page 6-7 visually confirm material two and full cross-page prompt
2026延庆一模_Q19_1_SRC_5bf6b7387198,2026延庆一模,19(1),SRC_5bf6b7387198,P0_candidate_scoring,P0_no_xuanbiyi_boundary,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026延庆一模/细则/细则.docx,rechecked_batch04J_no_xuanbiyi,Q19(1) Economic and Society; suite exhaustion only
2026延庆一模_Q18_2_SRC_5bf6b7387198,2026延庆一模,18(2),SRC_5bf6b7387198,P0_candidate_scoring,P0_no_xuanbiyi_boundary,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026延庆一模/细则/细则.docx,rechecked_batch04J_no_xuanbiyi,Q18(2) Logic and Thinking; suite exhaustion only
2026房山一模_Q19_SRC_7301f6d3c6e2,2026房山一模,19,SRC_7301f6d3c6e2,P0_candidate_scoring,P0_formal_scoring_rule_docx,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026房山一模/细则/细则.docx,rechecked_batch04K_promoted_source,Formal scoring docx gives Q19 Hainan free-trade-port international-circulation structure; four candidate groups recorded with one scoring-note ambiguity for review
2026房山一模_Q19_SRC_0e98e571e5b0,2026房山一模,19,SRC_0e98e571e5b0,P3_candidate_paper,P3_visual_prompt_support,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026房山一模/试卷/试卷.pdf,rechecked_batch04K_visual_support,Original paper PDF rendered in this run; page 10 visually confirms Q19 prompt and table material
2026房山一模_Q16_1_SRC_7301f6d3c6e2,2026房山一模,16(1),SRC_7301f6d3c6e2,P0_candidate_scoring,P0_mixed_module_boundary,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026房山一模/细则/细则.docx,rechecked_batch04K_boundary_only,Economic and Society location-development question with opening phrases; not promoted to Xuanbiyi main chain
2026房山一模_Q20_SRC_7301f6d3c6e2,2026房山一模,20,SRC_7301f6d3c6e2,P0_candidate_scoring,P0_composite_boundary,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026房山一模/细则/细则.docx,rechecked_batch04K_boundary_only,Broad integrated level-scored question; world-meaning examples mention China wisdom/solution but no independent Xuanbiyi point-scoring slot
2026石景山一模_Q20_SRC_2b459ae738e8,2026石景山一模,20,SRC_2b459ae738e8,P0_candidate_scoring_reference,P0_scoring_reference_level_guarded,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026石景山一模/细则/细则.doc,rechecked_batch04L_guarded_candidate_after_ab_review,"Official answer/scoring reference gives keyword-level rule and angle list; A/B closed as guarded level-scoring source, not point-by-point rubric"
2026石景山一模_Q20_SRC_b46dba82c3ff,2026石景山一模,20,SRC_b46dba82c3ff,P3_candidate_paper,P3_visual_prompt_support,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026石景山一模/试卷/试卷.pdf,rechecked_batch04L_visual_support_after_ab_review,Original paper PDF rendered; supports full Q20 prompt and reference examples; A/B closed as prompt/support source
2026石景山一模_Q16_SRC_2b459ae738e8,2026石景山一模,16,SRC_2b459ae738e8,P0_candidate_scoring,P0_no_xuanbiyi_boundary,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026石景山一模/细则/细则.doc,rechecked_batch04L_boundary_after_ab_review,Q16 Economic and Society; suite exhaustion only
2026石景山一模_Q17_SRC_2b459ae738e8,2026石景山一模,17,SRC_2b459ae738e8,P0_candidate_scoring,P0_no_xuanbiyi_boundary,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026石景山一模/细则/细则.doc,rechecked_batch04L_boundary_after_ab_review,Q17 Philosophy Culture and Thinking; suite exhaustion only
2026石景山一模_Q18_SRC_2b459ae738e8,2026石景山一模,18,SRC_2b459ae738e8,P0_candidate_scoring,P0_no_xuanbiyi_boundary,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026石景山一模/细则/细则.doc,rechecked_batch04L_boundary_after_ab_review,Q18 Law and Life; suite exhaustion only
2026石景山一模_Q19_SRC_2b459ae738e8,2026石景山一模,19,SRC_2b459ae738e8,P0_candidate_scoring,P0_no_xuanbiyi_boundary,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026石景山一模/细则/细则.doc,rechecked_batch04L_boundary_after_ab_review,Q19 Politics and Law; suite exhaustion only
2026石景山一模_Q21_SRC_2b459ae738e8,2026石景山一模,21,SRC_2b459ae738e8,P0_candidate_scoring,P0_composite_boundary,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026石景山一模/细则/细则.doc,rechecked_batch04L_boundary_after_ab_review,Q21 ecology-law-code composite level question; China wisdom and China solution are example wording not Xuanbiyi point-scoring slots
2026海淀期末_Qall_SRC_SRC_93d2077755f7,2026海淀期末,all,SRC_93d2077755f7,P0_candidate_scoring,P0_candidate_scoring,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026海淀期末/细则/细则.pdf,batch04M_rechecked_no_xuanbiyi,No Xuanbiyi subjective promotion after scoring/paper scan.
2026海淀期末_Qall_SRC_SRC_51b7508a0497,2026海淀期末,all,SRC_51b7508a0497,P3_candidate_paper,P3_candidate_paper,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026海淀期末/试卷/试卷.pdf,batch04M_rechecked_no_xuanbiyi,No Xuanbiyi subjective promotion after scoring/paper scan.
2024丰台一模_Q20_SRC_SRC_04f136a5f8d1,2024丰台一模,20,SRC_04f136a5f8d1,P0_candidate_scoring,P0_candidate_scoring,/Users/wanglifei/Desktop/2024模拟题/丰台一模/细则/细则.docx,batch04M_rechecked_source,Batch04M remaining-suite source rechecked; see manual evidence notes.
2024丰台一模_Q20_SRC_SRC_60a70dc180c6,2024丰台一模,20,SRC_60a70dc180c6,P1_candidate_reference_answer,P1_candidate_reference_answer,/Users/wanglifei/Desktop/2024模拟题/丰台一模/试卷/补充材料/2024北京丰台高三一模政治试题及答案.pdf,batch04M_rechecked_source,Batch04M remaining-suite source rechecked; see manual evidence notes.
2024丰台一模_Q20_SRC_SRC_a2905154bbd4,2024丰台一模,20,SRC_a2905154bbd4,P3_candidate_paper,P3_candidate_paper,/Users/wanglifei/Desktop/2024模拟题/丰台一模/试卷/试卷.pdf,batch04M_rechecked_source,Batch04M remaining-suite source rechecked; see manual evidence notes.
2024丰台二模_Q19_SRC_SRC_8cabfb2a5c95,2024丰台二模,19,SRC_8cabfb2a5c95,P0_candidate_scoring,P0_candidate_scoring,/Users/wanglifei/Desktop/2024模拟题/丰台二模/细则/细则.docx,batch04M_rechecked_source,Batch04M remaining-suite source rechecked; see manual evidence notes.
2024丰台二模_Q19_SRC_SRC_610be819f51b,2024丰台二模,19,SRC_610be819f51b,P3_candidate_paper,P3_candidate_paper,/Users/wanglifei/Desktop/2024模拟题/丰台二模/试卷/试卷.pdf,batch04M_rechecked_source,Batch04M remaining-suite source rechecked; see manual evidence notes.
2024石景山一模_Q19(2)_SRC_SRC_f887d1b620c6,2024石景山一模,19(2),SRC_f887d1b620c6,P1_reference_answer_only_pptx,P1_reference_answer_only,/Users/wanglifei/Desktop/2024模拟题/石景山一模/细则/细则.pptx,batch04M_reference_only_not_promoted,ClaudeCode B confirmed teaching PPT/reference answer only; no formal scoring standard; not promoted.
2024石景山一模_Q19(2)_SRC_SRC_6fbd7d422e58,2024石景山一模,19(2),SRC_6fbd7d422e58,P3_candidate_paper,P3_candidate_paper,/Users/wanglifei/Desktop/2024模拟题/石景山一模/试卷/试卷.docx,batch04M_rechecked_source,Batch04M remaining-suite source rechecked; see manual evidence notes.
2024顺义二模_Q19(2)_SRC_SRC_0eb74816f25f,2024顺义二模,19(2),SRC_0eb74816f25f,P1_reference_answer_only_docx,P1_reference_answer_only,/Users/wanglifei/Desktop/2024模拟题/顺义思政二模/细则/细则.docx,batch04M_reference_only_not_promoted,ClaudeCode B confirmed reference-answer only and mixed-module; no formal scoring standard; not promoted.
2024顺义二模_Q19(2)_SRC_SRC_3019384a5b42,2024顺义二模,19(2),SRC_3019384a5b42,P3_candidate_paper,P3_candidate_paper,/Users/wanglifei/Desktop/2024模拟题/顺义思政二模/试卷/试卷.docx,batch04M_rechecked_source,Batch04M remaining-suite source rechecked; see manual evidence notes.
2025丰台一模_Q20_SRC_SRC_066dbcf5b765,2025丰台一模,20,SRC_066dbcf5b765,P0_candidate_scoring,P0_candidate_scoring,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025丰台一模/细则/细则.docx,batch04M_rechecked_source,Batch04M remaining-suite source rechecked; see manual evidence notes.
2025丰台一模_Q20_SRC_SRC_ef312c0ead76,2025丰台一模,20,SRC_ef312c0ead76,P3_candidate_paper,P3_candidate_paper,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025丰台一模/试卷/试卷.pdf,batch04M_rechecked_source,Batch04M remaining-suite source rechecked; see manual evidence notes.
2025丰台期末_Q20_SRC_SRC_86fc00424d39,2025丰台期末,20,SRC_86fc00424d39,P0_candidate_scoring,P0_candidate_scoring,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025丰台期末/细则/细则.pptx,batch04M_rechecked_source,Batch04M remaining-suite source rechecked; see manual evidence notes.
2025丰台期末_Q20_SRC_SRC_25f18281e8a8,2025丰台期末,20,SRC_25f18281e8a8,P3_candidate_paper,P3_candidate_paper,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025丰台期末/试卷/试卷.pdf,batch04M_rechecked_source,Batch04M remaining-suite source rechecked; see manual evidence notes.
2025延庆一模_Q20(2)_SRC_SRC_4572acf26cdb,2025延庆一模,20(2),SRC_4572acf26cdb,P0_candidate_scoring,P0_candidate_scoring,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025延庆一模/细则/细则.docx,batch04M_rechecked_source,Batch04M remaining-suite source rechecked; see manual evidence notes.
2025延庆一模_Q20(2)_SRC_SRC_438d82cfc42b,2025延庆一模,20(2),SRC_438d82cfc42b,P3_candidate_paper,P3_candidate_paper,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025延庆一模/试卷/试卷.pdf,batch04M_rechecked_source,Batch04M remaining-suite source rechecked; see manual evidence notes.
2025房山一模_Q18(2)_SRC_SRC_8ee813c0b52e,2025房山一模,18(2),SRC_8ee813c0b52e,P0_candidate_scoring,P0_candidate_scoring,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025房山一模/细则/细则.pdf,batch04M_rechecked_source,Batch04M remaining-suite source rechecked; see manual evidence notes.
2025房山一模_Q18(2)_SRC_SRC_dc005114eca8,2025房山一模,18(2),SRC_dc005114eca8,P3_candidate_paper,P3_candidate_paper,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025房山一模/试卷/试卷.pdf,batch04M_rechecked_source,Batch04M remaining-suite source rechecked; see manual evidence notes.
2025昌平二模_Q21_SRC_SRC_2df7863ec9eb,2025昌平二模,21,SRC_2df7863ec9eb,P0_formal_scoring_pptx_no_explicit_book_guard,P0_guarded_no_explicit_book,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025昌平二模/细则/细则.pptx,batch04M_guarded_admit,Formal scoring terms include Xuanbiyi economic-globalization items but prompt has no explicit book tag; guarded admit only.
2025昌平二模_Q21_SRC_SRC_f67354a12eea,2025昌平二模,21,SRC_f67354a12eea,P3_candidate_paper,P3_candidate_paper,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025昌平二模/试卷/试卷.pdf,batch04M_rechecked_source,Batch04M remaining-suite source rechecked; see manual evidence notes.
2025石景山一模_Q17(2)_SRC_SRC_700c0fe3ebe1,2025石景山一模,17(2),SRC_700c0fe3ebe1,P0_candidate_scoring,P0_candidate_scoring,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025石景山一模/细则/细则.doc,batch04M_rechecked_source,Batch04M remaining-suite source rechecked; see manual evidence notes.
2025石景山一模_Q17(2)_SRC_SRC_949be36f2037,2025石景山一模,17(2),SRC_949be36f2037,P3_candidate_paper,P3_candidate_paper,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025石景山一模/试卷/试卷.pdf,batch04M_rechecked_source,Batch04M remaining-suite source rechecked; see manual evidence notes.
2025顺义一模_Q20_SRC_SRC_6087ed54082b,2025顺义一模,20,SRC_6087ed54082b,P0_candidate_scoring,P0_candidate_scoring,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025顺义一模/细则/细则.docx,batch04M_rechecked_source,Batch04M remaining-suite source rechecked; see manual evidence notes.
2025顺义一模_Q20_SRC_SRC_54c5e688c015,2025顺义一模,20,SRC_54c5e688c015,P3_candidate_paper,P3_candidate_paper,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025顺义一模/试卷/试卷.pdf,batch04M_rechecked_source,Batch04M remaining-suite source rechecked; see manual evidence notes.
2026丰台期末_Q20_SRC_SRC_45c50fff4444,2026丰台期末,20,SRC_45c50fff4444,prompt_only_support_source,prompt_found_scoring_missing,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026丰台期末/细则/细则.pdf,batch04M_prompt_only_blocker_confirmed_by_claudecode,ClaudeCode B confirmed LAC Q20 prompt exists but current rubric is absent; do not promote.
2026丰台期末_Q20_SRC_SRC_371641aaa3a7,2026丰台期末,20,SRC_371641aaa3a7,paper_support_extraction_failed,prompt_support_only,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026丰台期末/试卷/试卷.pdf,batch04M_prompt_only_blocker_confirmed_by_claudecode,Paper extraction failed/too short; no scoring rubric; do not promote.
