rubric_atom_id,question_id,rubric_or_answer_phrase,evidence_type,evidence_level,plain_reward_description,related_material_atom_ids,what_expression_is_rewarded,what_judgment_student_must_make_before_writing,legal_knowledge_or_rule_if_explicit,value_expression_if_explicit,knowledge_material_value_type,can_be_written_without_material,source_locator,uncertainty
R_CC0025_2024_朝阳_二模_17_01,CC0025_2024_朝阳_二模_17,17.结合材料，说明仲裁委员会作出上述裁决的理由，并分析该典型案例的意义。,marking_report,formal,17.结合材料，说明仲裁委员会作出上述裁决的理由，并分析该典型案例的意义。,M_CC0025_2024_朝阳_二模_17_01|M_CC0025_2024_朝阳_二模_17_02,17.结合材料，说明仲裁委员会作出上述裁决的理由，并分析该典型案例的意义。,判断法律关系/行为性质/责任承担或程序路径(回源细化),,,material,no,F0016:page 2 | F0017:text | F0018:page 6 | F0241:page 6 | F0242:text | F0243:page 2,heuristic_atom_split_from_text_layer; needs回源核细则原文
R_CC0150_2025_朝阳_二模_20_13,CC0150_2025_朝阳_二模_20,③安全：维护国家安全/为国家发展创造良好的外部环境,marking_rubric,formal,③安全：维护国家安全/为国家发展创造良好的外部环境,M_CC0150_2025_朝阳_二模_20_01|M_CC0150_2025_朝阳_二模_20_02,③安全：维护国家安全/为国家发展创造良好的外部环境,判断法律关系/行为性质/责任承担或程序路径(回源细化),,维护,value,uncertain,F0117:text | F0119:page 6 | F0119:page 9,heuristic_atom_split_from_text_layer; needs回源核细则原文
R_CC0150_2025_朝阳_二模_20_14,CC0150_2025_朝阳_二模_20,④政治：运筹外交全局/推动构建人类命运共同体 （以上4个角度，必要性1分，重要性答出任意2个2分，共计3分）,marking_rubric,formal,④政治：运筹外交全局/推动构建人类命运共同体 （以上4个角度，必要性1分，重要性答出任意2个2分，共计3分）,M_CC0150_2025_朝阳_二模_20_01|M_CC0150_2025_朝阳_二模_20_02,④政治：运筹外交全局/推动构建人类命运共同体 （以上4个角度，必要性1分，重要性答出任意2个2分，共计3分）,判断法律关系/行为性质/责任承担或程序路径(回源细化),,,uncertain,uncertain,F0117:text | F0119:page 6 | F0119:page 9,heuristic_atom_split_from_text_layer; needs回源核细则原文
R_CC0150_2025_朝阳_二模_20_15,CC0150_2025_朝阳_二模_20,（2）从区域的发展需要角度看：,marking_rubric,formal,（2）从区域的发展需要角度看：,M_CC0150_2025_朝阳_二模_20_01|M_CC0150_2025_朝阳_二模_20_02,（2）从区域的发展需要角度看：,判断法律关系/行为性质/责任承担或程序路径(回源细化),,,uncertain,uncertain,F0117:text | F0119:page 6 | F0119:page 9,heuristic_atom_split_from_text_layer; needs回源核细则原文
R_CC0150_2025_朝阳_二模_20_16,CC0150_2025_朝阳_二模_20,①共同的国家利益是国际合作基础，中国与周边国家有着广泛共同利益/我国坚持独立自主的和平外交政策，维护世界和平，促进共同发展（前述写出任意一个词1分，共1分）,marking_rubric,formal,①共同的国家利益是国际合作基础，中国与周边国家有着广泛共同利益/我国坚持独立自主的和平外交政策，维护世界和平，促进共同发展（前述写出任意一个词1分，共1分）,M_CC0150_2025_朝阳_二模_20_01|M_CC0150_2025_朝阳_二模_20_02,①共同的国家利益是国际合作基础，中国与周边国家有着广泛共同利益/我国坚持独立自主的和平外交政策，维护世界和平，促进共同发展（前述写出任意一个词1分，共1分）,判断法律关系/行为性质/责任承担或程序路径(回源细化),,维护；促进,value,uncertain,F0117:text | F0119:page 6 | F0119:page 9,heuristic_atom_split_from_text_layer; needs回源核细则原文
R_CC0150_2025_朝阳_二模_20_17,CC0150_2025_朝阳_二模_20,②经济角度：与周边国家开展贸易，有利于推动我国与周边国家的经济融合，促进共同发展/促进区域经济一体化/促进区域贸易和投资自由化便利化。 （前述写出任意一个词1分，共1分）,marking_rubric,formal,②经济角度：与周边国家开展贸易，有利于推动我国与周边国家的经济融合，促进共同发展/促进区域经济一体化/促进区域贸易和投资自由化便利化。 （前述写出任意一个词1分，共1分）,M_CC0150_2025_朝阳_二模_20_01|M_CC0150_2025_朝阳_二模_20_02,②经济角度：与周边国家开展贸易，有利于推动我国与周边国家的经济融合，促进共同发展/促进区域经济一体化/促进区域贸易和投资自由化便利化。 （前述写出任意一个词1分，共1分）,判断法律关系/行为性质/责任承担或程序路径(回源细化),,促进,value,uncertain,F0117:text | F0119:page 6 | F0119:page 9,heuristic_atom_split_from_text_layer; needs回源核细则原文
R_CC0150_2025_朝阳_二模_20_18,CC0150_2025_朝阳_二模_20,③安全、政治角度：与周边国家创新区域合作机制，搭建合作平台，有利于维护地区和平与稳定/维护区域安全，推动构建周边国家命运共同体（1分）。 （前述写出任意1个词1分，共1分） （以上3个角度，共计3分）,marking_rubric,formal,③安全、政治角度：与周边国家创新区域合作机制，搭建合作平台，有利于维护地区和平与稳定/维护区域安全，推动构建周边国家命运共同体（1分）。 （前述写出任意1个词1分，共1分） （以上3个角度，共计3分）,M_CC0150_2025_朝阳_二模_20_01|M_CC0150_2025_朝阳_二模_20_02,③安全、政治角度：与周边国家创新区域合作机制，搭建合作平台，有利于维护地区和平与稳定/维护区域安全，推动构建周边国家命运共同体（1分）。 （前述写出任意1个词1分，共1分） （以上3个角度，共计3分）,判断法律关系/行为性质/责任承担或程序路径(回源细化),,维护,material+value,no,F0117:text | F0119:page 6 | F0119:page 9,heuristic_atom_split_from_text_layer; needs回源核细则原文
R_CC0150_2025_朝阳_二模_20_19,CC0150_2025_朝阳_二模_20,（3）从世界的发展需要角度看：,marking_rubric,formal,（3）从世界的发展需要角度看：,M_CC0150_2025_朝阳_二模_20_01|M_CC0150_2025_朝阳_二模_20_02,（3）从世界的发展需要角度看：,判断法律关系/行为性质/责任承担或程序路径(回源细化),,,uncertain,uncertain,F0117:text | F0119:page 6 | F0119:page 9,heuristic_atom_split_from_text_layer; needs回源核细则原文
R_CC0150_2025_朝阳_二模_20_20,CC0150_2025_朝阳_二模_20,①携手周边国家推动建设以合作共赢为核心的新型国际关系，推动国际关系民主化，实现真正的多边主义，推动全球治理变革。（前述任意1个词1分）,marking_rubric,formal,①携手周边国家推动建设以合作共赢为核心的新型国际关系，推动国际关系民主化，实现真正的多边主义，推动全球治理变革。（前述任意1个词1分）,M_CC0150_2025_朝阳_二模_20_01|M_CC0150_2025_朝阳_二模_20_02,①携手周边国家推动建设以合作共赢为核心的新型国际关系，推动国际关系民主化，实现真正的多边主义，推动全球治理变革。（前述任意1个词1分）,判断法律关系/行为性质/责任承担或程序路径(回源细化),,,uncertain,uncertain,F0117:text | F0119:page 6 | F0119:page 9,heuristic_atom_split_from_text_layer; needs回源核细则原文
R_CC0150_2025_朝阳_二模_20_21,CC0150_2025_朝阳_二模_20,②通过区域经济合作维护推动全球自由贸易/多边贸易/推动经济全球化朝着更加开放、包容、普惠、平衡、共赢的方向发展。（前述任意1个词1分） （共计2分） 备注：,marking_rubric,formal,②通过区域经济合作维护推动全球自由贸易/多边贸易/推动经济全球化朝着更加开放、包容、普惠、平衡、共赢的方向发展。（前述任意1个词1分） （共计2分） 备注：,M_CC0150_2025_朝阳_二模_20_01|M_CC0150_2025_朝阳_二模_20_02,②通过区域经济合作维护推动全球自由贸易/多边贸易/推动经济全球化朝着更加开放、包容、普惠、平衡、共赢的方向发展。（前述任意1个词1分） （共计2分） 备注：,判断法律关系/行为性质/责任承担或程序路径(回源细化),,维护,value,uncertain,F0117:text | F0119:page 6 | F0119:page 9,heuristic_atom_split_from_text_layer; needs回源核细则原文
R_CC0150_2025_朝阳_二模_20_22,CC0150_2025_朝阳_二模_20,1.三个角度的答案语言学生可能从不同主体回答，同一个关键词，不重复给分。,marking_rubric,formal,1.三个角度的答案语言学生可能从不同主体回答，同一个关键词，不重复给分。,M_CC0150_2025_朝阳_二模_20_01|M_CC0150_2025_朝阳_二模_20_02,1.三个角度的答案语言学生可能从不同主体回答，同一个关键词，不重复给分。,判断法律关系/行为性质/责任承担或程序路径(回源细化),,,uncertain,uncertain,F0117:text | F0119:page 6 | F0119:page 9,heuristic_atom_split_from_text_layer; needs回源核细则原文
R_CC0150_2025_朝阳_二模_20_23,CC0150_2025_朝阳_二模_20,2.答题逻辑分1分，整体考虑学生的答题语言，规范，无知识错误，答题有层次，否则扣1分，不给满分。,marking_rubric,formal,2.答题逻辑分1分，整体考虑学生的答题语言，规范，无知识错误，答题有层次，否则扣1分，不给满分。,M_CC0150_2025_朝阳_二模_20_01|M_CC0150_2025_朝阳_二模_20_02,2.答题逻辑分1分，整体考虑学生的答题语言，规范，无知识错误，答题有层次，否则扣1分，不给满分。,判断法律关系/行为性质/责任承担或程序路径(回源细化),,规范,value,uncertain,F0117:text | F0119:page 6 | F0119:page 9,heuristic_atom_split_from_text_layer; needs回源核细则原文
R_CC0150_2025_朝阳_二模_20_24,CC0150_2025_朝阳_二模_20,3.整体把握学生答题语言，堆砌教材知识，没有问题意识，即使所有关键词答到，最多一半分4分。,marking_rubric,formal,3.整体把握学生答题语言，堆砌教材知识，没有问题意识，即使所有关键词答到，最多一半分4分。,M_CC0150_2025_朝阳_二模_20_01|M_CC0150_2025_朝阳_二模_20_02,3.整体把握学生答题语言，堆砌教材知识，没有问题意识，即使所有关键词答到，最多一半分4分。,判断法律关系/行为性质/责任承担或程序路径(回源细化),,,uncertain,uncertain,F0117:text | F0119:page 6 | F0119:page 9,heuristic_atom_split_from_text_layer; needs回源核细则原文
R_CC0182_2025_海淀_期末_22_01,CC0182_2025_海淀_期末_22,22.细则 一、短文形式部分（共3分）： ·标题：1分 ·分段：1分。,marking_rubric,formal,22.细则 一、短文形式部分（共3分）： ·标题：1分 ·分段：1分。,M_CC0182_2025_海淀_期末_22_01|M_CC0182_2025_海淀_期末_22_02,22.细则 一、短文形式部分（共3分）： ·标题：1分 ·分段：1分。,判断法律关系/行为性质/责任承担或程序路径(回源细化),,,uncertain,uncertain,F0138:slide 60 | F0138:slide 61 | F0139:text,heuristic_atom_split_from_text_layer; needs回源核细则原文
R_CC0182_2025_海淀_期末_22_02,CC0182_2025_海淀_期末_22,注：画圈不给分，分的不清楚不给分。,marking_rubric,formal,注：画圈不给分，分的不清楚不给分。,M_CC0182_2025_海淀_期末_22_01|M_CC0182_2025_海淀_期末_22_02,注：画圈不给分，分的不清楚不给分。,判断法律关系/行为性质/责任承担或程序路径(回源细化),,,uncertain,uncertain,F0138:slide 60 | F0138:slide 61 | F0139:text,heuristic_atom_split_from_text_layer; needs回源核细则原文
R_CC0182_2025_海淀_期末_22_03,CC0182_2025_海淀_期末_22,注：愚公精神的内涵、愚公精神的形成、愚公精神的力量/作用、如何坚持/弘扬愚公精神等层次中，至少要写出两个。,marking_rubric,formal,注：愚公精神的内涵、愚公精神的形成、愚公精神的力量/作用、如何坚持/弘扬愚公精神等层次中，至少要写出两个。,M_CC0182_2025_海淀_期末_22_01|M_CC0182_2025_海淀_期末_22_02,注：愚公精神的内涵、愚公精神的形成、愚公精神的力量/作用、如何坚持/弘扬愚公精神等层次中，至少要写出两个。,判断法律关系/行为性质/责任承担或程序路径(回源细化),,,uncertain,uncertain,F0138:slide 60 | F0138:slide 61 | F0139:text,heuristic_atom_split_from_text_layer; needs回源核细则原文
R_CC0182_2025_海淀_期末_22_04,CC0182_2025_海淀_期末_22,二、知识部分（共4分）： ·知识1分+材料1分 ·知识1分+材料1分三、其他（共2分） ·综合运用，即至少使用两个模块知识+1分 注：哲学文化是一个模块 ·论述充分，能用准确的知识，充分论述材料+1分 [slide 62] 可选用知识：必修一： 中国梦、中华民族伟大复兴、中国式现代化、 两个结合、中国特色社会主义道路 必修三： 坚持党的领导、坚持以人民为中心 必修四： 质量互变规律、人民主体地位、主观能动性、价值观；,marking_rubric,formal,二、知识部分（共4分）： ·知识1分+材料1分 ·知识1分+材料1分三、其他（共2分） ·综合运用，即至少使用两个模块知识+1分 注：哲学文化是一个模块 ·论述充分，能用准确的知识，充分论述材料+1分 [slide 62] 可选用知识：必修一： 中国梦、中华民族伟大复兴、中国式现代化、 两个结合、中国特色社会主义道路 必修三： 坚持党的领导、坚持以人民为中心 必修四： 质量互变规律、人民主体地位、主观能动性、价值观；,M_CC0182_2025_海淀_期末_22_01|M_CC0182_2025_海淀_期末_22_02,二、知识部分（共4分）： ·知识1分+材料1分 ·知识1分+材料1分三、其他（共2分） ·综合运用，即至少使用两个模块知识+1分 注：哲学文化是一个模块 ·论述充分，能用准确的知识，充分论述材料+1分 [slide 62] 可选用知识：必修一： 中国梦、中华民族伟大复兴、中国式现代化、 两个结合、中国特色社会主义道路 必修三： 坚持党的领导、坚持以人民为中心 必修四： 质量互变规律、人民主体地位、主观能动性、价值观；,判断法律关系/行为性质/责任承担或程序路径(回源细化),,,material+value,no,F0138:slide 60 | F0138:slide 61 | F0139:text,heuristic_atom_split_from_text_layer; needs回源核细则原文
R_CC0182_2025_海淀_期末_22_05,CC0182_2025_海淀_期末_22,中华优秀传统文化、中华民族精神 选必一： 人类命运共同体、中国智慧中国方案 （以上都是学生答案中较为常见的，其他知识 言之成理即可得分） [slide 63] 第一类错误： 不符合短文形式 [slide 64] 第一类错误： 不符合短文形式 标题的错误示范： [slide 65] 第一类错误： 不符合短文形式： 没有层次 [slide 66] 第二类错误示范：只有知识 or 只有材料 [slide 67] 第三类错误：没有综合运用 多个模块的知识 [slide 68] 第三类错误：论述不充分 [slide 69] 优秀示例： [slide 70] 优秀示例： [slide 71] 重视教材、研读教材、用好教材（如探究与分享、综合探究） 把握主干知识，引导学生建构知识体系（如辩证法，民法等） 讲请讲透，引导学生准确理解重点难点问题（如形式逻辑、侵权、违约、法 治经济） 关注学情变化，引导学生形成清晰有条理的表达习惯（如组织答案要点、写短文） 合理使用各区模拟题，处理好复习与练习的关系,marking_rubric,formal,中华优秀传统文化、中华民族精神 选必一： 人类命运共同体、中国智慧中国方案 （以上都是学生答案中较为常见的，其他知识 言之成理即可得分） [slide 63] 第一类错误： 不符合短文形式 [slide 64] 第一类错误： 不符合短文形式 标题的错误示范： [slide 65] 第一类错误： 不符合短文形式： 没有层次 [slide 66] 第二类错误示范：只有知识 or 只有材料 [slide 67] 第三类错误：没有综合运用 多个模块的知识 [slide 68] 第三类错误：论述不充分 [slide 69] 优秀示例： [slide 70] 优秀示例： [slide 71] 重视教材、研读教材、用好教材（如探究与分享、综合探究） 把握主干知识，引导学生建构知识体系（如辩证法，民法等） 讲请讲透，引导学生准确理解重点难点问题（如形式逻辑、侵权、违约、法 治经济） 关注学情变化，引导学生形成清晰有条理的表达习惯（如组织答案要点、写短文） 合理使用各区模拟题，处理好复习与练习的关系,M_CC0182_2025_海淀_期末_22_01|M_CC0182_2025_海淀_期末_22_02,中华优秀传统文化、中华民族精神 选必一： 人类命运共同体、中国智慧中国方案 （以上都是学生答案中较为常见的，其他知识 言之成理即可得分） [slide 63] 第一类错误： 不符合短文形式 [slide 64] 第一类错误： 不符合短文形式 标题的错误示范： [slide 65] 第一类错误： 不符合短文形式： 没有层次 [slide 66] 第二类错误示范：只有知识 or 只有材料 [slide 67] 第三类错误：没有综合运用 多个模块的知识 [slide 68] 第三类错误：论述不充分 [slide 69] 优秀示例： [slide 70] 优秀示例： [slide 71] 重视教材、研读教材、用好教材（如探究与分享、综合探究） 把握主干知识，引导学生建构知识体系（如辩证法，民法等） 讲请讲透，引导学生准确理解重点难点问题（如形式逻辑、侵权、违约、法 治经济） 关注学情变化，引导学生形成清晰有条理的表达习惯（如组织答案要点、写短文） 合理使用各区模拟题，处理好复习与练习的关系,判断法律关系/行为性质/责任承担或程序路径(回源细化),,引导,material+value,no,F0138:slide 60 | F0138:slide 61 | F0139:text,heuristic_atom_split_from_text_layer; needs回源核细则原文
R_CC0189_2025_石景山_一模_20_01,CC0189_2025_石景山_一模_20,20.（8分）任务类型：解释与论证（法理依据+事实依据+对发展新质生产力的保障作用） 分项 标准 评分细则（0-8分） 法理依据,marking_rubric,formal,20.（8分）任务类型：解释与论证（法理依据+事实依据+对发展新质生产力的保障作用） 分项 标准 评分细则（0-8分） 法理依据,M_CC0189_2025_石景山_一模_20_01|M_CC0189_2025_石景山_一模_20_02,20.（8分）任务类型：解释与论证（法理依据+事实依据+对发展新质生产力的保障作用） 分项 标准 评分细则（0-8分） 法理依据,判断法律关系/行为性质/责任承担或程序路径(回源细化),,,uncertain,uncertain,F0091:text | F0092:page 11 | F0092:page 8 | F0309:text,heuristic_atom_split_from_text_layer; needs回源核细则原文
R_CC0189_2025_石景山_一模_20_02,CC0189_2025_石景山_一模_20,①根据民法典规定，当事人不履行合同义务或者履行合同义务不符合约定的，守约方可以要求违约方承担违约责任。 采点赋分。 对应案件一，依据民法典，准确分析法理依据和事实依据，准确分析其中一方面得2分；准确分析两方面得4分。 结合案件二，根据反不正当竞争法，阐释作用，准确回答一点得2分；准确回答两点得4分。 答非所问、回答错误或没有应答，0分。 事实依据,marking_rubric,formal,①根据民法典规定，当事人不履行合同义务或者履行合同义务不符合约定的，守约方可以要求违约方承担违约责任。 采点赋分。 对应案件一，依据民法典，准确分析法理依据和事实依据，准确分析其中一方面得2分；准确分析两方面得4分。 结合案件二，根据反不正当竞争法，阐释作用，准确回答一点得2分；准确回答两点得4分。 答非所问、回答错误或没有应答，0分。 事实依据,M_CC0189_2025_石景山_一模_20_16,①根据民法典规定，当事人不履行合同义务或者履行合同义务不符合约定的，守约方可以要求违约方承担违约责任。 采点赋分。 对应案件一，依据民法典，准确分析法理依据和事实依据，准确分析其中一方面得2分；准确分析两方面得4分。 结合案件二，根据反不正当竞争法，阐释作用，准确回答一点得2分；准确回答两点得4分。 答非所问、回答错误或没有应答，0分。 事实依据,判断法律关系/行为性质/责任承担或程序路径(回源细化),民法典；违约责任；反不正当竞争法,,knowledge+material,no,F0091:text | F0092:page 11 | F0092:page 8 | F0309:text,heuristic_atom_split_from_text_layer; needs回源核细则原文
R_CC0189_2025_石景山_一模_20_03,CC0189_2025_石景山_一模_20,①被告开发时间超过履行期限且终未提交符合合同约定功能的技术成果，构成违约，应承担返还研发费用、支付违约金等责任。 保障作用,marking_rubric,formal,①被告开发时间超过履行期限且终未提交符合合同约定功能的技术成果，构成违约，应承担返还研发费用、支付违约金等责任。 保障作用,M_CC0189_2025_石景山_一模_20_05|M_CC0189_2025_石景山_一模_20_07|M_CC0189_2025_石景山_一模_20_08|M_CC0189_2025_石景山_一模_20_12|M_CC0189_2025_石景山_一模_20_13|M_CC0189_2025_石景山_一模_20_17|M_CC0189_2025_石景山_一模_20_18,①被告开发时间超过履行期限且终未提交符合合同约定功能的技术成果，构成违约，应承担返还研发费用、支付违约金等责任。 保障作用,判断法律关系/行为性质/责任承担或程序路径(回源细化),违约金；被告,,knowledge+material,no,F0091:text | F0092:page 11 | F0092:page 8 | F0309:text,heuristic_atom_split_from_text_layer; needs回源核细则原文
R_CC0189_2025_石景山_一模_20_04,CC0189_2025_石景山_一模_20,②依法打击不正当竞争行为，促进公平竞争，维护市场秩序，增强市场活力，营造创新环境，护航软件产业高质量发展，培育新质生产力。,marking_rubric,formal,②依法打击不正当竞争行为，促进公平竞争，维护市场秩序，增强市场活力，营造创新环境，护航软件产业高质量发展，培育新质生产力。,M_CC0189_2025_石景山_一模_20_01|M_CC0189_2025_石景山_一模_20_02,②依法打击不正当竞争行为，促进公平竞争，维护市场秩序，增强市场活力，营造创新环境，护航软件产业高质量发展，培育新质生产力。,判断法律关系/行为性质/责任承担或程序路径(回源细化),,维护；促进；公平；秩序,value,uncertain,F0091:text | F0092:page 11 | F0092:page 8 | F0309:text,heuristic_atom_split_from_text_layer; needs回源核细则原文
R_CC0195_2025_西城_一模_20_01,CC0195_2025_西城_一模_20,20．（8分）劳动法的首要原则是保护劳动者权益，工会搭建协商平台，劳动者以集体力量与用人单位签订集体合同，可以确保双方协商一致，更加公平、平等自愿。更好地保护劳动者合法权益，促进广大劳动者特别是低薪劳动者群体实现体面劳动，实现社会公平。促进企业依法规范用工，构建和谐劳动关系，激发劳动者积极性，推动生产效率的提高，培育良好商誉，实现社会公平与经济效率的平衡。 【细则】 公平角度：4分 发挥工会的作用/集体的力量 1分 可以确保双方协商一致、平等自愿，公平签订劳动合同（或结合订立劳动合同基本原则说明） 1分 ——更好地保护劳动者合法权益（或获得劳动报酬的权利）1分 ——促进体面劳动（尊重劳动/保护苦脏险累且工资水平不高的劳动者等/分配公平） 1分 效率角度：4分 促进企业依法规范用工（合理用工） 1分 激发劳动者积极性/保障收入 1分 ；建立和谐劳动关系 1分 推动生产效率的提高/培育良好商誉/企业信誉形象 1分,marking_rubric,formal,20．（8分）劳动法的首要原则是保护劳动者权益，工会搭建协商平台，劳动者以集体力量与用人单位签订集体合同，可以确保双方协商一致，更加公平、平等自愿。更好地保护劳动者合法权益，促进广大劳动者特别是低薪劳动者群体实现体面劳动，实现社会公平。促进企业依法规范用工，构建和谐劳动关系，激发劳动者积极性，推动生产效率的提高，培育良好商誉，实现社会公平与经济效率的平衡。 【细则】 公平角度：4分 发挥工会的作用/集体的力量 1分 可以确保双方协商一致、平等自愿，公平签订劳动合同（或结合订立劳动合同基本原则说明） 1分 ——更好地保护劳动者合法权益（或获得劳动报酬的权利）1分 ——促进体面劳动（尊重劳动/保护苦脏险累且工资水平不高的劳动者等/分配公平） 1分 效率角度：4分 促进企业依法规范用工（合理用工） 1分 激发劳动者积极性/保障收入 1分 ；建立和谐劳动关系 1分 推动生产效率的提高/培育良好商誉/企业信誉形象 1分,M_CC0195_2025_西城_一模_20_01|M_CC0195_2025_西城_一模_20_02|M_CC0195_2025_西城_一模_20_03,20．（8分）劳动法的首要原则是保护劳动者权益，工会搭建协商平台，劳动者以集体力量与用人单位签订集体合同，可以确保双方协商一致，更加公平、平等自愿。更好地保护劳动者合法权益，促进广大劳动者特别是低薪劳动者群体实现体面劳动，实现社会公平。促进企业依法规范用工，构建和谐劳动关系，激发劳动者积极性，推动生产效率的提高，培育良好商誉，实现社会公平与经济效率的平衡。 【细则】 公平角度：4分 发挥工会的作用/集体的力量 1分 可以确保双方协商一致、平等自愿，公平签订劳动合同（或结合订立劳动合同基本原则说明） 1分 ——更好地保护劳动者合法权益（或获得劳动报酬的权利）1分 ——促进体面劳动（尊重劳动/保护苦脏险累且工资水平不高的劳动者等/分配公平） 1分 效率角度：4分 促进企业依法规范用工（合理用工） 1分 激发劳动者积极性/保障收入 1分 ；建立和谐劳动关系 1分 推动生产效率的提高/培育良好商誉/企业信誉形象 1分,判断法律关系/行为性质/责任承担或程序路径(回源细化),劳动法；劳动合同；劳动者；用人单位；劳动报酬,促进；规范；公平,knowledge+material+value,no,F0093:text | F0094:page 10 | F0094:page 7 | F0311:text,heuristic_atom_split_from_text_layer; needs回源核细则原文
R_CC0200_2025_西城_二模_18_01,CC0200_2025_西城_二模_18,18．（8分）小刘为限制民事行为能力人，其大额打赏行为，家长事先不知情、事后也不同意追认，交易行为无效。平台的审核措施不完善，未能尽到合理审查的义务，存在过错。小刘父母疏于监管，未能履行好监护职责，行为存在过错。小刘沉迷打赏，并通过欺骗手段规避监管，自身行为也有过错。综合各方过错程度，根据民法典157条规定，法院判定平台和小刘父母都应承担相应责任，符合公平原则。本案判决警示，平台应健全审核机制、担当社会责任，监护人应履行监护义务，教育引导未成年人树立正确消费观。 【细则】 小刘为限制民事行为能力人（1分），其大额打赏行为，家长事先不知情、事后也不同意追认，交易行为（民事法律行为）无效。（1分） 平台的审核措施不完善，未能尽到合理审查的义务，存在过错。小刘父母疏于监管，未能履行好监护职责，行为存在过错。小刘沉迷打赏，并通过欺骗手段规避监管，自身行为也有过错。（过错分析，共3分） 综合各方过错程度，根据民法典157条规定，法院判定平台和小刘父母都应承担相应责任，符合公平原则（1分）。 判决意义：2分。引导平台健全审核机制、担当社会责任（或促进平台经济健康发展）（1分），警示监护人依法履行监护义务，或教育引导未成年人树立正确消费观。（1分） （即规范引导平台…1分，规范引导监护人或未成年人…）,marking_rubric,formal,18．（8分）小刘为限制民事行为能力人，其大额打赏行为，家长事先不知情、事后也不同意追认，交易行为无效。平台的审核措施不完善，未能尽到合理审查的义务，存在过错。小刘父母疏于监管，未能履行好监护职责，行为存在过错。小刘沉迷打赏，并通过欺骗手段规避监管，自身行为也有过错。综合各方过错程度，根据民法典157条规定，法院判定平台和小刘父母都应承担相应责任，符合公平原则。本案判决警示，平台应健全审核机制、担当社会责任，监护人应履行监护义务，教育引导未成年人树立正确消费观。 【细则】 小刘为限制民事行为能力人（1分），其大额打赏行为，家长事先不知情、事后也不同意追认，交易行为（民事法律行为）无效。（1分） 平台的审核措施不完善，未能尽到合理审查的义务，存在过错。小刘父母疏于监管，未能履行好监护职责，行为存在过错。小刘沉迷打赏，并通过欺骗手段规避监管，自身行为也有过错。（过错分析，共3分） 综合各方过错程度，根据民法典157条规定，法院判定平台和小刘父母都应承担相应责任，符合公平原则（1分）。 判决意义：2分。引导平台健全审核机制、担当社会责任（或促进平台经济健康发展）（1分），警示监护人依法履行监护义务，或教育引导未成年人树立正确消费观。（1分） （即规范引导平台…1分，规范引导监护人或未成年人…）,M_CC0200_2025_西城_二模_18_06,18．（8分）小刘为限制民事行为能力人，其大额打赏行为，家长事先不知情、事后也不同意追认，交易行为无效。平台的审核措施不完善，未能尽到合理审查的义务，存在过错。小刘父母疏于监管，未能履行好监护职责，行为存在过错。小刘沉迷打赏，并通过欺骗手段规避监管，自身行为也有过错。综合各方过错程度，根据民法典157条规定，法院判定平台和小刘父母都应承担相应责任，符合公平原则。本案判决警示，平台应健全审核机制、担当社会责任，监护人应履行监护义务，教育引导未成年人树立正确消费观。 【细则】 小刘为限制民事行为能力人（1分），其大额打赏行为，家长事先不知情、事后也不同意追认，交易行为（民事法律行为）无效。（1分） 平台的审核措施不完善，未能尽到合理审查的义务，存在过错。小刘父母疏于监管，未能履行好监护职责，行为存在过错。小刘沉迷打赏，并通过欺骗手段规避监管，自身行为也有过错。（过错分析，共3分） 综合各方过错程度，根据民法典157条规定，法院判定平台和小刘父母都应承担相应责任，符合公平原则（1分）。 判决意义：2分。引导平台健全审核机制、担当社会责任（或促进平台经济健康发展）（1分），警示监护人依法履行监护义务，或教育引导未成年人树立正确消费观。（1分） （即规范引导平台…1分，规范引导监护人或未成年人…）,判断法律关系/行为性质/责任承担或程序路径(回源细化),民法典；民事法律行为；民事行为能力；监护；监护人,促进；引导；规范；公平,knowledge+material+value,no,F0124:text | F0125:page 6 | F0125:page 9 | F0337:text,heuristic_atom_split_from_text_layer; needs回源核细则原文
