material_atom_id,question_id,material_phrase,plain_description,subject_or_actor,action_or_event,affected_party,conflict_or_problem,legal_signal_if_any,possible_relevance_to_answer,source_locator,uncertainty
M_CC0223_2025_顺义_一模_19_10,CC0223_2025_顺义_一模_19,明确主体、做答范围、问题限定和作答角度。,明确主体、做答范围、问题限定和作答角度。,,,,,,背景或价值铺垫,F0098:page 16 | F0098:page 6,heuristic_sentence_split_from_text_layer
M_CC0223_2025_顺义_一模_19_11,CC0223_2025_顺义_一模_19,本题是分析说明类主观题，明确本题考查的范围是《法律与生活》，设问指向是分析上述案例是如何解决 纠纷的，运用纠纷的多元解决方式的知识进行说明。,本题是分析说明类主观题，明确本题考查的范围是《法律与生活》，设问指向是分析上述案例是如何解决 纠纷的，运用纠纷的多元解决方式的知识进行说明。,,,,yes,法律与生活,carries 法律事实/规则信号,F0098:page 16 | F0098:page 6,heuristic_sentence_split_from_text_layer
M_CC0223_2025_顺义_一模_19_12,CC0223_2025_顺义_一模_19,提取关键词，链接教材知识。,提取关键词，链接教材知识。,,,,,,背景或价值铺垫,F0098:page 16 | F0098:page 6,heuristic_sentence_split_from_text_layer
M_CC0223_2025_顺义_一模_19_13,CC0223_2025_顺义_一模_19,关键词①：刘某一家经常在门口堆放杂物及生活垃圾。,关键词①：刘某一家经常在门口堆放杂物及生活垃圾。,,,,,,背景或价值铺垫,F0098:page 16 | F0098:page 6,heuristic_sentence_split_from_text_layer
M_CC0223_2025_顺义_一模_19_14,CC0223_2025_顺义_一模_19,高某跟刘某沟通过多次，要求其清除杂物及垃圾， 对方均不予理会，还在微信群内辱骂高某。,高某跟刘某沟通过多次，要求其清除杂物及垃圾， 对方均不予理会，还在微信群内辱骂高某。,,,,,,背景或价值铺垫,F0098:page 16 | F0098:page 6,heuristic_sentence_split_from_text_layer
M_CC0223_2025_顺义_一模_19_15,CC0223_2025_顺义_一模_19,高某将刘某诉至法院，经法院调解→可调用的法理依据是《民 法典》第228 条：相邻关系应遵循有利生产、方便生活的原则。,高某将刘某诉至法院，经法院调解→可调用的法理依据是《民 法典》第228 条：相邻关系应遵循有利生产、方便生活的原则。,,,,yes,相邻关系,carries 法律事实/规则信号,F0098:page 16 | F0098:page 6,heuristic_sentence_split_from_text_layer
M_CC0223_2025_顺义_一模_19_16,CC0223_2025_顺义_一模_19,《民法典》第1024 条关于名誉权的规定。,《民法典》第1024 条关于名誉权的规定。,,,,,民法典；名誉权,carries 法律事实/规则信号,F0098:page 16 | F0098:page 6,heuristic_sentence_split_from_text_layer
M_CC0223_2025_顺义_一模_19_17,CC0223_2025_顺义_一模_19,关键词②：乙公司将企业名称变更登记为与甲公司相似的名称→可调用的法理依据是《反不正当竞争法》 第六条规定：禁止擅自使用他人有一定影响的企业名称。,关键词②：乙公司将企业名称变更登记为与甲公司相似的名称→可调用的法理依据是《反不正当竞争法》 第六条规定：禁止擅自使用他人有一定影响的企业名称。,,,,,反不正当竞争法,carries 法律事实/规则信号,F0098:page 16 | F0098:page 6,heuristic_sentence_split_from_text_layer
M_CC0223_2025_顺义_一模_19_18,CC0223_2025_顺义_一模_19,《企业名称登记管理规定》第23 条的有关规定以 及《行政诉讼法》规定对行政裁决不服可提起行政诉讼。,《企业名称登记管理规定》第23 条的有关规定以 及《行政诉讼法》规定对行政裁决不服可提起行政诉讼。,,,,yes,,背景或价值铺垫,F0098:page 16 | F0098:page 6,heuristic_sentence_split_from_text_layer
M_CC0223_2025_顺义_一模_19_19,CC0223_2025_顺义_一模_19,第三步：整合信息，组织答案。,第三步：整合信息，组织答案。,,,,,,背景或价值铺垫,F0098:page 16 | F0098:page 6,heuristic_sentence_split_from_text_layer
M_CC0223_2025_顺义_一模_19_20,CC0223_2025_顺义_一模_19,注意设问限定以及教材知识与材料等相结合。,注意设问限定以及教材知识与材料等相结合。,,,,,,背景或价值铺垫,F0098:page 16 | F0098:page 6,heuristic_sentence_split_from_text_layer
M_CC0223_2025_顺义_一模_19_21,CC0223_2025_顺义_一模_19,（2）第一步：审设问。,（2）第一步：审设问。,,,,,,背景或价值铺垫,F0098:page 16 | F0098:page 6,heuristic_sentence_split_from_text_layer
M_CC0223_2025_顺义_一模_19_22,CC0223_2025_顺义_一模_19,明确主体、做答范围、问题限定和作答角度。,明确主体、做答范围、问题限定和作答角度。,,,,,,背景或价值铺垫,F0098:page 16 | F0098:page 6,heuristic_sentence_split_from_text_layer
M_CC0223_2025_顺义_一模_19_23,CC0223_2025_顺义_一模_19,本题是分析说明类主观题，明确本题考查的范围是 第二步：审材料。,本题是分析说明类主观题，明确本题考查的范围是 第二步：审材料。,,,,,,背景或价值铺垫,F0098:page 16 | F0098:page 6,heuristic_sentence_split_from_text_layer
M_CC0223_2025_顺义_一模_19_24,CC0223_2025_顺义_一模_19,提取关键词，链接教材知识。,提取关键词，链接教材知识。,,,,,,背景或价值铺垫,F0098:page 16 | F0098:page 6,heuristic_sentence_split_from_text_layer
M_CC0229_2026_东城_一模_18_01,CC0229_2026_东城_一模_18,18．（8 分）人民法院以司法之力守护“向新力”。,18．（8 分）人民法院以司法之力守护“向新力”。,,,,,,背景或价值铺垫,F0153:page 7 | F0155:page 6 | F0155:page 9 | F0356:page 7,heuristic_sentence_split_from_text_layer
M_CC0229_2026_东城_一模_18_02,CC0229_2026_东城_一模_18,案例一 某科技公司三名创始人，因专利权归属纠纷，陷入长期诉讼，公司发展因此停滞。,案例一 某科技公司三名创始人，因专利权归属纠纷，陷入长期诉讼，公司发展因此停滞。,,,,yes,专利权,carries 法律事实/规则信号,F0153:page 7 | F0155:page 6 | F0155:page 9 | F0356:page 7,heuristic_sentence_split_from_text_layer
M_CC0229_2026_东城_一模_18_03,CC0229_2026_东城_一模_18,对此，办 案合议庭没有“一判了之”，而是居中斡旋，弥合分歧。,对此，办 案合议庭没有“一判了之”，而是居中斡旋，弥合分歧。,,,,,,背景或价值铺垫,F0153:page 7 | F0155:page 6 | F0155:page 9 | F0356:page 7,heuristic_sentence_split_from_text_layer
M_CC0229_2026_东城_一模_18_04,CC0229_2026_东城_一模_18,当事人最终达成和解，全身心投入创新创业，实 现了多方共赢。,当事人最终达成和解，全身心投入创新创业，实 现了多方共赢。,,,,,和解,carries 法律事实/规则信号,F0153:page 7 | F0155:page 6 | F0155:page 9 | F0356:page 7,heuristic_sentence_split_from_text_layer
M_CC0229_2026_东城_一模_18_05,CC0229_2026_东城_一模_18,案例二 甲公司系某水稻植物新品种的权利人。,案例二 甲公司系某水稻植物新品种的权利人。,,,,,,背景或价值铺垫,F0153:page 7 | F0155:page 6 | F0155:page 9 | F0356:page 7,heuristic_sentence_split_from_text_layer
M_CC0229_2026_东城_一模_18_06,CC0229_2026_东城_一模_18,乙公司擅自将甲公司享有植物新品种权的稻种更换包 装后对外销售。,乙公司擅自将甲公司享有植物新品种权的稻种更换包 装后对外销售。,,,,,,背景或价值铺垫,F0153:page 7 | F0155:page 6 | F0155:page 9 | F0356:page 7,heuristic_sentence_split_from_text_layer
M_CC0229_2026_东城_一模_18_07,CC0229_2026_东城_一模_18,经人民法院查明，乙公司侵权行为覆盖范围广。,经人民法院查明，乙公司侵权行为覆盖范围广。,,,,yes,,背景或价值铺垫,F0153:page 7 | F0155:page 6 | F0155:page 9 | F0356:page 7,heuristic_sentence_split_from_text_layer
M_CC0229_2026_东城_一模_18_08,CC0229_2026_东城_一模_18,人民法院判令乙公司立即停止侵害，并对 其适用惩罚性赔偿，赔偿甲公司经济损失300 万元。,人民法院判令乙公司立即停止侵害，并对 其适用惩罚性赔偿，赔偿甲公司经济损失300 万元。,,,,yes,惩罚性赔偿；停止侵害,carries 法律事实/规则信号,F0153:page 7 | F0155:page 6 | F0155:page 9 | F0356:page 7,heuristic_sentence_split_from_text_layer
M_CC0229_2026_东城_一模_18_09,CC0229_2026_东城_一模_18,案例三 丙公司资金运转困难，又得知丁公司处于上市关键期，遂以丁公司生产的机器狗侵犯其专利 权为由，向人民法院提起诉讼，索赔诉求反复变更。,案例三 丙公司资金运转困难，又得知丁公司处于上市关键期，遂以丁公司生产的机器狗侵犯其专利 权为由，向人民法院提起诉讼，索赔诉求反复变更。,,,,yes,起诉,carries 法律事实/规则信号,F0153:page 7 | F0155:page 6 | F0155:page 9 | F0356:page 7,heuristic_sentence_split_from_text_layer
M_CC0229_2026_东城_一模_18_10,CC0229_2026_东城_一模_18,人民法院综合考量丙公司起诉时机、诉讼请求反复无 常、缺乏依据等情形，依法驳回其全部诉讼请求，并明确谴责丙公司的恶意诉讼行为。,人民法院综合考量丙公司起诉时机、诉讼请求反复无 常、缺乏依据等情形，依法驳回其全部诉讼请求，并明确谴责丙公司的恶意诉讼行为。,,,,yes,起诉；诉讼请求,carries 法律事实/规则信号,F0153:page 7 | F0155:page 6 | F0155:page 9 | F0356:page 7,heuristic_sentence_split_from_text_layer
M_CC0238_2026_东城_二模_19_01,CC0238_2026_东城_二模_19,19．（8分）法治是最好的营商环境。,19．（8分）法治是最好的营商环境。,,,,,,背景或价值铺垫,F0186:text,heuristic_sentence_split_from_text_layer
M_CC0238_2026_东城_二模_19_02,CC0238_2026_东城_二模_19,大健康产业蓬勃发展，需要企业规范深耕。,大健康产业蓬勃发展，需要企业规范深耕。,,,,,,背景或价值铺垫,F0186:text,heuristic_sentence_split_from_text_layer
M_CC0238_2026_东城_二模_19_03,CC0238_2026_东城_二模_19,甲公司开拓新领域，打造“中药＋餐饮＋健康检测”一站式新型养生空间。,甲公司开拓新领域，打造“中药＋餐饮＋健康检测”一站式新型养生空间。,,,,,,背景或价值铺垫,F0186:text,heuristic_sentence_split_from_text_layer
M_CC0238_2026_东城_二模_19_04,CC0238_2026_东城_二模_19,为加速项目落地，甲公司开启对外招商，锁定乙、丙两家公司作为候选合作伙伴。,为加速项目落地，甲公司开启对外招商，锁定乙、丙两家公司作为候选合作伙伴。,,,,,,背景或价值铺垫,F0186:text,heuristic_sentence_split_from_text_layer
M_CC0238_2026_东城_二模_19_05,CC0238_2026_东城_二模_19,乙公司为在竞争中胜出，捏造事实向甲公司项目负责人张某暗示丙公司的管理能力、产品质量低下。,乙公司为在竞争中胜出，捏造事实向甲公司项目负责人张某暗示丙公司的管理能力、产品质量低下。,,,,,,背景或价值铺垫,F0186:text,heuristic_sentence_split_from_text_layer
M_CC0238_2026_东城_二模_19_06,CC0238_2026_东城_二模_19,张某信以为真，在未经查证的情况下，违规直接与乙公司签订承包合同。,张某信以为真，在未经查证的情况下，违规直接与乙公司签订承包合同。,,,,,,背景或价值铺垫,F0186:text,heuristic_sentence_split_from_text_layer
M_CC0238_2026_东城_二模_19_07,CC0238_2026_东城_二模_19,后乙公司进场施工，因管理混乱导致项目严重延期。,后乙公司进场施工，因管理混乱导致项目严重延期。,,,,,,背景或价值铺垫,F0186:text,heuristic_sentence_split_from_text_layer
M_CC0238_2026_东城_二模_19_08,CC0238_2026_东城_二模_19,甲公司因此遭受重大经济损失。,甲公司因此遭受重大经济损失。,,,,,,背景或价值铺垫,F0186:text,heuristic_sentence_split_from_text_layer
M_CC0244_2026_东城_期末_18_01,CC0244_2026_东城_期末_18,18. 无人机起飞如何系好“安全带”?,18. 无人机起飞如何系好“安全带”?,,,,,,背景或价值铺垫,F0205:slide 49 | F0205:slide 55 | F0206:page 6 | F0206:page 8,heuristic_sentence_split_from_text_layer
M_CC0244_2026_东城_期末_18_02,CC0244_2026_东城_期末_18,陈某向店主刘某发送邮件：“急需购买A 型号无人机一台。,陈某向店主刘某发送邮件：“急需购买A 型号无人机一台。,,,,,,背景或价值铺垫,F0205:slide 49 | F0205:slide 55 | F0206:page 6 | F0206:page 8,heuristic_sentence_split_from_text_layer
M_CC0244_2026_东城_期末_18_03,CC0244_2026_东城_期末_18,”刘某回复：“全新 原装，15000 元。,”刘某回复：“全新 原装，15000 元。,,,,,,背景或价值铺垫,F0205:slide 49 | F0205:slide 55 | F0206:page 6 | F0206:page 8,heuristic_sentence_split_from_text_layer
M_CC0244_2026_东城_期末_18_04,CC0244_2026_东城_期末_18,刘某误将一台内部结构轻微损伤（外观无明显痕迹）的同型号展示机 寄出。,刘某误将一台内部结构轻微损伤（外观无明显痕迹）的同型号展示机 寄出。,,,,,,背景或价值铺垫,F0205:slide 49 | F0205:slide 55 | F0206:page 6 | F0206:page 8,heuristic_sentence_split_from_text_layer
M_CC0244_2026_东城_期末_18_05,CC0244_2026_东城_期末_18,陈某收货后在首次使用中，该无人机因上述损伤失控坠毁，砸伤陈某手臂。,陈某收货后在首次使用中，该无人机因上述损伤失控坠毁，砸伤陈某手臂。,,,,,,背景或价值铺垫,F0205:slide 49 | F0205:slide 55 | F0206:page 6 | F0206:page 8,heuristic_sentence_split_from_text_layer
M_CC0244_2026_东城_期末_18_06,CC0244_2026_东城_期末_18,陈某花费医疗费8000 元，并因错过商业拍摄损失收入5000 元。,陈某花费医疗费8000 元，并因错过商业拍摄损失收入5000 元。,,,,,,背景或价值铺垫,F0205:slide 49 | F0205:slide 55 | F0206:page 6 | F0206:page 8,heuristic_sentence_split_from_text_layer
M_CC0244_2026_东城_期末_18_07,CC0244_2026_东城_期末_18,陈某要求刘某赔偿，双方协商未果。,陈某要求刘某赔偿，双方协商未果。,,,,yes,,背景或价值铺垫,F0205:slide 49 | F0205:slide 55 | F0206:page 6 | F0206:page 8,heuristic_sentence_split_from_text_layer
M_CC0244_2026_东城_期末_18_08,CC0244_2026_东城_期末_18,（1） （2）维权成功需要做好充分准备和策略选择。,（1） （2）维权成功需要做好充分准备和策略选择。,,,,,,背景或价值铺垫,F0205:slide 49 | F0205:slide 55 | F0206:page 6 | F0206:page 8,heuristic_sentence_split_from_text_layer
M_CC0244_2026_东城_期末_18_09,CC0244_2026_东城_期末_18,你认为陈某需要做好哪些工作?,你认为陈某需要做好哪些工作?,,,,,,背景或价值铺垫,F0205:slide 49 | F0205:slide 55 | F0206:page 6 | F0206:page 8,heuristic_sentence_split_from_text_layer
M_CC0289_2026_朝阳_二模_18_01,CC0289_2026_朝阳_二模_18,18.（8分） 结合材料，运用《法律与生活》知识，将以上回答补充完整。,18.（8分） 结合材料，运用《法律与生活》知识，将以上回答补充完整。,,,,,法律与生活,carries 法律事实/规则信号,F0193:text | F0194:text,heuristic_sentence_split_from_text_layer
M_CC0289_2026_朝阳_二模_18_02,CC0289_2026_朝阳_二模_18,从以上三个问答中任选其一，谈谈如何依法保护问答中所涉及到的权利。,从以上三个问答中任选其一，谈谈如何依法保护问答中所涉及到的权利。,,,,,,背景或价值铺垫,F0193:text | F0194:text,heuristic_sentence_split_from_text_layer
M_CC0289_2026_朝阳_二模_18_03,CC0289_2026_朝阳_二模_18,【设问要素】 任选其一，谈谈如何，保护权利，8分 【阅卷细则】 第一问：（3分=1+1+1）要求：法律术语准确，变通较少 生命权/身体权/健康权 任选其一——1分 举证责任倒置——1分 相邻的不动产/相邻/相邻关系——1分 第二问：（5分=2+2+1）结构：依据+做法+救济 ●民法典依据——共2分 民法典（1分）明确规定并保护上述人格权益（1分）。,【设问要素】 任选其一，谈谈如何，保护权利，8分 【阅卷细则】 第一问：（3分=1+1+1）要求：法律术语准确，变通较少 生命权/身体权/健康权 任选其一——1分 举证责任倒置——1分 相邻的不动产/相邻/相邻关系——1分 第二问：（5分=2+2+1）结构：依据+做法+救济 ●民法典依据——共2分 民法典（1分）明确规定并保护上述人格权益（1分）。,,,,,民法典；相邻关系；人格权；生命权；身体权；健康权；举证责任,carries 法律事实/规则信号,F0193:text | F0194:text,heuristic_sentence_split_from_text_layer
M_CC0289_2026_朝阳_二模_18_04,CC0289_2026_朝阳_二模_18,【变通】3选1（生命权、身体权、健康权/隐私权/相邻不动产权利，任选其中一项权利法理阐释--2分） 不得侵害他人的生命权、身体权、健康权/不得刺探、侵扰、泄露、公开他人的隐私—2分 按照有利生产、方便生活、团结互助、公平合理的原则正确处理相邻关系--2分 自己便利行使权利时，应当照顾到相邻方的利益--2分 权利义务相统一—1分（与第一层不重复赋分） 要保护民事权利/合法权利--1分 ●民事权利如何救济——共1分 上述人格权益和权利受到侵害的，权利人可依法请求行为人停止侵害、排除妨碍、消除危险、赔礼道歉等；,【变通】3选1（生命权、身体权、健康权/隐私权/相邻不动产权利，任选其中一项权利法理阐释--2分） 不得侵害他人的生命权、身体权、健康权/不得刺探、侵扰、泄露、公开他人的隐私—2分 按照有利生产、方便生活、团结互助、公平合理的原则正确处理相邻关系--2分 自己便利行使权利时，应当照顾到相邻方的利益--2分 权利义务相统一—1分（与第一层不重复赋分） 要保护民事权利/合法权利--1分 ●民事权利如何救济——共1分 上述人格权益和权利受到侵害的，权利人可依法请求行为人停止侵害、排除妨碍、消除危险、赔礼道歉等；,,,,yes,相邻关系；人格权；生命权；身体权；健康权；隐私权；停止侵害；消除危险,carries 法律事实/规则信号,F0193:text | F0194:text,heuristic_sentence_split_from_text_layer
M_CC0289_2026_朝阳_二模_18_05,CC0289_2026_朝阳_二模_18,造成权利人有所损失和损害的，还可依法请求损害赔偿。,造成权利人有所损失和损害的，还可依法请求损害赔偿。,,,,yes,,背景或价值铺垫,F0193:text | F0194:text,heuristic_sentence_split_from_text_layer
M_CC0289_2026_朝阳_二模_18_06,CC0289_2026_朝阳_二模_18,【变通】 通过和解/调解/仲裁/诉讼等途径维权--1分 承担停止侵害/排除妨碍/赔礼道歉/赔偿损失/损害赔偿等侵权责任--1分 （在前两层没赋满分时，该层答出两点可赋2分） 【注意】选择问题一/二/三--不赋分 个人信息--不赋分 错别字--不赋分 答必修3/全面依法治国的基本要求--不赋分 回应问题二，但仅用相邻关系知识，没答隐私权--扣1分,【变通】 通过和解/调解/仲裁/诉讼等途径维权--1分 承担停止侵害/排除妨碍/赔礼道歉/赔偿损失/损害赔偿等侵权责任--1分 （在前两层没赋满分时，该层答出两点可赋2分） 【注意】选择问题一/二/三--不赋分 个人信息--不赋分 错别字--不赋分 答必修3/全面依法治国的基本要求--不赋分 回应问题二，但仅用相邻关系知识，没答隐私权--扣1分,,,,yes,相邻关系；隐私权；侵权责任；停止侵害；赔礼道歉；赔偿损失；和解,carries 法律事实/规则信号,F0193:text | F0194:text,heuristic_sentence_split_from_text_layer
M_CC0325_2026_石景山_一模_18_01,CC0325_2026_石景山_一模_18,18．（8 分） 证据是打官司决胜负的关键砝码。,18．（8 分） 证据是打官司决胜负的关键砝码。,,,,,,背景或价值铺垫,F0167:text | F0168:page 6 | F0168:page 9 | F0377:text,heuristic_sentence_split_from_text_layer
M_CC0325_2026_石景山_一模_18_02,CC0325_2026_石景山_一模_18,根据我国法律关于举证责任分配的相关规定，在诉讼中，如果负有 举证责任的一方不能提供充分证据，将承担其主张不能成立的法律后果。,根据我国法律关于举证责任分配的相关规定，在诉讼中，如果负有 举证责任的一方不能提供充分证据，将承担其主张不能成立的法律后果。,,,,yes,举证责任,carries 法律事实/规则信号,F0167:text | F0168:page 6 | F0168:page 9 | F0377:text,heuristic_sentence_split_from_text_layer
M_CC0325_2026_石景山_一模_18_03,CC0325_2026_石景山_一模_18,案件一 被告人朱某、宁某未经著作权人、注册商标权利人同意，生产、销售假冒泡泡玛特公司“温度”系列、 “夜之城”系列玩具产品，经营额达100 余万元。,案件一 被告人朱某、宁某未经著作权人、注册商标权利人同意，生产、销售假冒泡泡玛特公司“温度”系列、 “夜之城”系列玩具产品，经营额达100 余万元。,,,,,著作权；商标权；被告,carries 法律事实/规则信号,F0167:text | F0168:page 6 | F0168:page 9 | F0377:text,heuristic_sentence_split_from_text_layer
M_CC0325_2026_石景山_一模_18_04,CC0325_2026_石景山_一模_18,侦查终结后，公安机关将案件移送人民检察院。,侦查终结后，公安机关将案件移送人民检察院。,,,,,,背景或价值铺垫,F0167:text | F0168:page 6 | F0168:page 9 | F0377:text,heuristic_sentence_split_from_text_layer
M_CC0325_2026_石景山_一模_18_05,CC0325_2026_石景山_一模_18,人民检 察院经审查，以侵犯著作权罪、销售侵权复制品罪提起公诉，要求追究两被告人的刑事责任。,人民检 察院经审查，以侵犯著作权罪、销售侵权复制品罪提起公诉，要求追究两被告人的刑事责任。,,,,yes,著作权；被告,carries 法律事实/规则信号,F0167:text | F0168:page 6 | F0168:page 9 | F0377:text,heuristic_sentence_split_from_text_layer
M_CC0325_2026_石景山_一模_18_06,CC0325_2026_石景山_一模_18,案件二 原告某公司因不服被告某区人社局作出的《认定工伤决定书》以及被告某区政府对区人社局的决定作 出维持决定的《行政复议决定书》，向区法院提起行政诉讼，要求撤销区人社局的认定工伤决定和区政府 的行政复议决定。,案件二 原告某公司因不服被告某区人社局作出的《认定工伤决定书》以及被告某区政府对区人社局的决定作 出维持决定的《行政复议决定书》，向区法院提起行政诉讼，要求撤销区人社局的认定工伤决定和区政府 的行政复议决定。,,,,yes,工伤；原告；被告,carries 法律事实/规则信号,F0167:text | F0168:page 6 | F0168:page 9 | F0377:text,heuristic_sentence_split_from_text_layer
M_CC0325_2026_石景山_一模_18_07,CC0325_2026_石景山_一模_18,案件三 某日，业主卢某在开窗过程中，窗户忽然脱落，其下意识试图抓住脱落的窗户，奈何窗户太重，只能 看着窗户砸向张某的车辆，张某将卢某诉至法院，要求赔偿其维修车辆的费用。,案件三 某日，业主卢某在开窗过程中，窗户忽然脱落，其下意识试图抓住脱落的窗户，奈何窗户太重，只能 看着窗户砸向张某的车辆，张某将卢某诉至法院，要求赔偿其维修车辆的费用。,,,,yes,,背景或价值铺垫,F0167:text | F0168:page 6 | F0168:page 9 | F0377:text,heuristic_sentence_split_from_text_layer
M_CC0325_2026_石景山_一模_18_08,CC0325_2026_石景山_一模_18,阅读材料，参考示例，分析案件中举证责任的分配方式及理由，完成下表。,阅读材料，参考示例，分析案件中举证责任的分配方式及理由，完成下表。,,,,,举证责任,carries 法律事实/规则信号,F0167:text | F0168:page 6 | F0168:page 9 | F0377:text,heuristic_sentence_split_from_text_layer
M_CC0325_2026_石景山_一模_18_09,CC0325_2026_石景山_一模_18,案例 举证责任的分配方式 理由 案例一 本案中，被告人朱某、宁某 有罪的举证责任由人民检察 院承担。,案例 举证责任的分配方式 理由 案例一 本案中，被告人朱某、宁某 有罪的举证责任由人民检察 院承担。,,,,,被告；举证责任,carries 法律事实/规则信号,F0167:text | F0168:page 6 | F0168:page 9 | F0377:text,heuristic_sentence_split_from_text_layer
M_CC0325_2026_石景山_一模_18_10,CC0325_2026_石景山_一模_18,本案属于刑事诉讼中的公诉案件，公诉案件由作为国家机关 的人民检察院承担被告人有罪的举证责任，保障控辩双方公 平对抗；,本案属于刑事诉讼中的公诉案件，公诉案件由作为国家机关 的人民检察院承担被告人有罪的举证责任，保障控辩双方公 平对抗；,,,,yes,被告；举证责任,carries 法律事实/规则信号,F0167:text | F0168:page 6 | F0168:page 9 | F0377:text,heuristic_sentence_split_from_text_layer
M_CC0325_2026_石景山_一模_18_11,CC0325_2026_石景山_一模_18,这也是无罪推定原则的必然要求，有利于保障人 权。,这也是无罪推定原则的必然要求，有利于保障人 权。,,,,,,背景或价值铺垫,F0167:text | F0168:page 6 | F0168:page 9 | F0377:text,heuristic_sentence_split_from_text_layer
M_CC0325_2026_石景山_一模_18_12,CC0325_2026_石景山_一模_18,案例二 本案中，作为被告的区人社 局及区政府应当提供作出该 行政行为的证据和所依据的 ① [page 7] 第7页/共10页 案例 举证责任的分配方式 理由 规范性文件。,案例二 本案中，作为被告的区人社 局及区政府应当提供作出该 行政行为的证据和所依据的 ① [page 7] 第7页/共10页 案例 举证责任的分配方式 理由 规范性文件。,,,,,被告；举证责任,carries 法律事实/规则信号,F0167:text | F0168:page 6 | F0168:page 9 | F0377:text,heuristic_sentence_split_from_text_layer
M_CC0332_2026_石景山_二模_19_01,CC0332_2026_石景山_二模_19,19．（8分） 2026年1月1日，新修订的《中华人民共和国治安管理处罚法》正式施行，首次将校园欺凌纳入治安管理处罚范畴，明确以殴打、侮辱、恐吓等方式实施学生欺凌的，公安机关可直接介入，对违反治安管理的欺凌行为依法处罚，同时采取矫治教育等措施。,19．（8分） 2026年1月1日，新修订的《中华人民共和国治安管理处罚法》正式施行，首次将校园欺凌纳入治安管理处罚范畴，明确以殴打、侮辱、恐吓等方式实施学生欺凌的，公安机关可直接介入，对违反治安管理的欺凌行为依法处罚，同时采取矫治教育等措施。,,,,,,背景或价值铺垫,F0198:text | F0199:text,heuristic_sentence_split_from_text_layer
M_CC0332_2026_石景山_二模_19_02,CC0332_2026_石景山_二模_19,“他还是个孩子”，不再是校园欺凌的挡箭牌。,“他还是个孩子”，不再是校园欺凌的挡箭牌。,,,,,,背景或价值铺垫,F0198:text | F0199:text,heuristic_sentence_split_from_text_layer
M_CC0332_2026_石景山_二模_19_03,CC0332_2026_石景山_二模_19,本次修订打破了“未成年人违法不拘留”的惯例，规定已满14周岁不满16周岁的未成年人，一年内两次以上违反治安管理的，依法执行行政拘留；,本次修订打破了“未成年人违法不拘留”的惯例，规定已满14周岁不满16周岁的未成年人，一年内两次以上违反治安管理的，依法执行行政拘留；,,,,,,背景或价值铺垫,F0198:text | F0199:text,heuristic_sentence_split_from_text_layer
M_CC0332_2026_石景山_二模_19_04,CC0332_2026_石景山_二模_19,已满14周岁不满18周岁，初次违反治安管理但情节严重、影响恶劣的，依法执行行政拘留。,已满14周岁不满18周岁，初次违反治安管理但情节严重、影响恶劣的，依法执行行政拘留。,,,,,,背景或价值铺垫,F0198:text | F0199:text,heuristic_sentence_split_from_text_layer
M_CC0332_2026_石景山_二模_19_05,CC0332_2026_石景山_二模_19,实践中，涉事未成年人往往存在“失管失教”或“失学辍学”等问题，处罚同步通知学校和家长，并启动后续帮教，形成“惩教闭环”。,实践中，涉事未成年人往往存在“失管失教”或“失学辍学”等问题，处罚同步通知学校和家长，并启动后续帮教，形成“惩教闭环”。,,,,,,背景或价值铺垫,F0198:text | F0199:text,heuristic_sentence_split_from_text_layer
M_CC0332_2026_石景山_二模_19_06,CC0332_2026_石景山_二模_19,本次修订在遵循“教育为主、惩罚为辅”原则的同时，传递出“法不能向不法让步”的鲜明导向，对“教育与惩罚”的关系作出精准再平衡。,本次修订在遵循“教育为主、惩罚为辅”原则的同时，传递出“法不能向不法让步”的鲜明导向，对“教育与惩罚”的关系作出精准再平衡。,,,,,,背景或价值铺垫,F0198:text | F0199:text,heuristic_sentence_split_from_text_layer
M_CC0340_2026_西城_一模_17_01,CC0340_2026_西城_一模_17,17．（8分）良好生态环境是最公平的公共产品，是最普惠的民生福祉。,17．（8分）良好生态环境是最公平的公共产品，是最普惠的民生福祉。,,,,,,背景或价值铺垫,F0169:text | F0171:text | F0379:text | F0380:text,heuristic_sentence_split_from_text_layer
M_CC0340_2026_西城_一模_17_02,CC0340_2026_西城_一模_17,【民法典物权编】 第286条： 业主应当遵守法律、法规以及管理规约，相关行为应当符合节约资源、保护生态环境的要求。,【民法典物权编】 第286条： 业主应当遵守法律、法规以及管理规约，相关行为应当符合节约资源、保护生态环境的要求。,,,,,民法典；物权,carries 法律事实/规则信号,F0169:text | F0171:text | F0379:text | F0380:text,heuristic_sentence_split_from_text_layer
M_CC0340_2026_西城_一模_17_03,CC0340_2026_西城_一模_17,对于物业服务企业或者其他管理人执行政府依法实施的应急处置措施和其他管理措施，业主应当依法予以配合。,对于物业服务企业或者其他管理人执行政府依法实施的应急处置措施和其他管理措施，业主应当依法予以配合。,,,,,,背景或价值铺垫,F0169:text | F0171:text | F0379:text | F0380:text,heuristic_sentence_split_from_text_layer
