entry_id,suite_id,question_no,sub_part,target_node,evidence_level,rubric_excerpt_short,evidence_path,boundary_note
2025_朝阳_一模__Q21__价值的创造与实现,2025_朝阳_一模,21,,价值观 / 人生观/价值的创造与实现,rubric-formal,怎么办角度：在为人民服务的实践中实现人生价值/真抓实干（细则PDF视觉读取）,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025朝阳一模/细则/细则.pdf 第3页 第21题阅卷标准,
2025_朝阳_二模__Q2__矛盾的特殊性,2025_朝阳_二模,2,,辩证法/矛盾分析法,rubric-formal,细则：2.D（③④）,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025朝阳二模/试卷/试卷.pdf 第1页 第2题；细则.docx 选择题答案,
2025_朝阳_二模__Q3__联系的多样性,2025_朝阳_二模,3,,辩证法/联系的观点,rubric-formal,细则：3.C（②③）,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025朝阳二模/试卷/试卷.pdf 第1-2页 第3题；细则.docx 选择题答案,
2025_朝阳_二模__Q16__实践与认识,2025_朝阳_二模,16,,认识论/实践与认识的关系,rubric-formal,细则：能运用文化传承与创新、联系、发展、实践和认识等知识作答。'从游是获取间接经验的重要途径，体现了认识来源于实践的哲学原理'；'自学是一个实践与认识相互促进的过程/在实践中不断深化认识的过程；自学是获取直接经验的重要途径'。,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025朝阳二模/细则/细则.docx 第16题,
2025_朝阳_二模__Q16__联系的观点,2025_朝阳_二模,16,,辩证法/联系的观点,rubric-formal,细则：'体现了联系的观点；以群体激发引领个体沉思，整体决定部分'。,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025朝阳二模/细则/细则.docx 第16题,
2025_朝阳_二模__Q16__发展的观点,2025_朝阳_二模,16,,辩证法/发展的观点,rubric-formal,细则：'自学是对从游所学知识的深化和拓展，利于激发主观能动性，在从游的基础上进行创新和发展'。,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025朝阳二模/细则/细则.docx 第16题,
2025_朝阳_二模__Q22__顶层设计与实践探索,2025_朝阳_二模,22,,认识论/实践与认识的关系,rubric-formal,细则：能综合运用《中国特色社会主义》《政治与法治》《哲学与文化》等多模块知识作答。设问聚焦顶层设计与实践探索的关系，必含必修四 实践与认识 哲学命题。,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025朝阳二模/试卷/试卷.pdf 第7页 第22题,
2025_朝阳_二模__Q22__联系的观点_系统优化,2025_朝阳_二模,22,,辩证法/联系的观点,rubric-formal,细则：能综合运用《中国特色社会主义》《政治与法治》《哲学与文化》等多模块知识作答。材料强调中国式现代化的整体性、关联性、动态性。,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025朝阳二模/试卷/试卷.pdf 第7页 第22题,
2025_朝阳_期末__Q2__联系的观点,2025_朝阳_期末,2,,辩证法/联系的观点,reference-only,答案D：要从整体上把握事物的联系才能达到城市管理的良好效果,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025朝阳期末/试卷/试卷.pdf 第1页 第2题,
2025_朝阳_期末__Q16__一切从实际出发,2025_朝阳_期末,16,,唯物论/一切从实际出发 实事求是,rubric-formal,讲评pptx slide 20 哲学①实际（2分）：要坚持一切从实际出发，文化交流既要符合本民族文化发展实际/也要满足交流对象的文化需求/更要体现全人类的共同价值取向,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025朝阳期末/其他材料/朝阳高三期末2025.pptx slide 20 第16题哲学评分细则①,
2025_朝阳_期末__Q16__主观能动性,2025_朝阳_期末,16,,唯物论/主观能动性 / 意识的能动作用,rubric-formal,讲评pptx slide 20 哲学②规律（2分）：文化发展有其自身规律，要尊重客观规律，正确发挥主观能动性，尊重文化传承、文化交流的一般规律,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025朝阳期末/其他材料/朝阳高三期末2025.pptx slide 20 第16题哲学评分细则②,
2025_朝阳_期末__Q16__联系的观点,2025_朝阳_期末,16,,辩证法/联系的观点,rubric-formal,讲评pptx slide 20 哲学③联系（2分）：要坚持用联系的观点看问题，处理好中国文化与外来文化/与世界文化的关系/加强中外文化的联系、交流、沟通、理解、交融、互鉴,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025朝阳期末/其他材料/朝阳高三期末2025.pptx slide 20 第16题哲学评分细则③,
2025_朝阳_期末__Q16__发展的观点,2025_朝阳_期末,16,,辩证法/发展的观点 / 辩证否定,rubric-formal,讲评pptx slide 20 哲学④发展（2分）：要坚持用发展的观点看问题/坚持辩证的否定观，把握中国文化和域外文化的过去、现在、未来，推动不同文化共同发展,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025朝阳期末/其他材料/朝阳高三期末2025.pptx slide 20 第16题哲学评分细则④,
2025_朝阳_期末__Q16__矛盾普遍性特殊性,2025_朝阳_期末,16,,辩证法/矛盾的观点,rubric-formal,讲评pptx slide 20 哲学⑤矛盾（2分）：要坚持用对立统一/一分为二的观点看问题/把握不同文化的个性特殊性及其中蕴含的共性普遍性/坚持普遍性与特殊性的具体的历史的统一,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025朝阳期末/其他材料/朝阳高三期末2025.pptx slide 20 第16题哲学评分细则⑤,
2025_朝阳_期末__Q16__价值判断与价值选择,2025_朝阳_期末,16,,价值观 / 人生观/价值判断与价值选择,rubric-formal,讲评pptx slide 20 哲学⑥价值（2分）：要坚持正确的价值判断和价值选择/树立正确的价值观，弘扬中华文明理念，倡导全人类共同价值，弘扬主旋律，传递正能量,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025朝阳期末/其他材料/朝阳高三期末2025.pptx slide 20 第16题哲学评分细则⑥,
2025_朝阳_期末__Q16__人民群众主体地位,2025_朝阳_期末,16,,历史唯物主义/人民群众是历史的创造者,rubric-formal,讲评pptx slide 20 哲学⑦主体（2分）：要尊重人民群众主体地位/坚持群众观点和群众路线/坚持人民主体地位，贴近群众视角/考虑群众需求/注重与群众互动/拉近与群众距离，取得良好对话效果,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025朝阳期末/其他材料/朝阳高三期末2025.pptx slide 20 第16题哲学评分细则⑦,
2025_朝阳_期末__Q22__一切从实际出发,2025_朝阳_期末,22,,唯物论/一切从实际出发 实事求是,rubric-formal,讲评pptx slide 36 ②唯物论：坚持一切从实际出发，实事求是，认识和揭示社会变革和中国建设规律 1分,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025朝阳期末/其他材料/朝阳高三期末2025.pptx slide 36 第22题②唯物论评分细则,
2025_朝阳_期末__Q22__辩证法,2025_朝阳_期末,22,,辩证法/矛盾的观点,rubric-formal,讲评pptx slide 36 ③辩证法：坚持系统观念，整体性推进党和国家各项事业；坚持守正创新，用发展的观点看待理论创新；坚持问题导向；坚持具体问题具体分析，回答重大时代课题 2分,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025朝阳期末/其他材料/朝阳高三期末2025.pptx slide 36 第22题③辩证法评分细则,
2025_朝阳_期末__Q22__实践与认识,2025_朝阳_期末,22,,认识论/实践与认识的辩证关系,rubric-formal,讲评pptx slide 36 ④认识论：坚持实践观点，坚持理论与实践相结合相统一，推进实践基础上的理论创新，以新的理论指导新的实践 1分,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025朝阳期末/其他材料/朝阳高三期末2025.pptx slide 36 第22题④认识论评分细则,
2025_朝阳_期末__Q22__人民群众历史观价值观,2025_朝阳_期末,22,,历史唯物主义/人民群众是历史的创造者,rubric-formal,讲评pptx slide 36 ⑤历史观价值观：坚持人民至上，站稳人民立场、把握人民愿望、尊重人民创造、集中人民智慧；坚持自信自立，坚定文化自信 1分,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025朝阳期末/其他材料/朝阳高三期末2025.pptx slide 36 第22题⑤历史观价值观评分细则,
2025_海淀_一模__Q16__矛盾分析法,2025_海淀_一模,16,,辩证法/矛盾分析法,rubric-formal,可从矛盾分析法、实践与认识的关系、价值观等角度作答。,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025海淀一模/试卷/试卷.pdf 第8页 第16题参考答案,
2025_海淀_一模__Q16__实践与认识,2025_海淀_一模,16,,认识论/实践与认识的关系,rubric-formal,可从矛盾分析法、实践与认识的关系、价值观等角度作答。,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025海淀一模/试卷/试卷.pdf 第8页 第16题参考答案,
2025_海淀_一模__Q16__价值判断与价值选择,2025_海淀_一模,16,,价值观 / 人生观/价值判断与价值选择,rubric-formal,可从矛盾分析法、实践与认识的关系、价值观等角度作答。,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025海淀一模/试卷/试卷.pdf 第8页 第16题参考答案,
2025_海淀_一模__Q22__辩证法-联系的观点,2025_海淀_一模,22,,辩证法/联系的观点,rubric-formal,可从中国共产党的领导、中国式现代化、全面深化改革、新发展理念、全面依法治国、辩证法、辩证思维等角度作答。,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025海淀一模/试卷/试卷.pdf 第9页 第22题参考答案,
2025_海淀_一模__Q22__辩证法-发展的观点,2025_海淀_一模,22,,辩证法/发展的观点,rubric-formal,可从中国共产党的领导、中国式现代化、全面深化改革、新发展理念、全面依法治国、辩证法、辩证思维等角度作答。,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025海淀一模/试卷/试卷.pdf 第9页 第22题参考答案,
2025_海淀_二模__Q10__实践与认识,2025_海淀_二模,10,,认识论/实践与认识的关系,rubric-formal,讲评PDF题号分布表：客观题必修四=Q9-Q11；Q10引用马克思《关于费尔巴哈的提纲》直接考'人的思维是否具有客观真理性，这并不是一个理论的问题，而是一个实践的问题'。,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025海淀二模/试卷/试卷.pdf 第3页 第10题；讲评PDF page 3 题号分布表,
2025_海淀_二模__Q11__实践的社会历史性,2025_海淀_二模,11,,认识论/实践,rubric-formal,讲评PDF题号分布表：客观题必修四=Q9-Q11；Q11以多功能路灯杆考查实践的社会历史性。,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025海淀二模/试卷/试卷.pdf 第3页 第11题；讲评PDF page 3 题号分布表,
2025_海淀_二模__Q16__联系的观点,2025_海淀_二模,16,,辩证法/联系的观点,rubric-formal,细则：知识(3分)——联系的观点（联系的特点（普遍性、客观性、多样性）/整体与部分的辩证关系/系统优化）；以上原理任意出2个，一个2分，两个3分。,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025海淀二模/细则/细则.docx 第16题；讲评PDF page 6-7 评分表,
2025_海淀_二模__Q16__主观能动性,2025_海淀_二模,16,,唯物论/主观能动性 / 意识的能动作用,rubric-formal,细则：知识(3分)——认识是主体对客体的能动反映/意识的能动作用/人有主观能动性；评标实录强调'人工智能无法完全替代人的记忆'。,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025海淀二模/细则/细则.docx 第16题；讲评PDF page 6-7 评分表,
2025_海淀_二模__Q16__发展的观点,2025_海淀_二模,16,,辩证法/发展的观点,rubric-formal,细则：知识(3分)——发展的观点（量变是质变的前提和基础/辩证否定（实质是扬弃，是联系的环节、发展的环节）/适度原则）。,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025海淀二模/细则/细则.docx 第16题；讲评PDF page 6-7 评分表,
2025_海淀_期末__Q4__主观能动性,2025_海淀_期末,4,,唯物论/主观能动性 / 意识的能动作用,rubric-formal,细则明确：客观题必修四题号为1、3、4、6、7。Q4答案C：实现科技与文化的和鸣体现了人类的主观能动性,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期末/细则/细则.pptx slide 3 题号分布表,
2025_海淀_期末__Q6__真理与谬误,2025_海淀_期末,6,,认识论/真理,rubric-formal,细则明确：客观题必修四题号为1、3、4、6、7。Q6答案B：①④,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期末/细则/细则.pptx slide 3 题号分布表,
2025_海淀_期末__Q7__人民群众价值标准,2025_海淀_期末,7,,价值观 / 人生观/价值判断与价值选择,rubric-formal,细则明确：客观题必修四题号为1、3、4、6、7。Q7答案A：①③,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期末/细则/细则.pptx slide 3 题号分布表,
2025_海淀_期末__Q7__群众路线,2025_海淀_期末,7,,认识论/实践与认识的辩证关系,rubric-formal,细则明确：客观题必修四题号为1、3、4、6、7。Q7答案A：①③,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期末/细则/细则.pptx slide 3 题号分布表,
2025_海淀_期末__Q16__联系的观点,2025_海淀_期末,16,,辩证法/联系的观点,rubric-formal,可从联系的观点、发展的观点、实现中华优秀传统文化创造性转化与创新性发展等角度作答；细则角度表：坚持联系观点/根据固有联系建立新的联系（哲学栏，每层3分=原理2+材料1）,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期末/细则/细则.pptx slide 9-11 第16题评分细则,
2025_海淀_期末__Q16__发展的观点,2025_海淀_期末,16,,辩证法/发展的观点 / 辩证否定,rubric-formal,可从联系的观点、发展的观点、实现中华优秀传统文化创造性转化与创新性发展等角度作答；细则角度表：坚持辩证否定，推动创新/坚持发展的观点（哲学栏）,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期末/细则/细则.pptx slide 9-11 第16题评分细则,
2025_海淀_期末__Q16__矛盾普遍性特殊性,2025_海淀_期末,16,,辩证法/矛盾的观点,rubric-formal,细则角度表（哲学栏）：坚持具体问题具体分析/坚持矛盾普遍性和特殊性的辩证统一,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期末/细则/细则.pptx slide 9-11 第16题评分细则,
2025_海淀_期末__Q16__主观能动性,2025_海淀_期末,16,,唯物论/主观能动性 / 意识的能动作用,rubric-formal,细则角度表（哲学栏）：坚持客观规律和发挥主观能动性相结合,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期末/细则/细则.pptx slide 9-11 第16题评分细则,
2025_海淀_期末__Q16__人民立场,2025_海淀_期末,16,,价值观 / 人生观/价值判断与价值选择,rubric-formal,细则角度表（哲学栏）：坚持人民立场,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期末/细则/细则.pptx slide 9-11 第16题评分细则,
2025_海淀_期末__Q17_2__追求真理是一个过程,2025_海淀_期末,17,(2),认识论/真理,rubric-formal,细则slide 17：认识有反复性或无限性2分/追求真理是一个过程1分；'实践是检验认识真理性的唯一标准'或'实践是认识发展的动力'2分/'实践是认识的基础'或'实践决定认识'1分,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期末/细则/细则.pptx slide 16-17 第17(2)题评分细则,
2025_海淀_期末__Q17_2__实践是认识的基础,2025_海淀_期末,17,(2),认识论/实践与认识的辩证关系,rubric-formal,细则slide 17：'实践是检验认识真理性的唯一标准'或'实践是认识发展的动力'2分/'实践是认识的基础'或'实践决定认识'1分；不给分表述：'实践是认识的来源、目的不给分',/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期末/细则/细则.pptx slide 16-17 第17(2)题评分细则,
2025_海淀_期末__Q17_2__前进性与曲折性,2025_海淀_期末,17,(2),辩证法/发展的观点 / 前进性与曲折性,rubric-formal,细则slide 17发展观：'事物发展的前途是光明的，道路是曲折的'或'事物发展是前进性和曲折性的统一'2分；不给分表述：笼统写'事物是（变化）发展的'不给分,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期末/细则/细则.pptx slide 16-17 第17(2)题评分细则,
2025_海淀_期末__Q17_2__量变是质变的前提和必要准备,2025_海淀_期末,17,(2),辩证法/发展的观点 / 量变与质变,rubric-formal,细则slide 17发展观：'量变是质变的前提和必要准备'2分；不给分表述：'量变是质变的必然（必要）前提'写错,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期末/细则/细则.pptx slide 16-17 第17(2)题评分细则,
2025_海淀_期末__Q17_2__人民群众是历史的创造者,2025_海淀_期末,17,(2),历史唯物主义/人民群众是历史的创造者,rubric-formal,细则slide 17群众观点：'人民群众是社会历史的主体'或'人民群众是历史的创造者'或'人民群众是精神财富的创造者'2分,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期末/细则/细则.pptx slide 16-17 第17(2)题评分细则,
2025_海淀_期末__Q17_2__矛盾对立统一,2025_海淀_期末,17,(2),辩证法/矛盾的观点,rubric-formal,细则slide 17矛盾观：'矛盾双方在一定条件下相互转化'或'矛盾有同一性'2分/矛盾即对立统一1分,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期末/细则/细则.pptx slide 16-17 第17(2)题评分细则,
2025_石景山_一模__Q3__实践与认识,2025_石景山_一模,3,,认识论/实践与认识的关系,rubric-formal,参考答案：A（①兼具工具价值和理论价值，是共产党人世界观和方法论的集中体现；③具有主观同客观相符合的特征，既要指导实践也要接受实践的检验）,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025石景山一模/试卷/试卷.pdf 第10页 第3题参考答案,
2025_石景山_一模__Q4__一切从实际出发,2025_石景山_一模,4,,唯物论/物质决定意识,rubric-formal,参考答案：D（③坚持实事求是，尊重多元诉求，最大限度地协调各方利益；④把握适度原则，有序推动改革，促进经济和社会平稳发展）,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025石景山一模/试卷/试卷.pdf 第10页 第4题参考答案,
2025_石景山_一模__Q16__联系的观点,2025_石景山_一模,16,,辩证法/联系的观点,rubric-formal,可从联系的观点、发展的观点、中华优秀传统文化的特点及其当代价值等角度回答；选用'联系观、发展观、矛盾观'等相关哲理，对'不数既往，不能知将来；不求远因，不能明近果'进行观点解析。,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025石景山一模/细则/细则.doc 第16题评分细则,
2025_石景山_一模__Q16__发展的观点,2025_石景山_一模,16,,辩证法/发展的观点,rubric-formal,可从联系的观点、发展的观点、中华优秀传统文化的特点及其当代价值等角度回答。,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025石景山一模/细则/细则.doc 第16题评分细则,
2025_石景山_一模__Q21__社会发展普遍规律,2025_石景山_一模,21,,历史唯物主义/社会发展的规律,rubric-formal,可从改革的实质、全面深化改革的总目标和原则、党的领导、坚持中国特色社会主义、社会发展普遍规律等角度回答。,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025石景山一模/细则/细则.doc 第21题评分细则,
2025_西城_一模__Q16__实践是认识的基础,2025_西城_一模,16,,认识论/实践与认识的关系,rubric-formal,可从知行关系、继承弘扬中华优秀传统文化等角度作答；哲学观点3分：实践决定认识（来源/动力/标准/目的）（亲身实践、检验深化知）。,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025西城一模/细则/细则.docx 第16题细则,
2025_西城_一模__Q16__认识对实践的反作用,2025_西城_一模,16,,认识论/认识对实践的反作用,rubric-formal,哲学观点3分：正确的认识对实践有指导作用/实践是认识指导下人有目的、有意识的活动（以知导行）。,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025西城一模/细则/细则.docx 第16题细则,
2025_西城_一模__Q16__认识的发展,2025_西城_一模,16,,认识论/认识具有反复性、无限性和上升性,rubric-formal,哲学观点3分：认识在实践的基础上不断深化/认识具有前进性上升性（在实践基础上不断发展知、促进行）。,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025西城一模/细则/细则.docx 第16题细则,
2025_西城_一模__Q22__发展的观点-量变质变,2025_西城_一模,22,,辩证法/发展的观点 / 量变与质变,rubric-formal,长期主义能够科学把握事物发展趋势，坚持真理尊重规律，把眼前利益和长远利益相结合，在量的积累中实现质变（4分：①'长期'：发展的观点、量变质变、前进性曲折性、超前思维、战略思维。②'正确'：科学、坚持真理、尊重规律、正确价值观）,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025西城一模/细则/细则.docx 第22题细则,
2025_西城_一模__Q22__发展的前进性与曲折性,2025_西城_一模,22,,辩证法/发展的观点 / 前进性与曲折性,rubric-formal,①'长期'：发展的观点、量变质变、前进性曲折性、超前思维、战略思维。,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025西城一模/细则/细则.docx 第22题细则,
2025_西城_一模__Q22__尊重客观规律,2025_西城_一模,22,,唯物论/规律的客观性与普遍性,rubric-formal,②'正确'：科学、坚持真理、尊重规律、正确价值观,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025西城一模/细则/细则.docx 第22题细则,
2025_西城_二模__Q2__发挥主观能动性,2025_西城_二模,2,,唯物论/主观能动性 / 意识的能动作用,rubric-formal,细则：2．D（③④）,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025西城二模/细则/细则.docx 第1部分参考答案,
2025_西城_二模__Q4__真理与实践,2025_西城_二模,4,,认识论/真理,rubric-formal,细则：4．C（对真理性认识的深化能够提高人类实践自由度）,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025西城二模/细则/细则.docx 第1部分参考答案,
2025_西城_二模__Q5__价值观,2025_西城_二模,5,,价值观 / 人生观/价值判断与价值选择,rubric-formal,细则：5．B（①③）,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025西城二模/细则/细则.docx 第1部分参考答案,
2025_西城_二模__Q16_1__尊重客观规律与发挥主观能动性,2025_西城_二模,16,(1),唯物论/客观规律与主观能动性,rubric-formal,细则：可从尊重规律、正确发挥主观能动性、具体问题具体分析、树立正确的生态价值观等角度作答。角度1：把发挥主观能动性与尊重客观规律相结合。,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025西城二模/细则/细则.docx 第16(1)题,
2025_西城_二模__Q16_1__具体问题具体分析,2025_西城_二模,16,(1),辩证法/矛盾分析法,rubric-formal,细则：角度2：具体问题具体分析。在矛盾普遍性原理的指导下，分析矛盾的特殊性，找到解决问题的办法。,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025西城二模/细则/细则.docx 第16(1)题,
2025_西城_二模__Q16_1__价值观的导向作用,2025_西城_二模,16,(1),价值观 / 人生观/价值观的导向作用,rubric-formal,细则：角度3：发挥价值观的导向作用。价值观对人们认识改造世界的活动有重要的导向作用。,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025西城二模/细则/细则.docx 第16(1)题,
2025_西城_二模__Q20__人民群众是社会历史的主体,2025_西城_二模,20,,历史唯物主义/人民群众是历史的创造者,rubric-formal,细则：理论角度——人民群众是社会历史的主体/文化发展要依靠人民，人民是文化的最终享有者和受益者/人本价值观等（1分）,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025西城二模/细则/细则.docx 第20题,
2025_西城_期末__Q2__改造主观世界,2025_西城_期末,2,,认识论/实践,rubric-formal,答案B（①④）；④在亲身实践中改造自己的主观世界，弘扬伟大建党精神,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025西城期末/试卷/试卷.pdf 第1页 第2题,
2025_西城_期末__Q3__实践是认识的基础,2025_西城_期末,3,,认识论/实践与认识的辩证关系,rubric-formal,答案C（②③）；③亲眼所见、亲身所历，有利于人们了解真实、立体、多元的中国,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025西城期末/试卷/试卷.pdf 第1-2页 第3题,
2025_西城_期末__Q4__发展的观点,2025_西城_期末,4,,辩证法/发展的观点 / 发展的普遍性,rubric-formal,答案D（③④）；③要着眼长远，善于从更高的视角、更长的时限来思考问题,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025西城期末/试卷/试卷.pdf 第2页 第4题,
2025_西城_期末__Q7__矛盾的对立统一,2025_西城_期末,7,,辩证法/矛盾的观点,rubric-formal,答案B（①④）；'抢位与错位，蕴含着推动经济高质量发展的辩证法'；④科学把握抢位发展与错位发展，要处理好快与慢、同与异的辩证关系,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025西城期末/试卷/试卷.pdf 第2页 第7题,
2025_西城_期末__Q18__新事物的特点,2025_西城_期末,18,,辩证法/发展的观点 / 新事物战胜旧事物,rubric-formal,细则角度1- 新事物特点：新事物发展要经历一个从小到大从不完善到完善的过程，新技术不可避免存在弱点和不完善的地方，人们对新技术的认识也有一个过程；可从新事物的特点、认识的局限性、承认矛盾、科技要以人为本等角度回答,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025西城期末/细则/细则.pdf 第2-3页 第18题评分细则,
2025_西城_期末__Q18__认识的局限性,2025_西城_期末,18,,认识论/认识的反复性、无限性,rubric-formal,细则角度2-认识局限：人们对客观事物的认识要受到具体的实践水平的限制，受不同的立场、观点、方法、知识水平、思维能力等条件的限制,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025西城期末/细则/细则.pdf 第2-3页 第18题评分细则,
2025_西城_期末__Q18__矛盾的观点,2025_西城_期末,18,,辩证法/矛盾的观点,rubric-formal,细则角度3- 承认矛盾：矛盾就是对立统一，要一分为二辩证看问题，技术恐惧具有两面性。人们对技术的担心、质疑，一方面抵制着技术进步，也从另一方面促使新技术及其配套的政策法规不断完善,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025西城期末/细则/细则.pdf 第2-3页 第18题评分细则,
2025_西城_期末__Q18__价值选择,2025_西城_期末,18,,价值观 / 人生观/价值判断与价值选择,rubric-formal,细则角度4-价值选择：价值观具有导向作用/正确价值判断和价值选择要符合客观规律，符合人民的根本利益，科技要以人为本，要关注受技术变革冲击的群体，既要有科学精神又要有人文关怀,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025西城期末/细则/细则.pdf 第2-3页 第18题评分细则,
2025_门头沟_一模__Q6__认识的主体差异性,2025_门头沟_一模,6,,认识论/认识的反复性,rubric-formal,参考答案：C（对'AI 著作权'的看法往往因人而异，具有主体差异性）,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025门头沟一模/试卷/试卷.pdf 第9页 第6题参考答案,
2025_门头沟_一模__Q7__发挥主观能动性,2025_门头沟_一模,7,,唯物论/主观能动性 / 意识的能动作用,rubric-formal,参考答案：C（②创造和实现人生价值需充分发挥主观能动性；③要在个人与社会的统一中创造和实现人生价值）,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025门头沟一模/试卷/试卷.pdf 第9页 第7题参考答案,
2025_门头沟_一模__Q16__联系的观点,2025_门头沟_一模,16,,辩证法/联系的观点,rubric-formal,哲学角度可从联系观、发展观、对立统一、价值判断和价值选择等角度作答；联系的观点看问题。,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025门头沟一模/细则/细则.doc 第16题评分细则,
2025_门头沟_一模__Q16__发展的观点,2025_门头沟_一模,16,,辩证法/发展的观点,rubric-formal,哲学角度可从联系观、发展观、对立统一、价值判断和价值选择等角度作答；发展的观点看问题。,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025门头沟一模/细则/细则.doc 第16题评分细则,
2025_门头沟_一模__Q16__对立统一,2025_门头沟_一模,16,,辩证法/矛盾分析法,rubric-formal,对立统一的观点看问题（文化传承与科技创新之间存在矛盾，但数字化转型实现了二者的统一，既保护和传承了文化，又借助科技实现了创新）。,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025门头沟一模/细则/细则.doc 第16题评分细则,
2025_门头沟_一模__Q16__价值判断,2025_门头沟_一模,16,,价值观 / 人生观/价值判断与价值选择,rubric-formal,价值判断和价值选择的标准（符合社会发展的需求，满足了人们对文化生活的更高追求）。,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025门头沟一模/细则/细则.doc 第16题评分细则,
